actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,shotResult,pointsTotal,turnoverTotal,stealPlayerName,stealPersonId,shotDistance,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,assistPlayerNameInitial,assistPersonId,assistTotal,blockPlayerName,blockPersonId
184,PT10M27.00S,2026-02-26T01:16:41.0Z,2,REGULAR,substitution,in,[],1642264,,,1610612761,29,35,2026-02-26T01:16:44Z,1820000,False,,,0,,SUB in: S. Castle,[1642264],1610612759.0,SAS,,,,Castle,S. Castle,,,,,,,,,,,,,,,,,,,,,,,,,,
185,PT10M27.00S,2026-02-26T01:17:08.9Z,2,REGULAR,freethrow,2 of 2,['fastbreak'],1642867,,,1610612761,30,35,2026-02-26T01:17:08Z,1830000,False,,,0,,C. Murray-Boyles Free Throw 2 of 2 (1 PTS),[1642867],1610612761.0,TOR,,,,Murray-Boyles,C. Murray-Boyles,,,,,,,,,,,,Made,1.0,,,,,,,,,,,,,
186,PT10M11.00S,2026-02-26T01:17:27.0Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628368,17.559132720105126,47.794117647058826,1610612759,30,35,2026-02-26T01:17:31Z,1840000,False,11.0,113.0,1,left,MISS D. Fox 11' pullup Shot,[1628368],1610612759.0,SAS,pullup,,,Fox,D. Fox,,,,,In The Paint (Non-RA),8-16 Center,,,,,,Missed,,,,,11.31,,,,,,,,,
187,PT10M09.00S,2026-02-26T01:17:29.0Z,2,REGULAR,rebound,defensive,[],1629628,,,1610612761,30,35,2026-02-26T01:18:08Z,1850000,False,,,0,,R. Barrett REBOUND (Off:0 Def:1),[1629628],1610612761.0,TOR,,,,Barrett,R. Barrett,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,186.0,1.0,1.0,0.0,,,,,
188,PT10M03.00S,2026-02-26T01:17:36.2Z,2,REGULAR,foul,personal,['2freethrow'],1628368,,,1610612761,30,35,2026-02-26T01:18:10Z,1860000,False,,,0,,D. Fox shooting personal FOUL (1 PF) (Quickley 2 FT),"[1628368, 1630193]",1610612759.0,SAS,shooting,,,Fox,D. Fox,,,,,Mid-Range,16-24 Center,200834.0,1.0,0.0,Quickley,1630193.0,,,,,,,,,,,,,,,
190,PT10M03.00S,2026-02-26T01:18:08.6Z,2,REGULAR,freethrow,1 of 2,[],1630193,,,1610612761,30,35,2026-02-26T01:18:08Z,1880000,False,,,0,,MISS I. Quickley Free Throw 1 of 2,[1630193],1610612761.0,TOR,,,,Quickley,I. Quickley,,,,,,,,,,,,Missed,,,,,,,,,,,,,,
191,PT10M03.00S,2026-02-26T01:18:08.6Z,2,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612761,30,35,2026-02-26T01:18:08Z,1890000,False,,,0,,TEAM offensive REBOUND,[],1610612761.0,TOR,,,,,,,,,,,,,,,,,,,,,,,190.0,,,,,,,,
192,PT10M03.00S,2026-02-26T01:18:30.2Z,2,REGULAR,freethrow,2 of 2,[],1630193,,,1610612761,31,35,2026-02-26T01:18:30Z,1900000,False,,,0,,I. Quickley Free Throw 2 of 2 (4 PTS),[1630193],1610612761.0,TOR,,,,Quickley,I. Quickley,,,,,,,,,,,,Made,4.0,,,,,,,,,,,,,
193,PT09M51.00S,2026-02-26T01:18:46.2Z,2,REGULAR,turnover,out-of-bounds,[],1641705,,,1610612759,31,35,2026-02-26T01:18:54Z,1910000,False,,,0,,V. Wembanyama lost ball out-of-bounds TURNOVER (2 TO),[1641705],1610612759.0,SAS,lost ball,,,Wembanyama,V. Wembanyama,,,,,In The Paint (Non-RA),0-8 Center,200834.0,,,,,,,2.0,,,,,,,,,,,,
194,PT09M42.00S,2026-02-26T01:18:59.8Z,2,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",1629628,86.15308804204993,49.26470588235294,1610612761,33,35,2026-02-26T01:19:04Z,1920000,False,-4.0,78.0,1,right,R. Barrett 7' driving floating Jump Shot (5 PTS),[1629628],1610612761.0,TOR,driving floating,,,Barrett,R. Barrett,,,,,In The Paint (Non-RA),0-8 Center,,,,,,Made,5.0,,,,7.78,,,,,,,,,
195,PT09M31.00S,2026-02-26T01:19:09.7Z,2,REGULAR,3pt,Jump Shot,[],1641705,31.488173455978973,24.509803921568626,1610612759,33,35,2026-02-26T01:19:14Z,1930000,False,127.0,243.0,1,left,MISS V. Wembanyama 27' 3PT,[1641705],1610612759.0,SAS,,,,Wembanyama,V. Wembanyama,,,,,Above the Break 3,24+ Right Center,,,,,,Missed,,,,,27.49,,,,,,,,,
196,PT09M29.00S,2026-02-26T01:19:11.7Z,2,REGULAR,rebound,defensive,[],1642266,,,1610612761,33,35,2026-02-26T01:19:14Z,1940000,False,,,0,,J. Walter REBOUND (Off:0 Def:3),[1642266],1610612761.0,TOR,,,,Walter,J. Walter,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,195.0,3.0,3.0,0.0,,,,,
197,PT09M17.00S,2026-02-26T01:19:23.8Z,2,REGULAR,3pt,Jump Shot,[],1642867,71.82982917214193,19.852941176470587,1610612761,36,35,2026-02-26T01:19:27Z,1950000,False,-151.0,212.0,1,right,C. Murray-Boyles 26' 3PT  (4 PTS) (J. Walter 1 AST),"[1642867, 1642266]",1610612761.0,TOR,,,,Murray-Boyles,C. Murray-Boyles,,,,,Above the Break 3,24+ Left Center,,,,,,Made,4.0,,,,26.03,,,,,J. Walter,1642266.0,1.0,,
199,PT09M16.00S,2026-02-26T01:19:30.4Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612759,36,35,2026-02-26T01:19:30Z,1970000,False,,,0,,SAS Timeout,[],1610612759.0,SAS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
200,PT09M16.00S,2026-02-26T01:19:32.7Z,2,REGULAR,substitution,out,[],1628368,,,1610612759,36,35,2026-02-26T01:22:19Z,1980000,False,,,0,,SUB out: D. Fox,[1628368],1610612759.0,SAS,,,,Fox,D. Fox,,,,,,,,,,,,,,,,,,,,,,,,,,
201,PT09M16.00S,2026-02-26T01:19:32.7Z,2,REGULAR,substitution,out,[],1642868,,,1610612759,36,35,2026-02-26T01:22:19Z,1990000,False,,,0,,SUB out: C. Bryant,[1642868],1610612759.0,SAS,,,,Bryant,C. Bryant,,,,,,,,,,,,,,,,,,,,,,,,,,
202,PT09M16.00S,2026-02-26T01:19:32.7Z,2,REGULAR,substitution,in,[],1629640,,,1610612759,36,35,2026-02-26T01:22:19Z,2000000,False,,,0,,SUB in: K. Johnson,[1629640],1610612759.0,SAS,,,,Johnson,K. Johnson,,,,,,,,,,,,,,,,,,,,,,,,,,
203,PT09M16.00S,2026-02-26T01:19:32.7Z,2,REGULAR,substitution,in,[],1630577,,,1610612759,36,35,2026-02-26T01:22:19Z,2010000,False,,,0,,SUB in: J. Champagnie,[1630577],1610612759.0,SAS,,,,Champagnie,J. Champagnie,,,,,,,,,,,,,,,,,,,,,,,,,,
204,PT09M10.00S,2026-02-26T01:22:29.6Z,2,REGULAR,turnover,bad pass,[],203084,,,1610612759,36,35,2026-02-26T01:22:34Z,2020000,False,,,0,,H. Barnes bad pass TURNOVER (1 TO),"[203084, 1630567]",1610612759.0,SAS,,,,Barnes,H. Barnes,,,,,Above the Break 3,24+ Center,,,,,,,,1.0,Barnes,1630567.0,,,,,,,,,,
205,PT09M10.00S,2026-02-26T01:22:29.6Z,2,REGULAR,steal,,[],1630567,,,1610612761,36,35,2026-02-26T01:22:32Z,2030000,False,,,0,,S. Barnes STEAL (1 STL),[1630567],1610612761.0,TOR,,,,Barnes,S. Barnes,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,,,,,,,,,
206,PT09M05.00S,2026-02-26T01:22:34.5Z,2,REGULAR,3pt,Jump Shot,['fromturnover'],1630193,66.04796320630749,48.28431372549019,1610612761,39,35,2026-02-26T01:22:38Z,2040000,False,-9.0,267.0,1,right,I. Quickley 26' 3PT  (7 PTS) (S. Barnes 2 AST),"[1630193, 1630567]",1610612761.0,TOR,,,,Quickley,I. Quickley,,,,,Above the Break 3,24+ Center,,,,,,Made,7.0,,,,26.67,,,,,S. Barnes,1630567.0,2.0,,
208,PT08M51.00S,2026-02-26T01:22:51.9Z,2,REGULAR,foul,personal,['2freethrow'],1630567,,,1610612759,39,35,2026-02-26T01:22:57Z,2060000,False,,,0,,S. Barnes shooting personal FOUL (1 PF) (Castle 2 FT),"[1630567, 1642264]",1610612761.0,TOR,shooting,,,Barnes,S. Barnes,,,,,Restricted Area,0-8 Center,200834.0,1.0,0.0,Castle,1642264.0,,,,,,,,,,,,,,,
210,PT08M51.00S,2026-02-26T01:23:21.9Z,2,REGULAR,freethrow,1 of 2,[],1642264,,,1610612759,39,35,2026-02-26T01:23:21Z,2080000,False,,,0,,MISS S. Castle Free Throw 1 of 2,[1642264],1610612759.0,SAS,,,,Castle,S. Castle,,,,,,,,,,,,Missed,,,,,,,,,,,,,,
211,PT08M51.00S,2026-02-26T01:23:21.9Z,2,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612759,39,35,2026-02-26T01:23:21Z,2090000,False,,,0,,TEAM offensive REBOUND,[],1610612759.0,SAS,,,,,,,,,,,,,,,,,,,,,,,210.0,,,,,,,,
212,PT08M51.00S,2026-02-26T01:23:40.4Z,2,REGULAR,freethrow,2 of 2,[],1642264,,,1610612759,39,36,2026-02-26T01:23:40Z,2100000,False,,,0,,S. Castle Free Throw 2 of 2 (1 PTS),[1642264],1610612759.0,SAS,,,,Castle,S. Castle,,,,,,,,,,,,Made,1.0,,,,,,,,,,,,,
213,PT08M34.00S,2026-02-26T01:23:58.5Z,2,REGULAR,3pt,Jump Shot,[],1630567,67.88764783180025,61.51960784313726,1610612761,39,36,2026-02-26T01:24:02Z,2110000,False,58.0,249.0,1,right,MISS S. Barnes 25' 3PT,[1630567],1610612761.0,TOR,,,,Barnes,S. Barnes,,,,,Above the Break 3,24+ Center,,,,,,Missed,,,,,25.6,,,,,,,,,
214,PT08M30.00S,2026-02-26T01:24:02.5Z,2,REGULAR,rebound,defensive,[],1630577,,,1610612759,39,36,2026-02-26T01:24:02Z,2120000,False,,,0,,J. Champagnie REBOUND (Off:0 Def:1),[1630577],1610612759.0,SAS,,,,Champagnie,J. Champagnie,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,213.0,1.0,1.0,0.0,,,,,
215,PT08M19.00S,2026-02-26T01:24:13.7Z,2,REGULAR,2pt,Jump Shot,[],1642264,7.178055190538765,28.186274509803923,1610612759,39,38,2026-02-26T01:24:17Z,2130000,False,109.0,15.0,1,left,S. Castle 11' pullup Jump Shot (3 PTS),[1642264],1610612759.0,SAS,pullup,,,Castle,S. Castle,,,,,Mid-Range,8-16 Right,,,,,,Made,3.0,,,,11.01,,,,,,,,,
216,PT08M09.00S,2026-02-26T01:24:23.2Z,2,REGULAR,turnover,bad pass,[],1630567,,,1610612761,39,38,2026-02-26T01:24:28Z,2140000,False,,,0,,S. Barnes bad pass TURNOVER (4 TO),"[1630567, 203084]",1610612761.0,TOR,,,,Barnes,S. Barnes,,,,,Mid-Range,16-24 Left,,,,,,,,4.0,Barnes,203084.0,,,,,,,,,,
217,PT08M09.00S,2026-02-26T01:24:23.2Z,2,REGULAR,steal,,[],203084,,,1610612759,39,38,2026-02-26T01:24:25Z,2150000,False,,,0,,H. Barnes STEAL (2 STL),[203084],1610612759.0,SAS,,,,Barnes,H. Barnes,,,,,Mid-Range,16-24 Left,,,,,,,,,,,,,,,,,,,,
218,PT08M04.00S,2026-02-26T01:24:28.7Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1629640,4.812746386333772,49.754901960784316,1610612759,39,40,2026-02-26T01:24:34Z,2160000,False,1.0,-7.0,1,left,K. Johnson running finger roll Layup (2 PTS) (V. Wembanyama 1 AST),"[1629640, 1641705]",1610612759.0,SAS,running finger roll,,,Johnson,K. Johnson,,,,,Restricted Area,0-8 Center,,,,,,Made,2.0,,,,0.74,,,,,V. Wembanyama,1641705.0,1.0,,
221,PT07M56.00S,2026-02-26T01:24:46.4Z,2,REGULAR,foul,personal,['2freethrow'],1642264,,,1610612761,39,40,2026-02-26T01:24:56Z,2190000,False,,,0,,S. Castle shooting personal FOUL (1 PF) (Walter 2 FT),"[1642264, 1642266]",1610612759.0,SAS,shooting,,,Castle,S. Castle,,,,,Restricted Area,0-8 Center,200834.0,1.0,0.0,Walter,1642266.0,,,,,,,,,,,,,,,
223,PT07M56.00S,2026-02-26T01:25:06.8Z,2,REGULAR,freethrow,1 of 2,[],1642266,,,1610612761,40,40,2026-02-26T01:25:06Z,2210000,False,,,0,,J. Walter Free Throw 1 of 2 (4 PTS),[1642266],1610612761.0,TOR,,,,Walter,J. Walter,,,,,,,,,,,,Made,4.0,,,,,,,,,,,,,
224,PT07M56.00S,2026-02-26T01:25:07.7Z,2,REGULAR,substitution,out,[],1630567,,,1610612761,40,40,2026-02-26T01:25:16Z,2220000,False,,,0,,SUB out: S. Barnes,[1630567],1610612761.0,TOR,,,,Barnes,S. Barnes,,,,,,,,,,,,,,,,,,,,,,,,,,
225,PT07M56.00S,2026-02-26T01:25:07.7Z,2,REGULAR,substitution,out,[],1629628,,,1610612761,40,40,2026-02-26T01:25:16Z,2230000,False,,,0,,SUB out: R. Barrett,[1629628],1610612761.0,TOR,,,,Barrett,R. Barrett,,,,,,,,,,,,,,,,,,,,,,,,,,
226,PT07M56.00S,2026-02-26T01:25:07.7Z,2,REGULAR,substitution,in,[],1630572,,,1610612761,40,40,2026-02-26T01:25:16Z,2240000,False,,,0,,SUB in: S. Mamukelashvili,[1630572],1610612761.0,TOR,,,,Mamukelashvili,S. Mamukelashvili,,,,,,,,,,,,,,,,,,,,,,,,,,
227,PT07M56.00S,2026-02-26T01:25:07.7Z,2,REGULAR,substitution,in,[],1627742,,,1610612761,40,40,2026-02-26T01:25:16Z,2250000,False,,,0,,SUB in: B. Ingram,[1627742],1610612761.0,TOR,,,,Ingram,B. Ingram,,,,,,,,,,,,,,,,,,,,,,,,,,
228,PT07M56.00S,2026-02-26T01:25:35.2Z,2,REGULAR,freethrow,2 of 2,[],1642266,,,1610612761,41,40,2026-02-26T01:25:35Z,2260000,False,,,0,,J. Walter Free Throw 2 of 2 (5 PTS),[1642266],1610612761.0,TOR,,,,Walter,J. Walter,,,,,,,,,,,,Made,5.0,,,,,,,,,,,,,
229,PT07M46.00S,2026-02-26T01:25:46.1Z,2,REGULAR,3pt,Jump Shot,[],1630577,28.465834428383708,21.813725490196077,1610612759,41,40,2026-02-26T01:25:51Z,2270000,False,141.0,215.0,1,left,MISS J. Champagnie 25' 3PT,[1630577],1610612759.0,SAS,,,,Champagnie,J. Champagnie,,,,,Above the Break 3,24+ Right Center,,,,,,Missed,,,,,25.71,,,,,,,,,
230,PT07M45.00S,2026-02-26T01:25:50.7Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612759,41,40,2026-02-26T01:25:50Z,2280000,False,,,0,,TEAM offensive REBOUND,[],1610612759.0,SAS,,,,,,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,229.0,,,,,,,,
231,PT07M45.00S,2026-02-26T01:25:52.6Z,2,REGULAR,foul,personal,[],1630572,,,1610612759,41,40,2026-02-26T01:26:00Z,2290000,False,,,0,,S. Mamukelashvili loose ball personal FOUL (1 PF),"[1630572, 1629640]",1610612761.0,TOR,loose ball,,,Mamukelashvili,S. Mamukelashvili,,,,,In The Paint (Non-RA),0-8 Center,200834.0,1.0,0.0,Johnson,1629640.0,,,,,,,,,,,,,,,
233,PT07M35.00S,2026-02-26T01:26:18.5Z,2,REGULAR,2pt,Hook,"['pointsinthepaint', '2ndchance']",203084,9.543363994743759,40.44117647058824,1610612759,41,42,2026-02-26T01:26:23Z,2310000,False,48.0,37.0,1,left,H. Barnes 6' driving bank Hook (2 PTS) (J. Champagnie 2 AST),"[203084, 1630577]",1610612759.0,SAS,driving bank,,,Barnes,H. Barnes,,,,,In The Paint (Non-RA),0-8 Center,,,,,,Made,2.0,,,,6.06,,,,,J. Champagnie,1630577.0,2.0,,
235,PT07M10.00S,2026-02-26T01:26:43.9Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1642867,93.38042049934296,46.81372549019608,1610612761,41,42,2026-02-26T01:26:58Z,2330000,False,-16.0,10.0,1,right,MISS C. Murray-Boyles alley-oop Layup,[1642867],1610612761.0,TOR,alley-oop,,,Murray-Boyles,C. Murray-Boyles,,,,,Restricted Area,0-8 Center,,,,,,Missed,,,,,1.86,,,,,,,,,
236,PT07M06.00S,2026-02-26T01:26:47.9Z,2,REGULAR,rebound,offensive,[],1630572,,,1610612761,41,42,2026-02-26T01:26:50Z,2340000,False,,,0,,S. Mamukelashvili REBOUND (Off:1 Def:0),[1630572],1610612761.0,TOR,,,,Mamukelashvili,S. Mamukelashvili,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,235.0,1.0,0.0,1.0,,,,,
237,PT07M06.00S,2026-02-26T01:26:47.4Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1630572,94.40999984741211,50.0,1610612761,41,42,2026-02-26T01:26:47Z,2350000,False,0.0,0.0,1,right,MISS S. Mamukelashvili putback Layup,[1630572],1610612761.0,TOR,putback,,,Mamukelashvili,S. Mamukelashvili,,,,,Mid-Range,8-16 Left,,,,,,Missed,,,,,0.0,,,,,,,,,
238,PT07M05.00S,2026-02-26T01:26:48.2Z,2,REGULAR,rebound,defensive,[],1641705,,,1610612759,41,42,2026-02-26T01:26:48Z,2360000,False,,,0,,V. Wembanyama REBOUND (Off:0 Def:2),[1641705],1610612759.0,SAS,,,,Wembanyama,V. Wembanyama,,,,,Mid-Range,8-16 Left,,,,,,,,,,,,237.0,2.0,2.0,0.0,,,,,
239,PT06M55.00S,2026-02-26T01:26:58.3Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1642264,8.229303547963205,57.59803921568627,1610612759,41,42,2026-02-26T03:00:55Z,2370000,False,-38.0,25.0,1,left,MISS S. Castle driving Layup,[1642264],1610612759.0,SAS,driving,,,Castle,S. Castle,,,,,In The Paint (Non-RA),0-8 Center,,,,,,Missed,,,,,4.54,,,,,,,,,
240,PT06M54.00S,2026-02-26T01:26:59.3Z,2,REGULAR,rebound,defensive,[],1642867,,,1610612761,41,42,2026-02-26T01:27:07Z,2380000,False,,,0,,C. Murray-Boyles REBOUND (Off:1 Def:3),[1642867],1610612761.0,TOR,,,,Murray-Boyles,C. Murray-Boyles,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,239.0,4.0,3.0,1.0,,,,,
241,PT06M47.00S,2026-02-26T01:27:07.2Z,2,REGULAR,2pt,Jump Shot,[],1627742,69.85873850197109,62.00980392156863,1610612761,41,42,2026-02-26T01:27:11Z,2390000,False,60.0,231.0,1,right,MISS B. Ingram 23' Jump Shot,[1627742],1610612761.0,TOR,,,,Ingram,B. Ingram,,,,,Mid-Range,16-24 Center,,,,,,Missed,,,,,23.85,,,,,,,,,
242,PT06M44.00S,2026-02-26T01:27:10.2Z,2,REGULAR,rebound,defensive,[],203084,,,1610612759,41,42,2026-02-26T01:27:11Z,2400000,False,,,0,,H. Barnes REBOUND (Off:0 Def:2),[203084],1610612759.0,SAS,,,,Barnes,H. Barnes,,,,,Mid-Range,16-24 Center,,,,,,,,,,,,241.0,2.0,2.0,0.0,,,,,
243,PT06M40.00S,2026-02-26T01:27:14.4Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1629640,4.812746386333772,47.794117647058826,1610612759,41,42,2026-02-26T01:27:19Z,2410000,False,11.0,-7.0,1,left,MISS K. Johnson running finger roll Layup,[1629640],1610612759.0,SAS,running finger roll,,,Johnson,K. Johnson,,,,,Restricted Area,0-8 Center,,,,,,Missed,,,,,1.32,,,,,,,,,
244,PT06M39.00S,2026-02-26T01:27:15.4Z,2,REGULAR,rebound,defensive,[],1642266,,,1610612761,41,42,2026-02-26T01:27:19Z,2420000,False,,,0,,J. Walter REBOUND (Off:0 Def:4),[1642266],1610612761.0,TOR,,,,Walter,J. Walter,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,243.0,4.0,4.0,0.0,,,,,
245,PT06M39.00S,2026-02-26T01:27:27.6Z,2,REGULAR,foul,technical,['1freethrow'],204011,,,1610612761,41,42,2026-02-26T01:27:45Z,2430000,False,,,0,,TEAM foul technical,[204011],1610612761.0,TOR,,,,,,,,,,,,200834.0,,,,,,,,,,,,,,,,,,,
246,PT06M39.00S,2026-02-26T01:27:46.7Z,2,REGULAR,freethrow,1 of 1,[],1630577,,,1610612761,41,43,2026-02-26T01:27:46Z,2440000,False,,,0,,J. Champagnie technical Free Throw 1 of 1 (4 PTS),[1630577],1610612759.0,SAS,technical,,,Champagnie,J. Champagnie,,,,,,,,,,,,Made,4.0,,,,,,,,,,,,,
247,PT06M39.00S,2026-02-26T01:27:48.3Z,2,REGULAR,substitution,out,[],1642867,,,1610612761,41,43,2026-02-26T01:28:15Z,2450000,False,,,0,,SUB out: C. Murray-Boyles,[1642867],1610612761.0,TOR,,,,Murray-Boyles,C. Murray-Boyles,,,,,,,,,,,,,,,,,,,,,,,,,,
248,PT06M39.00S,2026-02-26T01:27:48.3Z,2,REGULAR,substitution,out,[],1642266,,,1610612761,41,43,2026-02-26T01:28:15Z,2460000,False,,,0,,SUB out: J. Walter,[1642266],1610612761.0,TOR,,,,Walter,J. Walter,,,,,,,,,,,,,,,,,,,,,,,,,,
249,PT06M39.00S,2026-02-26T01:27:48.3Z,2,REGULAR,substitution,out,[],1641705,,,1610612761,41,43,2026-02-26T01:28:15Z,2470000,False,,,0,,SUB out: V. Wembanyama,[1641705],1610612759.0,SAS,,,,Wembanyama,V. Wembanyama,,,,,,,,,,,,,,,,,,,,,,,,,,
250,PT06M39.00S,2026-02-26T01:27:48.3Z,2,REGULAR,substitution,out,[],1642264,,,1610612761,41,43,2026-02-26T01:28:15Z,2480000,False,,,0,,SUB out: S. Castle,[1642264],1610612759.0,SAS,,,,Castle,S. Castle,,,,,,,,,,,,,,,,,,,,,,,,,,
251,PT06M39.00S,2026-02-26T01:27:48.3Z,2,REGULAR,substitution,out,[],203084,,,1610612761,41,43,2026-02-26T01:28:15Z,2490000,False,,,0,,SUB out: H. Barnes,[203084],1610612759.0,SAS,,,,Barnes,H. Barnes,,,,,,,,,,,,,,,,,,,,,,,,,,
252,PT06M39.00S,2026-02-26T01:27:48.3Z,2,REGULAR,substitution,in,[],1627751,,,1610612761,41,43,2026-02-26T01:28:15Z,2500000,False,,,0,,SUB in: J. Poeltl,[1627751],1610612761.0,TOR,,,,Poeltl,J. Poeltl,,,,,,,,,,,,,,,,,,,,,,,,,,
253,PT06M39.00S,2026-02-26T01:27:48.3Z,2,REGULAR,substitution,in,[],1642419,,,1610612761,41,43,2026-02-26T01:28:15Z,2510000,False,,,0,,SUB in: J. Battle,[1642419],1610612761.0,TOR,,,,Battle,J. Battle,,,,,,,,,,,,,,,,,,,,,,,,,,
254,PT06M39.00S,2026-02-26T01:27:48.3Z,2,REGULAR,substitution,in,[],1642844,,,1610612761,41,43,2026-02-26T01:28:15Z,2520000,False,,,0,,SUB in: D. Harper,[1642844],1610612759.0,SAS,,,,Harper,D. Harper,,,,,,,,,,,,,,,,,,,,,,,,,,
255,PT06M39.00S,2026-02-26T01:27:48.3Z,2,REGULAR,substitution,in,[],1630170,,,1610612761,41,43,2026-02-26T01:28:15Z,2530000,False,,,0,,SUB in: D. Vassell,[1630170],1610612759.0,SAS,,,,Vassell,D. Vassell,,,,,,,,,,,,,,,,,,,,,,,,,,
256,PT06M39.00S,2026-02-26T01:27:48.3Z,2,REGULAR,substitution,in,[],1628436,,,1610612761,41,43,2026-02-26T01:28:15Z,2540000,False,,,0,,SUB in: L. Kornet,[1628436],1610612759.0,SAS,,,,Kornet,L. Kornet,,,,,,,,,,,,,,,,,,,,,,,,,,
257,PT06M23.00S,2026-02-26T01:28:30.4Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1627742,80.50262812089356,49.26470588235294,1610612761,43,43,2026-02-26T01:30:59Z,2550000,False,-4.0,131.0,1,right,B. Ingram 13' pullup Jump Shot (8 PTS),[1627742],1610612761.0,TOR,pullup,,,Ingram,B. Ingram,,,,,In The Paint (Non-RA),8-16 Center,,,,,,Made,8.0,,,,13.09,,,,,,,,,
258,PT06M15.00S,2026-02-26T01:28:40.2Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1629640,8.886333771353483,56.372549019607845,1610612759,43,43,2026-02-26T01:31:19Z,2560000,False,-32.0,31.0,1,left,MISS K. Johnson driving Layup - blocked,"[1629640, 1627751]",1610612759.0,SAS,driving,,,Johnson,K. Johnson,,,,,In The Paint (Non-RA),0-8 Center,,,,,,Missed,,,,,4.45,,,,,,,,Poeltl,1627751.0
259,PT06M15.00S,2026-02-26T01:28:40.2Z,2,REGULAR,block,,[],1627751,,,1610612759,43,43,2026-02-26T01:28:42Z,2570000,False,,,0,,J. Poeltl BLOCK (1 BLK),[1627751],1610612761.0,TOR,,,,Poeltl,J. Poeltl,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
260,PT06M13.00S,2026-02-26T01:28:42.2Z,2,REGULAR,rebound,defensive,['team'],0,,,1610612761,43,43,2026-02-26T01:31:19Z,2580000,False,,,0,,TEAM defensive REBOUND,[],1610612761.0,TOR,,,,,,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,258.0,,,,,,,,
262,PT06M04.00S,2026-02-26T01:28:59.4Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630193,81.94809461235218,48.28431372549019,1610612761,43,43,2026-02-26T01:31:41Z,2600000,False,-9.0,117.0,1,right,MISS I. Quickley 11' driving floating bank Shot,[1630193],1610612761.0,TOR,driving floating bank,,,Quickley,I. Quickley,,,,,In The Paint (Non-RA),8-16 Center,,,,,,Missed,,,,,11.75,,,,,,,,,
263,PT06M00.00S,2026-02-26T01:29:03.4Z,2,REGULAR,rebound,defensive,[],1628436,,,1610612759,43,43,2026-02-26T01:29:05Z,2610000,False,,,0,,L. Kornet REBOUND (Off:0 Def:2),[1628436],1610612759.0,SAS,,,,Kornet,L. Kornet,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,262.0,2.0,2.0,0.0,,,,,
264,PT05M53.00S,2026-02-26T01:29:09.9Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1642844,5.469776609724048,50.49019607843137,1610612759,43,45,2026-02-26T01:32:44Z,2620000,False,-2.0,-1.0,1,left,D. Harper driving finger roll Layup (13 PTS) (K. Johnson 2 AST),"[1642844, 1629640]",1610612759.0,SAS,driving finger roll,,,Harper,D. Harper,,,,,Restricted Area,0-8 Center,,,,,,Made,13.0,,,,0.27,,,,,K. Johnson,1629640.0,2.0,,
