actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId,turnoverTotal,stealPlayerName,stealPersonId
2,PT12M00.00S,2026-02-01T23:12:04.6Z,1,REGULAR,period,start,[],0,,,0,0,0,2026-02-01T23:12:04Z,20000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,PT11M56.00S,2026-02-01T23:12:07.3Z,1,REGULAR,jumpball,recovered,[],1642268,,,1610612762,0,0,2026-02-01T23:12:07Z,40000,False,,,0,,Jump Ball J. Nurkić vs. S. Barnes: Tip to I. Collier,"[1642268, 203994, 1630567]",1610612762.0,UTA,startperiod,I. Collier,1642268.0,Collier,I. Collier,Nurkić,203994.0,Barnes,1630567.0,,,,,,,,,,,,,,,,,,,,,,
7,PT11M44.00S,2026-02-01T23:12:19.5Z,1,REGULAR,2pt,Jump Shot,[],1642846,82.21090670170827,24.264705882352942,1610612762,0,0,2026-02-01T23:12:27Z,70000,False,-129.0,115.0,1,right,MISS A. Bailey 17' driving floating Shot,[1642846],1610612762.0,UTA,driving floating,,,Bailey,A. Bailey,,,,,Mid-Range,16-24 Left Center,17.24,Missed,,,,,,,,,,,,,,,,,,
8,PT11M41.00S,2026-02-01T23:12:22.5Z,1,REGULAR,rebound,defensive,['team'],0,,,1610612761,0,0,2026-02-01T23:12:27Z,80000,False,,,0,,TEAM defensive REBOUND,[],1610612761.0,TOR,,,,,,,,,,Mid-Range,16-24 Left Center,,,7.0,,,,,,,,,,,,,,,,,
10,PT11M28.00S,2026-02-01T23:12:40.4Z,1,REGULAR,3pt,Jump Shot,[],1630193,31.225361366622867,42.64705882352941,1610612761,3,0,2026-02-01T23:12:46Z,100000,False,37.0,241.0,1,left,I. Quickley 24' 3PT  (3 PTS) (S. Barnes 1 AST),"[1630193, 1630567]",1610612761.0,TOR,,,,Quickley,I. Quickley,,,,,Above the Break 3,24+ Center,24.38,Made,,3.0,S. Barnes,1630567.0,1.0,,,,,,,,,,,,,
12,PT11M01.00S,2026-02-01T23:13:07.0Z,1,REGULAR,3pt,Jump Shot,[],1628374,65.52233902759527,53.431372549019606,1610612762,3,3,2026-02-01T23:13:12Z,120000,False,17.0,272.0,1,right,L. Markkanen 27' 3PT  (3 PTS) (I. Collier 1 AST),"[1628374, 1642268]",1610612762.0,UTA,,,,Markkanen,L. Markkanen,,,,,Above the Break 3,24+ Center,27.21,Made,,3.0,I. Collier,1642268.0,1.0,,,,,,,,,,,,,
14,PT10M38.00S,2026-02-01T23:13:30.6Z,1,REGULAR,2pt,Jump Shot,[],1627742,15.193823915900131,74.75490196078431,1610612761,3,3,2026-02-01T23:13:36Z,140000,False,-124.0,90.0,1,left,MISS B. Ingram 15' pullup Shot,[1627742],1610612761.0,TOR,pullup,,,Ingram,B. Ingram,,,,,Mid-Range,8-16 Left,15.32,Missed,,,,,,,,,,,,,,,,,,
15,PT10M35.00S,2026-02-01T23:13:33.6Z,1,REGULAR,rebound,defensive,[],203994,,,1610612762,3,3,2026-02-01T23:13:36Z,150000,False,,,0,,J. Nurkić REBOUND (Off:0 Def:1),[203994],1610612762.0,UTA,,,,Nurkić,J. Nurkić,,,,,Mid-Range,8-16 Left,,,14.0,,,,,1.0,1.0,0.0,,,,,,,,,,
16,PT10M28.00S,2026-02-01T23:13:40.3Z,1,REGULAR,3pt,Jump Shot,[],1628374,71.56701708278581,79.65686274509804,1610612762,3,3,2026-02-01T23:13:45Z,160000,False,148.0,215.0,1,right,MISS L. Markkanen 26' 3PT,[1628374],1610612762.0,UTA,,,,Markkanen,L. Markkanen,,,,,Above the Break 3,24+ Right Center,26.1,Missed,,,,,,,,,,,,,,,,,,
17,PT10M26.00S,2026-02-01T23:13:42.3Z,1,REGULAR,rebound,defensive,[],1629628,,,1610612761,3,3,2026-02-01T23:13:45Z,170000,False,,,0,,R. Barrett REBOUND (Off:0 Def:1),[1629628],1610612761.0,TOR,,,,Barrett,R. Barrett,,,,,Above the Break 3,24+ Right Center,,,16.0,,,,,1.0,1.0,0.0,,,,,,,,,,
18,PT10M12.00S,2026-02-01T23:13:56.9Z,1,REGULAR,3pt,Jump Shot,[],1627742,18.610381077529567,94.85294117647058,1610612761,3,3,2026-02-01T23:14:03Z,180000,False,-224.0,122.0,1,left,MISS B. Ingram 25' 3PT,[1627742],1610612761.0,TOR,,,,Ingram,B. Ingram,,,,,Above the Break 3,24+ Left Center,25.55,Missed,,,,,,,,,,,,,,,,,,
19,PT10M09.00S,2026-02-01T23:13:59.9Z,1,REGULAR,rebound,defensive,[],203994,,,1610612762,3,3,2026-02-01T23:14:03Z,190000,False,,,0,,J. Nurkić REBOUND (Off:0 Def:2),[203994],1610612762.0,UTA,,,,Nurkić,J. Nurkić,,,,,Above the Break 3,24+ Left Center,,,18.0,,,,,2.0,2.0,0.0,,,,,,,,,,
20,PT10M02.00S,2026-02-01T23:14:08.6Z,1,REGULAR,foul,personal,['2freethrow'],1630193,,,1610612762,3,3,2026-02-01T23:14:16Z,200000,False,,,0,,I. Quickley shooting personal FOUL (1 PF) (Collier 2 FT),"[1630193, 1642268]",1610612761.0,TOR,shooting,,,Quickley,I. Quickley,,,,,Restricted Area,0-8 Center,,,,,,,,,,,202007.0,1.0,0.0,Collier,1642268.0,,,,,
22,PT10M02.00S,2026-02-01T23:14:33.3Z,1,REGULAR,freethrow,1 of 2,[],1642268,,,1610612762,3,4,2026-02-01T23:14:33Z,220000,False,,,0,,I. Collier Free Throw 1 of 2 (1 PTS),[1642268],1610612762.0,UTA,,,,Collier,I. Collier,,,,,,,,Made,,1.0,,,,,,,,,,,,,,,,
23,PT10M02.00S,2026-02-01T23:14:50.3Z,1,REGULAR,freethrow,2 of 2,[],1642268,,,1610612762,3,5,2026-02-01T23:14:50Z,230000,False,,,0,,I. Collier Free Throw 2 of 2 (2 PTS),[1642268],1610612762.0,UTA,,,,Collier,I. Collier,,,,,,,,Made,,2.0,,,,,,,,,,,,,,,,
24,PT09M43.00S,2026-02-01T23:15:08.9Z,1,REGULAR,3pt,Jump Shot,[],1630193,8.886333771353483,96.32352941176471,1610612761,3,5,2026-02-01T23:15:14Z,240000,False,-232.0,31.0,1,left,MISS I. Quickley 3PT,[1630193],1610612761.0,TOR,,,,Quickley,I. Quickley,,,,,Left Corner 3,24+ Left,23.37,Missed,,,,,,,,,,,,,,,,,,
25,PT09M40.00S,2026-02-01T23:15:11.9Z,1,REGULAR,rebound,defensive,[],1642846,,,1610612762,3,5,2026-02-01T23:15:14Z,250000,False,,,0,,A. Bailey REBOUND (Off:0 Def:1),[1642846],1610612762.0,UTA,,,,Bailey,A. Bailey,,,,,Left Corner 3,24+ Left,,,24.0,,,,,1.0,1.0,0.0,,,,,,,,,,
26,PT09M21.00S,2026-02-01T23:15:30.5Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],203994,85.10183968462549,40.44117647058824,1610612762,3,5,2026-02-01T23:15:42Z,260000,False,-48.0,88.0,1,right,MISS J. Nurkić 9' driving Hook,[203994],1610612762.0,UTA,driving,,,Nurkić,J. Nurkić,,,,,In The Paint (Non-RA),8-16 Center,9.97,Missed,,,,,,,,,,,,,,,,,,
27,PT09M19.00S,2026-02-01T23:15:32.5Z,1,REGULAR,rebound,defensive,['team'],0,,,1610612761,3,5,2026-02-01T23:15:42Z,270000,False,,,0,,TEAM defensive REBOUND,[],1610612761.0,TOR,,,,,,,,,,In The Paint (Non-RA),8-16 Center,,,26.0,,,,,,,,,,,,,,,,,
29,PT09M11.00S,2026-02-01T23:15:49.2Z,1,REGULAR,3pt,Jump Shot,[],1629628,22.552562417871222,10.049019607843137,1610612761,6,5,2026-02-01T23:15:54Z,290000,False,200.0,159.0,1,left,R. Barrett 25' 3PT  (3 PTS) (I. Quickley 1 AST),"[1629628, 1630193]",1610612761.0,TOR,,,,Barrett,R. Barrett,,,,,Above the Break 3,24+ Right Center,25.57,Made,,3.0,I. Quickley,1630193.0,1.0,,,,,,,,,,,,,
31,PT08M50.00S,2026-02-01T23:16:10.5Z,1,REGULAR,3pt,Jump Shot,[],1642846,93.11760840998686,4.166666666666666,1610612762,6,5,2026-02-01T23:20:20Z,310000,False,-229.0,12.0,1,right,MISS A. Bailey 3PT,[1642846],1610612762.0,UTA,,,,Bailey,A. Bailey,,,,,Left Corner 3,24+ Left,22.95,Missed,,,,,,,,,,,,,,,,,,
32,PT08M50.00S,2026-02-01T23:16:10.5Z,1,REGULAR,rebound,defensive,['team'],0,,,1610612761,6,5,2026-02-01T23:16:15Z,320000,False,,,0,,TEAM defensive REBOUND,[],1610612761.0,TOR,,,,,,,,,,Left Corner 3,24+ Left,,,31.0,,,,,,,,,,,,,,,,,
34,PT08M36.00S,2026-02-01T23:16:30.1Z,1,REGULAR,3pt,Jump Shot,[],1629628,19.398817345597898,5.147058823529411,1610612761,6,5,2026-02-01T23:16:37Z,340000,False,224.0,130.0,1,left,MISS R. Barrett 25' 3PT,[1629628],1610612761.0,TOR,,,,Barrett,R. Barrett,,,,,Above the Break 3,24+ Right Center,25.91,Missed,,,,,,,,,,,,,,,,,,
