actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,blockPlayerName,blockPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,turnoverTotal,stealPlayerName,stealPersonId
2,PT12M00.00S,2025-12-30T00:42:14.2Z,1,REGULAR,period,start,[],0,,,0,0,0,2025-12-30T00:42:14Z,20000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,PT11M55.00S,2025-12-30T00:42:17.5Z,1,REGULAR,jumpball,recovered,[],1626145,,,1610612753,0,0,2025-12-30T00:42:17Z,40000,False,,,0,,Jump Ball W. Carter Jr. vs. S. Barnes: Tip to T. Jones,"[1626145, 1628976, 1630567]",1610612753.0,ORL,startperiod,T. Jones,1626145.0,Jones,T. Jones,Carter Jr.,1628976.0,Barnes,1630567.0,,,,,,,,,,,,,,,,,,,,,,
7,PT11M43.00S,2025-12-30T00:42:30.1Z,1,REGULAR,3pt,Jump Shot,[],1630217,31.750985545335087,73.77450980392157,1610612753,0,0,2025-12-30T00:42:40Z,70000,False,-119.0,246.0,1,left,MISS D. Bane 27' 3PT,[1630217],1610612753.0,ORL,,,,Bane,D. Bane,,,,,Above the Break 3,24+ Left Center,27.32,Missed,,,,,,,,,,,,,,,,,,
8,PT11M38.00S,2025-12-30T00:42:35.1Z,1,REGULAR,rebound,defensive,[],1630193,,,1610612761,0,0,2025-12-30T00:46:06Z,80000,False,,,0,,I. Quickley REBOUND (Off:0 Def:1),[1630193],1610612761.0,TOR,,,,Quickley,I. Quickley,,,,,Above the Break 3,24+ Left Center,,,7.0,1.0,1.0,0.0,,,,,,,,,,,,,,
11,PT11M22.00S,2025-12-30T00:42:50.9Z,1,REGULAR,3pt,Jump Shot,[],1627742,67.09921156373193,39.21568627450981,1610612761,0,0,2025-12-30T00:45:31Z,110000,False,-54.0,257.0,1,right,MISS B. Ingram 26' 3PT,[1627742],1610612761.0,TOR,,,,Ingram,B. Ingram,,,,,Above the Break 3,24+ Center,26.24,Missed,,,,,,,,,,,,,,,,,,
12,PT11M20.00S,2025-12-30T00:42:52.9Z,1,REGULAR,rebound,defensive,[],1631094,,,1610612753,0,0,2025-12-30T00:43:23Z,120000,False,,,0,,P. Banchero REBOUND (Off:0 Def:1),[1631094],1610612753.0,ORL,,,,Banchero,P. Banchero,,,,,Above the Break 3,24+ Center,,,11.0,1.0,1.0,0.0,,,,,,,,,,,,,,
13,PT11M15.00S,2025-12-30T00:42:57.9Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],1641710,31.750985545335087,33.088235294117645,1610612753,0,0,2025-12-30T00:45:48Z,130000,False,85.0,246.0,1,left,MISS A. Black 26' running pullup 3PT,[1641710],1610612753.0,ORL,running pullup,,,Black,A. Black,,,,,Above the Break 3,24+ Right Center,26.01,Missed,,,,,,,,,,,,,,,,,,
14,PT11M14.00S,2025-12-30T00:42:58.9Z,1,REGULAR,rebound,defensive,['team'],0,,,1610612761,0,0,2025-12-30T00:43:12Z,140000,False,,,0,,TEAM defensive REBOUND,[],1610612761.0,TOR,,,,,,,,,,Above the Break 3,24+ Right Center,,,13.0,,,,,,,,,,,,,,,,,
16,PT10M55.00S,2025-12-30T00:43:25.4Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],1630534,95.0886990801577,50.73529411764706,1610612761,2,0,2025-12-30T00:43:30Z,160000,False,4.0,-6.0,1,right,O. Agbaji cutting DUNK (2 PTS) (B. Ingram 1 AST),"[1630534, 1627742]",1610612761.0,TOR,cutting,,,Agbaji,O. Agbaji,,,,,Restricted Area,0-8 Center,0.73,Made,,,,,2.0,B. Ingram,1627742.0,1.0,,,,,,,,,,
18,PT10M34.00S,2025-12-30T00:43:45.5Z,1,REGULAR,3pt,Jump Shot,[],1628976,4.812746386333772,96.81372549019608,1610612753,2,3,2025-12-30T00:43:50Z,180000,False,-234.0,-7.0,1,left,W. Carter Jr. 3PT  (3 PTS) (D. Bane 1 AST),"[1628976, 1630217]",1610612753.0,ORL,,,,Carter Jr.,W. Carter Jr.,,,,,Left Corner 3,24+ Left,23.42,Made,,,,,3.0,D. Bane,1630217.0,1.0,,,,,,,,,,
20,PT10M14.00S,2025-12-30T00:44:04.7Z,1,REGULAR,2pt,Jump Shot,[],1630567,86.41590013140605,69.11764705882352,1610612761,2,3,2025-12-30T00:44:13Z,200000,False,96.0,75.0,1,right,MISS S. Barnes 12' turnaround fadeaway Shot,[1630567],1610612761.0,TOR,turnaround fadeaway,,,Barnes,S. Barnes,,,,,Mid-Range,8-16 Right,12.16,Missed,,,,,,,,,,,,,,,,,,
21,PT10M09.00S,2025-12-30T00:44:09.7Z,1,REGULAR,rebound,defensive,[],1641710,,,1610612753,2,3,2025-12-30T00:44:13Z,210000,False,,,0,,A. Black REBOUND (Off:0 Def:1),[1641710],1610612753.0,ORL,,,,Black,A. Black,,,,,Mid-Range,8-16 Right,,,20.0,1.0,1.0,0.0,,,,,,,,,,,,,,
22,PT10M00.00S,2025-12-30T00:44:19.4Z,1,REGULAR,3pt,Jump Shot,[],1630217,13.61695137976347,3.9215686274509802,1610612753,2,6,2025-12-30T00:44:24Z,220000,False,230.0,75.0,1,left,D. Bane 24' 3PT  (3 PTS) (P. Banchero 1 AST),"[1630217, 1631094]",1610612753.0,ORL,,,,Bane,D. Bane,,,,,Right Corner 3,24+ Right,24.25,Made,,,,,3.0,P. Banchero,1631094.0,1.0,,,,,,,,,,
24,PT09M45.00S,2025-12-30T00:44:34.4Z,1,REGULAR,3pt,Jump Shot,[],1630193,69.07030223390277,67.8921568627451,1610612761,2,6,2025-12-30T00:44:39Z,240000,False,89.0,238.0,1,right,MISS I. Quickley 25' 3PT,[1630193],1610612761.0,TOR,,,,Quickley,I. Quickley,,,,,Above the Break 3,24+ Right Center,25.45,Missed,,,,,,,,,,,,,,,,,,
25,PT09M41.00S,2025-12-30T00:44:38.4Z,1,REGULAR,rebound,defensive,[],1641710,,,1610612753,2,6,2025-12-30T00:44:39Z,250000,False,,,0,,A. Black REBOUND (Off:0 Def:2),[1641710],1610612753.0,ORL,,,,Black,A. Black,,,,,Above the Break 3,24+ Right Center,,,24.0,2.0,2.0,0.0,,,,,,,,,,,,,,
