actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,blockPlayerName,blockPersonId,turnoverTotal,stealPlayerName,stealPersonId,officialId,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId
258,PT02M56.00S,2026-01-17T01:31:19.0Z,2,REGULAR,rebound,defensive,['team'],0,,,1610612761,48,45,2026-01-17T01:31:23Z,2560000,False,,,0,,TEAM defensive REBOUND,[],1610612761.0,TOR,,,,,,,,,,Above the Break 3,24+ Left Center,,,257.0,,,,,,,,,,,,,,,,,
260,PT02M43.00S,2026-01-17T01:31:38.1Z,2,REGULAR,2pt,Jump Shot,[],1630567,18.084756898817346,76.22549019607843,1610612761,48,45,2026-01-17T01:33:21Z,2580000,False,-131.0,117.0,1,left,MISS S. Barnes 17' pullup Shot,[1630567],1610612761.0,TOR,pullup,,,Barnes,S. Barnes,,,,,Mid-Range,16-24 Left Center,17.6,Missed,,,,,,,,,,,,,,,,,,
261,PT02M41.00S,2026-01-17T01:31:40.1Z,2,REGULAR,rebound,offensive,[],1630534,,,1610612761,48,45,2026-01-17T01:31:48Z,2590000,False,,,0,,O. Agbaji REBOUND (Off:1 Def:0),[1630534],1610612761.0,TOR,,,,Agbaji,O. Agbaji,,,,,Mid-Range,16-24 Left Center,,,260.0,1.0,0.0,1.0,,,,,,,,,,,,,,
262,PT02M37.00S,2026-01-17T01:31:44.7Z,2,REGULAR,3pt,Jump Shot,['2ndchance'],1630534,6.521024967148489,2.696078431372549,1610612761,51,45,2026-01-17T01:31:51Z,2600000,False,237.0,9.0,1,left,O. Agbaji 3PT  (8 PTS) (C. Murray-Boyles 3 AST),"[1630534, 1642867]",1610612761.0,TOR,,,,Agbaji,O. Agbaji,,,,,Right Corner 3,24+ Right,23.67,Made,,,,,,,,,,,8.0,C. Murray-Boyles,1642867.0,3.0,,,,
264,PT02M21.00S,2026-01-17T01:32:00.0Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1642920,91.80354796320631,48.77450980392157,1610612746,51,45,2026-01-17T01:32:05Z,2620000,False,-6.0,25.0,1,right,MISS K. Sanders cutting finger roll Layup - blocked,"[1642920, 1642867]",1610612746.0,LAC,cutting finger roll,,,Sanders,K. Sanders,,,,,Restricted Area,0-8 Center,2.52,Missed,,,,,Murray-Boyles,1642867.0,,,,,,,,,,,,
265,PT02M21.00S,2026-01-17T01:32:00.0Z,2,REGULAR,block,,[],1642867,,,1610612746,51,45,2026-01-17T01:32:02Z,2630000,False,,,0,,C. Murray-Boyles BLOCK (2 BLK),[1642867],1610612761.0,TOR,,,,Murray-Boyles,C. Murray-Boyles,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
266,PT02M18.00S,2026-01-17T01:32:03.0Z,2,REGULAR,rebound,offensive,[],1627739,,,1610612746,51,45,2026-01-17T01:32:03Z,2640000,False,,,0,,K. Dunn REBOUND (Off:1 Def:0),[1627739],1610612746.0,LAC,,,,Dunn,K. Dunn,,,,,Restricted Area,0-8 Center,,,264.0,1.0,0.0,1.0,,,,,,,,,,,,,,
267,PT02M15.00S,2026-01-17T01:32:07.7Z,2,REGULAR,turnover,out-of-bounds,[],1627739,,,1610612746,51,45,2026-01-17T01:32:14Z,2650000,False,,,0,,K. Dunn bad pass out-of-bounds TURNOVER (3 TO),[1627739],1610612746.0,LAC,bad pass,,,Dunn,K. Dunn,,,,,Above the Break 3,24+ Left Center,,,,,,,,,3.0,,,1626301.0,,,,,,,,
268,PT02M15.00S,2026-01-17T01:32:11.6Z,2,REGULAR,substitution,out,[],1627826,,,1610612761,51,45,2026-01-17T01:32:16Z,2660000,False,,,0,,SUB out: I. Zubac,[1627826],1610612746.0,LAC,,,,Zubac,I. Zubac,,,,,,,,,,,,,,,,,,,,,,,,,,
269,PT02M15.00S,2026-01-17T01:32:11.6Z,2,REGULAR,substitution,in,[],1642949,,,1610612761,51,45,2026-01-17T01:32:16Z,2670000,False,,,0,,SUB in: Y. Niederhäuser,[1642949],1610612746.0,LAC,,,,Niederhäuser,Y. Niederhäuser,,,,,,,,,,,,,,,,,,,,,,,,,,
270,PT02M00.00S,2026-01-17T01:32:39.0Z,2,REGULAR,2pt,Hook,"['pointsinthepaint', 'fromturnover']",1642867,6.915243101182654,50.0,1610612761,53,45,2026-01-17T01:32:46Z,2680000,False,0.0,13.0,1,left,C. Murray-Boyles Hook (7 PTS) (J. Shead 7 AST),"[1642867, 1642347]",1610612761.0,TOR,,,,Murray-Boyles,C. Murray-Boyles,,,,,Restricted Area,0-8 Center,1.25,Made,,,,,,,,,,,7.0,J. Shead,1642347.0,7.0,,,,
272,PT01M37.00S,2026-01-17T01:33:01.4Z,2,REGULAR,3pt,Jump Shot,[],1642920,70.90998685939553,10.049019607843137,1610612746,53,48,2026-01-17T01:33:05Z,2700000,False,-200.0,221.0,1,right,K. Sanders 29' 3PT  (8 PTS) (J. Harden 4 AST),"[1642920, 201935]",1610612746.0,LAC,,,,Sanders,K. Sanders,,,,,Above the Break 3,24+ Left Center,29.79,Made,,,,,,,,,,,8.0,J. Harden,201935.0,4.0,,,,
274,PT01M28.00S,2026-01-17T01:33:10.7Z,2,REGULAR,3pt,Jump Shot,[],1642347,31.488173455978973,41.17647058823529,1610612761,56,48,2026-01-17T01:33:15Z,2720000,False,44.0,243.0,1,left,J. Shead 24' 3PT pullup (13 PTS),[1642347],1610612761.0,TOR,pullup,,,Shead,J. Shead,,,,,Above the Break 3,24+ Center,24.75,Made,,,,,,,,,,,13.0,,,,,,,
275,PT01M08.00S,2026-01-17T01:33:33.5Z,2,REGULAR,foul,personal,['2freethrow'],1642867,,,1610612746,56,48,2026-01-17T01:33:39Z,2730000,False,,,0,,C. Murray-Boyles shooting personal FOUL (1 PF) (Harden 2 FT),"[1642867, 201935]",1610612761.0,TOR,shooting,,,Murray-Boyles,C. Murray-Boyles,,,,,Mid-Range,16-24 Left Center,,,,,,,,,,,,1626301.0,,,,,1.0,0.0,Harden,201935.0
277,PT01M08.00S,2026-01-17T01:34:02.9Z,2,REGULAR,freethrow,1 of 2,[],201935,,,1610612746,56,49,2026-01-17T01:34:23Z,2750000,False,,,0,,J. Harden Free Throw 1 of 2 (7 PTS),[201935],1610612746.0,LAC,,,,Harden,J. Harden,,,,,,,,Made,,,,,,,,,,,7.0,,,,,,,
278,PT01M08.00S,2026-01-17T01:34:02.9Z,2,REGULAR,freethrow,2 of 2,[],201935,,,1610612746,56,49,2026-01-17T01:34:23Z,2760000,False,,,0,,MISS J. Harden Free Throw 2 of 2,[201935],1610612746.0,LAC,,,,Harden,J. Harden,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
279,PT01M05.00S,2026-01-17T01:34:05.9Z,2,REGULAR,rebound,defensive,[],1630567,,,1610612761,56,49,2026-01-17T01:34:23Z,2770000,False,,,0,,S. Barnes REBOUND (Off:0 Def:3),[1630567],1610612761.0,TOR,,,,Barnes,S. Barnes,,,,,,,,,278.0,3.0,3.0,0.0,,,,,,,,,,,,,,
280,PT01M00.00S,2026-01-17T01:34:27.3Z,2,REGULAR,3pt,Jump Shot,['fastbreak'],1630534,6.521024967148489,4.411764705882353,1610612761,59,49,2026-01-17T01:34:37Z,2780000,False,228.0,9.0,1,left,O. Agbaji 3PT running (11 PTS) (S. Barnes 3 AST),"[1630534, 1630567]",1610612761.0,TOR,running,,,Agbaji,O. Agbaji,,,,,Right Corner 3,24+ Right,22.81,Made,,,,,,,,,,,11.0,S. Barnes,1630567.0,3.0,,,,
282,PT00M52.70S,2026-01-17T01:34:37.3Z,2,REGULAR,3pt,Jump Shot,[],201935,67.09921156373193,53.18627450980392,1610612746,59,52,2026-01-17T01:34:41Z,2800000,False,16.0,257.0,1,right,J. Harden 25' 3PT step back (10 PTS),[201935],1610612746.0,LAC,step back,,,Harden,J. Harden,,,,,Above the Break 3,24+ Center,25.73,Made,,,,,,,,,,,10.0,,,,,,,
283,PT00M36.50S,2026-01-17T01:34:56.8Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630567,16.507884362680684,46.07843137254902,1610612761,59,52,2026-01-17T01:35:00Z,2810000,False,20.0,103.0,1,left,MISS S. Barnes 10' turnaround fadeaway Shot,[1630567],1610612761.0,TOR,turnaround fadeaway,,,Barnes,S. Barnes,,,,,In The Paint (Non-RA),8-16 Center,10.46,Missed,,,,,,,,,,,,,,,,,,
284,PT00M34.10S,2026-01-17T01:34:59.2Z,2,REGULAR,rebound,defensive,[],1627739,,,1610612746,59,52,2026-01-17T01:35:00Z,2820000,False,,,0,,K. Dunn REBOUND (Off:1 Def:1),[1627739],1610612746.0,LAC,,,,Dunn,K. Dunn,,,,,In The Paint (Non-RA),8-16 Center,,,283.0,2.0,1.0,1.0,,,,,,,,,,,,,,
285,PT00M28.80S,2026-01-17T01:35:04.5Z,2,REGULAR,3pt,Jump Shot,[],201935,65.91655716162943,33.82352941176471,1610612746,59,52,2026-01-17T01:35:16Z,2830000,False,-81.0,268.0,1,right,MISS J. Harden 27' pullup bank 3PT,[201935],1610612746.0,LAC,pullup bank,,,Harden,J. Harden,,,,,Above the Break 3,24+ Center,27.98,Missed,,,,,,,,,,,,,,,,,,
286,PT00M26.00S,2026-01-17T01:35:08.3Z,2,REGULAR,rebound,defensive,['team'],0,,,1610612761,59,52,2026-01-17T01:35:08Z,2840000,False,,,0,,TEAM defensive REBOUND,[],1610612761.0,TOR,,,,,,,,,,Above the Break 3,24+ Center,,,285.0,,,,,,,,,,,,,,,,,
288,PT00M05.50S,2026-01-17T01:35:38.8Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'defensivegoaltending']",1630567,6.1268068331143235,54.90196078431373,1610612761,61,52,2026-01-17T01:35:49Z,2860000,False,-25.0,5.0,1,left,S. Barnes cutting Layup (8 PTS) (J. Shead 8 AST),"[1630567, 1642347]",1610612761.0,TOR,cutting,,,Barnes,S. Barnes,,,,,Restricted Area,0-8 Center,2.5,Made,,,,,,,,,,,8.0,J. Shead,1642347.0,8.0,,,,
290,PT00M05.50S,2026-01-17T01:35:42.4Z,2,REGULAR,violation,defensive goaltending,[],1642949,,,1610612761,61,52,2026-01-17T01:35:49Z,2880000,False,,,0,,Y. Niederhäuser defensive goaltending VIOLATION,[1642949],1610612746.0,LAC,,,,Niederhäuser,Y. Niederhäuser,,,,,,,,,,,,,,,,,,2002.0,,,,,,,,
291,PT00M01.20S,2026-01-17T01:35:56.3Z,2,REGULAR,heave,,[],0,,,1610612746,61,52,2026-01-17T01:39:29Z,2890000,False,,,0,,LAC Heave,[],1610612746.0,LAC,,,,,,,,,,Above the Break 3,24+ Center,44.6,,,,,,,,,,,,,,,,,,,
292,PT00M00.20S,2026-01-17T01:35:57.3Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612746,61,52,2026-01-17T01:39:29Z,2900000,False,,,0,,TEAM offensive REBOUND,[],1610612746.0,LAC,,,,,,,,,,Above the Break 3,24+ Center,,,291.0,,,,,,,,,,,,,,,,,
293,PT00M00.00S,2026-01-17T01:36:08.7Z,2,REGULAR,period,end,[],0,,,1610612746,61,52,2026-01-17T01:36:08Z,2910000,False,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
294,PT12M00.00S,2026-01-17T01:51:03.4Z,3,REGULAR,substitution,out,['startperiod'],1642949,,,1610612746,61,52,2026-01-17T01:51:16Z,2920000,False,,,0,,SUB out: Y. Niederhäuser,[1642949],1610612746.0,LAC,,,,Niederhäuser,Y. Niederhäuser,,,,,,,,,,,,,,,,,,,,,,,,,,
295,PT12M00.00S,2026-01-17T01:51:03.4Z,3,REGULAR,substitution,in,['startperiod'],1627826,,,1610612746,61,52,2026-01-17T01:51:16Z,2930000,False,,,0,,SUB in: I. Zubac,[1627826],1610612746.0,LAC,,,,Zubac,I. Zubac,,,,,,,,,,,,,,,,,,,,,,,,,,
296,PT12M00.00S,2026-01-17T01:51:17.9Z,3,REGULAR,period,start,[],0,,,1610612761,61,52,2026-01-17T01:51:17Z,2940000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
297,PT11M50.00S,2026-01-17T01:51:27.4Z,3,REGULAR,turnover,bad pass,[],1627742,,,1610612761,61,52,2026-01-17T01:51:32Z,2950000,False,,,0,,B. Ingram bad pass TURNOVER (3 TO),"[1627742, 1627739]",1610612761.0,TOR,,,,Ingram,B. Ingram,,,,,Above the Break 3,24+ Left Center,,,,,,,,,3.0,Dunn,1627739.0,,,,,,,,,
298,PT11M50.00S,2026-01-17T01:51:27.4Z,3,REGULAR,steal,,[],1627739,,,1610612746,61,52,2026-01-17T01:51:29Z,2960000,False,,,0,,K. Dunn STEAL (1 STL),[1627739],1610612746.0,LAC,,,,Dunn,K. Dunn,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,,,,,,,,,
299,PT11M41.00S,2026-01-17T01:51:36.8Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1627826,5.206964520367937,50.245098039215684,1610612746,61,54,2026-01-17T01:53:04Z,2970000,False,-1.0,-4.0,1,left,I. Zubac Layup (8 PTS) (J. Harden 5 AST),"[1627826, 201935]",1610612746.0,LAC,,,,Zubac,I. Zubac,,,,,Restricted Area,0-8 Center,0.38,Made,,,,,,,,,,,8.0,J. Harden,201935.0,5.0,,,,
301,PT11M24.00S,2026-01-17T01:51:52.5Z,3,REGULAR,3pt,Jump Shot,[],1630534,87.99277266754271,97.05882352941177,1610612761,61,54,2026-01-17T01:52:03Z,2990000,False,235.0,60.0,1,right,MISS O. Agbaji 24' 3PT,[1630534],1610612761.0,TOR,,,,Agbaji,O. Agbaji,,,,,Right Corner 3,24+ Right,24.29,Missed,,,,,,,,,,,,,,,,,,
302,PT11M23.00S,2026-01-17T01:51:53.5Z,3,REGULAR,rebound,defensive,['team'],0,,,1610612746,61,54,2026-01-17T01:52:03Z,3000000,False,,,0,,TEAM defensive REBOUND,[],1610612746.0,LAC,,,,,,,,,,Right Corner 3,24+ Right,,,301.0,,,,,,,,,,,,,,,,,
304,PT11M23.00S,2026-01-17T01:52:04.4Z,3,REGULAR,foul,personal,[],1630567,,,1610612746,61,54,2026-01-17T01:52:18Z,3020000,False,,,0,,S. Barnes loose ball personal FOUL (1 PF),"[1630567, 201935]",1610612761.0,TOR,loose ball,,,Barnes,S. Barnes,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,2002.0,,,,,1.0,0.0,Harden,201935.0
306,PT11M10.00S,2026-01-17T01:52:19.9Z,3,REGULAR,turnover,bad pass,[],1627739,,,1610612746,61,54,2026-01-17T01:52:24Z,3040000,False,,,0,,K. Dunn bad pass TURNOVER (4 TO),"[1627739, 1630567]",1610612746.0,LAC,,,,Dunn,K. Dunn,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,4.0,Barnes,1630567.0,,,,,,,,,
307,PT11M10.00S,2026-01-17T01:52:19.9Z,3,REGULAR,steal,,[],1630567,,,1610612761,61,54,2026-01-17T01:52:22Z,3050000,False,,,0,,S. Barnes STEAL (1 STL),[1630567],1610612761.0,TOR,,,,Barnes,S. Barnes,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,,,,,,,
308,PT11M06.00S,2026-01-17T01:52:23.6Z,3,REGULAR,3pt,Jump Shot,"['fromturnover', 'fastbreak']",1642347,70.64717477003943,78.43137254901961,1610612761,61,54,2026-01-17T01:52:31Z,3060000,False,142.0,223.0,1,right,MISS J. Shead 26' running pullup 3PT,[1642347],1610612761.0,TOR,running pullup,,,Shead,J. Shead,,,,,Above the Break 3,24+ Right Center,26.48,Missed,,,,,,,,,,,,,,,,,,
309,PT11M03.00S,2026-01-17T01:52:26.5Z,3,REGULAR,rebound,offensive,[],1642867,,,1610612761,61,54,2026-01-17T01:52:26Z,3070000,False,,,0,,C. Murray-Boyles REBOUND (Off:2 Def:0),[1642867],1610612761.0,TOR,,,,Murray-Boyles,C. Murray-Boyles,,,,,Above the Break 3,24+ Right Center,,,308.0,2.0,0.0,2.0,,,,,,,,,,,,,,
310,PT10M54.00S,2026-01-17T01:52:36.0Z,3,REGULAR,turnover,lost ball,[],1630567,,,1610612761,61,54,2026-01-17T01:52:39Z,3080000,False,,,0,,S. Barnes lost ball TURNOVER (1 TO),"[1630567, 1627739]",1610612761.0,TOR,,,,Barnes,S. Barnes,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,1.0,Dunn,1627739.0,,,,,,,,,
311,PT10M54.00S,2026-01-17T01:52:36.0Z,3,REGULAR,steal,,[],1627739,,,1610612746,61,54,2026-01-17T01:52:38Z,3090000,False,,,0,,K. Dunn STEAL (2 STL),[1627739],1610612746.0,LAC,,,,Dunn,K. Dunn,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
312,PT10M48.00S,2026-01-17T01:52:41.6Z,3,REGULAR,3pt,Jump Shot,"['fromturnover', 'fastbreak']",201935,30.17411300919842,75.73529411764706,1610612746,61,57,2026-01-17T01:52:47Z,3100000,False,-129.0,231.0,1,left,J. Harden 26' 3PT running (13 PTS) (K. Dunn 2 AST),"[201935, 1627739]",1610612746.0,LAC,running,,,Harden,J. Harden,,,,,Above the Break 3,24+ Left Center,26.45,Made,,,,,,,,,,,13.0,K. Dunn,1627739.0,2.0,,,,
315,PT10M32.00S,2026-01-17T01:53:13.9Z,3,REGULAR,foul,personal,['2freethrow'],1642920,,,1610612761,61,57,2026-01-17T01:53:20Z,3130000,False,,,0,,K. Sanders shooting personal FOUL (1 PF) (Shead 2 FT),"[1642920, 1642347]",1610612746.0,LAC,shooting,,,Sanders,K. Sanders,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,1626301.0,,,,,1.0,0.0,Shead,1642347.0
317,PT10M32.00S,2026-01-17T01:53:41.5Z,3,REGULAR,freethrow,1 of 2,[],1642347,,,1610612761,62,57,2026-01-17T01:53:41Z,3150000,False,,,0,,J. Shead Free Throw 1 of 2 (14 PTS),[1642347],1610612761.0,TOR,,,,Shead,J. Shead,,,,,,,,Made,,,,,,,,,,,14.0,,,,,,,
318,PT10M32.00S,2026-01-17T01:53:58.7Z,3,REGULAR,freethrow,2 of 2,[],1642347,,,1610612761,63,57,2026-01-17T01:53:58Z,3160000,False,,,0,,J. Shead Free Throw 2 of 2 (15 PTS),[1642347],1610612761.0,TOR,,,,Shead,J. Shead,,,,,,,,Made,,,,,,,,,,,15.0,,,,,,,
319,PT10M19.00S,2026-01-17T01:54:13.5Z,3,REGULAR,2pt,DUNK,['pointsinthepaint'],1642920,7.046649145860711,50.73529411764706,1610612746,63,59,2026-01-17T01:54:17Z,3170000,False,-4.0,14.0,1,left,K. Sanders cutting DUNK (10 PTS) (J. Miller 3 AST),"[1642920, 1641757]",1610612746.0,LAC,cutting,,,Sanders,K. Sanders,,,,,Restricted Area,0-8 Center,1.42,Made,,,,,,,,,,,10.0,J. Miller,1641757.0,3.0,,,,
321,PT10M19.00S,2026-01-17T01:54:19.4Z,3,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612761,63,59,2026-01-17T01:54:19Z,3190000,False,,,0,,TOR Timeout,[],1610612761.0,TOR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
322,PT10M12.00S,2026-01-17T01:57:17.3Z,3,REGULAR,foul,personal,[],1627739,,,1610612761,63,59,2026-01-17T01:57:27Z,3200000,False,,,0,,K. Dunn personal FOUL (1 PF),"[1627739, 1627742]",1610612746.0,LAC,,,,Dunn,K. Dunn,,,,,Mid-Range,16-24 Left,,,,,,,,,,,,1146.0,,,,,1.0,0.0,Ingram,1627742.0
324,PT10M07.00S,2026-01-17T01:57:42.9Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1627742,86.81011826544021,55.88235294117647,1610612761,63,59,2026-01-17T01:57:48Z,3220000,False,29.0,71.0,1,right,MISS B. Ingram 7' turnaround Shot,[1627742],1610612761.0,TOR,turnaround,,,Ingram,B. Ingram,,,,,In The Paint (Non-RA),0-8 Center,7.73,Missed,,,,,,,,,,,,,,,,,,
325,PT10M04.00S,2026-01-17T01:57:45.9Z,3,REGULAR,rebound,defensive,[],1642920,,,1610612746,63,59,2026-01-17T01:57:48Z,3230000,False,,,0,,K. Sanders REBOUND (Off:0 Def:3),[1642920],1610612746.0,LAC,,,,Sanders,K. Sanders,,,,,In The Paint (Non-RA),0-8 Center,,,324.0,3.0,3.0,0.0,,,,,,,,,,,,,,
326,PT10M00.00S,2026-01-17T01:57:50.6Z,3,REGULAR,3pt,Jump Shot,['fastbreak'],1641757,6.258212877792378,97.30392156862744,1610612746,63,62,2026-01-17T01:57:55Z,3240000,False,-237.0,6.0,1,left,J. Miller 3PT running (9 PTS) (K. Dunn 3 AST),"[1641757, 1627739]",1610612746.0,LAC,running,,,Miller,J. Miller,,,,,Left Corner 3,24+ Left,23.66,Made,,,,,,,,,,,9.0,K. Dunn,1627739.0,3.0,,,,
328,PT09M43.00S,2026-01-17T01:58:06.6Z,3,REGULAR,2pt,Hook,['pointsinthepaint'],1630567,88.78120893561103,46.32352941176471,1610612761,63,62,2026-01-17T01:58:11Z,3260000,False,-18.0,53.0,1,right,MISS S. Barnes turnaround Hook,[1630567],1610612761.0,TOR,turnaround,,,Barnes,S. Barnes,,,,,In The Paint (Non-RA),0-8 Center,5.61,Missed,,,,,,,,,,,,,,,,,,
329,PT09M41.00S,2026-01-17T01:58:08.5Z,3,REGULAR,rebound,defensive,[],1627826,,,1610612746,63,62,2026-01-17T01:58:08Z,3270000,False,,,0,,I. Zubac REBOUND (Off:1 Def:4),[1627826],1610612746.0,LAC,,,,Zubac,I. Zubac,,,,,In The Paint (Non-RA),0-8 Center,,,328.0,5.0,4.0,1.0,,,,,,,,,,,,,,
330,PT09M21.00S,2026-01-17T01:58:28.7Z,3,REGULAR,3pt,Jump Shot,[],201935,32.933639947437584,27.941176470588236,1610612746,63,62,2026-01-17T01:58:37Z,3280000,False,110.0,257.0,1,left,MISS J. Harden 27' step back 3PT,[201935],1610612746.0,LAC,step back,,,Harden,J. Harden,,,,,Above the Break 3,24+ Right Center,27.98,Missed,,,,,,,,,,,,,,,,,,
331,PT09M20.00S,2026-01-17T01:58:30.7Z,3,REGULAR,rebound,offensive,[],1627826,,,1610612746,63,62,2026-01-17T01:58:30Z,3290000,False,,,0,,I. Zubac REBOUND (Off:2 Def:4),[1627826],1610612746.0,LAC,,,,Zubac,I. Zubac,,,,,Above the Break 3,24+ Right Center,,,330.0,6.0,4.0,2.0,,,,,,,,,,,,,,
332,PT09M15.00S,2026-01-17T01:58:35.9Z,3,REGULAR,foul,personal,['2freethrow'],1642867,,,1610612746,63,62,2026-01-17T01:58:42Z,3300000,False,,,0,,C. Murray-Boyles shooting personal FOUL (2 PF) (Sanders 2 FT),"[1642867, 1642920]",1610612761.0,TOR,shooting,,,Murray-Boyles,C. Murray-Boyles,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,2002.0,,,,,2.0,0.0,Sanders,1642920.0
337,PT09M15.00S,2026-01-17T01:58:52.3Z,3,REGULAR,substitution,out,[],1642867,,,1610612746,63,62,2026-01-17T02:00:09Z,3315000,False,,,0,,SUB out: C. Murray-Boyles,[1642867],1610612761.0,TOR,,,,Murray-Boyles,C. Murray-Boyles,,,,,,,,,,,,,,,,,,,,,,,,,,
338,PT09M15.00S,2026-01-17T01:58:52.3Z,3,REGULAR,substitution,in,[],1630572,,,1610612746,63,62,2026-01-17T02:00:09Z,3317500,False,,,0,,SUB in: S. Mamukelashvili,[1630572],1610612761.0,TOR,,,,Mamukelashvili,S. Mamukelashvili,,,,,,,,,,,,,,,,,,,,,,,,,,
334,PT09M15.00S,2026-01-17T01:59:08.8Z,3,REGULAR,freethrow,1 of 2,['2ndchance'],1642920,,,1610612746,63,63,2026-01-17T01:59:08Z,3320000,False,,,0,,K. Sanders Free Throw 1 of 2 (11 PTS),[1642920],1610612746.0,LAC,,,,Sanders,K. Sanders,,,,,,,,Made,,,,,,,,,,,11.0,,,,,,,
335,PT09M15.00S,2026-01-17T01:59:34.8Z,3,REGULAR,freethrow,2 of 2,['2ndchance'],1642920,,,1610612746,63,64,2026-01-17T01:59:34Z,3330000,False,,,0,,K. Sanders Free Throw 2 of 2 (12 PTS),[1642920],1610612746.0,LAC,,,,Sanders,K. Sanders,,,,,,,,Made,,,,,,,,,,,12.0,,,,,,,
336,PT09M04.00S,2026-01-17T01:59:48.8Z,3,REGULAR,turnover,out-of-bounds,[],1642347,,,1610612761,63,64,2026-01-17T01:59:55Z,3340000,False,,,0,,J. Shead bad pass out-of-bounds TURNOVER (3 TO),[1642347],1610612761.0,TOR,bad pass,,,Shead,J. Shead,,,,,Right Corner 3,24+ Right,,,,,,,,,3.0,,,2002.0,,,,,,,,
339,PT08M41.00S,2026-01-17T02:00:19.7Z,3,REGULAR,2pt,Hook,"['pointsinthepaint', 'fromturnover']",1627826,5.995400788436268,45.34313725490196,1610612746,63,64,2026-01-17T02:00:29Z,3350000,False,23.0,4.0,1,left,MISS I. Zubac turnaround Hook - blocked,"[1627826, 1630567]",1610612746.0,LAC,turnaround,,,Zubac,I. Zubac,,,,,Restricted Area,0-8 Center,2.36,Missed,,,,,Barnes,1630567.0,,,,,,,,,,,,
340,PT08M41.00S,2026-01-17T02:00:19.7Z,3,REGULAR,block,,[],1630567,,,1610612746,63,64,2026-01-17T02:00:21Z,3360000,False,,,0,,S. Barnes BLOCK (1 BLK),[1630567],1610612761.0,TOR,,,,Barnes,S. Barnes,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
341,PT08M38.00S,2026-01-17T02:00:22.7Z,3,REGULAR,rebound,defensive,[],1630567,,,1610612761,63,64,2026-01-17T02:00:29Z,3370000,False,,,0,,S. Barnes REBOUND (Off:0 Def:4),[1630567],1610612761.0,TOR,,,,Barnes,S. Barnes,,,,,Restricted Area,0-8 Center,,,339.0,4.0,4.0,0.0,,,,,,,,,,,,,,
342,PT08M34.00S,2026-01-17T02:00:26.7Z,3,REGULAR,turnover,bad pass,[],1630567,,,1610612761,63,64,2026-01-17T02:00:32Z,3380000,False,,,0,,S. Barnes bad pass TURNOVER (2 TO),"[1630567, 1627739]",1610612761.0,TOR,,,,Barnes,S. Barnes,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,2.0,Dunn,1627739.0,,,,,,,,,
343,PT08M34.00S,2026-01-17T02:00:26.7Z,3,REGULAR,steal,,[],1627739,,,1610612746,63,64,2026-01-17T02:00:28Z,3390000,False,,,0,,K. Dunn STEAL (3 STL),[1627739],1610612746.0,LAC,,,,Dunn,K. Dunn,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
