actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,blockPlayerName,blockPersonId,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,turnoverTotal,stealPlayerName,stealPersonId
2,PT12M00.00S,2026-01-13T03:40:21.1Z,1,REGULAR,period,start,[],0,,,0,0,0,2026-01-13T03:40:21Z,20000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,PT12M00.00S,2026-01-13T03:40:25.1Z,1,REGULAR,jumpball,recovered,[],201935,,,1610612746,0,0,2026-01-13T03:40:25Z,40000,False,,,0,,Jump Ball I. Zubac vs. M. Diabaté: Tip to J. Harden,"[201935, 1627826, 1631217]",1610612746.0,LAC,startperiod,J. Harden,201935.0,Harden,J. Harden,Zubac,1627826.0,Diabaté,1631217.0,,,,,,,,,,,,,,,,,,,,,,
7,PT11M35.00S,2026-01-13T03:40:45.5Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1628381,5.601182654402102,42.15686274509804,1610612746,0,0,2026-01-13T03:41:15Z,70000,False,39.0,0.0,1,left,MISS J. Collins cutting Layup - blocked,"[1628381, 1631217]",1610612746.0,LAC,cutting,,,Collins,J. Collins,,,,,Restricted Area,0-8 Center,3.92,Missed,Diabaté,1631217.0,,,,,,,,,,,,,,,,
8,PT11M35.00S,2026-01-13T03:40:45.5Z,1,REGULAR,block,,[],1631217,,,1610612746,0,0,2026-01-13T03:40:49Z,80000,False,,,0,,M. Diabaté BLOCK (1 BLK),[1631217],1610612766.0,CHA,,,,Diabaté,M. Diabaté,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
9,PT11M31.00S,2026-01-13T03:40:49.5Z,1,REGULAR,rebound,defensive,[],1642851,,,1610612766,0,0,2026-01-13T03:40:50Z,90000,False,,,0,,K. Knueppel REBOUND (Off:0 Def:1),[1642851],1610612766.0,CHA,,,,Knueppel,K. Knueppel,,,,,Restricted Area,0-8 Center,,,,,7.0,1.0,1.0,0.0,,,,,,,,,,,,
10,PT11M26.00S,2026-01-13T03:40:55.0Z,1,REGULAR,3pt,Jump Shot,[],1630163,63.61900459921156,50.145526960784316,1610612766,0,0,2026-01-13T03:41:00Z,100000,False,1.0,289.0,1,right,MISS L. Ball 28' 3PT,[1630163],1610612766.0,CHA,,,,Ball,L. Ball,,,,,Above the Break 3,24+ Center,28.95,Missed,,,,,,,,,,,,,,,,,,
11,PT11M21.00S,2026-01-13T03:41:00.0Z,1,REGULAR,rebound,defensive,[],1627826,,,1610612746,0,0,2026-01-13T03:41:00Z,110000,False,,,0,,I. Zubac REBOUND (Off:0 Def:1),[1627826],1610612746.0,LAC,,,,Zubac,I. Zubac,,,,,Above the Break 3,24+ Center,,,,,10.0,1.0,1.0,0.0,,,,,,,,,,,,
12,PT11M15.00S,2026-01-13T03:41:04.8Z,1,REGULAR,3pt,Jump Shot,[],202695,32.14520367936925,23.52941176470588,1610612746,0,0,2026-01-13T03:41:12Z,120000,False,132.0,250.0,1,left,MISS K. Leonard 28' 3PT,[202695],1610612746.0,LAC,,,,Leonard,K. Leonard,,,,,Above the Break 3,24+ Right Center,28.26,Missed,,,,,,,,,,,,,,,,,,
13,PT11M12.00S,2026-01-13T03:41:07.8Z,1,REGULAR,rebound,defensive,[],1642851,,,1610612766,0,0,2026-01-13T03:41:12Z,130000,False,,,0,,K. Knueppel REBOUND (Off:0 Def:2),[1642851],1610612766.0,CHA,,,,Knueppel,K. Knueppel,,,,,Above the Break 3,24+ Right Center,,,,,12.0,2.0,2.0,0.0,,,,,,,,,,,,
14,PT11M01.00S,2026-01-13T03:41:18.9Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1631217,92.59198423127464,46.07843137254902,1610612766,0,2,2026-01-13T03:41:22Z,140000,False,-20.0,17.0,1,right,M. Diabaté driving Layup (2 PTS) (K. Knueppel 1 AST),"[1631217, 1642851]",1610612766.0,CHA,driving,,,Diabaté,M. Diabaté,,,,,Restricted Area,0-8 Center,2.6,Made,,,,,,,2.0,K. Knueppel,1642851.0,1.0,,,,,,,,
