actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,turnoverTotal,stealPlayerName,stealPersonId,assistPlayerNameInitial,assistPersonId,assistTotal,blockPlayerName,blockPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId
2,PT12M00.00S,2025-10-25T02:43:33.5Z,1,REGULAR,period,start,[],0,,,0,0,0,2025-10-25T02:43:33Z,20000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,PT11M58.00S,2025-10-25T02:43:36.1Z,1,REGULAR,jumpball,recovered,[],1626164,,,1610612756,0,0,2025-10-25T02:43:36Z,40000,False,,,0,,Jump Ball O. Ighodaro vs. I. Zubac: Tip to D. Booker,"[1626164, 1642345, 1627826]",1610612756.0,PHX,startperiod,D. Booker,1626164.0,Booker,D. Booker,Ighodaro,1642345.0,Zubac,1627826.0,,,,,,,,,,,,,,,,,,,,,,
9,PT11M42.00S,2025-10-25T02:44:56.1Z,1,REGULAR,3pt,Jump Shot,[],1628960,13.091327201051248,4.166666666666666,1610612756,0,0,2025-10-25T02:45:01Z,90000,False,229.0,71.0,1,left,MISS G. Allen 3PT,[1628960],1610612756.0,PHX,,,,Allen,G. Allen,,,,,Right Corner 3,24+ Right,23.98,Missed,,,,,,,,,,,,,,,,,,
10,PT11M39.00S,2025-10-25T02:44:59.1Z,1,REGULAR,rebound,defensive,[],1627884,,,1610612746,0,0,2025-10-25T02:45:01Z,100000,False,,,0,,D. Jones Jr. REBOUND (Off:0 Def:1),[1627884],1610612746.0,LAC,,,,Jones Jr.,D. Jones Jr.,,,,,Right Corner 3,24+ Right,,,9.0,1.0,1.0,0.0,,,,,,,,,,,,,,
11,PT11M35.00S,2025-10-25T02:45:02.7Z,1,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint']",1627884,92.72339027595268,48.28431372549019,1610612746,2,0,2025-10-25T02:45:11Z,110000,False,-9.0,16.0,1,right,D. Jones Jr. running finger roll Layup (2 PTS),[1627884],1610612746.0,LAC,running finger roll,,,Jones Jr.,D. Jones Jr.,,,,,Restricted Area,0-8 Center,1.81,Made,,,,,2.0,,,,,,,,,,,,,
12,PT11M20.00S,2025-10-25T02:45:18.5Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628415,17.69053876478318,40.19607843137255,1610612756,2,2,2025-10-25T02:45:22Z,120000,False,49.0,114.0,1,left,D. Brooks 12' turnaround fadeaway Jump Shot (2 PTS),[1628415],1610612756.0,PHX,turnaround fadeaway,,,Brooks,D. Brooks,,,,,In The Paint (Non-RA),8-16 Center,12.39,Made,,,,,2.0,,,,,,,,,,,,,
13,PT11M02.00S,2025-10-25T02:45:35.8Z,1,REGULAR,turnover,bad pass,[],203078,,,1610612746,2,2,2025-10-25T02:45:39Z,130000,False,,,0,,B. Beal bad pass TURNOVER (1 TO),"[203078, 1628960]",1610612746.0,LAC,,,,Beal,B. Beal,,,,,Mid-Range,16-24 Left Center,,,,,,,,1.0,Allen,1628960.0,,,,,,,,,,
14,PT11M02.00S,2025-10-25T02:45:35.8Z,1,REGULAR,steal,,[],1628960,,,1610612756,2,2,2025-10-25T02:46:25Z,140000,False,,,0,,G. Allen STEAL (1 STL),[1628960],1610612756.0,PHX,,,,Allen,G. Allen,,,,,Mid-Range,16-24 Left Center,,,,,,,,,,,,,,,,,,,,
15,PT10M50.00S,2025-10-25T02:45:47.5Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],1626164,7.5722733245729295,3.9215686274509802,1610612756,2,2,2025-10-25T02:45:54Z,150000,False,230.0,19.0,1,left,MISS D. Booker 3PT,[1626164],1610612756.0,PHX,,,,Booker,D. Booker,,,,,Right Corner 3,24+ Right,23.12,Missed,,,,,,,,,,,,,,,,,,
16,PT10M50.00S,2025-10-25T02:45:47.5Z,1,REGULAR,rebound,offensive,[],1642346,,,1610612756,2,2,2025-10-25T02:46:11Z,160000,False,,,0,,R. Dunn REBOUND (Off:1 Def:0),[1642346],1610612756.0,PHX,,,,Dunn,R. Dunn,,,,,Right Corner 3,24+ Right,,,15.0,1.0,0.0,1.0,,,,,,,,,,,,,,
17,PT10M48.00S,2025-10-25T02:45:53.2Z,1,REGULAR,2pt,DUNK,"['2ndchance', 'pointsinthepaint', 'fromturnover']",1642346,5.590000152587891,50.0,1610612756,2,4,2025-10-25T02:46:39Z,170000,False,0.0,0.0,1,left,R. Dunn tip DUNK (2 PTS),[1642346],1610612756.0,PHX,tip,,,Dunn,R. Dunn,,,,,Restricted Area,0-8 Center,0.0,Made,,,,,2.0,,,,,,,,,,,,,
19,PT10M23.00S,2025-10-25T02:46:14.7Z,1,REGULAR,2pt,Jump Shot,[],203078,75.64060446780552,26.96078431372549,1610612746,4,4,2025-10-25T02:46:18Z,190000,False,-115.0,176.0,1,right,B. Beal 21' pullup Jump Shot (2 PTS) (K. Leonard 1 AST),"[203078, 202695]",1610612746.0,LAC,pullup,,,Beal,B. Beal,,,,,Mid-Range,16-24 Left Center,21.08,Made,,,,,2.0,,,,K. Leonard,202695.0,1.0,,,,,,,
21,PT10M14.00S,2025-10-25T02:46:24.1Z,1,REGULAR,3pt,Jump Shot,[],1628415,25.18068331143233,84.55882352941177,1610612756,4,7,2025-10-25T02:48:16Z,210000,False,-173.0,184.0,1,left,D. Brooks 25' 3PT pullup (5 PTS) (G. Allen 1 AST),"[1628415, 1628960]",1610612756.0,PHX,pullup,,,Brooks,D. Brooks,,,,,Above the Break 3,24+ Left Center,25.26,Made,,,,,5.0,,,,G. Allen,1628960.0,1.0,,,,,,,
23,PT09M56.00S,2025-10-25T02:46:44.1Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203078,82.7365308804205,60.5392156862745,1610612746,4,7,2025-10-25T03:58:14Z,230000,False,53.0,110.0,1,right,MISS B. Beal 12' driving floating bank Shot,[203078],1610612746.0,LAC,driving floating bank,,,Beal,B. Beal,,,,,In The Paint (Non-RA),8-16 Center,12.18,Missed,,,,,,,,,,,,,,,,,,
24,PT09M55.00S,2025-10-25T02:46:45.1Z,1,REGULAR,rebound,offensive,[],203078,,,1610612746,4,7,2025-10-25T03:58:14Z,240000,False,,,0,,B. Beal REBOUND (Off:1 Def:0),[203078],1610612746.0,LAC,,,,Beal,B. Beal,,,,,In The Paint (Non-RA),8-16 Center,,,23.0,1.0,0.0,1.0,,,,,,,,,,,,,,
80,PT09M54.00S,2025-10-25T02:46:48.0Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",203078,92.85479632063075,50.49019607843137,1610612746,4,7,2025-10-25T03:58:28Z,245000,False,2.0,15.0,1,right,MISS B. Beal tip Layup - blocked,"[203078, 1628960]",1610612746.0,LAC,tip,,,Beal,B. Beal,,,,,Restricted Area,0-8 Center,1.49,Missed,,,,,,,,,,,,Allen,1628960.0,,,,,
