actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,turnoverTotal,stealPlayerName,stealPersonId,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId
2,PT12M00.00S,2025-11-09T03:42:42.8Z,1,REGULAR,period,start,[],0,,,0,0,0,2025-11-09T03:42:42Z,20000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,PT11M54.00S,2025-11-09T03:43:07.9Z,1,REGULAR,jumpball,recovered,[],1626164,,,1610612756,0,0,2025-11-09T03:43:07Z,40000,False,,,0,,Jump Ball M. Williams vs. I. Zubac: Tip to D. Booker,"[1626164, 1631109, 1627826]",1610612756.0,PHX,startperiod,D. Booker,1626164.0,Booker,D. Booker,Williams,1631109.0,Zubac,1627826.0,,,,,,,,,,,,,,,,,,,,,,
7,PT11M40.00S,2025-11-09T03:43:21.3Z,1,REGULAR,3pt,Jump Shot,[],1628960,29.25427069645204,14.215686274509803,1610612756,0,3,2025-11-09T03:43:26Z,70000,False,179.0,222.0,1,left,G. Allen 28' 3PT  (3 PTS) (J. Green 1 AST),"[1628960, 1630224]",1610612756.0,PHX,,,,Allen,G. Allen,,,,,Above the Break 3,24+ Right Center,28.55,Made,3.0,J. Green,1630224.0,1.0,,,,,,,,,,,,,,
9,PT11M17.00S,2025-11-09T03:43:44.9Z,1,REGULAR,turnover,bad pass,[],1627826,,,1610612746,0,3,2025-11-09T03:43:48Z,90000,False,,,0,,I. Zubac bad pass TURNOVER (1 TO),"[1627826, 1631109]",1610612746.0,LAC,,,,Zubac,I. Zubac,,,,,Restricted Area,0-8 Center,,,,,,,1.0,Williams,1631109.0,,,,,,,,,,,
10,PT11M17.00S,2025-11-09T03:43:44.9Z,1,REGULAR,steal,,[],1631109,,,1610612756,0,3,2025-11-09T03:43:46Z,100000,False,,,0,,M. Williams STEAL (1 STL),[1631109],1610612756.0,PHX,,,,Williams,M. Williams,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
11,PT11M05.00S,2025-11-09T03:43:57.1Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],1630224,27.677398160315374,77.94117647058823,1610612756,0,3,2025-11-09T03:44:00Z,110000,False,-140.0,208.0,1,left,MISS J. Green 25' pullup 3PT,[1630224],1610612756.0,PHX,pullup,,,Green,J. Green,,,,,Above the Break 3,24+ Left Center,25.03,Missed,,,,,,,,,,,,,,,,,,
12,PT11M03.00S,2025-11-09T03:43:59.1Z,1,REGULAR,rebound,defensive,[],1627826,,,1610612746,0,3,2025-11-09T03:44:00Z,120000,False,,,0,,I. Zubac REBOUND (Off:0 Def:1),[1627826],1610612746.0,LAC,,,,Zubac,I. Zubac,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,11.0,1.0,1.0,0.0,,,,,,,
13,PT10M58.00S,2025-11-09T03:44:03.9Z,1,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint']",203078,92.59198423127464,45.588235294117645,1610612746,0,3,2025-11-09T03:44:11Z,130000,False,-22.0,17.0,1,right,MISS B. Beal running Layup,[203078],1610612746.0,LAC,running,,,Beal,B. Beal,,,,,Restricted Area,0-8 Center,2.79,Missed,,,,,,,,,,,,,,,,,,
14,PT10M57.00S,2025-11-09T03:44:04.9Z,1,REGULAR,rebound,defensive,[],1631109,,,1610612756,0,3,2025-11-09T03:44:11Z,140000,False,,,0,,M. Williams REBOUND (Off:0 Def:1),[1631109],1610612756.0,PHX,,,,Williams,M. Williams,,,,,Restricted Area,0-8 Center,,,,,,,,,,13.0,1.0,1.0,0.0,,,,,,,
15,PT10M44.00S,2025-11-09T03:44:21.4Z,1,REGULAR,foul,personal,['2freethrow'],203078,,,1610612756,0,3,2025-11-09T03:44:47Z,150000,False,,,0,,B. Beal shooting personal FOUL (1 PF) (Brooks 2 FT),"[203078, 1628415]",1610612746.0,LAC,shooting,,,Beal,B. Beal,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,1627534.0,1.0,0.0,Brooks,1628415.0,,
