actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,turnoverTotal,stealPlayerName,stealPersonId,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,blockPlayerName,blockPersonId
2,PT12M00.00S,2025-11-30T03:10:20.2Z,1,REGULAR,period,start,[],0,,,0,0,0,2025-11-30T03:10:20Z,20000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,PT11M52.00S,2025-11-30T03:10:26.9Z,1,REGULAR,jumpball,recovered,[],1628381,,,1610612746,0,0,2025-11-30T03:10:27Z,40000,False,,,0,,Jump Ball I. Zubac vs. D. Powell: Tip to J. Collins,"[1628381, 1627826, 203939]",1610612746.0,LAC,startperiod,J. Collins,1628381.0,Collins,J. Collins,Zubac,1627826.0,Powell,203939.0,,,,,,,,,,,,,,,,,,,,,,
7,PT11M45.00S,2025-11-30T03:10:34.3Z,1,REGULAR,2pt,Layup,[],1627826,78.40013140604468,59.068627450980394,1610612746,2,0,2025-11-30T03:10:40Z,70000,False,45.0,151.0,1,right,I. Zubac 15' cutting Layup (2 PTS) (K. Leonard 1 AST),"[1627826, 202695]",1610612746.0,LAC,cutting,,,Zubac,I. Zubac,,,,,Mid-Range,8-16 Center,15.72,Made,2.0,K. Leonard,202695.0,1.0,,,,,,,,,,,,,,
9,PT11M45.00S,2025-11-30T03:10:39.0Z,1,REGULAR,foul,personal,['1freethrow'],1630230,,,1610612746,2,0,2025-11-30T03:11:06Z,90000,False,,,0,,N. Marshall shooting personal FOUL (1 PF) (Zubac 1 FT),"[1630230, 1627826]",1610612742.0,DAL,shooting,,,Marshall,N. Marshall,,,,,Mid-Range,8-16 Center,,,,,,,1627962.0,1.0,0.0,Zubac,1627826.0,,,,,,,,,
11,PT11M45.00S,2025-11-30T03:11:07.2Z,1,REGULAR,freethrow,1 of 1,[],1627826,,,1610612746,3,0,2025-11-30T03:11:07Z,110000,False,,,0,,I. Zubac Free Throw 1 of 1 (3 PTS),[1627826],1610612746.0,LAC,,,,Zubac,I. Zubac,,,,,,,,Made,3.0,,,,,,,,,,,,,,,,,
12,PT11M25.00S,2025-11-30T03:11:20.1Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1642843,17.0335085413929,58.82352941176471,1610612742,3,2,2025-11-30T03:12:04Z,120000,False,-44.0,108.0,1,left,C. Flagg 11' pullup Jump Shot (2 PTS),[1642843],1610612742.0,DAL,pullup,,,Flagg,C. Flagg,,,,,In The Paint (Non-RA),8-16 Center,11.63,Made,2.0,,,,,,,,,,,,,,,,,
13,PT11M06.00S,2025-11-30T03:11:39.1Z,1,REGULAR,turnover,bad pass,[],201935,,,1610612746,3,2,2025-11-30T03:11:46Z,130000,False,,,0,,J. Harden bad pass TURNOVER (1 TO),"[201935, 203939]",1610612746.0,LAC,,,,Harden,J. Harden,,,,,Mid-Range,8-16 Center,,,,,,,,,,,,1.0,Powell,203939.0,,,,,,
14,PT11M06.00S,2025-11-30T03:11:39.1Z,1,REGULAR,steal,,[],203939,,,1610612742,3,2,2025-11-30T03:11:40Z,140000,False,,,0,,D. Powell STEAL (1 STL),[203939],1610612742.0,DAL,,,,Powell,D. Powell,,,,,Mid-Range,8-16 Center,,,,,,,,,,,,,,,,,,,,
15,PT10M54.00S,2025-11-30T03:11:50.2Z,1,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",1642843,19.530223390275953,40.19607843137255,1610612742,3,4,2025-11-30T03:13:03Z,150000,False,49.0,131.0,1,left,C. Flagg 14' pullup Jump Shot (4 PTS),[1642843],1610612742.0,DAL,pullup,,,Flagg,C. Flagg,,,,,In The Paint (Non-RA),8-16 Center,14.0,Made,4.0,,,,,,,,,,,,,,,,,
16,PT10M41.00S,2025-11-30T03:12:03.7Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],202695,80.50262812089356,61.274509803921575,1610612746,5,4,2025-11-30T03:12:07Z,160000,False,56.0,131.0,1,right,K. Leonard 14' pullup Jump Shot (2 PTS) (J. Harden 1 AST),"[202695, 201935]",1610612746.0,LAC,pullup,,,Leonard,K. Leonard,,,,,In The Paint (Non-RA),8-16 Center,14.24,Made,2.0,J. Harden,201935.0,1.0,,,,,,,,,,,,,,
17,PT10M24.00S,2025-11-30T03:12:21.2Z,1,REGULAR,3pt,Jump Shot,[],1642843,26.49474375821288,14.705882352941178,1610612742,5,4,2025-11-30T03:15:18Z,170000,False,176.0,197.0,1,left,MISS C. Flagg 26' pullup 3PT,[1642843],1610612742.0,DAL,pullup,,,Flagg,C. Flagg,,,,,Above the Break 3,24+ Right Center,26.42,Missed,,,,,,,,,,,,,,,,,,
18,PT10M21.00S,2025-11-30T03:12:24.2Z,1,REGULAR,rebound,defensive,[],202695,,,1610612746,5,4,2025-11-30T03:12:25Z,180000,False,,,0,,K. Leonard REBOUND (Off:0 Def:1),[202695],1610612746.0,LAC,,,,Leonard,K. Leonard,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,,,,17.0,1.0,1.0,0.0,,
19,PT10M12.00S,2025-11-30T03:12:32.3Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1628381,92.46057818659659,47.549019607843135,1610612746,7,4,2025-11-30T03:12:36Z,190000,False,-12.0,18.0,1,right,J. Collins alley-oop Layup (2 PTS) (K. Dunn 1 AST),"[1628381, 1627739]",1610612746.0,LAC,alley-oop,,,Collins,J. Collins,,,,,Restricted Area,0-8 Center,2.21,Made,2.0,K. Dunn,1627739.0,1.0,,,,,,,,,,,,,,
22,PT09M56.00S,2025-11-30T03:12:48.8Z,1,REGULAR,2pt,Jump Shot,[],1642948,10.988830486202366,89.70588235294117,1610612742,7,4,2025-11-30T03:13:02Z,210000,False,-199.0,51.0,1,left,MISS R. Nembhard 20' Jump Shot,[1642948],1610612742.0,DAL,,,,Nembhard,R. Nembhard,,,,,Mid-Range,16-24 Left,20.49,Missed,,,,,,,,,,,,,,,,,,
23,PT09M49.00S,2025-11-30T03:12:55.8Z,1,REGULAR,rebound,defensive,[],201935,,,1610612746,7,4,2025-11-30T03:13:02Z,220000,False,,,0,,J. Harden REBOUND (Off:0 Def:1),[201935],1610612746.0,LAC,,,,Harden,J. Harden,,,,,Mid-Range,16-24 Left,,,,,,,,,,,,,,,22.0,1.0,1.0,0.0,,
