actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,blockPlayerName,blockPersonId,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,turnoverTotal,stealPlayerName,stealPersonId
16,PT11M05.00S,2025-10-27T01:11:46.9Z,1,REGULAR,2pt,DUNK,"['fastbreak', 'pointsinthepaint']",1631101,9.017739816031538,49.754901960784316,1610612757,2,2,2025-10-27T01:11:55Z,160000,False,1.0,32.0,1,left,S. Sharpe running DUNK (2 PTS) (J. Holiday 1 AST),"[1631101, 201950]",1610612757.0,POR,running,,,Sharpe,S. Sharpe,,,,,Restricted Area,0-8 Center,3.23,Made,,,,,,,2.0,J. Holiday,201950.0,1.0,,,,,,,,
18,PT10M46.00S,2025-10-27T01:12:05.7Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],202695,79.97700394218134,62.254901960784316,1610612746,4,2,2025-10-27T01:14:53Z,180000,False,61.0,136.0,1,right,K. Leonard 14' pullup Jump Shot (2 PTS),[202695],1610612746.0,LAC,pullup,,,Leonard,K. Leonard,,,,,In The Paint (Non-RA),8-16 Center,14.89,Made,,,,,,,2.0,,,,,,,,,,,
19,PT10M31.00S,2025-10-27T01:12:21.4Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1631101,19.92444152431012,60.29411764705882,1610612757,4,4,2025-10-27T01:12:25Z,190000,False,-51.0,135.0,1,left,S. Sharpe 14' pullup Jump Shot (4 PTS) (D. Clingan 1 AST),"[1631101, 1642270]",1610612757.0,POR,pullup,,,Sharpe,S. Sharpe,,,,,In The Paint (Non-RA),8-16 Center,14.43,Made,,,,,,,4.0,D. Clingan,1642270.0,1.0,,,,,,,,
21,PT10M01.00S,2025-10-27T01:12:50.7Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],1627826,84.97043363994744,47.30392156862745,1610612746,6,4,2025-10-27T01:12:54Z,210000,False,-13.0,89.0,1,right,I. Zubac 8' Hook (2 PTS) (K. Leonard 1 AST),"[1627826, 202695]",1610612746.0,LAC,,,,Zubac,I. Zubac,,,,,In The Paint (Non-RA),8-16 Center,8.98,Made,,,,,,,2.0,K. Leonard,202695.0,1.0,,,,,,,,
23,PT09M49.00S,2025-10-27T01:13:02.8Z,1,REGULAR,3pt,Jump Shot,[],201950,24.129434954007884,87.99019607843137,1610612757,6,4,2025-10-27T01:13:07Z,230000,False,-190.0,174.0,1,left,MISS J. Holiday 25' step back 3PT,[201950],1610612757.0,POR,step back,,,Holiday,J. Holiday,,,,,Above the Break 3,24+ Left Center,25.78,Missed,,,,,,,,,,,,,,,,,,
24,PT09M46.00S,2025-10-27T01:13:06.3Z,1,REGULAR,rebound,offensive,[],1630166,,,1610612757,6,4,2025-10-27T01:13:06Z,240000,False,,,0,,D. Avdija REBOUND (Off:1 Def:0),[1630166],1610612757.0,POR,,,,Avdija,D. Avdija,,,,,Above the Break 3,24+ Left Center,,,,,23.0,1.0,0.0,1.0,,,,,,,,,,,,
25,PT09M45.00S,2025-10-27T01:13:08.1Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",201950,5.732588699080158,51.71568627450981,1610612757,6,6,2025-10-27T01:13:12Z,250000,False,-9.0,1.0,1,left,J. Holiday cutting Layup (2 PTS) (T. Camara 1 AST),"[201950, 1641739]",1610612757.0,POR,cutting,,,Holiday,J. Holiday,,,,,Restricted Area,0-8 Center,0.87,Made,,,,,,,2.0,T. Camara,1641739.0,1.0,,,,,,,,
27,PT09M27.00S,2025-10-27T01:13:26.6Z,1,REGULAR,3pt,Jump Shot,[],201935,69.46452036793693,76.9607843137255,1610612746,9,6,2025-10-27T01:13:34Z,270000,False,135.0,235.0,1,right,J. Harden 27' 3PT step back (3 PTS),[201935],1610612746.0,LAC,step back,,,Harden,J. Harden,,,,,Above the Break 3,24+ Right Center,27.05,Made,,,,,,,3.0,,,,,,,,,,,
28,PT09M27.00S,2025-10-27T01:13:31.0Z,1,REGULAR,foul,personal,['1freethrow'],1630166,,,1610612746,9,6,2025-10-27T01:13:42Z,280000,False,,,0,,D. Avdija shooting personal FOUL (1 PF) (Harden 1 FT),"[1630166, 201935]",1610612757.0,POR,shooting,,,Avdija,D. Avdija,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,,1151.0,1.0,0.0,Harden,201935.0,,,
30,PT09M27.00S,2025-10-27T01:14:15.2Z,1,REGULAR,freethrow,1 of 1,[],201935,,,1610612746,10,6,2025-10-27T01:14:15Z,300000,False,,,0,,J. Harden Free Throw 1 of 1 (4 PTS),[201935],1610612746.0,LAC,,,,Harden,J. Harden,,,,,,,,Made,,,,,,,4.0,,,,,,,,,,,
31,PT09M17.00S,2025-10-27T01:14:30.6Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630166,11.251642575558476,47.30392156862745,1610612757,10,6,2025-10-27T01:14:36Z,310000,False,13.0,53.0,1,left,MISS D. Avdija driving finger roll Layup - blocked,"[1630166, 1627826]",1610612757.0,POR,driving finger roll,,,Avdija,D. Avdija,,,,,In The Paint (Non-RA),0-8 Center,5.5,Missed,Zubac,1627826.0,,,,,,,,,,,,,,,,
32,PT09M17.00S,2025-10-27T01:14:30.6Z,1,REGULAR,block,,[],1627826,,,1610612757,10,6,2025-10-27T01:14:33Z,320000,False,,,0,,I. Zubac BLOCK (2 BLK),[1627826],1610612746.0,LAC,,,,Zubac,I. Zubac,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
33,PT09M14.00S,2025-10-27T01:14:33.6Z,1,REGULAR,rebound,defensive,[],202695,,,1610612746,10,6,2025-10-27T01:14:36Z,330000,False,,,0,,K. Leonard REBOUND (Off:0 Def:2),[202695],1610612746.0,LAC,,,,Leonard,K. Leonard,,,,,In The Paint (Non-RA),0-8 Center,,,,,31.0,2.0,2.0,0.0,,,,,,,,,,,,
34,PT08M58.00S,2025-10-27T01:14:51.7Z,1,REGULAR,3pt,Jump Shot,[],201935,91.27792378449409,3.1862745098039214,1610612746,10,6,2025-10-27T01:15:41Z,340000,False,-234.0,29.0,1,right,MISS J. Harden step back 3PT - blocked,"[201935, 1642270]",1610612746.0,LAC,step back,,,Harden,J. Harden,,,,,Left Corner 3,24+ Left,23.6,Missed,Clingan,1642270.0,,,,,,,,,,,,,,,,
35,PT08M58.00S,2025-10-27T01:14:51.7Z,1,REGULAR,block,,[],1642270,,,1610612746,10,6,2025-10-27T01:14:56Z,350000,False,,,0,,D. Clingan BLOCK (1 BLK),[1642270],1610612757.0,POR,,,,Clingan,D. Clingan,,,,,Left Corner 3,24+ Left,,,,,,,,,,,,,,,,,,,,
36,PT08M57.00S,2025-10-27T01:14:52.7Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612746,10,6,2025-10-27T01:15:41Z,360000,False,,,0,,TEAM offensive REBOUND,[],1610612746.0,LAC,,,,,,,,,,Left Corner 3,24+ Left,,,,,34.0,,,,,,,,,,,,,,,
39,PT08M55.00S,2025-10-27T01:15:51.7Z,1,REGULAR,turnover,shot clock,['team'],0,,,1610612746,10,6,2025-10-27T01:15:57Z,390000,False,,,0,,LAC shot clock Team TURNOVER,[],1610612746.0,LAC,,,,,,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,202058.0,,,,,,,
40,PT08M41.00S,2025-10-27T01:16:15.2Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],1631101,30.17411300919842,71.07843137254902,1610612757,10,6,2025-10-27T01:16:19Z,400000,False,-105.0,231.0,1,left,MISS S. Sharpe 25' 3PT,[1631101],1610612757.0,POR,,,,Sharpe,S. Sharpe,,,,,Above the Break 3,24+ Left Center,25.4,Missed,,,,,,,,,,,,,,,,,,
41,PT08M38.00S,2025-10-27T01:16:17.8Z,1,REGULAR,rebound,defensive,[],1627826,,,1610612746,10,6,2025-10-27T01:16:17Z,410000,False,,,0,,I. Zubac REBOUND (Off:0 Def:1),[1627826],1610612746.0,LAC,,,,Zubac,I. Zubac,,,,,Above the Break 3,24+ Left Center,,,,,40.0,1.0,1.0,0.0,,,,,,,,,,,,
42,PT08M30.00S,2025-10-27T01:16:25.8Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],202695,90.3580814717477,63.970588235294116,1610612746,12,6,2025-10-27T01:16:29Z,420000,False,70.0,38.0,1,right,K. Leonard 7' turnaround fadeaway Jump Shot (4 PTS),[202695],1610612746.0,LAC,turnaround fadeaway,,,Leonard,K. Leonard,,,,,In The Paint (Non-RA),0-8 Center,7.96,Made,,,,,,,4.0,,,,,,,,,,,
43,PT08M16.00S,2025-10-27T01:16:39.7Z,1,REGULAR,3pt,Jump Shot,[],1630166,31.750985545335087,42.64705882352941,1610612757,12,9,2025-10-27T01:16:44Z,430000,False,37.0,246.0,1,left,D. Avdija 24' 3PT  (3 PTS) (J. Holiday 2 AST),"[1630166, 201950]",1610612757.0,POR,,,,Avdija,D. Avdija,,,,,Above the Break 3,24+ Center,24.87,Made,,,,,,,3.0,J. Holiday,201950.0,2.0,,,,,,,,
45,PT08M00.00S,2025-10-27T01:16:56.1Z,1,REGULAR,3pt,Jump Shot,[],202695,75.24638633377135,85.04901960784314,1610612746,12,9,2025-10-27T01:20:55Z,450000,False,175.0,180.0,1,right,MISS K. Leonard 25' pullup 3PT,[202695],1610612746.0,LAC,pullup,,,Leonard,K. Leonard,,,,,Above the Break 3,24+ Right Center,25.13,Missed,,,,,,,,,,,,,,,,,,
46,PT07M58.00S,2025-10-27T01:16:58.1Z,1,REGULAR,rebound,offensive,[],1627826,,,1610612746,12,9,2025-10-27T01:22:36Z,460000,False,,,0,,I. Zubac REBOUND (Off:1 Def:1),[1627826],1610612746.0,LAC,,,,Zubac,I. Zubac,,,,,Above the Break 3,24+ Right Center,,,,,45.0,2.0,1.0,1.0,,,,,,,,,,,,
47,PT07M58.00S,2025-10-27T01:17:01.8Z,1,REGULAR,2pt,Layup,"['2ndchance', 'pointsinthepaint']",1627826,94.40999984741211,50.0,1610612746,12,9,2025-10-27T01:22:44Z,470000,False,0.0,0.0,1,right,MISS I. Zubac tip Layup,[1627826],1610612746.0,LAC,tip,,,Zubac,I. Zubac,,,,,Restricted Area,0-8 Center,0.0,Missed,,,,,,,,,,,,,,,,,,
48,PT07M57.00S,2025-10-27T01:17:02.8Z,1,REGULAR,rebound,defensive,[],1630166,,,1610612757,12,9,2025-10-27T01:22:44Z,480000,False,,,0,,D. Avdija REBOUND (Off:1 Def:1),[1630166],1610612757.0,POR,,,,Avdija,D. Avdija,,,,,Restricted Area,0-8 Center,,,,,47.0,2.0,1.0,1.0,,,,,,,,,,,,
49,PT07M53.00S,2025-10-27T01:17:08.3Z,1,REGULAR,foul,personal,[],202695,,,1610612757,12,9,2025-10-27T01:17:19Z,490000,False,,,0,,K. Leonard personal FOUL (1 PF),"[202695, 201950]",1610612746.0,LAC,,,,Leonard,K. Leonard,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,,1151.0,1.0,0.0,Holiday,201950.0,,,
51,PT07M53.00S,2025-10-27T01:17:16.0Z,1,REGULAR,substitution,out,[],1642270,,,1610612757,12,9,2025-10-27T01:17:21Z,510000,False,,,0,,SUB out: D. Clingan,[1642270],1610612757.0,POR,,,,Clingan,D. Clingan,,,,,,,,,,,,,,,,,,,,,,,,,,
52,PT07M53.00S,2025-10-27T01:17:16.0Z,1,REGULAR,substitution,out,[],1631101,,,1610612757,12,9,2025-10-27T01:17:21Z,520000,False,,,0,,SUB out: S. Sharpe,[1631101],1610612757.0,POR,,,,Sharpe,S. Sharpe,,,,,,,,,,,,,,,,,,,,,,,,,,
53,PT07M53.00S,2025-10-27T01:17:16.0Z,1,REGULAR,substitution,in,[],1642905,,,1610612757,12,9,2025-10-27T01:17:21Z,530000,False,,,0,,SUB in: Yang,[1642905],1610612757.0,POR,,,,Hansen,Yang,,,,,,,,,,,,,,,,,,,,,,,,,,
54,PT07M53.00S,2025-10-27T01:17:16.0Z,1,REGULAR,substitution,in,[],203924,,,1610612757,12,9,2025-10-27T01:17:21Z,540000,False,,,0,,SUB in: J. Grant,[203924],1610612757.0,POR,,,,Grant,J. Grant,,,,,,,,,,,,,,,,,,,,,,,,,,
55,PT07M47.00S,2025-10-27T01:17:38.8Z,1,REGULAR,foul,personal,['2freethrow'],1627884,,,1610612757,12,9,2025-10-27T01:17:52Z,550000,False,,,0,,D. Jones Jr. shooting personal FOUL (1 PF) (Hansen 2 FT),"[1627884, 1642905]",1610612746.0,LAC,shooting,,,Jones Jr.,D. Jones Jr.,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,1627539.0,1.0,0.0,Hansen,1642905.0,,,
57,PT07M47.00S,2025-10-27T01:18:05.3Z,1,REGULAR,freethrow,1 of 2,[],1642905,,,1610612757,12,10,2025-10-27T01:18:05Z,570000,False,,,0,,Yang Free Throw 1 of 2 (1 PTS),[1642905],1610612757.0,POR,,,,Hansen,Yang,,,,,,,,Made,,,,,,,1.0,,,,,,,,,,,
58,PT07M47.00S,2025-10-27T01:18:20.1Z,1,REGULAR,freethrow,2 of 2,[],1642905,,,1610612757,12,11,2025-10-27T01:18:20Z,580000,False,,,0,,Yang Free Throw 2 of 2 (2 PTS),[1642905],1610612757.0,POR,,,,Hansen,Yang,,,,,,,,Made,,,,,,,2.0,,,,,,,,,,,
59,PT07M35.00S,2025-10-27T01:18:32.9Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],202695,80.50262812089356,36.51960784313725,1610612746,12,11,2025-10-27T01:18:43Z,590000,False,-67.0,131.0,1,right,MISS K. Leonard 14' pullup Shot,[202695],1610612746.0,LAC,pullup,,,Leonard,K. Leonard,,,,,In The Paint (Non-RA),8-16 Center,14.71,Missed,,,,,,,,,,,,,,,,,,
60,PT07M32.00S,2025-10-27T01:18:35.9Z,1,REGULAR,rebound,offensive,[],1627884,,,1610612746,12,11,2025-10-27T01:25:00Z,600000,False,,,0,,D. Jones Jr. REBOUND (Off:1 Def:0),[1627884],1610612746.0,LAC,,,,Jones Jr.,D. Jones Jr.,,,,,In The Paint (Non-RA),8-16 Center,,,,,59.0,1.0,0.0,1.0,,,,,,,,,,,,
61,PT07M31.00S,2025-10-27T01:18:40.1Z,1,REGULAR,2pt,Layup,"['2ndchance', 'pointsinthepaint']",1627884,94.40999984741211,50.0,1610612746,14,11,2025-10-27T01:25:11Z,610000,False,0.0,0.0,1,right,D. Jones Jr. tip Layup (4 PTS),[1627884],1610612746.0,LAC,tip,,,Jones Jr.,D. Jones Jr.,,,,,Restricted Area,0-8 Center,0.0,Made,,,,,,,4.0,,,,,,,,,,,
62,PT07M21.00S,2025-10-27T01:18:50.6Z,1,REGULAR,turnover,out-of-bounds,[],201950,,,1610612757,14,11,2025-10-27T01:18:57Z,620000,False,,,0,,J. Holiday step out-of-bounds TURNOVER (1 TO),[201950],1610612757.0,POR,step,,,Holiday,J. Holiday,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,,1627539.0,,,,,1.0,,
63,PT07M13.00S,2025-10-27T01:19:08.2Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],201935,61.84296977660972,50.98039215686274,1610612746,14,11,2025-10-27T01:19:13Z,630000,False,5.0,306.0,1,right,MISS J. Harden 30' 3PT,[201935],1610612746.0,LAC,,,,Harden,J. Harden,,,,,Above the Break 3,24+ Center,30.62,Missed,,,,,,,,,,,,,,,,,,
64,PT07M09.00S,2025-10-27T01:19:12.2Z,1,REGULAR,rebound,defensive,[],1641739,,,1610612757,14,11,2025-10-27T01:19:13Z,640000,False,,,0,,T. Camara REBOUND (Off:0 Def:1),[1641739],1610612757.0,POR,,,,Camara,T. Camara,,,,,Above the Break 3,24+ Center,,,,,63.0,1.0,1.0,0.0,,,,,,,,,,,,
65,PT07M01.00S,2025-10-27T01:19:19.2Z,1,REGULAR,2pt,Jump Shot,[],203924,10.068988173455978,75.24509803921569,1610612757,14,11,2025-10-27T01:26:05Z,650000,False,-126.0,42.0,1,left,MISS J. Grant 13' pullup Shot,[203924],1610612757.0,POR,pullup,,,Grant,J. Grant,,,,,Mid-Range,8-16 Left,13.3,Missed,,,,,,,,,,,,,,,,,,
66,PT06M59.00S,2025-10-27T01:19:21.3Z,1,REGULAR,rebound,defensive,[],1627826,,,1610612746,14,11,2025-10-27T01:19:21Z,660000,False,,,0,,I. Zubac REBOUND (Off:1 Def:2),[1627826],1610612746.0,LAC,,,,Zubac,I. Zubac,,,,,Mid-Range,8-16 Left,,,,,65.0,3.0,2.0,1.0,,,,,,,,,,,,
67,PT06M54.00S,2025-10-27T01:19:31.3Z,1,REGULAR,foul,offensive,[],1627826,,,1610612746,14,11,2025-10-27T01:22:56Z,670000,False,,,0,,I. Zubac offensive FOUL (1 PF),"[1627826, 1642905]",1610612746.0,LAC,,,,Zubac,I. Zubac,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,1627539.0,1.0,0.0,Hansen,1642905.0,,,
69,PT06M54.00S,2025-10-27T01:19:31.3Z,1,REGULAR,turnover,offensive foul,[],1627826,,,1610612746,14,11,2025-10-27T01:19:31Z,690000,False,,,0,,I. Zubac offensive foul TURNOVER (1 TO),[1627826],1610612746.0,LAC,,,,Zubac,I. Zubac,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,1627539.0,,,,,1.0,,
70,PT06M54.00S,2025-10-27T01:19:40.4Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612757,14,11,2025-10-27T01:19:40Z,700000,False,,,0,,LAC Timeout,[],1610612746.0,LAC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
71,PT06M42.00S,2025-10-27T01:22:49.9Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],201950,27.94021024967148,82.84313725490196,1610612757,14,14,2025-10-27T01:27:52Z,710000,False,-164.0,210.0,1,left,J. Holiday 26' 3PT pullup (5 PTS),[201950],1610612757.0,POR,pullup,,,Holiday,J. Holiday,,,,,Above the Break 3,24+ Left Center,26.67,Made,,,,,,,5.0,,,,,,,,,,,
72,PT06M17.00S,2025-10-27T01:23:15.0Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],201935,88.91261498028909,56.61764705882353,1610612746,14,14,2025-10-27T01:23:20Z,720000,False,33.0,52.0,1,right,MISS J. Harden 6' driving floating Shot,[201935],1610612746.0,LAC,driving floating,,,Harden,J. Harden,,,,,In The Paint (Non-RA),0-8 Center,6.14,Missed,,,,,,,,,,,,,,,,,,
73,PT06M17.00S,2025-10-27T01:23:15.0Z,1,REGULAR,rebound,defensive,['team'],0,,,1610612757,14,14,2025-10-27T01:25:30Z,730000,False,,,0,,TEAM defensive REBOUND,[],1610612757.0,POR,,,,,,,,,,In The Paint (Non-RA),0-8 Center,,,,,72.0,,,,,,,,,,,,,,,
75,PT06M17.00S,2025-10-27T01:23:31.2Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612757,14,14,2025-10-27T01:25:30Z,750000,False,,,0,,POR Timeout,[],1610612757.0,POR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
77,PT06M06.00S,2025-10-27T01:26:34.8Z,1,REGULAR,2pt,Hook,[],1630166,7.703679369250986,33.57843137254902,1610612757,14,14,2025-10-27T01:30:56Z,770000,False,82.0,20.0,1,left,MISS D. Avdija 8' driving Hook,[1630166],1610612757.0,POR,driving,,,Avdija,D. Avdija,,,,,Mid-Range,8-16 Right,8.45,Missed,,,,,,,,,,,,,,,,,,
78,PT06M06.00S,2025-10-27T01:26:34.8Z,1,REGULAR,rebound,defensive,['team'],0,,,1610612746,14,14,2025-10-27T01:26:42Z,780000,False,,,0,,TEAM defensive REBOUND,[],1610612746.0,LAC,,,,,,,,,,Mid-Range,8-16 Right,,,,,77.0,,,,,,,,,,,,,,,
79,PT06M06.00S,2025-10-27T01:26:41.4Z,1,REGULAR,foul,personal,[],1642905,,,1610612746,14,14,2025-10-27T01:27:18Z,790000,False,,,0,,Yang loose ball personal FOUL (1 PF),"[1642905, 202695]",1610612757.0,POR,loose ball,,,Hansen,Yang,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,202058.0,1.0,0.0,Leonard,202695.0,,,
82,PT05M43.00S,2025-10-27T01:27:25.4Z,1,REGULAR,2pt,Jump Shot,[],202695,83.65637319316689,19.852941176470587,1610612746,16,14,2025-10-27T01:27:29Z,820000,False,-151.0,101.0,1,right,K. Leonard 18' Jump Shot (6 PTS) (J. Harden 2 AST),"[202695, 201935]",1610612746.0,LAC,,,,Leonard,K. Leonard,,,,,Mid-Range,16-24 Left,18.15,Made,,,,,,,6.0,J. Harden,201935.0,2.0,,,,,,,,
84,PT05M33.00S,2025-10-27T01:27:35.0Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],201950,16.90210249671485,57.59803921568627,1610612757,16,16,2025-10-27T01:27:40Z,840000,False,-38.0,106.0,1,left,J. Holiday 11' pullup Jump Shot (7 PTS) (T. Camara 2 AST),"[201950, 1641739]",1610612757.0,POR,pullup,,,Holiday,J. Holiday,,,,,In The Paint (Non-RA),8-16 Center,11.3,Made,,,,,,,7.0,T. Camara,1641739.0,2.0,,,,,,,,
86,PT05M19.00S,2025-10-27T01:27:49.0Z,1,REGULAR,3pt,Jump Shot,[],202695,67.09921156373193,47.30392156862745,1610612746,19,16,2025-10-27T01:27:54Z,860000,False,-13.0,257.0,1,right,K. Leonard 25' 3PT pullup (9 PTS),[202695],1610612746.0,LAC,pullup,,,Leonard,K. Leonard,,,,,Above the Break 3,24+ Center,25.72,Made,,,,,,,9.0,,,,,,,,,,,
87,PT05M01.00S,2025-10-27T01:28:07.0Z,1,REGULAR,3pt,Jump Shot,[],203924,25.57490144546649,8.846507352941178,1610612757,19,16,2025-10-27T01:28:11Z,870000,False,206.0,188.0,1,left,MISS J. Grant 27' 3PT,[203924],1610612757.0,POR,,,,Grant,J. Grant,,,,,Above the Break 3,24+ Right Center,27.87,Missed,,,,,,,,,,,,,,,,,,
88,PT04M59.00S,2025-10-27T01:28:09.0Z,1,REGULAR,rebound,defensive,[],1627884,,,1610612746,19,16,2025-10-27T01:28:11Z,880000,False,,,0,,D. Jones Jr. REBOUND (Off:1 Def:1),[1627884],1610612746.0,LAC,,,,Jones Jr.,D. Jones Jr.,,,,,Above the Break 3,24+ Right Center,,,,,87.0,2.0,1.0,1.0,,,,,,,,,,,,
