actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,pointsTotal,turnoverTotal,stealPlayerName,stealPersonId,assistPlayerNameInitial,assistPersonId,assistTotal,blockPlayerName,blockPersonId
17,PT10M57.00S,2026-01-02T03:42:19.6Z,1,REGULAR,rebound,defensive,[],201572,,,1610612746,2,0,2026-01-02T03:43:18Z,170000,False,,,0,,B. Lopez REBOUND (Off:0 Def:1),[201572],1610612746.0,LAC,,,,Lopez,B. Lopez,,,,,Above the Break 3,24+ Right Center,,,16.0,1.0,1.0,0.0,,,,,,,,,,,,,,
18,PT10M49.00S,2026-01-02T03:42:27.5Z,1,REGULAR,3pt,Jump Shot,[],201572,32.53942181340342,28.676470588235293,1610612746,2,0,2026-01-02T03:42:34Z,180000,False,107.0,253.0,1,left,MISS B. Lopez 27' 3PT,[201572],1610612746.0,LAC,,,,Lopez,B. Lopez,,,,,Above the Break 3,24+ Right Center,27.49,Missed,,,,,,,,,,,,,,,,,,
19,PT10M47.00S,2026-01-02T03:42:29.5Z,1,REGULAR,rebound,offensive,[],201935,,,1610612746,2,0,2026-01-02T03:43:50Z,190000,False,,,0,,J. Harden REBOUND (Off:1 Def:0),[201935],1610612746.0,LAC,,,,Harden,J. Harden,,,,,Above the Break 3,24+ Right Center,,,18.0,1.0,0.0,1.0,,,,,,,,,,,,,,
20,PT10M32.00S,2026-01-02T03:42:45.0Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1627739,6.783837056504599,54.65686274509803,1610612746,2,0,2026-01-02T03:44:43Z,200000,False,-23.0,11.0,1,left,MISS K. Dunn cutting Layup,[1627739],1610612746.0,LAC,cutting,,,Dunn,K. Dunn,,,,,Restricted Area,0-8 Center,2.59,Missed,,,,,,,,,,,,,,,,,,
21,PT10M31.00S,2026-01-02T03:42:46.0Z,1,REGULAR,rebound,offensive,[],1628381,,,1610612746,2,0,2026-01-02T03:44:43Z,210000,False,,,0,,J. Collins REBOUND (Off:1 Def:1),[1628381],1610612746.0,LAC,,,,Collins,J. Collins,,,,,Restricted Area,0-8 Center,,,20.0,2.0,1.0,1.0,,,,,,,,,,,,,,
22,PT10M31.00S,2026-01-02T03:42:48.7Z,1,REGULAR,2pt,Layup,"['2ndchance', 'pointsinthepaint']",1628381,5.590000152587891,50.0,1610612746,4,0,2026-01-02T03:44:47Z,220000,False,0.0,0.0,1,left,J. Collins tip Layup (2 PTS),[1628381],1610612746.0,LAC,tip,,,Collins,J. Collins,,,,,Restricted Area,0-8 Center,0.0,Made,,,,,,,,,,2.0,,,,,,,,
23,PT10M15.00S,2026-01-02T03:43:04.6Z,1,REGULAR,turnover,out-of-bounds,[],1642268,,,1610612762,4,0,2026-01-02T03:43:11Z,230000,False,,,0,,I. Collier lost ball out-of-bounds TURNOVER (1 TO),[1642268],1610612762.0,UTA,lost ball,,,Collier,I. Collier,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,203591.0,,,,,,1.0,,,,,,,
24,PT10M02.00S,2026-01-02T03:43:21.3Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],201572,33.327858081471746,38.23529411764706,1610612746,4,0,2026-01-02T03:43:26Z,240000,False,59.0,261.0,1,left,MISS B. Lopez 26' 3PT,[201572],1610612746.0,LAC,,,,Lopez,B. Lopez,,,,,Above the Break 3,24+ Center,26.73,Missed,,,,,,,,,,,,,,,,,,
25,PT09M58.00S,2026-01-02T03:43:25.1Z,1,REGULAR,rebound,offensive,[],1627739,,,1610612746,4,0,2026-01-02T03:43:25Z,250000,False,,,0,,K. Dunn REBOUND (Off:1 Def:0),[1627739],1610612746.0,LAC,,,,Dunn,K. Dunn,,,,,Above the Break 3,24+ Center,,,24.0,1.0,0.0,1.0,,,,,,,,,,,,,,
26,PT09M53.00S,2026-01-02T03:43:31.6Z,1,REGULAR,foul,personal,[],1641707,,,1610612746,4,0,2026-01-02T03:43:41Z,260000,False,,,0,,T. Hendricks personal FOUL (2 PF),"[1641707, 201572]",1610612762.0,UTA,,,,Hendricks,T. Hendricks,,,,,Mid-Range,16-24 Left Center,,,,,,,203591.0,2.0,0.0,Lopez,201572.0,,,,,,,,,
28,PT09M43.00S,2026-01-02T03:43:58.3Z,1,REGULAR,2pt,Jump Shot,"['fromturnover', '2ndchance']",201935,22.026938239159,56.61764705882353,1610612746,6,0,2026-01-02T03:44:03Z,280000,False,-33.0,155.0,1,left,J. Harden 15' step back Jump Shot (4 PTS),[201935],1610612746.0,LAC,step back,,,Harden,J. Harden,,,,,Mid-Range,8-16 Center,15.81,Made,,,,,,,,,,4.0,,,,,,,,
29,PT09M31.00S,2026-01-02T03:44:10.5Z,1,REGULAR,2pt,Jump Shot,[],1641729,82.21090670170827,67.40196078431373,1610612762,6,0,2026-01-02T03:46:36Z,290000,False,87.0,115.0,1,right,MISS B. Sensabaugh 14' pullup Shot,[1641729],1610612762.0,UTA,pullup,,,Sensabaugh,B. Sensabaugh,,,,,Mid-Range,8-16 Right,14.4,Missed,,,,,,,,,,,,,,,,,,
30,PT09M27.00S,2026-01-02T03:44:14.5Z,1,REGULAR,rebound,defensive,[],1628381,,,1610612746,6,0,2026-01-02T03:44:17Z,300000,False,,,0,,J. Collins REBOUND (Off:1 Def:2),[1628381],1610612746.0,LAC,,,,Collins,J. Collins,,,,,Mid-Range,8-16 Right,,,29.0,3.0,2.0,1.0,,,,,,,,,,,,,,
31,PT09M21.00S,2026-01-02T03:44:20.7Z,1,REGULAR,foul,personal,['3freethrow'],1641707,,,1610612746,6,0,2026-01-02T03:44:29Z,310000,False,,,0,,T. Hendricks shooting personal FOUL (3 PF) (Harden 3 FT),"[1641707, 201935]",1610612762.0,UTA,shooting,,,Hendricks,T. Hendricks,,,,,Above the Break 3,24+ Right Center,,,,,,,202007.0,3.0,0.0,Harden,201935.0,,,,,,,,,
33,PT09M21.00S,2026-01-02T03:44:50.3Z,1,REGULAR,freethrow,1 of 3,[],201935,,,1610612746,7,0,2026-01-02T03:44:50Z,330000,False,,,0,,J. Harden Free Throw 1 of 3 (5 PTS),[201935],1610612746.0,LAC,,,,Harden,J. Harden,,,,,,,,Made,,,,,,,,,,5.0,,,,,,,,
34,PT09M21.00S,2026-01-02T03:45:08.8Z,1,REGULAR,freethrow,2 of 3,[],201935,,,1610612746,8,0,2026-01-02T03:45:08Z,340000,False,,,0,,J. Harden Free Throw 2 of 3 (6 PTS),[201935],1610612746.0,LAC,,,,Harden,J. Harden,,,,,,,,Made,,,,,,,,,,6.0,,,,,,,,
35,PT09M21.00S,2026-01-02T03:45:09.6Z,1,REGULAR,substitution,out,[],1641707,,,1610612746,8,0,2026-01-02T03:45:13Z,350000,False,,,0,,SUB out: T. Hendricks,[1641707],1610612762.0,UTA,,,,Hendricks,T. Hendricks,,,,,,,,,,,,,,,,,,,,,,,,,,
36,PT09M21.00S,2026-01-02T03:45:09.6Z,1,REGULAR,substitution,in,[],1642262,,,1610612746,8,0,2026-01-02T03:45:13Z,360000,False,,,0,,SUB in: C. Williams,[1642262],1610612762.0,UTA,,,,Williams,C. Williams,,,,,,,,,,,,,,,,,,,,,,,,,,
37,PT09M21.00S,2026-01-02T03:45:27.8Z,1,REGULAR,freethrow,3 of 3,[],201935,,,1610612746,9,0,2026-01-02T03:45:27Z,370000,False,,,0,,J. Harden Free Throw 3 of 3 (7 PTS),[201935],1610612746.0,LAC,,,,Harden,J. Harden,,,,,,,,Made,,,,,,,,,,7.0,,,,,,,,
38,PT09M04.00S,2026-01-02T03:45:46.9Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1642271,91.5407358738502,46.81372549019608,1610612762,9,0,2026-01-02T03:46:32Z,380000,False,-16.0,27.0,1,right,MISS K. Filipowski driving Layup,[1642271],1610612762.0,UTA,driving,,,Filipowski,K. Filipowski,,,,,Restricted Area,0-8 Center,3.13,Missed,,,,,,,,,,,,,,,,,,
39,PT09M01.00S,2026-01-02T03:45:49.9Z,1,REGULAR,rebound,defensive,[],202695,,,1610612746,9,0,2026-01-02T03:45:52Z,390000,False,,,0,,K. Leonard REBOUND (Off:0 Def:1),[202695],1610612746.0,LAC,,,,Leonard,K. Leonard,,,,,Restricted Area,0-8 Center,,,38.0,1.0,1.0,0.0,,,,,,,,,,,,,,
40,PT08M58.00S,2026-01-02T03:45:53.1Z,1,REGULAR,2pt,DUNK,"['fastbreak', 'pointsinthepaint']",202695,6.915243101182654,50.98039215686274,1610612746,11,0,2026-01-02T03:46:03Z,400000,False,-5.0,13.0,1,left,K. Leonard running DUNK (2 PTS),[202695],1610612746.0,LAC,running,,,Leonard,K. Leonard,,,,,Restricted Area,0-8 Center,1.34,Made,,,,,,,,,,2.0,,,,,,,,
41,PT08M58.00S,2026-01-02T03:45:58.6Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612762,11,0,2026-01-02T03:45:58Z,410000,False,,,0,,UTA Timeout,[],1610612762.0,UTA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42,PT08M40.00S,2026-01-02T03:49:01.8Z,1,REGULAR,turnover,bad pass,[],1642271,,,1610612762,11,0,2026-01-02T03:49:08Z,420000,False,,,0,,K. Filipowski bad pass TURNOVER (1 TO),"[1642271, 1628381]",1610612762.0,UTA,,,,Filipowski,K. Filipowski,,,,,Mid-Range,16-24 Left,,,,,,,,,,,,,1.0,Collins,1628381.0,,,,,
43,PT08M40.00S,2026-01-02T03:49:01.8Z,1,REGULAR,steal,,[],1628381,,,1610612746,11,0,2026-01-02T03:50:29Z,430000,False,,,0,,J. Collins STEAL (1 STL),[1628381],1610612746.0,LAC,,,,Collins,J. Collins,,,,,Mid-Range,16-24 Left,,,,,,,,,,,,,,,,,,,,
44,PT08M33.00S,2026-01-02T03:49:09.4Z,1,REGULAR,3pt,Jump Shot,"['fastbreak', 'fromturnover']",202695,24.26084099868594,83.33333333333334,1610612746,14,0,2026-01-02T03:49:19Z,440000,False,-167.0,176.0,1,left,K. Leonard 24' 3PT step back (5 PTS),[202695],1610612746.0,LAC,step back,,,Leonard,K. Leonard,,,,,Above the Break 3,24+ Left Center,24.21,Made,,,,,,,,,,5.0,,,,,,,,
45,PT08M14.00S,2026-01-02T03:49:27.2Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1642271,87.07293035479631,54.65686274509803,1610612762,14,0,2026-01-02T03:49:32Z,450000,False,23.0,69.0,1,right,MISS K. Filipowski 7' floating Shot,[1642271],1610612762.0,UTA,floating,,,Filipowski,K. Filipowski,,,,,In The Paint (Non-RA),0-8 Center,7.28,Missed,,,,,,,,,,,,,,,,,,
46,PT08M12.00S,2026-01-02T03:49:29.2Z,1,REGULAR,rebound,defensive,[],1628381,,,1610612746,14,0,2026-01-02T03:49:32Z,460000,False,,,0,,J. Collins REBOUND (Off:1 Def:3),[1628381],1610612746.0,LAC,,,,Collins,J. Collins,,,,,In The Paint (Non-RA),0-8 Center,,,45.0,4.0,3.0,1.0,,,,,,,,,,,,,,
47,PT08M00.00S,2026-01-02T03:49:42.2Z,1,REGULAR,3pt,Jump Shot,[],202695,19.793035479632064,91.91176470588235,1610612746,14,0,2026-01-02T03:49:51Z,470000,False,-210.0,134.0,1,left,MISS K. Leonard 24' step back 3PT,[202695],1610612746.0,LAC,step back,,,Leonard,K. Leonard,,,,,Above the Break 3,24+ Left Center,24.86,Missed,,,,,,,,,,,,,,,,,,
48,PT07M56.00S,2026-01-02T03:49:46.2Z,1,REGULAR,rebound,offensive,[],1627739,,,1610612746,14,0,2026-01-02T03:51:55Z,480000,False,,,0,,K. Dunn REBOUND (Off:2 Def:0),[1627739],1610612746.0,LAC,,,,Dunn,K. Dunn,,,,,Above the Break 3,24+ Left Center,,,47.0,2.0,0.0,2.0,,,,,,,,,,,,,,
49,PT07M52.00S,2026-01-02T03:49:53.5Z,1,REGULAR,turnover,backcourt,[],1627739,,,1610612746,14,0,2026-01-02T03:50:00Z,490000,False,,,0,,K. Dunn backcourt TURNOVER (1 TO),[1627739],1610612746.0,LAC,,,,Dunn,K. Dunn,,,,,Above the Break 3,24+ Center,,,,,,,1629178.0,,,,,,1.0,,,,,,,
50,PT07M36.00S,2026-01-02T03:50:20.0Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],1629004,92.72339027595268,95.09803921568627,1610612762,14,0,2026-01-02T03:50:24Z,500000,False,225.0,16.0,1,right,MISS S. Mykhailiuk 3PT,[1629004],1610612762.0,UTA,,,,Mykhailiuk,S. Mykhailiuk,,,,,Right Corner 3,24+ Right,22.61,Missed,,,,,,,,,,,,,,,,,,
51,PT07M33.00S,2026-01-02T03:50:23.0Z,1,REGULAR,rebound,defensive,[],1628381,,,1610612746,14,0,2026-01-02T03:50:24Z,510000,False,,,0,,J. Collins REBOUND (Off:1 Def:4),[1628381],1610612746.0,LAC,,,,Collins,J. Collins,,,,,Right Corner 3,24+ Right,,,50.0,5.0,4.0,1.0,,,,,,,,,,,,,,
52,PT07M17.00S,2026-01-02T03:50:39.8Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],201935,6.389618922470433,54.41176470588235,1610612746,16,0,2026-01-02T03:50:44Z,520000,False,-22.0,8.0,1,left,J. Harden driving Layup (9 PTS),[201935],1610612746.0,LAC,driving,,,Harden,J. Harden,,,,,Restricted Area,0-8 Center,2.34,Made,,,,,,,,,,9.0,,,,,,,,
53,PT07M17.00S,2026-01-02T03:50:47.6Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612762,16,0,2026-01-02T03:50:47Z,530000,False,,,0,,UTA Timeout,[],1610612762.0,UTA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
54,PT07M05.00S,2026-01-02T03:53:50.8Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],1642262,92.46057818659659,51.225490196078425,1610612762,16,2,2026-01-02T03:53:55Z,540000,False,6.0,18.0,1,right,C. Williams cutting DUNK (2 PTS) (S. Mykhailiuk 1 AST),"[1642262, 1629004]",1610612762.0,UTA,cutting,,,Williams,C. Williams,,,,,Restricted Area,0-8 Center,1.94,Made,,,,,,,,,,2.0,,,,S. Mykhailiuk,1629004.0,1.0,,
56,PT06M46.00S,2026-01-02T03:54:11.8Z,1,REGULAR,foul,personal,['2freethrow'],1629004,,,1610612746,16,2,2026-01-02T03:54:16Z,560000,False,,,0,,S. Mykhailiuk shooting personal FOUL (1 PF) (Leonard 2 FT),"[1629004, 202695]",1610612762.0,UTA,shooting,,,Mykhailiuk,S. Mykhailiuk,,,,,In The Paint (Non-RA),8-16 Right,,,,,,,202007.0,1.0,0.0,Leonard,202695.0,,,,,,,,,
58,PT06M46.00S,2026-01-02T03:54:36.4Z,1,REGULAR,freethrow,1 of 2,[],202695,,,1610612746,17,2,2026-01-02T03:54:36Z,580000,False,,,0,,K. Leonard Free Throw 1 of 2 (6 PTS),[202695],1610612746.0,LAC,,,,Leonard,K. Leonard,,,,,,,,Made,,,,,,,,,,6.0,,,,,,,,
59,PT06M46.00S,2026-01-02T03:54:37.1Z,1,REGULAR,substitution,out,[],1629004,,,1610612746,17,2,2026-01-02T03:54:41Z,590000,False,,,0,,SUB out: S. Mykhailiuk,[1629004],1610612762.0,UTA,,,,Mykhailiuk,S. Mykhailiuk,,,,,,,,,,,,,,,,,,,,,,,,,,
60,PT06M46.00S,2026-01-02T03:54:37.1Z,1,REGULAR,substitution,in,[],203937,,,1610612746,17,2,2026-01-02T03:54:41Z,600000,False,,,0,,SUB in: K. Anderson,[203937],1610612762.0,UTA,,,,Anderson,K. Anderson,,,,,,,,,,,,,,,,,,,,,,,,,,
61,PT06M46.00S,2026-01-02T03:55:02.2Z,1,REGULAR,freethrow,2 of 2,[],202695,,,1610612746,18,2,2026-01-02T03:55:02Z,610000,False,,,0,,K. Leonard Free Throw 2 of 2 (7 PTS),[202695],1610612746.0,LAC,,,,Leonard,K. Leonard,,,,,,,,Made,,,,,,,,,,7.0,,,,,,,,
62,PT06M27.00S,2026-01-02T03:55:22.4Z,1,REGULAR,3pt,Jump Shot,[],1642271,74.45795006570303,15.931372549019606,1610612762,18,2,2026-01-02T03:55:29Z,620000,False,-170.0,188.0,1,right,MISS K. Filipowski 25' 3PT,[1642271],1610612762.0,UTA,,,,Filipowski,K. Filipowski,,,,,Above the Break 3,24+ Left Center,25.34,Missed,,,,,,,,,,,,,,,,,,
63,PT06M25.00S,2026-01-02T03:55:24.4Z,1,REGULAR,rebound,defensive,[],1628381,,,1610612746,18,2,2026-01-02T03:55:59Z,630000,False,,,0,,J. Collins REBOUND (Off:1 Def:5),[1628381],1610612746.0,LAC,,,,Collins,J. Collins,,,,,Above the Break 3,24+ Left Center,,,62.0,6.0,5.0,1.0,,,,,,,,,,,,,,
64,PT06M17.00S,2026-01-02T03:55:32.7Z,1,REGULAR,3pt,Jump Shot,[],201935,31.488173455978973,23.284313725490197,1610612746,18,2,2026-01-02T03:56:13Z,640000,False,134.0,243.0,1,left,MISS J. Harden 27' pullup 3PT,[201935],1610612746.0,LAC,pullup,,,Harden,J. Harden,,,,,Above the Break 3,24+ Right Center,27.77,Missed,,,,,,,,,,,,,,,,,,
65,PT06M15.00S,2026-01-02T03:55:34.7Z,1,REGULAR,rebound,defensive,[],1642271,,,1610612762,18,2,2026-01-02T03:56:35Z,650000,False,,,0,,K. Filipowski REBOUND (Off:0 Def:1),[1642271],1610612762.0,UTA,,,,Filipowski,K. Filipowski,,,,,Above the Break 3,24+ Right Center,,,64.0,1.0,1.0,0.0,,,,,,,,,,,,,,
66,PT06M06.00S,2026-01-02T03:55:43.2Z,1,REGULAR,3pt,Jump Shot,[],1642268,90.22667542706965,3.9215686274509802,1610612762,18,5,2026-01-02T03:55:49Z,660000,False,-230.0,39.0,1,right,I. Collier 3PT step back (3 PTS),[1642268],1610612762.0,UTA,step back,,,Collier,I. Collier,,,,,Left Corner 3,24+ Left,23.37,Made,,,,,,,,,,3.0,,,,,,,,
67,PT05M45.00S,2026-01-02T03:56:03.9Z,1,REGULAR,turnover,bad pass,[],201935,,,1610612746,18,5,2026-01-02T03:56:09Z,670000,False,,,0,,J. Harden bad pass TURNOVER (1 TO),"[201935, 1641729]",1610612746.0,LAC,,,,Harden,J. Harden,,,,,Mid-Range,16-24 Center,,,,,,,,,,,,,1.0,Sensabaugh,1641729.0,,,,,
68,PT05M45.00S,2026-01-02T03:56:03.9Z,1,REGULAR,steal,,[],1641729,,,1610612762,18,5,2026-01-02T03:56:05Z,680000,False,,,0,,B. Sensabaugh STEAL (1 STL),[1641729],1610612762.0,UTA,,,,Sensabaugh,B. Sensabaugh,,,,,Mid-Range,16-24 Center,,,,,,,,,,,,,,,,,,,,
69,PT05M42.00S,2026-01-02T03:56:07.1Z,1,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1641729,93.77463863337714,50.73529411764706,1610612762,18,7,2026-01-02T03:56:13Z,690000,False,4.0,6.0,1,right,B. Sensabaugh running DUNK (2 PTS),[1641729],1610612762.0,UTA,running,,,Sensabaugh,B. Sensabaugh,,,,,Restricted Area,0-8 Center,0.7,Made,,,,,,,,,,2.0,,,,,,,,
70,PT05M21.00S,2026-01-02T03:56:28.1Z,1,REGULAR,3pt,Jump Shot,[],201572,29.911300919842315,71.81372549019608,1610612746,18,7,2026-01-02T03:56:33Z,700000,False,-109.0,229.0,1,left,MISS B. Lopez 25' 3PT,[201572],1610612746.0,LAC,,,,Lopez,B. Lopez,,,,,Above the Break 3,24+ Left Center,25.34,Missed,,,,,,,,,,,,,,,,,,
71,PT05M19.00S,2026-01-02T03:56:30.1Z,1,REGULAR,rebound,defensive,[],203937,,,1610612762,18,7,2026-01-02T03:57:57Z,710000,False,,,0,,K. Anderson REBOUND (Off:0 Def:1),[203937],1610612762.0,UTA,,,,Anderson,K. Anderson,,,,,Above the Break 3,24+ Left Center,,,70.0,1.0,1.0,0.0,,,,,,,,,,,,,,
72,PT05M12.00S,2026-01-02T03:56:37.2Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],1642271,92.46057818659659,95.09803921568627,1610612762,18,7,2026-01-02T03:56:47Z,720000,False,225.0,18.0,1,right,MISS K. Filipowski running 3PT,[1642271],1610612762.0,UTA,running,,,Filipowski,K. Filipowski,,,,,Right Corner 3,24+ Right,22.62,Missed,,,,,,,,,,,,,,,,,,
73,PT05M11.00S,2026-01-02T03:56:38.2Z,1,REGULAR,rebound,defensive,[],201935,,,1610612746,18,7,2026-01-02T03:58:36Z,730000,False,,,0,,J. Harden REBOUND (Off:1 Def:1),[201935],1610612746.0,LAC,,,,Harden,J. Harden,,,,,Right Corner 3,24+ Right,,,72.0,2.0,1.0,1.0,,,,,,,,,,,,,,
74,PT05M03.00S,2026-01-02T03:56:47.3Z,1,REGULAR,turnover,bad pass,[],202695,,,1610612746,18,7,2026-01-02T03:59:20Z,740000,False,,,0,,K. Leonard bad pass TURNOVER (1 TO),"[202695, 1641729]",1610612746.0,LAC,,,,Leonard,K. Leonard,,,,,Mid-Range,8-16 Right,,,,,,,,,,,,,1.0,Sensabaugh,1641729.0,,,,,
75,PT05M03.00S,2026-01-02T03:56:47.3Z,1,REGULAR,steal,,[],1641729,,,1610612762,18,7,2026-01-02T03:56:49Z,750000,False,,,0,,B. Sensabaugh STEAL (2 STL),[1641729],1610612762.0,UTA,,,,Sensabaugh,B. Sensabaugh,,,,,Mid-Range,8-16 Right,,,,,,,,,,,,,,,,,,,,
76,PT05M01.00S,2026-01-02T03:56:50.5Z,1,REGULAR,foul,personal,[],201935,,,1610612762,18,7,2026-01-02T03:56:59Z,760000,False,,,0,,J. Harden personal FOUL (1 PF),"[201935, 1641729]",1610612746.0,LAC,,,,Harden,J. Harden,,,,,Above the Break 3,24+ Left Center,,,,,,,1629178.0,1.0,0.0,Sensabaugh,1641729.0,,,,,,,,,
78,PT05M01.00S,2026-01-02T03:56:59.5Z,1,REGULAR,substitution,out,[],1627739,,,1610612762,18,7,2026-01-02T03:57:12Z,780000,False,,,0,,SUB out: K. Dunn,[1627739],1610612746.0,LAC,,,,Dunn,K. Dunn,,,,,,,,,,,,,,,,,,,,,,,,,,
79,PT05M01.00S,2026-01-02T03:56:59.5Z,1,REGULAR,substitution,out,[],201572,,,1610612762,18,7,2026-01-02T03:57:12Z,790000,False,,,0,,SUB out: B. Lopez,[201572],1610612746.0,LAC,,,,Lopez,B. Lopez,,,,,,,,,,,,,,,,,,,,,,,,,,
