actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,turnoverTotal,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId
2,PT12M00.00S,2026-01-23T03:17:39.9Z,1,REGULAR,period,start,[],0,,,0,0,0,2026-01-23T03:17:39Z,20000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,PT11M56.00S,2026-01-23T03:17:43.1Z,1,REGULAR,jumpball,recovered,[],1629029,,,1610612747,0,0,2026-01-23T03:17:43Z,40000,False,,,0,,Jump Ball D. Ayton vs. I. Zubac: Tip to L. Dončić,"[1629029, 1629028, 1627826]",1610612747.0,LAL,startperiod,L. Dončić,1629029.0,Dončić,L. Dončić,Ayton,1629028.0,Zubac,1627826.0,,,,,,,,,,,,,,,,,,,,,,
7,PT11M43.00S,2026-01-23T03:17:56.8Z,1,REGULAR,3pt,Jump Shot,[],1631222,12.434296977660972,4.901960784313726,1610612747,0,3,2026-01-23T03:18:01Z,70000,False,225.0,64.0,1,left,J. LaRavia 3PT  (3 PTS) (L. Dončić 1 AST),"[1631222, 1629029]",1610612747.0,LAL,,,,LaRavia,J. LaRavia,,,,,Right Corner 3,24+ Right,23.45,Made,3.0,L. Dončić,1629029.0,1.0,,,,,,,,,,,,,,
9,PT11M20.00S,2026-01-23T03:18:19.1Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],202695,90.09526938239159,53.18627450980392,1610612746,0,3,2026-01-23T03:18:45Z,90000,False,16.0,41.0,1,right,MISS K. Leonard driving floating Shot,[202695],1610612746.0,LAC,driving floating,,,Leonard,K. Leonard,,,,,Restricted Area,0-8 Center,4.36,Missed,,,,,,,,,,,,,,,,,,
10,PT11M18.00S,2026-01-23T03:18:21.1Z,1,REGULAR,rebound,defensive,[],1631222,,,1610612747,0,3,2026-01-23T03:18:26Z,100000,False,,,0,,J. LaRavia REBOUND (Off:0 Def:1),[1631222],1610612747.0,LAL,,,,LaRavia,J. LaRavia,,,,,Restricted Area,0-8 Center,,,,,,,9.0,1.0,1.0,0.0,,,,,,,,,,
11,PT11M10.00S,2026-01-23T03:18:28.8Z,1,REGULAR,3pt,Jump Shot,[],1629029,29.517082785808146,21.07843137254902,1610612747,0,3,2026-01-23T03:19:31Z,110000,False,145.0,225.0,1,left,MISS L. Dončić 26' pullup 3PT,[1629029],1610612747.0,LAL,pullup,,,Dončić,L. Dončić,,,,,Above the Break 3,24+ Right Center,26.75,Missed,,,,,,,,,,,,,,,,,,
12,PT11M08.00S,2026-01-23T03:18:30.8Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612747,0,3,2026-01-23T03:18:33Z,120000,False,,,0,,TEAM offensive REBOUND,[],1610612747.0,LAL,,,,,,,,,,Above the Break 3,24+ Right Center,,,,,,,11.0,,,,,,,,,,,,,
14,PT11M00.00S,2026-01-23T03:18:48.9Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",203935,12.565703022339028,48.03921568627451,1610612747,0,3,2026-01-23T03:20:05Z,140000,False,10.0,66.0,1,left,MISS M. Smart 6' driving finger roll Layup,[203935],1610612747.0,LAL,driving finger roll,,,Smart,M. Smart,,,,,In The Paint (Non-RA),0-8 Center,6.63,Missed,,,,,,,,,,,,,,,,,,
15,PT10M58.00S,2026-01-23T03:18:50.9Z,1,REGULAR,rebound,defensive,[],202695,,,1610612746,0,3,2026-01-23T03:18:52Z,150000,False,,,0,,K. Leonard REBOUND (Off:0 Def:1),[202695],1610612746.0,LAC,,,,Leonard,K. Leonard,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,14.0,1.0,1.0,0.0,,,,,,,,,,
16,PT10M53.00S,2026-01-23T03:18:56.6Z,1,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint']",1628381,90.62089356110381,48.28431372549019,1610612746,2,3,2026-01-23T03:19:02Z,160000,False,-9.0,36.0,1,right,J. Collins running Layup (2 PTS) (J. Harden 1 AST),"[1628381, 201935]",1610612746.0,LAC,running,,,Collins,J. Collins,,,,,Restricted Area,0-8 Center,3.67,Made,2.0,J. Harden,201935.0,1.0,,,,,,,,,,,,,,
18,PT10M30.00S,2026-01-23T03:19:18.4Z,1,REGULAR,3pt,Jump Shot,[],1631222,6.258212877792378,99.01960784313727,1610612747,2,6,2026-01-23T03:19:22Z,180000,False,-245.0,6.0,1,left,J. LaRavia 24' 3PT  (6 PTS) (L. Dončić 2 AST),"[1631222, 1629029]",1610612747.0,LAL,,,,LaRavia,J. LaRavia,,,,,Left Corner 3,24+ Left,24.52,Made,6.0,L. Dončić,1629029.0,2.0,,,,,,,,,,,,,,
20,PT10M16.00S,2026-01-23T03:19:33.8Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],1627826,89.70105124835742,44.36274509803921,1610612746,4,6,2026-01-23T03:22:02Z,200000,False,-28.0,44.0,1,right,I. Zubac driving Hook (2 PTS) (J. Harden 2 AST),"[1627826, 201935]",1610612746.0,LAC,driving,,,Zubac,I. Zubac,,,,,In The Paint (Non-RA),0-8 Center,5.25,Made,2.0,J. Harden,201935.0,2.0,,,,,,,,,,,,,,
22,PT10M02.00S,2026-01-23T03:19:47.3Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],2544,14.011169513797633,62.254901960784316,1610612747,4,6,2026-01-23T03:19:51Z,220000,False,-61.0,79.0,1,left,MISS L. James 10' fadeaway Shot,[2544],1610612747.0,LAL,fadeaway,,,James,L. James,,,,,In The Paint (Non-RA),8-16 Left,10.02,Missed,,,,,,,,,,,,,,,,,,
23,PT10M00.00S,2026-01-23T03:19:49.2Z,1,REGULAR,rebound,offensive,[],1629028,,,1610612747,4,6,2026-01-23T03:19:49Z,230000,False,,,0,,D. Ayton REBOUND (Off:1 Def:0),[1629028],1610612747.0,LAL,,,,Ayton,D. Ayton,,,,,In The Paint (Non-RA),8-16 Left,,,,,,,22.0,1.0,0.0,1.0,,,,,,,,,,
24,PT09M58.00S,2026-01-23T03:19:51.4Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],203935,34.37910643889619,59.31372549019608,1610612747,4,6,2026-01-23T03:19:56Z,240000,False,-47.0,271.0,1,left,MISS M. Smart 27' 3PT,[203935],1610612747.0,LAL,,,,Smart,M. Smart,,,,,Above the Break 3,24+ Center,27.47,Missed,,,,,,,,,,,,,,,,,,
25,PT09M55.00S,2026-01-23T03:19:55.3Z,1,REGULAR,rebound,defensive,['team'],0,,,1610612746,4,6,2026-01-23T03:19:55Z,250000,False,,,0,,TEAM defensive REBOUND,[],1610612746.0,LAC,,,,,,,,,,Above the Break 3,24+ Center,,,,,,,24.0,,,,,,,,,,,,,
27,PT09M37.00S,2026-01-23T03:20:18.9Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],1627826,86.67871222076215,52.20588235294118,1610612746,4,6,2026-01-23T03:20:23Z,270000,False,11.0,73.0,1,right,MISS I. Zubac 7' turnaround Hook,[1627826],1610612746.0,LAC,turnaround,,,Zubac,I. Zubac,,,,,In The Paint (Non-RA),0-8 Center,7.35,Missed,,,,,,,,,,,,,,,,,,
28,PT09M35.00S,2026-01-23T03:20:20.9Z,1,REGULAR,rebound,defensive,[],1629028,,,1610612747,4,6,2026-01-23T03:20:23Z,280000,False,,,0,,D. Ayton REBOUND (Off:1 Def:1),[1629028],1610612747.0,LAL,,,,Ayton,D. Ayton,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,27.0,2.0,1.0,1.0,,,,,,,,,,
29,PT09M30.00S,2026-01-23T03:20:26.7Z,1,REGULAR,2pt,Jump Shot,[],1629029,5.338370565045992,32.1078431372549,1610612747,4,8,2026-01-23T03:20:32Z,290000,False,89.0,-2.0,1,left,L. Dončić 8' driving floating Jump Shot (2 PTS),[1629029],1610612747.0,LAL,driving floating,,,Dončić,L. Dončić,,,,,Mid-Range,8-16 Right,8.95,Made,2.0,,,,,,,,,,,,,,,,,
