actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,turnoverTotal,stealPlayerName,stealPersonId,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,blockPlayerName,blockPersonId,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId
27,PT09M07.00S,2025-11-11T03:44:23.1Z,1,REGULAR,steal,,[],1627739,,,1610612746,8,2,2025-11-11T03:44:24Z,270000,False,,,0,,K. Dunn STEAL (1 STL),[1627739],1610612746.0,LAC,,,,Dunn,K. Dunn,,,,,In The Paint (Non-RA),8-16 Right,,,,,,,,,,,,,,,,,,,,
28,PT08M49.00S,2025-11-11T03:44:41.2Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],1628381,69.85873850197109,78.67647058823529,1610612746,8,2,2025-11-11T03:44:49Z,280000,False,143.0,231.0,1,right,MISS J. Collins 27' 3PT,[1628381],1610612746.0,LAC,,,,Collins,J. Collins,,,,,Above the Break 3,24+ Right Center,,,,27.17,Missed,,,,,,,,,,,,,,,
29,PT08M46.00S,2025-11-11T03:44:44.3Z,1,REGULAR,rebound,offensive,[],201935,,,1610612746,8,2,2025-11-11T03:44:44Z,290000,False,,,0,,J. Harden REBOUND (Off:1 Def:1),[201935],1610612746.0,LAC,,,,Harden,J. Harden,,,,,Above the Break 3,24+ Right Center,,,,,,28.0,2.0,1.0,1.0,,,,,,,,,,,
30,PT08M44.00S,2025-11-11T03:44:47.2Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', '2ndchance']",1627884,90.75229960578186,48.03921568627451,1610612746,8,2,2025-11-11T03:44:54Z,300000,False,-10.0,34.0,1,right,MISS D. Jones Jr. driving Layup,[1627884],1610612746.0,LAC,driving,,,Jones Jr.,D. Jones Jr.,,,,,Restricted Area,0-8 Center,,,,3.58,Missed,,,,,,,,,,,,,,,
31,PT08M41.00S,2025-11-11T03:44:50.2Z,1,REGULAR,rebound,offensive,[],1627884,,,1610612746,8,2,2025-11-11T03:44:54Z,310000,False,,,0,,D. Jones Jr. REBOUND (Off:1 Def:0),[1627884],1610612746.0,LAC,,,,Jones Jr.,D. Jones Jr.,,,,,Restricted Area,0-8 Center,,,,,,30.0,1.0,0.0,1.0,,,,,,,,,,,
32,PT08M41.00S,2025-11-11T03:44:53.7Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', '2ndchance']",1627884,94.40999984741211,50.0,1610612746,10,2,2025-11-11T03:44:53Z,320000,False,0.0,0.0,1,right,D. Jones Jr. tip Layup (2 PTS),[1627884],1610612746.0,LAC,tip,,,Jones Jr.,D. Jones Jr.,,,,,Mid-Range,8-16 Left,,,,0.0,Made,,,,,2.0,,,,,,,,,,
33,PT08M41.00S,2025-11-11T03:45:01.6Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612737,10,2,2025-11-11T03:45:01Z,330000,False,,,0,,ATL Timeout,[],1610612737.0,ATL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36,PT08M25.00S,2025-11-11T03:48:08.8Z,1,REGULAR,3pt,Jump Shot,[],1642258,28.07161629434954,79.90196078431373,1610612737,10,2,2025-11-11T03:48:14Z,340000,False,-150.0,211.0,1,left,MISS Z. Risacher 25' 3PT,[1642258],1610612737.0,ATL,,,,Risacher,Z. Risacher,,,,,Above the Break 3,24+ Left Center,,,,25.89,Missed,,,,,,,,,,,,,,,
37,PT08M22.00S,2025-11-11T03:48:11.8Z,1,REGULAR,rebound,defensive,[],201935,,,1610612746,10,2,2025-11-11T03:48:14Z,350000,False,,,0,,J. Harden REBOUND (Off:1 Def:2),[201935],1610612746.0,LAC,,,,Harden,J. Harden,,,,,Above the Break 3,24+ Left Center,,,,,,36.0,3.0,2.0,1.0,,,,,,,,,,,
38,PT08M01.00S,2025-11-11T03:48:32.2Z,1,REGULAR,3pt,Jump Shot,[],1627884,70.90998685939553,18.38235294117647,1610612746,10,2,2025-11-11T03:48:36Z,360000,False,-158.0,221.0,1,right,MISS D. Jones Jr. 27' 3PT,[1627884],1610612746.0,LAC,,,,Jones Jr.,D. Jones Jr.,,,,,Above the Break 3,24+ Left Center,,,,27.16,Missed,,,,,,,,,,,,,,,
39,PT07M58.00S,2025-11-11T03:48:35.2Z,1,REGULAR,rebound,defensive,[],1630552,,,1610612737,10,2,2025-11-11T03:48:36Z,370000,False,,,0,,J. Johnson REBOUND (Off:0 Def:1),[1630552],1610612737.0,ATL,,,,Johnson,J. Johnson,,,,,Above the Break 3,24+ Left Center,,,,,,38.0,1.0,1.0,0.0,,,,,,,,,,,
40,PT07M49.00S,2025-11-11T03:48:45.1Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630552,11.908672798948752,48.77450980392157,1610612737,10,2,2025-11-11T03:49:33Z,380000,False,6.0,59.0,1,left,MISS J. Johnson driving floating Shot,[1630552],1610612737.0,ATL,driving floating,,,Johnson,J. Johnson,,,,,In The Paint (Non-RA),0-8 Center,,,,5.97,Missed,,,,,,,,,,,,,,,
41,PT07M47.00S,2025-11-11T03:48:47.1Z,1,REGULAR,rebound,defensive,[],1627739,,,1610612746,10,2,2025-11-11T03:48:58Z,390000,False,,,0,,K. Dunn REBOUND (Off:0 Def:1),[1627739],1610612746.0,LAC,,,,Dunn,K. Dunn,,,,,In The Paint (Non-RA),0-8 Center,,,,,,40.0,1.0,1.0,0.0,,,,,,,,,,,
42,PT07M33.00S,2025-11-11T03:49:00.9Z,1,REGULAR,3pt,Jump Shot,[],1627884,74.85216819973719,9.313725490196079,1610612746,10,2,2025-11-11T03:49:05Z,400000,False,-203.0,184.0,1,right,MISS D. Jones Jr. 27' 3PT,[1627884],1610612746.0,LAC,,,,Jones Jr.,D. Jones Jr.,,,,,Above the Break 3,24+ Left Center,,,,27.42,Missed,,,,,,,,,,,,,,,
43,PT07M28.00S,2025-11-11T03:49:05.9Z,1,REGULAR,rebound,offensive,[],201935,,,1610612746,10,2,2025-11-11T03:49:05Z,410000,False,,,0,,J. Harden REBOUND (Off:2 Def:2),[201935],1610612746.0,LAC,,,,Harden,J. Harden,,,,,Above the Break 3,24+ Left Center,,,,,,42.0,4.0,2.0,2.0,,,,,,,,,,,
44,PT07M23.00S,2025-11-11T03:49:10.1Z,1,REGULAR,2pt,Jump Shot,['2ndchance'],201935,85.10183968462549,74.50980392156863,1610612746,12,2,2025-11-11T03:49:15Z,420000,False,123.0,88.0,1,right,J. Harden 15' step back Jump Shot (2 PTS),[201935],1610612746.0,LAC,step back,,,Harden,J. Harden,,,,,Mid-Range,8-16 Right,,,,15.05,Made,,,,,2.0,,,,,,,,,,
45,PT07M06.00S,2025-11-11T03:49:28.8Z,1,REGULAR,foul,personal,['2freethrow'],1627826,,,1610612737,12,2,2025-11-11T03:49:41Z,430000,False,,,0,,I. Zubac shooting personal FOUL (1 PF) (Johnson 2 FT),"[1627826, 1630552]",1610612746.0,LAC,shooting,,,Zubac,I. Zubac,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,202026.0,1.0,0.0,Johnson,1630552.0
47,PT07M06.00S,2025-11-11T03:50:00.9Z,1,REGULAR,freethrow,1 of 2,[],1630552,,,1610612737,12,3,2025-11-11T03:50:00Z,450000,False,,,0,,J. Johnson Free Throw 1 of 2 (1 PTS),[1630552],1610612737.0,ATL,,,,Johnson,J. Johnson,,,,,,,,,,,Made,,,,,1.0,,,,,,,,,,
48,PT07M06.00S,2025-11-11T03:50:02.7Z,1,REGULAR,substitution,out,[],204001,,,1610612737,12,3,2025-11-11T03:50:10Z,460000,False,,,0,,SUB out: K. Porziņģis,[204001],1610612737.0,ATL,,,,Porziņģis,K. Porziņģis,,,,,,,,,,,,,,,,,,,,,,,,,,
49,PT07M06.00S,2025-11-11T03:50:02.7Z,1,REGULAR,substitution,in,[],1630168,,,1610612737,12,3,2025-11-11T03:50:10Z,470000,False,,,0,,SUB in: O. Okongwu,[1630168],1610612737.0,ATL,,,,Okongwu,O. Okongwu,,,,,,,,,,,,,,,,,,,,,,,,,,
50,PT07M06.00S,2025-11-11T03:50:22.0Z,1,REGULAR,freethrow,2 of 2,[],1630552,,,1610612737,12,4,2025-11-11T03:50:22Z,480000,False,,,0,,J. Johnson Free Throw 2 of 2 (2 PTS),[1630552],1610612737.0,ATL,,,,Johnson,J. Johnson,,,,,,,,,,,Made,,,,,2.0,,,,,,,,,,
51,PT06M47.00S,2025-11-11T03:50:40.9Z,1,REGULAR,3pt,Jump Shot,[],1627739,69.99014454664915,21.323529411764707,1610612746,12,4,2025-11-11T03:50:46Z,490000,False,-143.0,230.0,1,right,MISS K. Dunn 27' 3PT,[1627739],1610612746.0,LAC,,,,Dunn,K. Dunn,,,,,Above the Break 3,24+ Left Center,,,,27.07,Missed,,,,,,,,,,,,,,,
52,PT06M43.00S,2025-11-11T03:50:44.9Z,1,REGULAR,rebound,defensive,[],1630811,,,1610612737,12,4,2025-11-11T03:50:46Z,500000,False,,,0,,K. Wallace REBOUND (Off:0 Def:1),[1630811],1610612737.0,ATL,,,,Wallace,K. Wallace,,,,,Above the Break 3,24+ Left Center,,,,,,51.0,1.0,1.0,0.0,,,,,,,,,,,
54,PT06M25.00S,2025-11-11T03:51:17.6Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630552,5.206964520367937,54.166666666666664,1610612737,12,6,2025-11-11T03:51:22Z,520000,False,-21.0,-4.0,1,left,J. Johnson driving Layup (4 PTS) (D. Daniels 1 AST),"[1630552, 1630700]",1610612737.0,ATL,driving,,,Johnson,J. Johnson,,,,,Restricted Area,0-8 Center,,,,2.11,Made,,,,,4.0,,,D. Daniels,1630700.0,1.0,,,,,
56,PT06M08.00S,2025-11-11T03:51:34.4Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628381,87.07293035479631,62.00980392156863,1610612746,12,6,2025-11-11T03:51:38Z,540000,False,60.0,69.0,1,right,MISS J. Collins 9' fadeaway Shot,[1628381],1610612746.0,LAC,fadeaway,,,Collins,J. Collins,,,,,In The Paint (Non-RA),8-16 Right,,,,9.14,Missed,,,,,,,,,,,,,,,
57,PT06M05.00S,2025-11-11T03:51:37.4Z,1,REGULAR,rebound,defensive,[],1630700,,,1610612737,12,6,2025-11-11T03:51:38Z,550000,False,,,0,,D. Daniels REBOUND (Off:0 Def:1),[1630700],1610612737.0,ATL,,,,Daniels,D. Daniels,,,,,In The Paint (Non-RA),8-16 Right,,,,,,56.0,1.0,1.0,0.0,,,,,,,,,,,
58,PT06M01.00S,2025-11-11T03:51:41.1Z,1,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint']",1630700,7.30946123521682,53.18627450980392,1610612737,12,6,2025-11-11T03:51:52Z,560000,False,-16.0,16.0,1,left,MISS D. Daniels running Layup - blocked,"[1630700, 1627826]",1610612737.0,ATL,running,,,Daniels,D. Daniels,,,,,Restricted Area,0-8 Center,,,,2.27,Missed,,,,,,Zubac,1627826.0,,,,,,,,
59,PT06M01.00S,2025-11-11T03:51:41.1Z,1,REGULAR,block,,[],1627826,,,1610612737,12,6,2025-11-11T03:51:43Z,570000,False,,,0,,I. Zubac BLOCK (1 BLK),[1627826],1610612746.0,LAC,,,,Zubac,I. Zubac,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
60,PT05M58.00S,2025-11-11T03:51:44.1Z,1,REGULAR,rebound,defensive,[],1628381,,,1610612746,12,6,2025-11-11T03:51:52Z,580000,False,,,0,,J. Collins REBOUND (Off:1 Def:1),[1628381],1610612746.0,LAC,,,,Collins,J. Collins,,,,,Restricted Area,0-8 Center,,,,,,58.0,2.0,1.0,1.0,,,,,,,,,,,
61,PT05M52.00S,2025-11-11T03:51:49.8Z,1,REGULAR,3pt,Jump Shot,[],201935,65.65374507227332,38.23529411764706,1610612746,12,6,2025-11-11T03:51:54Z,590000,False,-59.0,270.0,1,right,MISS J. Harden 27' 3PT,[201935],1610612746.0,LAC,,,,Harden,J. Harden,,,,,Above the Break 3,24+ Center,,,,27.67,Missed,,,,,,,,,,,,,,,
62,PT05M52.00S,2025-11-11T03:51:49.8Z,1,REGULAR,rebound,offensive,[],1627826,,,1610612746,12,6,2025-11-11T03:51:54Z,600000,False,,,0,,I. Zubac REBOUND (Off:1 Def:1),[1627826],1610612746.0,LAC,,,,Zubac,I. Zubac,,,,,Above the Break 3,24+ Center,,,,,,61.0,2.0,1.0,1.0,,,,,,,,,,,
63,PT05M47.00S,2025-11-11T03:51:54.8Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1627826,92.9862023653088,49.26470588235294,1610612746,14,6,2025-11-11T03:51:58Z,610000,False,-4.0,13.0,1,right,I. Zubac putback Layup (6 PTS),[1627826],1610612746.0,LAC,putback,,,Zubac,I. Zubac,,,,,Restricted Area,0-8 Center,,,,1.39,Made,,,,,6.0,,,,,,,,,,
64,PT05M32.00S,2025-11-11T03:52:10.1Z,1,REGULAR,turnover,bad pass,[],1642258,,,1610612737,14,6,2025-11-11T03:52:15Z,620000,False,,,0,,Z. Risacher bad pass TURNOVER (1 TO),"[1642258, 1627884]",1610612737.0,ATL,,,,Risacher,Z. Risacher,,,,,Mid-Range,8-16 Right,1.0,Jones Jr.,1627884.0,,,,,,,,,,,,,,,,,
65,PT05M32.00S,2025-11-11T03:52:10.1Z,1,REGULAR,steal,,[],1627884,,,1610612746,14,6,2025-11-11T03:52:15Z,630000,False,,,0,,D. Jones Jr. STEAL (1 STL),[1627884],1610612746.0,LAC,,,,Jones Jr.,D. Jones Jr.,,,,,Mid-Range,8-16 Right,,,,,,,,,,,,,,,,,,,,
67,PT05M29.00S,2025-11-11T03:52:21.3Z,1,REGULAR,foul,personal,[],1630811,,,1610612746,14,6,2025-11-11T03:54:28Z,650000,False,,,0,,K. Wallace personal FOUL (1 PF),"[1630811, 1628381]",1610612737.0,ATL,,,,Wallace,K. Wallace,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,201246.0,1.0,0.0,Collins,1628381.0
69,PT05M29.00S,2025-11-11T03:52:36.6Z,1,REGULAR,substitution,out,[],1627739,,,1610612746,14,6,2025-11-11T03:52:41Z,670000,False,,,0,,SUB out: K. Dunn,[1627739],1610612746.0,LAC,,,,Dunn,K. Dunn,,,,,,,,,,,,,,,,,,,,,,,,,,
70,PT05M29.00S,2025-11-11T03:52:36.6Z,1,REGULAR,substitution,out,[],1627826,,,1610612746,14,6,2025-11-11T03:52:41Z,680000,False,,,0,,SUB out: I. Zubac,[1627826],1610612746.0,LAC,,,,Zubac,I. Zubac,,,,,,,,,,,,,,,,,,,,,,,,,,
71,PT05M29.00S,2025-11-11T03:52:36.6Z,1,REGULAR,substitution,in,[],201572,,,1610612746,14,6,2025-11-11T03:52:41Z,690000,False,,,0,,SUB in: B. Lopez,[201572],1610612746.0,LAC,,,,Lopez,B. Lopez,,,,,,,,,,,,,,,,,,,,,,,,,,
72,PT05M29.00S,2025-11-11T03:52:36.6Z,1,REGULAR,substitution,in,[],1642353,,,1610612746,14,6,2025-11-11T03:52:41Z,700000,False,,,0,,SUB in: C. Christie,[1642353],1610612746.0,LAC,,,,Christie,C. Christie,,,,,,,,,,,,,,,,,,,,,,,,,,
73,PT05M29.00S,2025-11-11T03:52:49.5Z,1,REGULAR,substitution,out,[],1630552,,,1610612746,14,6,2025-11-11T03:53:06Z,710000,False,,,0,,SUB out: J. Johnson,[1630552],1610612737.0,ATL,,,,Johnson,J. Johnson,,,,,,,,,,,,,,,,,,,,,,,,,,
74,PT05M29.00S,2025-11-11T03:52:49.5Z,1,REGULAR,substitution,out,[],1630811,,,1610612746,14,6,2025-11-11T03:53:06Z,720000,False,,,0,,SUB out: K. Wallace,[1630811],1610612737.0,ATL,,,,Wallace,K. Wallace,,,,,,,,,,,,,,,,,,,,,,,,,,
75,PT05M29.00S,2025-11-11T03:52:49.5Z,1,REGULAR,substitution,in,[],1628379,,,1610612746,14,6,2025-11-11T03:53:06Z,730000,False,,,0,,SUB in: L. Kennard,[1628379],1610612737.0,ATL,,,,Kennard,L. Kennard,,,,,,,,,,,,,,,,,,,,,,,,,,
76,PT05M29.00S,2025-11-11T03:52:49.5Z,1,REGULAR,substitution,in,[],1631243,,,1610612746,14,6,2025-11-11T03:53:06Z,740000,False,,,0,,SUB in: M. Gueye,[1631243],1610612737.0,ATL,,,,Gueye,M. Gueye,,,,,,,,,,,,,,,,,,,,,,,,,,
77,PT05M10.00S,2025-11-11T03:53:16.0Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],1628381,71.56701708278581,83.33333333333334,1610612746,14,6,2025-11-11T03:53:20Z,750000,False,167.0,215.0,1,right,MISS J. Collins 27' 3PT,[1628381],1610612746.0,LAC,,,,Collins,J. Collins,,,,,Above the Break 3,24+ Right Center,,,,27.19,Missed,,,,,,,,,,,,,,,
78,PT05M09.00S,2025-11-11T03:53:18.3Z,1,REGULAR,rebound,defensive,[],1642258,,,1610612737,14,6,2025-11-11T03:53:18Z,760000,False,,,0,,Z. Risacher REBOUND (Off:0 Def:1),[1642258],1610612737.0,ATL,,,,Risacher,Z. Risacher,,,,,Above the Break 3,24+ Right Center,,,,,,77.0,1.0,1.0,0.0,,,,,,,,,,,
79,PT05M08.00S,2025-11-11T03:53:19.5Z,1,REGULAR,3pt,Jump Shot,[],1628379,25.04927726675427,10.53921568627451,1610612737,14,6,2025-11-11T03:53:23Z,770000,False,197.0,183.0,1,left,MISS L. Kennard 26' 3PT,[1628379],1610612737.0,ATL,,,,Kennard,L. Kennard,,,,,Above the Break 3,24+ Right Center,,,,26.91,Missed,,,,,,,,,,,,,,,
80,PT05M04.00S,2025-11-11T03:53:22.1Z,1,REGULAR,rebound,offensive,[],1628379,,,1610612737,14,6,2025-11-11T03:53:22Z,780000,False,,,0,,L. Kennard REBOUND (Off:1 Def:0),[1628379],1610612737.0,ATL,,,,Kennard,L. Kennard,,,,,Above the Break 3,24+ Right Center,,,,,,79.0,1.0,0.0,1.0,,,,,,,,,,,
