actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,blockPlayerName,blockPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,turnoverTotal,stealPlayerName,stealPersonId
2,PT12M00.00S,2026-04-01T03:12:34.8Z,1,REGULAR,period,start,[],0,,,0,0,0,2026-04-01T03:12:34Z,20000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,PT11M57.00S,2026-04-01T03:12:36.9Z,1,REGULAR,jumpball,recovered,[],202695,,,1610612746,0,0,2026-04-01T03:12:36Z,40000,False,,,0,,Jump Ball B. Lopez vs. D. Clingan: Tip to K. Leonard,"[202695, 201572, 1642270]",1610612746.0,LAC,startperiod,K. Leonard,202695.0,Leonard,K. Leonard,Lopez,201572.0,Clingan,1642270.0,,,,,,,,,,,,,,,,,,,,,,
7,PT11M34.00S,2026-04-01T03:12:59.0Z,1,REGULAR,3pt,Jump Shot,[],202695,73.53810775295663,13.480392156862745,1610612746,0,0,2026-04-01T03:13:03Z,70000,False,-183.0,196.0,1,right,MISS K. Leonard 26' 3PT,[202695],1610612746.0,LAC,,,,Leonard,K. Leonard,,,,,Above the Break 3,24+ Left Center,26.8,Missed,,,,,,,,,,,,,,,,,,
8,PT11M31.00S,2026-04-01T03:13:02.0Z,1,REGULAR,rebound,defensive,[],1642270,,,1610612757,0,0,2026-04-01T03:13:03Z,80000,False,,,0,,D. Clingan REBOUND (Off:0 Def:1),[1642270],1610612757.0,POR,,,,Clingan,D. Clingan,,,,,Above the Break 3,24+ Left Center,,,7.0,1.0,1.0,0.0,,,,,,,,,,,,,,
9,PT11M17.00S,2026-04-01T03:13:16.8Z,1,REGULAR,2pt,Jump Shot,[],1630703,4.812746386333772,28.431372549019606,1610612757,0,2,2026-04-01T03:13:20Z,90000,False,108.0,-7.0,1,left,S. Henderson 10' pullup Jump Shot (2 PTS),[1630703],1610612757.0,POR,pullup,,,Henderson,S. Henderson,,,,,Mid-Range,8-16 Right,10.8,Made,,,,,2.0,,,,,,,,,,,,,
11,PT10M55.00S,2026-04-01T03:13:38.3Z,1,REGULAR,3pt,Jump Shot,[],201572,70.64717477003943,14.215686274509803,1610612746,3,2,2026-04-01T03:13:43Z,110000,False,-179.0,223.0,1,right,B. Lopez 28' 3PT  (3 PTS) (D. Jones Jr. 1 AST),"[201572, 1627884]",1610612746.0,LAC,,,,Lopez,B. Lopez,,,,,Above the Break 3,24+ Left Center,28.62,Made,,,,,3.0,D. Jones Jr.,1627884.0,1.0,,,,,,,,,,
13,PT10M33.00S,2026-04-01T03:14:01.3Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630703,9.543363994743759,48.77450980392157,1610612757,3,2,2026-04-01T03:14:06Z,130000,False,6.0,37.0,1,left,MISS S. Henderson driving Layup - blocked,"[1630703, 201572]",1610612757.0,POR,driving,,,Henderson,S. Henderson,,,,,Restricted Area,0-8 Center,3.77,Missed,,,,,,,,,Lopez,201572.0,,,,,,,,
14,PT10M33.00S,2026-04-01T03:14:01.3Z,1,REGULAR,block,,[],201572,,,1610612757,3,2,2026-04-01T03:14:04Z,140000,False,,,0,,B. Lopez BLOCK (1 BLK),[201572],1610612746.0,LAC,,,,Lopez,B. Lopez,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
15,PT10M29.00S,2026-04-01T03:14:05.3Z,1,REGULAR,rebound,offensive,[],1642270,,,1610612757,3,2,2026-04-01T03:22:02Z,150000,False,,,0,,D. Clingan REBOUND (Off:1 Def:1),[1642270],1610612757.0,POR,,,,Clingan,D. Clingan,,,,,Restricted Area,0-8 Center,,,13.0,2.0,1.0,1.0,,,,,,,,,,,,,,
18,PT10M23.00S,2026-04-01T03:14:11.0Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],1641739,28.728646517739815,13.480392156862745,1610612757,3,5,2026-04-01T03:20:12Z,180000,False,183.0,218.0,1,left,T. Camara 28' 3PT  (3 PTS) (D. Avdija 1 AST),"[1641739, 1630166]",1610612757.0,POR,,,,Camara,T. Camara,,,,,Above the Break 3,24+ Right Center,28.4,Made,,,,,3.0,D. Avdija,1630166.0,1.0,,,,,,,,,,
