actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,officialId,turnoverTotal,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,stealPlayerName,stealPersonId,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId
2,PT12M00.00S,2026-03-12T02:40:53.8Z,1,REGULAR,period,start,[],0,,,0,0,0,2026-03-12T02:40:53Z,20000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,PT11M56.00S,2026-03-12T02:40:57.0Z,1,REGULAR,jumpball,recovered,[],1627884,,,1610612746,0,0,2026-03-12T02:40:57Z,40000,False,,,0,,Jump Ball B. Lopez vs. R. Gobert: Tip to D. Jones Jr.,"[1627884, 201572, 203497]",1610612746.0,LAC,startperiod,D. Jones Jr.,1627884.0,Jones Jr.,D. Jones Jr.,Lopez,201572.0,Gobert,203497.0,,,,,,,,,,,,,,,,,,,,,,
7,PT11M37.00S,2026-03-12T02:41:18.4Z,1,REGULAR,turnover,out-of-bounds,[],1627884,,,1610612746,0,0,2026-03-12T02:41:23Z,70000,False,,,0,,D. Jones Jr. bad pass out-of-bounds TURNOVER (1 TO),[1627884],1610612746.0,LAC,bad pass,,,Jones Jr.,D. Jones Jr.,,,,,Mid-Range,16-24 Left,202058.0,1.0,,,,,,,,,,,,,,,,,,
8,PT11M24.00S,2026-03-12T02:41:47.4Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1630162,89.09329829172142,39.07398897058824,1610612750,0,2,2026-03-12T02:42:12Z,80000,False,-55.0,50.0,1,right,A. Edwards 7' driving finger roll Layup (2 PTS),[1630162],1610612750.0,MIN,driving finger roll,,,Edwards,A. Edwards,,,,,In The Paint (Non-RA),0-8 Center,,,7.4,Made,2.0,,,,,,,,,,,,,,,
9,PT11M00.00S,2026-03-12T02:42:10.8Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],1627884,9.149145860709593,49.01960784313725,1610612746,2,2,2026-03-12T02:42:14Z,90000,False,5.0,34.0,1,left,D. Jones Jr. cutting DUNK (2 PTS) (K. Dunn 1 AST),"[1627884, 1627739]",1610612746.0,LAC,cutting,,,Jones Jr.,D. Jones Jr.,,,,,Restricted Area,0-8 Center,,,3.39,Made,2.0,K. Dunn,1627739.0,1.0,,,,,,,,,,,,
11,PT10M40.00S,2026-03-12T02:42:29.8Z,1,REGULAR,turnover,bad pass,[],1630183,,,1610612750,2,2,2026-03-12T02:42:34Z,110000,False,,,0,,J. McDaniels bad pass TURNOVER (1 TO),"[1630183, 1627884]",1610612750.0,MIN,,,,McDaniels,J. McDaniels,,,,,Above the Break 3,24+ Right Center,,1.0,,,,,,,Jones Jr.,1627884.0,,,,,,,,,,
12,PT10M40.00S,2026-03-12T02:42:29.8Z,1,REGULAR,steal,,[],1627884,,,1610612746,2,2,2026-03-12T02:42:33Z,120000,False,,,0,,D. Jones Jr. STEAL (1 STL),[1627884],1610612746.0,LAC,,,,Jones Jr.,D. Jones Jr.,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,,,,,,,,,
13,PT10M35.00S,2026-03-12T02:42:35.4Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],1629636,33.327858081471746,60.29411764705882,1610612746,5,2,2026-03-12T02:45:22Z,130000,False,-51.0,261.0,1,left,D. Garland 26' 3PT  (3 PTS) (D. Jones Jr. 1 AST),"[1629636, 1627884]",1610612746.0,LAC,,,,Garland,D. Garland,,,,,Above the Break 3,24+ Center,,,26.58,Made,3.0,D. Jones Jr.,1627884.0,1.0,,,,,,,,,,,,
15,PT10M23.00S,2026-03-12T02:42:48.3Z,1,REGULAR,turnover,bad pass,[],1628978,,,1610612750,5,2,2026-03-12T02:42:51Z,150000,False,,,0,,D. DiVincenzo bad pass TURNOVER (1 TO),"[1628978, 1627739]",1610612750.0,MIN,,,,DiVincenzo,D. DiVincenzo,,,,,Above the Break 3,24+ Left Center,,1.0,,,,,,,Dunn,1627739.0,,,,,,,,,,
16,PT10M23.00S,2026-03-12T02:42:48.3Z,1,REGULAR,steal,,[],1627739,,,1610612746,5,2,2026-03-12T02:42:50Z,160000,False,,,0,,K. Dunn STEAL (1 STL),[1627739],1610612746.0,LAC,,,,Dunn,K. Dunn,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,,,,,,,,,
17,PT10M18.00S,2026-03-12T02:42:53.3Z,1,REGULAR,3pt,Jump Shot,"['fastbreak', 'fromturnover']",1629636,24.780305519053876,14.238664215686276,1610612746,5,2,2026-03-12T02:43:00Z,170000,False,179.0,180.0,1,left,MISS D. Garland 25' running pullup 3PT,[1629636],1610612746.0,LAC,running pullup,,,Garland,D. Garland,,,,,Above the Break 3,24+ Right Center,,,25.4,Missed,,,,,,,,,,,,,,,,
18,PT10M14.00S,2026-03-12T02:42:57.3Z,1,REGULAR,rebound,defensive,[],203944,,,1610612750,5,2,2026-03-12T02:43:00Z,180000,False,,,0,,J. Randle REBOUND (Off:0 Def:1),[203944],1610612750.0,MIN,,,,Randle,J. Randle,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,17.0,1.0,1.0,0.0,,,,,,
19,PT10M02.00S,2026-03-12T02:43:08.9Z,1,REGULAR,turnover,lost ball,[],1630162,,,1610612750,5,2,2026-03-12T02:43:13Z,190000,False,,,0,,A. Edwards lost ball TURNOVER (1 TO),"[1630162, 1627739]",1610612750.0,MIN,,,,Edwards,A. Edwards,,,,,Above the Break 3,16-24 Left Center,,1.0,,,,,,,Dunn,1627739.0,,,,,,,,,,
20,PT10M02.00S,2026-03-12T02:43:08.9Z,1,REGULAR,steal,,[],1627739,,,1610612746,5,2,2026-03-12T02:43:11Z,200000,False,,,0,,K. Dunn STEAL (2 STL),[1627739],1610612746.0,LAC,,,,Dunn,K. Dunn,,,,,Above the Break 3,16-24 Left Center,,,,,,,,,,,,,,,,,,,,
21,PT09M57.00S,2026-03-12T02:43:13.9Z,1,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover', 'fastbreak']",202695,8.886333771353483,52.94117647058824,1610612746,7,2,2026-03-12T02:43:19Z,210000,False,-15.0,31.0,1,left,K. Leonard running DUNK (2 PTS) (K. Dunn 2 AST),"[202695, 1627739]",1610612746.0,LAC,running,,,Leonard,K. Leonard,,,,,Restricted Area,0-8 Center,,,3.43,Made,2.0,K. Dunn,1627739.0,2.0,,,,,,,,,,,,
23,PT09M44.00S,2026-03-12T02:43:26.7Z,1,REGULAR,turnover,bad pass,[],1630162,,,1610612750,7,2,2026-03-12T02:43:31Z,230000,False,,,0,,A. Edwards bad pass TURNOVER (2 TO),"[1630162, 1629636]",1610612750.0,MIN,,,,Edwards,A. Edwards,,,,,Above the Break 3,24+ Center,,2.0,,,,,,,Garland,1629636.0,,,,,,,,,,
24,PT09M44.00S,2026-03-12T02:43:26.7Z,1,REGULAR,steal,,[],1629636,,,1610612746,7,2,2026-03-12T02:43:28Z,240000,False,,,0,,D. Garland STEAL (1 STL),[1629636],1610612746.0,LAC,,,,Garland,D. Garland,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,,,,,,,,,
25,PT09M36.00S,2026-03-12T02:43:36.8Z,1,REGULAR,foul,personal,[],203944,,,1610612746,7,2,2026-03-12T02:43:46Z,250000,False,,,0,,J. Randle personal FOUL (1 PF),"[203944, 1627739]",1610612750.0,MIN,,,,Randle,J. Randle,,,,,Mid-Range,8-16 Left,202058.0,,,,,,,,,,,,,,1.0,0.0,Dunn,1627739.0,,
27,PT09M30.00S,2026-03-12T02:44:03.3Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],201572,25.837713534822605,12.254901960784313,1610612746,10,2,2026-03-12T02:44:06Z,270000,False,189.0,190.0,1,left,B. Lopez 26' 3PT  (3 PTS) (D. Garland 1 AST),"[201572, 1629636]",1610612746.0,LAC,,,,Lopez,B. Lopez,,,,,Above the Break 3,24+ Right Center,,,26.81,Made,3.0,D. Garland,1629636.0,1.0,,,,,,,,,,,,
29,PT09M18.00S,2026-03-12T02:44:14.9Z,1,REGULAR,turnover,lost ball,[],1628978,,,1610612750,10,2,2026-03-12T02:44:18Z,290000,False,,,0,,D. DiVincenzo lost ball TURNOVER (2 TO),"[1628978, 1629636]",1610612750.0,MIN,,,,DiVincenzo,D. DiVincenzo,,,,,Above the Break 3,24+ Left Center,,2.0,,,,,,,Garland,1629636.0,,,,,,,,,,
30,PT09M18.00S,2026-03-12T02:44:14.9Z,1,REGULAR,steal,,[],1629636,,,1610612746,10,2,2026-03-12T02:44:16Z,300000,False,,,0,,D. Garland STEAL (2 STL),[1629636],1610612746.0,LAC,,,,Garland,D. Garland,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,,,,,,,,,
31,PT09M15.00S,2026-03-12T02:44:18.3Z,1,REGULAR,2pt,DUNK,"['fastbreak', 'pointsinthepaint', 'fromturnover']",202695,6.389618922470433,53.92156862745098,1610612746,12,2,2026-03-12T02:44:28Z,310000,False,-20.0,8.0,1,left,K. Leonard running DUNK (4 PTS) (D. Garland 2 AST),"[202695, 1629636]",1610612746.0,LAC,running,,,Leonard,K. Leonard,,,,,Restricted Area,0-8 Center,,,2.1,Made,4.0,D. Garland,1629636.0,2.0,,,,,,,,,,,,
33,PT09M15.00S,2026-03-12T02:44:28.5Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612750,12,2,2026-03-12T02:44:28Z,330000,False,,,0,,MIN Timeout,[],1610612750.0,MIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34,PT08M57.00S,2026-03-12T02:47:30.0Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],1630183,90.93298291721419,48.713235294117645,1610612750,12,4,2026-03-12T02:47:40Z,340000,False,-6.0,33.0,1,right,J. McDaniels driving DUNK (2 PTS) (J. Randle 1 AST),"[1630183, 203944]",1610612750.0,MIN,driving,,,McDaniels,J. McDaniels,,,,,Restricted Area,0-8 Center,,,3.33,Made,2.0,J. Randle,203944.0,1.0,,,,,,,,,,,,
36,PT08M32.00S,2026-03-12T02:47:54.9Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629636,13.009198423127463,62.27787990196079,1610612746,12,4,2026-03-12T02:47:59Z,360000,False,-61.0,70.0,1,left,MISS D. Garland 9' fadeaway Shot,[1629636],1610612746.0,LAC,fadeaway,,,Garland,D. Garland,,,,,In The Paint (Non-RA),8-16 Left,,,9.3,Missed,,,,,,,,,,,,,,,,
37,PT08M30.00S,2026-03-12T02:47:56.9Z,1,REGULAR,rebound,defensive,[],203497,,,1610612750,12,4,2026-03-12T02:47:59Z,370000,False,,,0,,R. Gobert REBOUND (Off:0 Def:1),[203497],1610612750.0,MIN,,,,Gobert,R. Gobert,,,,,In The Paint (Non-RA),8-16 Left,,,,,,,,,,,36.0,1.0,1.0,0.0,,,,,,
