actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,turnoverTotal,stealPlayerName,stealPersonId,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,blockPlayerName,blockPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId
15,PT10M50.00S,2026-03-17T02:13:57.8Z,1,REGULAR,3pt,Jump Shot,[],1627884,89.30683311432325,98.2843137254902,1610612746,3,0,2026-03-17T02:14:03Z,150000,False,241.0,48.0,1,right,D. Jones Jr. 24' 3PT  (3 PTS) (J. Collins 1 AST),"[1627884, 1628381]",1610612746.0,LAC,,,,Jones Jr.,D. Jones Jr.,,,,,Right Corner 3,24+ Right,24.61,Made,,,,,,,,3.0,J. Collins,1628381.0,1.0,,,,,,,
17,PT10M40.00S,2026-03-17T02:14:07.5Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1642264,6.389618922470433,52.450980392156865,1610612759,3,0,2026-03-17T02:14:10Z,170000,False,-12.0,8.0,1,left,MISS S. Castle driving Layup - blocked,"[1642264, 201572]",1610612759.0,SAS,driving,,,Castle,S. Castle,,,,,Restricted Area,0-8 Center,1.45,Missed,,,,,,,,,,,,Lopez,201572.0,,,,,
18,PT10M40.00S,2026-03-17T02:14:07.5Z,1,REGULAR,block,,[],201572,,,1610612759,3,0,2026-03-17T02:14:09Z,180000,False,,,0,,B. Lopez BLOCK (1 BLK),[201572],1610612746.0,LAC,,,,Lopez,B. Lopez,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
19,PT10M37.00S,2026-03-17T02:14:10.5Z,1,REGULAR,rebound,defensive,[],1627739,,,1610612746,3,0,2026-03-17T02:14:10Z,190000,False,,,0,,K. Dunn REBOUND (Off:0 Def:1),[1627739],1610612746.0,LAC,,,,Dunn,K. Dunn,,,,,Restricted Area,0-8 Center,,,17.0,1.0,1.0,0.0,,,,,,,,,,,,,,
20,PT10M34.00S,2026-03-17T02:14:13.6Z,1,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint']",1627739,91.80354796320631,51.71568627450981,1610612746,5,0,2026-03-17T02:16:30Z,200000,False,9.0,25.0,1,right,K. Dunn running reverse Layup (2 PTS),[1627739],1610612746.0,LAC,running reverse,,,Dunn,K. Dunn,,,,,Restricted Area,0-8 Center,2.6,Made,,,,,,,,2.0,,,,,,,,,,
21,PT10M24.00S,2026-03-17T02:14:23.1Z,1,REGULAR,3pt,Jump Shot,[],1641705,25.57490144546649,15.196078431372548,1610612759,5,0,2026-03-17T02:14:30Z,210000,False,174.0,188.0,1,left,MISS V. Wembanyama 25' 3PT,[1641705],1610612759.0,SAS,,,,Wembanyama,V. Wembanyama,,,,,Above the Break 3,24+ Right Center,25.61,Missed,,,,,,,,,,,,,,,,,,
22,PT10M22.00S,2026-03-17T02:14:25.1Z,1,REGULAR,rebound,defensive,['team'],0,,,1610612746,5,0,2026-03-17T02:14:30Z,220000,False,,,0,,TEAM defensive REBOUND,[],1610612746.0,LAC,,,,,,,,,,Above the Break 3,24+ Right Center,,,21.0,,,,,,,,,,,,,,,,,
24,PT10M08.00S,2026-03-17T02:14:55.9Z,1,REGULAR,foul,personal,[],1642264,,,1610612746,5,0,2026-03-17T02:15:01Z,240000,False,,,0,,S. Castle personal FOUL (1 PF),"[1642264, 1628381]",1610612759.0,SAS,,,,Castle,S. Castle,,,,,In The Paint (Non-RA),8-16 Left,,,,,,,,,,,,,,,,203593.0,1.0,0.0,Collins,1628381.0
26,PT10M01.00S,2026-03-17T02:15:23.7Z,1,REGULAR,3pt,Jump Shot,[],201572,68.28186596583443,70.09803921568627,1610612746,8,0,2026-03-17T02:15:26Z,260000,False,100.0,246.0,1,right,B. Lopez 26' 3PT  (3 PTS) (D. Garland 1 AST),"[201572, 1629636]",1610612746.0,LAC,,,,Lopez,B. Lopez,,,,,Above the Break 3,24+ Right Center,26.55,Made,,,,,,,,3.0,D. Garland,1629636.0,1.0,,,,,,,
29,PT09M46.00S,2026-03-17T02:15:58.4Z,1,REGULAR,2pt,Jump Shot,[],1630170,5.338370565045992,22.794117647058822,1610612759,8,0,2026-03-17T02:16:02Z,290000,False,136.0,-2.0,1,left,MISS D. Vassell 13' Jump Shot,[1630170],1610612759.0,SAS,,,,Vassell,D. Vassell,,,,,Mid-Range,8-16 Right,13.6,Missed,,,,,,,,,,,,,,,,,,
30,PT09M46.00S,2026-03-17T02:16:00.2Z,1,REGULAR,rebound,offensive,[],1642264,,,1610612759,8,0,2026-03-17T02:16:00Z,300000,False,,,0,,S. Castle REBOUND (Off:1 Def:0),[1642264],1610612759.0,SAS,,,,Castle,S. Castle,,,,,Mid-Range,8-16 Right,,,29.0,1.0,0.0,1.0,,,,,,,,,,,,,,
31,PT09M46.00S,2026-03-17T02:16:02.2Z,1,REGULAR,foul,personal,['2freethrow'],1627739,,,1610612759,8,0,2026-03-17T02:18:27Z,310000,False,,,0,,K. Dunn shooting personal FOUL (1 PF) (Castle 2 FT),"[1627739, 1642264]",1610612746.0,LAC,shooting,,,Dunn,K. Dunn,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,1628172.0,1.0,0.0,Castle,1642264.0
33,PT09M46.00S,2026-03-17T02:16:31.7Z,1,REGULAR,freethrow,1 of 2,['2ndchance'],1642264,,,1610612759,8,0,2026-03-17T02:18:32Z,330000,False,,,0,,MISS S. Castle Free Throw 1 of 2,[1642264],1610612759.0,SAS,,,,Castle,S. Castle,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
34,PT09M46.00S,2026-03-17T02:16:31.7Z,1,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612759,8,0,2026-03-17T02:16:31Z,340000,False,,,0,,TEAM offensive REBOUND,[],1610612759.0,SAS,,,,,,,,,,,,,,33.0,,,,,,,,,,,,,,,,,
35,PT09M46.00S,2026-03-17T02:16:31.7Z,1,REGULAR,freethrow,2 of 2,['2ndchance'],1642264,,,1610612759,8,1,2026-03-17T02:18:32Z,350000,False,,,0,,S. Castle Free Throw 2 of 2 (1 PTS),[1642264],1610612759.0,SAS,,,,Castle,S. Castle,,,,,,,,Made,,,,,,,,1.0,,,,,,,,,,
37,PT09M31.00S,2026-03-17T02:17:25.0Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1629636,90.48948751642575,48.28431372549019,1610612746,10,1,2026-03-17T02:17:29Z,370000,False,-9.0,37.0,1,right,D. Garland cutting finger roll Layup (2 PTS) (B. Lopez 1 AST),"[1629636, 201572]",1610612746.0,LAC,cutting finger roll,,,Garland,D. Garland,,,,,Restricted Area,0-8 Center,3.79,Made,,,,,,,,2.0,B. Lopez,201572.0,1.0,,,,,,,
39,PT09M19.00S,2026-03-17T02:17:35.5Z,1,REGULAR,3pt,Jump Shot,[],1630577,31.488173455978973,30.637254901960787,1610612759,10,1,2026-03-17T02:17:39Z,390000,False,97.0,243.0,1,left,MISS J. Champagnie 26' 3PT,[1630577],1610612759.0,SAS,,,,Champagnie,J. Champagnie,,,,,Above the Break 3,24+ Right Center,26.2,Missed,,,,,,,,,,,,,,,,,,
40,PT09M17.00S,2026-03-17T02:17:37.5Z,1,REGULAR,rebound,defensive,[],1628381,,,1610612746,10,1,2026-03-17T02:17:39Z,400000,False,,,0,,J. Collins REBOUND (Off:0 Def:1),[1628381],1610612746.0,LAC,,,,Collins,J. Collins,,,,,Above the Break 3,24+ Right Center,,,39.0,1.0,1.0,0.0,,,,,,,,,,,,,,
41,PT09M08.00S,2026-03-17T02:17:47.8Z,1,REGULAR,3pt,Jump Shot,[],1627739,81.553876478318,2.941176470588235,1610612746,13,1,2026-03-17T02:17:52Z,410000,False,-235.0,121.0,1,right,K. Dunn 26' 3PT  (5 PTS) (D. Garland 2 AST),"[1627739, 1629636]",1610612746.0,LAC,,,,Dunn,K. Dunn,,,,,Above the Break 3,24+ Left Center,26.45,Made,,,,,,,,5.0,D. Garland,1629636.0,2.0,,,,,,,
43,PT08M57.00S,2026-03-17T02:17:58.5Z,1,REGULAR,3pt,Jump Shot,[],1630170,5.863994743758213,95.09803921568627,1610612759,13,1,2026-03-17T02:18:03Z,430000,False,-225.0,3.0,1,left,MISS D. Vassell 3PT,[1630170],1610612759.0,SAS,,,,Vassell,D. Vassell,,,,,Left Corner 3,24+ Left,22.55,Missed,,,,,,,,,,,,,,,,,,
44,PT08M55.00S,2026-03-17T02:18:00.3Z,1,REGULAR,rebound,offensive,[],1630577,,,1610612759,13,1,2026-03-17T02:18:00Z,440000,False,,,0,,J. Champagnie REBOUND (Off:1 Def:0),[1630577],1610612759.0,SAS,,,,Champagnie,J. Champagnie,,,,,Left Corner 3,24+ Left,,,43.0,1.0,0.0,1.0,,,,,,,,,,,,,,
45,PT08M54.00S,2026-03-17T02:18:01.1Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1630577,5.338370565045992,48.77450980392157,1610612759,13,3,2026-03-17T02:18:05Z,450000,False,6.0,-2.0,1,left,J. Champagnie putback Layup (2 PTS),[1630577],1610612759.0,SAS,putback,,,Champagnie,J. Champagnie,,,,,Restricted Area,0-8 Center,0.65,Made,,,,,,,,2.0,,,,,,,,,,
46,PT08M47.00S,2026-03-17T02:18:11.7Z,1,REGULAR,foul,personal,[],1630577,,,1610612746,13,3,2026-03-17T02:18:17Z,460000,False,,,0,,J. Champagnie personal FOUL (1 PF),"[1630577, 1628381]",1610612759.0,SAS,,,,Champagnie,J. Champagnie,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,,,,,203593.0,1.0,0.0,Collins,1628381.0
48,PT08M35.00S,2026-03-17T02:18:45.4Z,1,REGULAR,3pt,Jump Shot,[],1629636,74.85216819973719,5.88235294117647,1610612746,13,3,2026-03-17T02:22:15Z,480000,False,-221.0,184.0,1,right,MISS D. Garland 28' pullup 3PT,[1629636],1610612746.0,LAC,pullup,,,Garland,D. Garland,,,,,Above the Break 3,24+ Left Center,28.72,Missed,,,,,,,,,,,,,,,,,,
52,PT08M34.00S,2026-03-17T02:18:46.4Z,1,REGULAR,rebound,defensive,['team'],0,,,1610612759,13,3,2026-03-17T02:22:15Z,490000,False,,,0,,TEAM defensive REBOUND,[],1610612759.0,SAS,,,,,,,,,,Above the Break 3,24+ Left Center,,,48.0,,,,,,,,,,,,,,,,,
49,PT08M34.00S,2026-03-17T02:19:15.7Z,1,REGULAR,jumpball,recovered,[],1628368,,,1610612759,13,3,2026-03-17T02:22:21Z,500000,False,,,0,,Jump Ball V. Wembanyama vs. B. Lopez: Tip to D. Fox,"[1628368, 1641705, 201572]",1610612759.0,SAS,lodgedball,D. Fox,1628368.0,Fox,D. Fox,Wembanyama,1641705.0,Lopez,201572.0,,,,,,,,,,,,,,,,,,,,,,
53,PT08M26.00S,2026-03-17T02:19:20.2Z,1,REGULAR,3pt,Jump Shot,[],1641705,30.042706964520367,75.98039215686273,1610612759,13,3,2026-03-17T02:19:23Z,530000,False,-130.0,230.0,1,left,MISS V. Wembanyama 26' 3PT,[1641705],1610612759.0,SAS,,,,Wembanyama,V. Wembanyama,,,,,Above the Break 3,24+ Left Center,26.41,Missed,,,,,,,,,,,,,,,,,,
54,PT08M24.00S,2026-03-17T02:19:22.2Z,1,REGULAR,rebound,defensive,[],1628381,,,1610612746,13,3,2026-03-17T02:19:23Z,540000,False,,,0,,J. Collins REBOUND (Off:0 Def:2),[1628381],1610612746.0,LAC,,,,Collins,J. Collins,,,,,Above the Break 3,24+ Left Center,,,53.0,2.0,2.0,0.0,,,,,,,,,,,,,,
55,PT08M17.00S,2026-03-17T02:19:31.8Z,1,REGULAR,foul,personal,['2freethrow'],1630170,,,1610612746,13,3,2026-03-17T02:19:37Z,550000,False,,,0,,D. Vassell shooting personal FOUL (1 PF) (Collins 2 FT),"[1630170, 1628381]",1610612759.0,SAS,shooting,,,Vassell,D. Vassell,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,,,2003.0,1.0,0.0,Collins,1628381.0
57,PT08M17.00S,2026-03-17T02:20:01.8Z,1,REGULAR,freethrow,1 of 2,[],1628381,,,1610612746,14,3,2026-03-17T02:20:01Z,570000,False,,,0,,J. Collins Free Throw 1 of 2 (1 PTS),[1628381],1610612746.0,LAC,,,,Collins,J. Collins,,,,,,,,Made,,,,,,,,1.0,,,,,,,,,,
58,PT08M17.00S,2026-03-17T02:20:04.3Z,1,REGULAR,substitution,out,[],1627739,,,1610612746,14,3,2026-03-17T02:20:16Z,580000,False,,,0,,SUB out: K. Dunn,[1627739],1610612746.0,LAC,,,,Dunn,K. Dunn,,,,,,,,,,,,,,,,,,,,,,,,,,
59,PT08M17.00S,2026-03-17T02:20:04.3Z,1,REGULAR,substitution,in,[],1631097,,,1610612746,14,3,2026-03-17T02:20:16Z,590000,False,,,0,,SUB in: B. Mathurin,[1631097],1610612746.0,LAC,,,,Mathurin,B. Mathurin,,,,,,,,,,,,,,,,,,,,,,,,,,
60,PT08M17.00S,2026-03-17T02:20:28.2Z,1,REGULAR,freethrow,2 of 2,[],1628381,,,1610612746,15,3,2026-03-17T02:20:28Z,600000,False,,,0,,J. Collins Free Throw 2 of 2 (2 PTS),[1628381],1610612746.0,LAC,,,,Collins,J. Collins,,,,,,,,Made,,,,,,,,2.0,,,,,,,,,,
61,PT08M08.00S,2026-03-17T02:20:42.0Z,1,REGULAR,foul,personal,[],1628381,,,1610612759,15,3,2026-03-17T02:20:48Z,610000,False,,,0,,J. Collins personal FOUL (1 PF),"[1628381, 1630170]",1610612746.0,LAC,,,,Collins,J. Collins,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,,,,,203593.0,1.0,0.0,Vassell,1630170.0
64,PT07M55.00S,2026-03-17T02:21:32.0Z,1,REGULAR,3pt,Jump Shot,[],1630577,5.601182654402102,94.85294117647058,1610612759,15,3,2026-03-17T02:21:35Z,640000,False,-224.0,0.0,1,left,MISS J. Champagnie 3PT,[1630577],1610612759.0,SAS,,,,Champagnie,J. Champagnie,,,,,Left Corner 3,24+ Left,22.43,Missed,,,,,,,,,,,,,,,,,,
65,PT07M53.00S,2026-03-17T02:21:34.0Z,1,REGULAR,rebound,defensive,[],1627884,,,1610612746,15,3,2026-03-17T02:21:35Z,650000,False,,,0,,D. Jones Jr. REBOUND (Off:0 Def:3),[1627884],1610612746.0,LAC,,,,Jones Jr.,D. Jones Jr.,,,,,Left Corner 3,24+ Left,,,64.0,3.0,3.0,0.0,,,,,,,,,,,,,,
66,PT07M34.00S,2026-03-17T02:21:52.8Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1629636,87.72996057818659,45.588235294117645,1610612746,15,3,2026-03-17T02:25:28Z,660000,False,-22.0,63.0,1,right,MISS D. Garland 6' driving finger roll Layup,[1629636],1610612746.0,LAC,driving finger roll,,,Garland,D. Garland,,,,,In The Paint (Non-RA),0-8 Center,6.66,Missed,,,,,,,,,,,,,,,,,,
67,PT07M33.00S,2026-03-17T02:21:53.8Z,1,REGULAR,rebound,defensive,[],1641705,,,1610612759,15,3,2026-03-17T02:47:45Z,670000,False,,,0,,V. Wembanyama REBOUND (Off:0 Def:2),[1641705],1610612759.0,SAS,,,,Wembanyama,V. Wembanyama,,,,,In The Paint (Non-RA),0-8 Center,,,66.0,2.0,2.0,0.0,,,,,,,,,,,,,,
182,PT07M32.00S,2026-03-17T02:21:55.5Z,1,REGULAR,turnover,bad pass,[],1641705,,,1610612759,15,3,2026-03-17T02:47:58Z,675000,False,,,0,,V. Wembanyama bad pass TURNOVER (1 TO),"[1641705, 1629636]",1610612759.0,SAS,,,,Wembanyama,V. Wembanyama,,,,,Restricted Area,0-8 Center,,,,,,,1.0,Garland,1629636.0,,,,,,,,,,,
183,PT07M32.00S,2026-03-17T02:21:55.5Z,1,REGULAR,steal,,[],1629636,,,1610612746,15,3,2026-03-17T02:47:58Z,677500,False,,,0,,D. Garland STEAL (1 STL),[1629636],1610612746.0,LAC,,,,Garland,D. Garland,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
68,PT07M30.00S,2026-03-17T02:21:58.3Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1629636,92.06636005256242,49.50980392156863,1610612746,17,3,2026-03-17T02:47:58Z,680000,False,-2.0,22.0,1,right,D. Garland Layup (4 PTS),[1629636],1610612746.0,LAC,,,,Garland,D. Garland,,,,,Restricted Area,0-8 Center,2.22,Made,,,,,,,,4.0,,,,,,,,,,
69,PT07M30.00S,2026-03-17T02:22:04.2Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612759,17,3,2026-03-17T02:22:04Z,690000,False,,,0,,SAS Timeout,[],1610612759.0,SAS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70,PT07M18.00S,2026-03-17T02:25:47.1Z,1,REGULAR,3pt,Jump Shot,[],1630577,4.812746386333772,1.715686274509804,1610612759,17,3,2026-03-17T02:25:56Z,700000,False,241.0,-7.0,1,left,MISS J. Champagnie 24' 3PT,[1630577],1610612759.0,SAS,,,,Champagnie,J. Champagnie,,,,,Right Corner 3,24+ Right,24.15,Missed,,,,,,,,,,,,,,,,,,
71,PT07M17.00S,2026-03-17T02:25:48.1Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612759,17,3,2026-03-17T02:25:56Z,710000,False,,,0,,TEAM offensive REBOUND,[],1610612759.0,SAS,,,,,,,,,,Right Corner 3,24+ Right,,,70.0,,,,,,,,,,,,,,,,,
72,PT07M17.00S,2026-03-17T02:25:57.2Z,1,REGULAR,foul,personal,[],1631097,,,1610612759,17,3,2026-03-17T02:26:09Z,720000,False,,,0,,B. Mathurin loose ball personal FOUL (1 PF),"[1631097, 1642264]",1610612746.0,LAC,loose ball,,,Mathurin,B. Mathurin,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,1628172.0,1.0,0.0,Castle,1642264.0
74,PT07M08.00S,2026-03-17T02:26:16.9Z,1,REGULAR,2pt,DUNK,"['pointsinthepaint', '2ndchance']",1630170,7.5722733245729295,48.529411764705884,1610612759,17,5,2026-03-17T02:26:20Z,740000,False,7.0,19.0,1,left,D. Vassell driving DUNK (2 PTS) (J. Champagnie 1 AST),"[1630170, 1630577]",1610612759.0,SAS,driving,,,Vassell,D. Vassell,,,,,Restricted Area,0-8 Center,2.01,Made,,,,,,,,2.0,J. Champagnie,1630577.0,1.0,,,,,,,
76,PT06M47.00S,2026-03-17T02:26:36.5Z,1,REGULAR,2pt,Jump Shot,[],1628381,86.67871222076215,21.07843137254902,1610612746,17,5,2026-03-17T02:26:40Z,760000,False,-145.0,73.0,1,right,MISS J. Collins 16' Jump Shot,[1628381],1610612746.0,LAC,,,,Collins,J. Collins,,,,,Mid-Range,16-24 Left,16.18,Missed,,,,,,,,,,,,,,,,,,
77,PT06M45.00S,2026-03-17T02:26:38.5Z,1,REGULAR,rebound,defensive,[],1641705,,,1610612759,17,5,2026-03-17T02:26:40Z,770000,False,,,0,,V. Wembanyama REBOUND (Off:0 Def:3),[1641705],1610612759.0,SAS,,,,Wembanyama,V. Wembanyama,,,,,Mid-Range,16-24 Left,,,76.0,3.0,3.0,0.0,,,,,,,,,,,,,,
78,PT06M39.00S,2026-03-17T02:26:45.5Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1628368,7.440867279894875,48.03921568627451,1610612759,17,7,2026-03-17T02:26:48Z,780000,False,10.0,17.0,1,left,D. Fox driving Layup (2 PTS) (V. Wembanyama 1 AST),"[1628368, 1641705]",1610612759.0,SAS,driving,,,Fox,D. Fox,,,,,Restricted Area,0-8 Center,2.0,Made,,,,,,,,2.0,V. Wembanyama,1641705.0,1.0,,,,,,,
80,PT06M31.00S,2026-03-17T02:26:53.3Z,1,REGULAR,turnover,lost ball,[],1629636,,,1610612746,17,7,2026-03-17T02:26:57Z,800000,False,,,0,,D. Garland lost ball TURNOVER (2 TO),"[1629636, 1642264]",1610612746.0,LAC,,,,Garland,D. Garland,,,,,Mid-Range,16-24 Right Center,,,,,,,2.0,Castle,1642264.0,,,,,,,,,,,
81,PT06M31.00S,2026-03-17T02:26:53.3Z,1,REGULAR,steal,,[],1642264,,,1610612759,17,7,2026-03-17T02:27:07Z,810000,False,,,0,,S. Castle STEAL (1 STL),[1642264],1610612759.0,SAS,,,,Castle,S. Castle,,,,,Mid-Range,16-24 Right Center,,,,,,,,,,,,,,,,,,,,
82,PT06M29.00S,2026-03-17T02:27:00.0Z,1,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover']",1642264,5.338370565045992,48.03921568627451,1610612759,17,9,2026-03-17T02:29:14Z,820000,False,10.0,-2.0,1,left,S. Castle DUNK (3 PTS),[1642264],1610612759.0,SAS,,,,Castle,S. Castle,,,,,Restricted Area,0-8 Center,1.01,Made,,,,,,,,3.0,,,,,,,,,,
83,PT06M12.00S,2026-03-17T02:27:12.2Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1628381,89.96386333771353,48.28431372549019,1610612746,17,9,2026-03-17T02:30:06Z,830000,False,-9.0,42.0,1,right,MISS J. Collins driving Layup,[1628381],1610612746.0,LAC,driving,,,Collins,J. Collins,,,,,Restricted Area,0-8 Center,4.27,Missed,,,,,,,,,,,,,,,,,,
84,PT06M10.00S,2026-03-17T02:27:14.2Z,1,REGULAR,rebound,defensive,[],1641705,,,1610612759,17,9,2026-03-17T02:27:15Z,840000,False,,,0,,V. Wembanyama REBOUND (Off:0 Def:4),[1641705],1610612759.0,SAS,,,,Wembanyama,V. Wembanyama,,,,,Restricted Area,0-8 Center,,,83.0,4.0,4.0,0.0,,,,,,,,,,,,,,
85,PT05M52.00S,2026-03-17T02:27:32.9Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630577,8.09789750328515,48.28431372549019,1610612759,17,11,2026-03-17T02:30:57Z,850000,False,9.0,24.0,1,left,J. Champagnie reverse Layup (4 PTS) (S. Castle 1 AST),"[1630577, 1642264]",1610612759.0,SAS,reverse,,,Champagnie,J. Champagnie,,,,,Restricted Area,0-8 Center,2.51,Made,,,,,,,,4.0,S. Castle,1642264.0,1.0,,,,,,,
87,PT05M51.00S,2026-03-17T02:27:38.1Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612746,17,11,2026-03-17T02:27:38Z,870000,False,,,0,,LAC Timeout,[],1610612746.0,LAC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
