actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,pointsTotal,blockPlayerName,blockPersonId,assistPlayerNameInitial,assistPersonId,assistTotal,turnoverTotal,stealPlayerName,stealPersonId
2,PT12M00.00S,2025-11-05T04:13:30.1Z,1,REGULAR,period,start,[],0,,,0,0,0,2025-11-05T04:13:30Z,20000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,PT11M58.00S,2025-11-05T04:13:33.0Z,1,REGULAR,jumpball,recovered,[],1641717,,,1610612760,0,0,2025-11-05T04:13:33Z,40000,False,,,0,,Jump Ball C. Holmgren vs. I. Zubac: Tip to C. Wallace,"[1641717, 1631096, 1627826]",1610612760.0,OKC,startperiod,C. Wallace,1641717.0,Wallace,C. Wallace,Holmgren,1631096.0,Zubac,1627826.0,,,,,,,,,,,,,,,,,,,,,,
7,PT11M49.00S,2025-11-05T04:13:42.0Z,1,REGULAR,2pt,Jump Shot,[],1631096,24.178712220762154,80.41513480392157,1610612760,0,0,2025-11-05T04:14:40Z,70000,False,-152.0,175.0,1,left,MISS C. Holmgren 23' Jump Shot,[1631096],1610612760.0,OKC,,,,Holmgren,C. Holmgren,,,,,Mid-Range,16-24 Left Center,23.17,Missed,,,,,,,,,,,,,,,,,,
8,PT11M45.00S,2025-11-05T04:13:46.0Z,1,REGULAR,rebound,defensive,[],1627884,,,1610612746,0,0,2025-11-05T04:13:49Z,80000,False,,,0,,D. Jones Jr. REBOUND (Off:0 Def:1),[1627884],1610612746.0,LAC,,,,Jones Jr.,D. Jones Jr.,,,,,Above the Break 3,24+ Left Center,,,7.0,1.0,1.0,0.0,,,,,,,,,,,,,,
9,PT11M31.00S,2025-11-05T04:14:00.7Z,1,REGULAR,foul,personal,['2freethrow'],1641717,,,1610612746,0,0,2025-11-05T04:14:10Z,90000,False,,,0,,C. Wallace shooting personal FOUL (1 PF) (Harden 2 FT),"[1641717, 201935]",1610612760.0,OKC,shooting,,,Wallace,C. Wallace,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,1662.0,1.0,0.0,Harden,201935.0,,,,,,,,,
11,PT11M31.00S,2025-11-05T04:14:33.2Z,1,REGULAR,freethrow,1 of 2,[],201935,,,1610612746,1,0,2025-11-05T04:14:33Z,110000,False,,,0,,J. Harden Free Throw 1 of 2 (1 PTS),[201935],1610612746.0,LAC,,,,Harden,J. Harden,,,,,,,,Made,,,,,,,,,,1.0,,,,,,,,
12,PT11M31.00S,2025-11-05T04:14:51.9Z,1,REGULAR,freethrow,2 of 2,[],201935,,,1610612746,2,0,2025-11-05T04:14:51Z,120000,False,,,0,,J. Harden Free Throw 2 of 2 (2 PTS),[201935],1610612746.0,LAC,,,,Harden,J. Harden,,,,,,,,Made,,,,,,,,,,2.0,,,,,,,,
13,PT11M17.00S,2025-11-05T04:15:07.9Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1631096,15.719448094612352,50.49019607843137,1610612760,2,0,2025-11-05T04:15:14Z,130000,False,-2.0,95.0,1,left,MISS C. Holmgren 9' turnaround Shot,[1631096],1610612760.0,OKC,turnaround,,,Holmgren,C. Holmgren,,,,,In The Paint (Non-RA),8-16 Center,9.53,Missed,,,,,,,,,,,,,,,,,,
14,PT11M14.00S,2025-11-05T04:15:10.9Z,1,REGULAR,rebound,defensive,[],1627739,,,1610612746,2,0,2025-11-05T04:15:14Z,140000,False,,,0,,K. Dunn REBOUND (Off:0 Def:1),[1627739],1610612746.0,LAC,,,,Dunn,K. Dunn,,,,,In The Paint (Non-RA),8-16 Center,,,13.0,1.0,1.0,0.0,,,,,,,,,,,,,,
15,PT11M02.00S,2025-11-05T04:15:23.1Z,1,REGULAR,2pt,Jump Shot,[],201935,77.4802890932983,35.78431372549019,1610612746,2,0,2025-11-05T04:15:27Z,150000,False,-71.0,159.0,1,right,MISS J. Harden 17' pullup Shot,[201935],1610612746.0,LAC,pullup,,,Harden,J. Harden,,,,,Mid-Range,16-24 Left Center,17.44,Missed,,,,,,,,,,,,,,,,,,
