actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,turnoverTotal,stealPlayerName,stealPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId
2,PT12M00.00S,2026-01-04T03:40:17.3Z,1,REGULAR,period,start,[],0,,,0,0,0,2026-01-04T03:40:17Z,20000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,PT11M55.00S,2026-01-04T03:40:21.3Z,1,REGULAR,jumpball,recovered,[],1627759,,,1610612738,0,0,2026-01-04T03:40:21Z,40000,False,,,0,,Jump Ball N. Queta vs. B. Lopez: Tip to J. Brown,"[1627759, 1629674, 201572]",1610612738.0,BOS,startperiod,J. Brown,1627759.0,Brown,J. Brown,Queta,1629674.0,Lopez,201572.0,,,,,,,,,,,,,,,,,,,,,,
7,PT11M45.00S,2026-01-04T03:40:30.9Z,1,REGULAR,3pt,Jump Shot,[],1628401,26.888961892247043,84.55882352941177,1610612738,0,3,2026-01-04T03:41:18Z,70000,False,-173.0,200.0,1,left,D. White 26' 3PT pullup (3 PTS) (P. Pritchard 1 AST),"[1628401, 1630202]",1610612738.0,BOS,pullup,,,White,D. White,,,,,Above the Break 3,24+ Left Center,26.45,Made,3.0,P. Pritchard,1630202.0,1.0,,,,,,,,,,,,,,
9,PT11M24.00S,2026-01-04T03:40:52.0Z,1,REGULAR,3pt,Jump Shot,[],201572,67.62483574244416,70.34313725490196,1610612746,0,3,2026-01-04T03:40:57Z,90000,False,102.0,252.0,1,right,MISS B. Lopez 27' 3PT,[201572],1610612746.0,LAC,,,,Lopez,B. Lopez,,,,,Above the Break 3,24+ Right Center,27.16,Missed,,,,,,,,,,,,,,,,,,
10,PT11M22.00S,2026-01-04T03:40:54.0Z,1,REGULAR,rebound,defensive,[],1629674,,,1610612738,0,3,2026-01-04T03:41:49Z,100000,False,,,0,,N. Queta REBOUND (Off:0 Def:1),[1629674],1610612738.0,BOS,,,,Queta,N. Queta,,,,,Above the Break 3,24+ Right Center,,,,,,,9.0,1.0,1.0,0.0,,,,,,,,,,
11,PT11M11.00S,2026-01-04T03:41:05.4Z,1,REGULAR,3pt,Jump Shot,[],1628401,26.363337713534822,85.29411764705883,1610612738,0,3,2026-01-04T03:41:09Z,110000,False,-176.0,195.0,1,left,MISS D. White 26' 3PT,[1628401],1610612738.0,BOS,,,,White,D. White,,,,,Above the Break 3,24+ Left Center,26.32,Missed,,,,,,,,,,,,,,,,,,
12,PT11M10.00S,2026-01-04T03:41:06.4Z,1,REGULAR,rebound,defensive,[],201935,,,1610612746,0,3,2026-01-04T03:42:17Z,120000,False,,,0,,J. Harden REBOUND (Off:0 Def:1),[201935],1610612746.0,LAC,,,,Harden,J. Harden,,,,,Above the Break 3,24+ Left Center,,,,,,,11.0,1.0,1.0,0.0,,,,,,,,,,
13,PT11M04.00S,2026-01-04T03:41:12.0Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],202695,70.25295663600527,76.9607843137255,1610612746,3,3,2026-01-04T03:41:19Z,130000,False,135.0,227.0,1,right,K. Leonard 26' 3PT running (3 PTS) (J. Harden 1 AST),"[202695, 201935]",1610612746.0,LAC,running,,,Leonard,K. Leonard,,,,,Above the Break 3,24+ Right Center,26.41,Made,3.0,J. Harden,201935.0,1.0,,,,,,,,,,,,,,
15,PT10M54.00S,2026-01-04T03:41:21.8Z,1,REGULAR,turnover,bad pass,[],1628401,,,1610612738,3,3,2026-01-04T03:41:25Z,150000,False,,,0,,D. White bad pass TURNOVER (1 TO),"[1628401, 202695]",1610612738.0,BOS,,,,White,D. White,,,,,Mid-Range,16-24 Right Center,,,,,,,,,,,1.0,Leonard,202695.0,,,,,,,
16,PT10M54.00S,2026-01-04T03:41:21.8Z,1,REGULAR,steal,,[],202695,,,1610612746,3,3,2026-01-04T03:41:23Z,160000,False,,,0,,K. Leonard STEAL (1 STL),[202695],1610612746.0,LAC,,,,Leonard,K. Leonard,,,,,Mid-Range,16-24 Right Center,,,,,,,,,,,,,,,,,,,,
