actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,turnoverTotal,stealPlayerName,stealPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId
2,PT12M00.00S,2026-03-10T02:12:47.7Z,1,REGULAR,period,start,[],0,,,0,0,0,2026-03-10T02:12:47Z,20000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,PT11M55.00S,2026-03-10T02:12:51.7Z,1,REGULAR,jumpball,recovered,[],1629636,,,1610612746,0,0,2026-03-10T02:12:51Z,40000,False,,,0,,Jump Ball B. Lopez vs. K. Towns: Tip to D. Garland,"[1629636, 201572, 1626157]",1610612746.0,LAC,startperiod,D. Garland,1629636.0,Garland,D. Garland,Lopez,201572.0,Towns,1626157.0,,,,,,,,,,,,,,,,,,,,,,
7,PT11M40.00S,2026-03-10T02:13:06.6Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],202695,83.13074901445466,55.14705882352941,1610612746,0,0,2026-03-10T02:13:10Z,70000,False,26.0,106.0,1,right,MISS K. Leonard 10' fadeaway Shot,[202695],1610612746.0,LAC,fadeaway,,,Leonard,K. Leonard,,,,,In The Paint (Non-RA),8-16 Center,10.92,Missed,,,,,,,,,,,,,,,,,,
8,PT11M38.00S,2026-03-10T02:13:08.6Z,1,REGULAR,rebound,defensive,[],1628384,,,1610612752,0,0,2026-03-10T02:13:10Z,80000,False,,,0,,O. Anunoby REBOUND (Off:0 Def:1),[1628384],1610612752.0,NYK,,,,Anunoby,O. Anunoby,,,,,In The Paint (Non-RA),8-16 Center,,,7.0,1.0,1.0,0.0,,,,,,,,,,,,,,
9,PT11M32.00S,2026-03-10T02:13:15.2Z,1,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint']",1628384,6.652431011826544,52.20588235294118,1610612752,0,0,2026-03-10T02:13:53Z,90000,False,-11.0,10.0,1,left,MISS O. Anunoby running finger roll Layup,[1628384],1610612752.0,NYK,running finger roll,,,Anunoby,O. Anunoby,,,,,Restricted Area,0-8 Center,1.49,Missed,,,,,,,,,,,,,,,,,,
10,PT11M30.00S,2026-03-10T02:13:17.2Z,1,REGULAR,rebound,defensive,[],1627739,,,1610612746,0,0,2026-03-10T02:13:21Z,100000,False,,,0,,K. Dunn REBOUND (Off:0 Def:1),[1627739],1610612746.0,LAC,,,,Dunn,K. Dunn,,,,,Restricted Area,0-8 Center,,,9.0,1.0,1.0,0.0,,,,,,,,,,,,,,
11,PT11M26.00S,2026-03-10T02:13:21.4Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],1627884,87.86136662286465,3.6764705882352944,1610612746,3,0,2026-03-10T02:14:22Z,110000,False,-232.0,62.0,1,right,D. Jones Jr. 3PT running (3 PTS) (K. Leonard 1 AST),"[1627884, 202695]",1610612746.0,LAC,running,,,Jones Jr.,D. Jones Jr.,,,,,Left Corner 3,24+ Left,23.97,Made,,,,,3.0,K. Leonard,202695.0,1.0,,,,,,,,,,
13,PT11M01.00S,2026-03-10T02:13:46.0Z,1,REGULAR,turnover,lost ball,[],1628384,,,1610612752,3,0,2026-03-10T02:13:49Z,130000,False,,,0,,O. Anunoby lost ball TURNOVER (1 TO),"[1628384, 1627739]",1610612752.0,NYK,,,,Anunoby,O. Anunoby,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,1.0,Dunn,1627739.0,,,,,,,
14,PT11M01.00S,2026-03-10T02:13:46.0Z,1,REGULAR,steal,,[],1627739,,,1610612746,3,0,2026-03-10T02:13:47Z,140000,False,,,0,,K. Dunn STEAL (1 STL),[1627739],1610612746.0,LAC,,,,Dunn,K. Dunn,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
15,PT10M52.00S,2026-03-10T02:13:55.4Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],202695,93.03547963206307,95.36611519607843,1610612746,6,0,2026-03-10T02:15:41Z,150000,False,227.0,13.0,1,right,K. Leonard 3PT pullup (3 PTS),[202695],1610612746.0,LAC,pullup,,,Leonard,K. Leonard,,,,,Right Corner 3,24+ Right,22.72,Made,,,,,3.0,,,,,,,,,,,,,
