actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,blockPlayerName,blockPersonId,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,assistPlayerNameInitial,assistPersonId,assistTotal,turnoverTotal,stealPlayerName,stealPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId
86,PT04M48.00S,2026-03-14T02:54:51.1Z,1,REGULAR,3pt,Jump Shot,[],1630581,75.64060446780552,87.5,1610612741,22,19,2026-03-14T02:54:54Z,840000,False,188.0,176.0,1,right,J. Giddey 25' 3PT pullup (6 PTS),[1630581],1610612741.0,CHI,pullup,,,Giddey,J. Giddey,,,,,Above the Break 3,24+ Right Center,25.75,Made,6.0,,,,,,,,,,,,,,,,,
87,PT04M33.00S,2026-03-14T02:55:05.4Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],201572,9.674770039421814,48.28431372549019,1610612746,22,19,2026-03-14T03:05:16Z,850000,False,9.0,38.0,1,left,MISS B. Lopez floating Shot,[201572],1610612746.0,LAC,floating,,,Lopez,B. Lopez,,,,,Restricted Area,0-8 Center,3.94,Missed,,,,,,,,,,,,,,,,,,
88,PT04M29.00S,2026-03-14T02:55:09.4Z,1,REGULAR,rebound,defensive,[],1630581,,,1610612741,22,19,2026-03-14T03:05:16Z,860000,False,,,0,,J. Giddey REBOUND (Off:0 Def:2),[1630581],1610612741.0,CHI,,,,Giddey,J. Giddey,,,,,Restricted Area,0-8 Center,,,,,,87.0,2.0,2.0,0.0,,,,,,,,,,,
89,PT04M24.00S,2026-03-14T02:55:15.8Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1627824,91.93495400788436,44.36274509803921,1610612741,22,21,2026-03-14T02:55:18Z,870000,False,-28.0,23.0,1,right,G. Yabusele driving Layup (2 PTS) (P. Williams 1 AST),"[1627824, 1630172]",1610612741.0,CHI,driving,,,Yabusele,G. Yabusele,,,,,Restricted Area,0-8 Center,3.66,Made,2.0,,,,,,,P. Williams,1630172.0,1.0,,,,,,,,
166,PT04M24.00S,2026-03-14T02:56:32.3Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612746,22,21,2026-03-14T03:07:21Z,885000,False,,,0,,LAC Timeout,[],1610612746.0,LAC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
91,PT04M24.00S,2026-03-14T02:57:48.8Z,1,REGULAR,substitution,out,[],201572,,,1610612746,22,21,2026-03-14T02:58:03Z,890000,False,,,0,,SUB out: B. Lopez,[201572],1610612746.0,LAC,,,,Lopez,B. Lopez,,,,,,,,,,,,,,,,,,,,,,,,,,
92,PT04M24.00S,2026-03-14T02:57:48.8Z,1,REGULAR,substitution,out,[],1630581,,,1610612746,22,21,2026-03-14T02:58:03Z,900000,False,,,0,,SUB out: J. Giddey,[1630581],1610612741.0,CHI,,,,Giddey,J. Giddey,,,,,,,,,,,,,,,,,,,,,,,,,,
93,PT04M24.00S,2026-03-14T02:57:48.8Z,1,REGULAR,substitution,out,[],1641824,,,1610612746,22,21,2026-03-14T02:58:03Z,910000,False,,,0,,SUB out: M. Buzelis,[1641824],1610612741.0,CHI,,,,Buzelis,M. Buzelis,,,,,,,,,,,,,,,,,,,,,,,,,,
94,PT04M24.00S,2026-03-14T02:57:48.8Z,1,REGULAR,substitution,in,[],1630543,,,1610612746,22,21,2026-03-14T02:58:03Z,920000,False,,,0,,SUB in: I. Jackson,[1630543],1610612746.0,LAC,,,,Jackson,I. Jackson,,,,,,,,,,,,,,,,,,,,,,,,,,
95,PT04M24.00S,2026-03-14T02:57:48.8Z,1,REGULAR,substitution,in,[],1630200,,,1610612746,22,21,2026-03-14T02:58:03Z,930000,False,,,0,,SUB in: T. Jones,[1630200],1610612741.0,CHI,,,,Jones,T. Jones,,,,,,,,,,,,,,,,,,,,,,,,,,
96,PT04M24.00S,2026-03-14T02:57:48.8Z,1,REGULAR,substitution,in,[],1631159,,,1610612746,22,21,2026-03-14T02:58:03Z,940000,False,,,0,,SUB in: L. Miller,[1631159],1610612741.0,CHI,,,,Miller,L. Miller,,,,,,,,,,,,,,,,,,,,,,,,,,
97,PT04M11.00S,2026-03-14T02:58:26.1Z,1,REGULAR,3pt,Jump Shot,[],1627884,19.004599211563733,93.62745098039215,1610612746,22,21,2026-03-14T02:58:30Z,950000,False,-218.0,126.0,1,left,MISS D. Jones Jr. 25' 3PT,[1627884],1610612746.0,LAC,,,,Jones Jr.,D. Jones Jr.,,,,,Above the Break 3,24+ Left Center,25.19,Missed,,,,,,,,,,,,,,,,,,
98,PT04M11.00S,2026-03-14T02:58:26.1Z,1,REGULAR,rebound,defensive,['team'],0,,,1610612741,22,21,2026-03-14T02:58:30Z,960000,False,,,0,,TEAM defensive REBOUND,[],1610612741.0,CHI,,,,,,,,,,Above the Break 3,24+ Left Center,,,,,,97.0,,,,,,,,,,,,,,
100,PT03M54.00S,2026-03-14T02:59:14.1Z,1,REGULAR,2pt,Jump Shot,[],1642265,89.04402102496715,27.696078431372552,1610612741,22,21,2026-03-14T03:08:20Z,980000,False,-112.0,50.0,1,right,MISS R. Dillingham 12' driving floating Shot - blocked,"[1642265, 1630543]",1610612741.0,CHI,driving floating,,,Dillingham,R. Dillingham,,,,,Mid-Range,8-16 Left,12.24,Missed,,Jackson,1630543.0,,,,,,,,,,,,,,,
101,PT03M54.00S,2026-03-14T02:59:14.1Z,1,REGULAR,block,,[],1630543,,,1610612741,22,21,2026-03-14T02:59:16Z,990000,False,,,0,,I. Jackson BLOCK (1 BLK),[1630543],1610612746.0,LAC,,,,Jackson,I. Jackson,,,,,Mid-Range,8-16 Left,,,,,,,,,,,,,,,,,,,,
102,PT03M53.00S,2026-03-14T02:59:15.1Z,1,REGULAR,rebound,defensive,[],1631097,,,1610612746,22,21,2026-03-14T03:09:22Z,1000000,False,,,0,,B. Mathurin REBOUND (Off:0 Def:1),[1631097],1610612746.0,LAC,,,,Mathurin,B. Mathurin,,,,,Mid-Range,8-16 Left,,,,,,100.0,1.0,1.0,0.0,,,,,,,,,,,
103,PT03M51.00S,2026-03-14T02:59:17.6Z,1,REGULAR,turnover,bad pass,[],1631097,,,1610612746,22,21,2026-03-14T02:59:22Z,1010000,False,,,0,,B. Mathurin bad pass TURNOVER (1 TO),"[1631097, 1631159]",1610612746.0,LAC,,,,Mathurin,B. Mathurin,,,,,Mid-Range,16-24 Left Center,,,,,,,,,,,,,1.0,Miller,1631159.0,,,,,
104,PT03M51.00S,2026-03-14T02:59:17.6Z,1,REGULAR,steal,,[],1631159,,,1610612741,22,21,2026-03-14T02:59:19Z,1020000,False,,,0,,L. Miller STEAL (1 STL),[1631159],1610612741.0,CHI,,,,Miller,L. Miller,,,,,Mid-Range,16-24 Left Center,,,,,,,,,,,,,,,,,,,,
105,PT03M49.00S,2026-03-14T02:59:19.8Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1631159,90.88370565045992,50.0,1610612741,22,21,2026-03-14T03:09:42Z,1030000,False,0.0,33.0,1,right,MISS L. Miller driving reverse Layup,[1631159],1610612741.0,CHI,driving reverse,,,Miller,L. Miller,,,,,Restricted Area,0-8 Center,3.32,Missed,,,,,,,,,,,,,,,,,,
106,PT03M48.00S,2026-03-14T02:59:20.8Z,1,REGULAR,rebound,offensive,[],1642265,,,1610612741,22,21,2026-03-14T03:09:51Z,1040000,False,,,0,,R. Dillingham REBOUND (Off:1 Def:1),[1642265],1610612741.0,CHI,,,,Dillingham,R. Dillingham,,,,,Restricted Area,0-8 Center,,,,,,105.0,2.0,1.0,1.0,,,,,,,,,,,
107,PT03M48.00S,2026-03-14T02:59:24.6Z,1,REGULAR,2pt,Layup,"['2ndchance', 'pointsinthepaint', 'fromturnover']",1642265,94.40999984741211,50.0,1610612741,22,21,2026-03-14T03:09:58Z,1050000,False,0.0,0.0,1,right,MISS R. Dillingham tip Layup,[1642265],1610612741.0,CHI,tip,,,Dillingham,R. Dillingham,,,,,Restricted Area,0-8 Center,0.0,Missed,,,,,,,,,,,,,,,,,,
108,PT03M46.00S,2026-03-14T02:59:26.6Z,1,REGULAR,rebound,defensive,[],1642920,,,1610612746,22,21,2026-03-14T03:09:58Z,1060000,False,,,0,,K. Sanders REBOUND (Off:0 Def:2),[1642920],1610612746.0,LAC,,,,Sanders,K. Sanders,,,,,Restricted Area,0-8 Center,,,,,,107.0,2.0,2.0,0.0,,,,,,,,,,,
109,PT03M38.00S,2026-03-14T02:59:30.9Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],202695,7.5722733245729295,46.32352941176471,1610612746,22,21,2026-03-14T03:10:40Z,1070000,False,18.0,19.0,1,left,MISS K. Leonard driving DUNK,[202695],1610612746.0,LAC,driving,,,Leonard,K. Leonard,,,,,Restricted Area,0-8 Center,2.62,Missed,,,,,,,,,,,,,,,,,,
110,PT03M36.00S,2026-03-14T02:59:32.9Z,1,REGULAR,rebound,offensive,[],1630543,,,1610612746,22,21,2026-03-14T02:59:35Z,1080000,False,,,0,,I. Jackson REBOUND (Off:1 Def:0),[1630543],1610612746.0,LAC,,,,Jackson,I. Jackson,,,,,Restricted Area,0-8 Center,,,,,,109.0,1.0,0.0,1.0,,,,,,,,,,,
111,PT03M35.00S,2026-03-14T02:59:33.9Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1630543,9.017739816031538,49.01960784313725,1610612746,22,21,2026-03-14T03:11:17Z,1090000,False,5.0,32.0,1,left,MISS I. Jackson putback Layup - blocked,"[1630543, 1630172]",1610612746.0,LAC,putback,,,Jackson,I. Jackson,,,,,Restricted Area,0-8 Center,3.27,Missed,,Williams,1630172.0,,,,,,,,,,,,,,,
112,PT03M35.00S,2026-03-14T02:59:33.9Z,1,REGULAR,block,,[],1630172,,,1610612746,22,21,2026-03-14T02:59:36Z,1100000,False,,,0,,P. Williams BLOCK (1 BLK),[1630172],1610612741.0,CHI,,,,Williams,P. Williams,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
113,PT03M35.00S,2026-03-14T02:59:33.9Z,1,REGULAR,rebound,defensive,[],1631159,,,1610612741,22,21,2026-03-14T02:59:38Z,1110000,False,,,0,,L. Miller REBOUND (Off:1 Def:1),[1631159],1610612741.0,CHI,,,,Miller,L. Miller,,,,,Restricted Area,0-8 Center,,,,,,111.0,2.0,1.0,1.0,,,,,,,,,,,
114,PT03M29.00S,2026-03-14T02:59:39.9Z,1,REGULAR,3pt,Jump Shot,[],1630172,69.59592641261499,13.970588235294118,1610612741,22,21,2026-03-14T02:59:44Z,1120000,False,-180.0,233.0,1,right,MISS P. Williams 29' 3PT,[1630172],1610612741.0,CHI,,,,Williams,P. Williams,,,,,Above the Break 3,24+ Left Center,29.47,Missed,,,,,,,,,,,,,,,,,,
115,PT03M25.00S,2026-03-14T02:59:43.9Z,1,REGULAR,rebound,defensive,[],1630543,,,1610612746,22,21,2026-03-14T02:59:44Z,1130000,False,,,0,,I. Jackson REBOUND (Off:1 Def:1),[1630543],1610612746.0,LAC,,,,Jackson,I. Jackson,,,,,Above the Break 3,24+ Left Center,,,,,,114.0,2.0,1.0,1.0,,,,,,,,,,,
116,PT03M15.00S,2026-03-14T02:59:54.3Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1631097,6.521024967148489,55.63725490196079,1610612746,24,21,2026-03-14T02:59:58Z,1140000,False,-28.0,9.0,1,left,B. Mathurin driving reverse Layup (2 PTS),[1631097],1610612746.0,LAC,driving reverse,,,Mathurin,B. Mathurin,,,,,Restricted Area,0-8 Center,2.95,Made,2.0,,,,,,,,,,,,,,,,,
117,PT03M06.00S,2026-03-14T03:00:05.5Z,1,REGULAR,foul,personal,[],1631097,,,1610612741,24,21,2026-03-14T03:00:10Z,1150000,False,,,0,,B. Mathurin personal FOUL (1 PF),"[1631097, 1630200]",1610612746.0,LAC,,,,Mathurin,B. Mathurin,,,,,Mid-Range,8-16 Right,,,,,,,,,,,,,,,,202037.0,1.0,0.0,Jones,1630200.0
119,PT03M06.00S,2026-03-14T03:00:11.8Z,1,REGULAR,substitution,out,[],202695,,,1610612741,24,21,2026-03-14T03:00:34Z,1170000,False,,,0,,SUB out: K. Leonard,[202695],1610612746.0,LAC,,,,Leonard,K. Leonard,,,,,,,,,,,,,,,,,,,,,,,,,,
120,PT03M06.00S,2026-03-14T03:00:11.8Z,1,REGULAR,substitution,out,[],1627884,,,1610612741,24,21,2026-03-14T03:00:34Z,1180000,False,,,0,,SUB out: D. Jones Jr.,[1627884],1610612746.0,LAC,,,,Jones Jr.,D. Jones Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
121,PT03M06.00S,2026-03-14T03:00:11.8Z,1,REGULAR,substitution,in,[],201587,,,1610612741,24,21,2026-03-14T03:00:34Z,1190000,False,,,0,,SUB in: N. Batum,[201587],1610612746.0,LAC,,,,Batum,N. Batum,,,,,,,,,,,,,,,,,,,,,,,,,,
122,PT03M06.00S,2026-03-14T03:00:11.8Z,1,REGULAR,substitution,in,[],1641757,,,1610612741,24,21,2026-03-14T03:00:34Z,1200000,False,,,0,,SUB in: J. Miller,[1641757],1610612746.0,LAC,,,,Miller,J. Miller,,,,,,,,,,,,,,,,,,,,,,,,,,
123,PT02M58.00S,2026-03-14T03:00:35.2Z,1,REGULAR,turnover,bad pass,[],1630200,,,1610612741,24,21,2026-03-14T03:00:39Z,1210000,False,,,0,,T. Jones bad pass TURNOVER (1 TO),"[1630200, 1631097]",1610612741.0,CHI,,,,Jones,T. Jones,,,,,Mid-Range,16-24 Left Center,,,,,,,,,,,,,1.0,Mathurin,1631097.0,,,,,
124,PT02M58.00S,2026-03-14T03:00:35.2Z,1,REGULAR,steal,,[],1631097,,,1610612746,24,21,2026-03-14T03:00:36Z,1220000,False,,,0,,B. Mathurin STEAL (1 STL),[1631097],1610612746.0,LAC,,,,Mathurin,B. Mathurin,,,,,Mid-Range,16-24 Left Center,,,,,,,,,,,,,,,,,,,,
125,PT02M54.00S,2026-03-14T03:00:39.3Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1631097,9.017739816031538,42.8921568627451,1610612746,24,21,2026-03-14T03:00:43Z,1230000,False,36.0,32.0,1,left,MISS B. Mathurin running Layup - blocked,"[1631097, 1630172]",1610612746.0,LAC,running,,,Mathurin,B. Mathurin,,,,,In The Paint (Non-RA),0-8 Center,4.8,Missed,,Williams,1630172.0,,,,,,,,,,,,,,,
126,PT02M54.00S,2026-03-14T03:00:39.3Z,1,REGULAR,block,,[],1630172,,,1610612746,24,21,2026-03-14T03:00:41Z,1240000,False,,,0,,P. Williams BLOCK (2 BLK),[1630172],1610612741.0,CHI,,,,Williams,P. Williams,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
127,PT02M52.00S,2026-03-14T03:00:41.3Z,1,REGULAR,rebound,defensive,[],1642265,,,1610612741,24,21,2026-03-14T03:00:43Z,1250000,False,,,0,,R. Dillingham REBOUND (Off:1 Def:2),[1642265],1610612741.0,CHI,,,,Dillingham,R. Dillingham,,,,,In The Paint (Non-RA),0-8 Center,,,,,,125.0,3.0,2.0,1.0,,,,,,,,,,,
128,PT02M44.00S,2026-03-14T03:00:49.2Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1627824,91.93495400788436,54.90196078431373,1610612741,24,21,2026-03-14T03:00:51Z,1260000,False,25.0,23.0,1,right,MISS G. Yabusele driving Layup,[1627824],1610612741.0,CHI,driving,,,Yabusele,G. Yabusele,,,,,Restricted Area,0-8 Center,3.38,Missed,,,,,,,,,,,,,,,,,,
129,PT02M42.00S,2026-03-14T03:00:51.2Z,1,REGULAR,rebound,defensive,[],1641757,,,1610612746,24,21,2026-03-14T03:00:51Z,1270000,False,,,0,,J. Miller REBOUND (Off:0 Def:1),[1641757],1610612746.0,LAC,,,,Miller,J. Miller,,,,,Restricted Area,0-8 Center,,,,,,128.0,1.0,1.0,0.0,,,,,,,,,,,
130,PT02M34.00S,2026-03-14T03:00:59.7Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1641757,16.63929040735874,48.03921568627451,1610612746,24,21,2026-03-14T03:01:04Z,1280000,False,10.0,104.0,1,left,MISS J. Miller 10' fadeaway Shot,[1641757],1610612746.0,LAC,fadeaway,,,Miller,J. Miller,,,,,In The Paint (Non-RA),8-16 Center,10.44,Missed,,,,,,,,,,,,,,,,,,
131,PT02M31.00S,2026-03-14T03:01:02.7Z,1,REGULAR,rebound,defensive,[],1631159,,,1610612741,24,21,2026-03-14T03:01:04Z,1290000,False,,,0,,L. Miller REBOUND (Off:1 Def:2),[1631159],1610612741.0,CHI,,,,Miller,L. Miller,,,,,In The Paint (Non-RA),8-16 Center,,,,,,130.0,3.0,2.0,1.0,,,,,,,,,,,
132,PT02M20.00S,2026-03-14T03:01:13.6Z,1,REGULAR,3pt,Jump Shot,[],1627824,89.04402102496715,95.34313725490196,1610612741,24,24,2026-03-14T03:01:18Z,1300000,False,227.0,50.0,1,right,G. Yabusele 3PT  (5 PTS) (R. Dillingham 1 AST),"[1627824, 1642265]",1610612741.0,CHI,,,,Yabusele,G. Yabusele,,,,,Right Corner 3,24+ Right,23.23,Made,5.0,,,,,,,R. Dillingham,1642265.0,1.0,,,,,,,,
134,PT01M56.00S,2026-03-14T03:01:36.8Z,1,REGULAR,3pt,Jump Shot,[],201587,5.601182654402102,4.166666666666666,1610612746,27,24,2026-03-14T03:01:42Z,1320000,False,229.0,0.0,1,left,N. Batum 3PT  (3 PTS) (J. Miller 1 AST),"[201587, 1641757]",1610612746.0,LAC,,,,Batum,N. Batum,,,,,Right Corner 3,24+ Right,22.92,Made,3.0,,,,,,,J. Miller,1641757.0,1.0,,,,,,,,
136,PT01M47.00S,2026-03-14T03:01:47.1Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1642265,92.72339027595268,43.872549019607845,1610612741,27,24,2026-03-14T03:01:51Z,1340000,False,-31.0,16.0,1,right,MISS R. Dillingham driving reverse Layup,[1642265],1610612741.0,CHI,driving reverse,,,Dillingham,R. Dillingham,,,,,Restricted Area,0-8 Center,3.45,Missed,,,,,,,,,,,,,,,,,,
137,PT01M44.00S,2026-03-14T03:01:49.1Z,1,REGULAR,rebound,defensive,[],1642920,,,1610612746,27,24,2026-03-14T03:01:49Z,1350000,False,,,0,,K. Sanders REBOUND (Off:0 Def:3),[1642920],1610612746.0,LAC,,,,Sanders,K. Sanders,,,,,Restricted Area,0-8 Center,,,,,,136.0,3.0,3.0,0.0,,,,,,,,,,,
138,PT01M36.00S,2026-03-14T03:01:58.0Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1641757,6.915243101182654,56.127450980392155,1610612746,29,24,2026-03-14T03:02:00Z,1360000,False,-31.0,13.0,1,left,J. Miller cutting Layup (2 PTS) (K. Sanders 1 AST),"[1641757, 1642920]",1610612746.0,LAC,cutting,,,Miller,J. Miller,,,,,Restricted Area,0-8 Center,3.31,Made,2.0,,,,,,,K. Sanders,1642920.0,1.0,,,,,,,,
140,PT01M26.00S,2026-03-14T03:02:07.1Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630200,92.19776609724047,45.34313725490196,1610612741,29,26,2026-03-14T03:02:11Z,1380000,False,-23.0,21.0,1,right,T. Jones driving Layup (6 PTS),[1630200],1610612741.0,CHI,driving,,,Jones,T. Jones,,,,,Restricted Area,0-8 Center,3.12,Made,6.0,,,,,,,,,,,,,,,,,
141,PT01M03.00S,2026-03-14T03:02:30.3Z,1,REGULAR,2pt,Jump Shot,[],1641757,14.14257555847569,27.205882352941174,1610612746,29,26,2026-03-14T03:02:34Z,1390000,False,114.0,80.0,1,left,MISS J. Miller 13' fadeaway Shot - blocked,"[1641757, 1630172]",1610612746.0,LAC,fadeaway,,,Miller,J. Miller,,,,,Mid-Range,8-16 Right,13.95,Missed,,Williams,1630172.0,,,,,,,,,,,,,,,
142,PT01M03.00S,2026-03-14T03:02:30.3Z,1,REGULAR,block,,[],1630172,,,1610612746,29,26,2026-03-14T03:02:33Z,1400000,False,,,0,,P. Williams BLOCK (3 BLK),[1630172],1610612741.0,CHI,,,,Williams,P. Williams,,,,,Mid-Range,8-16 Right,,,,,,,,,,,,,,,,,,,,
143,PT00M59.90S,2026-03-14T03:02:33.4Z,1,REGULAR,rebound,defensive,[],1631159,,,1610612741,29,26,2026-03-14T03:02:34Z,1410000,False,,,0,,L. Miller REBOUND (Off:1 Def:3),[1631159],1610612741.0,CHI,,,,Miller,L. Miller,,,,,Mid-Range,8-16 Right,,,,,,141.0,4.0,3.0,1.0,,,,,,,,,,,
144,PT00M55.00S,2026-03-14T03:02:41.5Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630200,92.72339027595268,56.127450980392155,1610612741,29,28,2026-03-14T03:16:39Z,1420000,False,31.0,16.0,1,right,T. Jones driving floating bank Jump Shot (8 PTS),[1630200],1610612741.0,CHI,driving floating bank,,,Jones,T. Jones,,,,,Restricted Area,0-8 Center,3.45,Made,8.0,,,,,,,,,,,,,,,,,
145,PT00M46.00S,2026-03-14T03:02:50.7Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1631097,12.565703022339028,58.08823529411765,1610612746,31,28,2026-03-14T03:02:54Z,1430000,False,-40.0,66.0,1,left,B. Mathurin 7' fadeaway Jump Shot (4 PTS) (J. Miller 2 AST),"[1631097, 1641757]",1610612746.0,LAC,fadeaway,,,Mathurin,B. Mathurin,,,,,In The Paint (Non-RA),0-8 Center,7.7,Made,4.0,,,,,,,J. Miller,1641757.0,2.0,,,,,,,,
147,PT00M37.30S,2026-03-14T03:03:03.4Z,1,REGULAR,turnover,out-of-bounds,[],1627824,,,1610612741,31,28,2026-03-14T03:03:08Z,1450000,False,,,0,,G. Yabusele bad pass out-of-bounds TURNOVER (1 TO),[1627824],1610612741.0,CHI,bad pass,,,Yabusele,G. Yabusele,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,1.0,,,2534.0,,,,
148,PT00M37.30S,2026-03-14T03:03:08.2Z,1,REGULAR,substitution,out,[],1642920,,,1610612746,31,28,2026-03-14T03:03:15Z,1460000,False,,,0,,SUB out: K. Sanders,[1642920],1610612746.0,LAC,,,,Sanders,K. Sanders,,,,,,,,,,,,,,,,,,,,,,,,,,
149,PT00M37.30S,2026-03-14T03:03:08.2Z,1,REGULAR,substitution,out,[],1642265,,,1610612746,31,28,2026-03-14T03:03:15Z,1470000,False,,,0,,SUB out: R. Dillingham,[1642265],1610612741.0,CHI,,,,Dillingham,R. Dillingham,,,,,,,,,,,,,,,,,,,,,,,,,,
150,PT00M37.30S,2026-03-14T03:03:08.2Z,1,REGULAR,substitution,in,[],1627739,,,1610612746,31,28,2026-03-14T03:03:15Z,1480000,False,,,0,,SUB in: K. Dunn,[1627739],1610612746.0,LAC,,,,Dunn,K. Dunn,,,,,,,,,,,,,,,,,,,,,,,,,,
151,PT00M37.30S,2026-03-14T03:03:08.2Z,1,REGULAR,substitution,in,[],1642530,,,1610612746,31,28,2026-03-14T03:03:15Z,1490000,False,,,0,,SUB in: Y. Kawamura,[1642530],1610612741.0,CHI,,,,Kawamura,Y. Kawamura,,,,,,,,,,,,,,,,,,,,,,,,,,
152,PT00M27.60S,2026-03-14T03:03:32.7Z,1,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",1630543,9.017739816031538,56.127450980392155,1610612746,33,28,2026-03-14T03:18:02Z,1500000,False,-31.0,32.0,1,left,I. Jackson floating Jump Shot (2 PTS) (K. Dunn 3 AST),"[1630543, 1627739]",1610612746.0,LAC,floating,,,Jackson,I. Jackson,,,,,In The Paint (Non-RA),0-8 Center,4.45,Made,2.0,,,,,,,K. Dunn,1627739.0,3.0,,,,,,,,
154,PT00M05.50S,2026-03-14T03:03:56.4Z,1,REGULAR,3pt,Jump Shot,[],1630172,75.50919842312747,12.254901960784313,1610612741,33,28,2026-03-14T03:03:59Z,1520000,False,-189.0,178.0,1,right,MISS P. Williams 25' 3PT,[1630172],1610612741.0,CHI,,,,Williams,P. Williams,,,,,Above the Break 3,24+ Left Center,25.92,Missed,,,,,,,,,,,,,,,,,,
155,PT00M03.00S,2026-03-14T03:03:58.9Z,1,REGULAR,rebound,defensive,[],1630543,,,1610612746,33,28,2026-03-14T03:03:59Z,1530000,False,,,0,,I. Jackson REBOUND (Off:1 Def:2),[1630543],1610612746.0,LAC,,,,Jackson,I. Jackson,,,,,Above the Break 3,24+ Left Center,,,,,,154.0,3.0,2.0,1.0,,,,,,,,,,,
156,PT00M00.30S,2026-03-14T03:04:03.7Z,1,REGULAR,2pt,Jump Shot,[],1631097,24.52365308804205,52.69607843137255,1610612746,33,28,2026-03-14T03:05:14Z,1540000,False,-13.0,178.0,1,left,MISS B. Mathurin 17' driving floating Shot,[1631097],1610612746.0,LAC,driving floating,,,Mathurin,B. Mathurin,,,,,Mid-Range,16-24 Center,17.85,Missed,,,,,,,,,,,,,,,,,,
157,PT00M00.10S,2026-03-14T03:04:03.9Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612746,33,28,2026-03-14T03:05:14Z,1550000,False,,,0,,TEAM offensive REBOUND,[],1610612746.0,LAC,,,,,,,,,,Mid-Range,16-24 Center,,,,,,156.0,,,,,,,,,,,,,,
158,PT00M00.00S,2026-03-14T03:04:06.5Z,1,REGULAR,period,end,[],0,,,1610612746,33,28,2026-03-14T03:04:06Z,1560000,False,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
159,PT12M00.00S,2026-03-14T03:06:26.4Z,2,REGULAR,substitution,out,['startperiod'],1630200,,,1610612746,33,28,2026-03-14T03:06:43Z,1570000,False,,,0,,SUB out: T. Jones,[1630200],1610612741.0,CHI,,,,Jones,T. Jones,,,,,,,,,,,,,,,,,,,,,,,,,,
160,PT12M00.00S,2026-03-14T03:06:26.4Z,2,REGULAR,substitution,in,['startperiod'],1630581,,,1610612746,33,28,2026-03-14T03:06:43Z,1580000,False,,,0,,SUB in: J. Giddey,[1630581],1610612741.0,CHI,,,,Giddey,J. Giddey,,,,,,,,,,,,,,,,,,,,,,,,,,
161,PT12M00.00S,2026-03-14T03:06:44.1Z,2,REGULAR,period,start,[],0,,,1610612741,33,28,2026-03-14T03:06:44Z,1590000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
162,PT11M44.00S,2026-03-14T03:06:59.5Z,2,REGULAR,2pt,Hook,['pointsinthepaint'],1627824,85.62746386333771,54.166666666666664,1610612741,33,28,2026-03-14T03:07:02Z,1600000,False,21.0,83.0,1,right,MISS G. Yabusele 8' turnaround Hook,[1627824],1610612741.0,CHI,turnaround,,,Yabusele,G. Yabusele,,,,,In The Paint (Non-RA),8-16 Center,8.52,Missed,,,,,,,,,,,,,,,,,,
163,PT11M41.00S,2026-03-14T03:07:02.5Z,2,REGULAR,rebound,defensive,[],1641757,,,1610612746,33,28,2026-03-14T03:07:02Z,1610000,False,,,0,,J. Miller REBOUND (Off:0 Def:2),[1641757],1610612746.0,LAC,,,,Miller,J. Miller,,,,,In The Paint (Non-RA),8-16 Center,,,,,,162.0,2.0,2.0,0.0,,,,,,,,,,,
