actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,turnoverTotal,stealPlayerName,stealPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,assistPlayerNameInitial,assistPersonId,assistTotal,blockPlayerName,blockPersonId
15,PT11M10.00S,2026-03-02T02:11:09.7Z,1,REGULAR,rebound,offensive,[],1627739,,,1610612746,2,0,2026-03-02T02:11:15Z,150000,False,,,0,,K. Dunn REBOUND (Off:1 Def:0),[1627739],1610612746.0,LAC,,,,Dunn,K. Dunn,,,,,Above the Break 3,24+ Center,,,14.0,1.0,0.0,1.0,,,,,,,,,,,,,,
16,PT11M01.00S,2026-03-02T02:11:18.5Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],202695,73.27529566360053,18.38235294117647,1610612746,2,0,2026-03-02T02:11:23Z,160000,False,-158.0,199.0,1,right,MISS K. Leonard 25' 3PT,[202695],1610612746.0,LAC,,,,Leonard,K. Leonard,,,,,Above the Break 3,24+ Left Center,25.39,Missed,,,,,,,,,,,,,,,,,,
17,PT10M57.00S,2026-03-02T02:11:22.5Z,1,REGULAR,rebound,defensive,[],201599,,,1610612740,2,0,2026-03-02T02:11:23Z,170000,False,,,0,,D. Jordan REBOUND (Off:0 Def:1),[201599],1610612740.0,NOP,,,,Jordan,D. Jordan,,,,,Above the Break 3,24+ Left Center,,,16.0,1.0,1.0,0.0,,,,,,,,,,,,,,
18,PT10M50.00S,2026-03-02T02:11:30.5Z,1,REGULAR,turnover,bad pass,[],201599,,,1610612740,2,0,2026-03-02T02:11:37Z,180000,False,,,0,,D. Jordan bad pass TURNOVER (1 TO),"[201599, 1628381]",1610612740.0,NOP,,,,Jordan,D. Jordan,,,,,Mid-Range,16-24 Left Center,,,,,,,,1.0,Collins,1628381.0,,,,,,,,,,
19,PT10M50.00S,2026-03-02T02:11:30.5Z,1,REGULAR,steal,,[],1628381,,,1610612746,2,0,2026-03-02T02:11:32Z,190000,False,,,0,,J. Collins STEAL (1 STL),[1628381],1610612746.0,LAC,,,,Collins,J. Collins,,,,,Mid-Range,16-24 Left Center,,,,,,,,,,,,,,,,,,,,
20,PT10M44.00S,2026-03-02T02:11:35.7Z,1,REGULAR,2pt,DUNK,"['fastbreak', 'pointsinthepaint', 'fromturnover']",1628381,92.72339027595268,50.49019607843137,1610612746,4,0,2026-03-02T02:11:46Z,200000,False,2.0,16.0,1,right,J. Collins running reverse DUNK (4 PTS),[1628381],1610612746.0,LAC,running reverse,,,Collins,J. Collins,,,,,Restricted Area,0-8 Center,1.61,Made,,,,,4.0,,,,,,,,,,,,,
21,PT10M20.00S,2026-03-02T02:12:01.2Z,1,REGULAR,foul,personal,['2freethrow'],1627884,,,1610612740,4,0,2026-03-02T02:12:05Z,210000,False,,,0,,D. Jones Jr. shooting personal FOUL (1 PF) (Bey 2 FT),"[1627884, 1630180]",1610612746.0,LAC,shooting,,,Jones Jr.,D. Jones Jr.,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,203592.0,1.0,0.0,Bey,1630180.0,,,,,
23,PT10M20.00S,2026-03-02T02:12:24.8Z,1,REGULAR,freethrow,1 of 2,[],1630180,,,1610612740,4,0,2026-03-02T02:12:46Z,230000,False,,,0,,MISS S. Bey Free Throw 1 of 2,[1630180],1610612740.0,NOP,,,,Bey,S. Bey,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
24,PT10M20.00S,2026-03-02T02:12:24.8Z,1,REGULAR,rebound,offensive,"['team', 'deadball']",0,,,1610612740,4,0,2026-03-02T02:12:46Z,240000,False,,,0,,TEAM offensive REBOUND,[],1610612740.0,NOP,,,,,,,,,,,,,,23.0,,,,,,,,,,,,,,,,,
25,PT10M20.00S,2026-03-02T02:12:24.8Z,1,REGULAR,freethrow,2 of 2,[],1630180,,,1610612740,4,0,2026-03-02T02:12:46Z,250000,False,,,0,,MISS S. Bey Free Throw 2 of 2,[1630180],1610612740.0,NOP,,,,Bey,S. Bey,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
26,PT10M17.00S,2026-03-02T02:12:27.8Z,1,REGULAR,rebound,defensive,[],202695,,,1610612746,4,0,2026-03-02T02:12:46Z,260000,False,,,0,,K. Leonard REBOUND (Off:0 Def:1),[202695],1610612746.0,LAC,,,,Leonard,K. Leonard,,,,,,,,,25.0,1.0,1.0,0.0,,,,,,,,,,,,,,
27,PT10M05.00S,2026-03-02T02:12:57.4Z,1,REGULAR,turnover,lost ball,[],1628381,,,1610612746,4,0,2026-03-02T02:13:01Z,270000,False,,,0,,J. Collins lost ball TURNOVER (1 TO),"[1628381, 1630530]",1610612746.0,LAC,,,,Collins,J. Collins,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,1.0,Murphy III,1630530.0,,,,,,,,,,
28,PT10M05.00S,2026-03-02T02:12:57.4Z,1,REGULAR,steal,,[],1630530,,,1610612740,4,0,2026-03-02T02:15:44Z,280000,False,,,0,,T. Murphy III STEAL (1 STL),[1630530],1610612740.0,NOP,,,,Murphy III,T. Murphy III,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,,,,,,,
29,PT09M43.00S,2026-03-02T02:13:20.0Z,1,REGULAR,2pt,Layup,['fromturnover'],1630530,5.338370565045992,66.91176470588235,1610612740,4,0,2026-03-02T02:13:24Z,290000,False,-85.0,-2.0,1,left,MISS T. Murphy III 8' driving finger roll Layup,[1630530],1610612740.0,NOP,driving finger roll,,,Murphy III,T. Murphy III,,,,,Mid-Range,8-16 Left,8.46,Missed,,,,,,,,,,,,,,,,,,
30,PT09M40.00S,2026-03-02T02:13:23.0Z,1,REGULAR,rebound,defensive,[],201572,,,1610612746,4,0,2026-03-02T02:13:24Z,300000,False,,,0,,B. Lopez REBOUND (Off:0 Def:1),[201572],1610612746.0,LAC,,,,Lopez,B. Lopez,,,,,Mid-Range,8-16 Left,,,29.0,1.0,1.0,0.0,,,,,,,,,,,,,,
31,PT09M38.00S,2026-03-02T02:13:27.4Z,1,REGULAR,foul,personal,['2freethrow'],1630529,,,1610612746,4,0,2026-03-02T02:13:34Z,310000,False,,,0,,H. Jones shooting personal FOUL (1 PF) (Jones Jr. 2 FT),"[1630529, 1627884]",1610612740.0,NOP,shooting,,,Jones,H. Jones,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,203592.0,1.0,0.0,Jones Jr.,1627884.0,,,,,
33,PT09M38.00S,2026-03-02T02:13:53.9Z,1,REGULAR,freethrow,1 of 2,['fastbreak'],1627884,,,1610612746,5,0,2026-03-02T02:13:53Z,330000,False,,,0,,D. Jones Jr. Free Throw 1 of 2 (1 PTS),[1627884],1610612746.0,LAC,,,,Jones Jr.,D. Jones Jr.,,,,,,,,Made,,,,,1.0,,,,,,,,,,,,,
34,PT09M38.00S,2026-03-02T02:14:11.1Z,1,REGULAR,freethrow,2 of 2,['fastbreak'],1627884,,,1610612746,6,0,2026-03-02T02:14:11Z,340000,False,,,0,,D. Jones Jr. Free Throw 2 of 2 (2 PTS),[1627884],1610612746.0,LAC,,,,Jones Jr.,D. Jones Jr.,,,,,,,,Made,,,,,2.0,,,,,,,,,,,,,
35,PT09M24.00S,2026-03-02T02:14:26.9Z,1,REGULAR,3pt,Jump Shot,[],1630529,10.200394218134035,4.166666666666666,1610612740,6,0,2026-03-02T02:14:33Z,350000,False,229.0,43.0,1,left,MISS H. Jones 3PT,[1630529],1610612740.0,NOP,,,,Jones,H. Jones,,,,,Right Corner 3,24+ Right,23.33,Missed,,,,,,,,,,,,,,,,,,
36,PT09M20.00S,2026-03-02T02:14:30.9Z,1,REGULAR,rebound,defensive,[],201572,,,1610612746,6,0,2026-03-02T02:14:33Z,360000,False,,,0,,B. Lopez REBOUND (Off:0 Def:2),[201572],1610612746.0,LAC,,,,Lopez,B. Lopez,,,,,Right Corner 3,24+ Right,,,35.0,2.0,2.0,0.0,,,,,,,,,,,,,,
37,PT09M16.00S,2026-03-02T02:14:35.3Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1628381,92.59198423127464,53.67647058823529,1610612746,6,0,2026-03-02T02:14:44Z,370000,False,18.0,17.0,1,right,MISS J. Collins running Layup,[1628381],1610612746.0,LAC,running,,,Collins,J. Collins,,,,,Restricted Area,0-8 Center,2.51,Missed,,,,,,,,,,,,,,,,,,
38,PT09M12.00S,2026-03-02T02:14:39.3Z,1,REGULAR,rebound,defensive,[],1630180,,,1610612740,6,0,2026-03-02T02:14:44Z,380000,False,,,0,,S. Bey REBOUND (Off:1 Def:1),[1630180],1610612740.0,NOP,,,,Bey,S. Bey,,,,,Restricted Area,0-8 Center,,,37.0,2.0,1.0,1.0,,,,,,,,,,,,,,
39,PT09M08.00S,2026-03-02T02:14:42.2Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],1627749,6.783837056504599,95.58823529411765,1610612740,6,3,2026-03-02T02:14:52Z,390000,False,-228.0,11.0,1,left,D. Murray 3PT running (3 PTS) (S. Bey 1 AST),"[1627749, 1630180]",1610612740.0,NOP,running,,,Murray,D. Murray,,,,,Left Corner 3,24+ Left,22.82,Made,,,,,3.0,,,,,,,,,S. Bey,1630180.0,1.0,,
41,PT08M53.00S,2026-03-02T02:14:57.9Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1627739,93.11760840998686,40.68627450980392,1610612746,8,3,2026-03-02T02:15:02Z,410000,False,-47.0,12.0,1,right,K. Dunn driving Layup (2 PTS),[1627739],1610612746.0,LAC,driving,,,Dunn,K. Dunn,,,,,In The Paint (Non-RA),0-8 Center,4.82,Made,,,,,2.0,,,,,,,,,,,,,
42,PT08M43.00S,2026-03-02T02:15:10.5Z,1,REGULAR,foul,personal,['2freethrow'],1628381,,,1610612740,8,3,2026-03-02T02:15:16Z,420000,False,,,0,,J. Collins shooting personal FOUL (1 PF) (Murray 2 FT),"[1628381, 1627749]",1610612746.0,LAC,shooting,,,Collins,J. Collins,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,1628159.0,1.0,0.0,Murray,1627749.0,,,,,
44,PT08M43.00S,2026-03-02T02:15:33.9Z,1,REGULAR,freethrow,1 of 2,[],1627749,,,1610612740,8,4,2026-03-02T02:15:33Z,440000,False,,,0,,D. Murray Free Throw 1 of 2 (4 PTS),[1627749],1610612740.0,NOP,,,,Murray,D. Murray,,,,,,,,Made,,,,,4.0,,,,,,,,,,,,,
45,PT08M43.00S,2026-03-02T02:15:47.8Z,1,REGULAR,freethrow,2 of 2,[],1627749,,,1610612740,8,5,2026-03-02T02:15:47Z,450000,False,,,0,,D. Murray Free Throw 2 of 2 (5 PTS),[1627749],1610612740.0,NOP,,,,Murray,D. Murray,,,,,,,,Made,,,,,5.0,,,,,,,,,,,,,
46,PT08M27.00S,2026-03-02T02:16:04.7Z,1,REGULAR,2pt,Jump Shot,[],202695,72.35545335085413,57.35294117647059,1610612746,8,5,2026-03-02T02:19:00Z,460000,False,37.0,207.0,1,right,MISS K. Leonard 21' pullup Shot,[202695],1610612746.0,LAC,pullup,,,Leonard,K. Leonard,,,,,Mid-Range,16-24 Center,21.06,Missed,,,,,,,,,,,,,,,,,,
47,PT08M26.00S,2026-03-02T02:16:05.7Z,1,REGULAR,rebound,offensive,[],1628381,,,1610612746,8,5,2026-03-02T02:19:00Z,470000,False,,,0,,J. Collins REBOUND (Off:2 Def:1),[1628381],1610612746.0,LAC,,,,Collins,J. Collins,,,,,Mid-Range,16-24 Center,,,46.0,3.0,1.0,2.0,,,,,,,,,,,,,,
48,PT08M25.00S,2026-03-02T02:16:10.0Z,1,REGULAR,2pt,DUNK,"['2ndchance', 'pointsinthepaint']",1628381,94.40999984741211,50.0,1610612746,10,5,2026-03-02T02:19:05Z,480000,False,0.0,0.0,1,right,J. Collins tip DUNK (6 PTS),[1628381],1610612746.0,LAC,tip,,,Collins,J. Collins,,,,,Restricted Area,0-8 Center,0.0,Made,,,,,6.0,,,,,,,,,,,,,
49,PT08M11.00S,2026-03-02T02:16:20.2Z,1,REGULAR,3pt,Jump Shot,[],1630530,34.247700394218136,32.84313725490196,1610612740,10,5,2026-03-02T02:19:55Z,490000,False,86.0,269.0,1,left,MISS T. Murphy III 28' pullup 3PT,[1630530],1610612740.0,NOP,pullup,,,Murphy III,T. Murphy III,,,,,Above the Break 3,24+ Center,28.27,Missed,,,,,,,,,,,,,,,,,,
50,PT08M11.00S,2026-03-02T02:16:25.1Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612740,10,5,2026-03-02T02:16:25Z,500000,False,,,0,,TEAM offensive REBOUND,[],1610612740.0,NOP,,,,,,,,,,Above the Break 3,24+ Center,,,49.0,,,,,,,,,,,,,,,,,
51,PT08M11.00S,2026-03-02T02:16:27.8Z,1,REGULAR,foul,personal,[],201572,,,1610612740,10,5,2026-03-02T02:16:30Z,510000,False,,,0,,B. Lopez loose ball personal FOUL (1 PF),"[201572, 201599]",1610612746.0,LAC,loose ball,,,Lopez,B. Lopez,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,2530.0,1.0,0.0,Jordan,201599.0,,,,,
53,PT07M58.00S,2026-03-02T02:16:57.4Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],1627749,34.773324572930356,66.66666666666666,1610612740,10,5,2026-03-02T02:20:30Z,530000,False,-83.0,274.0,1,left,MISS D. Murray 28' pullup 3PT,[1627749],1610612740.0,NOP,pullup,,,Murray,D. Murray,,,,,Above the Break 3,24+ Center,28.68,Missed,,,,,,,,,,,,,,,,,,
54,PT07M57.00S,2026-03-02T02:16:58.4Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612740,10,5,2026-03-02T02:17:10Z,540000,False,,,0,,TEAM offensive REBOUND,[],1610612740.0,NOP,,,,,,,,,,Above the Break 3,24+ Center,,,53.0,,,,,,,,,,,,,,,,,
55,PT07M57.00S,2026-03-02T02:17:02.5Z,1,REGULAR,turnover,shot clock,['team'],0,,,1610612740,10,5,2026-03-02T02:17:14Z,550000,False,,,0,,NOP shot clock Team TURNOVER,[],1610612740.0,NOP,,,,,,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,2530.0,,,,,,,,,
56,PT07M47.00S,2026-03-02T02:17:27.8Z,1,REGULAR,foul,personal,[],1627749,,,1610612746,10,5,2026-03-02T02:17:35Z,560000,False,,,0,,D. Murray personal FOUL (1 PF),"[1627749, 202695]",1610612740.0,NOP,,,,Murray,D. Murray,,,,,Mid-Range,8-16 Right,,,,,,,,,,,2530.0,1.0,0.0,Leonard,202695.0,,,,,
58,PT07M43.00S,2026-03-02T02:17:49.5Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],201572,69.20170827858082,70.09803921568627,1610612746,13,5,2026-03-02T02:17:55Z,580000,False,100.0,237.0,1,right,B. Lopez 25' 3PT  (3 PTS) (K. Dunn 1 AST),"[201572, 1627739]",1610612746.0,LAC,,,,Lopez,B. Lopez,,,,,Above the Break 3,24+ Right Center,25.74,Made,,,,,3.0,,,,,,,,,K. Dunn,1627739.0,1.0,,
60,PT07M29.00S,2026-03-02T02:18:03.6Z,1,REGULAR,3pt,Jump Shot,[],1630180,23.73521681997372,85.04901960784314,1610612740,13,8,2026-03-02T02:18:09Z,600000,False,-175.0,171.0,1,left,S. Bey 24' 3PT  (3 PTS) (D. Murray 1 AST),"[1630180, 1627749]",1610612740.0,NOP,,,,Bey,S. Bey,,,,,Above the Break 3,24+ Left Center,24.45,Made,,,,,3.0,,,,,,,,,D. Murray,1627749.0,1.0,,
62,PT07M12.00S,2026-03-02T02:18:20.4Z,1,REGULAR,3pt,Jump Shot,[],1627739,82.21090670170827,6.61764705882353,1610612746,16,8,2026-03-02T02:18:25Z,620000,False,-217.0,115.0,1,right,K. Dunn 24' 3PT  (5 PTS) (B. Lopez 1 AST),"[1627739, 201572]",1610612746.0,LAC,,,,Dunn,K. Dunn,,,,,Above the Break 3,24+ Left Center,24.54,Made,,,,,5.0,,,,,,,,,B. Lopez,201572.0,1.0,,
64,PT06M52.00S,2026-03-02T02:18:41.5Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630529,5.469776609724048,43.627450980392155,1610612740,16,8,2026-03-02T02:18:47Z,640000,False,32.0,-1.0,1,left,MISS H. Jones driving reverse Layup,[1630529],1610612740.0,NOP,driving reverse,,,Jones,H. Jones,,,,,Restricted Area,0-8 Center,3.19,Missed,,,,,,,,,,,,,,,,,,
65,PT06M49.00S,2026-03-02T02:18:44.5Z,1,REGULAR,rebound,defensive,[],1627739,,,1610612746,16,8,2026-03-02T02:18:47Z,650000,False,,,0,,K. Dunn REBOUND (Off:1 Def:1),[1627739],1610612746.0,LAC,,,,Dunn,K. Dunn,,,,,Restricted Area,0-8 Center,,,64.0,2.0,1.0,1.0,,,,,,,,,,,,,,
66,PT06M47.00S,2026-03-02T02:18:46.3Z,1,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fastbreak']",1627884,92.59198423127464,53.67647058823529,1610612746,18,8,2026-03-02T02:18:52Z,660000,False,18.0,17.0,1,right,D. Jones Jr. running DUNK (4 PTS) (K. Dunn 2 AST),"[1627884, 1627739]",1610612746.0,LAC,running,,,Jones Jr.,D. Jones Jr.,,,,,Restricted Area,0-8 Center,2.51,Made,,,,,4.0,,,,,,,,,K. Dunn,1627739.0,2.0,,
68,PT06M47.00S,2026-03-02T02:18:53.0Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612740,18,8,2026-03-02T02:18:53Z,680000,False,,,0,,NOP Timeout,[],1610612740.0,NOP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
69,PT06M47.00S,2026-03-02T02:21:41.4Z,1,REGULAR,substitution,out,[],201599,,,1610612740,18,8,2026-03-02T02:21:58Z,690000,False,,,0,,SUB out: D. Jordan,[201599],1610612740.0,NOP,,,,Jordan,D. Jordan,,,,,,,,,,,,,,,,,,,,,,,,,,
70,PT06M47.00S,2026-03-02T02:21:41.4Z,1,REGULAR,substitution,out,[],1627749,,,1610612740,18,8,2026-03-02T02:21:58Z,700000,False,,,0,,SUB out: D. Murray,[1627749],1610612740.0,NOP,,,,Murray,D. Murray,,,,,,,,,,,,,,,,,,,,,,,,,,
71,PT06M47.00S,2026-03-02T02:21:41.4Z,1,REGULAR,substitution,in,[],1642847,,,1610612740,18,8,2026-03-02T02:21:58Z,710000,False,,,0,,SUB in: J. Fears,[1642847],1610612740.0,NOP,,,,Fears,J. Fears,,,,,,,,,,,,,,,,,,,,,,,,,,
72,PT06M47.00S,2026-03-02T02:21:41.4Z,1,REGULAR,substitution,in,[],1642274,,,1610612740,18,8,2026-03-02T02:21:58Z,720000,False,,,0,,SUB in: Y. Missi,[1642274],1610612740.0,NOP,,,,Missi,Y. Missi,,,,,,,,,,,,,,,,,,,,,,,,,,
74,PT06M31.00S,2026-03-02T02:22:23.5Z,1,REGULAR,turnover,bad pass,[],1630530,,,1610612740,18,8,2026-03-02T02:22:31Z,740000,False,,,0,,T. Murphy III bad pass TURNOVER (1 TO),"[1630530, 1627739]",1610612740.0,NOP,,,,Murphy III,T. Murphy III,,,,,Mid-Range,16-24 Right Center,,,,,,,,1.0,Dunn,1627739.0,,,,,,,,,,
75,PT06M31.00S,2026-03-02T02:22:23.5Z,1,REGULAR,steal,,[],1627739,,,1610612746,18,8,2026-03-02T02:22:25Z,750000,False,,,0,,K. Dunn STEAL (1 STL),[1627739],1610612746.0,LAC,,,,Dunn,K. Dunn,,,,,Mid-Range,16-24 Right Center,,,,,,,,,,,,,,,,,,,,
76,PT06M27.00S,2026-03-02T02:22:30.0Z,1,REGULAR,foul,personal,['2freethrow'],1642274,,,1610612746,18,8,2026-03-02T02:22:38Z,760000,False,,,0,,Y. Missi shooting personal FOUL (1 PF) (Collins 2 FT),"[1642274, 1628381]",1610612740.0,NOP,shooting,,,Missi,Y. Missi,,,,,Restricted Area,0-8 Center,,,,,,,,,,,203592.0,1.0,0.0,Collins,1628381.0,,,,,
78,PT06M27.00S,2026-03-02T02:23:03.0Z,1,REGULAR,freethrow,1 of 2,"['fromturnover', 'fastbreak']",1628381,,,1610612746,19,8,2026-03-02T02:23:03Z,780000,False,,,0,,J. Collins Free Throw 1 of 2 (7 PTS),[1628381],1610612746.0,LAC,,,,Collins,J. Collins,,,,,,,,Made,,,,,7.0,,,,,,,,,,,,,
79,PT06M27.00S,2026-03-02T02:23:18.4Z,1,REGULAR,freethrow,2 of 2,"['fastbreak', 'fromturnover']",1628381,,,1610612746,20,8,2026-03-02T02:23:18Z,790000,False,,,0,,J. Collins Free Throw 2 of 2 (8 PTS),[1628381],1610612746.0,LAC,,,,Collins,J. Collins,,,,,,,,Made,,,,,8.0,,,,,,,,,,,,,
80,PT06M14.00S,2026-03-02T02:23:32.3Z,1,REGULAR,3pt,Jump Shot,[],1630180,27.808804204993432,76.47058823529412,1610612740,20,8,2026-03-02T02:23:38Z,800000,False,-132.0,209.0,1,left,MISS S. Bey 24' 3PT,[1630180],1610612740.0,NOP,,,,Bey,S. Bey,,,,,Above the Break 3,24+ Left Center,24.73,Missed,,,,,,,,,,,,,,,,,,
81,PT06M10.00S,2026-03-02T02:23:36.3Z,1,REGULAR,rebound,defensive,[],201572,,,1610612746,20,8,2026-03-02T02:23:38Z,810000,False,,,0,,B. Lopez REBOUND (Off:0 Def:3),[201572],1610612746.0,LAC,,,,Lopez,B. Lopez,,,,,Above the Break 3,24+ Left Center,,,80.0,3.0,3.0,0.0,,,,,,,,,,,,,,
82,PT06M06.00S,2026-03-02T02:23:40.1Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],202695,68.41327201051249,65.93137254901961,1610612746,20,8,2026-03-02T02:23:47Z,820000,False,80.0,244.0,1,right,MISS K. Leonard 25' running pullup 3PT,[202695],1610612746.0,LAC,running pullup,,,Leonard,K. Leonard,,,,,Above the Break 3,24+ Center,25.71,Missed,,,,,,,,,,,,,,,,,,
83,PT06M02.00S,2026-03-02T02:23:44.1Z,1,REGULAR,rebound,defensive,[],1642847,,,1610612740,20,8,2026-03-02T02:23:47Z,830000,False,,,0,,J. Fears REBOUND (Off:0 Def:1),[1642847],1610612740.0,NOP,,,,Fears,J. Fears,,,,,Above the Break 3,24+ Center,,,82.0,1.0,1.0,0.0,,,,,,,,,,,,,,
