actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,turnoverTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,assistPlayerNameInitial,assistPersonId,assistTotal,blockPlayerName,blockPersonId,stealPlayerName,stealPersonId
16,PT10M51.00S,2026-04-08T02:42:30.5Z,1,REGULAR,rebound,defensive,[],201572,,,1610612746,4,0,2026-04-08T02:42:34Z,160000,False,,,0,,B. Lopez REBOUND (Off:0 Def:1),[201572],1610612746.0,LAC,,,,Lopez,B. Lopez,,,,,Right Corner 3,24+ Right,,,,15.0,1.0,1.0,0.0,,,,,,,,,,,,,
17,PT10M33.00S,2026-04-08T02:42:48.6Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1627884,88.64980289093299,46.568627450980394,1610612746,6,0,2026-04-08T02:43:02Z,170000,False,-17.0,54.0,1,right,D. Jones Jr. floating Jump Shot (4 PTS) (K. Dunn 1 AST),"[1627884, 1627739]",1610612746.0,LAC,floating,,,Jones Jr.,D. Jones Jr.,,,,,In The Paint (Non-RA),0-8 Center,5.69,Made,4.0,,,,,,,,,,,K. Dunn,1627739.0,1.0,,,,
19,PT10M16.00S,2026-04-08T02:43:05.5Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1642843,9.017739816031538,48.77450980392157,1610612742,6,0,2026-04-08T02:43:10Z,190000,False,6.0,32.0,1,left,MISS C. Flagg driving Layup - blocked,"[1642843, 201572]",1610612742.0,DAL,driving,,,Flagg,C. Flagg,,,,,Restricted Area,0-8 Center,3.29,Missed,,,,,,,,,,,,,,,Lopez,201572.0,,
20,PT10M16.00S,2026-04-08T02:43:05.5Z,1,REGULAR,block,,[],201572,,,1610612742,6,0,2026-04-08T02:43:08Z,200000,False,,,0,,B. Lopez BLOCK (1 BLK),[201572],1610612746.0,LAC,,,,Lopez,B. Lopez,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
21,PT10M12.00S,2026-04-08T02:43:09.5Z,1,REGULAR,rebound,defensive,[],201572,,,1610612746,6,0,2026-04-08T02:43:10Z,210000,False,,,0,,B. Lopez REBOUND (Off:0 Def:2),[201572],1610612746.0,LAC,,,,Lopez,B. Lopez,,,,,Restricted Area,0-8 Center,,,,19.0,2.0,2.0,0.0,,,,,,,,,,,,,
22,PT10M06.00S,2026-04-08T02:43:14.9Z,1,REGULAR,2pt,Jump Shot,"['fastbreak', 'pointsinthepaint']",1629636,91.93495400788436,36.76470588235294,1610612746,8,0,2026-04-08T02:47:45Z,220000,False,-66.0,23.0,1,right,D. Garland 7' pullup bank Jump Shot (2 PTS),[1629636],1610612746.0,LAC,pullup bank,,,Garland,D. Garland,,,,,In The Paint (Non-RA),0-8 Center,7.02,Made,2.0,,,,,,,,,,,,,,,,,
23,PT09M53.00S,2026-04-08T02:43:27.8Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203114,18.610381077529567,36.27450980392157,1610612742,8,0,2026-04-08T02:48:22Z,230000,False,69.0,122.0,1,left,MISS K. Middleton 14' pullup Shot,[203114],1610612742.0,DAL,pullup,,,Middleton,K. Middleton,,,,,In The Paint (Non-RA),8-16 Center,14.03,Missed,,,,,,,,,,,,,,,,,,
24,PT09M50.00S,2026-04-08T02:43:30.8Z,1,REGULAR,rebound,defensive,[],1627884,,,1610612746,8,0,2026-04-08T02:43:32Z,240000,False,,,0,,D. Jones Jr. REBOUND (Off:0 Def:1),[1627884],1610612746.0,LAC,,,,Jones Jr.,D. Jones Jr.,,,,,In The Paint (Non-RA),8-16 Center,,,,23.0,1.0,1.0,0.0,,,,,,,,,,,,,
25,PT09M35.00S,2026-04-08T02:43:45.8Z,1,REGULAR,3pt,Jump Shot,[],1629636,62.764865308804204,50.065104166666664,1610612746,8,0,2026-04-08T02:43:56Z,250000,False,0.0,298.0,1,right,MISS D. Garland 29' 3PT,[1629636],1610612746.0,LAC,,,,Garland,D. Garland,,,,,Above the Break 3,24+ Center,29.75,Missed,,,,,,,,,,,,,,,,,,
26,PT09M33.00S,2026-04-08T02:43:47.8Z,1,REGULAR,rebound,offensive,[],201572,,,1610612746,8,0,2026-04-08T02:43:56Z,260000,False,,,0,,B. Lopez REBOUND (Off:1 Def:2),[201572],1610612746.0,LAC,,,,Lopez,B. Lopez,,,,,Above the Break 3,24+ Center,,,,25.0,3.0,2.0,1.0,,,,,,,,,,,,,
27,PT09M33.00S,2026-04-08T02:43:51.9Z,1,REGULAR,2pt,Layup,"['2ndchance', 'pointsinthepaint']",201572,94.40999984741211,50.0,1610612746,10,0,2026-04-08T02:44:02Z,270000,False,0.0,0.0,1,right,B. Lopez putback Layup (4 PTS),[201572],1610612746.0,LAC,putback,,,Lopez,B. Lopez,,,,,Restricted Area,0-8 Center,0.0,Made,4.0,,,,,,,,,,,,,,,,,
28,PT09M33.00S,2026-04-08T02:43:52.4Z,1,REGULAR,foul,personal,['1freethrow'],1630230,,,1610612746,10,0,2026-04-08T02:43:58Z,280000,False,,,0,,N. Marshall shooting personal FOUL (1 PF) (Lopez 1 FT),"[1630230, 201572]",1610612742.0,DAL,shooting,,,Marshall,N. Marshall,,,,,Restricted Area,0-8 Center,,,,,,,,201246.0,,1.0,0.0,Lopez,201572.0,,,,,,,
30,PT09M33.00S,2026-04-08T02:44:17.2Z,1,REGULAR,freethrow,1 of 1,['2ndchance'],201572,,,1610612746,10,0,2026-04-08T02:44:30Z,300000,False,,,0,,MISS B. Lopez Free Throw 1 of 1,[201572],1610612746.0,LAC,,,,Lopez,B. Lopez,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
31,PT09M30.00S,2026-04-08T02:44:20.2Z,1,REGULAR,rebound,defensive,[],203939,,,1610612742,10,0,2026-04-08T02:44:30Z,310000,False,,,0,,D. Powell REBOUND (Off:1 Def:1),[203939],1610612742.0,DAL,,,,Powell,D. Powell,,,,,,,,,,30.0,2.0,1.0,1.0,,,,,,,,,,,,,
32,PT09M22.00S,2026-04-08T02:44:27.4Z,1,REGULAR,2pt,Jump Shot,[],1642843,23.99802890932983,50.0,1610612742,10,0,2026-04-08T02:44:32Z,320000,False,0.0,173.0,1,left,MISS C. Flagg 17' pullup Shot,[1642843],1610612742.0,DAL,pullup,,,Flagg,C. Flagg,,,,,Mid-Range,16-24 Center,17.31,Missed,,,,,,,,,,,,,,,,,,
33,PT09M19.00S,2026-04-08T02:44:30.4Z,1,REGULAR,rebound,defensive,[],201572,,,1610612746,10,0,2026-04-08T02:44:32Z,330000,False,,,0,,B. Lopez REBOUND (Off:1 Def:3),[201572],1610612746.0,LAC,,,,Lopez,B. Lopez,,,,,Mid-Range,16-24 Center,,,,32.0,4.0,3.0,1.0,,,,,,,,,,,,,
34,PT09M10.00S,2026-04-08T02:44:42.7Z,1,REGULAR,3pt,Jump Shot,[],202695,71.17279894875165,22.794117647058822,1610612746,13,0,2026-04-08T02:44:47Z,340000,False,-136.0,218.0,1,right,K. Leonard 25' 3PT pullup bank (3 PTS) (B. Lopez 1 AST),"[202695, 201572]",1610612746.0,LAC,pullup bank,,,Leonard,K. Leonard,,,,,Above the Break 3,24+ Left Center,25.74,Made,3.0,,,,,,,,,,,B. Lopez,201572.0,1.0,,,,
35,PT09M10.00S,2026-04-08T02:44:47.5Z,1,REGULAR,foul,personal,['1freethrow'],1630230,,,1610612746,13,0,2026-04-08T02:44:54Z,350000,False,,,0,,N. Marshall shooting personal FOUL (2 PF) (Leonard 1 FT),"[1630230, 202695]",1610612742.0,DAL,shooting,,,Marshall,N. Marshall,,,,,Above the Break 3,24+ Left Center,,,,,,,,1627541.0,,2.0,0.0,Leonard,202695.0,,,,,,,
38,PT09M10.00S,2026-04-08T02:45:12.6Z,1,REGULAR,freethrow,1 of 1,[],202695,,,1610612746,14,0,2026-04-08T02:45:12Z,370000,False,,,0,,K. Leonard Free Throw 1 of 1 (4 PTS),[202695],1610612746.0,LAC,,,,Leonard,K. Leonard,,,,,,,,Made,4.0,,,,,,,,,,,,,,,,,
39,PT08M57.00S,2026-04-08T02:45:27.1Z,1,REGULAR,2pt,Jump Shot,[],1630230,12.352168199737187,67.1798406862745,1610612742,14,0,2026-04-08T02:45:33Z,380000,False,-86.0,64.0,1,left,MISS N. Marshall 10' pullup Shot,[1630230],1610612742.0,DAL,pullup,,,Marshall,N. Marshall,,,,,Mid-Range,8-16 Left,10.69,Missed,,,,,,,,,,,,,,,,,,
40,PT08M55.00S,2026-04-08T02:45:29.1Z,1,REGULAR,rebound,defensive,[],201572,,,1610612746,14,0,2026-04-08T02:45:33Z,390000,False,,,0,,B. Lopez REBOUND (Off:1 Def:4),[201572],1610612746.0,LAC,,,,Lopez,B. Lopez,,,,,Mid-Range,8-16 Left,,,,39.0,5.0,4.0,1.0,,,,,,,,,,,,,
41,PT08M48.00S,2026-04-08T02:45:36.0Z,1,REGULAR,3pt,Jump Shot,[],1629636,89.56964520367937,94.85294117647058,1610612746,17,0,2026-04-08T02:45:41Z,400000,False,224.0,46.0,1,right,D. Garland 3PT step back (5 PTS) (K. Dunn 2 AST),"[1629636, 1627739]",1610612746.0,LAC,step back,,,Garland,D. Garland,,,,,Right Corner 3,24+ Right,22.89,Made,5.0,,,,,,,,,,,K. Dunn,1627739.0,2.0,,,,
43,PT08M47.00S,2026-04-08T02:45:45.7Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612742,17,0,2026-04-08T02:45:45Z,420000,False,,,0,,DAL Timeout,[],1610612742.0,DAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44,PT08M47.00S,2026-04-08T02:48:30.7Z,1,REGULAR,substitution,out,[],1630230,,,1610612742,17,0,2026-04-08T02:48:51Z,430000,False,,,0,,SUB out: N. Marshall,[1630230],1610612742.0,DAL,,,,Marshall,N. Marshall,,,,,,,,,,,,,,,,,,,,,,,,,,
45,PT08M47.00S,2026-04-08T02:48:30.7Z,1,REGULAR,substitution,out,[],203939,,,1610612742,17,0,2026-04-08T02:48:51Z,440000,False,,,0,,SUB out: D. Powell,[203939],1610612742.0,DAL,,,,Powell,D. Powell,,,,,,,,,,,,,,,,,,,,,,,,,,
46,PT08M47.00S,2026-04-08T02:48:30.7Z,1,REGULAR,substitution,in,[],202691,,,1610612742,17,0,2026-04-08T02:48:51Z,450000,False,,,0,,SUB in: K. Thompson,[202691],1610612742.0,DAL,,,,Thompson,K. Thompson,,,,,,,,,,,,,,,,,,,,,,,,,,
47,PT08M47.00S,2026-04-08T02:48:30.7Z,1,REGULAR,substitution,in,[],1628963,,,1610612742,17,0,2026-04-08T02:48:51Z,460000,False,,,0,,SUB in: M. Bagley III,[1628963],1610612742.0,DAL,,,,Bagley III,M. Bagley III,,,,,,,,,,,,,,,,,,,,,,,,,,
48,PT08M37.00S,2026-04-08T02:48:52.6Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1642843,11.251642575558476,48.529411764705884,1610612742,17,2,2026-04-08T02:48:56Z,470000,False,7.0,53.0,1,left,C. Flagg driving floating Jump Shot (2 PTS),[1642843],1610612742.0,DAL,driving floating,,,Flagg,C. Flagg,,,,,In The Paint (Non-RA),0-8 Center,5.38,Made,2.0,,,,,,,,,,,,,,,,,
49,PT08M15.00S,2026-04-08T02:49:14.7Z,1,REGULAR,3pt,Jump Shot,[],1627884,69.59592641261499,27.205882352941174,1610612746,17,2,2026-04-08T02:52:22Z,480000,False,-114.0,233.0,1,right,MISS D. Jones Jr. 25' pullup 3PT,[1627884],1610612746.0,LAC,pullup,,,Jones Jr.,D. Jones Jr.,,,,,Above the Break 3,24+ Left Center,25.97,Missed,,,,,,,,,,,,,,,,,,
50,PT08M14.00S,2026-04-08T02:49:15.7Z,1,REGULAR,rebound,defensive,['team'],0,,,1610612742,17,2,2026-04-08T02:49:30Z,490000,False,,,0,,TEAM defensive REBOUND,[],1610612742.0,DAL,,,,,,,,,,Above the Break 3,24+ Left Center,,,,49.0,,,,,,,,,,,,,,,,
52,PT08M01.00S,2026-04-08T02:49:37.2Z,1,REGULAR,turnover,bad pass,[],1642843,,,1610612742,17,2,2026-04-08T02:49:40Z,510000,False,,,0,,C. Flagg bad pass TURNOVER (1 TO),"[1642843, 1627739]",1610612742.0,DAL,,,,Flagg,C. Flagg,,,,,Mid-Range,16-24 Left Center,,,,,,,,,1.0,,,,,,,,,,Dunn,1627739.0
53,PT08M01.00S,2026-04-08T02:49:37.2Z,1,REGULAR,steal,,[],1627739,,,1610612746,17,2,2026-04-08T02:49:39Z,520000,False,,,0,,K. Dunn STEAL (1 STL),[1627739],1610612746.0,LAC,,,,Dunn,K. Dunn,,,,,Mid-Range,16-24 Left Center,,,,,,,,,,,,,,,,,,,,
54,PT07M59.00S,2026-04-08T02:49:40.1Z,1,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1627739,94.69448094612353,51.225490196078425,1610612746,19,2,2026-04-08T02:49:44Z,530000,False,6.0,-3.0,1,right,K. Dunn running DUNK (2 PTS),[1627739],1610612746.0,LAC,running,,,Dunn,K. Dunn,,,,,Restricted Area,0-8 Center,0.66,Made,2.0,,,,,,,,,,,,,,,,,
55,PT07M47.00S,2026-04-08T02:49:51.4Z,1,REGULAR,3pt,Jump Shot,[],1631108,31.35676741130092,32.35294117647059,1610612742,19,2,2026-04-08T02:49:56Z,540000,False,88.0,242.0,1,left,MISS M. Christie 25' 3PT,[1631108],1610612742.0,DAL,,,,Christie,M. Christie,,,,,Above the Break 3,24+ Right Center,25.79,Missed,,,,,,,,,,,,,,,,,,
56,PT07M43.00S,2026-04-08T02:49:55.4Z,1,REGULAR,rebound,defensive,[],202695,,,1610612746,19,2,2026-04-08T02:49:56Z,550000,False,,,0,,K. Leonard REBOUND (Off:0 Def:1),[202695],1610612746.0,LAC,,,,Leonard,K. Leonard,,,,,Above the Break 3,24+ Right Center,,,,55.0,1.0,1.0,0.0,,,,,,,,,,,,,
57,PT07M35.00S,2026-04-08T02:50:04.1Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],202695,90.88370565045992,61.51960784313726,1610612746,21,2,2026-04-08T02:50:08Z,560000,False,58.0,33.0,1,right,K. Leonard 6' pullup bank Jump Shot (6 PTS),[202695],1610612746.0,LAC,pullup bank,,,Leonard,K. Leonard,,,,,In The Paint (Non-RA),0-8 Center,6.65,Made,6.0,,,,,,,,,,,,,,,,,
58,PT07M27.00S,2026-04-08T02:50:11.2Z,1,REGULAR,3pt,Jump Shot,[],202691,32.670827858081466,29.901960784313726,1610612742,21,2,2026-04-08T02:54:16Z,570000,False,100.0,255.0,1,left,MISS K. Thompson 27' pullup 3PT,[202691],1610612742.0,DAL,pullup,,,Thompson,K. Thompson,,,,,Above the Break 3,24+ Right Center,27.37,Missed,,,,,,,,,,,,,,,,,,
59,PT07M24.00S,2026-04-08T02:50:14.2Z,1,REGULAR,rebound,defensive,[],1627739,,,1610612746,21,2,2026-04-08T02:50:15Z,580000,False,,,0,,K. Dunn REBOUND (Off:0 Def:1),[1627739],1610612746.0,LAC,,,,Dunn,K. Dunn,,,,,Above the Break 3,24+ Right Center,,,,58.0,1.0,1.0,0.0,,,,,,,,,,,,,
60,PT07M20.00S,2026-04-08T02:50:18.5Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],1629636,76.5604467805519,9.803921568627452,1610612746,24,2,2026-04-08T02:50:25Z,590000,False,-201.0,168.0,1,right,D. Garland 26' 3PT running (8 PTS) (D. Jones Jr. 1 AST),"[1629636, 1627884]",1610612746.0,LAC,running,,,Garland,D. Garland,,,,,Above the Break 3,24+ Left Center,26.18,Made,8.0,,,,,,,,,,,D. Jones Jr.,1627884.0,1.0,,,,
62,PT07M03.00S,2026-04-08T02:50:35.5Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1642843,15.062417871222076,58.333333333333336,1610612742,24,2,2026-04-08T02:50:42Z,610000,False,-42.0,89.0,1,left,MISS C. Flagg 9' pullup Shot,[1642843],1610612742.0,DAL,pullup,,,Flagg,C. Flagg,,,,,In The Paint (Non-RA),8-16 Center,9.84,Missed,,,,,,,,,,,,,,,,,,
63,PT06M59.00S,2026-04-08T02:50:39.5Z,1,REGULAR,rebound,offensive,[],1628963,,,1610612742,24,2,2026-04-08T02:50:42Z,620000,False,,,0,,M. Bagley III REBOUND (Off:1 Def:0),[1628963],1610612742.0,DAL,,,,Bagley III,M. Bagley III,,,,,In The Paint (Non-RA),8-16 Center,,,,62.0,1.0,0.0,1.0,,,,,,,,,,,,,
64,PT06M58.00S,2026-04-08T02:50:40.4Z,1,REGULAR,2pt,Jump Shot,"['pointsinthepaint', '2ndchance']",1628963,7.178055190538765,48.03921568627451,1610612742,24,4,2026-04-08T02:55:16Z,630000,False,10.0,15.0,1,left,M. Bagley III driving floating Jump Shot (2 PTS),[1628963],1610612742.0,DAL,driving floating,,,Bagley III,M. Bagley III,,,,,Restricted Area,0-8 Center,1.79,Made,2.0,,,,,,,,,,,,,,,,,
65,PT06M42.00S,2026-04-08T02:50:55.9Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],201572,86.81011826544021,48.529411764705884,1610612746,24,4,2026-04-08T02:56:00Z,640000,False,-7.0,71.0,1,right,MISS B. Lopez 7' driving Hook,[201572],1610612746.0,LAC,driving,,,Lopez,B. Lopez,,,,,In The Paint (Non-RA),0-8 Center,7.19,Missed,,,,,,,,,,,,,,,,,,
66,PT06M40.00S,2026-04-08T02:50:57.9Z,1,REGULAR,rebound,defensive,[],1628963,,,1610612742,24,4,2026-04-08T02:50:59Z,650000,False,,,0,,M. Bagley III REBOUND (Off:1 Def:1),[1628963],1610612742.0,DAL,,,,Bagley III,M. Bagley III,,,,,In The Paint (Non-RA),0-8 Center,,,,65.0,2.0,1.0,1.0,,,,,,,,,,,,,
67,PT06M26.00S,2026-04-08T02:51:12.5Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628963,13.091327201051248,50.49019607843137,1610612742,24,4,2026-04-08T02:51:15Z,660000,False,-2.0,71.0,1,left,MISS M. Bagley III 7' floating Shot,[1628963],1610612742.0,DAL,floating,,,Bagley III,M. Bagley III,,,,,In The Paint (Non-RA),0-8 Center,7.06,Missed,,,,,,,,,,,,,,,,,,
68,PT06M23.00S,2026-04-08T02:51:15.5Z,1,REGULAR,rebound,defensive,[],201572,,,1610612746,24,4,2026-04-08T02:59:20Z,670000,False,,,0,,B. Lopez REBOUND (Off:1 Def:5),[201572],1610612746.0,LAC,,,,Lopez,B. Lopez,,,,,In The Paint (Non-RA),0-8 Center,,,,67.0,6.0,5.0,1.0,,,,,,,,,,,,,
69,PT06M19.00S,2026-04-08T02:51:19.0Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],202695,68.66992444152432,68.40533088235294,1610612746,27,4,2026-04-08T02:58:20Z,680000,False,92.0,242.0,1,right,K. Leonard 25' 3PT running pullup (9 PTS),[202695],1610612746.0,LAC,running pullup,,,Leonard,K. Leonard,,,,,Above the Break 3,24+ Right Center,25.89,Made,9.0,,,,,,,,,,,,,,,,,
70,PT06M03.00S,2026-04-08T02:51:36.0Z,1,REGULAR,3pt,Jump Shot,[],202691,6.57030223390276,4.189644607843137,1610612742,27,4,2026-04-08T02:51:42Z,690000,False,229.0,9.0,1,left,MISS K. Thompson 3PT,[202691],1610612742.0,DAL,,,,Thompson,K. Thompson,,,,,Right Corner 3,24+ Right,22.93,Missed,,,,,,,,,,,,,,,,,,
71,PT05M59.00S,2026-04-08T02:51:40.0Z,1,REGULAR,rebound,offensive,[],1628963,,,1610612742,27,4,2026-04-08T02:51:42Z,700000,False,,,0,,M. Bagley III REBOUND (Off:2 Def:1),[1628963],1610612742.0,DAL,,,,Bagley III,M. Bagley III,,,,,Right Corner 3,24+ Right,,,,70.0,3.0,1.0,2.0,,,,,,,,,,,,,
72,PT05M57.00S,2026-04-08T02:51:43.2Z,1,REGULAR,foul,personal,['2freethrow'],201572,,,1610612742,27,4,2026-04-08T02:52:18Z,710000,False,,,0,,B. Lopez shooting personal FOUL (1 PF) (Flagg 2 FT),"[201572, 1642843]",1610612746.0,LAC,shooting,,,Lopez,B. Lopez,,,,,Restricted Area,0-8 Center,,,,,,,,2004.0,,1.0,0.0,Flagg,1642843.0,,,,,,,
74,PT05M57.00S,2026-04-08T02:52:19.5Z,1,REGULAR,freethrow,1 of 2,['2ndchance'],1642843,,,1610612742,27,5,2026-04-08T02:52:19Z,730000,False,,,0,,C. Flagg Free Throw 1 of 2 (3 PTS),[1642843],1610612742.0,DAL,,,,Flagg,C. Flagg,,,,,,,,Made,3.0,,,,,,,,,,,,,,,,,
75,PT05M57.00S,2026-04-08T02:52:20.3Z,1,REGULAR,substitution,out,[],1627739,,,1610612742,27,5,2026-04-08T02:52:39Z,740000,False,,,0,,SUB out: K. Dunn,[1627739],1610612746.0,LAC,,,,Dunn,K. Dunn,,,,,,,,,,,,,,,,,,,,,,,,,,
76,PT05M57.00S,2026-04-08T02:52:20.3Z,1,REGULAR,substitution,out,[],1631108,,,1610612742,27,5,2026-04-08T02:52:39Z,750000,False,,,0,,SUB out: M. Christie,[1631108],1610612742.0,DAL,,,,Christie,M. Christie,,,,,,,,,,,,,,,,,,,,,,,,,,
77,PT05M57.00S,2026-04-08T02:52:20.3Z,1,REGULAR,substitution,out,[],203114,,,1610612742,27,5,2026-04-08T02:52:39Z,760000,False,,,0,,SUB out: K. Middleton,[203114],1610612742.0,DAL,,,,Middleton,K. Middleton,,,,,,,,,,,,,,,,,,,,,,,,,,
78,PT05M57.00S,2026-04-08T02:52:20.3Z,1,REGULAR,substitution,in,[],1631097,,,1610612742,27,5,2026-04-08T02:52:39Z,770000,False,,,0,,SUB in: B. Mathurin,[1631097],1610612746.0,LAC,,,,Mathurin,B. Mathurin,,,,,,,,,,,,,,,,,,,,,,,,,,
79,PT05M57.00S,2026-04-08T02:52:20.3Z,1,REGULAR,substitution,in,[],1642948,,,1610612742,27,5,2026-04-08T02:52:39Z,780000,False,,,0,,SUB in: R. Nembhard,[1642948],1610612742.0,DAL,,,,Nembhard,R. Nembhard,,,,,,,,,,,,,,,,,,,,,,,,,,
80,PT05M57.00S,2026-04-08T02:52:20.3Z,1,REGULAR,substitution,in,[],1641890,,,1610612742,27,5,2026-04-08T02:52:39Z,790000,False,,,0,,SUB in: T. Smith,[1641890],1610612742.0,DAL,,,,Smith,T. Smith,,,,,,,,,,,,,,,,,,,,,,,,,,
