actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,turnoverTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,stealPlayerName,stealPersonId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId
2,PT12M00.00S,2026-02-03T03:12:38.2Z,1,REGULAR,period,start,[],0,,,0,0,0,2026-02-03T03:12:38Z,20000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,PT12M00.00S,2026-02-03T03:12:43.1Z,1,REGULAR,jumpball,recovered,[],1630178,,,1610612755,0,0,2026-02-03T03:12:43Z,40000,False,,,0,,Jump Ball J. Embiid vs. I. Zubac: Tip to T. Maxey,"[1630178, 203954, 1627826]",1610612755.0,PHI,startperiod,T. Maxey,1630178.0,Maxey,T. Maxey,Embiid,203954.0,Zubac,1627826.0,,,,,,,,,,,,,,,,,,,,,,
7,PT11M43.00S,2026-02-03T03:12:52.4Z,1,REGULAR,2pt,Jump Shot,[],203954,19.66162943495401,70.83333333333334,1610612755,0,2,2026-02-03T03:13:12Z,70000,False,-104.0,132.0,1,left,J. Embiid 16' step back Jump Shot (2 PTS) (K. Oubre Jr. 1 AST),"[203954, 1626162]",1610612755.0,PHI,step back,,,Embiid,J. Embiid,,,,,Mid-Range,16-24 Left Center,16.84,Made,2.0,K. Oubre Jr.,1626162.0,1.0,,,,,,,,,,,,,,
8,PT11M23.00S,2026-02-03T03:13:15.8Z,1,REGULAR,turnover,out-of-bounds,[],202695,,,1610612746,0,2,2026-02-03T03:13:25Z,80000,False,,,0,,K. Leonard bad pass out-of-bounds TURNOVER (1 TO),[202695],1610612746.0,LAC,bad pass,,,Leonard,K. Leonard,,,,,Above the Break 3,24+ Center,,,,,,,203591.0,1.0,,,,,,,,,,,,
9,PT11M12.00S,2026-02-03T03:13:32.1Z,1,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",1631230,16.770696452036795,39.21568627450981,1610612755,0,2,2026-02-03T03:13:39Z,90000,False,54.0,105.0,1,left,MISS D. Barlow 11' pullup Shot,[1631230],1610612755.0,PHI,pullup,,,Barlow,D. Barlow,,,,,In The Paint (Non-RA),8-16 Center,11.81,Missed,,,,,,,,,,,,,,,,,,
10,PT11M10.00S,2026-02-03T03:13:34.1Z,1,REGULAR,rebound,defensive,[],1628381,,,1610612746,0,2,2026-02-03T03:15:02Z,100000,False,,,0,,J. Collins REBOUND (Off:0 Def:1),[1628381],1610612746.0,LAC,,,,Collins,J. Collins,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,9.0,1.0,1.0,0.0,,,,,,,,
13,PT10M52.00S,2026-02-03T03:14:05.4Z,1,REGULAR,3pt,Jump Shot,[],1628381,93.51182654402102,4.6568627450980395,1610612746,0,2,2026-02-03T03:14:11Z,120000,False,-227.0,8.0,1,right,MISS J. Collins 3PT,[1628381],1610612746.0,LAC,,,,Collins,J. Collins,,,,,Left Corner 3,24+ Left,22.69,Missed,,,,,,,,,,,,,,,,,,
14,PT10M49.00S,2026-02-03T03:14:08.4Z,1,REGULAR,rebound,defensive,[],1626162,,,1610612755,0,2,2026-02-03T03:14:11Z,130000,False,,,0,,K. Oubre Jr. REBOUND (Off:0 Def:1),[1626162],1610612755.0,PHI,,,,Oubre Jr.,K. Oubre Jr.,,,,,Left Corner 3,24+ Left,,,,,,,,,13.0,1.0,1.0,0.0,,,,,,,,
15,PT10M35.00S,2026-02-03T03:14:22.5Z,1,REGULAR,2pt,Jump Shot,[],1642845,21.23850197109067,48.28431372549019,1610612755,0,2,2026-02-03T03:14:28Z,140000,False,9.0,147.0,1,left,MISS V. Edgecombe 14' Jump Shot,[1642845],1610612755.0,PHI,,,,Edgecombe,V. Edgecombe,,,,,Mid-Range,8-16 Center,14.74,Missed,,,,,,,,,,,,,,,,,,
16,PT10M32.00S,2026-02-03T03:14:25.5Z,1,REGULAR,rebound,defensive,[],1642920,,,1610612746,0,2,2026-02-03T03:14:28Z,150000,False,,,0,,K. Sanders REBOUND (Off:0 Def:1),[1642920],1610612746.0,LAC,,,,Sanders,K. Sanders,,,,,Mid-Range,8-16 Center,,,,,,,,,15.0,1.0,1.0,0.0,,,,,,,,
