actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,turnoverTotal,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId
17,PT10M18.00S,2026-04-09T02:12:22.5Z,1,REGULAR,rebound,defensive,[],1631114,,,1610612760,2,3,2026-04-09T02:12:23Z,170000,False,,,0,,J. Williams REBOUND (Off:0 Def:1),[1631114],1610612760.0,OKC,,,,Williams,J. Williams,,,,,Above the Break 3,24+ Left Center,,,16.0,1.0,1.0,0.0,,,,,,,,,,,,,,
18,PT10M14.00S,2026-04-09T02:12:27.9Z,1,REGULAR,2pt,DUNK,"['fastbreak', 'pointsinthepaint']",1628392,6.1268068331143235,48.529411764705884,1610612760,2,5,2026-04-09T02:12:32Z,180000,False,7.0,5.0,1,left,I. Hartenstein running alley-oop DUNK (2 PTS) (J. Williams 1 AST),"[1628392, 1631114]",1610612760.0,OKC,running alley-oop,,,Hartenstein,I. Hartenstein,,,,,Restricted Area,0-8 Center,0.9,Made,,,,,,,2.0,J. Williams,1631114.0,1.0,,,,,,,,
20,PT09M58.00S,2026-04-09T02:12:43.2Z,1,REGULAR,3pt,Jump Shot,[],1627739,69.85873850197109,24.264705882352942,1610612746,2,5,2026-04-09T02:13:52Z,200000,False,-129.0,231.0,1,right,MISS K. Dunn 26' pullup 3PT,[1627739],1610612746.0,LAC,pullup,,,Dunn,K. Dunn,,,,,Above the Break 3,24+ Left Center,26.43,Missed,,,,,,,,,,,,,,,,,,
21,PT09M52.00S,2026-04-09T02:12:49.2Z,1,REGULAR,rebound,defensive,[],1628392,,,1610612760,2,5,2026-04-09T02:12:49Z,210000,False,,,0,,I. Hartenstein REBOUND (Off:0 Def:2),[1628392],1610612760.0,OKC,,,,Hartenstein,I. Hartenstein,,,,,Above the Break 3,24+ Left Center,,,20.0,2.0,2.0,0.0,,,,,,,,,,,,,,
22,PT09M32.00S,2026-04-09T02:13:08.8Z,1,REGULAR,2pt,Jump Shot,[],1631096,8.360709592641262,74.01960784313727,1610612760,2,7,2026-04-09T02:13:13Z,220000,False,-120.0,26.0,1,left,C. Holmgren 12' step back Jump Shot (2 PTS) (J. Williams 2 AST),"[1631096, 1631114]",1610612760.0,OKC,step back,,,Holmgren,C. Holmgren,,,,,Mid-Range,8-16 Left,12.29,Made,,,,,,,2.0,J. Williams,1631114.0,2.0,,,,,,,,
24,PT09M20.00S,2026-04-09T02:13:24.1Z,1,REGULAR,foul,personal,[],1629652,,,1610612746,2,7,2026-04-09T02:13:34Z,240000,False,,,0,,L. Dort personal FOUL (1 PF),"[1629652, 202695]",1610612760.0,OKC,,,,Dort,L. Dort,,,,,Mid-Range,16-24 Center,,,,,,,1146.0,,,,,,1.0,0.0,Leonard,202695.0,,,,
26,PT09M15.00S,2026-04-09T02:13:58.1Z,1,REGULAR,foul,personal,[],1628392,,,1610612746,2,7,2026-04-09T02:14:04Z,260000,False,,,0,,I. Hartenstein personal FOUL (1 PF),"[1628392, 202695]",1610612760.0,OKC,,,,Hartenstein,I. Hartenstein,,,,,Above the Break 3,24+ Center,,,,,,,1146.0,,,,,,1.0,0.0,Leonard,202695.0,,,,
28,PT09M06.00S,2026-04-09T02:14:27.0Z,1,REGULAR,3pt,Jump Shot,[],202695,65.91655716162943,48.77450980392157,1610612746,5,7,2026-04-09T02:14:31Z,280000,False,-6.0,268.0,1,right,K. Leonard 26' 3PT  (3 PTS) (B. Lopez 1 AST),"[202695, 201572]",1610612746.0,LAC,,,,Leonard,K. Leonard,,,,,Above the Break 3,24+ Center,26.8,Made,,,,,,,3.0,B. Lopez,201572.0,1.0,,,,,,,,
30,PT08M53.00S,2026-04-09T02:14:39.8Z,1,REGULAR,2pt,Jump Shot,[],1628983,6.652431011826544,74.01960784313727,1610612760,5,9,2026-04-09T02:14:44Z,300000,False,-120.0,10.0,1,left,S. Gilgeous-Alexander 12' step back Jump Shot (2 PTS),[1628983],1610612760.0,OKC,step back,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,Mid-Range,8-16 Left,12.05,Made,,,,,,,2.0,,,,,,,,,,,
31,PT08M44.00S,2026-04-09T02:14:49.7Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1627739,82.60512483574244,43.38235294117647,1610612746,5,9,2026-04-09T02:16:36Z,310000,False,-33.0,111.0,1,right,MISS K. Dunn 11' driving floating Shot,[1627739],1610612746.0,LAC,driving floating,,,Dunn,K. Dunn,,,,,In The Paint (Non-RA),8-16 Center,11.58,Missed,,,,,,,,,,,,,,,,,,
32,PT08M42.00S,2026-04-09T02:14:51.7Z,1,REGULAR,rebound,offensive,[],1628381,,,1610612746,5,9,2026-04-09T02:16:36Z,320000,False,,,0,,J. Collins REBOUND (Off:1 Def:1),[1628381],1610612746.0,LAC,,,,Collins,J. Collins,,,,,In The Paint (Non-RA),8-16 Center,,,31.0,2.0,1.0,1.0,,,,,,,,,,,,,,
33,PT08M40.00S,2026-04-09T02:14:54.0Z,1,REGULAR,turnover,bad pass,[],1628381,,,1610612746,5,9,2026-04-09T02:16:58Z,330000,False,,,0,,J. Collins bad pass TURNOVER (1 TO),"[1628381, 1631096]",1610612746.0,LAC,,,,Collins,J. Collins,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,1.0,,,,,,,,,Holmgren,1631096.0,,
34,PT08M40.00S,2026-04-09T02:14:54.0Z,1,REGULAR,steal,,[],1631096,,,1610612760,5,9,2026-04-09T02:14:56Z,340000,False,,,0,,C. Holmgren STEAL (1 STL),[1631096],1610612760.0,OKC,,,,Holmgren,C. Holmgren,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,,,,,,,
35,PT08M35.00S,2026-04-09T02:14:58.5Z,1,REGULAR,2pt,DUNK,"['fastbreak', 'pointsinthepaint', 'fromturnover']",1631096,5.469776609724048,48.28431372549019,1610612760,5,11,2026-04-09T02:15:04Z,350000,False,9.0,-1.0,1,left,C. Holmgren running DUNK (4 PTS) (S. Gilgeous-Alexander 1 AST),"[1631096, 1628983]",1610612760.0,OKC,running,,,Holmgren,C. Holmgren,,,,,Restricted Area,0-8 Center,0.87,Made,,,,,,,4.0,S. Gilgeous-Alexander,1628983.0,1.0,,,,,,,,
37,PT08M11.00S,2026-04-09T02:15:21.6Z,1,REGULAR,turnover,bad pass,[],1628381,,,1610612746,5,11,2026-04-09T02:15:27Z,370000,False,,,0,,J. Collins bad pass TURNOVER (2 TO),"[1628381, 1631114]",1610612746.0,LAC,,,,Collins,J. Collins,,,,,Restricted Area,0-8 Center,,,,,,,,2.0,,,,,,,,,Williams,1631114.0,,
38,PT08M11.00S,2026-04-09T02:15:21.6Z,1,REGULAR,steal,,[],1631114,,,1610612760,5,11,2026-04-09T02:15:47Z,380000,False,,,0,,J. Williams STEAL (1 STL),[1631114],1610612760.0,OKC,,,,Williams,J. Williams,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
39,PT08M09.00S,2026-04-09T02:15:25.4Z,1,REGULAR,foul,personal,['2freethrow'],202695,,,1610612760,5,11,2026-04-09T02:15:39Z,390000,False,,,0,,K. Leonard shooting personal FOUL (1 PF) (Holmgren 2 FT),"[202695, 1631096]",1610612746.0,LAC,shooting,,,Leonard,K. Leonard,,,,,Restricted Area,0-8 Center,,,,,,,201245.0,,,,,,1.0,0.0,Holmgren,1631096.0,,,,
41,PT08M09.00S,2026-04-09T02:15:53.4Z,1,REGULAR,freethrow,1 of 2,"['fromturnover', 'fastbreak']",1631096,,,1610612760,5,12,2026-04-09T02:16:15Z,410000,False,,,0,,C. Holmgren Free Throw 1 of 2 (5 PTS),[1631096],1610612760.0,OKC,,,,Holmgren,C. Holmgren,,,,,,,,Made,,,,,,,5.0,,,,,,,,,,,
42,PT08M09.00S,2026-04-09T02:15:53.4Z,1,REGULAR,freethrow,2 of 2,"['fastbreak', 'fromturnover']",1631096,,,1610612760,5,12,2026-04-09T02:16:15Z,420000,False,,,0,,MISS C. Holmgren Free Throw 2 of 2,[1631096],1610612760.0,OKC,,,,Holmgren,C. Holmgren,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
43,PT08M06.00S,2026-04-09T02:15:56.4Z,1,REGULAR,rebound,defensive,[],1628381,,,1610612746,5,12,2026-04-09T02:16:15Z,430000,False,,,0,,J. Collins REBOUND (Off:1 Def:2),[1628381],1610612746.0,LAC,,,,Collins,J. Collins,,,,,,,,,42.0,3.0,2.0,1.0,,,,,,,,,,,,,,
44,PT07M54.00S,2026-04-09T02:16:26.4Z,1,REGULAR,3pt,Jump Shot,[],1627739,91.01511169513797,1.9607843137254901,1610612746,5,12,2026-04-09T02:16:34Z,440000,False,-240.0,32.0,1,right,MISS K. Dunn 24' 3PT,[1627739],1610612746.0,LAC,,,,Dunn,K. Dunn,,,,,Left Corner 3,24+ Left,24.23,Missed,,,,,,,,,,,,,,,,,,
45,PT07M53.00S,2026-04-09T02:16:27.4Z,1,REGULAR,rebound,offensive,[],1628381,,,1610612746,5,12,2026-04-09T02:19:30Z,450000,False,,,0,,J. Collins REBOUND (Off:2 Def:2),[1628381],1610612746.0,LAC,,,,Collins,J. Collins,,,,,Left Corner 3,24+ Left,,,44.0,4.0,2.0,2.0,,,,,,,,,,,,,,
46,PT07M52.00S,2026-04-09T02:16:34.1Z,1,REGULAR,2pt,Layup,"['2ndchance', 'pointsinthepaint']",1628381,94.40999984741211,50.0,1610612746,7,12,2026-04-09T02:19:36Z,460000,False,0.0,0.0,1,right,J. Collins putback Layup (2 PTS),[1628381],1610612746.0,LAC,putback,,,Collins,J. Collins,,,,,Restricted Area,0-8 Center,0.0,Made,,,,,,,2.0,,,,,,,,,,,
47,PT07M35.00S,2026-04-09T02:16:45.8Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628392,17.821944809461236,50.98039215686274,1610612760,7,14,2026-04-09T02:20:16Z,470000,False,-5.0,115.0,1,left,I. Hartenstein 11' driving floating Jump Shot (4 PTS) (S. Gilgeous-Alexander 2 AST),"[1628392, 1628983]",1610612760.0,OKC,driving floating,,,Hartenstein,I. Hartenstein,,,,,In The Paint (Non-RA),8-16 Center,11.51,Made,,,,,,,4.0,S. Gilgeous-Alexander,1628983.0,2.0,,,,,,,,
49,PT07M21.00S,2026-04-09T02:17:00.5Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],201572,87.07293035479631,57.107843137254896,1610612746,7,14,2026-04-09T02:20:54Z,490000,False,36.0,69.0,1,right,MISS B. Lopez 7' floating Shot,[201572],1610612746.0,LAC,floating,,,Lopez,B. Lopez,,,,,In The Paint (Non-RA),0-8 Center,7.76,Missed,,,,,,,,,,,,,,,,,,
50,PT07M19.00S,2026-04-09T02:17:02.9Z,1,REGULAR,rebound,offensive,[],201572,,,1610612746,7,14,2026-04-09T02:17:02Z,500000,False,,,0,,B. Lopez REBOUND (Off:1 Def:0),[201572],1610612746.0,LAC,,,,Lopez,B. Lopez,,,,,In The Paint (Non-RA),0-8 Center,,,49.0,1.0,0.0,1.0,,,,,,,,,,,,,,
51,PT07M18.00S,2026-04-09T02:17:03.8Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",201572,90.88370565045992,55.392156862745104,1610612746,7,14,2026-04-09T02:17:09Z,510000,False,27.0,33.0,1,right,MISS B. Lopez putback Layup - blocked,"[201572, 1628392]",1610612746.0,LAC,putback,,,Lopez,B. Lopez,,,,,Restricted Area,0-8 Center,4.28,Missed,,,,,,,,,,,,,,,,,Hartenstein,1628392.0
52,PT07M18.00S,2026-04-09T02:17:03.8Z,1,REGULAR,block,,[],1628392,,,1610612746,7,14,2026-04-09T02:17:05Z,520000,False,,,0,,I. Hartenstein BLOCK (1 BLK),[1628392],1610612760.0,OKC,,,,Hartenstein,I. Hartenstein,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
53,PT07M14.00S,2026-04-09T02:17:07.8Z,1,REGULAR,rebound,defensive,[],1631096,,,1610612760,7,14,2026-04-09T02:17:09Z,530000,False,,,0,,C. Holmgren REBOUND (Off:0 Def:1),[1631096],1610612760.0,OKC,,,,Holmgren,C. Holmgren,,,,,Restricted Area,0-8 Center,,,51.0,1.0,1.0,0.0,,,,,,,,,,,,,,
54,PT07M10.00S,2026-04-09T02:17:12.3Z,1,REGULAR,foul,personal,['2freethrow'],201572,,,1610612760,7,14,2026-04-09T02:17:18Z,540000,False,,,0,,B. Lopez shooting personal FOUL (1 PF) (Holmgren 2 FT),"[201572, 1631096]",1610612746.0,LAC,shooting,,,Lopez,B. Lopez,,,,,Restricted Area,0-8 Center,,,,,,,1628171.0,,,,,,1.0,0.0,Holmgren,1631096.0,,,,
56,PT07M10.00S,2026-04-09T02:17:41.9Z,1,REGULAR,freethrow,1 of 2,['fastbreak'],1631096,,,1610612760,7,15,2026-04-09T02:22:43Z,560000,False,,,0,,C. Holmgren Free Throw 1 of 2 (6 PTS),[1631096],1610612760.0,OKC,,,,Holmgren,C. Holmgren,,,,,,,,Made,,,,,,,6.0,,,,,,,,,,,
57,PT07M10.00S,2026-04-09T02:17:41.9Z,1,REGULAR,freethrow,2 of 2,['fastbreak'],1631096,,,1610612760,7,16,2026-04-09T02:22:43Z,570000,False,,,0,,C. Holmgren Free Throw 2 of 2 (7 PTS),[1631096],1610612760.0,OKC,,,,Holmgren,C. Holmgren,,,,,,,,Made,,,,,,,7.0,,,,,,,,,,,
58,PT06M54.00S,2026-04-09T02:18:20.4Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],1628381,88.25558475689881,44.85294117647059,1610612746,9,16,2026-04-09T02:18:24Z,580000,False,-26.0,58.0,1,right,J. Collins 6' driving Hook (4 PTS) (K. Leonard 1 AST),"[1628381, 202695]",1610612746.0,LAC,driving,,,Collins,J. Collins,,,,,In The Paint (Non-RA),0-8 Center,6.33,Made,,,,,,,4.0,K. Leonard,202695.0,1.0,,,,,,,,
60,PT06M41.00S,2026-04-09T02:18:33.6Z,1,REGULAR,3pt,Jump Shot,[],1631096,32.276609724047304,37.5,1610612760,9,19,2026-04-09T02:18:38Z,600000,False,62.0,251.0,1,left,C. Holmgren 25' 3PT  (10 PTS) (S. Gilgeous-Alexander 3 AST),"[1631096, 1628983]",1610612760.0,OKC,,,,Holmgren,C. Holmgren,,,,,Above the Break 3,24+ Center,25.86,Made,,,,,,,10.0,S. Gilgeous-Alexander,1628983.0,3.0,,,,,,,,
62,PT06M40.00S,2026-04-09T02:18:39.2Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612746,9,19,2026-04-09T02:18:39Z,620000,False,,,0,,LAC Timeout,[],1610612746.0,LAC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
63,PT06M27.00S,2026-04-09T02:21:55.7Z,1,REGULAR,2pt,Jump Shot,[],202695,78.79434954007884,36.51960784313725,1610612746,9,19,2026-04-09T02:22:00Z,630000,False,-67.0,147.0,1,right,MISS K. Leonard 16' pullup Shot,[202695],1610612746.0,LAC,pullup,,,Leonard,K. Leonard,,,,,Mid-Range,16-24 Left Center,16.15,Missed,,,,,,,,,,,,,,,,,,
64,PT06M23.00S,2026-04-09T02:21:59.7Z,1,REGULAR,rebound,defensive,[],1631096,,,1610612760,9,19,2026-04-09T02:22:00Z,640000,False,,,0,,C. Holmgren REBOUND (Off:0 Def:2),[1631096],1610612760.0,OKC,,,,Holmgren,C. Holmgren,,,,,Mid-Range,16-24 Left Center,,,63.0,2.0,2.0,0.0,,,,,,,,,,,,,,
65,PT06M17.00S,2026-04-09T02:22:05.3Z,1,REGULAR,2pt,Jump Shot,[],1628983,17.95335085413929,73.2843137254902,1610612760,9,19,2026-04-09T02:24:37Z,650000,False,-116.0,116.0,1,left,MISS S. Gilgeous-Alexander 16' step back Shot,[1628983],1610612760.0,OKC,step back,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,Mid-Range,16-24 Left Center,16.45,Missed,,,,,,,,,,,,,,,,,,
66,PT06M12.00S,2026-04-09T02:22:10.3Z,1,REGULAR,rebound,defensive,[],201572,,,1610612746,9,19,2026-04-09T02:22:09Z,660000,False,,,0,,B. Lopez REBOUND (Off:1 Def:1),[201572],1610612746.0,LAC,,,,Lopez,B. Lopez,,,,,Mid-Range,16-24 Left Center,,,65.0,2.0,1.0,1.0,,,,,,,,,,,,,,
67,PT06M00.00S,2026-04-09T02:22:21.5Z,1,REGULAR,3pt,Jump Shot,[],1627884,80.3712220762155,90.68627450980392,1610612746,12,19,2026-04-09T02:22:25Z,670000,False,203.0,132.0,1,right,D. Jones Jr. 24' 3PT  (5 PTS) (B. Lopez 2 AST),"[1627884, 201572]",1610612746.0,LAC,,,,Jones Jr.,D. Jones Jr.,,,,,Above the Break 3,24+ Right Center,24.25,Made,,,,,,,5.0,B. Lopez,201572.0,2.0,,,,,,,,
69,PT05M46.00S,2026-04-09T02:22:36.0Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628983,14.4053876478318,63.970588235294116,1610612760,12,21,2026-04-09T02:25:29Z,690000,False,-70.0,83.0,1,left,S. Gilgeous-Alexander 10' pullup Jump Shot (4 PTS),[1628983],1610612760.0,OKC,pullup,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,In The Paint (Non-RA),8-16 Left,10.84,Made,,,,,,,4.0,,,,,,,,,,,
70,PT05M33.00S,2026-04-09T02:22:48.7Z,1,REGULAR,2pt,Jump Shot,[],202695,94.82588699080158,66.17647058823529,1610612746,12,21,2026-04-09T02:22:53Z,700000,False,81.0,-4.0,1,right,MISS K. Leonard 8' turnaround fadeaway Shot,[202695],1610612746.0,LAC,turnaround fadeaway,,,Leonard,K. Leonard,,,,,Mid-Range,8-16 Right,8.1,Missed,,,,,,,,,,,,,,,,,,
71,PT05M29.00S,2026-04-09T02:22:52.7Z,1,REGULAR,rebound,defensive,[],1628392,,,1610612760,12,21,2026-04-09T02:22:53Z,710000,False,,,0,,I. Hartenstein REBOUND (Off:0 Def:3),[1628392],1610612760.0,OKC,,,,Hartenstein,I. Hartenstein,,,,,Mid-Range,8-16 Right,,,70.0,3.0,3.0,0.0,,,,,,,,,,,,,,
73,PT05M23.00S,2026-04-09T02:23:03.6Z,1,REGULAR,substitution,out,[],201572,,,1610612760,12,21,2026-04-09T02:23:15Z,730000,False,,,0,,SUB out: B. Lopez,[201572],1610612746.0,LAC,,,,Lopez,B. Lopez,,,,,,,,,,,,,,,,,,,,,,,,,,
74,PT05M23.00S,2026-04-09T02:23:03.6Z,1,REGULAR,substitution,out,[],1628392,,,1610612760,12,21,2026-04-09T02:23:15Z,740000,False,,,0,,SUB out: I. Hartenstein,[1628392],1610612760.0,OKC,,,,Hartenstein,I. Hartenstein,,,,,,,,,,,,,,,,,,,,,,,,,,
75,PT05M23.00S,2026-04-09T02:23:03.6Z,1,REGULAR,substitution,in,[],1631097,,,1610612760,12,21,2026-04-09T02:23:15Z,750000,False,,,0,,SUB in: B. Mathurin,[1631097],1610612746.0,LAC,,,,Mathurin,B. Mathurin,,,,,,,,,,,,,,,,,,,,,,,,,,
76,PT05M23.00S,2026-04-09T02:23:03.6Z,1,REGULAR,substitution,in,[],1631119,,,1610612760,12,21,2026-04-09T02:23:15Z,760000,False,,,0,,SUB in: J. Williams,[1631119],1610612760.0,OKC,,,,Williams,J. Williams,,,,,,,,,,,,,,,,,,,,,,,,,,
77,PT05M14.00S,2026-04-09T02:23:33.7Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1628983,10.726018396846255,53.67647058823529,1610612760,12,21,2026-04-09T02:23:40Z,770000,False,-18.0,48.0,1,left,MISS S. Gilgeous-Alexander driving Layup,[1628983],1610612760.0,OKC,driving,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,In The Paint (Non-RA),0-8 Center,5.17,Missed,,,,,,,,,,,,,,,,,,
78,PT05M12.00S,2026-04-09T02:23:35.7Z,1,REGULAR,rebound,defensive,[],202695,,,1610612746,12,21,2026-04-09T02:23:40Z,780000,False,,,0,,K. Leonard REBOUND (Off:0 Def:1),[202695],1610612746.0,LAC,,,,Leonard,K. Leonard,,,,,In The Paint (Non-RA),0-8 Center,,,77.0,1.0,1.0,0.0,,,,,,,,,,,,,,
79,PT05M09.00S,2026-04-09T02:23:38.7Z,1,REGULAR,2pt,Jump Shot,['fastbreak'],202695,75.1149802890933,47.05882352941176,1610612746,12,21,2026-04-09T02:27:46Z,790000,False,-15.0,181.0,1,right,MISS K. Leonard 18' running Shot,[202695],1610612746.0,LAC,running,,,Leonard,K. Leonard,,,,,Mid-Range,16-24 Center,18.2,Missed,,,,,,,,,,,,,,,,,,
80,PT05M06.00S,2026-04-09T02:23:41.7Z,1,REGULAR,rebound,offensive,[],1628381,,,1610612746,12,21,2026-04-09T02:27:46Z,800000,False,,,0,,J. Collins REBOUND (Off:3 Def:2),[1628381],1610612746.0,LAC,,,,Collins,J. Collins,,,,,Mid-Range,16-24 Center,,,79.0,5.0,2.0,3.0,,,,,,,,,,,,,,
81,PT05M03.00S,2026-04-09T02:23:45.5Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],1627884,85.23324572930355,2.2058823529411766,1610612746,12,21,2026-04-09T02:23:48Z,810000,False,-239.0,86.0,1,right,MISS D. Jones Jr. 25' 3PT,[1627884],1610612746.0,LAC,,,,Jones Jr.,D. Jones Jr.,,,,,Left Corner 3,24+ Left,25.41,Missed,,,,,,,,,,,,,,,,,,
82,PT05M00.00S,2026-04-09T02:23:48.5Z,1,REGULAR,rebound,defensive,[],1629652,,,1610612760,12,21,2026-04-09T02:23:48Z,820000,False,,,0,,L. Dort REBOUND (Off:0 Def:1),[1629652],1610612760.0,OKC,,,,Dort,L. Dort,,,,,Left Corner 3,24+ Left,,,81.0,1.0,1.0,0.0,,,,,,,,,,,,,,
83,PT04M52.00S,2026-04-09T02:23:55.8Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],1631096,5.601182654402102,47.30392156862745,1610612760,12,23,2026-04-09T02:24:02Z,830000,False,13.0,0.0,1,left,C. Holmgren cutting DUNK (12 PTS) (S. Gilgeous-Alexander 4 AST),"[1631096, 1628983]",1610612760.0,OKC,cutting,,,Holmgren,C. Holmgren,,,,,Restricted Area,0-8 Center,1.35,Made,,,,,,,12.0,S. Gilgeous-Alexander,1628983.0,4.0,,,,,,,,
