actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,foulPersonalTotal,foulTechnicalTotal,turnoverTotal,stealPlayerName,stealPersonId,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId
447,PT01M40.00S,2023-12-24T03:11:40.6Z,3,REGULAR,2pt,Jump Shot,[],1630703,79.97289750328515,66.6436887254902,1610612757,85,75,2023-12-24T03:26:16Z,4230000,False,83.0,136.0,1,right,MISS S. Henderson 15' pullup Shot,[1630703],1610612757.0,POR,pullup,,,Henderson,S. Henderson,,,,,Mid-Range,8-16 Right,15.93,Missed,,,,,,,,,,,,,,,,,,
448,PT01M40.00S,2023-12-24T03:11:40.6Z,3,REGULAR,rebound,defensive,['team'],0,,,1610612744,85,75,2023-12-24T03:11:53Z,4240000,False,,,0,,TEAM defensive REBOUND,[],1610612744.0,GSW,,,,,,,,,,Above the Break 3,24+ Right Center,,,,,,,447.0,,,,,,,,,,,,,
449,PT01M40.00S,2023-12-24T03:11:54.3Z,3,REGULAR,substitution,out,[],201939,,,1610612744,85,75,2023-12-24T03:12:06Z,4250000,False,,,0,,SUB out: S. Curry,[201939],1610612744.0,GSW,,,,Curry,S. Curry,,,,,,,,,,,,,,,,,,,,,,,,,,
450,PT01M40.00S,2023-12-24T03:11:54.3Z,3,REGULAR,substitution,out,[],1627763,,,1610612744,85,75,2023-12-24T03:12:06Z,4260000,False,,,0,,SUB out: M. Brogdon,[1627763],1610612757.0,POR,,,,Brogdon,M. Brogdon,,,,,,,,,,,,,,,,,,,,,,,,,,
451,PT01M40.00S,2023-12-24T03:11:54.3Z,3,REGULAR,substitution,out,[],1641739,,,1610612744,85,75,2023-12-24T03:12:06Z,4270000,False,,,0,,SUB out: T. Camara,[1641739],1610612757.0,POR,,,,Camara,T. Camara,,,,,,,,,,,,,,,,,,,,,,,,,,
452,PT01M40.00S,2023-12-24T03:11:54.3Z,3,REGULAR,substitution,in,[],1641764,,,1610612744,85,75,2023-12-24T03:12:06Z,4280000,False,,,0,,SUB in: B. Podziemski,[1641764],1610612744.0,GSW,,,,Podziemski,B. Podziemski,,,,,,,,,,,,,,,,,,,,,,,,,,
453,PT01M40.00S,2023-12-24T03:11:54.3Z,3,REGULAR,substitution,in,[],1629014,,,1610612744,85,75,2023-12-24T03:12:06Z,4290000,False,,,0,,SUB in: A. Simons,[1629014],1610612757.0,POR,,,,Simons,A. Simons,,,,,,,,,,,,,,,,,,,,,,,,,,
454,PT01M40.00S,2023-12-24T03:11:54.3Z,3,REGULAR,substitution,in,[],203924,,,1610612744,85,75,2023-12-24T03:12:06Z,4300000,False,,,0,,SUB in: J. Grant,[203924],1610612757.0,POR,,,,Grant,J. Grant,,,,,,,,,,,,,,,,,,,,,,,,,,
456,PT01M26.00S,2023-12-24T03:12:22.1Z,3,REGULAR,2pt,DUNK,['pointsinthepaint'],1631218,5.863994743758213,49.01960784313725,1610612744,87,75,2023-12-24T03:12:33Z,4310000,False,5.0,3.0,1,left,T. Jackson-Davis cutting DUNK (6 PTS) (C. Paul 8 AST),"[1631218, 101108]",1610612744.0,GSW,cutting,,,Jackson-Davis,T. Jackson-Davis,,,,,Restricted Area,0-8 Center,0.55,Made,6.0,C. Paul,101108.0,8.0,,,,,,,,,,,,,,
458,PT01M10.00S,2023-12-24T03:12:40.1Z,3,REGULAR,foul,personal,['2freethrow'],1631218,,,1610612757,87,75,2023-12-24T03:12:57Z,4330000,False,,,0,,T. Jackson-Davis shooting personal FOUL (2 PF) (Henderson 2 FT),"[1631218, 1630703]",1610612744.0,GSW,shooting,,,Jackson-Davis,T. Jackson-Davis,,,,,Restricted Area,0-8 Center,,,,,,,,,,,1629178.0,2.0,0.0,,,,Henderson,1630703.0,,
460,PT01M10.00S,2023-12-24T03:13:01.5Z,3,REGULAR,freethrow,1 of 2,[],1630703,,,1610612757,87,75,2023-12-24T03:13:32Z,4350000,False,,,0,,MISS S. Henderson Free Throw 1 of 2,[1630703],1610612757.0,POR,,,,Henderson,S. Henderson,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
461,PT01M10.00S,2023-12-24T03:13:01.5Z,3,REGULAR,rebound,offensive,"['team', 'deadball']",0,,,1610612757,87,75,2023-12-24T03:13:32Z,4360000,False,,,0,,TEAM offensive REBOUND,[],1610612757.0,POR,,,,,,,,,,,,,,,,,,460.0,,,,,,,,,,,,,
462,PT01M10.00S,2023-12-24T03:13:01.5Z,3,REGULAR,freethrow,2 of 2,[],1630703,,,1610612757,87,75,2023-12-24T03:13:32Z,4370000,False,,,0,,MISS S. Henderson Free Throw 2 of 2,[1630703],1610612757.0,POR,,,,Henderson,S. Henderson,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
463,PT01M07.00S,2023-12-24T03:13:04.5Z,3,REGULAR,rebound,defensive,[],203967,,,1610612744,87,75,2023-12-24T03:13:32Z,4380000,False,,,0,,D. Saric REBOUND (Off:2 Def:2),[203967],1610612744.0,GSW,,,,Saric,D. Saric,,,,,,,,,,,,,462.0,4.0,2.0,2.0,,,,,,,,,,
464,PT01M01.00S,2023-12-24T03:13:27.9Z,3,REGULAR,turnover,8-second-violation,['team'],0,,,1610612744,87,75,2023-12-24T03:19:48Z,4390000,False,,,0,,GSW 8-second-violation Team TURNOVER,[],1610612744.0,GSW,,,,,,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,,,,,,,,,
465,PT00M52.30S,2023-12-24T03:13:52.0Z,3,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1630541,,,1610612757,87,75,2023-12-24T03:14:09Z,4400000,False,,,0,,M. Moody shooting personal FOUL (2 PF) (Simons 2 FT),"[1630541, 1629014]",1610612744.0,GSW,shooting,,,Moody,M. Moody,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,201639.0,2.0,0.0,,,,Simons,1629014.0,,
467,PT00M52.30S,2023-12-24T03:14:18.0Z,3,REGULAR,freethrow,1 of 2,['fromturnover'],1629014,,,1610612757,87,76,2023-12-24T03:14:18Z,4420000,False,,,0,,A. Simons Free Throw 1 of 2 (15 PTS),[1629014],1610612757.0,POR,,,,Simons,A. Simons,,,,,,,,Made,15.0,,,,,,,,,,,,,,,,,
468,PT00M52.30S,2023-12-24T03:14:31.9Z,3,REGULAR,freethrow,2 of 2,['fromturnover'],1629014,,,1610612757,87,77,2023-12-24T03:14:31Z,4430000,False,,,0,,A. Simons Free Throw 2 of 2 (16 PTS),[1629014],1610612757.0,POR,,,,Simons,A. Simons,,,,,,,,Made,16.0,,,,,,,,,,,,,,,,,
469,PT00M31.10S,2023-12-24T03:14:55.8Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],203967,8.09789750328515,47.30392156862745,1610612744,89,77,2023-12-24T03:28:06Z,4440000,False,13.0,24.0,1,left,D. Saric cutting Layup (6 PTS) (C. Paul 9 AST),"[203967, 101108]",1610612744.0,GSW,cutting,,,Saric,D. Saric,,,,,Restricted Area,0-8 Center,2.72,Made,6.0,C. Paul,101108.0,9.0,,,,,,,,,,,,,,
471,PT00M17.40S,2023-12-24T03:15:12.1Z,3,REGULAR,3pt,Jump Shot,[],1630703,90.48948751642575,95.83333333333334,1610612757,89,77,2023-12-24T03:15:18Z,4460000,False,229.0,37.0,1,right,MISS S. Henderson 3PT,[1630703],1610612757.0,POR,,,,Henderson,S. Henderson,,,,,Right Corner 3,24+ Right,23.22,Missed,,,,,,,,,,,,,,,,,,
472,PT00M13.00S,2023-12-24T03:15:16.5Z,3,REGULAR,rebound,defensive,[],1631218,,,1610612744,89,77,2023-12-24T03:15:16Z,4470000,False,,,0,,T. Jackson-Davis REBOUND (Off:1 Def:3),[1631218],1610612744.0,GSW,,,,Jackson-Davis,T. Jackson-Davis,,,,,Right Corner 3,24+ Right,,,,,,,471.0,4.0,3.0,1.0,,,,,,,,,,
473,PT00M07.00S,2023-12-24T03:15:24.8Z,3,REGULAR,foul,personal,[],203924,,,1610612744,89,77,2023-12-24T03:15:44Z,4480000,False,,,0,,J. Grant personal FOUL (2 PF),"[203924, 1630541]",1610612757.0,POR,,,,Grant,J. Grant,,,,,Mid-Range,16-24 Right,,,,,,,,,,,1629178.0,2.0,0.0,,,,Moody,1630541.0,,
476,PT00M01.10S,2023-12-24T03:15:55.8Z,3,REGULAR,2pt,Jump Shot,[],101108,26.49474375821288,60.78431372549019,1610612744,89,77,2023-12-24T03:28:50Z,4500000,False,-54.0,197.0,1,left,MISS C. Paul 20' fadeaway Shot,[101108],1610612744.0,GSW,fadeaway,,,Paul,C. Paul,,,,,Mid-Range,16-24 Center,20.39,Missed,,,,,,,,,,,,,,,,,,
477,PT00M01.00S,2023-12-24T03:15:55.9Z,3,REGULAR,rebound,offensive,['team'],0,,,1610612744,89,77,2023-12-24T03:16:53Z,4510000,False,,,0,,TEAM offensive REBOUND,[],1610612744.0,GSW,,,,,,,,,,Mid-Range,16-24 Center,,,,,,,476.0,,,,,,,,,,,,,
478,PT00M00.00S,2023-12-24T03:16:13.8Z,3,REGULAR,period,end,[],0,,,1610612744,89,77,2023-12-24T03:16:13Z,4520000,False,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
479,PT12M00.00S,2023-12-24T03:18:26.6Z,4,REGULAR,substitution,out,['startperiod'],1630541,,,1610612744,89,77,2023-12-24T03:18:55Z,4530000,False,,,0,,SUB out: M. Moody,[1630541],1610612744.0,GSW,,,,Moody,M. Moody,,,,,,,,,,,,,,,,,,,,,,,,,,
480,PT12M00.00S,2023-12-24T03:18:26.6Z,4,REGULAR,substitution,in,['startperiod'],202691,,,1610612744,89,77,2023-12-24T03:18:55Z,4540000,False,,,0,,SUB in: K. Thompson,[202691],1610612744.0,GSW,,,,Thompson,K. Thompson,,,,,,,,,,,,,,,,,,,,,,,,,,
481,PT12M00.00S,2023-12-24T03:18:45.7Z,4,REGULAR,period,start,[],0,,,1610612757,89,77,2023-12-24T03:18:55Z,4550000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
482,PT11M44.00S,2023-12-24T03:19:01.5Z,4,REGULAR,3pt,Jump Shot,[],1629680,77.08607095926413,11.519607843137255,1610612757,89,77,2023-12-24T03:19:09Z,4560000,False,-192.0,163.0,1,right,MISS M. Thybulle 25' 3PT,[1629680],1610612757.0,POR,,,,Thybulle,M. Thybulle,,,,,Above the Break 3,24+ Left Center,25.21,Missed,,,,,,,,,,,,,,,,,,
483,PT11M37.00S,2023-12-24T03:19:08.5Z,4,REGULAR,rebound,defensive,[],1641764,,,1610612744,89,77,2023-12-24T03:19:09Z,4570000,False,,,0,,B. Podziemski REBOUND (Off:1 Def:6),[1641764],1610612744.0,GSW,,,,Podziemski,B. Podziemski,,,,,Above the Break 3,24+ Left Center,,,,,,,482.0,7.0,6.0,1.0,,,,,,,,,,
484,PT11M36.00S,2023-12-24T03:19:08.7Z,4,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fastbreak']",1631218,4.944152431011826,49.26470588235294,1610612744,91,77,2023-12-24T03:19:16Z,4580000,False,4.0,-6.0,1,left,T. Jackson-Davis running DUNK (8 PTS) (B. Podziemski 6 AST),"[1631218, 1641764]",1610612744.0,GSW,running,,,Jackson-Davis,T. Jackson-Davis,,,,,Restricted Area,0-8 Center,0.7,Made,8.0,B. Podziemski,1641764.0,6.0,,,,,,,,,,,,,,
486,PT11M21.00S,2023-12-24T03:19:23.5Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1629680,90.75229960578186,47.05882352941176,1610612757,91,79,2023-12-24T03:29:42Z,4600000,False,-15.0,34.0,1,right,M. Thybulle driving finger roll Layup (5 PTS) (J. Grant 3 AST),"[1629680, 203924]",1610612757.0,POR,driving finger roll,,,Thybulle,M. Thybulle,,,,,Restricted Area,0-8 Center,3.74,Made,5.0,J. Grant,203924.0,3.0,,,,,,,,,,,,,,
488,PT11M13.00S,2023-12-24T03:19:37.0Z,4,REGULAR,foul,personal,[],1630703,,,1610612744,91,79,2023-12-24T03:19:40Z,4620000,False,,,0,,S. Henderson personal FOUL (3 PF),"[1630703, 101108]",1610612757.0,POR,,,,Henderson,S. Henderson,,,,,Mid-Range,16-24 Left Center,,,,,,,,,,,202037.0,3.0,0.0,,,,Paul,101108.0,,
490,PT11M05.00S,2023-12-24T03:20:01.4Z,4,REGULAR,2pt,DUNK,['pointsinthepaint'],1631218,5.206964520367937,48.529411764705884,1610612744,93,79,2023-12-24T03:31:51Z,4640000,False,7.0,-4.0,1,left,T. Jackson-Davis cutting DUNK (10 PTS) (C. Paul 10 AST),"[1631218, 101108]",1610612744.0,GSW,cutting,,,Jackson-Davis,T. Jackson-Davis,,,,,Restricted Area,0-8 Center,0.82,Made,10.0,C. Paul,101108.0,10.0,,,,,,,,,,,,,,
494,PT10M53.00S,2023-12-24T03:20:12.6Z,4,REGULAR,3pt,Jump Shot,[],1629680,75.3777923784494,12.254901960784313,1610612757,93,79,2023-12-24T03:20:18Z,4660000,False,-189.0,179.0,1,right,MISS M. Thybulle 26' 3PT,[1629680],1610612757.0,POR,,,,Thybulle,M. Thybulle,,,,,Above the Break 3,24+ Left Center,26.0,Missed,,,,,,,,,,,,,,,,,,
495,PT10M50.00S,2023-12-24T03:20:15.6Z,4,REGULAR,rebound,defensive,[],1641764,,,1610612744,93,79,2023-12-24T03:20:18Z,4670000,False,,,0,,B. Podziemski REBOUND (Off:1 Def:7),[1641764],1610612744.0,GSW,,,,Podziemski,B. Podziemski,,,,,Above the Break 3,24+ Left Center,,,,,,,494.0,8.0,7.0,1.0,,,,,,,,,,
496,PT10M39.00S,2023-12-24T03:20:27.2Z,4,REGULAR,3pt,Jump Shot,[],1641764,17.427726675427067,5.637254901960785,1610612744,96,79,2023-12-24T03:20:32Z,4680000,False,222.0,111.0,1,left,B. Podziemski 24' 3PT  (11 PTS) (D. Saric 1 AST),"[1641764, 203967]",1610612744.0,GSW,,,,Podziemski,B. Podziemski,,,,,Above the Break 3,24+ Right Center,24.82,Made,11.0,D. Saric,203967.0,1.0,,,,,,,,,,,,,,
498,PT10M38.00S,2023-12-24T03:20:45.3Z,4,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612757,96,79,2023-12-24T03:20:45Z,4700000,False,,,0,,POR Timeout,[],1610612757.0,POR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
500,PT10M38.00S,2023-12-24T03:23:33.5Z,4,REGULAR,substitution,out,[],1629680,,,1610612757,96,79,2023-12-24T03:23:52Z,4710000,False,,,0,,SUB out: M. Thybulle,[1629680],1610612757.0,POR,,,,Thybulle,M. Thybulle,,,,,,,,,,,,,,,,,,,,,,,,,,
501,PT10M38.00S,2023-12-24T03:23:33.5Z,4,REGULAR,substitution,out,[],1631133,,,1610612757,96,79,2023-12-24T03:23:52Z,4720000,False,,,0,,SUB out: J. Walker,[1631133],1610612757.0,POR,,,,Walker,J. Walker,,,,,,,,,,,,,,,,,,,,,,,,,,
502,PT10M38.00S,2023-12-24T03:23:33.5Z,4,REGULAR,substitution,in,[],1627763,,,1610612757,96,79,2023-12-24T03:23:52Z,4730000,False,,,0,,SUB in: M. Brogdon,[1627763],1610612757.0,POR,,,,Brogdon,M. Brogdon,,,,,,,,,,,,,,,,,,,,,,,,,,
503,PT10M38.00S,2023-12-24T03:23:33.5Z,4,REGULAR,substitution,in,[],1641871,,,1610612757,96,79,2023-12-24T03:23:52Z,4740000,False,,,0,,SUB in: D. Reath,[1641871],1610612757.0,POR,,,,Reath,D. Reath,,,,,,,,,,,,,,,,,,,,,,,,,,
504,PT10M25.00S,2023-12-24T03:23:53.8Z,4,REGULAR,2pt,Jump Shot,[],203924,75.90341655716163,72.79411764705883,1610612757,96,79,2023-12-24T03:33:10Z,4750000,False,114.0,174.0,1,right,MISS J. Grant 20' pullup Shot,[203924],1610612757.0,POR,pullup,,,Grant,J. Grant,,,,,Mid-Range,16-24 Right Center,20.8,Missed,,,,,,,,,,,,,,,,,,
505,PT10M23.00S,2023-12-24T03:23:55.8Z,4,REGULAR,rebound,defensive,[],1641764,,,1610612744,96,79,2023-12-24T03:33:10Z,4760000,False,,,0,,B. Podziemski REBOUND (Off:1 Def:8),[1641764],1610612744.0,GSW,,,,Podziemski,B. Podziemski,,,,,Mid-Range,16-24 Right Center,,,,,,,504.0,9.0,8.0,1.0,,,,,,,,,,
506,PT10M16.00S,2023-12-24T03:23:58.4Z,4,REGULAR,3pt,Jump Shot,[],203967,21.107095926412615,91.42156862745098,1610612744,96,79,2023-12-24T03:33:36Z,4770000,False,-207.0,146.0,1,left,MISS D. Saric 25' 3PT,[203967],1610612744.0,GSW,,,,Saric,D. Saric,,,,,Above the Break 3,24+ Left Center,25.33,Missed,,,,,,,,,,,,,,,,,,
507,PT10M14.00S,2023-12-24T03:24:00.4Z,4,REGULAR,rebound,defensive,[],1627763,,,1610612757,96,79,2023-12-24T03:33:36Z,4780000,False,,,0,,M. Brogdon REBOUND (Off:1 Def:4),[1627763],1610612757.0,POR,,,,Brogdon,M. Brogdon,,,,,Above the Break 3,24+ Left Center,,,,,,,506.0,5.0,4.0,1.0,,,,,,,,,,
508,PT10M11.00S,2023-12-24T03:24:04.5Z,4,REGULAR,foul,offensive,[],203924,,,1610612757,96,79,2023-12-24T03:33:51Z,4790000,False,,,0,,J. Grant charge offensive FOUL (3 PF),"[203924, 1641764]",1610612757.0,POR,charge,,,Grant,J. Grant,,,,,Restricted Area,0-8 Center,,,,,,,,,,,1629178.0,3.0,0.0,,,,Podziemski,1641764.0,,
510,PT10M11.00S,2023-12-24T03:24:04.5Z,4,REGULAR,turnover,offensive foul,[],203924,,,1610612757,96,79,2023-12-24T03:24:04Z,4810000,False,,,0,,J. Grant offensive foul TURNOVER (2 TO),[203924],1610612757.0,POR,,,,Grant,J. Grant,,,,,Restricted Area,0-8 Center,,,,,,,,,,,1629178.0,,,2.0,,,,,,
511,PT09M58.00S,2023-12-24T03:24:38.4Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1641764,11.383048620236531,56.372549019607845,1610612744,98,79,2023-12-24T03:24:43Z,4820000,False,-32.0,55.0,1,left,B. Podziemski 6' driving finger roll Layup (13 PTS) (T. Jackson-Davis 2 AST),"[1641764, 1631218]",1610612744.0,GSW,driving finger roll,,,Podziemski,B. Podziemski,,,,,In The Paint (Non-RA),0-8 Center,6.31,Made,13.0,T. Jackson-Davis,1631218.0,2.0,,,,,,,,,,,,,,
513,PT09M45.00S,2023-12-24T03:24:51.6Z,4,REGULAR,3pt,Jump Shot,[],1629014,71.04139290407359,12.009803921568627,1610612757,98,82,2023-12-24T03:25:03Z,4840000,False,-190.0,220.0,1,right,A. Simons 29' 3PT  (19 PTS) (S. Henderson 2 AST),"[1629014, 1630703]",1610612757.0,POR,,,,Simons,A. Simons,,,,,Above the Break 3,24+ Left Center,29.05,Made,19.0,S. Henderson,1630703.0,2.0,,,,,,,,,,,,,,
515,PT09M31.00S,2023-12-24T03:25:06.0Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],203967,6.389618922470433,45.83333333333333,1610612744,100,82,2023-12-24T03:25:11Z,4860000,False,21.0,8.0,1,left,D. Saric cutting Layup (8 PTS) (B. Podziemski 7 AST),"[203967, 1641764]",1610612744.0,GSW,cutting,,,Saric,D. Saric,,,,,Restricted Area,0-8 Center,2.21,Made,8.0,B. Podziemski,1641764.0,7.0,,,,,,,,,,,,,,
517,PT09M17.00S,2023-12-24T03:25:21.9Z,4,REGULAR,foul,personal,['2freethrow'],203967,,,1610612757,100,82,2023-12-24T03:25:34Z,4880000,False,,,0,,D. Saric shooting personal FOUL (2 PF) (Grant 2 FT),"[203967, 203924]",1610612744.0,GSW,shooting,,,Saric,D. Saric,,,,,Restricted Area,0-8 Center,,,,,,,,,,,202037.0,2.0,0.0,,,,Grant,203924.0,,
519,PT09M17.00S,2023-12-24T03:25:47.7Z,4,REGULAR,freethrow,1 of 2,[],203924,,,1610612757,100,83,2023-12-24T03:25:47Z,4900000,False,,,0,,J. Grant Free Throw 1 of 2 (16 PTS),[203924],1610612757.0,POR,,,,Grant,J. Grant,,,,,,,,Made,16.0,,,,,,,,,,,,,,,,,
520,PT09M17.00S,2023-12-24T03:26:01.6Z,4,REGULAR,freethrow,2 of 2,[],203924,,,1610612757,100,83,2023-12-24T03:26:01Z,4910000,False,,,0,,MISS J. Grant Free Throw 2 of 2,[203924],1610612757.0,POR,,,,Grant,J. Grant,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
521,PT09M14.00S,2023-12-24T03:26:03.3Z,4,REGULAR,rebound,defensive,[],203967,,,1610612744,100,83,2023-12-24T03:26:03Z,4920000,False,,,0,,D. Saric REBOUND (Off:2 Def:3),[203967],1610612744.0,GSW,,,,Saric,D. Saric,,,,,,,,,,,,,520.0,5.0,3.0,2.0,,,,,,,,,,
522,PT09M01.00S,2023-12-24T03:26:19.3Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1631218,5.338370565045992,52.94117647058824,1610612744,102,83,2023-12-24T03:26:30Z,4930000,False,-15.0,-2.0,1,left,T. Jackson-Davis cutting Layup (12 PTS) (C. Paul 11 AST),"[1631218, 101108]",1610612744.0,GSW,cutting,,,Jackson-Davis,T. Jackson-Davis,,,,,Restricted Area,0-8 Center,1.49,Made,12.0,C. Paul,101108.0,11.0,,,,,,,,,,,,,,
524,PT09M01.00S,2023-12-24T03:26:22.7Z,4,REGULAR,foul,personal,['1freethrow'],1641871,,,1610612744,102,83,2023-12-24T03:26:37Z,4950000,False,,,0,,D. Reath shooting personal FOUL (3 PF) (Jackson-Davis 1 FT),"[1641871, 1631218]",1610612757.0,POR,shooting,,,Reath,D. Reath,,,,,Restricted Area,0-8 Center,,,,,,,,,,,202037.0,3.0,0.0,,,,Jackson-Davis,1631218.0,,
527,PT09M01.00S,2023-12-24T03:26:45.0Z,4,REGULAR,freethrow,1 of 1,[],1631218,,,1610612744,102,83,2023-12-24T03:26:45Z,4970000,False,,,0,,MISS T. Jackson-Davis Free Throw 1 of 1,[1631218],1610612744.0,GSW,,,,Jackson-Davis,T. Jackson-Davis,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
528,PT08M58.00S,2023-12-24T03:26:46.9Z,4,REGULAR,rebound,defensive,[],1630703,,,1610612757,102,83,2023-12-24T03:26:46Z,4980000,False,,,0,,S. Henderson REBOUND (Off:0 Def:1),[1630703],1610612757.0,POR,,,,Henderson,S. Henderson,,,,,,,,,,,,,527.0,1.0,1.0,0.0,,,,,,,,,,
529,PT08M50.00S,2023-12-24T03:26:55.1Z,4,REGULAR,3pt,Jump Shot,[],1630703,73.14388961892247,82.1078431372549,1610612757,102,86,2023-12-24T03:27:03Z,4990000,False,161.0,200.0,1,right,S. Henderson 25' 3PT  (12 PTS) (M. Brogdon 11 AST),"[1630703, 1627763]",1610612757.0,POR,,,,Henderson,S. Henderson,,,,,Above the Break 3,24+ Right Center,25.64,Made,12.0,M. Brogdon,1627763.0,11.0,,,,,,,,,,,,,,
531,PT08M34.00S,2023-12-24T03:27:11.1Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1641764,5.732588699080158,53.431372549019606,1610612744,104,86,2023-12-24T03:27:17Z,5010000,False,-17.0,1.0,1,left,B. Podziemski driving Layup (15 PTS),[1641764],1610612744.0,GSW,driving,,,Podziemski,B. Podziemski,,,,,Restricted Area,0-8 Center,1.73,Made,15.0,,,,,,,,,,,,,,,,,
532,PT08M24.00S,2023-12-24T03:27:20.4Z,4,REGULAR,3pt,Jump Shot,[],1641871,66.70499342969777,52.450980392156865,1610612757,104,86,2023-12-24T03:27:25Z,5020000,False,12.0,260.0,1,right,MISS D. Reath 26' 3PT,[1641871],1610612757.0,POR,,,,Reath,D. Reath,,,,,Above the Break 3,24+ Center,26.08,Missed,,,,,,,,,,,,,,,,,,
533,PT08M20.00S,2023-12-24T03:27:24.4Z,4,REGULAR,rebound,defensive,[],101108,,,1610612744,104,86,2023-12-24T03:27:25Z,5030000,False,,,0,,C. Paul REBOUND (Off:0 Def:3),[101108],1610612744.0,GSW,,,,Paul,C. Paul,,,,,Above the Break 3,24+ Center,,,,,,,532.0,3.0,3.0,0.0,,,,,,,,,,
534,PT08M13.00S,2023-12-24T03:27:30.7Z,4,REGULAR,3pt,Jump Shot,[],203967,13.091327201051248,3.1862745098039214,1610612744,104,86,2023-12-24T03:27:36Z,5040000,False,234.0,71.0,1,left,MISS D. Saric 24' 3PT,[203967],1610612744.0,GSW,,,,Saric,D. Saric,,,,,Right Corner 3,24+ Right,24.45,Missed,,,,,,,,,,,,,,,,,,
535,PT08M10.00S,2023-12-24T03:27:33.7Z,4,REGULAR,rebound,defensive,[],1641871,,,1610612757,104,86,2023-12-24T03:27:36Z,5050000,False,,,0,,D. Reath REBOUND (Off:0 Def:1),[1641871],1610612757.0,POR,,,,Reath,D. Reath,,,,,Right Corner 3,24+ Right,,,,,,,534.0,1.0,1.0,0.0,,,,,,,,,,
536,PT08M03.00S,2023-12-24T03:27:41.7Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1627763,90.48948751642575,54.90196078431373,1610612757,104,86,2023-12-24T03:27:53Z,5060000,False,25.0,37.0,1,right,MISS M. Brogdon driving Layup,[1627763],1610612757.0,POR,driving,,,Brogdon,M. Brogdon,,,,,In The Paint (Non-RA),0-8 Center,4.43,Missed,,,,,,,,,,,,,,,,,,
537,PT07M57.00S,2023-12-24T03:27:47.7Z,4,REGULAR,rebound,defensive,[],1631218,,,1610612744,104,86,2023-12-24T03:27:53Z,5070000,False,,,0,,T. Jackson-Davis REBOUND (Off:1 Def:4),[1631218],1610612744.0,GSW,,,,Jackson-Davis,T. Jackson-Davis,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,536.0,5.0,4.0,1.0,,,,,,,,,,
538,PT07M49.00S,2023-12-24T03:27:55.7Z,4,REGULAR,2pt,Jump Shot,[],202691,21.23850197109067,53.431372549019606,1610612744,106,86,2023-12-24T03:36:20Z,5080000,False,-17.0,147.0,1,left,K. Thompson 14' driving floating Jump Shot (25 PTS) (T. Jackson-Davis 3 AST),"[202691, 1631218]",1610612744.0,GSW,driving floating,,,Thompson,K. Thompson,,,,,Mid-Range,8-16 Center,14.81,Made,25.0,T. Jackson-Davis,1631218.0,3.0,,,,,,,,,,,,,,
540,PT07M30.00S,2023-12-24T03:28:14.2Z,4,REGULAR,3pt,Jump Shot,[],1629014,72.7496714848883,11.76470588235294,1610612757,106,89,2023-12-24T03:36:38Z,5100000,False,-191.0,204.0,1,right,A. Simons 27' 3PT step back (22 PTS),[1629014],1610612757.0,POR,step back,,,Simons,A. Simons,,,,,Above the Break 3,24+ Left Center,27.94,Made,22.0,,,,,,,,,,,,,,,,,
542,PT07M09.00S,2023-12-24T03:28:37.1Z,4,REGULAR,foul,personal,['2freethrow'],1630703,,,1610612744,106,89,2023-12-24T03:28:50Z,5120000,False,,,0,,S. Henderson shooting personal FOUL (4 PF) (Jackson-Davis 2 FT),"[1630703, 1631218]",1610612757.0,POR,shooting,,,Henderson,S. Henderson,,,,,Restricted Area,0-8 Center,,,,,,,,,,,1629178.0,4.0,0.0,,,,Jackson-Davis,1631218.0,,
