actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,turnoverTotal,shotActionNumber,stealPlayerName,stealPersonId,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,blockPlayerName,blockPersonId
175,PT10M11.00S,2023-11-02T02:43:47.2Z,2,REGULAR,turnover,out-of-bounds,[],203967,,,1610612744,31,35,2023-11-02T05:18:01Z,1750000,False,,,0,,D. Saric bad pass out-of-bounds TURNOVER (1 TO),[203967],1610612744.0,GSW,bad pass,,,Saric,D. Saric,,,,,In The Paint (Non-RA),8-16 Right,,,,,,,1148.0,,,,,1.0,,,,,,,,
176,PT10M01.00S,2023-11-02T02:44:01.8Z,2,REGULAR,3pt,Jump Shot,['fromturnover'],1630537,32.802233902759525,43.627450980392155,1610612758,31,35,2023-11-02T02:44:07Z,1760000,False,32.0,256.0,1,left,MISS C. Duarte 25' 3PT,[1630537],1610612758.0,SAC,,,,Duarte,C. Duarte,,,,,Above the Break 3,24+ Center,25.78,Missed,,,,,,,,,,,,,,,,,,
177,PT09M59.00S,2023-11-02T02:44:03.8Z,2,REGULAR,rebound,defensive,[],101108,,,1610612744,31,35,2023-11-02T02:44:26Z,1770000,False,,,0,,C. Paul REBOUND (Off:0 Def:1),[101108],1610612744.0,GSW,,,,Paul,C. Paul,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,,176.0,,,1.0,1.0,0.0,,
178,PT09M52.00S,2023-11-02T02:44:14.5Z,2,REGULAR,foul,personal,[],1630537,,,1610612744,31,35,2023-11-02T02:44:23Z,1780000,False,,,0,,C. Duarte personal FOUL (1 PF),"[1630537, 203967]",1610612758.0,SAC,,,,Duarte,C. Duarte,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,201246.0,1.0,0.0,Saric,203967.0,,,,,,,,,
180,PT09M46.00S,2023-11-02T02:44:38.2Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1630228,88.64980289093299,44.85294117647059,1610612744,31,35,2023-11-02T02:44:43Z,1800000,False,-26.0,54.0,1,right,MISS J. Kuminga 6' Layup,[1630228],1610612744.0,GSW,,,,Kuminga,J. Kuminga,,,,,In The Paint (Non-RA),0-8 Center,6.0,Missed,,,,,,,,,,,,,,,,,,
181,PT09M44.00S,2023-11-02T02:44:40.2Z,2,REGULAR,rebound,defensive,[],1630537,,,1610612758,31,35,2023-11-02T02:44:43Z,1810000,False,,,0,,C. Duarte REBOUND (Off:0 Def:1),[1630537],1610612758.0,SAC,,,,Duarte,C. Duarte,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,180.0,,,1.0,1.0,0.0,,
182,PT09M39.00S,2023-11-02T02:44:45.3Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1630537,8.886333771353483,51.470588235294116,1610612758,31,35,2023-11-02T02:50:33Z,1820000,False,-7.0,31.0,1,left,MISS C. Duarte running Layup,[1630537],1610612758.0,SAC,running,,,Duarte,C. Duarte,,,,,Restricted Area,0-8 Center,3.19,Missed,,,,,,,,,,,,,,,,,,
183,PT09M37.00S,2023-11-02T02:44:47.3Z,2,REGULAR,rebound,defensive,[],101108,,,1610612744,31,35,2023-11-02T02:44:52Z,1830000,False,,,0,,C. Paul REBOUND (Off:0 Def:2),[101108],1610612744.0,GSW,,,,Paul,C. Paul,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,182.0,,,2.0,2.0,0.0,,
184,PT09M24.00S,2023-11-02T02:45:00.6Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203967,82.9993429697766,48.28431372549019,1610612744,33,35,2023-11-02T02:45:04Z,1840000,False,-9.0,107.0,1,right,D. Saric 10' Jump Shot (6 PTS) (J. Kuminga 1 AST),"[203967, 1630228]",1610612744.0,GSW,,,,Saric,D. Saric,,,,,In The Paint (Non-RA),8-16 Center,10.76,Made,6.0,J. Kuminga,1630228.0,1.0,,,,,,,,,,,,,,
186,PT09M13.00S,2023-11-02T02:45:11.7Z,2,REGULAR,3pt,Jump Shot,[],1628370,26.10052562417871,8.57843137254902,1610612758,33,38,2023-11-02T02:45:19Z,1860000,False,207.0,193.0,1,left,M. Monk 28' 3PT  (7 PTS) (C. Duarte 2 AST),"[1628370, 1630537]",1610612758.0,SAC,,,,Monk,M. Monk,,,,,Above the Break 3,24+ Right Center,28.3,Made,7.0,C. Duarte,1630537.0,2.0,,,,,,,,,,,,,,
188,PT08M57.00S,2023-11-02T02:45:27.2Z,2,REGULAR,3pt,Jump Shot,[],1630228,65.52233902759527,46.32352941176471,1610612744,36,38,2023-11-02T02:45:31Z,1880000,False,-18.0,272.0,1,right,J. Kuminga 27' 3PT  (5 PTS) (C. Paul 2 AST),"[1630228, 101108]",1610612744.0,GSW,,,,Kuminga,J. Kuminga,,,,,Above the Break 3,24+ Center,27.22,Made,5.0,C. Paul,101108.0,2.0,,,,,,,,,,,,,,
190,PT08M36.00S,2023-11-02T02:45:47.6Z,2,REGULAR,turnover,bad pass,[],1630537,,,1610612758,36,38,2023-11-02T02:45:50Z,1900000,False,,,0,,C. Duarte bad pass TURNOVER (1 TO),"[1630537, 1630228]",1610612758.0,SAC,,,,Duarte,C. Duarte,,,,,Mid-Range,8-16 Right,,,,,,,,,,,,1.0,,Kuminga,1630228.0,,,,,
191,PT08M36.00S,2023-11-02T02:45:47.6Z,2,REGULAR,steal,,[],1630228,,,1610612744,36,38,2023-11-02T02:45:48Z,1910000,False,,,0,,J. Kuminga STEAL (1 STL),[1630228],1610612744.0,GSW,,,,Kuminga,J. Kuminga,,,,,Mid-Range,8-16 Right,,,,,,,,,,,,,,,,,,,,
195,PT08M33.00S,2023-11-02T02:46:15.0Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612744,36,38,2023-11-02T02:48:03Z,1950000,False,,,0,,GSW Timeout,[],1610612744.0,GSW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
197,PT08M33.00S,2023-11-02T02:48:04.6Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1630228,91.5407358738502,54.41176470588235,1610612744,38,38,2023-11-02T02:53:15Z,1970000,False,22.0,27.0,1,right,J. Kuminga running Layup (7 PTS),[1630228],1610612744.0,GSW,running,,,Kuminga,J. Kuminga,,,,,Restricted Area,0-8 Center,3.49,Made,7.0,,,,,,,,,,,,,,,,,
198,PT08M33.00S,2023-11-02T02:48:09.1Z,2,REGULAR,foul,personal,['1freethrow'],1641732,,,1610612744,38,38,2023-11-02T02:48:34Z,1980000,False,,,0,,C. Jones shooting personal FOUL (2 PF) (Kuminga 1 FT),"[1641732, 1630228]",1610612758.0,SAC,shooting,,,Jones,C. Jones,,,,,Restricted Area,0-8 Center,,,,,,,1148.0,2.0,0.0,Kuminga,1630228.0,,,,,,,,,
200,PT08M33.00S,2023-11-02T02:48:45.7Z,2,REGULAR,substitution,out,[],1627780,,,1610612744,38,38,2023-11-02T02:49:09Z,2000000,False,,,0,,SUB out: G. Payton II,[1627780],1610612744.0,GSW,,,,Payton II,G. Payton II,,,,,,,,,,,,,,,,,,,,,,,,,,
201,PT08M33.00S,2023-11-02T02:48:45.7Z,2,REGULAR,substitution,out,[],101108,,,1610612744,38,38,2023-11-02T02:49:09Z,2010000,False,,,0,,SUB out: C. Paul,[101108],1610612744.0,GSW,,,,Paul,C. Paul,,,,,,,,,,,,,,,,,,,,,,,,,,
202,PT08M33.00S,2023-11-02T02:48:45.7Z,2,REGULAR,substitution,out,[],203967,,,1610612744,38,38,2023-11-02T02:49:09Z,2020000,False,,,0,,SUB out: D. Saric,[203967],1610612744.0,GSW,,,,Saric,D. Saric,,,,,,,,,,,,,,,,,,,,,,,,,,
203,PT08M33.00S,2023-11-02T02:48:45.7Z,2,REGULAR,substitution,out,[],201580,,,1610612744,38,38,2023-11-02T02:49:09Z,2030000,False,,,0,,SUB out: J. McGee,[201580],1610612758.0,SAC,,,,McGee,J. McGee,,,,,,,,,,,,,,,,,,,,,,,,,,
204,PT08M33.00S,2023-11-02T02:48:45.7Z,2,REGULAR,substitution,out,[],1630537,,,1610612744,38,38,2023-11-02T02:49:09Z,2040000,False,,,0,,SUB out: C. Duarte,[1630537],1610612758.0,SAC,,,,Duarte,C. Duarte,,,,,,,,,,,,,,,,,,,,,,,,,,
205,PT08M33.00S,2023-11-02T02:48:45.7Z,2,REGULAR,substitution,out,[],1641732,,,1610612744,38,38,2023-11-02T02:49:09Z,2050000,False,,,0,,SUB out: C. Jones,[1641732],1610612758.0,SAC,,,,Jones,C. Jones,,,,,,,,,,,,,,,,,,,,,,,,,,
206,PT08M33.00S,2023-11-02T02:48:45.7Z,2,REGULAR,substitution,in,[],203952,,,1610612744,38,38,2023-11-02T02:49:09Z,2060000,False,,,0,,SUB in: A. Wiggins,[203952],1610612744.0,GSW,,,,Wiggins,A. Wiggins,,,,,,,,,,,,,,,,,,,,,,,,,,
207,PT08M33.00S,2023-11-02T02:48:45.7Z,2,REGULAR,substitution,in,[],203110,,,1610612744,38,38,2023-11-02T02:49:09Z,2070000,False,,,0,,SUB in: D. Green,[203110],1610612744.0,GSW,,,,Green,D. Green,,,,,,,,,,,,,,,,,,,,,,,,,,
208,PT08M33.00S,2023-11-02T02:48:45.7Z,2,REGULAR,substitution,in,[],201939,,,1610612744,38,38,2023-11-02T02:49:09Z,2080000,False,,,0,,SUB in: S. Curry,[201939],1610612744.0,GSW,,,,Curry,S. Curry,,,,,,,,,,,,,,,,,,,,,,,,,,
209,PT08M33.00S,2023-11-02T02:48:45.7Z,2,REGULAR,substitution,in,[],1627734,,,1610612744,38,38,2023-11-02T02:49:09Z,2090000,False,,,0,,SUB in: D. Sabonis,[1627734],1610612758.0,SAC,,,,Sabonis,D. Sabonis,,,,,,,,,,,,,,,,,,,,,,,,,,
210,PT08M33.00S,2023-11-02T02:48:45.7Z,2,REGULAR,substitution,in,[],1630558,,,1610612744,38,38,2023-11-02T02:49:09Z,2100000,False,,,0,,SUB in: D. Mitchell,[1630558],1610612758.0,SAC,,,,Mitchell,D. Mitchell,,,,,,,,,,,,,,,,,,,,,,,,,,
211,PT08M33.00S,2023-11-02T02:48:45.7Z,2,REGULAR,substitution,in,[],1631099,,,1610612744,38,38,2023-11-02T02:49:09Z,2110000,False,,,0,,SUB in: K. Murray,[1631099],1610612758.0,SAC,,,,Murray,K. Murray,,,,,,,,,,,,,,,,,,,,,,,,,,
212,PT08M33.00S,2023-11-02T02:49:23.8Z,2,REGULAR,freethrow,1 of 1,"['fromturnover', 'fastbreak']",1630228,,,1610612744,39,38,2023-11-02T02:49:23Z,2120000,False,,,0,,J. Kuminga Free Throw 1 of 1 (8 PTS),[1630228],1610612744.0,GSW,,,,Kuminga,J. Kuminga,,,,,,,,Made,8.0,,,,,,,,,,,,,,,,,
213,PT08M24.00S,2023-11-02T02:49:41.0Z,2,REGULAR,foul,personal,[],1630228,,,1610612758,39,38,2023-11-02T02:49:46Z,2130000,False,,,0,,J. Kuminga personal FOUL (1 PF),"[1630228, 1627734]",1610612744.0,GSW,,,,Kuminga,J. Kuminga,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,1148.0,1.0,0.0,Sabonis,1627734.0,,,,,,,,,
215,PT08M10.00S,2023-11-02T02:50:08.4Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'defensivegoaltending']",1630558,11.514454664914586,48.28431372549019,1610612758,39,40,2023-11-02T02:55:48Z,2150000,False,9.0,56.0,1,left,D. Mitchell driving finger roll Layup (8 PTS),[1630558],1610612758.0,SAC,driving finger roll,,,Mitchell,D. Mitchell,,,,,In The Paint (Non-RA),0-8 Center,5.64,Made,8.0,,,,,,,,,,,,,,,,,
216,PT08M10.00S,2023-11-02T02:50:12.2Z,2,REGULAR,violation,defensive goaltending,[],1630228,,,1610612758,39,40,2023-11-02T02:50:38Z,2160000,False,,,0,,J. Kuminga defensive goaltending VIOLATION,[1630228],1610612744.0,GSW,,,,Kuminga,J. Kuminga,,,,,,,,,,,,,1148.0,,,,,,,,,,,,,
217,PT07M51.00S,2023-11-02T02:50:45.5Z,2,REGULAR,foul,personal,[],1628426,,,1610612744,39,40,2023-11-02T02:50:51Z,2170000,False,,,0,,A. Vezenkov personal FOUL (1 PF),"[1628426, 203952]",1610612758.0,SAC,,,,Vezenkov,A. Vezenkov,,,,,Mid-Range,16-24 Center,,,,,,,201246.0,1.0,0.0,Wiggins,203952.0,,,,,,,,,
219,PT07M51.00S,2023-11-02T02:50:53.2Z,2,REGULAR,substitution,out,[],1630228,,,1610612744,39,40,2023-11-02T02:51:07Z,2190000,False,,,0,,SUB out: J. Kuminga,[1630228],1610612744.0,GSW,,,,Kuminga,J. Kuminga,,,,,,,,,,,,,,,,,,,,,,,,,,
220,PT07M51.00S,2023-11-02T02:50:53.2Z,2,REGULAR,substitution,out,[],202691,,,1610612744,39,40,2023-11-02T02:51:07Z,2200000,False,,,0,,SUB out: K. Thompson,[202691],1610612744.0,GSW,,,,Thompson,K. Thompson,,,,,,,,,,,,,,,,,,,,,,,,,,
221,PT07M51.00S,2023-11-02T02:50:53.2Z,2,REGULAR,substitution,out,[],1628426,,,1610612744,39,40,2023-11-02T02:51:07Z,2210000,False,,,0,,SUB out: A. Vezenkov,[1628426],1610612758.0,SAC,,,,Vezenkov,A. Vezenkov,,,,,,,,,,,,,,,,,,,,,,,,,,
222,PT07M51.00S,2023-11-02T02:50:53.2Z,2,REGULAR,substitution,in,[],1630541,,,1610612744,39,40,2023-11-02T02:51:07Z,2220000,False,,,0,,SUB in: M. Moody,[1630541],1610612744.0,GSW,,,,Moody,M. Moody,,,,,,,,,,,,,,,,,,,,,,,,,,
223,PT07M51.00S,2023-11-02T02:50:53.2Z,2,REGULAR,substitution,in,[],1626172,,,1610612744,39,40,2023-11-02T02:51:07Z,2230000,False,,,0,,SUB in: K. Looney,[1626172],1610612744.0,GSW,,,,Looney,K. Looney,,,,,,,,,,,,,,,,,,,,,,,,,,
224,PT07M51.00S,2023-11-02T02:50:53.2Z,2,REGULAR,substitution,in,[],1628989,,,1610612744,39,40,2023-11-02T02:51:07Z,2240000,False,,,0,,SUB in: K. Huerter,[1628989],1610612758.0,SAC,,,,Huerter,K. Huerter,,,,,,,,,,,,,,,,,,,,,,,,,,
225,PT07M51.00S,2023-11-02T02:51:13.5Z,2,REGULAR,substitution,out,[],1628370,,,1610612744,39,40,2023-11-02T02:51:16Z,2250000,False,,,0,,SUB out: M. Monk,[1628370],1610612758.0,SAC,,,,Monk,M. Monk,,,,,,,,,,,,,,,,,,,,,,,,,,
226,PT07M51.00S,2023-11-02T02:51:13.5Z,2,REGULAR,substitution,in,[],203084,,,1610612744,39,40,2023-11-02T02:51:16Z,2260000,False,,,0,,SUB in: H. Barnes,[203084],1610612758.0,SAC,,,,Barnes,H. Barnes,,,,,,,,,,,,,,,,,,,,,,,,,,
227,PT07M40.00S,2023-11-02T02:51:31.6Z,2,REGULAR,2pt,Jump Shot,[],201939,76.16622864651774,25.0,1610612744,39,40,2023-11-02T02:51:38Z,2270000,False,-125.0,172.0,1,right,MISS S. Curry 21' step back Shot,[201939],1610612744.0,GSW,step back,,,Curry,S. Curry,,,,,Mid-Range,16-24 Left Center,21.22,Missed,,,,,,,,,,,,,,,,,,
228,PT07M38.00S,2023-11-02T02:51:33.6Z,2,REGULAR,rebound,defensive,[],1628989,,,1610612758,39,40,2023-11-02T02:51:53Z,2280000,False,,,0,,K. Huerter REBOUND (Off:0 Def:3),[1628989],1610612758.0,SAC,,,,Huerter,K. Huerter,,,,,Mid-Range,16-24 Left Center,,,,,,,,,,,,,227.0,,,3.0,3.0,0.0,,
229,PT07M26.00S,2023-11-02T02:51:44.9Z,2,REGULAR,2pt,Hook,['pointsinthepaint'],1627734,7.5722733245729295,57.84313725490197,1610612758,39,42,2023-11-02T02:57:14Z,2290000,False,-39.0,19.0,1,left,D. Sabonis Hook (8 PTS) (K. Murray 1 AST),"[1627734, 1631099]",1610612758.0,SAC,,,,Sabonis,D. Sabonis,,,,,In The Paint (Non-RA),0-8 Center,4.34,Made,8.0,K. Murray,1631099.0,1.0,,,,,,,,,,,,,,
231,PT07M15.00S,2023-11-02T02:51:56.8Z,2,REGULAR,2pt,Jump Shot,[],203952,80.3712220762155,21.568627450980394,1610612744,41,42,2023-11-02T02:52:00Z,2310000,False,-142.0,132.0,1,right,A. Wiggins 19' Jump Shot (8 PTS) (K. Looney 4 AST),"[203952, 1626172]",1610612744.0,GSW,,,,Wiggins,A. Wiggins,,,,,Mid-Range,16-24 Left Center,19.4,Made,8.0,K. Looney,1626172.0,4.0,,,,,,,,,,,,,,
233,PT07M09.00S,2023-11-02T02:52:02.9Z,2,REGULAR,3pt,Jump Shot,[],1631099,27.677398160315374,82.35294117647058,1610612758,41,42,2023-11-02T02:52:07Z,2330000,False,-162.0,208.0,1,left,MISS K. Murray 26' 3PT,[1631099],1610612758.0,SAC,,,,Murray,K. Murray,,,,,Above the Break 3,24+ Left Center,26.33,Missed,,,,,,,,,,,,,,,,,,
234,PT07M06.00S,2023-11-02T02:52:05.9Z,2,REGULAR,rebound,defensive,[],201939,,,1610612744,41,42,2023-11-02T02:52:07Z,2340000,False,,,0,,S. Curry REBOUND (Off:0 Def:1),[201939],1610612744.0,GSW,,,,Curry,S. Curry,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,,233.0,,,1.0,1.0,0.0,,
235,PT07M00.00S,2023-11-02T02:52:11.6Z,2,REGULAR,turnover,bad pass,[],201939,,,1610612744,41,42,2023-11-02T02:52:17Z,2350000,False,,,0,,S. Curry bad pass TURNOVER (2 TO),"[201939, 1630558]",1610612744.0,GSW,,,,Curry,S. Curry,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,2.0,,Mitchell,1630558.0,,,,,
236,PT07M00.00S,2023-11-02T02:52:11.6Z,2,REGULAR,steal,,[],1630558,,,1610612758,41,42,2023-11-02T02:52:14Z,2360000,False,,,0,,D. Mitchell STEAL (2 STL),[1630558],1610612758.0,SAC,,,,Mitchell,D. Mitchell,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,,,,,,,,,
237,PT06M53.00S,2023-11-02T02:52:18.5Z,2,REGULAR,3pt,Jump Shot,"['fastbreak', 'fromturnover']",203084,11.645860709592641,95.83333333333334,1610612758,41,45,2023-11-02T02:58:21Z,2370000,False,-229.0,57.0,1,left,H. Barnes 3PT  (3 PTS) (D. Sabonis 4 AST),"[203084, 1627734]",1610612758.0,SAC,,,,Barnes,H. Barnes,,,,,Left Corner 3,24+ Left,23.62,Made,3.0,D. Sabonis,1627734.0,4.0,,,,,,,,,,,,,,
239,PT06M40.00S,2023-11-02T02:52:34.5Z,2,REGULAR,foul,personal,[],1631099,,,1610612744,41,45,2023-11-02T02:52:45Z,2390000,False,,,0,,K. Murray personal FOUL (1 PF),"[1631099, 203952]",1610612758.0,SAC,,,,Murray,K. Murray,,,,,Above the Break 3,24+ Center,,,,,,,1148.0,1.0,0.0,Wiggins,203952.0,,,,,,,,,
241,PT06M34.00S,2023-11-02T02:52:59.9Z,2,REGULAR,turnover,bad pass,[],201939,,,1610612744,41,45,2023-11-02T02:53:04Z,2410000,False,,,0,,S. Curry bad pass TURNOVER (3 TO),"[201939, 1628989]",1610612744.0,GSW,,,,Curry,S. Curry,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,3.0,,Huerter,1628989.0,,,,,
242,PT06M34.00S,2023-11-02T02:52:59.9Z,2,REGULAR,steal,,[],1628989,,,1610612758,41,45,2023-11-02T02:53:02Z,2420000,False,,,0,,K. Huerter STEAL (1 STL),[1628989],1610612758.0,SAC,,,,Huerter,K. Huerter,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,,,,,,,,,
243,PT06M30.00S,2023-11-02T02:53:04.2Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1628989,7.440867279894875,55.63725490196079,1610612758,41,47,2023-11-02T02:59:53Z,2430000,False,-28.0,17.0,1,left,K. Huerter running Layup (7 PTS) (D. Mitchell 1 AST),"[1628989, 1630558]",1610612758.0,SAC,running,,,Huerter,K. Huerter,,,,,Restricted Area,0-8 Center,3.31,Made,7.0,D. Mitchell,1630558.0,1.0,,,,,,,,,,,,,,
245,PT06M30.00S,2023-11-02T02:53:08.0Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612744,41,47,2023-11-02T02:53:08Z,2450000,False,,,0,,GSW Timeout,[],1610612744.0,GSW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
247,PT06M19.00S,2023-11-02T02:56:18.8Z,2,REGULAR,3pt,Jump Shot,[],201939,63.41984231274639,27.205882352941174,1610612744,44,47,2023-11-02T03:00:16Z,2460000,False,-114.0,291.0,1,right,S. Curry 31' 3PT pullup (5 PTS) (D. Green 2 AST),"[201939, 203110]",1610612744.0,GSW,pullup,,,Curry,S. Curry,,,,,Above the Break 3,24+ Left Center,31.29,Made,5.0,D. Green,203110.0,2.0,,,,,,,,,,,,,,
249,PT06M01.00S,2023-11-02T02:56:37.3Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1627734,7.178055190538765,56.372549019607845,1610612758,44,47,2023-11-02T03:00:35Z,2480000,False,-32.0,15.0,1,left,MISS D. Sabonis driving Layup,[1627734],1610612758.0,SAC,driving,,,Sabonis,D. Sabonis,,,,,Restricted Area,0-8 Center,3.53,Missed,,,,,,,,,,,,,,,,,,
250,PT05M59.00S,2023-11-02T02:56:39.3Z,2,REGULAR,rebound,defensive,[],1626172,,,1610612744,44,47,2023-11-02T02:56:41Z,2490000,False,,,0,,K. Looney REBOUND (Off:0 Def:4),[1626172],1610612744.0,GSW,,,,Looney,K. Looney,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,249.0,,,4.0,4.0,0.0,,
252,PT05M48.00S,2023-11-02T02:57:07.6Z,2,REGULAR,2pt,Hook,['pointsinthepaint'],203952,87.46714848883047,47.30392156862745,1610612744,46,47,2023-11-02T02:57:12Z,2510000,False,-13.0,65.0,1,right,A. Wiggins 6' turnaround Hook (10 PTS) (D. Green 3 AST),"[203952, 203110]",1610612744.0,GSW,turnaround,,,Wiggins,A. Wiggins,,,,,In The Paint (Non-RA),0-8 Center,6.67,Made,10.0,D. Green,203110.0,3.0,,,,,,,,,,,,,,
254,PT05M41.00S,2023-11-02T02:57:16.4Z,2,REGULAR,foul,personal,[],1630541,,,1610612758,46,47,2023-11-02T02:57:22Z,2530000,False,,,0,,M. Moody personal FOUL (1 PF),"[1630541, 1630558]",1610612744.0,GSW,,,,Moody,M. Moody,,,,,Above the Break 3,24+ Right Center,,,,,,,1628954.0,1.0,0.0,Mitchell,1630558.0,,,,,,,,,
256,PT05M33.00S,2023-11-02T02:57:42.6Z,2,REGULAR,3pt,Jump Shot,[],203084,31.882391590013142,63.23529411764706,1610612758,46,47,2023-11-02T03:03:00Z,2550000,False,-66.0,247.0,1,left,MISS H. Barnes 25' pullup 3PT,[203084],1610612758.0,SAC,pullup,,,Barnes,H. Barnes,,,,,Above the Break 3,24+ Center,25.59,Missed,,,,,,,,,,,,,,,,,,
257,PT05M31.00S,2023-11-02T02:57:44.6Z,2,REGULAR,rebound,offensive,[],1631099,,,1610612758,46,47,2023-11-02T02:58:24Z,2560000,False,,,0,,K. Murray REBOUND (Off:1 Def:1),[1631099],1610612758.0,SAC,,,,Murray,K. Murray,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,,256.0,,,2.0,1.0,1.0,,
258,PT05M28.00S,2023-11-02T02:57:46.8Z,2,REGULAR,3pt,Jump Shot,['2ndchance'],1630558,25.969119579500656,7.598039215686274,1610612758,46,47,2023-11-02T03:10:13Z,2570000,False,212.0,192.0,1,left,MISS D. Mitchell 28' 3PT,[1630558],1610612758.0,SAC,,,,Mitchell,D. Mitchell,,,,,Above the Break 3,24+ Right Center,28.58,Missed,,,,,,,,,,,,,,,,,,
259,PT05M25.00S,2023-11-02T02:57:49.8Z,2,REGULAR,rebound,offensive,[],1628989,,,1610612758,46,47,2023-11-02T02:57:55Z,2580000,False,,,0,,K. Huerter REBOUND (Off:1 Def:3),[1628989],1610612758.0,SAC,,,,Huerter,K. Huerter,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,,258.0,,,4.0,3.0,1.0,,
260,PT05M24.00S,2023-11-02T02:57:51.8Z,2,REGULAR,3pt,Jump Shot,['2ndchance'],203084,20.45006570302234,90.44117647058823,1610612758,46,47,2023-11-02T02:57:58Z,2590000,False,-202.0,140.0,1,left,MISS H. Barnes 24' 3PT,[203084],1610612758.0,SAC,,,,Barnes,H. Barnes,,,,,Above the Break 3,24+ Left Center,24.58,Missed,,,,,,,,,,,,,,,,,,
261,PT05M22.00S,2023-11-02T02:57:53.8Z,2,REGULAR,rebound,defensive,[],1630541,,,1610612744,46,47,2023-11-02T02:58:30Z,2600000,False,,,0,,M. Moody REBOUND (Off:0 Def:1),[1630541],1610612744.0,GSW,,,,Moody,M. Moody,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,,260.0,,,1.0,1.0,0.0,,
262,PT05M15.00S,2023-11-02T02:58:03.3Z,2,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1628989,,,1610612744,46,47,2023-11-02T02:58:15Z,2610000,False,,,0,,K. Huerter personal FOUL (2 PF) (Green 2 FT),"[1628989, 203110]",1610612758.0,SAC,,,,Huerter,K. Huerter,,,,,In The Paint (Non-RA),8-16 Right,,,,,,,1148.0,2.0,0.0,Green,203110.0,,,,,,,,,
264,PT05M15.00S,2023-11-02T02:58:31.4Z,2,REGULAR,freethrow,1 of 2,[],203110,,,1610612744,47,47,2023-11-02T02:58:31Z,2630000,False,,,0,,D. Green Free Throw 1 of 2 (7 PTS),[203110],1610612744.0,GSW,,,,Green,D. Green,,,,,,,,Made,7.0,,,,,,,,,,,,,,,,,
265,PT05M15.00S,2023-11-02T02:58:31.4Z,2,REGULAR,freethrow,2 of 2,[],203110,,,1610612744,47,47,2023-11-02T02:58:41Z,2640000,False,,,0,,MISS D. Green Free Throw 2 of 2,[203110],1610612744.0,GSW,,,,Green,D. Green,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
266,PT05M13.00S,2023-11-02T02:58:33.4Z,2,REGULAR,rebound,defensive,[],1627734,,,1610612758,47,47,2023-11-02T02:58:41Z,2650000,False,,,0,,D. Sabonis REBOUND (Off:0 Def:3),[1627734],1610612758.0,SAC,,,,Sabonis,D. Sabonis,,,,,,,,,,,,,,,,,,,265.0,,,3.0,3.0,0.0,,
267,PT04M59.00S,2023-11-02T02:58:53.7Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1627734,19.267411300919843,54.41176470588235,1610612758,47,47,2023-11-02T02:58:58Z,2660000,False,-22.0,129.0,1,left,MISS D. Sabonis 13' Jump Shot,[1627734],1610612758.0,SAC,,,,Sabonis,D. Sabonis,,,,,In The Paint (Non-RA),8-16 Center,13.05,Missed,,,,,,,,,,,,,,,,,,
