actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,playerName,playerNameI,assistPlayerNameInitial,assistPersonId,assistTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,blockPlayerName,blockPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,turnoverTotal,stealPlayerName,stealPersonId,jumpBallRecoverdPersonId
249,PT03M43.00S,2024-03-07T03:59:31.7Z,2,REGULAR,freethrow,1 of 2,[],201939,,,1610612744,61,50,2024-03-07T03:59:31Z,2460000,False,,,0,,S. Curry Free Throw 1 of 2 (11 PTS),[201939],1610612744.0,GSW,,,,,,,,,,Made,11.0,Curry,S. Curry,,,,,,,,,,,,,,,,,,
250,PT03M43.00S,2024-03-07T03:59:48.0Z,2,REGULAR,freethrow,2 of 2,[],201939,,,1610612744,62,50,2024-03-07T03:59:48Z,2470000,False,,,0,,S. Curry Free Throw 2 of 2 (12 PTS),[201939],1610612744.0,GSW,,,,,,,,,,Made,12.0,Curry,S. Curry,,,,,,,,,,,,,,,,,,
251,PT03M31.00S,2024-03-07T04:00:00.9Z,2,REGULAR,3pt,Jump Shot,[],1627736,17.0335085413929,3.9215686274509802,1610612749,62,50,2024-03-07T04:00:06Z,2480000,False,230.0,108.0,1,left,MISS M. Beasley 25' 3PT,[1627736],1610612749.0,MIL,,,,,,,Above the Break 3,24+ Right Center,25.43,Missed,,Beasley,M. Beasley,,,,,,,,,,,,,,,,,,
252,PT03M28.00S,2024-03-07T04:00:03.9Z,2,REGULAR,rebound,defensive,[],202691,,,1610612744,62,50,2024-03-07T04:00:06Z,2490000,False,,,0,,K. Thompson REBOUND (Off:0 Def:2),[202691],1610612744.0,GSW,,,,,,,Above the Break 3,24+ Right Center,,,,Thompson,K. Thompson,,,,251.0,2.0,2.0,0.0,,,,,,,,,,,
253,PT03M11.00S,2024-03-07T04:00:21.2Z,2,REGULAR,3pt,Jump Shot,[],1627780,92.19776609724047,97.05882352941177,1610612744,65,50,2024-03-07T04:00:26Z,2500000,False,235.0,21.0,1,right,G. Payton II 3PT  (7 PTS) (A. Wiggins 1 AST),"[1627780, 203952]",1610612744.0,GSW,,,,,,,Right Corner 3,24+ Right,23.62,Made,7.0,Payton II,G. Payton II,A. Wiggins,203952.0,1.0,,,,,,,,,,,,,,,
255,PT02M55.00S,2024-03-07T04:00:36.9Z,2,REGULAR,3pt,Jump Shot,[],201572,30.831143232588698,73.77450980392157,1610612749,65,53,2024-03-07T04:00:41Z,2520000,False,-119.0,237.0,1,left,B. Lopez 26' 3PT  (3 PTS) (M. Beasley 1 AST),"[201572, 1627736]",1610612749.0,MIL,,,,,,,Above the Break 3,24+ Left Center,26.54,Made,3.0,Lopez,B. Lopez,M. Beasley,1627736.0,1.0,,,,,,,,,,,,,,,
257,PT02M44.00S,2024-03-07T04:00:49.9Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],203952,88.51839684625493,40.68627450980392,1610612744,65,53,2024-03-07T04:03:38Z,2540000,False,-47.0,55.0,1,right,MISS A. Wiggins 7' driving Layup - blocked,"[203952, 203081]",1610612744.0,GSW,driving,,,,,,In The Paint (Non-RA),0-8 Center,7.24,Missed,,Wiggins,A. Wiggins,,,,,,,,Lillard,203081.0,,,,,,,,,
258,PT02M44.00S,2024-03-07T04:00:49.9Z,2,REGULAR,block,,[],203081,,,1610612744,65,53,2024-03-07T04:00:52Z,2550000,False,,,0,,D. Lillard BLOCK (1 BLK),[203081],1610612749.0,MIL,,,,,,,In The Paint (Non-RA),0-8 Center,,,,Lillard,D. Lillard,,,,,,,,,,,,,,,,,,
259,PT02M44.00S,2024-03-07T04:00:49.9Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612744,65,53,2024-03-07T04:00:55Z,2560000,False,,,0,,TEAM offensive REBOUND,[],1610612744.0,GSW,,,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,257.0,,,,,,,,,,,,,,
261,PT02M44.00S,2024-03-07T04:00:56.7Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612744,65,53,2024-03-07T04:00:56Z,2580000,False,,,0,,MIL Timeout,[],1610612749.0,MIL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
262,PT02M44.00S,2024-03-07T04:01:32.3Z,2,REGULAR,substitution,out,[],203952,,,1610612744,65,53,2024-03-07T04:04:08Z,2590000,False,,,0,,SUB out: A. Wiggins,[203952],1610612744.0,GSW,,,,,,,,,,,,Wiggins,A. Wiggins,,,,,,,,,,,,,,,,,,
263,PT02M44.00S,2024-03-07T04:01:32.3Z,2,REGULAR,substitution,out,[],1626192,,,1610612744,65,53,2024-03-07T04:04:08Z,2600000,False,,,0,,SUB out: P. Connaughton,[1626192],1610612749.0,MIL,,,,,,,,,,,,Connaughton,P. Connaughton,,,,,,,,,,,,,,,,,,
264,PT02M44.00S,2024-03-07T04:01:32.3Z,2,REGULAR,substitution,in,[],1630228,,,1610612744,65,53,2024-03-07T04:04:08Z,2610000,False,,,0,,SUB in: J. Kuminga,[1630228],1610612744.0,GSW,,,,,,,,,,,,Kuminga,J. Kuminga,,,,,,,,,,,,,,,,,,
265,PT02M44.00S,2024-03-07T04:01:32.3Z,2,REGULAR,substitution,in,[],203109,,,1610612744,65,53,2024-03-07T04:04:08Z,2620000,False,,,0,,SUB in: J. Crowder,[203109],1610612749.0,MIL,,,,,,,,,,,,Crowder,J. Crowder,,,,,,,,,,,,,,,,,,
266,PT02M42.00S,2024-03-07T04:04:26.3Z,2,REGULAR,2pt,Jump Shot,['2ndchance'],202691,79.188567674113,16.42156862745098,1610612744,67,53,2024-03-07T04:04:30Z,2630000,False,-168.0,143.0,1,right,K. Thompson 22' Jump Shot (8 PTS) (D. Green 2 AST),"[202691, 203110]",1610612744.0,GSW,,,,,,,Mid-Range,16-24 Left Center,22.06,Made,8.0,Thompson,K. Thompson,D. Green,203110.0,2.0,,,,,,,,,,,,,,,
268,PT02M22.00S,2024-03-07T04:04:45.6Z,2,REGULAR,3pt,Jump Shot,[],203081,30.042706964520367,75.0,1610612749,67,53,2024-03-07T04:05:37Z,2650000,False,-125.0,230.0,1,left,MISS D. Lillard 26' step back 3PT,[203081],1610612749.0,MIL,step back,,,,,,Above the Break 3,24+ Left Center,26.17,Missed,,Lillard,D. Lillard,,,,,,,,,,,,,,,,,,
269,PT02M20.00S,2024-03-07T04:04:47.6Z,2,REGULAR,rebound,defensive,[],201939,,,1610612744,67,53,2024-03-07T04:04:49Z,2660000,False,,,0,,S. Curry REBOUND (Off:1 Def:4),[201939],1610612744.0,GSW,,,,,,,Above the Break 3,24+ Left Center,,,,Curry,S. Curry,,,,268.0,5.0,4.0,1.0,,,,,,,,,,,
270,PT02M15.00S,2024-03-07T04:04:53.2Z,2,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fastbreak']",202691,92.06636005256242,50.73529411764706,1610612744,69,53,2024-03-07T04:04:58Z,2670000,False,4.0,22.0,1,right,K. Thompson running DUNK (10 PTS) (J. Kuminga 2 AST),"[202691, 1630228]",1610612744.0,GSW,running,,,,,,Restricted Area,0-8 Center,2.24,Made,10.0,Thompson,K. Thompson,J. Kuminga,1630228.0,2.0,,,,,,,,,,,,,,,
272,PT02M04.00S,2024-03-07T04:05:04.4Z,2,REGULAR,turnover,bad pass,[],203081,,,1610612749,69,53,2024-03-07T04:05:07Z,2690000,False,,,0,,D. Lillard bad pass TURNOVER (1 TO),"[203081, 1630228]",1610612749.0,MIL,,,,,,,Mid-Range,8-16 Right,,,,Lillard,D. Lillard,,,,,,,,,,,,,,,1.0,Kuminga,1630228.0,
273,PT02M04.00S,2024-03-07T04:05:04.4Z,2,REGULAR,steal,,[],1630228,,,1610612744,69,53,2024-03-07T04:05:05Z,2700000,False,,,0,,J. Kuminga STEAL (1 STL),[1630228],1610612744.0,GSW,,,,,,,Mid-Range,8-16 Right,,,,Kuminga,J. Kuminga,,,,,,,,,,,,,,,,,,
274,PT01M59.00S,2024-03-07T04:05:09.2Z,2,REGULAR,3pt,Jump Shot,"['fromturnover', 'fastbreak']",202691,64.07687253613666,61.51960784313726,1610612744,69,53,2024-03-07T04:06:19Z,2710000,False,58.0,285.0,1,right,MISS K. Thompson 29' running pullup 3PT,[202691],1610612744.0,GSW,running pullup,,,,,,Above the Break 3,24+ Center,29.1,Missed,,Thompson,K. Thompson,,,,,,,,,,,,,,,,,,
275,PT01M56.00S,2024-03-07T04:05:12.3Z,2,REGULAR,rebound,offensive,[],201939,,,1610612744,69,53,2024-03-07T04:05:12Z,2720000,False,,,0,,S. Curry REBOUND (Off:2 Def:4),[201939],1610612744.0,GSW,,,,,,,Above the Break 3,24+ Center,,,,Curry,S. Curry,,,,274.0,6.0,4.0,2.0,,,,,,,,,,,
276,PT01M46.00S,2024-03-07T04:05:21.6Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', '2ndchance']",1627780,92.72339027595268,53.18627450980392,1610612744,71,53,2024-03-07T04:06:43Z,2730000,False,16.0,16.0,1,right,G. Payton II cutting Layup (9 PTS) (K. Thompson 3 AST),"[1627780, 202691]",1610612744.0,GSW,cutting,,,,,,Restricted Area,0-8 Center,2.25,Made,9.0,Payton II,G. Payton II,K. Thompson,202691.0,3.0,,,,,,,,,,,,,,,
278,PT01M21.00S,2024-03-07T04:05:47.0Z,2,REGULAR,3pt,Jump Shot,[],1626171,11.12023653088042,96.07843137254902,1610612749,71,53,2024-03-07T04:05:51Z,2750000,False,-230.0,52.0,1,left,MISS B. Portis 3PT - blocked,"[1626171, 203110]",1610612749.0,MIL,,,,,,,Left Corner 3,24+ Left,23.62,Missed,,Portis,B. Portis,,,,,,,,Green,203110.0,,,,,,,,,
279,PT01M21.00S,2024-03-07T04:05:47.0Z,2,REGULAR,block,,[],203110,,,1610612749,71,53,2024-03-07T04:05:50Z,2760000,False,,,0,,D. Green BLOCK (1 BLK),[203110],1610612744.0,GSW,,,,,,,Left Corner 3,24+ Left,,,,Green,D. Green,,,,,,,,,,,,,,,,,,
280,PT01M17.00S,2024-03-07T04:05:51.0Z,2,REGULAR,rebound,defensive,[],1630228,,,1610612744,71,53,2024-03-07T04:05:51Z,2770000,False,,,0,,J. Kuminga REBOUND (Off:0 Def:2),[1630228],1610612744.0,GSW,,,,,,,Left Corner 3,24+ Left,,,,Kuminga,J. Kuminga,,,,278.0,2.0,2.0,0.0,,,,,,,,,,,
281,PT01M14.00S,2024-03-07T04:05:53.8Z,2,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fastbreak']",1630228,91.40932982917214,50.49019607843137,1610612744,73,53,2024-03-07T04:05:59Z,2780000,False,2.0,28.0,1,right,J. Kuminga running DUNK (16 PTS) (D. Green 3 AST),"[1630228, 203110]",1610612744.0,GSW,running,,,,,,Restricted Area,0-8 Center,2.84,Made,16.0,Kuminga,J. Kuminga,D. Green,203110.0,3.0,,,,,,,,,,,,,,,
283,PT01M00.00S,2024-03-07T04:06:07.5Z,2,REGULAR,3pt,Jump Shot,[],203081,26.62614980289093,12.009803921568627,1610612749,73,56,2024-03-07T04:07:40Z,2800000,False,190.0,198.0,1,left,D. Lillard 27' 3PT step back (11 PTS),[203081],1610612749.0,MIL,step back,,,,,,Above the Break 3,24+ Right Center,27.43,Made,11.0,Lillard,D. Lillard,,,,,,,,,,,,,,,,,,
284,PT00M53.20S,2024-03-07T04:06:21.2Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],201939,91.27792378449409,42.15686274509804,1610612744,75,56,2024-03-07T04:06:27Z,2810000,False,-39.0,29.0,1,right,S. Curry driving Layup (14 PTS),[201939],1610612744.0,GSW,driving,,,,,,In The Paint (Non-RA),0-8 Center,4.91,Made,14.0,Curry,S. Curry,,,,,,,,,,,,,,,,,,
285,PT00M46.40S,2024-03-07T04:06:33.9Z,2,REGULAR,foul,offensive,[],1626171,,,1610612749,75,56,2024-03-07T04:06:40Z,2820000,False,,,0,,B. Portis offensive FOUL (2 PF),"[1626171, 1627780]",1610612749.0,MIL,,,,,,,Above the Break 3,24+ Right Center,,,,Portis,B. Portis,,,,,,,,,,202037.0,2.0,0.0,Payton II,1627780.0,,,,
287,PT00M46.40S,2024-03-07T04:06:33.9Z,2,REGULAR,turnover,offensive foul,[],1626171,,,1610612749,75,56,2024-03-07T04:06:33Z,2840000,False,,,0,,B. Portis offensive foul TURNOVER (2 TO),[1626171],1610612749.0,MIL,,,,,,,Above the Break 3,24+ Right Center,,,,Portis,B. Portis,,,,,,,,,,202037.0,,,,,2.0,,,
288,PT00M46.40S,2024-03-07T04:06:40.5Z,2,REGULAR,substitution,out,[],1626171,,,1610612744,75,56,2024-03-07T04:06:48Z,2850000,False,,,0,,SUB out: B. Portis,[1626171],1610612749.0,MIL,,,,,,,,,,,,Portis,B. Portis,,,,,,,,,,,,,,,,,,
289,PT00M46.40S,2024-03-07T04:06:40.5Z,2,REGULAR,substitution,in,[],203507,,,1610612744,75,56,2024-03-07T04:06:48Z,2860000,False,,,0,,SUB in: G. Antetokounmpo,[203507],1610612749.0,MIL,,,,,,,,,,,,Antetokounmpo,G. Antetokounmpo,,,,,,,,,,,,,,,,,,
290,PT00M33.90S,2024-03-07T04:07:05.5Z,2,REGULAR,3pt,Jump Shot,['fromturnover'],201939,70.12155059132719,78.43137254901961,1610612744,78,56,2024-03-07T04:08:30Z,2870000,False,142.0,228.0,1,right,S. Curry 26' 3PT step back (17 PTS),[201939],1610612744.0,GSW,step back,,,,,,Above the Break 3,24+ Right Center,26.9,Made,17.0,Curry,S. Curry,,,,,,,,,,,,,,,,,,
291,PT00M13.10S,2024-03-07T04:07:29.4Z,2,REGULAR,3pt,Jump Shot,[],1627736,18.74178712220762,4.901960784313726,1610612749,78,56,2024-03-07T04:07:35Z,2880000,False,225.0,124.0,1,left,MISS M. Beasley 25' 3PT,[1627736],1610612749.0,MIL,,,,,,,Above the Break 3,24+ Right Center,25.72,Missed,,Beasley,M. Beasley,,,,,,,,,,,,,,,,,,
292,PT00M10.70S,2024-03-07T04:07:31.8Z,2,REGULAR,rebound,offensive,[],201572,,,1610612749,78,56,2024-03-07T04:08:58Z,2890000,False,,,0,,B. Lopez REBOUND (Off:1 Def:1),[201572],1610612749.0,MIL,,,,,,,Above the Break 3,24+ Right Center,,,,Lopez,B. Lopez,,,,291.0,2.0,1.0,1.0,,,,,,,,,,,
293,PT00M09.70S,2024-03-07T04:07:34.2Z,2,REGULAR,2pt,Layup,"['2ndchance', 'pointsinthepaint']",201572,5.590000152587891,50.0,1610612749,78,58,2024-03-07T04:09:22Z,2900000,False,0.0,0.0,1,left,B. Lopez putback Layup (5 PTS),[201572],1610612749.0,MIL,putback,,,,,,Restricted Area,0-8 Center,0.0,Made,5.0,Lopez,B. Lopez,,,,,,,,,,,,,,,,,,
294,PT00M05.20S,2024-03-07T04:07:41.7Z,2,REGULAR,foul,personal,[],1627736,,,1610612744,78,58,2024-03-07T04:09:42Z,2910000,False,,,0,,M. Beasley take personal FOUL (1 PF),"[1627736, 201939]",1610612749.0,MIL,take,,,,,,Above the Break 3,24+ Center,,,,Beasley,M. Beasley,,,,,,,,,,204058.0,1.0,0.0,Curry,201939.0,,,,
296,PT00M05.20S,2024-03-07T04:07:57.7Z,2,REGULAR,substitution,out,[],1627780,,,1610612744,78,58,2024-03-07T04:08:07Z,2930000,False,,,0,,SUB out: G. Payton II,[1627780],1610612744.0,GSW,,,,,,,,,,,,Payton II,G. Payton II,,,,,,,,,,,,,,,,,,
297,PT00M05.20S,2024-03-07T04:07:57.7Z,2,REGULAR,substitution,out,[],201572,,,1610612744,78,58,2024-03-07T04:08:07Z,2940000,False,,,0,,SUB out: B. Lopez,[201572],1610612749.0,MIL,,,,,,,,,,,,Lopez,B. Lopez,,,,,,,,,,,,,,,,,,
298,PT00M05.20S,2024-03-07T04:07:57.7Z,2,REGULAR,substitution,in,[],1641764,,,1610612744,78,58,2024-03-07T04:08:07Z,2950000,False,,,0,,SUB in: B. Podziemski,[1641764],1610612744.0,GSW,,,,,,,,,,,,Podziemski,B. Podziemski,,,,,,,,,,,,,,,,,,
299,PT00M05.20S,2024-03-07T04:07:57.7Z,2,REGULAR,substitution,in,[],201976,,,1610612744,78,58,2024-03-07T04:08:07Z,2960000,False,,,0,,SUB in: P. Beverley,[201976],1610612749.0,MIL,,,,,,,,,,,,Beverley,P. Beverley,,,,,,,,,,,,,,,,,,
300,PT00M03.30S,2024-03-07T04:08:22.1Z,2,REGULAR,3pt,Jump Shot,[],202691,92.19776609724047,94.85294117647058,1610612744,78,58,2024-03-07T04:10:50Z,2970000,False,224.0,21.0,1,right,MISS K. Thompson 3PT,[202691],1610612744.0,GSW,,,,,,,Right Corner 3,24+ Right,22.53,Missed,,Thompson,K. Thompson,,,,,,,,,,,,,,,,,,
301,PT00M00.10S,2024-03-07T04:08:25.3Z,2,REGULAR,rebound,defensive,['team'],0,,,1610612749,78,58,2024-03-07T04:10:50Z,2980000,False,,,0,,TEAM defensive REBOUND,[],1610612749.0,MIL,,,,,,,Right Corner 3,24+ Right,,,,,,,,,300.0,,,,,,,,,,,,,,
302,PT00M00.00S,2024-03-07T04:08:27.4Z,2,REGULAR,period,end,[],0,,,1610612749,78,58,2024-03-07T04:08:28Z,2990000,False,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
303,PT12M00.00S,2024-03-07T04:25:19.3Z,3,REGULAR,substitution,out,['startperiod'],202691,,,1610612749,78,58,2024-03-07T04:25:35Z,3000000,False,,,0,,SUB out: K. Thompson,[202691],1610612744.0,GSW,,,,,,,,,,,,Thompson,K. Thompson,,,,,,,,,,,,,,,,,,
304,PT12M00.00S,2024-03-07T04:25:19.3Z,3,REGULAR,substitution,out,['startperiod'],201976,,,1610612749,78,58,2024-03-07T04:25:35Z,3010000,False,,,0,,SUB out: P. Beverley,[201976],1610612749.0,MIL,,,,,,,,,,,,Beverley,P. Beverley,,,,,,,,,,,,,,,,,,
305,PT12M00.00S,2024-03-07T04:25:19.3Z,3,REGULAR,substitution,in,['startperiod'],203952,,,1610612749,78,58,2024-03-07T04:25:35Z,3020000,False,,,0,,SUB in: A. Wiggins,[203952],1610612744.0,GSW,,,,,,,,,,,,Wiggins,A. Wiggins,,,,,,,,,,,,,,,,,,
306,PT12M00.00S,2024-03-07T04:25:19.3Z,3,REGULAR,substitution,in,['startperiod'],201572,,,1610612749,78,58,2024-03-07T04:25:35Z,3030000,False,,,0,,SUB in: B. Lopez,[201572],1610612749.0,MIL,,,,,,,,,,,,Lopez,B. Lopez,,,,,,,,,,,,,,,,,,
307,PT12M00.00S,2024-03-07T04:25:33.9Z,3,REGULAR,period,start,[],0,,,1610612744,78,58,2024-03-07T04:25:36Z,3040000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
308,PT11M48.00S,2024-03-07T04:25:45.7Z,3,REGULAR,2pt,Jump Shot,[],201939,19.530223390275953,21.07843137254902,1610612744,78,58,2024-03-07T04:27:53Z,3050000,False,145.0,131.0,1,left,MISS S. Curry 19' pullup Shot,[201939],1610612744.0,GSW,pullup,,,,,,Mid-Range,16-24 Right Center,19.52,Missed,,Curry,S. Curry,,,,,,,,,,,,,,,,,,
309,PT11M46.00S,2024-03-07T04:25:47.7Z,3,REGULAR,rebound,defensive,[],203109,,,1610612749,78,58,2024-03-07T04:25:55Z,3060000,False,,,0,,J. Crowder REBOUND (Off:1 Def:4),[203109],1610612749.0,MIL,,,,,,,Mid-Range,16-24 Right Center,,,,Crowder,J. Crowder,,,,308.0,5.0,4.0,1.0,,,,,,,,,,,
310,PT11M28.00S,2024-03-07T04:26:04.7Z,3,REGULAR,3pt,Jump Shot,[],201572,67.36202365308804,27.205882352941174,1610612749,78,58,2024-03-07T04:26:09Z,3070000,False,-114.0,254.0,1,right,MISS B. Lopez 27' 3PT,[201572],1610612749.0,MIL,,,,,,,Above the Break 3,24+ Left Center,27.87,Missed,,Lopez,B. Lopez,,,,,,,,,,,,,,,,,,
311,PT11M25.00S,2024-03-07T04:26:07.7Z,3,REGULAR,rebound,defensive,[],203110,,,1610612744,78,58,2024-03-07T04:26:09Z,3080000,False,,,0,,D. Green REBOUND (Off:0 Def:3),[203110],1610612744.0,GSW,,,,,,,Above the Break 3,24+ Left Center,,,,Green,D. Green,,,,310.0,3.0,3.0,0.0,,,,,,,,,,,
312,PT11M04.00S,2024-03-07T04:26:28.4Z,3,REGULAR,3pt,Jump Shot,[],203110,34.247700394218136,44.85294117647059,1610612744,78,58,2024-03-07T04:26:33Z,3090000,False,26.0,269.0,1,left,MISS D. Green 27' 3PT,[203110],1610612744.0,GSW,,,,,,,Above the Break 3,24+ Center,27.06,Missed,,Green,D. Green,,,,,,,,,,,,,,,,,,
313,PT11M02.00S,2024-03-07T04:26:30.4Z,3,REGULAR,rebound,defensive,[],203507,,,1610612749,78,58,2024-03-07T04:26:33Z,3100000,False,,,0,,G. Antetokounmpo REBOUND (Off:1 Def:1),[203507],1610612749.0,MIL,,,,,,,Above the Break 3,24+ Center,,,,Antetokounmpo,G. Antetokounmpo,,,,312.0,2.0,1.0,1.0,,,,,,,,,,,
314,PT10M54.00S,2024-03-07T04:26:39.1Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],203109,92.46057818659659,56.86274509803921,1610612749,78,60,2024-03-07T04:27:01Z,3110000,False,34.0,18.0,1,right,J. Crowder Layup (4 PTS) (G. Antetokounmpo 3 AST),"[203109, 203507]",1610612749.0,MIL,,,,,,,Restricted Area,0-8 Center,3.89,Made,4.0,Crowder,J. Crowder,G. Antetokounmpo,203507.0,3.0,,,,,,,,,,,,,,,
318,PT10M38.00S,2024-03-07T04:26:54.4Z,3,REGULAR,3pt,Jump Shot,[],1641764,32.40801576872536,36.51960784313725,1610612744,78,60,2024-03-07T04:26:58Z,3130000,False,67.0,252.0,1,left,MISS B. Podziemski 26' 3PT,[1641764],1610612744.0,GSW,,,,,,,Above the Break 3,24+ Center,26.1,Missed,,Podziemski,B. Podziemski,,,,,,,,,,,,,,,,,,
319,PT10M36.00S,2024-03-07T04:26:56.4Z,3,REGULAR,rebound,defensive,[],203507,,,1610612749,78,60,2024-03-07T04:26:58Z,3140000,False,,,0,,G. Antetokounmpo REBOUND (Off:1 Def:2),[203507],1610612749.0,MIL,,,,,,,Above the Break 3,24+ Center,,,,Antetokounmpo,G. Antetokounmpo,,,,318.0,3.0,2.0,1.0,,,,,,,,,,,
320,PT10M29.00S,2024-03-07T04:27:08.0Z,3,REGULAR,foul,personal,['2freethrow'],203110,,,1610612749,78,60,2024-03-07T04:27:24Z,3150000,False,,,0,,D. Green shooting personal FOUL (3 PF) (Antetokounmpo 2 FT),"[203110, 203507]",1610612744.0,GSW,shooting,,,,,,In The Paint (Non-RA),0-8 Center,,,,Green,D. Green,,,,,,,,,,204058.0,3.0,1.0,Antetokounmpo,203507.0,,,,
322,PT10M29.00S,2024-03-07T04:27:58.0Z,3,REGULAR,freethrow,1 of 2,[],203507,,,1610612749,78,61,2024-03-07T04:27:58Z,3170000,False,,,0,,G. Antetokounmpo Free Throw 1 of 2 (13 PTS),[203507],1610612749.0,MIL,,,,,,,,,,Made,13.0,Antetokounmpo,G. Antetokounmpo,,,,,,,,,,,,,,,,,,
323,PT10M29.00S,2024-03-07T04:28:22.4Z,3,REGULAR,freethrow,2 of 2,[],203507,,,1610612749,78,62,2024-03-07T04:28:22Z,3180000,False,,,0,,G. Antetokounmpo Free Throw 2 of 2 (14 PTS),[203507],1610612749.0,MIL,,,,,,,,,,Made,14.0,Antetokounmpo,G. Antetokounmpo,,,,,,,,,,,,,,,,,,
324,PT10M09.00S,2024-03-07T04:28:44.1Z,3,REGULAR,3pt,Jump Shot,[],201939,9.937582128777924,1.9607843137254901,1610612744,78,62,2024-03-07T04:28:50Z,3190000,False,240.0,41.0,1,left,MISS S. Curry 24' 3PT,[201939],1610612744.0,GSW,,,,,,,Right Corner 3,24+ Right,24.37,Missed,,Curry,S. Curry,,,,,,,,,,,,,,,,,,
325,PT10M06.00S,2024-03-07T04:28:47.1Z,3,REGULAR,rebound,defensive,[],1627736,,,1610612749,78,62,2024-03-07T04:28:50Z,3200000,False,,,0,,M. Beasley REBOUND (Off:1 Def:1),[1627736],1610612749.0,MIL,,,,,,,Right Corner 3,24+ Right,,,,Beasley,M. Beasley,,,,324.0,2.0,1.0,1.0,,,,,,,,,,,
326,PT09M59.00S,2024-03-07T04:28:54.1Z,3,REGULAR,2pt,Layup,[],203507,90.53876478318003,69.35891544117648,1610612749,78,62,2024-03-07T04:31:44Z,3210000,False,97.0,36.0,1,right,MISS G. Antetokounmpo 10' driving Layup,[203507],1610612749.0,MIL,driving,,,,,,Mid-Range,8-16 Right,10.34,Missed,,Antetokounmpo,G. Antetokounmpo,,,,,,,,,,,,,,,,,,
327,PT09M58.00S,2024-03-07T04:28:55.1Z,3,REGULAR,rebound,offensive,[],201572,,,1610612749,78,62,2024-03-07T04:30:14Z,3220000,False,,,0,,B. Lopez REBOUND (Off:2 Def:1),[201572],1610612749.0,MIL,,,,,,,Restricted Area,0-8 Center,,,,Lopez,B. Lopez,,,,326.0,3.0,1.0,2.0,,,,,,,,,,,
328,PT09M56.00S,2024-03-07T04:29:01.0Z,3,REGULAR,2pt,Layup,"['2ndchance', 'pointsinthepaint']",201572,94.40999984741211,50.0,1610612749,78,62,2024-03-07T04:30:41Z,3230000,False,0.0,0.0,1,right,MISS B. Lopez putback Layup - blocked,"[201572, 1630228]",1610612749.0,MIL,putback,,,,,,Restricted Area,0-8 Center,0.0,Missed,,Lopez,B. Lopez,,,,,,,,Kuminga,1630228.0,,,,,,,,,
329,PT09M56.00S,2024-03-07T04:29:01.0Z,3,REGULAR,block,,[],1630228,,,1610612749,78,62,2024-03-07T04:29:02Z,3240000,False,,,0,,J. Kuminga BLOCK (1 BLK),[1630228],1610612744.0,GSW,,,,,,,Restricted Area,0-8 Center,,,,Kuminga,J. Kuminga,,,,,,,,,,,,,,,,,,
330,PT09M54.00S,2024-03-07T04:29:03.0Z,3,REGULAR,rebound,defensive,[],203952,,,1610612744,78,62,2024-03-07T04:30:41Z,3250000,False,,,0,,A. Wiggins REBOUND (Off:1 Def:1),[203952],1610612744.0,GSW,,,,,,,Restricted Area,0-8 Center,,,,Wiggins,A. Wiggins,,,,328.0,2.0,1.0,1.0,,,,,,,,,,,
331,PT09M49.00S,2024-03-07T04:29:03.8Z,3,REGULAR,3pt,Jump Shot,['fastbreak'],201939,28.07161629434954,82.84313725490196,1610612744,81,62,2024-03-07T04:31:01Z,3260000,False,-164.0,211.0,1,left,S. Curry 26' 3PT running (20 PTS) (A. Wiggins 2 AST),"[201939, 203952]",1610612744.0,GSW,running,,,,,,Above the Break 3,24+ Left Center,26.77,Made,20.0,Curry,S. Curry,A. Wiggins,203952.0,2.0,,,,,,,,,,,,,,,
