actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,blockPlayerName,blockPersonId,officialId,turnoverTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,stealPlayerName,stealPersonId
17,PT10M24.00S,2024-04-08T00:42:33.2Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],1629012,67.09921156373193,45.34313725490196,1610612762,2,5,2024-04-08T00:44:34Z,170000,False,-23.0,257.0,1,right,MISS C. Sexton 25' running pullup 3PT,[1629012],1610612762.0,UTA,running pullup,,,Sexton,C. Sexton,,,,,Above the Break 3,24+ Center,25.79,Missed,,,,,,,,,,,,,,,,,,
18,PT10M23.00S,2024-04-08T00:42:34.2Z,1,REGULAR,rebound,defensive,['team'],0,,,1610612744,2,5,2024-04-08T00:42:42Z,180000,False,,,0,,TEAM defensive REBOUND,[],1610612744.0,GSW,,,,,,,,,,Above the Break 3,24+ Center,,,17.0,,,,,,,,,,,,,,,,,
20,PT10M10.00S,2024-04-08T00:43:01.3Z,1,REGULAR,turnover,out-of-bounds,[],203110,,,1610612744,2,5,2024-04-08T00:43:10Z,200000,False,,,0,,D. Green bad pass out-of-bounds TURNOVER (1 TO),[203110],1610612744.0,GSW,bad pass,,,Green,D. Green,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,1627962.0,1.0,,,,,,
21,PT09M59.00S,2024-04-08T00:43:18.0Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],1641718,66.96780551905388,34.80392156862745,1610612762,2,8,2024-04-08T00:45:11Z,210000,False,-76.0,258.0,1,right,K. George 26' 3PT pullup (3 PTS),[1641718],1610612762.0,UTA,pullup,,,George,K. George,,,,,Above the Break 3,24+ Center,26.9,Made,,,,,3.0,,,,,,,,,,,,,
22,PT09M31.00S,2024-04-08T00:43:45.8Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1641764,7.966491458607096,40.19607843137255,1610612744,4,8,2024-04-08T00:43:59Z,220000,False,49.0,22.0,1,left,B. Podziemski driving finger roll Layup (2 PTS),[1641764],1610612744.0,GSW,driving finger roll,,,Podziemski,B. Podziemski,,,,,In The Paint (Non-RA),0-8 Center,5.39,Made,,,,,2.0,,,,,,,,,,,,,
23,PT09M20.00S,2024-04-08T00:43:56.1Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630209,84.05059132720105,48.77450980392157,1610612762,4,8,2024-04-08T00:46:24Z,230000,False,-6.0,97.0,1,right,MISS O. Yurtseven 9' floating Shot,[1630209],1610612762.0,UTA,floating,,,Yurtseven,O. Yurtseven,,,,,In The Paint (Non-RA),8-16 Center,9.76,Missed,,,,,,,,,,,,,,,,,,
24,PT09M20.00S,2024-04-08T00:43:56.1Z,1,REGULAR,rebound,defensive,[],202691,,,1610612744,4,8,2024-04-08T00:44:18Z,240000,False,,,0,,K. Thompson REBOUND (Off:0 Def:1),[202691],1610612744.0,GSW,,,,Thompson,K. Thompson,,,,,In The Paint (Non-RA),8-16 Center,,,23.0,1.0,1.0,0.0,,,,,,,,,,,,,,
25,PT09M13.00S,2024-04-08T00:44:07.8Z,1,REGULAR,foul,personal,['2freethrow'],1641729,,,1610612744,4,8,2024-04-08T00:44:17Z,250000,False,,,0,,B. Sensabaugh shooting personal FOUL (1 PF) (Thompson 2 FT),"[1641729, 202691]",1610612762.0,UTA,shooting,,,Sensabaugh,B. Sensabaugh,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,1627526.0,,1.0,0.0,Thompson,202691.0,,
27,PT09M13.00S,2024-04-08T00:44:35.6Z,1,REGULAR,freethrow,1 of 2,[],202691,,,1610612744,5,8,2024-04-08T00:44:35Z,270000,False,,,0,,K. Thompson Free Throw 1 of 2 (1 PTS),[202691],1610612744.0,GSW,,,,Thompson,K. Thompson,,,,,,,,Made,,,,,1.0,,,,,,,,,,,,,
28,PT09M13.00S,2024-04-08T00:44:55.9Z,1,REGULAR,freethrow,2 of 2,[],202691,,,1610612744,6,8,2024-04-08T00:44:56Z,280000,False,,,0,,K. Thompson Free Throw 2 of 2 (2 PTS),[202691],1610612744.0,GSW,,,,Thompson,K. Thompson,,,,,,,,Made,,,,,2.0,,,,,,,,,,,,,
29,PT09M01.00S,2024-04-08T00:45:08.5Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630209,91.93495400788436,54.166666666666664,1610612762,6,10,2024-04-08T00:45:13Z,290000,False,21.0,23.0,1,right,O. Yurtseven alley-oop Layup (2 PTS) (C. Sexton 1 AST),"[1630209, 1629012]",1610612762.0,UTA,alley-oop,,,Yurtseven,O. Yurtseven,,,,,Restricted Area,0-8 Center,3.12,Made,,,,,2.0,C. Sexton,1629012.0,1.0,,,,,,,,,,
31,PT09M01.00S,2024-04-08T00:45:12.1Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612744,6,10,2024-04-08T00:45:12Z,310000,False,,,0,,GSW Timeout,[],1610612744.0,GSW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32,PT08M49.00S,2024-04-08T00:48:22.7Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203110,12.959921156373195,46.81372549019608,1610612744,6,10,2024-04-08T00:49:18Z,320000,False,16.0,69.0,1,left,MISS D. Green 7' fadeaway Shot,[203110],1610612744.0,GSW,fadeaway,,,Green,D. Green,,,,,In The Paint (Non-RA),0-8 Center,7.11,Missed,,,,,,,,,,,,,,,,,,
33,PT08M46.00S,2024-04-08T00:48:25.7Z,1,REGULAR,rebound,defensive,[],1630209,,,1610612762,6,10,2024-04-08T00:48:30Z,330000,False,,,0,,O. Yurtseven REBOUND (Off:0 Def:2),[1630209],1610612762.0,UTA,,,,Yurtseven,O. Yurtseven,,,,,In The Paint (Non-RA),0-8 Center,,,32.0,2.0,2.0,0.0,,,,,,,,,,,,,,
34,PT08M36.00S,2024-04-08T00:48:36.3Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],1630209,92.59198423127464,43.627450980392155,1610612762,6,10,2024-04-08T00:48:41Z,340000,False,-32.0,17.0,1,right,MISS O. Yurtseven reverse DUNK,[1630209],1610612762.0,UTA,reverse,,,Yurtseven,O. Yurtseven,,,,,Restricted Area,0-8 Center,3.62,Missed,,,,,,,,,,,,,,,,,,
35,PT08M34.00S,2024-04-08T00:48:38.3Z,1,REGULAR,rebound,defensive,[],1641764,,,1610612744,6,10,2024-04-08T00:48:41Z,350000,False,,,0,,B. Podziemski REBOUND (Off:0 Def:1),[1641764],1610612744.0,GSW,,,,Podziemski,B. Podziemski,,,,,Restricted Area,0-8 Center,,,34.0,1.0,1.0,0.0,,,,,,,,,,,,,,
36,PT08M22.00S,2024-04-08T00:48:50.0Z,1,REGULAR,3pt,Jump Shot,[],1641764,26.757555847568987,82.1078431372549,1610612744,9,10,2024-04-08T00:48:54Z,360000,False,-161.0,199.0,1,left,B. Podziemski 25' 3PT  (5 PTS) (K. Thompson 1 AST),"[1641764, 202691]",1610612744.0,GSW,,,,Podziemski,B. Podziemski,,,,,Above the Break 3,24+ Left Center,25.57,Made,,,,,5.0,K. Thompson,202691.0,1.0,,,,,,,,,,
38,PT08M02.00S,2024-04-08T00:49:10.5Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1629012,90.88370565045992,48.529411764705884,1610612762,9,12,2024-04-08T00:49:14Z,380000,False,-7.0,33.0,1,right,C. Sexton driving finger roll Layup (4 PTS),[1629012],1610612762.0,UTA,driving finger roll,,,Sexton,C. Sexton,,,,,Restricted Area,0-8 Center,3.4,Made,,,,,4.0,,,,,,,,,,,,,
39,PT07M49.00S,2024-04-08T00:49:22.5Z,1,REGULAR,3pt,Jump Shot,[],202691,25.443495400788436,82.1078431372549,1610612744,12,12,2024-04-08T00:49:29Z,390000,False,-161.0,187.0,1,left,K. Thompson 24' 3PT step back (5 PTS),[202691],1610612744.0,GSW,step back,,,Thompson,K. Thompson,,,,,Above the Break 3,24+ Left Center,24.62,Made,,,,,5.0,,,,,,,,,,,,,
41,PT07M27.00S,2024-04-08T00:49:59.8Z,1,REGULAR,3pt,Jump Shot,[],1641707,73.14388961892247,14.705882352941178,1610612762,12,12,2024-04-08T00:50:04Z,410000,False,-176.0,200.0,1,right,MISS T. Hendricks 26' 3PT,[1641707],1610612762.0,UTA,,,,Hendricks,T. Hendricks,,,,,Above the Break 3,24+ Left Center,26.67,Missed,,,,,,,,,,,,,,,,,,
42,PT07M25.00S,2024-04-08T00:50:01.8Z,1,REGULAR,rebound,defensive,[],1641764,,,1610612744,12,12,2024-04-08T00:50:15Z,420000,False,,,0,,B. Podziemski REBOUND (Off:0 Def:2),[1641764],1610612744.0,GSW,,,,Podziemski,B. Podziemski,,,,,Above the Break 3,24+ Left Center,,,41.0,2.0,2.0,0.0,,,,,,,,,,,,,,
43,PT07M17.00S,2024-04-08T00:50:09.0Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],1631218,8.492115637319317,48.529411764705884,1610612744,14,12,2024-04-08T00:50:15Z,430000,False,7.0,27.0,1,left,T. Jackson-Davis alley-oop DUNK (4 PTS) (K. Thompson 2 AST),"[1631218, 202691]",1610612744.0,GSW,alley-oop,,,Jackson-Davis,T. Jackson-Davis,,,,,Restricted Area,0-8 Center,2.83,Made,,,,,4.0,K. Thompson,202691.0,2.0,,,,,,,,,,
45,PT06M51.00S,2024-04-08T00:50:34.7Z,1,REGULAR,2pt,Jump Shot,[],1641707,86.5473061760841,29.901960784313726,1610612762,14,12,2024-04-08T00:51:45Z,450000,False,-100.0,74.0,1,right,MISS T. Hendricks 12' driving floating Shot,[1641707],1610612762.0,UTA,driving floating,,,Hendricks,T. Hendricks,,,,,Mid-Range,8-16 Left,12.48,Missed,,,,,,,,,,,,,,,,,,
46,PT06M49.00S,2024-04-08T00:50:36.7Z,1,REGULAR,rebound,defensive,[],202691,,,1610612744,14,12,2024-04-08T00:50:39Z,460000,False,,,0,,K. Thompson REBOUND (Off:0 Def:2),[202691],1610612744.0,GSW,,,,Thompson,K. Thompson,,,,,Mid-Range,8-16 Left,,,45.0,2.0,2.0,0.0,,,,,,,,,,,,,,
47,PT06M45.00S,2024-04-08T00:50:40.8Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],202691,29.25427069645204,14.460784313725492,1610612744,17,12,2024-04-08T00:52:03Z,470000,False,178.0,222.0,1,left,K. Thompson 28' 3PT running pullup (8 PTS),[202691],1610612744.0,GSW,running pullup,,,Thompson,K. Thompson,,,,,Above the Break 3,24+ Right Center,28.48,Made,,,,,8.0,,,,,,,,,,,,,
48,PT06M19.00S,2024-04-08T00:51:07.5Z,1,REGULAR,turnover,lost ball,[],1641729,,,1610612762,17,12,2024-04-08T00:51:13Z,480000,False,,,0,,B. Sensabaugh lost ball TURNOVER (1 TO),"[1641729, 203110]",1610612762.0,UTA,,,,Sensabaugh,B. Sensabaugh,,,,,Mid-Range,8-16 Left,,,,,,,,,,,,,,1.0,,,,,Green,203110.0
49,PT06M19.00S,2024-04-08T00:51:07.5Z,1,REGULAR,steal,,[],203110,,,1610612744,17,12,2024-04-08T00:51:09Z,490000,False,,,0,,D. Green STEAL (1 STL),[203110],1610612744.0,GSW,,,,Green,D. Green,,,,,Mid-Range,8-16 Left,,,,,,,,,,,,,,,,,,,,
50,PT06M14.00S,2024-04-08T00:51:15.5Z,1,REGULAR,turnover,out-of-bounds,[],101108,,,1610612744,17,12,2024-04-08T00:51:30Z,500000,False,,,0,,C. Paul step out-of-bounds TURNOVER (1 TO),[101108],1610612744.0,GSW,step,,,Paul,C. Paul,,,,,Right Corner 3,24+ Right,,,,,,,,,,,,,202037.0,1.0,,,,,,
51,PT06M14.00S,2024-04-08T00:51:18.2Z,1,REGULAR,substitution,out,[],1641764,,,1610612762,17,12,2024-04-08T00:51:30Z,510000,False,,,0,,SUB out: B. Podziemski,[1641764],1610612744.0,GSW,,,,Podziemski,B. Podziemski,,,,,,,,,,,,,,,,,,,,,,,,,,
52,PT06M14.00S,2024-04-08T00:51:18.2Z,1,REGULAR,substitution,out,[],1631218,,,1610612762,17,12,2024-04-08T00:51:30Z,520000,False,,,0,,SUB out: T. Jackson-Davis,[1631218],1610612744.0,GSW,,,,Jackson-Davis,T. Jackson-Davis,,,,,,,,,,,,,,,,,,,,,,,,,,
53,PT06M14.00S,2024-04-08T00:51:18.2Z,1,REGULAR,substitution,out,[],1641707,,,1610612762,17,12,2024-04-08T00:51:30Z,530000,False,,,0,,SUB out: T. Hendricks,[1641707],1610612762.0,UTA,,,,Hendricks,T. Hendricks,,,,,,,,,,,,,,,,,,,,,,,,,,
54,PT06M14.00S,2024-04-08T00:51:18.2Z,1,REGULAR,substitution,out,[],1629012,,,1610612762,17,12,2024-04-08T00:51:30Z,540000,False,,,0,,SUB out: C. Sexton,[1629012],1610612762.0,UTA,,,,Sexton,C. Sexton,,,,,,,,,,,,,,,,,,,,,,,,,,
55,PT06M14.00S,2024-04-08T00:51:18.2Z,1,REGULAR,substitution,in,[],1630541,,,1610612762,17,12,2024-04-08T00:51:30Z,550000,False,,,0,,SUB in: M. Moody,[1630541],1610612744.0,GSW,,,,Moody,M. Moody,,,,,,,,,,,,,,,,,,,,,,,,,,
56,PT06M14.00S,2024-04-08T00:51:18.2Z,1,REGULAR,substitution,in,[],1630228,,,1610612762,17,12,2024-04-08T00:51:30Z,560000,False,,,0,,SUB in: J. Kuminga,[1630228],1610612744.0,GSW,,,,Kuminga,J. Kuminga,,,,,,,,,,,,,,,,,,,,,,,,,,
57,PT06M14.00S,2024-04-08T00:51:18.2Z,1,REGULAR,substitution,in,[],1630184,,,1610612762,17,12,2024-04-08T00:51:30Z,570000,False,,,0,,SUB in: K. Lewis Jr.,[1630184],1610612762.0,UTA,,,,Lewis Jr.,K. Lewis Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
58,PT06M14.00S,2024-04-08T00:51:18.2Z,1,REGULAR,substitution,in,[],1629647,,,1610612762,17,12,2024-04-08T00:51:30Z,580000,False,,,0,,SUB in: D. Bazley,[1629647],1610612762.0,UTA,,,,Bazley,D. Bazley,,,,,,,,,,,,,,,,,,,,,,,,,,
59,PT05M59.00S,2024-04-08T00:51:54.2Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],1641718,82.47371879106439,94.85294117647058,1610612762,17,12,2024-04-08T00:52:02Z,590000,False,224.0,112.0,1,right,MISS K. George 25' 3PT,[1641718],1610612762.0,UTA,,,,George,K. George,,,,,Above the Break 3,24+ Right Center,25.08,Missed,,,,,,,,,,,,,,,,,,
60,PT05M57.00S,2024-04-08T00:51:56.2Z,1,REGULAR,rebound,defensive,[],101108,,,1610612744,17,12,2024-04-08T00:52:18Z,600000,False,,,0,,C. Paul REBOUND (Off:0 Def:1),[101108],1610612744.0,GSW,,,,Paul,C. Paul,,,,,Above the Break 3,24+ Right Center,,,59.0,1.0,1.0,0.0,,,,,,,,,,,,,,
61,PT05M43.00S,2024-04-08T00:52:09.8Z,1,REGULAR,3pt,Jump Shot,[],203110,27.020367936925098,83.82352941176471,1610612744,20,12,2024-04-08T00:52:15Z,610000,False,-169.0,201.0,1,left,D. Green 26' 3PT  (3 PTS) (K. Thompson 3 AST),"[203110, 202691]",1610612744.0,GSW,,,,Green,D. Green,,,,,Above the Break 3,24+ Left Center,26.31,Made,,,,,3.0,K. Thompson,202691.0,3.0,,,,,,,,,,
63,PT05M27.00S,2024-04-08T00:52:25.5Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],1630209,87.72996057818659,41.42156862745098,1610612762,20,14,2024-04-08T00:52:35Z,630000,False,-43.0,63.0,1,right,O. Yurtseven 7' turnaround Hook (4 PTS) (K. Lewis Jr. 1 AST),"[1630209, 1630184]",1610612762.0,UTA,turnaround,,,Yurtseven,O. Yurtseven,,,,,In The Paint (Non-RA),0-8 Center,7.61,Made,,,,,4.0,K. Lewis Jr.,1630184.0,1.0,,,,,,,,,,
65,PT05M11.00S,2024-04-08T00:52:41.1Z,1,REGULAR,3pt,Jump Shot,[],101108,24.78646517739816,89.95098039215686,1610612744,20,14,2024-04-08T00:52:46Z,650000,False,-200.0,180.0,1,left,MISS C. Paul 26' 3PT,[101108],1610612744.0,GSW,,,,Paul,C. Paul,,,,,Above the Break 3,24+ Left Center,26.93,Missed,,,,,,,,,,,,,,,,,,
66,PT05M09.00S,2024-04-08T00:52:43.1Z,1,REGULAR,rebound,defensive,[],1630209,,,1610612762,20,14,2024-04-08T00:52:48Z,660000,False,,,0,,O. Yurtseven REBOUND (Off:0 Def:3),[1630209],1610612762.0,UTA,,,,Yurtseven,O. Yurtseven,,,,,Above the Break 3,24+ Left Center,,,65.0,3.0,3.0,0.0,,,,,,,,,,,,,,
67,PT04M56.00S,2024-04-08T00:52:56.2Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1641729,89.30683311432325,38.48039215686275,1610612762,20,14,2024-04-08T00:53:01Z,670000,False,-58.0,48.0,1,right,MISS B. Sensabaugh 7' driving Layup - blocked,"[1641729, 1630228]",1610612762.0,UTA,driving,,,Sensabaugh,B. Sensabaugh,,,,,In The Paint (Non-RA),0-8 Center,7.5,Missed,,,,,,,,,Kuminga,1630228.0,,,,,,,,
68,PT04M56.00S,2024-04-08T00:52:56.2Z,1,REGULAR,block,,[],1630228,,,1610612762,20,14,2024-04-08T00:52:58Z,680000,False,,,0,,J. Kuminga BLOCK (1 BLK),[1630228],1610612744.0,GSW,,,,Kuminga,J. Kuminga,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
69,PT04M54.00S,2024-04-08T00:52:58.2Z,1,REGULAR,rebound,defensive,[],1630228,,,1610612744,20,14,2024-04-08T00:53:01Z,690000,False,,,0,,J. Kuminga REBOUND (Off:0 Def:1),[1630228],1610612744.0,GSW,,,,Kuminga,J. Kuminga,,,,,In The Paint (Non-RA),0-8 Center,,,67.0,1.0,1.0,0.0,,,,,,,,,,,,,,
70,PT04M51.00S,2024-04-08T00:53:02.3Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],202691,25.443495400788436,11.029411764705882,1610612744,23,14,2024-04-08T00:55:18Z,700000,False,195.0,187.0,1,left,K. Thompson 26' 3PT running pullup (11 PTS) (J. Kuminga 1 AST),"[202691, 1630228]",1610612744.0,GSW,running pullup,,,Thompson,K. Thompson,,,,,Above the Break 3,24+ Right Center,26.99,Made,,,,,11.0,J. Kuminga,1630228.0,1.0,,,,,,,,,,
72,PT04M49.00S,2024-04-08T00:53:07.9Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612762,23,14,2024-04-08T00:53:07Z,720000,False,,,0,,UTA Timeout,[],1610612762.0,UTA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
73,PT04M49.00S,2024-04-08T00:55:41.5Z,1,REGULAR,substitution,out,[],1641729,,,1610612762,23,14,2024-04-08T00:56:03Z,730000,False,,,0,,SUB out: B. Sensabaugh,[1641729],1610612762.0,UTA,,,,Sensabaugh,B. Sensabaugh,,,,,,,,,,,,,,,,,,,,,,,,,,
74,PT04M49.00S,2024-04-08T00:55:41.5Z,1,REGULAR,substitution,out,[],1630209,,,1610612762,23,14,2024-04-08T00:56:03Z,740000,False,,,0,,SUB out: O. Yurtseven,[1630209],1610612762.0,UTA,,,,Yurtseven,O. Yurtseven,,,,,,,,,,,,,,,,,,,,,,,,,,
75,PT04M49.00S,2024-04-08T00:55:41.5Z,1,REGULAR,substitution,in,[],1630695,,,1610612762,23,14,2024-04-08T00:56:03Z,750000,False,,,0,,SUB in: M. Potter,[1630695],1610612762.0,UTA,,,,Potter,M. Potter,,,,,,,,,,,,,,,,,,,,,,,,,,
76,PT04M49.00S,2024-04-08T00:55:41.5Z,1,REGULAR,substitution,in,[],1630548,,,1610612762,23,14,2024-04-08T00:56:03Z,760000,False,,,0,,SUB in: J. Juzang,[1630548],1610612762.0,UTA,,,,Juzang,J. Juzang,,,,,,,,,,,,,,,,,,,,,,,,,,
77,PT04M29.00S,2024-04-08T00:56:35.7Z,1,REGULAR,turnover,bad pass,[],1629647,,,1610612762,23,14,2024-04-08T00:56:40Z,770000,False,,,0,,D. Bazley bad pass TURNOVER (1 TO),"[1629647, 203110]",1610612762.0,UTA,,,,Bazley,D. Bazley,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,1.0,,,,,Green,203110.0
78,PT04M29.00S,2024-04-08T00:56:35.7Z,1,REGULAR,steal,,[],203110,,,1610612744,23,14,2024-04-08T00:56:38Z,780000,False,,,0,,D. Green STEAL (2 STL),[203110],1610612744.0,GSW,,,,Green,D. Green,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
79,PT04M25.00S,2024-04-08T00:56:40.0Z,1,REGULAR,3pt,Jump Shot,"['fromturnover', 'fastbreak']",202691,29.122864651773984,77.20588235294117,1610612744,23,14,2024-04-08T00:57:34Z,790000,False,-136.0,221.0,1,left,MISS K. Thompson 25' running pullup 3PT,[202691],1610612744.0,GSW,running pullup,,,Thompson,K. Thompson,,,,,Above the Break 3,24+ Left Center,25.97,Missed,,,,,,,,,,,,,,,,,,
80,PT04M21.00S,2024-04-08T00:56:44.0Z,1,REGULAR,rebound,defensive,[],1630695,,,1610612762,23,14,2024-04-08T00:56:46Z,800000,False,,,0,,M. Potter REBOUND (Off:0 Def:1),[1630695],1610612762.0,UTA,,,,Potter,M. Potter,,,,,Above the Break 3,24+ Left Center,,,79.0,1.0,1.0,0.0,,,,,,,,,,,,,,
81,PT04M11.00S,2024-04-08T00:56:53.3Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1641718,81.68528252299606,48.77450980392157,1610612762,23,16,2024-04-08T00:56:59Z,810000,False,-6.0,120.0,1,right,K. George 11' driving floating Jump Shot (5 PTS) (M. Potter 1 AST),"[1641718, 1630695]",1610612762.0,UTA,driving floating,,,George,K. George,,,,,In The Paint (Non-RA),8-16 Center,11.99,Made,,,,,5.0,M. Potter,1630695.0,1.0,,,,,,,,,,
