actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,turnoverTotal,stealPlayerName,stealPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId
2,PT12M00.00S,2024-02-26T00:13:33.7Z,1,REGULAR,period,start,[],0,,,0,0,0,2024-02-26T00:13:33Z,20000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,PT11M58.00S,2024-02-26T00:13:35.0Z,1,REGULAR,jumpball,recovered,[],203932,,,1610612743,0,0,2024-02-26T00:13:35Z,40000,False,,,0,,Jump Ball N. Jokic vs. D. Green: Tip to A. Gordon,"[203932, 203999, 203110]",1610612743.0,DEN,startperiod,A. Gordon,203932.0,Gordon,A. Gordon,Jokic,203999.0,Green,203110.0,,,,,,,,,,,,,,,,,,,,,,
7,PT11M41.00S,2024-02-26T00:13:52.4Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],203484,7.178055190538765,39.21568627450981,1610612743,0,0,2024-02-26T00:13:58Z,70000,False,54.0,15.0,1,left,MISS K. Caldwell-Pope cutting Layup,[203484],1610612743.0,DEN,cutting,,,Caldwell-Pope,K. Caldwell-Pope,,,,,In The Paint (Non-RA),0-8 Center,5.59,Missed,,,,,,,,,,,,,,,,,,
8,PT11M38.00S,2024-02-26T00:13:55.4Z,1,REGULAR,rebound,offensive,[],203484,,,1610612743,0,0,2024-02-26T00:14:15Z,80000,False,,,0,,K. Caldwell-Pope REBOUND (Off:1 Def:0),[203484],1610612743.0,DEN,,,,Caldwell-Pope,K. Caldwell-Pope,,,,,In The Paint (Non-RA),0-8 Center,,,7.0,1.0,0.0,1.0,,,,,,,,,,,,,,
9,PT11M35.00S,2024-02-26T00:13:57.5Z,1,REGULAR,2pt,Layup,"['2ndchance', 'pointsinthepaint']",203484,5.590000152587891,50.0,1610612743,0,0,2024-02-26T00:14:01Z,90000,False,0.0,0.0,1,left,MISS K. Caldwell-Pope putback Layup,[203484],1610612743.0,DEN,putback,,,Caldwell-Pope,K. Caldwell-Pope,,,,,Restricted Area,0-8 Center,0.0,Missed,,,,,,,,,,,,,,,,,,
10,PT11M35.00S,2024-02-26T00:13:57.5Z,1,REGULAR,rebound,defensive,[],1630228,,,1610612744,0,0,2024-02-26T00:14:01Z,100000,False,,,0,,J. Kuminga REBOUND (Off:0 Def:1),[1630228],1610612744.0,GSW,,,,Kuminga,J. Kuminga,,,,,Restricted Area,0-8 Center,,,9.0,1.0,1.0,0.0,,,,,,,,,,,,,,
11,PT11M25.00S,2024-02-26T00:14:07.9Z,1,REGULAR,2pt,Jump Shot,[],201939,74.58935611038108,29.411764705882355,1610612744,0,0,2024-02-26T00:14:12Z,110000,False,-103.0,186.0,1,right,MISS S. Curry 21' step back Shot,[201939],1610612744.0,GSW,step back,,,Curry,S. Curry,,,,,Mid-Range,16-24 Left Center,21.29,Missed,,,,,,,,,,,,,,,,,,
12,PT11M22.00S,2024-02-26T00:14:10.9Z,1,REGULAR,rebound,defensive,[],203999,,,1610612743,0,0,2024-02-26T00:14:12Z,120000,False,,,0,,N. Jokic REBOUND (Off:0 Def:1),[203999],1610612743.0,DEN,,,,Jokic,N. Jokic,,,,,Mid-Range,16-24 Left Center,,,11.0,1.0,1.0,0.0,,,,,,,,,,,,,,
13,PT11M13.00S,2024-02-26T00:14:19.6Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],203932,6.521024967148489,43.872549019607845,1610612743,0,2,2024-02-26T00:14:23Z,130000,False,31.0,9.0,1,left,A. Gordon cutting Layup (2 PTS) (J. Murray 1 AST),"[203932, 1627750]",1610612743.0,DEN,cutting,,,Gordon,A. Gordon,,,,,Restricted Area,0-8 Center,3.18,Made,,,,,2.0,J. Murray,1627750.0,1.0,,,,,,,,,,
15,PT11M03.00S,2024-02-26T00:14:30.4Z,1,REGULAR,3pt,Jump Shot,[],203110,72.35545335085413,18.137254901960784,1610612744,3,2,2024-02-26T00:14:34Z,150000,False,-159.0,207.0,1,right,D. Green 26' 3PT  (3 PTS) (A. Wiggins 1 AST),"[203110, 203952]",1610612744.0,GSW,,,,Green,D. Green,,,,,Above the Break 3,24+ Left Center,26.15,Made,,,,,3.0,A. Wiggins,203952.0,1.0,,,,,,,,,,
18,PT10M40.00S,2024-02-26T00:14:52.0Z,1,REGULAR,3pt,Jump Shot,[],1627750,27.283180026281208,81.86274509803921,1610612743,3,2,2024-02-26T00:14:59Z,180000,False,-159.0,204.0,1,left,MISS J. Murray 25' pullup 3PT,[1627750],1610612743.0,DEN,pullup,,,Murray,J. Murray,,,,,Above the Break 3,24+ Left Center,25.88,Missed,,,,,,,,,,,,,,,,,,
19,PT10M37.00S,2024-02-26T00:14:55.0Z,1,REGULAR,rebound,defensive,[],203110,,,1610612744,3,2,2024-02-26T00:14:59Z,190000,False,,,0,,D. Green REBOUND (Off:0 Def:1),[203110],1610612744.0,GSW,,,,Green,D. Green,,,,,Above the Break 3,24+ Left Center,,,18.0,1.0,1.0,0.0,,,,,,,,,,,,,,
20,PT10M34.00S,2024-02-26T00:14:58.3Z,1,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fastbreak']",1630228,89.83245729303549,51.225490196078425,1610612744,5,2,2024-02-26T00:15:04Z,200000,False,6.0,43.0,1,right,J. Kuminga running DUNK (2 PTS) (D. Green 1 AST),"[1630228, 203110]",1610612744.0,GSW,running,,,Kuminga,J. Kuminga,,,,,Restricted Area,0-8 Center,4.35,Made,,,,,2.0,D. Green,203110.0,1.0,,,,,,,,,,
22,PT10M19.00S,2024-02-26T00:15:13.8Z,1,REGULAR,2pt,Jump Shot,[],1629008,30.56833114323259,47.05882352941176,1610612743,5,4,2024-02-26T00:17:46Z,220000,False,15.0,235.0,1,left,M. Porter Jr. 23' Jump Shot (2 PTS) (N. Jokic 1 AST),"[1629008, 203999]",1610612743.0,DEN,,,,Porter Jr.,M. Porter Jr.,,,,,Mid-Range,16-24 Center,23.53,Made,,,,,2.0,N. Jokic,203999.0,1.0,,,,,,,,,,
30,PT10M04.00S,2024-02-26T00:15:20.7Z,1,REGULAR,turnover,bad pass,[],203110,,,1610612744,5,4,2024-02-26T00:17:37Z,235000,False,,,0,,D. Green bad pass TURNOVER (1 TO),"[203110, 1629008]",1610612744.0,GSW,,,,Green,D. Green,,,,,Left Corner 3,24+ Left,,,,,,,,,,,1.0,Porter Jr.,1629008.0,,,,,,,
31,PT10M04.00S,2024-02-26T00:15:20.7Z,1,REGULAR,steal,,[],1629008,,,1610612743,5,4,2024-02-26T00:17:17Z,237500,False,,,0,,M. Porter Jr. STEAL (1 STL),[1629008],1610612743.0,DEN,,,,Porter Jr.,M. Porter Jr.,,,,,Left Corner 3,24+ Left,,,,,,,,,,,,,,,,,,,,
27,PT09M56.00S,2024-02-26T00:15:36.6Z,1,REGULAR,3pt,Jump Shot,"['fastbreak', 'fromturnover']",203932,25.312089356110377,9.803921568627452,1610612743,5,4,2024-02-26T00:17:56Z,270000,False,201.0,185.0,1,left,MISS A. Gordon 27' running 3PT,[203932],1610612743.0,DEN,running,,,Gordon,A. Gordon,,,,,Above the Break 3,24+ Right Center,27.34,Missed,,,,,,,,,,,,,,,,,,
28,PT09M56.00S,2024-02-26T00:15:36.6Z,1,REGULAR,rebound,defensive,[],203952,,,1610612744,5,4,2024-02-26T00:15:40Z,280000,False,,,0,,A. Wiggins REBOUND (Off:0 Def:1),[203952],1610612744.0,GSW,,,,Wiggins,A. Wiggins,,,,,Above the Break 3,24+ Right Center,,,27.0,1.0,1.0,0.0,,,,,,,,,,,,,,
29,PT09M42.00S,2024-02-26T00:15:50.2Z,1,REGULAR,3pt,Jump Shot,[],203952,64.20827858081472,43.872549019607845,1610612744,8,4,2024-02-26T00:16:00Z,290000,False,-31.0,284.0,1,right,A. Wiggins 28' 3PT  (3 PTS) (J. Kuminga 1 AST),"[203952, 1630228]",1610612744.0,GSW,,,,Wiggins,A. Wiggins,,,,,Above the Break 3,24+ Center,28.55,Made,,,,,3.0,J. Kuminga,1630228.0,1.0,,,,,,,,,,
33,PT09M15.00S,2024-02-26T00:16:19.0Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],203999,13.61695137976347,43.627450980392155,1610612743,8,4,2024-02-26T00:20:43Z,310000,False,32.0,75.0,1,left,MISS N. Jokic 8' driving finger roll Layup,[203999],1610612743.0,DEN,driving finger roll,,,Jokic,N. Jokic,,,,,In The Paint (Non-RA),8-16 Center,8.2,Missed,,,,,,,,,,,,,,,,,,
