actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,turnoverTotal,stealPlayerName,stealPersonId,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,blockPlayerName,blockPersonId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId
264,PT05M40.00S,2024-01-11T02:27:03.6Z,2,REGULAR,foul,personal,['2freethrow'],1626172,,,1610612740,42,63,2024-01-11T02:27:14Z,2570000,False,,,0,,K. Looney shooting personal FOUL (1 PF) (Ingram 2 FT),"[1626172, 1627742]",1610612744.0,GSW,shooting,,,Looney,K. Looney,,,,,Restricted Area,0-8 Center,,,,,,,,,,202049.0,,,,,,,1.0,0.0,Ingram,1627742.0
266,PT05M40.00S,2024-01-11T02:27:26.7Z,2,REGULAR,freethrow,1 of 2,[],1627742,,,1610612740,42,64,2024-01-11T02:27:26Z,2590000,False,,,0,,B. Ingram Free Throw 1 of 2 (7 PTS),[1627742],1610612740.0,NOP,,,,Ingram,B. Ingram,,,,,,,,,,,Made,,,,,,7.0,,,,,,,,,
267,PT05M40.00S,2024-01-11T02:27:28.2Z,2,REGULAR,substitution,out,[],203468,,,1610612740,42,64,2024-01-11T02:27:32Z,2600000,False,,,0,,SUB out: C. McCollum,[203468],1610612740.0,NOP,,,,McCollum,C. McCollum,,,,,,,,,,,,,,,,,,,,,,,,,,
268,PT05M40.00S,2024-01-11T02:27:28.2Z,2,REGULAR,substitution,in,[],1630700,,,1610612740,42,64,2024-01-11T02:27:32Z,2610000,False,,,0,,SUB in: D. Daniels,[1630700],1610612740.0,NOP,,,,Daniels,D. Daniels,,,,,,,,,,,,,,,,,,,,,,,,,,
269,PT05M40.00S,2024-01-11T02:27:51.8Z,2,REGULAR,freethrow,2 of 2,[],1627742,,,1610612740,42,65,2024-01-11T02:27:51Z,2620000,False,,,0,,B. Ingram Free Throw 2 of 2 (8 PTS),[1627742],1610612740.0,NOP,,,,Ingram,B. Ingram,,,,,,,,,,,Made,,,,,,8.0,,,,,,,,,
270,PT05M28.00S,2024-01-11T02:28:05.3Z,2,REGULAR,3pt,Jump Shot,[],201939,33.722076215505915,39.950980392156865,1610612744,45,65,2024-01-11T02:28:13Z,2630000,False,50.0,264.0,1,left,S. Curry 26' 3PT pullup (11 PTS),[201939],1610612744.0,GSW,pullup,,,Curry,S. Curry,,,,,Above the Break 3,24+ Center,,,,26.92,Made,,,,,,11.0,,,,,,,,,
271,PT05M13.00S,2024-01-11T02:28:24.3Z,2,REGULAR,foul,personal,[],1626172,,,1610612740,45,65,2024-01-11T02:28:34Z,2640000,False,,,0,,K. Looney personal FOUL (2 PF),"[1626172, 202685]",1610612744.0,GSW,,,,Looney,K. Looney,,,,,Mid-Range,16-24 Right Center,,,,,,,,,,202049.0,,,,,,,2.0,0.0,Valanciunas,202685.0
273,PT05M08.00S,2024-01-11T02:28:50.1Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1627742,84.70762155059133,36.27450980392157,1610612740,45,65,2024-01-11T02:28:58Z,2660000,False,-69.0,91.0,1,right,MISS B. Ingram 11' pullup Shot,[1627742],1610612740.0,NOP,pullup,,,Ingram,B. Ingram,,,,,In The Paint (Non-RA),8-16 Left,,,,11.41,Missed,,,,,,,,,,,,,,,
274,PT05M05.00S,2024-01-11T02:28:53.1Z,2,REGULAR,rebound,defensive,[],1626172,,,1610612744,45,65,2024-01-11T02:28:58Z,2670000,False,,,0,,K. Looney REBOUND (Off:1 Def:3),[1626172],1610612744.0,GSW,,,,Looney,K. Looney,,,,,In The Paint (Non-RA),8-16 Left,,,,,,273.0,4.0,3.0,1.0,,,,,,,,,,,
275,PT04M58.00S,2024-01-11T02:29:03.8Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],201939,9.280551905387648,47.549019607843135,1610612744,45,65,2024-01-11T02:30:37Z,2680000,False,12.0,35.0,1,left,MISS S. Curry driving Layup,[201939],1610612744.0,GSW,driving,,,Curry,S. Curry,,,,,Restricted Area,0-8 Center,,,,3.68,Missed,,,,,,,,,,,,,,,
276,PT04M56.00S,2024-01-11T02:29:05.8Z,2,REGULAR,rebound,offensive,[],1626172,,,1610612744,45,65,2024-01-11T02:30:37Z,2690000,False,,,0,,K. Looney REBOUND (Off:2 Def:3),[1626172],1610612744.0,GSW,,,,Looney,K. Looney,,,,,Restricted Area,0-8 Center,,,,,,275.0,5.0,3.0,2.0,,,,,,,,,,,
277,PT04M55.00S,2024-01-11T02:29:07.8Z,2,REGULAR,2pt,Layup,"['2ndchance', 'pointsinthepaint']",1626172,5.590000152587891,50.0,1610612744,47,65,2024-01-11T02:30:46Z,2700000,False,0.0,0.0,1,left,K. Looney tip Layup (5 PTS),[1626172],1610612744.0,GSW,tip,,,Looney,K. Looney,,,,,Restricted Area,0-8 Center,,,,0.0,Made,,,,,,5.0,,,,,,,,,
278,PT04M38.00S,2024-01-11T02:29:19.4Z,2,REGULAR,2pt,Hook,['pointsinthepaint'],202685,90.22667542706965,46.568627450980394,1610612740,47,65,2024-01-11T02:29:26Z,2710000,False,-17.0,39.0,1,right,MISS J. Valanciunas turnaround Hook,[202685],1610612740.0,NOP,turnaround,,,Valanciunas,J. Valanciunas,,,,,Restricted Area,0-8 Center,,,,4.3,Missed,,,,,,,,,,,,,,,
279,PT04M35.00S,2024-01-11T02:29:22.4Z,2,REGULAR,rebound,defensive,[],1626172,,,1610612744,47,65,2024-01-11T02:29:26Z,2720000,False,,,0,,K. Looney REBOUND (Off:2 Def:4),[1626172],1610612744.0,GSW,,,,Looney,K. Looney,,,,,Restricted Area,0-8 Center,,,,,,278.0,6.0,4.0,2.0,,,,,,,,,,,
281,PT04M32.00S,2024-01-11T02:29:28.2Z,2,REGULAR,foul,offensive,[],202709,,,1610612744,47,65,2024-01-11T02:29:53Z,2740000,False,,,0,,C. Joseph off-the-ball offensive FOUL (1 PF),"[202709, 1630700]",1610612744.0,GSW,off-the-ball,,,Joseph,C. Joseph,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,1627962.0,,,,,,,1.0,0.0,Daniels,1630700.0
283,PT04M32.00S,2024-01-11T02:29:28.2Z,2,REGULAR,turnover,offensive foul,[],202709,,,1610612744,47,65,2024-01-11T02:29:28Z,2760000,False,,,0,,C. Joseph offensive foul TURNOVER (1 TO),[202709],1610612744.0,GSW,,,,Joseph,C. Joseph,,,,,Above the Break 3,24+ Right Center,1.0,,,,,,,,,1627962.0,,,,,,,,,,
284,PT04M32.00S,2024-01-11T02:29:39.8Z,2,REGULAR,substitution,out,[],1641722,,,1610612740,47,65,2024-01-11T02:29:44Z,2770000,False,,,0,,SUB out: J. Hawkins,[1641722],1610612740.0,NOP,,,,Hawkins,J. Hawkins,,,,,,,,,,,,,,,,,,,,,,,,,,
285,PT04M32.00S,2024-01-11T02:29:39.8Z,2,REGULAR,substitution,in,[],1629627,,,1610612740,47,65,2024-01-11T02:29:44Z,2780000,False,,,0,,SUB in: Z. Williamson,[1629627],1610612740.0,NOP,,,,Williamson,Z. Williamson,,,,,,,,,,,,,,,,,,,,,,,,,,
286,PT04M21.00S,2024-01-11T02:30:00.6Z,2,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",1630700,86.67871222076215,48.03921568627451,1610612740,47,67,2024-01-11T02:30:07Z,2790000,False,-10.0,73.0,1,right,D. Daniels 7' driving floating Jump Shot (6 PTS) (Z. Williamson 4 AST),"[1630700, 1629627]",1610612740.0,NOP,driving floating,,,Daniels,D. Daniels,,,,,In The Paint (Non-RA),0-8 Center,,,,7.34,Made,,,,,,6.0,Z. Williamson,1629627.0,4.0,,,,,,
288,PT04M03.00S,2024-01-11T02:30:18.1Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],202709,8.09789750328515,44.36274509803921,1610612744,49,67,2024-01-11T02:30:26Z,2810000,False,28.0,24.0,1,left,C. Joseph reverse Layup (2 PTS) (S. Curry 1 AST),"[202709, 201939]",1610612744.0,GSW,reverse,,,Joseph,C. Joseph,,,,,Restricted Area,0-8 Center,,,,3.68,Made,,,,,,2.0,S. Curry,201939.0,1.0,,,,,,
290,PT03M50.00S,2024-01-11T02:30:32.3Z,2,REGULAR,turnover,out-of-bounds,[],1630700,,,1610612740,49,67,2024-01-11T02:32:35Z,2830000,False,,,0,,D. Daniels bad pass out-of-bounds TURNOVER (1 TO),[1630700],1610612740.0,NOP,bad pass,,,Daniels,D. Daniels,,,,,Restricted Area,0-8 Center,1.0,,,,,,,,,202049.0,,,,,,,,,,
293,PT03M44.00S,2024-01-11T02:30:53.3Z,2,REGULAR,substitution,out,[],202709,,,1610612744,49,67,2024-01-11T02:30:56Z,2860000,False,,,0,,SUB out: C. Joseph,[202709],1610612744.0,GSW,,,,Joseph,C. Joseph,,,,,,,,,,,,,,,,,,,,,,,,,,
294,PT03M44.00S,2024-01-11T02:30:53.3Z,2,REGULAR,substitution,in,[],202691,,,1610612744,49,67,2024-01-11T02:30:56Z,2870000,False,,,0,,SUB in: K. Thompson,[202691],1610612744.0,GSW,,,,Thompson,K. Thompson,,,,,,,,,,,,,,,,,,,,,,,,,,
304,PT03M44.00S,2024-01-11T02:30:53.3Z,2,REGULAR,substitution,out,[],202685,,,1610612744,49,67,2024-01-11T02:33:18Z,2875000,False,,,0,,SUB out: J. Valanciunas,[202685],1610612740.0,NOP,,,,Valanciunas,J. Valanciunas,,,,,,,,,,,,,,,,,,,,,,,,,,
305,PT03M44.00S,2024-01-11T02:30:53.3Z,2,REGULAR,substitution,in,[],1626204,,,1610612744,49,67,2024-01-11T02:33:18Z,2877500,False,,,0,,SUB in: L. Nance Jr.,[1626204],1610612740.0,NOP,,,,Nance Jr.,L. Nance Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
295,PT03M34.00S,2024-01-11T02:31:19.1Z,2,REGULAR,foul,personal,[],1627742,,,1610612744,49,67,2024-01-11T02:31:31Z,2880000,False,,,0,,B. Ingram personal FOUL (2 PF),"[1627742, 203952]",1610612740.0,NOP,,,,Ingram,B. Ingram,,,,,Mid-Range,8-16 Right,,,,,,,,,,202049.0,,,,,,,2.0,0.0,Wiggins,203952.0
297,PT03M34.00S,2024-01-11T02:31:39.9Z,2,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1630700,,,1610612744,49,67,2024-01-11T02:31:47Z,2900000,False,,,0,,D. Daniels personal FOUL (1 PF) (Curry 2 FT),"[1630700, 201939]",1610612740.0,NOP,,,,Daniels,D. Daniels,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,202049.0,,,,,,,1.0,0.0,Curry,201939.0
299,PT03M34.00S,2024-01-11T02:32:10.3Z,2,REGULAR,freethrow,1 of 2,['fromturnover'],201939,,,1610612744,50,67,2024-01-11T02:32:10Z,2920000,False,,,0,,S. Curry Free Throw 1 of 2 (12 PTS),[201939],1610612744.0,GSW,,,,Curry,S. Curry,,,,,,,,,,,Made,,,,,,12.0,,,,,,,,,
300,PT03M34.00S,2024-01-11T02:32:26.8Z,2,REGULAR,freethrow,2 of 2,['fromturnover'],201939,,,1610612744,51,67,2024-01-11T02:32:26Z,2930000,False,,,0,,S. Curry Free Throw 2 of 2 (13 PTS),[201939],1610612744.0,GSW,,,,Curry,S. Curry,,,,,,,,,,,Made,,,,,,13.0,,,,,,,,,
301,PT03M19.00S,2024-01-11T02:32:44.8Z,2,REGULAR,3pt,Jump Shot,[],1626204,90.75229960578186,3.431372549019608,1610612740,51,70,2024-01-11T02:33:19Z,2940000,False,-233.0,34.0,1,right,L. Nance Jr. 3PT  (5 PTS) (H. Jones 3 AST),"[1626204, 1630529]",1610612740.0,NOP,,,,Nance Jr.,L. Nance Jr.,,,,,Left Corner 3,24+ Left,,,,23.53,Made,,,,,,5.0,H. Jones,1630529.0,3.0,,,,,,
302,PT02M53.00S,2024-01-11T02:33:10.5Z,2,REGULAR,2pt,Jump Shot,[],203952,16.113666228646515,20.098039215686274,1610612744,51,70,2024-01-11T02:36:04Z,2950000,False,150.0,99.0,1,left,MISS A. Wiggins 17' pullup Shot,[203952],1610612744.0,GSW,pullup,,,Wiggins,A. Wiggins,,,,,Mid-Range,16-24 Right,,,,17.93,Missed,,,,,,,,,,,,,,,
303,PT02M53.00S,2024-01-11T02:33:10.5Z,2,REGULAR,rebound,defensive,[],1629627,,,1610612740,51,70,2024-01-11T02:33:25Z,2960000,False,,,0,,Z. Williamson REBOUND (Off:1 Def:2),[1629627],1610612740.0,NOP,,,,Williamson,Z. Williamson,,,,,Mid-Range,16-24 Right,,,,,,302.0,3.0,2.0,1.0,,,,,,,,,,,
307,PT02M36.00S,2024-01-11T02:33:28.6Z,2,REGULAR,turnover,out-of-bounds,[],1629627,,,1610612740,51,70,2024-01-11T02:33:39Z,2970000,False,,,0,,Z. Williamson lost ball out-of-bounds TURNOVER (2 TO),[1629627],1610612740.0,NOP,lost ball,,,Williamson,Z. Williamson,,,,,Mid-Range,8-16 Right,2.0,,,,,,,,,1627962.0,,,,,,,,,,
308,PT02M36.00S,2024-01-11T02:33:35.8Z,2,REGULAR,substitution,out,[],1630700,,,1610612744,51,70,2024-01-11T02:33:39Z,2980000,False,,,0,,SUB out: D. Daniels,[1630700],1610612740.0,NOP,,,,Daniels,D. Daniels,,,,,,,,,,,,,,,,,,,,,,,,,,
309,PT02M36.00S,2024-01-11T02:33:35.8Z,2,REGULAR,substitution,in,[],203468,,,1610612744,51,70,2024-01-11T02:33:39Z,2990000,False,,,0,,SUB in: C. McCollum,[203468],1610612740.0,NOP,,,,McCollum,C. McCollum,,,,,,,,,,,,,,,,,,,,,,,,,,
310,PT02M24.00S,2024-01-11T02:33:57.9Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1626172,5.863994743758213,54.41176470588235,1610612744,53,70,2024-01-11T02:34:03Z,3000000,False,-22.0,3.0,1,left,K. Looney Layup (7 PTS) (S. Curry 2 AST),"[1626172, 201939]",1610612744.0,GSW,,,,Looney,K. Looney,,,,,Restricted Area,0-8 Center,,,,2.23,Made,,,,,,7.0,S. Curry,201939.0,2.0,,,,,,
312,PT02M11.00S,2024-01-11T02:34:09.9Z,2,REGULAR,2pt,Jump Shot,[],203468,79.31997371879106,69.11764705882352,1610612740,53,70,2024-01-11T02:34:16Z,3020000,False,96.0,142.0,1,right,MISS C. McCollum 17' fadeaway Shot,[203468],1610612740.0,NOP,fadeaway,,,McCollum,C. McCollum,,,,,Mid-Range,16-24 Right Center,,,,17.11,Missed,,,,,,,,,,,,,,,
313,PT02M07.00S,2024-01-11T02:34:14.4Z,2,REGULAR,rebound,offensive,[],1626204,,,1610612740,53,70,2024-01-11T02:34:14Z,3030000,False,,,0,,L. Nance Jr. REBOUND (Off:1 Def:2),[1626204],1610612740.0,NOP,,,,Nance Jr.,L. Nance Jr.,,,,,Mid-Range,16-24 Right Center,,,,,,312.0,3.0,2.0,1.0,,,,,,,,,,,
314,PT02M00.00S,2024-01-11T02:34:22.9Z,2,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1626172,,,1610612740,53,70,2024-01-11T02:34:30Z,3040000,False,,,0,,K. Looney shooting personal FOUL (3 PF) (Nance Jr. 2 FT),"[1626172, 1626204]",1610612744.0,GSW,shooting,,,Looney,K. Looney,,,,,Restricted Area,0-8 Center,,,,,,,,,,1627962.0,,,,,,,3.0,0.0,Nance Jr.,1626204.0
316,PT02M00.00S,2024-01-11T02:34:51.7Z,2,REGULAR,freethrow,1 of 2,['2ndchance'],1626204,,,1610612740,53,70,2024-01-11T02:34:51Z,3060000,False,,,0,,MISS L. Nance Jr. Free Throw 1 of 2,[1626204],1610612740.0,NOP,,,,Nance Jr.,L. Nance Jr.,,,,,,,,,,,Missed,,,,,,,,,,,,,,,
317,PT02M00.00S,2024-01-11T02:34:51.7Z,2,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612740,53,70,2024-01-11T02:34:51Z,3070000,False,,,0,,TEAM offensive REBOUND,[],1610612740.0,NOP,,,,,,,,,,,,,,,,,316.0,,,,,,,,,,,,,,
318,PT02M00.00S,2024-01-11T02:34:53.5Z,2,REGULAR,substitution,out,[],1626172,,,1610612740,53,70,2024-01-11T02:34:59Z,3080000,False,,,0,,SUB out: K. Looney,[1626172],1610612744.0,GSW,,,,Looney,K. Looney,,,,,,,,,,,,,,,,,,,,,,,,,,
319,PT02M00.00S,2024-01-11T02:34:53.5Z,2,REGULAR,substitution,in,[],1631218,,,1610612740,53,70,2024-01-11T02:34:59Z,3090000,False,,,0,,SUB in: T. Jackson-Davis,[1631218],1610612744.0,GSW,,,,Jackson-Davis,T. Jackson-Davis,,,,,,,,,,,,,,,,,,,,,,,,,,
320,PT02M00.00S,2024-01-11T02:35:27.2Z,2,REGULAR,freethrow,2 of 2,['2ndchance'],1626204,,,1610612740,53,71,2024-01-11T02:35:27Z,3100000,False,,,0,,L. Nance Jr. Free Throw 2 of 2 (6 PTS),[1626204],1610612740.0,NOP,,,,Nance Jr.,L. Nance Jr.,,,,,,,,,,,Made,,,,,,6.0,,,,,,,,,
321,PT01M47.00S,2024-01-11T02:35:39.5Z,2,REGULAR,2pt,DUNK,['pointsinthepaint'],1631218,6.783837056504599,47.30392156862745,1610612744,55,71,2024-01-11T02:35:45Z,3110000,False,13.0,11.0,1,left,T. Jackson-Davis cutting DUNK (4 PTS) (K. Thompson 1 AST),"[1631218, 202691]",1610612744.0,GSW,cutting,,,Jackson-Davis,T. Jackson-Davis,,,,,Restricted Area,0-8 Center,,,,1.76,Made,,,,,,4.0,K. Thompson,202691.0,1.0,,,,,,
323,PT01M31.00S,2024-01-11T02:35:55.8Z,2,REGULAR,3pt,Jump Shot,[],1630529,92.06636005256242,95.58823529411765,1610612740,55,71,2024-01-11T02:36:02Z,3130000,False,228.0,22.0,1,right,MISS H. Jones 3PT,[1630529],1610612740.0,NOP,,,,Jones,H. Jones,,,,,Right Corner 3,24+ Right,,,,22.9,Missed,,,,,,,,,,,,,,,
324,PT01M28.00S,2024-01-11T02:35:58.8Z,2,REGULAR,rebound,defensive,[],202691,,,1610612744,55,71,2024-01-11T02:36:02Z,3140000,False,,,0,,K. Thompson REBOUND (Off:1 Def:1),[202691],1610612744.0,GSW,,,,Thompson,K. Thompson,,,,,Right Corner 3,24+ Right,,,,,,323.0,2.0,1.0,1.0,,,,,,,,,,,
325,PT01M23.00S,2024-01-11T02:36:04.8Z,2,REGULAR,2pt,DUNK,['pointsinthepaint'],1631218,8.492115637319317,47.30392156862745,1610612744,57,71,2024-01-11T02:36:14Z,3150000,False,13.0,27.0,1,left,T. Jackson-Davis cutting DUNK (6 PTS) (K. Thompson 2 AST),"[1631218, 202691]",1610612744.0,GSW,cutting,,,Jackson-Davis,T. Jackson-Davis,,,,,Restricted Area,0-8 Center,,,,3.05,Made,,,,,,6.0,K. Thompson,202691.0,2.0,,,,,,
327,PT00M54.70S,2024-01-11T02:36:32.7Z,2,REGULAR,2pt,Jump Shot,[],1627742,76.82325886990802,64.4607843137255,1610612740,57,71,2024-01-11T02:38:36Z,3170000,False,72.0,165.0,1,right,MISS B. Ingram 18' step back Shot,[1627742],1610612740.0,NOP,step back,,,Ingram,B. Ingram,,,,,Mid-Range,16-24 Right Center,,,,18.05,Missed,,,,,,,,,,,,,,,
328,PT00M51.50S,2024-01-11T02:36:35.9Z,2,REGULAR,rebound,offensive,[],1630529,,,1610612740,57,71,2024-01-11T02:36:41Z,3180000,False,,,0,,H. Jones REBOUND (Off:1 Def:0),[1630529],1610612740.0,NOP,,,,Jones,H. Jones,,,,,Mid-Range,16-24 Right Center,,,,,,327.0,1.0,0.0,1.0,,,,,,,,,,,
329,PT00M49.80S,2024-01-11T02:36:39.0Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",203468,94.03745072273325,44.6078431372549,1610612740,57,73,2024-01-11T02:36:47Z,3190000,False,-27.0,4.0,1,right,C. McCollum driving Layup (12 PTS) (H. Jones 4 AST),"[203468, 1630529]",1610612740.0,NOP,driving,,,McCollum,C. McCollum,,,,,Restricted Area,0-8 Center,,,,2.72,Made,,,,,,12.0,H. Jones,1630529.0,4.0,,,,,,
331,PT00M36.50S,2024-01-11T02:36:55.3Z,2,REGULAR,3pt,Jump Shot,[],1630541,31.882391590013142,27.941176470588236,1610612744,60,73,2024-01-11T02:37:01Z,3210000,False,110.0,247.0,1,left,M. Moody 27' 3PT  (12 PTS) (S. Curry 3 AST),"[1630541, 201939]",1610612744.0,GSW,,,,Moody,M. Moody,,,,,Above the Break 3,24+ Right Center,,,,27.07,Made,,,,,,12.0,S. Curry,201939.0,3.0,,,,,,
333,PT00M29.00S,2024-01-11T02:37:19.3Z,2,REGULAR,3pt,Jump Shot,[],203468,64.60249671484888,54.41176470588235,1610612740,60,73,2024-01-11T02:37:25Z,3230000,False,22.0,280.0,1,right,MISS C. McCollum 28' 3PT,[203468],1610612740.0,NOP,,,,McCollum,C. McCollum,,,,,Above the Break 3,24+ Center,,,,28.11,Missed,,,,,,,,,,,,,,,
334,PT00M25.50S,2024-01-11T02:37:22.8Z,2,REGULAR,rebound,defensive,[],1631218,,,1610612744,60,73,2024-01-11T02:37:25Z,3240000,False,,,0,,T. Jackson-Davis REBOUND (Off:0 Def:1),[1631218],1610612744.0,GSW,,,,Jackson-Davis,T. Jackson-Davis,,,,,Above the Break 3,24+ Center,,,,,,333.0,1.0,1.0,0.0,,,,,,,,,,,
335,PT00M03.00S,2024-01-11T02:37:47.5Z,2,REGULAR,2pt,Jump Shot,[],1630541,23.603810775295663,42.8921568627451,1610612744,60,73,2024-01-11T02:39:08Z,3250000,False,36.0,169.0,1,left,MISS M. Moody 17' pullup Shot,[1630541],1610612744.0,GSW,pullup,,,Moody,M. Moody,,,,,Mid-Range,16-24 Center,,,,17.31,Missed,,,,,,,,,,,,,,,
336,PT00M01.80S,2024-01-11T02:37:48.7Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612744,60,73,2024-01-11T02:39:08Z,3260000,False,,,0,,TEAM offensive REBOUND,[],1610612744.0,GSW,,,,,,,,,,Mid-Range,16-24 Center,,,,,,335.0,,,,,,,,,,,,,,
337,PT00M00.00S,2024-01-11T02:38:17.2Z,2,REGULAR,period,end,[],0,,,1610612744,60,73,2024-01-11T02:38:17Z,3270000,False,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
338,PT12M00.00S,2024-01-11T02:53:01.5Z,3,REGULAR,substitution,out,['startperiod'],203952,,,1610612744,60,73,2024-01-11T02:53:43Z,3280000,False,,,0,,SUB out: A. Wiggins,[203952],1610612744.0,GSW,,,,Wiggins,A. Wiggins,,,,,,,,,,,,,,,,,,,,,,,,,,
339,PT12M00.00S,2024-01-11T02:53:01.5Z,3,REGULAR,substitution,out,['startperiod'],1631218,,,1610612744,60,73,2024-01-11T02:53:43Z,3290000,False,,,0,,SUB out: T. Jackson-Davis,[1631218],1610612744.0,GSW,,,,Jackson-Davis,T. Jackson-Davis,,,,,,,,,,,,,,,,,,,,,,,,,,
340,PT12M00.00S,2024-01-11T02:53:01.5Z,3,REGULAR,substitution,out,['startperiod'],1626204,,,1610612744,60,73,2024-01-11T02:53:43Z,3300000,False,,,0,,SUB out: L. Nance Jr.,[1626204],1610612740.0,NOP,,,,Nance Jr.,L. Nance Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
341,PT12M00.00S,2024-01-11T02:53:01.5Z,3,REGULAR,substitution,in,['startperiod'],1630228,,,1610612744,60,73,2024-01-11T02:53:43Z,3310000,False,,,0,,SUB in: J. Kuminga,[1630228],1610612744.0,GSW,,,,Kuminga,J. Kuminga,,,,,,,,,,,,,,,,,,,,,,,,,,
342,PT12M00.00S,2024-01-11T02:53:01.5Z,3,REGULAR,substitution,in,['startperiod'],1626172,,,1610612744,60,73,2024-01-11T02:53:43Z,3320000,False,,,0,,SUB in: K. Looney,[1626172],1610612744.0,GSW,,,,Looney,K. Looney,,,,,,,,,,,,,,,,,,,,,,,,,,
343,PT12M00.00S,2024-01-11T02:53:01.5Z,3,REGULAR,substitution,in,['startperiod'],202685,,,1610612744,60,73,2024-01-11T02:53:43Z,3330000,False,,,0,,SUB in: J. Valanciunas,[202685],1610612740.0,NOP,,,,Valanciunas,J. Valanciunas,,,,,,,,,,,,,,,,,,,,,,,,,,
344,PT12M00.00S,2024-01-11T02:53:55.3Z,3,REGULAR,period,start,[],0,,,1610612740,60,73,2024-01-11T02:53:55Z,3340000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
345,PT11M44.00S,2024-01-11T02:54:11.0Z,3,REGULAR,3pt,Jump Shot,[],1630529,8.886333771353483,1.9607843137254901,1610612740,60,73,2024-01-11T02:54:17Z,3350000,False,240.0,31.0,1,left,MISS H. Jones 24' 3PT,[1630529],1610612740.0,NOP,,,,Jones,H. Jones,,,,,Right Corner 3,24+ Right,,,,24.22,Missed,,,,,,,,,,,,,,,
346,PT11M39.00S,2024-01-11T02:54:16.0Z,3,REGULAR,rebound,defensive,[],1626172,,,1610612744,60,73,2024-01-11T02:54:17Z,3360000,False,,,0,,K. Looney REBOUND (Off:2 Def:5),[1626172],1610612744.0,GSW,,,,Looney,K. Looney,,,,,Right Corner 3,24+ Right,,,,,,345.0,7.0,5.0,2.0,,,,,,,,,,,
347,PT11M29.00S,2024-01-11T02:54:25.1Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1630228,94.43166885676742,53.92156862745098,1610612744,62,73,2024-01-11T02:54:30Z,3370000,False,20.0,0.0,1,right,J. Kuminga driving Layup (8 PTS),[1630228],1610612744.0,GSW,driving,,,Kuminga,J. Kuminga,,,,,Restricted Area,0-8 Center,,,,1.96,Made,,,,,,8.0,,,,,,,,,
348,PT11M17.00S,2024-01-11T02:54:38.3Z,3,REGULAR,foul,personal,['2freethrow'],1626172,,,1610612740,62,73,2024-01-11T02:54:52Z,3380000,False,,,0,,K. Looney shooting personal FOUL (4 PF) (Valanciunas 2 FT),"[1626172, 202685]",1610612744.0,GSW,shooting,,,Looney,K. Looney,,,,,Restricted Area,0-8 Center,,,,,,,,,,1627962.0,,,,,,,4.0,0.0,Valanciunas,202685.0
350,PT11M17.00S,2024-01-11T02:55:09.5Z,3,REGULAR,freethrow,1 of 2,[],202685,,,1610612740,62,74,2024-01-11T02:55:32Z,3400000,False,,,0,,J. Valanciunas Free Throw 1 of 2 (7 PTS),[202685],1610612740.0,NOP,,,,Valanciunas,J. Valanciunas,,,,,,,,,,,Made,,,,,,7.0,,,,,,,,,
351,PT11M17.00S,2024-01-11T02:55:09.5Z,3,REGULAR,freethrow,2 of 2,[],202685,,,1610612740,62,74,2024-01-11T02:55:32Z,3410000,False,,,0,,MISS J. Valanciunas Free Throw 2 of 2,[202685],1610612740.0,NOP,,,,Valanciunas,J. Valanciunas,,,,,,,,,,,Missed,,,,,,,,,,,,,,,
352,PT11M14.00S,2024-01-11T02:55:12.5Z,3,REGULAR,rebound,defensive,[],1630541,,,1610612744,62,74,2024-01-11T02:55:32Z,3420000,False,,,0,,M. Moody REBOUND (Off:1 Def:1),[1630541],1610612744.0,GSW,,,,Moody,M. Moody,,,,,,,,,,,,351.0,2.0,1.0,1.0,,,,,,,,,,,
