actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,turnoverTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,blockPlayerName,blockPersonId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,stealPlayerName,stealPersonId
84,PT04M11.00S,2024-04-14T19:55:06.7Z,1,REGULAR,3pt,Jump Shot,[],1630611,21.632720105124836,8.823529411764707,1610612744,19,19,2024-04-14T19:55:11Z,800000,False,206.0,151.0,1,left,MISS G. Santos 25' 3PT,[1630611],1610612744.0,GSW,,,,Santos,G. Santos,,,,,Above the Break 3,24+ Right Center,25.52,Missed,,,,,,,,,,,,,,,,,,
85,PT04M07.00S,2024-04-14T19:55:10.7Z,1,REGULAR,rebound,defensive,[],1630695,,,1610612762,19,19,2024-04-14T19:55:11Z,810000,False,,,0,,M. Potter REBOUND (Off:0 Def:1),[1630695],1610612762.0,UTA,,,,Potter,M. Potter,,,,,Above the Break 3,24+ Right Center,,,,,,,,,84.0,1.0,1.0,0.0,,,,,,,,
86,PT03M49.00S,2024-04-14T19:55:28.4Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1629677,86.02168199737189,49.01960784313725,1610612762,19,21,2024-04-14T19:57:49Z,820000,False,-5.0,79.0,1,right,L. Samanic 7' driving Layup (5 PTS) (K. George 1 AST),"[1629677, 1641718]",1610612762.0,UTA,driving,,,Samanic,L. Samanic,,,,,In The Paint (Non-RA),0-8 Center,7.91,Made,5.0,K. George,1641718.0,1.0,,,,,,,,,,,,,,
88,PT03M30.00S,2024-04-14T19:55:46.7Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1626172,5.338370565045992,41.911764705882355,1610612744,21,21,2024-04-14T19:58:24Z,840000,False,40.0,-2.0,1,left,K. Looney driving Layup (2 PTS) (B. Podziemski 1 AST),"[1626172, 1641764]",1610612744.0,GSW,driving,,,Looney,K. Looney,,,,,Restricted Area,0-8 Center,4.05,Made,2.0,B. Podziemski,1641764.0,1.0,,,,,,,,,,,,,,
90,PT03M18.00S,2024-04-14T19:55:58.8Z,1,REGULAR,3pt,Jump Shot,[],1641718,69.59592641261499,21.813725490196077,1610612762,21,21,2024-04-14T19:58:36Z,860000,False,-141.0,233.0,1,right,MISS K. George 27' step back 3PT,[1641718],1610612762.0,UTA,step back,,,George,K. George,,,,,Above the Break 3,24+ Left Center,27.25,Missed,,,,,,,,,,,,,,,,,,
91,PT03M17.00S,2024-04-14T19:55:59.8Z,1,REGULAR,rebound,offensive,[],1629677,,,1610612762,21,21,2024-04-14T20:17:06Z,870000,False,,,0,,L. Samanic REBOUND (Off:1 Def:1),[1629677],1610612762.0,UTA,,,,Samanic,L. Samanic,,,,,Above the Break 3,24+ Left Center,,,,,,,,,90.0,2.0,1.0,1.0,,,,,,,,
191,PT03M16.00S,2024-04-14T19:56:04.4Z,1,REGULAR,turnover,lost ball,[],1629677,,,1610612762,21,21,2024-04-14T20:17:48Z,875000,False,,,0,,L. Samanic lost ball TURNOVER (3 TO),"[1629677, 1630541]",1610612762.0,UTA,,,,Samanic,L. Samanic,,,,,Mid-Range,8-16 Left,,,,,,,,3.0,,,,,,,,,,,Moody,1630541.0
192,PT03M16.00S,2024-04-14T19:56:04.4Z,1,REGULAR,steal,,[],1630541,,,1610612744,21,21,2024-04-14T20:17:22Z,877500,False,,,0,,M. Moody STEAL (1 STL),[1630541],1610612744.0,GSW,,,,Moody,M. Moody,,,,,Mid-Range,8-16 Left,,,,,,,,,,,,,,,,,,,,
334,PT03M15.00S,2024-04-14T19:56:17.5Z,1,REGULAR,violation,delay-of-game,['team'],0,,,1610612744,21,21,2024-04-14T20:45:19Z,885000,False,,,0,,TEAM delay-of-game VIOLATION,[],1610612762.0,UTA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
94,PT03M15.00S,2024-04-14T19:56:24.9Z,1,REGULAR,substitution,out,[],101108,,,1610612744,21,21,2024-04-14T20:17:22Z,890000,False,,,0,,SUB out: C. Paul,[101108],1610612744.0,GSW,,,,Paul,C. Paul,,,,,,,,,,,,,,,,,,,,,,,,,,
95,PT03M15.00S,2024-04-14T19:56:24.9Z,1,REGULAR,substitution,out,[],1629677,,,1610612744,21,21,2024-04-14T20:17:22Z,900000,False,,,0,,SUB out: L. Samanic,[1629677],1610612762.0,UTA,,,,Samanic,L. Samanic,,,,,,,,,,,,,,,,,,,,,,,,,,
96,PT03M15.00S,2024-04-14T19:56:24.9Z,1,REGULAR,substitution,in,[],202691,,,1610612744,21,21,2024-04-14T20:17:22Z,910000,False,,,0,,SUB in: K. Thompson,[202691],1610612744.0,GSW,,,,Thompson,K. Thompson,,,,,,,,,,,,,,,,,,,,,,,,,,
97,PT03M15.00S,2024-04-14T19:56:24.9Z,1,REGULAR,substitution,in,[],1630184,,,1610612744,21,21,2024-04-14T20:17:22Z,920000,False,,,0,,SUB in: K. Lewis Jr.,[1630184],1610612762.0,UTA,,,,Lewis Jr.,K. Lewis Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
101,PT03M15.00S,2024-04-14T19:56:24.9Z,1,REGULAR,substitution,out,[],1641707,,,1610612744,21,21,2024-04-14T20:17:22Z,925000,False,,,0,,SUB out: T. Hendricks,[1641707],1610612762.0,UTA,,,,Hendricks,T. Hendricks,,,,,,,,,,,,,,,,,,,,,,,,,,
102,PT03M15.00S,2024-04-14T19:56:24.9Z,1,REGULAR,substitution,in,[],1629647,,,1610612744,21,21,2024-04-14T20:17:22Z,927500,False,,,0,,SUB in: D. Bazley,[1629647],1610612762.0,UTA,,,,Bazley,D. Bazley,,,,,,,,,,,,,,,,,,,,,,,,,,
103,PT03M15.00S,2024-04-14T19:56:24.9Z,1,REGULAR,substitution,out,[],1641718,,,1610612744,21,21,2024-04-14T20:17:22Z,928750,False,,,0,,SUB out: K. George,[1641718],1610612762.0,UTA,,,,George,K. George,,,,,,,,,,,,,,,,,,,,,,,,,,
104,PT03M15.00S,2024-04-14T19:56:24.9Z,1,REGULAR,substitution,in,[],1631254,,,1610612744,21,21,2024-04-14T20:17:22Z,929375,False,,,0,,SUB in: K. Lofton Jr.,[1631254],1610612762.0,UTA,,,,Lofton Jr.,K. Lofton Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
99,PT02M55.00S,2024-04-14T19:57:22.6Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612744,21,21,2024-04-14T20:17:22Z,940000,False,,,0,,UTA Timeout,[],1610612762.0,UTA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
105,PT02M53.00S,2024-04-14T19:59:58.3Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],1630541,5.338370565045992,94.11764705882352,1610612744,21,21,2024-04-14T20:17:22Z,950000,False,-221.0,-2.0,1,left,MISS M. Moody 3PT,[1630541],1610612744.0,GSW,,,,Moody,M. Moody,,,,,Left Corner 3,24+ Left,22.06,Missed,,,,,,,,,,,,,,,,,,
106,PT02M51.00S,2024-04-14T20:00:00.3Z,1,REGULAR,rebound,offensive,[],1641764,,,1610612744,21,21,2024-04-14T20:00:02Z,960000,False,,,0,,B. Podziemski REBOUND (Off:1 Def:0),[1641764],1610612744.0,GSW,,,,Podziemski,B. Podziemski,,,,,Left Corner 3,24+ Left,,,,,,,,,105.0,1.0,0.0,1.0,,,,,,,,
107,PT02M49.00S,2024-04-14T20:00:03.5Z,1,REGULAR,3pt,Jump Shot,"['2ndchance', 'fromturnover']",202691,28.465834428383708,77.20588235294117,1610612744,21,21,2024-04-14T20:17:22Z,970000,False,-136.0,215.0,1,left,MISS K. Thompson 25' step back 3PT,[202691],1610612744.0,GSW,step back,,,Thompson,K. Thompson,,,,,Above the Break 3,24+ Left Center,25.45,Missed,,,,,,,,,,,,,,,,,,
108,PT02M47.00S,2024-04-14T20:00:05.5Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612744,21,21,2024-04-14T20:02:14Z,980000,False,,,0,,TEAM offensive REBOUND,[],1610612744.0,GSW,,,,,,,,,,Above the Break 3,24+ Left Center,,,,,,,,,107.0,,,,,,,,,,,
109,PT02M47.00S,2024-04-14T20:00:17.5Z,1,REGULAR,foul,personal,[],1630695,,,1610612744,21,21,2024-04-14T20:02:07Z,990000,False,,,0,,M. Potter loose ball personal FOUL (1 PF),"[1630695, 1630611]",1610612762.0,UTA,loose ball,,,Potter,M. Potter,,,,,Restricted Area,0-8 Center,,,,,,,201246.0,,,,,,,,1.0,0.0,Santos,1630611.0,,
111,PT02M39.00S,2024-04-14T20:00:34.6Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance', 'fromturnover']",1630611,4.812746386333772,52.94117647058824,1610612744,23,21,2024-04-14T20:17:22Z,1010000,False,-15.0,-7.0,1,left,G. Santos reverse Layup (2 PTS) (K. Looney 1 AST),"[1630611, 1626172]",1610612744.0,GSW,reverse,,,Santos,G. Santos,,,,,Restricted Area,0-8 Center,1.64,Made,2.0,K. Looney,1626172.0,1.0,,,,,,,,,,,,,,
113,PT02M14.00S,2024-04-14T20:00:59.6Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629647,81.73455978975032,39.62928921568628,1610612762,23,23,2024-04-14T20:01:17Z,1030000,False,-52.0,119.0,1,right,D. Bazley 13' fadeaway Jump Shot (2 PTS),[1629647],1610612762.0,UTA,fadeaway,,,Bazley,D. Bazley,,,,,In The Paint (Non-RA),8-16 Center,13.0,Made,2.0,,,,,,,,,,,,,,,,,
114,PT02M00.00S,2024-04-14T20:01:13.1Z,1,REGULAR,3pt,Jump Shot,[],202691,31.35676741130092,63.970588235294116,1610612744,23,23,2024-04-14T20:01:20Z,1040000,False,-70.0,242.0,1,left,MISS K. Thompson 25' 3PT,[202691],1610612744.0,GSW,,,,Thompson,K. Thompson,,,,,Above the Break 3,24+ Center,25.22,Missed,,,,,,,,,,,,,,,,,,
115,PT01M56.00S,2024-04-14T20:01:17.1Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612744,23,23,2024-04-14T20:03:34Z,1050000,False,,,0,,TEAM offensive REBOUND,[],1610612744.0,GSW,,,,,,,,,,Above the Break 3,24+ Center,,,,,,,,,114.0,,,,,,,,,,,
117,PT01M53.00S,2024-04-14T20:01:40.2Z,1,REGULAR,foul,personal,['3freethrow'],1629647,,,1610612744,23,23,2024-04-14T20:01:50Z,1070000,False,,,0,,D. Bazley shooting personal FOUL (1 PF) (Thompson 3 FT),"[1629647, 202691]",1610612762.0,UTA,shooting,,,Bazley,D. Bazley,,,,,Above the Break 3,24+ Right Center,,,,,,,202041.0,,,,,,,,1.0,0.0,Thompson,202691.0,,
119,PT01M53.00S,2024-04-14T20:02:13.9Z,1,REGULAR,freethrow,1 of 3,['2ndchance'],202691,,,1610612744,24,23,2024-04-14T20:02:13Z,1090000,False,,,0,,K. Thompson Free Throw 1 of 3 (4 PTS),[202691],1610612744.0,GSW,,,,Thompson,K. Thompson,,,,,,,,Made,4.0,,,,,,,,,,,,,,,,,
120,PT01M53.00S,2024-04-14T20:02:30.8Z,1,REGULAR,freethrow,2 of 3,['2ndchance'],202691,,,1610612744,25,23,2024-04-14T20:02:30Z,1100000,False,,,0,,K. Thompson Free Throw 2 of 3 (5 PTS),[202691],1610612744.0,GSW,,,,Thompson,K. Thompson,,,,,,,,Made,5.0,,,,,,,,,,,,,,,,,
121,PT01M53.00S,2024-04-14T20:02:49.2Z,1,REGULAR,freethrow,3 of 3,['2ndchance'],202691,,,1610612744,26,23,2024-04-14T20:02:49Z,1110000,False,,,0,,K. Thompson Free Throw 3 of 3 (6 PTS),[202691],1610612744.0,GSW,,,,Thompson,K. Thompson,,,,,,,,Made,6.0,,,,,,,,,,,,,,,,,
123,PT01M39.00S,2024-04-14T20:03:04.2Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1641729,81.553876478318,43.627450980392155,1610612762,26,25,2024-04-14T20:03:09Z,1130000,False,-32.0,121.0,1,right,B. Sensabaugh 12' fadeaway Jump Shot (2 PTS),[1641729],1610612762.0,UTA,fadeaway,,,Sensabaugh,B. Sensabaugh,,,,,In The Paint (Non-RA),8-16 Center,12.5,Made,2.0,,,,,,,,,,,,,,,,,
124,PT01M21.00S,2024-04-14T20:03:21.9Z,1,REGULAR,3pt,Jump Shot,[],1630541,28.597240473061763,17.401960784313726,1610612744,29,25,2024-04-14T20:03:26Z,1140000,False,163.0,216.0,1,left,M. Moody 27' 3PT  (3 PTS) (K. Thompson 1 AST),"[1630541, 202691]",1610612744.0,GSW,,,,Moody,M. Moody,,,,,Above the Break 3,24+ Right Center,27.08,Made,3.0,K. Thompson,202691.0,1.0,,,,,,,,,,,,,,
126,PT01M11.00S,2024-04-14T20:03:32.9Z,1,REGULAR,3pt,Jump Shot,[],1631254,72.1419185282523,82.86611519607843,1610612762,29,25,2024-04-14T20:03:39Z,1160000,False,164.0,209.0,1,right,MISS K. Lofton Jr. 26' 3PT,[1631254],1610612762.0,UTA,,,,Lofton Jr.,K. Lofton Jr.,,,,,Above the Break 3,24+ Right Center,26.62,Missed,,,,,,,,,,,,,,,,,,
127,PT01M07.00S,2024-04-14T20:03:36.9Z,1,REGULAR,rebound,defensive,[],202691,,,1610612744,29,25,2024-04-14T20:03:39Z,1170000,False,,,0,,K. Thompson REBOUND (Off:0 Def:2),[202691],1610612744.0,GSW,,,,Thompson,K. Thompson,,,,,Above the Break 3,24+ Right Center,,,,,,,,,126.0,2.0,2.0,0.0,,,,,,,,
128,PT01M01.00S,2024-04-14T20:03:44.2Z,1,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1641729,,,1610612744,29,25,2024-04-14T20:04:00Z,1180000,False,,,0,,B. Sensabaugh personal FOUL (1 PF) (Thompson 2 FT),"[1641729, 202691]",1610612762.0,UTA,,,,Sensabaugh,B. Sensabaugh,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,201246.0,,,,,,,,1.0,0.0,Thompson,202691.0,,
130,PT01M01.00S,2024-04-14T20:04:15.7Z,1,REGULAR,freethrow,1 of 2,[],202691,,,1610612744,30,25,2024-04-14T20:04:15Z,1200000,False,,,0,,K. Thompson Free Throw 1 of 2 (7 PTS),[202691],1610612744.0,GSW,,,,Thompson,K. Thompson,,,,,,,,Made,7.0,,,,,,,,,,,,,,,,,
131,PT01M01.00S,2024-04-14T20:04:32.0Z,1,REGULAR,freethrow,2 of 2,[],202691,,,1610612744,31,25,2024-04-14T20:04:32Z,1210000,False,,,0,,K. Thompson Free Throw 2 of 2 (8 PTS),[202691],1610612744.0,GSW,,,,Thompson,K. Thompson,,,,,,,,Made,8.0,,,,,,,,,,,,,,,,,
132,PT00M48.30S,2024-04-14T20:04:49.7Z,1,REGULAR,2pt,Jump Shot,[],1630184,89.24523653088042,70.8563112745098,1610612762,31,27,2024-04-14T20:06:07Z,1220000,False,104.0,49.0,1,right,K. Lewis Jr. 11' fadeaway bank Jump Shot (2 PTS) (K. Lofton Jr. 1 AST),"[1630184, 1631254]",1610612762.0,UTA,fadeaway bank,,,Lewis Jr.,K. Lewis Jr.,,,,,Mid-Range,8-16 Right,11.51,Made,2.0,K. Lofton Jr.,1631254.0,1.0,,,,,,,,,,,,,,
133,PT00M38.40S,2024-04-14T20:05:03.0Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1626172,5.469776609724048,54.90196078431373,1610612744,31,27,2024-04-14T20:07:10Z,1230000,False,-25.0,-1.0,1,left,MISS K. Looney cutting Layup - blocked,"[1626172, 1631254]",1610612744.0,GSW,cutting,,,Looney,K. Looney,,,,,Restricted Area,0-8 Center,2.45,Missed,,,,,,,,,,,Lofton Jr.,1631254.0,,,,,,
134,PT00M38.40S,2024-04-14T20:05:03.0Z,1,REGULAR,block,,[],1631254,,,1610612744,31,27,2024-04-14T20:05:05Z,1240000,False,,,0,,K. Lofton Jr. BLOCK (1 BLK),[1631254],1610612762.0,UTA,,,,Lofton Jr.,K. Lofton Jr.,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
135,PT00M37.30S,2024-04-14T20:05:04.1Z,1,REGULAR,rebound,defensive,['team'],0,,,1610612762,31,27,2024-04-14T20:07:10Z,1250000,False,,,0,,TEAM defensive REBOUND,[],1610612762.0,UTA,,,,,,,,,,Restricted Area,0-8 Center,,,,,,,,,133.0,,,,,,,,,,,
137,PT00M35.20S,2024-04-14T20:05:51.8Z,1,REGULAR,2pt,Jump Shot,[],1630184,74.00213534822602,76.98376225490196,1610612762,31,27,2024-04-14T20:07:52Z,1270000,False,135.0,192.0,1,right,MISS K. Lewis Jr. 23' pullup Shot,[1630184],1610612762.0,UTA,pullup,,,Lewis Jr.,K. Lewis Jr.,,,,,Mid-Range,16-24 Right Center,23.46,Missed,,,,,,,,,,,,,,,,,,
138,PT00M33.80S,2024-04-14T20:05:53.2Z,1,REGULAR,rebound,defensive,[],1630541,,,1610612744,31,27,2024-04-14T20:07:43Z,1280000,False,,,0,,M. Moody REBOUND (Off:0 Def:1),[1630541],1610612744.0,GSW,,,,Moody,M. Moody,,,,,Mid-Range,16-24 Right Center,,,,,,,,,137.0,1.0,1.0,0.0,,,,,,,,
139,PT00M12.00S,2024-04-14T20:06:05.7Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],202691,7.752956636005257,54.30836397058824,1610612744,33,27,2024-04-14T20:06:30Z,1290000,False,-22.0,20.0,1,left,K. Thompson driving reverse Layup (10 PTS),[202691],1610612744.0,GSW,driving reverse,,,Thompson,K. Thompson,,,,,Restricted Area,0-8 Center,2.96,Made,10.0,,,,,,,,,,,,,,,,,
140,PT00M05.50S,2024-04-14T20:06:19.3Z,1,REGULAR,foul,personal,[],1630611,,,1610612762,33,27,2024-04-14T20:06:29Z,1300000,False,,,0,,G. Santos personal FOUL (1 PF),"[1630611, 1630184]",1610612744.0,GSW,,,,Santos,G. Santos,,,,,Above the Break 3,24+ Left Center,,,,,,,202041.0,,,,,,,,1.0,0.0,Lewis Jr.,1630184.0,,
144,PT00M00.00S,2024-04-14T20:07:37.8Z,1,REGULAR,period,end,[],0,,,1610612762,33,27,2024-04-14T20:07:37Z,1330000,False,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145,PT12M00.00S,2024-04-14T20:07:43.5Z,2,REGULAR,substitution,out,['startperiod'],1626172,,,1610612762,33,27,2024-04-14T20:09:24Z,1340000,False,,,0,,SUB out: K. Looney,[1626172],1610612744.0,GSW,,,,Looney,K. Looney,,,,,,,,,,,,,,,,,,,,,,,,,,
146,PT12M00.00S,2024-04-14T20:07:43.5Z,2,REGULAR,substitution,out,['startperiod'],1630611,,,1610612762,33,27,2024-04-14T20:09:24Z,1350000,False,,,0,,SUB out: G. Santos,[1630611],1610612744.0,GSW,,,,Santos,G. Santos,,,,,,,,,,,,,,,,,,,,,,,,,,
147,PT12M00.00S,2024-04-14T20:07:43.5Z,2,REGULAR,substitution,in,['startperiod'],1631218,,,1610612762,33,27,2024-04-14T20:09:24Z,1360000,False,,,0,,SUB in: T. Jackson-Davis,[1631218],1610612744.0,GSW,,,,Jackson-Davis,T. Jackson-Davis,,,,,,,,,,,,,,,,,,,,,,,,,,
148,PT12M00.00S,2024-04-14T20:07:43.5Z,2,REGULAR,substitution,in,['startperiod'],203967,,,1610612762,33,27,2024-04-14T20:09:24Z,1370000,False,,,0,,SUB in: D. Saric,[203967],1610612744.0,GSW,,,,Saric,D. Saric,,,,,,,,,,,,,,,,,,,,,,,,,,
149,PT12M00.00S,2024-04-14T20:09:30.1Z,2,REGULAR,period,start,[],0,,,1610612744,33,27,2024-04-14T20:09:30Z,1380000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
150,PT11M40.00S,2024-04-14T20:09:48.8Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],203967,6.258212877792378,53.18627450980392,1610612744,35,27,2024-04-14T20:10:37Z,1390000,False,-16.0,6.0,1,left,D. Saric driving reverse Layup (2 PTS),[203967],1610612744.0,GSW,driving reverse,,,Saric,D. Saric,,,,,Restricted Area,0-8 Center,1.71,Made,2.0,,,,,,,,,,,,,,,,,
151,PT11M24.00S,2024-04-14T20:10:05.3Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1641729,93.51182654402102,54.41176470588235,1610612762,35,29,2024-04-14T20:10:10Z,1400000,False,22.0,8.0,1,right,B. Sensabaugh driving Layup (4 PTS) (K. Lofton Jr. 2 AST),"[1641729, 1631254]",1610612762.0,UTA,driving,,,Sensabaugh,B. Sensabaugh,,,,,Restricted Area,0-8 Center,2.37,Made,4.0,K. Lofton Jr.,1631254.0,2.0,,,,,,,,,,,,,,
152,PT11M10.00S,2024-04-14T20:10:18.9Z,2,REGULAR,turnover,bad pass,[],203967,,,1610612744,35,29,2024-04-14T20:10:22Z,1410000,False,,,0,,D. Saric bad pass TURNOVER (1 TO),"[203967, 1641729]",1610612744.0,GSW,,,,Saric,D. Saric,,,,,Above the Break 3,24+ Right Center,,,,,,,,1.0,,,,,,,,,,,Sensabaugh,1641729.0
153,PT11M10.00S,2024-04-14T20:10:18.9Z,2,REGULAR,steal,,[],1641729,,,1610612762,35,29,2024-04-14T20:10:20Z,1420000,False,,,0,,B. Sensabaugh STEAL (1 STL),[1641729],1610612762.0,UTA,,,,Sensabaugh,B. Sensabaugh,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,,,,,,,,,
154,PT11M05.00S,2024-04-14T20:10:24.2Z,2,REGULAR,3pt,Jump Shot,"['fromturnover', 'fastbreak']",1630184,93.77463863337714,94.6078431372549,1610612762,35,29,2024-04-14T20:11:04Z,1430000,False,223.0,6.0,1,right,MISS K. Lewis Jr. running 3PT,[1630184],1610612762.0,UTA,running,,,Lewis Jr.,K. Lewis Jr.,,,,,Right Corner 3,24+ Right,22.31,Missed,,,,,,,,,,,,,,,,,,
155,PT11M01.00S,2024-04-14T20:10:28.2Z,2,REGULAR,rebound,defensive,[],202691,,,1610612744,35,29,2024-04-14T20:10:29Z,1440000,False,,,0,,K. Thompson REBOUND (Off:0 Def:3),[202691],1610612744.0,GSW,,,,Thompson,K. Thompson,,,,,Right Corner 3,24+ Right,,,,,,,,,154.0,3.0,3.0,0.0,,,,,,,,
157,PT10M52.00S,2024-04-14T20:10:40.5Z,2,REGULAR,turnover,traveling,[],1630541,,,1610612744,35,29,2024-04-14T20:10:48Z,1450000,False,,,0,,M. Moody traveling TURNOVER (1 TO),[1630541],1610612744.0,GSW,,,,Moody,M. Moody,,,,,Above the Break 3,24+ Right Center,,,,,,,202041.0,1.0,,,,,,,,,,,,
158,PT10M43.00S,2024-04-14T20:11:00.4Z,2,REGULAR,turnover,lost ball,[],1631254,,,1610612762,35,29,2024-04-14T20:11:40Z,1460000,False,,,0,,K. Lofton Jr. lost ball TURNOVER (1 TO),"[1631254, 1641764]",1610612762.0,UTA,,,,Lofton Jr.,K. Lofton Jr.,,,,,Mid-Range,16-24 Left Center,,,,,,,,1.0,,,,,,,,,,,Podziemski,1641764.0
159,PT10M43.00S,2024-04-14T20:11:00.4Z,2,REGULAR,steal,,[],1641764,,,1610612744,35,29,2024-04-14T20:29:44Z,1470000,False,,,0,,B. Podziemski STEAL (1 STL),[1641764],1610612744.0,GSW,,,,Podziemski,B. Podziemski,,,,,Mid-Range,16-24 Left Center,,,,,,,,,,,,,,,,,,,,
160,PT10M30.00S,2024-04-14T20:11:12.5Z,2,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover']",1631218,5.863994743758213,46.81372549019608,1610612744,37,29,2024-04-14T20:11:24Z,1480000,False,16.0,3.0,1,left,T. Jackson-Davis cutting DUNK (4 PTS) (K. Thompson 2 AST),"[1631218, 202691]",1610612744.0,GSW,cutting,,,Jackson-Davis,T. Jackson-Davis,,,,,Restricted Area,0-8 Center,1.61,Made,4.0,K. Thompson,202691.0,2.0,,,,,,,,,,,,,,
162,PT10M20.00S,2024-04-14T20:11:26.2Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1630184,94.03745072273325,53.431372549019606,1610612762,37,31,2024-04-14T20:12:20Z,1500000,False,17.0,4.0,1,right,K. Lewis Jr. driving Layup (4 PTS),[1630184],1610612762.0,UTA,driving,,,Lewis Jr.,K. Lewis Jr.,,,,,Restricted Area,0-8 Center,1.76,Made,4.0,,,,,,,,,,,,,,,,,
163,PT10M06.00S,2024-04-14T20:11:53.1Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1641764,4.681340341655716,41.66666666666667,1610612744,37,31,2024-04-14T20:11:57Z,1510000,False,42.0,-8.0,1,left,MISS B. Podziemski driving finger roll Layup - blocked,"[1641764, 1629647]",1610612744.0,GSW,driving finger roll,,,Podziemski,B. Podziemski,,,,,Restricted Area,0-8 Center,4.26,Missed,,,,,,,,,,,Bazley,1629647.0,,,,,,
165,PT10M06.00S,2024-04-14T20:11:53.1Z,2,REGULAR,block,,[],1629647,,,1610612744,37,31,2024-04-14T20:12:03Z,1515000,False,,,0,,D. Bazley BLOCK (1 BLK),[1629647],1610612762.0,UTA,,,,Bazley,D. Bazley,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
164,PT10M03.00S,2024-04-14T20:11:56.1Z,2,REGULAR,rebound,defensive,[],1641729,,,1610612762,37,31,2024-04-14T20:12:03Z,1520000,False,,,0,,B. Sensabaugh REBOUND (Off:0 Def:1),[1641729],1610612762.0,UTA,,,,Sensabaugh,B. Sensabaugh,,,,,Restricted Area,0-8 Center,,,,,,,,,163.0,1.0,1.0,0.0,,,,,,,,
166,PT09M57.00S,2024-04-14T20:12:02.4Z,2,REGULAR,3pt,Jump Shot,[],1641729,93.24901445466492,4.411764705882353,1610612762,37,34,2024-04-14T20:12:07Z,1530000,False,-228.0,11.0,1,right,B. Sensabaugh 3PT  (7 PTS) (K. Lewis Jr. 1 AST),"[1641729, 1630184]",1610612762.0,UTA,,,,Sensabaugh,B. Sensabaugh,,,,,Left Corner 3,24+ Left,22.82,Made,7.0,K. Lewis Jr.,1630184.0,1.0,,,,,,,,,,,,,,
168,PT09M39.00S,2024-04-14T20:12:19.9Z,2,REGULAR,3pt,Jump Shot,[],1641764,7.046649145860711,93.87254901960785,1610612744,37,34,2024-04-14T20:12:24Z,1550000,False,-219.0,14.0,1,left,MISS B. Podziemski 3PT,[1641764],1610612744.0,GSW,,,,Podziemski,B. Podziemski,,,,,Left Corner 3,24+ Left,21.98,Missed,,,,,,,,,,,,,,,,,,
169,PT09M34.00S,2024-04-14T20:12:24.9Z,2,REGULAR,rebound,defensive,[],1630184,,,1610612762,37,34,2024-04-14T20:12:24Z,1560000,False,,,0,,K. Lewis Jr. REBOUND (Off:0 Def:1),[1630184],1610612762.0,UTA,,,,Lewis Jr.,K. Lewis Jr.,,,,,Left Corner 3,24+ Left,,,,,,,,,168.0,1.0,1.0,0.0,,,,,,,,
