actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,officialId,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,assistPlayerNameInitial,assistPersonId,assistTotal,blockPlayerName,blockPersonId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,turnoverTotal,stealPlayerName,stealPersonId
82,PT05M06.00S,2023-12-17T01:54:03.1Z,1,REGULAR,3pt,Jump Shot,[],1630560,71.43561103810775,79.16666666666666,1610612751,22,17,2023-12-17T01:54:10Z,820000,False,146.0,216.0,1,right,MISS C. Thomas 26' 3PT,[1630560],1610612751.0,BKN,,,,Thomas,C. Thomas,,,,,Above the Break 3,24+ Right Center,26.06,Missed,,,,,,,,,,,,,,,,,,
83,PT05M04.00S,2023-12-17T01:54:06.2Z,1,REGULAR,rebound,offensive,[],1629651,,,1610612751,22,17,2023-12-17T01:54:06Z,830000,False,,,0,,N. Claxton REBOUND (Off:2 Def:1),[1629651],1610612751.0,BKN,,,,Claxton,N. Claxton,,,,,Above the Break 3,24+ Right Center,,,,,82.0,3.0,1.0,2.0,,,,,,,,,,,,
84,PT05M02.00S,2023-12-17T01:54:08.3Z,1,REGULAR,2pt,Hook,"['pointsinthepaint', '2ndchance']",1629651,90.62089356110381,40.19607843137255,1610612751,22,19,2023-12-17T01:54:14Z,840000,False,-49.0,36.0,1,right,N. Claxton 6' turnaround Hook (4 PTS),[1629651],1610612751.0,BKN,turnaround,,,Claxton,N. Claxton,,,,,In The Paint (Non-RA),0-8 Center,6.06,Made,4.0,,,,,,,,,,,,,,,,,
85,PT04M49.00S,2023-12-17T01:54:20.2Z,1,REGULAR,3pt,Jump Shot,[],203967,24.655059132720105,9.558823529411764,1610612744,25,19,2023-12-17T01:54:24Z,850000,False,202.0,179.0,1,left,D. Saric 27' 3PT  (6 PTS) (C. Paul 3 AST),"[203967, 101108]",1610612744.0,GSW,,,,Saric,D. Saric,,,,,Above the Break 3,24+ Right Center,27.02,Made,6.0,,,,,,C. Paul,101108.0,3.0,,,,,,,,,
87,PT04M37.00S,2023-12-17T01:54:33.3Z,1,REGULAR,3pt,Jump Shot,[],1629661,62.63140604467805,45.83333333333333,1610612751,25,19,2023-12-17T01:54:37Z,870000,False,-21.0,299.0,1,right,MISS C. Johnson 29' pullup 3PT,[1629661],1610612751.0,BKN,pullup,,,Johnson,C. Johnson,,,,,Above the Break 3,24+ Center,29.95,Missed,,,,,,,,,,,,,,,,,,
88,PT04M34.00S,2023-12-17T01:54:36.3Z,1,REGULAR,rebound,defensive,[],203952,,,1610612744,25,19,2023-12-17T01:54:37Z,880000,False,,,0,,A. Wiggins REBOUND (Off:0 Def:2),[203952],1610612744.0,GSW,,,,Wiggins,A. Wiggins,,,,,Above the Break 3,24+ Center,,,,,87.0,2.0,2.0,0.0,,,,,,,,,,,,
89,PT04M28.00S,2023-12-17T01:54:42.1Z,1,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint']",203952,7.178055190538765,40.19607843137255,1610612744,25,19,2023-12-17T01:57:10Z,890000,False,49.0,15.0,1,left,MISS A. Wiggins running finger roll Layup,[203952],1610612744.0,GSW,running finger roll,,,Wiggins,A. Wiggins,,,,,In The Paint (Non-RA),0-8 Center,5.12,Missed,,,,,,,,,,,,,,,,,,
90,PT04M25.00S,2023-12-17T01:54:45.1Z,1,REGULAR,rebound,defensive,[],1629651,,,1610612751,25,19,2023-12-17T01:54:46Z,900000,False,,,0,,N. Claxton REBOUND (Off:2 Def:2),[1629651],1610612751.0,BKN,,,,Claxton,N. Claxton,,,,,In The Paint (Non-RA),0-8 Center,,,,,89.0,4.0,2.0,2.0,,,,,,,,,,,,
91,PT04M10.00S,2023-12-17T01:55:00.8Z,1,REGULAR,2pt,Jump Shot,[],1628969,92.9862023653088,68.62745098039215,1610612751,25,19,2023-12-17T02:47:22Z,910000,False,93.0,13.0,1,right,MISS M. Bridges 9' fadeaway Shot,[1628969],1610612751.0,BKN,fadeaway,,,Bridges,M. Bridges,,,,,Mid-Range,8-16 Right,9.41,Missed,,,,,,,,,,,,,,,,,,
92,PT04M06.00S,2023-12-17T01:55:04.8Z,1,REGULAR,rebound,defensive,[],203967,,,1610612744,25,19,2023-12-17T01:55:05Z,920000,False,,,0,,D. Saric REBOUND (Off:1 Def:2),[203967],1610612744.0,GSW,,,,Saric,D. Saric,,,,,Mid-Range,8-16 Right,,,,,91.0,3.0,2.0,1.0,,,,,,,,,,,,
93,PT04M02.00S,2023-12-17T01:55:08.8Z,1,REGULAR,turnover,out-of-bounds,[],101108,,,1610612744,25,19,2023-12-17T01:55:16Z,930000,False,,,0,,C. Paul bad pass out-of-bounds TURNOVER (1 TO),[101108],1610612744.0,GSW,bad pass,,,Paul,C. Paul,,,,,Above the Break 3,24+ Center,,,,204059.0,,,,,,,,,,,,,,1.0,,
94,PT04M02.00S,2023-12-17T01:55:13.5Z,1,REGULAR,substitution,out,[],202691,,,1610612751,25,19,2023-12-17T01:55:18Z,940000,False,,,0,,SUB out: K. Thompson,[202691],1610612744.0,GSW,,,,Thompson,K. Thompson,,,,,,,,,,,,,,,,,,,,,,,,,,
96,PT04M02.00S,2023-12-17T01:55:13.5Z,1,REGULAR,substitution,in,[],1630541,,,1610612751,25,19,2023-12-17T01:55:18Z,960000,False,,,0,,SUB in: M. Moody,[1630541],1610612744.0,GSW,,,,Moody,M. Moody,,,,,,,,,,,,,,,,,,,,,,,,,,
98,PT04M02.00S,2023-12-17T01:55:13.5Z,1,REGULAR,substitution,out,[],1629661,,,1610612751,25,19,2023-12-17T01:55:52Z,980000,False,,,0,,SUB out: C. Johnson,[1629661],1610612751.0,BKN,,,,Johnson,C. Johnson,,,,,,,,,,,,,,,,,,,,,,,,,,
99,PT04M02.00S,2023-12-17T01:55:13.5Z,1,REGULAR,substitution,in,[],1626220,,,1610612751,25,19,2023-12-17T01:55:52Z,990000,False,,,0,,SUB in: R. O'Neale,[1626220],1610612751.0,BKN,,,,O'Neale,R. O'Neale,,,,,,,,,,,,,,,,,,,,,,,,,,
100,PT03M52.00S,2023-12-17T01:56:03.3Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",203915,92.85479632063075,57.35294117647059,1610612751,25,21,2023-12-17T01:56:07Z,1000000,False,37.0,15.0,1,right,S. Dinwiddie driving Layup (5 PTS),[203915],1610612751.0,BKN,driving,,,Dinwiddie,S. Dinwiddie,,,,,Restricted Area,0-8 Center,3.96,Made,5.0,,,,,,,,,,,,,,,,,
101,PT03M34.00S,2023-12-17T01:56:22.2Z,1,REGULAR,turnover,out-of-bounds,[],203967,,,1610612744,25,21,2023-12-17T01:56:27Z,1010000,False,,,0,,D. Saric bad pass out-of-bounds TURNOVER (1 TO),[203967],1610612744.0,GSW,bad pass,,,Saric,D. Saric,,,,,In The Paint (Non-RA),8-16 Center,,,,204059.0,,,,,,,,,,,,,,1.0,,
102,PT03M34.00S,2023-12-17T01:56:25.0Z,1,REGULAR,substitution,out,[],203915,,,1610612751,25,21,2023-12-17T01:56:34Z,1020000,False,,,0,,SUB out: S. Dinwiddie,[203915],1610612751.0,BKN,,,,Dinwiddie,S. Dinwiddie,,,,,,,,,,,,,,,,,,,,,,,,,,
103,PT03M34.00S,2023-12-17T01:56:25.0Z,1,REGULAR,substitution,out,[],1629651,,,1610612751,25,21,2023-12-17T01:56:34Z,1030000,False,,,0,,SUB out: N. Claxton,[1629651],1610612751.0,BKN,,,,Claxton,N. Claxton,,,,,,,,,,,,,,,,,,,,,,,,,,
104,PT03M34.00S,2023-12-17T01:56:25.0Z,1,REGULAR,substitution,in,[],1630570,,,1610612751,25,21,2023-12-17T01:56:34Z,1040000,False,,,0,,SUB in: T. Watford,[1630570],1610612751.0,BKN,,,,Watford,T. Watford,,,,,,,,,,,,,,,,,,,,,,,,,,
105,PT03M34.00S,2023-12-17T01:56:25.0Z,1,REGULAR,substitution,in,[],1630549,,,1610612751,25,21,2023-12-17T01:56:34Z,1050000,False,,,0,,SUB in: D. Sharpe,[1630549],1610612751.0,BKN,,,,Sharpe,D. Sharpe,,,,,,,,,,,,,,,,,,,,,,,,,,
106,PT03M17.00S,2023-12-17T01:56:48.6Z,1,REGULAR,2pt,Jump Shot,['fromturnover'],1630560,93.11760840998686,71.81372549019608,1610612751,25,23,2023-12-17T01:56:54Z,1060000,False,109.0,12.0,1,right,C. Thomas 10' driving floating Jump Shot (12 PTS) (M. Bridges 1 AST),"[1630560, 1628969]",1610612751.0,BKN,driving floating,,,Thomas,C. Thomas,,,,,Mid-Range,8-16 Right,10.98,Made,12.0,,,,,,M. Bridges,1628969.0,1.0,,,,,,,,,
108,PT03M01.00S,2023-12-17T01:57:06.7Z,1,REGULAR,foul,personal,['2freethrow'],1626220,,,1610612744,25,23,2023-12-17T01:57:13Z,1080000,False,,,0,,R. O'Neale shooting personal FOUL (1 PF) (Wiggins 2 FT),"[1626220, 203952]",1610612751.0,BKN,shooting,,,O'Neale,R. O'Neale,,,,,In The Paint (Non-RA),0-8 Center,,,,204059.0,,,,,,,,,,1.0,0.0,Wiggins,203952.0,,,
110,PT03M01.00S,2023-12-17T01:57:33.7Z,1,REGULAR,freethrow,1 of 2,[],203952,,,1610612744,26,23,2023-12-17T01:57:33Z,1100000,False,,,0,,A. Wiggins Free Throw 1 of 2 (4 PTS),[203952],1610612744.0,GSW,,,,Wiggins,A. Wiggins,,,,,,,,Made,4.0,,,,,,,,,,,,,,,,,
111,PT03M01.00S,2023-12-17T01:57:34.3Z,1,REGULAR,substitution,out,[],201939,,,1610612744,26,23,2023-12-17T01:57:42Z,1110000,False,,,0,,SUB out: S. Curry,[201939],1610612744.0,GSW,,,,Curry,S. Curry,,,,,,,,,,,,,,,,,,,,,,,,,,
112,PT03M01.00S,2023-12-17T01:57:34.3Z,1,REGULAR,substitution,out,[],1630560,,,1610612744,26,23,2023-12-17T01:57:42Z,1120000,False,,,0,,SUB out: C. Thomas,[1630560],1610612751.0,BKN,,,,Thomas,C. Thomas,,,,,,,,,,,,,,,,,,,,,,,,,,
113,PT03M01.00S,2023-12-17T01:57:34.3Z,1,REGULAR,substitution,in,[],1641764,,,1610612744,26,23,2023-12-17T01:57:42Z,1130000,False,,,0,,SUB in: B. Podziemski,[1641764],1610612744.0,GSW,,,,Podziemski,B. Podziemski,,,,,,,,,,,,,,,,,,,,,,,,,,
114,PT03M01.00S,2023-12-17T01:57:34.3Z,1,REGULAR,substitution,in,[],1630592,,,1610612744,26,23,2023-12-17T01:57:42Z,1140000,False,,,0,,SUB in: J. Wilson,[1630592],1610612751.0,BKN,,,,Wilson,J. Wilson,,,,,,,,,,,,,,,,,,,,,,,,,,
115,PT03M01.00S,2023-12-17T01:58:00.6Z,1,REGULAR,freethrow,2 of 2,[],203952,,,1610612744,27,23,2023-12-17T01:58:00Z,1150000,False,,,0,,A. Wiggins Free Throw 2 of 2 (5 PTS),[203952],1610612744.0,GSW,,,,Wiggins,A. Wiggins,,,,,,,,Made,5.0,,,,,,,,,,,,,,,,,
116,PT02M38.00S,2023-12-17T01:58:29.0Z,1,REGULAR,foul,offensive,[],1630592,,,1610612751,27,23,2023-12-17T01:58:37Z,1160000,False,,,0,,J. Wilson offensive FOUL (1 PF),"[1630592, 101108]",1610612751.0,BKN,,,,Wilson,J. Wilson,,,,,Restricted Area,0-8 Center,,,,1151.0,,,,,,,,,,1.0,0.0,Paul,101108.0,,,
118,PT02M38.00S,2023-12-17T01:58:29.0Z,1,REGULAR,turnover,offensive foul,[],1630592,,,1610612751,27,23,2023-12-17T01:58:29Z,1180000,False,,,0,,J. Wilson offensive foul TURNOVER (1 TO),[1630592],1610612751.0,BKN,,,,Wilson,J. Wilson,,,,,Restricted Area,0-8 Center,,,,1151.0,,,,,,,,,,,,,,1.0,,
119,PT02M38.00S,2023-12-17T01:58:39.2Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612744,27,23,2023-12-17T01:58:39Z,1190000,False,,,0,,BKN Timeout,[],1610612751.0,BKN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
120,PT02M38.00S,2023-12-17T02:01:04.0Z,1,REGULAR,substitution,out,[],1630549,,,1610612744,27,23,2023-12-17T02:01:19Z,1200000,False,,,0,,SUB out: D. Sharpe,[1630549],1610612751.0,BKN,,,,Sharpe,D. Sharpe,,,,,,,,,,,,,,,,,,,,,,,,,,
121,PT02M38.00S,2023-12-17T02:01:04.0Z,1,REGULAR,substitution,in,[],1629651,,,1610612744,27,23,2023-12-17T02:01:19Z,1210000,False,,,0,,SUB in: N. Claxton,[1629651],1610612751.0,BKN,,,,Claxton,N. Claxton,,,,,,,,,,,,,,,,,,,,,,,,,,
122,PT02M23.00S,2023-12-17T02:01:41.3Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",203952,6.915243101182654,60.29411764705882,1610612744,27,23,2023-12-17T02:01:53Z,1220000,False,-51.0,13.0,1,left,MISS A. Wiggins driving finger roll Layup,[203952],1610612744.0,GSW,driving finger roll,,,Wiggins,A. Wiggins,,,,,In The Paint (Non-RA),0-8 Center,5.3,Missed,,,,,,,,,,,,,,,,,,
123,PT02M21.00S,2023-12-17T02:01:43.3Z,1,REGULAR,rebound,defensive,[],1628969,,,1610612751,27,23,2023-12-17T02:01:53Z,1230000,False,,,0,,M. Bridges REBOUND (Off:0 Def:2),[1628969],1610612751.0,BKN,,,,Bridges,M. Bridges,,,,,In The Paint (Non-RA),0-8 Center,,,,,122.0,2.0,2.0,0.0,,,,,,,,,,,,
124,PT02M06.00S,2023-12-17T02:01:57.8Z,1,REGULAR,3pt,Jump Shot,[],1626220,64.73390275952694,55.392156862745104,1610612751,27,23,2023-12-17T02:02:06Z,1240000,False,27.0,279.0,1,right,MISS R. O'Neale 28' 3PT,[1626220],1610612751.0,BKN,,,,O'Neale,R. O'Neale,,,,,Above the Break 3,24+ Center,28.03,Missed,,,,,,,,,,,,,,,,,,
125,PT02M04.00S,2023-12-17T02:01:59.8Z,1,REGULAR,rebound,defensive,['team'],0,,,1610612744,27,23,2023-12-17T02:02:06Z,1250000,False,,,0,,TEAM defensive REBOUND,[],1610612744.0,GSW,,,,,,,,,,Above the Break 3,24+ Center,,,,,124.0,,,,,,,,,,,,,,,
127,PT01M56.00S,2023-12-17T02:02:16.2Z,1,REGULAR,foul,personal,['2freethrow'],1630570,,,1610612744,27,23,2023-12-17T02:02:22Z,1270000,False,,,0,,T. Watford shooting personal FOUL (1 PF) (Podziemski 2 FT),"[1630570, 1641764]",1610612751.0,BKN,shooting,,,Watford,T. Watford,,,,,In The Paint (Non-RA),0-8 Center,,,,204059.0,,,,,,,,,,1.0,0.0,Podziemski,1641764.0,,,
129,PT01M56.00S,2023-12-17T02:02:51.2Z,1,REGULAR,freethrow,1 of 2,[],1641764,,,1610612744,27,23,2023-12-17T02:02:51Z,1290000,False,,,0,,MISS B. Podziemski Free Throw 1 of 2,[1641764],1610612744.0,GSW,,,,Podziemski,B. Podziemski,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
130,PT01M56.00S,2023-12-17T02:02:51.2Z,1,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612744,27,23,2023-12-17T02:02:51Z,1300000,False,,,0,,TEAM offensive REBOUND,[],1610612744.0,GSW,,,,,,,,,,,,,,,,129.0,,,,,,,,,,,,,,,
131,PT01M56.00S,2023-12-17T02:03:06.1Z,1,REGULAR,freethrow,2 of 2,[],1641764,,,1610612744,28,23,2023-12-17T02:03:06Z,1310000,False,,,0,,B. Podziemski Free Throw 2 of 2 (6 PTS),[1641764],1610612744.0,GSW,,,,Podziemski,B. Podziemski,,,,,,,,Made,6.0,,,,,,,,,,,,,,,,,
132,PT01M36.00S,2023-12-17T02:03:28.3Z,1,REGULAR,turnover,lost ball,[],1630570,,,1610612751,28,23,2023-12-17T02:03:33Z,1320000,False,,,0,,T. Watford lost ball TURNOVER (1 TO),"[1630570, 203967]",1610612751.0,BKN,,,,Watford,T. Watford,,,,,In The Paint (Non-RA),8-16 Left,,,,,,,,,,,,,,,,,,1.0,Saric,203967.0
133,PT01M36.00S,2023-12-17T02:03:28.3Z,1,REGULAR,steal,,[],203967,,,1610612744,28,23,2023-12-17T02:03:55Z,1330000,False,,,0,,D. Saric STEAL (1 STL),[203967],1610612744.0,GSW,,,,Saric,D. Saric,,,,,In The Paint (Non-RA),8-16 Left,,,,,,,,,,,,,,,,,,,,
134,PT01M23.00S,2023-12-17T02:03:40.4Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",203967,6.652431011826544,43.627450980392155,1610612744,30,23,2023-12-17T02:03:45Z,1340000,False,32.0,10.0,1,left,D. Saric Layup (8 PTS) (C. Paul 4 AST),"[203967, 101108]",1610612744.0,GSW,,,,Saric,D. Saric,,,,,Restricted Area,0-8 Center,3.34,Made,8.0,,,,,,C. Paul,101108.0,4.0,,,,,,,,,
136,PT00M57.70S,2023-12-17T02:04:06.8Z,1,REGULAR,foul,offensive,[],1626220,,,1610612751,30,23,2023-12-17T02:04:36Z,1352500,False,,,0,,R. O'Neale charge offensive FOUL (2 PF),"[1626220, 1641764]",1610612751.0,BKN,charge,,,O'Neale,R. O'Neale,,,,,In The Paint (Non-RA),8-16 Center,,,,1151.0,,,,,,,,,,2.0,0.0,Podziemski,1641764.0,,,
138,PT00M57.70S,2023-12-17T02:04:06.8Z,1,REGULAR,turnover,offensive foul,[],1626220,,,1610612751,30,23,2023-12-17T02:04:36Z,1354375,False,,,0,,R. O'Neale offensive foul TURNOVER (1 TO),[1626220],1610612751.0,BKN,,,,O'Neale,R. O'Neale,,,,,In The Paint (Non-RA),8-16 Center,,,,1151.0,,,,,,,,,,,,,,1.0,,
139,PT00M57.70S,2023-12-17T02:04:15.1Z,1,REGULAR,substitution,out,[],1630570,,,1610612744,30,23,2023-12-17T02:04:36Z,1355000,False,,,0,,SUB out: T. Watford,[1630570],1610612751.0,BKN,,,,Watford,T. Watford,,,,,,,,,,,,,,,,,,,,,,,,,,
140,PT00M57.70S,2023-12-17T02:04:15.1Z,1,REGULAR,substitution,in,[],203915,,,1610612744,30,23,2023-12-17T02:04:36Z,1357500,False,,,0,,SUB in: S. Dinwiddie,[203915],1610612751.0,BKN,,,,Dinwiddie,S. Dinwiddie,,,,,,,,,,,,,,,,,,,,,,,,,,
141,PT00M41.20S,2023-12-17T02:04:47.4Z,1,REGULAR,2pt,Hook,"['pointsinthepaint', 'fromturnover']",203952,11.251642575558476,44.36274509803921,1610612744,30,23,2023-12-17T02:05:00Z,1410000,False,28.0,53.0,1,left,MISS A. Wiggins 6' turnaround Hook,[203952],1610612744.0,GSW,turnaround,,,Wiggins,A. Wiggins,,,,,In The Paint (Non-RA),0-8 Center,6.03,Missed,,,,,,,,,,,,,,,,,,
142,PT00M38.70S,2023-12-17T02:04:49.9Z,1,REGULAR,rebound,offensive,[],203967,,,1610612744,30,23,2023-12-17T02:05:00Z,1420000,False,,,0,,D. Saric REBOUND (Off:2 Def:2),[203967],1610612744.0,GSW,,,,Saric,D. Saric,,,,,In The Paint (Non-RA),0-8 Center,,,,,141.0,4.0,2.0,2.0,,,,,,,,,,,,
143,PT00M31.60S,2023-12-17T02:04:56.9Z,1,REGULAR,3pt,Jump Shot,"['fromturnover', '2ndchance']",203967,27.283180026281208,15.931372549019606,1610612744,30,23,2023-12-17T02:05:01Z,1430000,False,170.0,204.0,1,left,MISS D. Saric 26' 3PT,[203967],1610612744.0,GSW,,,,Saric,D. Saric,,,,,Above the Break 3,24+ Right Center,26.57,Missed,,,,,,,,,,,,,,,,,,
144,PT00M28.40S,2023-12-17T02:05:00.1Z,1,REGULAR,rebound,defensive,[],1628969,,,1610612751,30,23,2023-12-17T02:05:01Z,1440000,False,,,0,,M. Bridges REBOUND (Off:0 Def:3),[1628969],1610612751.0,BKN,,,,Bridges,M. Bridges,,,,,Above the Break 3,24+ Right Center,,,,,143.0,3.0,3.0,0.0,,,,,,,,,,,,
145,PT00M24.80S,2023-12-17T02:05:03.7Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],1626220,75.3777923784494,6.61764705882353,1610612751,30,23,2023-12-17T02:07:44Z,1450000,False,-217.0,179.0,1,right,MISS R. O'Neale 28' running pullup 3PT,[1626220],1610612751.0,BKN,running pullup,,,O'Neale,R. O'Neale,,,,,Above the Break 3,24+ Left Center,28.12,Missed,,,,,,,,,,,,,,,,,,
146,PT00M21.80S,2023-12-17T02:05:06.7Z,1,REGULAR,rebound,offensive,[],1630592,,,1610612751,30,23,2023-12-17T02:05:06Z,1460000,False,,,0,,J. Wilson REBOUND (Off:1 Def:0),[1630592],1610612751.0,BKN,,,,Wilson,J. Wilson,,,,,Above the Break 3,24+ Left Center,,,,,145.0,1.0,0.0,1.0,,,,,,,,,,,,
147,PT00M20.60S,2023-12-17T02:05:08.4Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1630592,91.27792378449409,54.41176470588235,1610612751,30,25,2023-12-17T02:07:51Z,1470000,False,22.0,29.0,1,right,J. Wilson putback Layup (2 PTS),[1630592],1610612751.0,BKN,putback,,,Wilson,J. Wilson,,,,,Restricted Area,0-8 Center,3.69,Made,2.0,,,,,,,,,,,,,,,,,
148,PT00M03.30S,2023-12-17T02:05:31.5Z,1,REGULAR,3pt,Jump Shot,[],101108,24.26084099868594,86.51960784313727,1610612744,30,25,2023-12-17T02:07:44Z,1480000,False,-183.0,176.0,1,left,MISS C. Paul 25' pullup 3PT - blocked,"[101108, 1629651]",1610612744.0,GSW,pullup,,,Paul,C. Paul,,,,,Above the Break 3,24+ Left Center,25.33,Missed,,,,,,,,,,Claxton,1629651.0,,,,,,,
152,PT00M03.30S,2023-12-17T02:05:31.5Z,1,REGULAR,block,,[],1629651,,,1610612744,30,25,2023-12-17T02:07:43Z,1485000,False,,,0,,N. Claxton BLOCK (2 BLK),[1629651],1610612751.0,BKN,,,,Claxton,N. Claxton,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,,,,,,,,,
149,PT00M01.70S,2023-12-17T02:05:33.1Z,1,REGULAR,rebound,offensive,[],203967,,,1610612744,30,25,2023-12-17T02:07:44Z,1490000,False,,,0,,D. Saric REBOUND (Off:3 Def:2),[203967],1610612744.0,GSW,,,,Saric,D. Saric,,,,,Above the Break 3,24+ Left Center,,,,,148.0,5.0,2.0,3.0,,,,,,,,,,,,
150,PT00M01.00S,2023-12-17T02:05:35.4Z,1,REGULAR,2pt,Layup,"['2ndchance', 'pointsinthepaint']",203967,5.590000152587891,50.0,1610612744,32,25,2023-12-17T02:08:24Z,1500000,False,0.0,0.0,1,left,D. Saric putback Layup (10 PTS),[203967],1610612744.0,GSW,putback,,,Saric,D. Saric,,,,,Restricted Area,0-8 Center,0.0,Made,10.0,,,,,,,,,,,,,,,,,
151,PT00M00.00S,2023-12-17T02:05:42.0Z,1,REGULAR,period,end,[],0,,,1610612751,32,25,2023-12-17T02:05:42Z,1510000,False,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
153,PT12M00.00S,2023-12-17T02:07:46.6Z,2,REGULAR,substitution,out,['startperiod'],1630541,,,1610612751,32,25,2023-12-17T02:08:19Z,1520000,False,,,0,,SUB out: M. Moody,[1630541],1610612744.0,GSW,,,,Moody,M. Moody,,,,,,,,,,,,,,,,,,,,,,,,,,
154,PT12M00.00S,2023-12-17T02:07:46.6Z,2,REGULAR,substitution,out,['startperiod'],1628969,,,1610612751,32,25,2023-12-17T02:08:19Z,1530000,False,,,0,,SUB out: M. Bridges,[1628969],1610612751.0,BKN,,,,Bridges,M. Bridges,,,,,,,,,,,,,,,,,,,,,,,,,,
155,PT12M00.00S,2023-12-17T02:07:46.6Z,2,REGULAR,substitution,out,['startperiod'],1629651,,,1610612751,32,25,2023-12-17T02:08:19Z,1540000,False,,,0,,SUB out: N. Claxton,[1629651],1610612751.0,BKN,,,,Claxton,N. Claxton,,,,,,,,,,,,,,,,,,,,,,,,,,
156,PT12M00.00S,2023-12-17T02:07:46.6Z,2,REGULAR,substitution,in,['startperiod'],202691,,,1610612751,32,25,2023-12-17T02:08:19Z,1550000,False,,,0,,SUB in: K. Thompson,[202691],1610612744.0,GSW,,,,Thompson,K. Thompson,,,,,,,,,,,,,,,,,,,,,,,,,,
157,PT12M00.00S,2023-12-17T02:07:46.6Z,2,REGULAR,substitution,in,['startperiod'],1630549,,,1610612751,32,25,2023-12-17T02:08:19Z,1560000,False,,,0,,SUB in: D. Sharpe,[1630549],1610612751.0,BKN,,,,Sharpe,D. Sharpe,,,,,,,,,,,,,,,,,,,,,,,,,,
158,PT12M00.00S,2023-12-17T02:07:46.6Z,2,REGULAR,substitution,in,['startperiod'],1630560,,,1610612751,32,25,2023-12-17T02:08:19Z,1570000,False,,,0,,SUB in: C. Thomas,[1630560],1610612751.0,BKN,,,,Thomas,C. Thomas,,,,,,,,,,,,,,,,,,,,,,,,,,
159,PT12M00.00S,2023-12-17T02:08:39.6Z,2,REGULAR,period,start,[],0,,,1610612751,32,25,2023-12-17T02:08:39Z,1580000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
160,PT11M49.00S,2023-12-17T02:08:50.4Z,2,REGULAR,turnover,bad pass,[],1626220,,,1610612751,32,25,2023-12-17T02:08:52Z,1590000,False,,,0,,R. O'Neale bad pass TURNOVER (2 TO),"[1626220, 1641764]",1610612751.0,BKN,,,,O'Neale,R. O'Neale,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,,,,,,,2.0,Podziemski,1641764.0
161,PT11M49.00S,2023-12-17T02:08:50.4Z,2,REGULAR,steal,,[],1641764,,,1610612744,32,25,2023-12-17T02:08:51Z,1600000,False,,,0,,B. Podziemski STEAL (1 STL),[1641764],1610612744.0,GSW,,,,Podziemski,B. Podziemski,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,,,,,,,,,
162,PT11M43.00S,2023-12-17T02:08:55.3Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",202691,7.835085413929041,42.64705882352941,1610612744,34,25,2023-12-17T02:09:01Z,1610000,False,37.0,21.0,1,left,K. Thompson running finger roll Layup (6 PTS) (B. Podziemski 1 AST),"[202691, 1641764]",1610612744.0,GSW,running finger roll,,,Thompson,K. Thompson,,,,,Restricted Area,0-8 Center,4.24,Made,6.0,,,,,,B. Podziemski,1641764.0,1.0,,,,,,,,,
165,PT11M28.00S,2023-12-17T02:09:25.6Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1626220,92.32917214191852,44.36274509803921,1610612751,34,27,2023-12-17T02:09:29Z,1640000,False,-28.0,20.0,1,right,R. O'Neale Layup (2 PTS) (D. Sharpe 1 AST),"[1626220, 1630549]",1610612751.0,BKN,,,,O'Neale,R. O'Neale,,,,,Restricted Area,0-8 Center,3.43,Made,2.0,,,,,,D. Sharpe,1630549.0,1.0,,,,,,,,,
