actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,turnoverTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId
2,PT12M00.00S,2024-01-03T03:10:29.6Z,1,REGULAR,period,start,[],0,,,0,0,0,2024-01-03T03:10:29Z,20000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,PT11M53.00S,2024-01-03T03:11:00.2Z,1,REGULAR,jumpball,recovered,[],1630532,,,1610612753,0,0,2024-01-03T03:11:00Z,40000,False,,,0,,Jump Ball G. Bitadze vs. T. Jackson-Davis: Tip to F. Wagner,"[1630532, 1629048, 1631218]",1610612753.0,ORL,startperiod,F. Wagner,1630532.0,Wagner,F. Wagner,Bitadze,1629048.0,Jackson-Davis,1631218.0,,,,,,,,,,,,,,,,,,,,,,
7,PT11M40.00S,2024-01-03T03:11:12.4Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630532,12.697109067017081,48.28431372549019,1610612753,0,0,2024-01-03T03:11:53Z,70000,False,9.0,67.0,1,left,MISS F. Wagner 6' floating Shot,[1630532],1610612753.0,ORL,floating,,,Wagner,F. Wagner,,,,,In The Paint (Non-RA),0-8 Center,6.75,Missed,,,,,,,,,,,,,,,,,,
8,PT11M37.00S,2024-01-03T03:11:15.4Z,1,REGULAR,rebound,offensive,[],1630532,,,1610612753,0,0,2024-01-03T03:11:22Z,80000,False,,,0,,F. Wagner REBOUND (Off:1 Def:0),[1630532],1610612753.0,ORL,,,,Wagner,F. Wagner,,,,,In The Paint (Non-RA),0-8 Center,,,7.0,1.0,0.0,1.0,,,,,,,,,,,,,,
9,PT11M34.00S,2024-01-03T03:11:19.3Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1630532,5.732588699080158,45.83333333333333,1610612753,0,2,2024-01-03T03:11:25Z,90000,False,21.0,1.0,1,left,F. Wagner driving finger roll Layup (2 PTS),[1630532],1610612753.0,ORL,driving finger roll,,,Wagner,F. Wagner,,,,,Restricted Area,0-8 Center,2.08,Made,,,,,2.0,,,,,,,,,,,,,
10,PT11M16.00S,2024-01-03T03:11:37.2Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1631218,92.06636005256242,47.05882352941176,1610612744,2,2,2024-01-03T03:11:40Z,100000,False,-15.0,22.0,1,right,T. Jackson-Davis cutting Layup (2 PTS) (K. Thompson 1 AST),"[1631218, 202691]",1610612744.0,GSW,cutting,,,Jackson-Davis,T. Jackson-Davis,,,,,Restricted Area,0-8 Center,2.65,Made,,,,,2.0,K. Thompson,202691.0,1.0,,,,,,,,,,
12,PT10M55.00S,2024-01-03T03:11:58.0Z,1,REGULAR,3pt,Jump Shot,[],1630532,33.327858081471746,23.52941176470588,1610612753,2,5,2024-01-03T03:12:02Z,120000,False,132.0,261.0,1,left,F. Wagner 29' 3PT pullup (5 PTS),[1630532],1610612753.0,ORL,pullup,,,Wagner,F. Wagner,,,,,Above the Break 3,24+ Right Center,29.25,Made,,,,,5.0,,,,,,,,,,,,,
13,PT10M41.00S,2024-01-03T03:12:11.5Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630228,91.67214191852825,35.78431372549019,1610612744,2,5,2024-01-03T03:12:16Z,130000,False,-71.0,26.0,1,right,MISS J. Kuminga 7' driving floating Shot,[1630228],1610612744.0,GSW,driving floating,,,Kuminga,J. Kuminga,,,,,In The Paint (Non-RA),0-8 Center,7.56,Missed,,,,,,,,,,,,,,,,,,
14,PT10M38.00S,2024-01-03T03:12:14.5Z,1,REGULAR,rebound,defensive,[],1629048,,,1610612753,2,5,2024-01-03T03:12:16Z,140000,False,,,0,,G. Bitadze REBOUND (Off:0 Def:1),[1629048],1610612753.0,ORL,,,,Bitadze,G. Bitadze,,,,,In The Paint (Non-RA),0-8 Center,,,13.0,1.0,1.0,0.0,,,,,,,,,,,,,,
15,PT10M35.00S,2024-01-03T03:12:18.6Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],1630591,8.229303547963205,0.24509803921568626,1610612753,2,8,2024-01-03T03:13:30Z,150000,False,249.0,25.0,1,left,J. Suggs 25' 3PT running (3 PTS) (P. Banchero 1 AST),"[1630591, 1631094]",1610612753.0,ORL,running,,,Suggs,J. Suggs,,,,,Right Corner 3,24+ Right,25.0,Made,,,,,3.0,P. Banchero,1631094.0,1.0,,,,,,,,,,
17,PT10M23.00S,2024-01-03T03:12:30.3Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],201939,88.78120893561103,63.23529411764706,1610612744,2,8,2024-01-03T03:13:53Z,170000,False,66.0,53.0,1,right,MISS S. Curry 8' driving floating bank Shot,[201939],1610612744.0,GSW,driving floating bank,,,Curry,S. Curry,,,,,In The Paint (Non-RA),8-16 Right,8.48,Missed,,,,,,,,,,,,,,,,,,
18,PT10M20.00S,2024-01-03T03:12:33.3Z,1,REGULAR,rebound,defensive,[],1631094,,,1610612753,2,8,2024-01-03T03:12:36Z,180000,False,,,0,,P. Banchero REBOUND (Off:0 Def:1),[1631094],1610612753.0,ORL,,,,Banchero,P. Banchero,,,,,In The Paint (Non-RA),8-16 Right,,,17.0,1.0,1.0,0.0,,,,,,,,,,,,,,
19,PT10M19.00S,2024-01-03T03:12:36.5Z,1,REGULAR,turnover,out-of-bounds,[],1631094,,,1610612753,2,8,2024-01-03T03:12:45Z,190000,False,,,0,,P. Banchero bad pass out-of-bounds TURNOVER (1 TO),[1631094],1610612753.0,ORL,bad pass,,,Banchero,P. Banchero,,,,,Restricted Area,0-8 Center,,,,,,,,,,,1201.0,1.0,,,,,,,,
20,PT10M07.00S,2024-01-03T03:12:54.8Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],201939,70.64717477003943,21.813725490196077,1610612744,2,8,2024-01-03T03:12:59Z,200000,False,-141.0,223.0,1,right,MISS S. Curry 26' 3PT,[201939],1610612744.0,GSW,,,,Curry,S. Curry,,,,,Above the Break 3,24+ Left Center,26.41,Missed,,,,,,,,,,,,,,,,,,
21,PT10M03.00S,2024-01-03T03:12:58.8Z,1,REGULAR,rebound,defensive,[],1631094,,,1610612753,2,8,2024-01-03T03:12:59Z,210000,False,,,0,,P. Banchero REBOUND (Off:0 Def:2),[1631094],1610612753.0,ORL,,,,Banchero,P. Banchero,,,,,Above the Break 3,24+ Left Center,,,20.0,2.0,2.0,0.0,,,,,,,,,,,,,,
22,PT09M59.00S,2024-01-03T03:13:04.1Z,1,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint']",1631094,6.783837056504599,48.28431372549019,1610612753,2,10,2024-01-03T03:14:40Z,220000,False,9.0,11.0,1,left,P. Banchero running reverse Layup (2 PTS),[1631094],1610612753.0,ORL,running reverse,,,Banchero,P. Banchero,,,,,Restricted Area,0-8 Center,1.42,Made,,,,,2.0,,,,,,,,,,,,,
