actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,turnoverTotal,stealPlayerName,stealPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId
2,PT12M00.00S,2023-11-12T01:41:14.6Z,1,REGULAR,period,start,[],0,,,0,0,0,2023-11-12T01:41:14Z,20000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,PT11M58.00S,2023-11-12T01:41:16.2Z,1,REGULAR,jumpball,recovered,[],1630596,,,1610612739,0,0,2023-11-12T01:41:16Z,40000,False,,,0,,Jump Ball J. Allen vs. K. Looney: Tip to E. Mobley,"[1630596, 1628386, 1626172]",1610612739.0,CLE,startperiod,E. Mobley,1630596.0,Mobley,E. Mobley,Allen,1628386.0,Looney,1626172.0,,,,,,,,,,,,,,,,,,,,,,
7,PT11M47.00S,2023-11-12T01:41:26.7Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1629622,6.783837056504599,37.99019607843137,1610612739,0,2,2023-11-12T01:41:30Z,70000,False,60.0,11.0,1,left,M. Strus 6' driving Layup (2 PTS) (E. Mobley 1 AST),"[1629622, 1630596]",1610612739.0,CLE,driving,,,Strus,M. Strus,,,,,In The Paint (Non-RA),0-8 Center,6.11,Made,2.0,E. Mobley,1630596.0,1.0,,,,,,,,,,,,,,
9,PT11M22.00S,2023-11-12T01:41:51.1Z,1,REGULAR,2pt,Jump Shot,[],202691,86.41590013140605,20.588235294117645,1610612744,0,2,2023-11-12T01:41:54Z,90000,False,-147.0,75.0,1,right,MISS K. Thompson 16' step back Shot,[202691],1610612744.0,GSW,step back,,,Thompson,K. Thompson,,,,,Mid-Range,16-24 Left,16.52,Missed,,,,,,,,,,,,,,,,,,
10,PT11M17.00S,2023-11-12T01:41:56.1Z,1,REGULAR,rebound,offensive,[],203952,,,1610612744,0,2,2023-11-12T01:49:23Z,100000,False,,,0,,A. Wiggins REBOUND (Off:1 Def:0),[203952],1610612744.0,GSW,,,,Wiggins,A. Wiggins,,,,,Mid-Range,16-24 Left,,,,,,,9.0,1.0,0.0,1.0,,,,,,,,,,
50,PT11M17.00S,2023-11-12T01:41:56.9Z,1,REGULAR,turnover,bad pass,[],203952,,,1610612744,0,2,2023-11-12T01:50:02Z,105000,False,,,0,,A. Wiggins bad pass TURNOVER (1 TO),"[203952, 1629636]",1610612744.0,GSW,,,,Wiggins,A. Wiggins,,,,,Mid-Range,16-24 Left,,,,,,,,,,,1.0,Garland,1629636.0,,,,,,,
51,PT11M17.00S,2023-11-12T01:41:56.9Z,1,REGULAR,steal,,[],1629636,,,1610612739,0,2,2023-11-12T01:51:29Z,107500,False,,,0,,D. Garland STEAL (1 STL),[1629636],1610612739.0,CLE,,,,Garland,D. Garland,,,,,Mid-Range,16-24 Left,,,,,,,,,,,,,,,,,,,,
11,PT11M14.00S,2023-11-12T01:42:02.8Z,1,REGULAR,foul,personal,['2freethrow'],1626172,,,1610612739,0,2,2023-11-12T01:42:14Z,110000,False,,,0,,K. Looney shooting personal FOUL (1 PF) (Allen 2 FT),"[1626172, 1628386]",1610612744.0,GSW,shooting,,,Looney,K. Looney,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,201638.0,1.0,0.0,Allen,1628386.0,,
13,PT11M14.00S,2023-11-12T01:42:28.3Z,1,REGULAR,freethrow,1 of 2,"['fastbreak', 'fromturnover']",1628386,,,1610612739,0,3,2023-11-12T01:49:52Z,130000,False,,,0,,J. Allen Free Throw 1 of 2 (1 PTS),[1628386],1610612739.0,CLE,,,,Allen,J. Allen,,,,,,,,Made,1.0,,,,,,,,,,,,,,,,,
14,PT11M14.00S,2023-11-12T01:42:41.3Z,1,REGULAR,freethrow,2 of 2,"['fastbreak', 'fromturnover']",1628386,,,1610612739,0,3,2023-11-12T01:49:52Z,140000,False,,,0,,MISS J. Allen Free Throw 2 of 2,[1628386],1610612739.0,CLE,,,,Allen,J. Allen,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
