actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,turnoverTotal,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId
89,PT05M12.00S,2024-03-10T01:54:04.8Z,1,REGULAR,substitution,out,[],1631110,,,1610612744,17,17,2024-03-10T01:54:09Z,890000,False,,,0,,SUB out: J. Sochan,[1631110],1610612759.0,SAS,,,,Sochan,J. Sochan,,,,,,,,,,,,,,,,,,,,,,,,,,
90,PT05M12.00S,2024-03-10T01:54:04.8Z,1,REGULAR,substitution,in,[],1631218,,,1610612744,17,17,2024-03-10T01:54:09Z,900000,False,,,0,,SUB in: T. Jackson-Davis,[1631218],1610612744.0,GSW,,,,Jackson-Davis,T. Jackson-Davis,,,,,,,,,,,,,,,,,,,,,,,,,,
91,PT05M12.00S,2024-03-10T01:54:04.8Z,1,REGULAR,substitution,in,[],1628984,,,1610612744,17,17,2024-03-10T01:54:09Z,910000,False,,,0,,SUB in: D. Graham,[1628984],1610612759.0,SAS,,,,Graham,D. Graham,,,,,,,,,,,,,,,,,,,,,,,,,,
92,PT05M12.00S,2024-03-10T01:54:35.2Z,1,REGULAR,freethrow,2 of 2,[],202691,,,1610612744,18,17,2024-03-10T01:54:35Z,920000,False,,,0,,K. Thompson Free Throw 2 of 2 (5 PTS),[202691],1610612744.0,GSW,,,,Thompson,K. Thompson,,,,,,,,Made,5.0,,,,,,,,,,,,,,,,,
93,PT04M58.00S,2024-03-10T01:54:49.9Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],1631230,92.59198423127464,56.127450980392155,1610612759,18,19,2024-03-10T01:54:55Z,930000,False,31.0,17.0,1,right,D. Barlow DUNK (2 PTS) (B. Wesley 2 AST),"[1631230, 1631104]",1610612759.0,SAS,,,,Barlow,D. Barlow,,,,,Restricted Area,0-8 Center,3.51,Made,2.0,B. Wesley,1631104.0,2.0,,,,,,,,,,,,,,
95,PT04M42.00S,2024-03-10T01:55:06.1Z,1,REGULAR,3pt,Jump Shot,[],202691,12.171484888304862,4.166666666666666,1610612744,18,19,2024-03-10T01:55:12Z,950000,False,229.0,62.0,1,left,MISS K. Thompson 3PT,[202691],1610612744.0,GSW,,,,Thompson,K. Thompson,,,,,Right Corner 3,24+ Right,23.74,Missed,,,,,,,,,,,,,,,,,,
96,PT04M40.00S,2024-03-10T01:55:08.1Z,1,REGULAR,rebound,defensive,[],1631104,,,1610612759,18,19,2024-03-10T01:55:12Z,960000,False,,,0,,B. Wesley REBOUND (Off:0 Def:1),[1631104],1610612759.0,SAS,,,,Wesley,B. Wesley,,,,,Right Corner 3,24+ Right,,,,,,,95.0,1.0,1.0,0.0,,,,,,,,,,
97,PT04M31.00S,2024-03-10T01:55:18.1Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1629640,92.59198423127464,41.42156862745098,1610612759,18,19,2024-03-10T01:55:26Z,970000,False,-43.0,17.0,1,right,MISS K. Johnson driving Layup,[1629640],1610612759.0,SAS,driving,,,Johnson,K. Johnson,,,,,In The Paint (Non-RA),0-8 Center,4.62,Missed,,,,,,,,,,,,,,,,,,
98,PT04M28.00S,2024-03-10T01:55:21.1Z,1,REGULAR,rebound,offensive,[],1629640,,,1610612759,18,19,2024-03-10T01:55:31Z,980000,False,,,0,,K. Johnson REBOUND (Off:1 Def:0),[1629640],1610612759.0,SAS,,,,Johnson,K. Johnson,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,97.0,1.0,0.0,1.0,,,,,,,,,,
99,PT04M27.00S,2024-03-10T01:55:25.3Z,1,REGULAR,2pt,Layup,"['2ndchance', 'pointsinthepaint']",1629640,94.40999984741211,50.0,1610612759,18,21,2024-03-10T01:55:39Z,990000,False,0.0,0.0,1,right,K. Johnson putback Layup (5 PTS),[1629640],1610612759.0,SAS,putback,,,Johnson,K. Johnson,,,,,Restricted Area,0-8 Center,0.0,Made,5.0,,,,,,,,,,,,,,,,,
100,PT04M15.00S,2024-03-10T01:55:33.4Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],1631218,5.995400788436268,52.450980392156865,1610612744,20,21,2024-03-10T01:55:37Z,1000000,False,-12.0,4.0,1,left,T. Jackson-Davis alley-oop DUNK (4 PTS) (B. Podziemski 2 AST),"[1631218, 1641764]",1610612744.0,GSW,alley-oop,,,Jackson-Davis,T. Jackson-Davis,,,,,Restricted Area,0-8 Center,1.29,Made,4.0,B. Podziemski,1641764.0,2.0,,,,,,,,,,,,,,
102,PT03M53.00S,2024-03-10T01:55:55.2Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1631230,91.67214191852825,56.372549019607845,1610612759,20,23,2024-03-10T01:55:58Z,1020000,False,32.0,26.0,1,right,D. Barlow Layup (4 PTS) (B. Wesley 3 AST),"[1631230, 1631104]",1610612759.0,SAS,,,,Barlow,D. Barlow,,,,,Restricted Area,0-8 Center,4.1,Made,4.0,B. Wesley,1631104.0,3.0,,,,,,,,,,,,,,
104,PT03M45.00S,2024-03-10T01:56:03.9Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630541,11.908672798948752,47.30392156862745,1610612744,20,23,2024-03-10T01:57:08Z,1040000,False,13.0,59.0,1,left,MISS M. Moody 6' fadeaway Shot,[1630541],1610612744.0,GSW,fadeaway,,,Moody,M. Moody,,,,,In The Paint (Non-RA),0-8 Center,6.09,Missed,,,,,,,,,,,,,,,,,,
105,PT03M43.00S,2024-03-10T01:56:05.9Z,1,REGULAR,rebound,defensive,[],1630577,,,1610612759,20,23,2024-03-10T01:56:08Z,1050000,False,,,0,,J. Champagnie REBOUND (Off:1 Def:3),[1630577],1610612759.0,SAS,,,,Champagnie,J. Champagnie,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,104.0,4.0,3.0,1.0,,,,,,,,,,
106,PT03M38.00S,2024-03-10T01:56:10.7Z,1,REGULAR,3pt,Jump Shot,[],1630577,69.85873850197109,18.872549019607842,1610612759,20,23,2024-03-10T01:58:10Z,1060000,False,-156.0,231.0,1,right,MISS J. Champagnie 27' 3PT,[1630577],1610612759.0,SAS,,,,Champagnie,J. Champagnie,,,,,Above the Break 3,24+ Left Center,27.84,Missed,,,,,,,,,,,,,,,,,,
107,PT03M35.00S,2024-03-10T01:56:13.7Z,1,REGULAR,rebound,defensive,[],203952,,,1610612744,20,23,2024-03-10T01:56:17Z,1070000,False,,,0,,A. Wiggins REBOUND (Off:0 Def:1),[203952],1610612744.0,GSW,,,,Wiggins,A. Wiggins,,,,,Above the Break 3,24+ Left Center,,,,,,,106.0,1.0,1.0,0.0,,,,,,,,,,
108,PT03M33.00S,2024-03-10T01:56:21.8Z,1,REGULAR,foul,personal,['2freethrow'],1628984,,,1610612744,20,23,2024-03-10T01:56:29Z,1080000,False,,,0,,D. Graham shooting personal FOUL (1 PF) (Podziemski 2 FT),"[1628984, 1641764]",1610612759.0,SAS,shooting,,,Graham,D. Graham,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,203593.0,,,,,,1.0,0.0,Podziemski,1641764.0
111,PT03M33.00S,2024-03-10T01:57:32.9Z,1,REGULAR,substitution,out,[],1630577,,,1610612744,20,23,2024-03-10T01:57:38Z,1110000,False,,,0,,SUB out: J. Champagnie,[1630577],1610612759.0,SAS,,,,Champagnie,J. Champagnie,,,,,,,,,,,,,,,,,,,,,,,,,,
112,PT03M33.00S,2024-03-10T01:57:32.9Z,1,REGULAR,substitution,in,[],1630572,,,1610612744,20,23,2024-03-10T01:57:38Z,1120000,False,,,0,,SUB in: S. Mamukelashvili,[1630572],1610612759.0,SAS,,,,Mamukelashvili,S. Mamukelashvili,,,,,,,,,,,,,,,,,,,,,,,,,,
113,PT03M33.00S,2024-03-10T01:57:50.4Z,1,REGULAR,freethrow,1 of 2,[],1641764,,,1610612744,20,23,2024-03-10T01:57:50Z,1130000,False,,,0,,MISS B. Podziemski Free Throw 1 of 2,[1641764],1610612744.0,GSW,,,,Podziemski,B. Podziemski,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
114,PT03M33.00S,2024-03-10T01:57:50.4Z,1,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612744,20,23,2024-03-10T01:57:50Z,1140000,False,,,0,,TEAM offensive REBOUND,[],1610612744.0,GSW,,,,,,,,,,,,,,,,,,113.0,,,,,,,,,,,,,
115,PT03M33.00S,2024-03-10T01:58:10.6Z,1,REGULAR,freethrow,2 of 2,[],1641764,,,1610612744,21,23,2024-03-10T01:58:10Z,1150000,False,,,0,,B. Podziemski Free Throw 2 of 2 (3 PTS),[1641764],1610612744.0,GSW,,,,Podziemski,B. Podziemski,,,,,,,,Made,3.0,,,,,,,,,,,,,,,,,
116,PT03M12.00S,2024-03-10T01:58:32.9Z,1,REGULAR,3pt,Jump Shot,[],1631230,93.64323258869908,96.32352941176471,1610612759,21,23,2024-03-10T01:58:38Z,1160000,False,232.0,7.0,1,right,MISS D. Barlow 3PT,[1631230],1610612759.0,SAS,,,,Barlow,D. Barlow,,,,,Right Corner 3,24+ Right,23.17,Missed,,,,,,,,,,,,,,,,,,
117,PT03M10.00S,2024-03-10T01:58:34.9Z,1,REGULAR,rebound,defensive,[],203952,,,1610612744,21,23,2024-03-10T01:58:38Z,1170000,False,,,0,,A. Wiggins REBOUND (Off:0 Def:2),[203952],1610612744.0,GSW,,,,Wiggins,A. Wiggins,,,,,Right Corner 3,24+ Right,,,,,,,116.0,2.0,2.0,0.0,,,,,,,,,,
118,PT02M57.00S,2024-03-10T01:58:48.8Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203952,12.040078843626807,38.72549019607843,1610612744,21,23,2024-03-10T01:58:55Z,1180000,False,56.0,61.0,1,left,MISS A. Wiggins 8' Jump Shot - blocked,"[203952, 1631104]",1610612744.0,GSW,,,,Wiggins,A. Wiggins,,,,,In The Paint (Non-RA),8-16 Right,8.29,Missed,,,,,,,,,,,,,Wesley,1631104.0,,,,
119,PT02M57.00S,2024-03-10T01:58:48.8Z,1,REGULAR,block,,[],1631104,,,1610612744,21,23,2024-03-10T01:58:51Z,1190000,False,,,0,,B. Wesley BLOCK (1 BLK),[1631104],1610612759.0,SAS,,,,Wesley,B. Wesley,,,,,In The Paint (Non-RA),8-16 Right,,,,,,,,,,,,,,,,,,,,
120,PT02M53.00S,2024-03-10T01:58:52.8Z,1,REGULAR,rebound,defensive,[],1628984,,,1610612759,21,23,2024-03-10T01:59:31Z,1200000,False,,,0,,D. Graham REBOUND (Off:0 Def:1),[1628984],1610612759.0,SAS,,,,Graham,D. Graham,,,,,In The Paint (Non-RA),8-16 Right,,,,,,,118.0,1.0,1.0,0.0,,,,,,,,,,
121,PT02M43.00S,2024-03-10T01:59:02.1Z,1,REGULAR,2pt,Jump Shot,[],1631104,75.90341655716163,21.07843137254902,1610612759,21,23,2024-03-10T01:59:13Z,1210000,False,-145.0,174.0,1,right,MISS B. Wesley 22' Jump Shot,[1631104],1610612759.0,SAS,,,,Wesley,B. Wesley,,,,,Mid-Range,16-24 Left Center,22.62,Missed,,,,,,,,,,,,,,,,,,
122,PT02M43.00S,2024-03-10T01:59:11.1Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612759,21,23,2024-03-10T01:59:11Z,1220000,False,,,0,,TEAM offensive REBOUND,[],1610612759.0,SAS,,,,,,,,,,Mid-Range,16-24 Left Center,,,,,,,121.0,,,,,,,,,,,,,
123,PT02M43.00S,2024-03-10T01:59:11.7Z,1,REGULAR,foul,personal,[],1630541,,,1610612759,21,23,2024-03-10T01:59:19Z,1230000,False,,,0,,M. Moody loose ball personal FOUL (1 PF),"[1630541, 1630572]",1610612744.0,GSW,loose ball,,,Moody,M. Moody,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,1628480.0,,,,,,1.0,0.0,Mamukelashvili,1630572.0
125,PT02M43.00S,2024-03-10T01:59:18.3Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612759,21,23,2024-03-10T01:59:18Z,1250000,False,,,0,,SAS Timeout,[],1610612759.0,SAS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
126,PT02M43.00S,2024-03-10T02:01:40.5Z,1,REGULAR,substitution,out,[],1641764,,,1610612759,21,23,2024-03-10T02:02:02Z,1260000,False,,,0,,SUB out: B. Podziemski,[1641764],1610612744.0,GSW,,,,Podziemski,B. Podziemski,,,,,,,,,,,,,,,,,,,,,,,,,,
127,PT02M43.00S,2024-03-10T02:01:40.5Z,1,REGULAR,substitution,in,[],101108,,,1610612759,21,23,2024-03-10T02:02:02Z,1270000,False,,,0,,SUB in: C. Paul,[101108],1610612744.0,GSW,,,,Paul,C. Paul,,,,,,,,,,,,,,,,,,,,,,,,,,
128,PT02M34.00S,2024-03-10T02:02:25.8Z,1,REGULAR,2pt,Jump Shot,['2ndchance'],1630572,86.94152431011827,77.94117647058823,1610612759,21,23,2024-03-10T02:02:30Z,1280000,False,140.0,70.0,1,right,MISS S. Mamukelashvili 15' pullup Shot,[1630572],1610612759.0,SAS,pullup,,,Mamukelashvili,S. Mamukelashvili,,,,,Mid-Range,8-16 Right,15.63,Missed,,,,,,,,,,,,,,,,,,
129,PT02M32.00S,2024-03-10T02:02:27.8Z,1,REGULAR,rebound,defensive,[],203952,,,1610612744,21,23,2024-03-10T02:02:30Z,1290000,False,,,0,,A. Wiggins REBOUND (Off:0 Def:3),[203952],1610612744.0,GSW,,,,Wiggins,A. Wiggins,,,,,Mid-Range,8-16 Right,,,,,,,128.0,3.0,3.0,0.0,,,,,,,,,,
130,PT02M18.00S,2024-03-10T02:02:41.9Z,1,REGULAR,turnover,bad pass,[],202691,,,1610612744,21,23,2024-03-10T02:02:47Z,1300000,False,,,0,,K. Thompson bad pass TURNOVER (1 TO),"[202691, 1628984]",1610612744.0,GSW,,,,Thompson,K. Thompson,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,1.0,Graham,1628984.0,,,,,,
131,PT02M18.00S,2024-03-10T02:02:41.9Z,1,REGULAR,steal,,[],1628984,,,1610612759,21,23,2024-03-10T02:02:43Z,1310000,False,,,0,,D. Graham STEAL (1 STL),[1628984],1610612759.0,SAS,,,,Graham,D. Graham,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,,,,,,,
132,PT02M13.00S,2024-03-10T02:02:48.9Z,1,REGULAR,foul,personal,[],101108,,,1610612759,21,23,2024-03-10T02:04:44Z,1320000,False,,,0,,C. Paul personal FOUL (1 PF),"[101108, 1631104]",1610612744.0,GSW,,,,Paul,C. Paul,,,,,Mid-Range,8-16 Left,,,,,,,,,,,2882.0,,,,,,1.0,0.0,Wesley,1631104.0
134,PT02M05.00S,2024-03-10T02:03:14.4Z,1,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",1629640,89.83245729303549,64.70588235294117,1610612759,21,23,2024-03-10T02:06:50Z,1340000,False,74.0,43.0,1,right,MISS K. Johnson 8' pullup Shot - blocked,"[1629640, 1630541]",1610612759.0,SAS,pullup,,,Johnson,K. Johnson,,,,,In The Paint (Non-RA),8-16 Right,8.52,Missed,,,,,,,,,,,,,Moody,1630541.0,,,,
135,PT02M05.00S,2024-03-10T02:03:14.4Z,1,REGULAR,block,,[],1630541,,,1610612759,21,23,2024-03-10T02:03:16Z,1350000,False,,,0,,M. Moody BLOCK (1 BLK),[1630541],1610612744.0,GSW,,,,Moody,M. Moody,,,,,In The Paint (Non-RA),8-16 Right,,,,,,,,,,,,,,,,,,,,
136,PT02M04.00S,2024-03-10T02:03:15.4Z,1,REGULAR,rebound,defensive,[],101108,,,1610612744,21,23,2024-03-10T02:06:50Z,1360000,False,,,0,,C. Paul REBOUND (Off:0 Def:1),[101108],1610612744.0,GSW,,,,Paul,C. Paul,,,,,In The Paint (Non-RA),8-16 Right,,,,,,,134.0,1.0,1.0,0.0,,,,,,,,,,
137,PT02M01.00S,2024-03-10T02:03:22.1Z,1,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint']",1630541,9.017739816031538,46.81372549019608,1610612744,21,23,2024-03-10T02:08:31Z,1370000,False,16.0,32.0,1,left,MISS M. Moody running Layup - blocked,"[1630541, 1631104]",1610612744.0,GSW,running,,,Moody,M. Moody,,,,,Restricted Area,0-8 Center,3.6,Missed,,,,,,,,,,,,,Wesley,1631104.0,,,,
138,PT02M01.00S,2024-03-10T02:03:22.1Z,1,REGULAR,block,,[],1631104,,,1610612744,21,23,2024-03-10T02:03:25Z,1380000,False,,,0,,B. Wesley BLOCK (2 BLK),[1631104],1610612759.0,SAS,,,,Wesley,B. Wesley,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
139,PT02M00.00S,2024-03-10T02:03:23.1Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612744,21,23,2024-03-10T02:08:31Z,1390000,False,,,0,,TEAM offensive REBOUND,[],1610612744.0,GSW,,,,,,,,,,Restricted Area,0-8 Center,,,,,,,137.0,,,,,,,,,,,,,
141,PT01M55.00S,2024-03-10T02:03:38.6Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",203952,9.149145860709593,46.568627450980394,1610612744,23,23,2024-03-10T02:03:42Z,1410000,False,17.0,34.0,1,left,A. Wiggins Layup (2 PTS) (C. Paul 1 AST),"[203952, 101108]",1610612744.0,GSW,,,,Wiggins,A. Wiggins,,,,,Restricted Area,0-8 Center,3.77,Made,2.0,C. Paul,101108.0,1.0,,,,,,,,,,,,,,
143,PT01M44.00S,2024-03-10T02:03:49.9Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1628984,90.62089356110381,46.81372549019608,1610612759,23,25,2024-03-10T02:03:53Z,1430000,False,-16.0,36.0,1,right,D. Graham driving Layup (2 PTS),[1628984],1610612759.0,SAS,driving,,,Graham,D. Graham,,,,,Restricted Area,0-8 Center,3.91,Made,2.0,,,,,,,,,,,,,,,,,
144,PT01M34.00S,2024-03-10T02:04:02.3Z,1,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1631230,,,1610612744,23,25,2024-03-10T02:04:10Z,1440000,False,,,0,,D. Barlow shooting personal FOUL (1 PF) (Jackson-Davis 2 FT),"[1631230, 1631218]",1610612759.0,SAS,shooting,,,Barlow,D. Barlow,,,,,Restricted Area,0-8 Center,,,,,,,,,,,203593.0,,,,,,1.0,0.0,Jackson-Davis,1631218.0
146,PT01M34.00S,2024-03-10T02:04:38.7Z,1,REGULAR,freethrow,1 of 2,[],1631218,,,1610612744,24,25,2024-03-10T02:04:41Z,1460000,False,,,0,,T. Jackson-Davis Free Throw 1 of 2 (5 PTS),[1631218],1610612744.0,GSW,,,,Jackson-Davis,T. Jackson-Davis,,,,,,,,Made,5.0,,,,,,,,,,,,,,,,,
147,PT01M34.00S,2024-03-10T02:04:38.7Z,1,REGULAR,freethrow,2 of 2,[],1631218,,,1610612744,24,25,2024-03-10T02:04:41Z,1470000,False,,,0,,MISS T. Jackson-Davis Free Throw 2 of 2,[1631218],1610612744.0,GSW,,,,Jackson-Davis,T. Jackson-Davis,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
148,PT01M31.00S,2024-03-10T02:04:41.7Z,1,REGULAR,rebound,defensive,[],1631104,,,1610612759,24,25,2024-03-10T02:04:41Z,1480000,False,,,0,,B. Wesley REBOUND (Off:0 Def:2),[1631104],1610612759.0,SAS,,,,Wesley,B. Wesley,,,,,,,,,,,,,147.0,2.0,2.0,0.0,,,,,,,,,,
149,PT01M24.00S,2024-03-10T02:04:47.5Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1629640,90.62089356110381,56.127450980392155,1610612759,24,27,2024-03-10T02:11:26Z,1490000,False,31.0,36.0,1,right,K. Johnson driving Layup (7 PTS) (D. Barlow 1 AST),"[1629640, 1631230]",1610612759.0,SAS,driving,,,Johnson,K. Johnson,,,,,In The Paint (Non-RA),0-8 Center,4.7,Made,7.0,D. Barlow,1631230.0,1.0,,,,,,,,,,,,,,
150,PT01M11.00S,2024-03-10T02:05:01.5Z,1,REGULAR,3pt,Jump Shot,[],202691,32.670827858081466,44.85294117647059,1610612744,24,27,2024-03-10T02:12:39Z,1500000,False,26.0,255.0,1,left,MISS K. Thompson 25' 3PT,[202691],1610612744.0,GSW,,,,Thompson,K. Thompson,,,,,Above the Break 3,24+ Center,25.59,Missed,,,,,,,,,,,,,,,,,,
151,PT01M09.00S,2024-03-10T02:05:03.5Z,1,REGULAR,rebound,defensive,[],1629640,,,1610612759,24,27,2024-03-10T02:12:39Z,1510000,False,,,0,,K. Johnson REBOUND (Off:1 Def:1),[1629640],1610612759.0,SAS,,,,Johnson,K. Johnson,,,,,Above the Break 3,24+ Center,,,,,,,150.0,2.0,1.0,1.0,,,,,,,,,,
152,PT01M07.00S,2024-03-10T02:05:08.3Z,1,REGULAR,turnover,lost ball,[],1629640,,,1610612759,24,27,2024-03-10T02:12:46Z,1520000,False,,,0,,K. Johnson lost ball TURNOVER (1 TO),"[1629640, 203952]",1610612759.0,SAS,,,,Johnson,K. Johnson,,,,,Mid-Range,8-16 Right,,,,,,,,,,,,1.0,Wiggins,203952.0,,,,,,
153,PT01M07.00S,2024-03-10T02:05:08.3Z,1,REGULAR,steal,,[],203952,,,1610612744,24,27,2024-03-10T02:05:10Z,1530000,False,,,0,,A. Wiggins STEAL (1 STL),[203952],1610612744.0,GSW,,,,Wiggins,A. Wiggins,,,,,Mid-Range,8-16 Right,,,,,,,,,,,,,,,,,,,,
155,PT01M02.00S,2024-03-10T02:05:17.0Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],1630541,27.677398160315374,14.950980392156863,1610612744,24,27,2024-03-10T02:05:25Z,1550000,False,175.0,208.0,1,left,MISS M. Moody 27' 3PT,[1630541],1610612744.0,GSW,,,,Moody,M. Moody,,,,,Above the Break 3,24+ Right Center,27.17,Missed,,,,,,,,,,,,,,,,,,
156,PT01M02.00S,2024-03-10T02:05:20.3Z,1,REGULAR,rebound,offensive,[],1631218,,,1610612744,24,27,2024-03-10T02:05:20Z,1560000,False,,,0,,T. Jackson-Davis REBOUND (Off:1 Def:2),[1631218],1610612744.0,GSW,,,,Jackson-Davis,T. Jackson-Davis,,,,,Above the Break 3,24+ Right Center,,,,,,,155.0,3.0,2.0,1.0,,,,,,,,,,
157,PT01M02.00S,2024-03-10T02:05:20.9Z,1,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1629640,,,1610612744,24,27,2024-03-10T02:05:28Z,1570000,False,,,0,,K. Johnson shooting personal FOUL (1 PF) (Jackson-Davis 2 FT),"[1629640, 1631218]",1610612759.0,SAS,shooting,,,Johnson,K. Johnson,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,2882.0,,,,,,1.0,0.0,Jackson-Davis,1631218.0
159,PT01M02.00S,2024-03-10T02:05:35.3Z,1,REGULAR,freethrow,1 of 2,"['fromturnover', '2ndchance']",1631218,,,1610612744,24,27,2024-03-10T02:05:35Z,1590000,False,,,0,,MISS T. Jackson-Davis Free Throw 1 of 2,[1631218],1610612744.0,GSW,,,,Jackson-Davis,T. Jackson-Davis,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
160,PT01M02.00S,2024-03-10T02:05:35.3Z,1,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612744,24,27,2024-03-10T02:05:35Z,1600000,False,,,0,,TEAM offensive REBOUND,[],1610612744.0,GSW,,,,,,,,,,,,,,,,,,159.0,,,,,,,,,,,,,
161,PT01M02.00S,2024-03-10T02:05:35.3Z,1,REGULAR,freethrow,2 of 2,"['fromturnover', '2ndchance']",1631218,,,1610612744,24,27,2024-03-10T02:05:50Z,1610000,False,,,0,,MISS T. Jackson-Davis Free Throw 2 of 2,[1631218],1610612744.0,GSW,,,,Jackson-Davis,T. Jackson-Davis,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
162,PT01M00.00S,2024-03-10T02:05:37.3Z,1,REGULAR,rebound,defensive,[],1629640,,,1610612759,24,27,2024-03-10T02:05:50Z,1620000,False,,,0,,K. Johnson REBOUND (Off:1 Def:2),[1629640],1610612759.0,SAS,,,,Johnson,K. Johnson,,,,,,,,,,,,,161.0,3.0,2.0,1.0,,,,,,,,,,
163,PT00M46.90S,2024-03-10T02:06:03.4Z,1,REGULAR,3pt,Jump Shot,[],1628984,95.22010512483574,95.34313725490196,1610612759,24,30,2024-03-10T02:06:07Z,1630000,False,227.0,-8.0,1,right,D. Graham 3PT  (5 PTS) (D. Barlow 2 AST),"[1628984, 1631230]",1610612759.0,SAS,,,,Graham,D. Graham,,,,,Right Corner 3,24+ Right,22.68,Made,5.0,D. Barlow,1631230.0,2.0,,,,,,,,,,,,,,
165,PT00M31.80S,2024-03-10T02:06:26.5Z,1,REGULAR,3pt,Jump Shot,[],203952,21.50131406044678,90.19607843137256,1610612744,24,30,2024-03-10T02:06:31Z,1650000,False,-201.0,150.0,1,left,MISS A. Wiggins 25' 3PT,[203952],1610612744.0,GSW,,,,Wiggins,A. Wiggins,,,,,Above the Break 3,24+ Left Center,25.06,Missed,,,,,,,,,,,,,,,,,,
166,PT00M28.00S,2024-03-10T02:06:30.3Z,1,REGULAR,rebound,defensive,[],1629640,,,1610612759,24,30,2024-03-10T02:06:31Z,1660000,False,,,0,,K. Johnson REBOUND (Off:1 Def:3),[1629640],1610612759.0,SAS,,,,Johnson,K. Johnson,,,,,Above the Break 3,24+ Left Center,,,,,,,165.0,4.0,3.0,1.0,,,,,,,,,,
167,PT00M09.20S,2024-03-10T02:06:49.7Z,1,REGULAR,foul,personal,"['inpenalty', '2freethrow']",202691,,,1610612759,24,30,2024-03-10T02:06:59Z,1670000,False,,,0,,K. Thompson shooting personal FOUL (2 PF) (Barlow 2 FT),"[202691, 1631230]",1610612744.0,GSW,shooting,,,Thompson,K. Thompson,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,2882.0,,,,,,2.0,0.0,Barlow,1631230.0
169,PT00M09.20S,2024-03-10T02:07:17.2Z,1,REGULAR,freethrow,1 of 2,[],1631230,,,1610612759,24,31,2024-03-10T02:07:17Z,1690000,False,,,0,,D. Barlow Free Throw 1 of 2 (5 PTS),[1631230],1610612759.0,SAS,,,,Barlow,D. Barlow,,,,,,,,Made,5.0,,,,,,,,,,,,,,,,,
170,PT00M09.20S,2024-03-10T02:07:32.3Z,1,REGULAR,freethrow,2 of 2,[],1631230,,,1610612759,24,32,2024-03-10T02:07:32Z,1700000,False,,,0,,D. Barlow Free Throw 2 of 2 (6 PTS),[1631230],1610612759.0,SAS,,,,Barlow,D. Barlow,,,,,,,,Made,6.0,,,,,,,,,,,,,,,,,
173,PT00M00.50S,2024-03-10T02:08:22.0Z,1,REGULAR,3pt,Jump Shot,[],202691,4.418528252299605,96.56862745098039,1610612744,27,32,2024-03-10T02:08:37Z,1730000,False,-233.0,-11.0,1,left,K. Thompson 3PT  (8 PTS) (C. Paul 2 AST),"[202691, 101108]",1610612744.0,GSW,,,,Thompson,K. Thompson,,,,,Left Corner 3,24+ Left,23.31,Made,8.0,C. Paul,101108.0,2.0,,,,,,,,,,,,,,
