actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,turnoverTotal,blockPlayerName,blockPersonId,stealPlayerName,stealPersonId
2,PT12M00.00S,2024-01-28T01:41:03.9Z,1,REGULAR,period,start,[],0,,,0,0,0,2024-01-28T01:41:04Z,20000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,PT11M58.00S,2024-01-28T01:41:05.5Z,1,REGULAR,jumpball,recovered,[],2544,,,1610612747,0,0,2024-01-28T01:41:05Z,40000,False,,,0,,Jump Ball A. Davis vs. J. Kuminga: Tip to L. James,"[2544, 203076, 1630228]",1610612747.0,LAL,startperiod,L. James,2544.0,James,L. James,Davis,203076.0,Kuminga,1630228.0,,,,,,,,,,,,,,,,,,,,,,
7,PT11M41.00S,2024-01-28T01:41:21.5Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1627752,9.149145860709593,39.46078431372549,1610612747,0,0,2024-01-28T02:49:11Z,70000,False,53.0,34.0,1,left,MISS T. Prince 6' cutting Layup,[1627752],1610612747.0,LAL,cutting,,,Prince,T. Prince,,,,,In The Paint (Non-RA),0-8 Center,6.24,Missed,,,,,,,,,,,,,,,,,,
8,PT11M37.00S,2024-01-28T01:41:25.5Z,1,REGULAR,rebound,offensive,[],203076,,,1610612747,0,0,2024-01-28T01:41:32Z,80000,False,,,0,,A. Davis REBOUND (Off:1 Def:0),[203076],1610612747.0,LAL,,,,Davis,A. Davis,,,,,In The Paint (Non-RA),0-8 Center,,,7.0,1.0,0.0,1.0,,,,,,,,,,,,,,
9,PT11M37.00S,2024-01-28T01:41:25.4Z,1,REGULAR,2pt,DUNK,"['2ndchance', 'pointsinthepaint']",203076,5.590000152587891,50.0,1610612747,0,2,2024-01-28T01:41:52Z,90000,False,0.0,0.0,1,left,A. Davis tip DUNK (2 PTS),[203076],1610612747.0,LAL,tip,,,Davis,A. Davis,,,,,Restricted Area,0-8 Center,0.0,Made,,,,,2.0,,,,,,,,,,,,,
10,PT11M27.00S,2024-01-28T01:41:35.8Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],203110,90.48948751642575,58.333333333333336,1610612744,2,2,2024-01-28T01:41:44Z,100000,False,42.0,37.0,1,right,D. Green driving Layup (2 PTS) (S. Curry 1 AST),"[203110, 201939]",1610612744.0,GSW,driving,,,Green,D. Green,,,,,In The Paint (Non-RA),0-8 Center,5.57,Made,,,,,2.0,S. Curry,201939.0,1.0,,,,,,,,,,
11,PT11M08.00S,2024-01-28T01:41:58.7Z,1,REGULAR,foul,personal,[],202691,,,1610612747,2,2,2024-01-28T01:42:10Z,110000,False,,,0,,K. Thompson personal FOUL (1 PF),"[202691, 2544]",1610612744.0,GSW,,,,Thompson,K. Thompson,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,1204.0,1.0,0.0,James,2544.0,,,,,
13,PT10M57.00S,2024-01-28T01:42:20.3Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],2544,17.69053876478318,50.73529411764706,1610612747,2,4,2024-01-28T01:42:56Z,130000,False,-4.0,114.0,1,left,L. James 11' turnaround fadeaway Jump Shot (2 PTS),[2544],1610612747.0,LAL,turnaround fadeaway,,,James,L. James,,,,,In The Paint (Non-RA),8-16 Center,11.39,Made,,,,,2.0,,,,,,,,,,,,,
14,PT10M48.00S,2024-01-28T01:42:30.8Z,1,REGULAR,turnover,out-of-bounds,[],1630228,,,1610612744,2,4,2024-01-28T01:43:13Z,140000,False,,,0,,J. Kuminga bad pass out-of-bounds TURNOVER (1 TO),[1630228],1610612744.0,GSW,bad pass,,,Kuminga,J. Kuminga,,,,,Above the Break 3,24+ Center,,,,,,,,,,,203591.0,,,,,1.0,,,,
15,PT10M36.00S,2024-01-28T01:42:46.5Z,1,REGULAR,2pt,Jump Shot,['fromturnover'],1626156,5.338370565045992,17.647058823529413,1610612747,2,4,2024-01-28T01:42:58Z,150000,False,162.0,-2.0,1,left,MISS D. Russell 16' turnaround fadeaway Shot,[1626156],1610612747.0,LAL,turnaround fadeaway,,,Russell,D. Russell,,,,,Mid-Range,16-24 Right,16.18,Missed,,,,,,,,,,,,,,,,,,
16,PT10M34.00S,2024-01-28T01:42:49.2Z,1,REGULAR,rebound,defensive,[],201939,,,1610612744,2,4,2024-01-28T01:42:49Z,160000,False,,,0,,S. Curry REBOUND (Off:0 Def:1),[201939],1610612744.0,GSW,,,,Curry,S. Curry,,,,,Mid-Range,16-24 Right,,,15.0,1.0,1.0,0.0,,,,,,,,,,,,,,
17,PT10M30.00S,2024-01-28T01:42:54.4Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",203952,91.27792378449409,56.372549019607845,1610612744,2,4,2024-01-28T01:44:29Z,170000,False,32.0,29.0,1,right,MISS A. Wiggins running Layup - blocked,"[203952, 203076]",1610612744.0,GSW,running,,,Wiggins,A. Wiggins,,,,,In The Paint (Non-RA),0-8 Center,4.34,Missed,,,,,,,,,,,,,,,Davis,203076.0,,
