actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,turnoverTotal,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId
2,PT12M00.00S,2024-01-05T03:05:22.5Z,1,REGULAR,period,start,[],0,,,0,0,0,2024-01-05T03:05:22Z,20000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,PT11M58.00S,2024-01-05T03:05:24.0Z,1,REGULAR,jumpball,recovered,[],1630228,,,1610612744,0,0,2024-01-05T03:05:24Z,40000,False,,,0,,Jump Ball K. Looney vs. N. Jokic: Tip to J. Kuminga,"[1630228, 1626172, 203999]",1610612744.0,GSW,startperiod,J. Kuminga,1630228.0,Kuminga,J. Kuminga,Looney,1626172.0,Jokic,203999.0,,,,,,,,,,,,,,,,,,,,,,
7,PT11M38.00S,2024-01-05T03:05:43.1Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],1630228,92.59198423127464,48.77450980392157,1610612744,2,0,2024-01-05T03:05:48Z,70000,False,-6.0,17.0,1,right,J. Kuminga driving DUNK (2 PTS) (S. Curry 1 AST),"[1630228, 201939]",1610612744.0,GSW,driving,,,Kuminga,J. Kuminga,,,,,Restricted Area,0-8 Center,1.82,Made,2.0,S. Curry,201939.0,1.0,,,,,,,,,,,,,,
9,PT11M19.00S,2024-01-05T03:06:02.4Z,1,REGULAR,2pt,Jump Shot,[],203484,23.73521681997372,56.127450980392155,1610612743,2,2,2024-01-05T03:06:07Z,90000,False,-31.0,171.0,1,left,K. Caldwell-Pope 17' Jump Shot (2 PTS),[203484],1610612743.0,DEN,,,,Caldwell-Pope,K. Caldwell-Pope,,,,,Mid-Range,16-24 Center,17.33,Made,2.0,,,,,,,,,,,,,,,,,
11,PT10M49.00S,2024-01-05T03:06:32.0Z,1,REGULAR,3pt,Jump Shot,[],202691,79.31997371879106,8.823529411764707,1610612744,2,2,2024-01-05T03:06:36Z,110000,False,-206.0,142.0,1,right,MISS K. Thompson 25' 3PT,[202691],1610612744.0,GSW,,,,Thompson,K. Thompson,,,,,Above the Break 3,24+ Left Center,25.01,Missed,,,,,,,,,,,,,,,,,,
12,PT10M46.00S,2024-01-05T03:06:35.0Z,1,REGULAR,rebound,defensive,[],203484,,,1610612743,2,2,2024-01-05T03:06:36Z,120000,False,,,0,,K. Caldwell-Pope REBOUND (Off:0 Def:1),[203484],1610612743.0,DEN,,,,Caldwell-Pope,K. Caldwell-Pope,,,,,Above the Break 3,24+ Left Center,,,,,,,11.0,1.0,1.0,0.0,,,,,,,,,,
13,PT10M36.00S,2024-01-05T03:06:50.0Z,1,REGULAR,foul,technical,['1freethrow'],202691,,,1610612743,2,2,2024-01-05T03:06:56Z,130000,False,,,0,,K. Thompson defensive-3-second technical FOUL (1 Tech),[202691],1610612744.0,GSW,defensive-3-second,,,Thompson,K. Thompson,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,202037.0,0.0,1.0,,,,,,,
14,PT10M36.00S,2024-01-05T03:07:06.9Z,1,REGULAR,freethrow,1 of 1,[],1627750,,,1610612743,2,2,2024-01-05T03:07:06Z,140000,False,,,0,,MISS J. Murray technical Free Throw 1 of 1,[1627750],1610612743.0,DEN,technical,,,Murray,J. Murray,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
15,PT10M36.00S,2024-01-05T03:07:06.9Z,1,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612743,2,2,2024-01-05T03:07:06Z,150000,False,,,0,,TEAM offensive REBOUND,[],1610612743.0,DEN,,,,,,,,,,,,,,,,,,14.0,,,,,,,,,,,,,
50,PT10M20.00S,2024-01-05T03:07:28.6Z,1,REGULAR,turnover,shot clock,['team'],0,,,1610612743,2,2,2024-01-05T03:14:16Z,160000,False,,,0,,DEN shot clock Team TURNOVER,[],1610612743.0,DEN,,,,,,,,,,Restricted Area,0-8 Center,,,,,,,,,,,2882.0,,,,,,,,,
17,PT10M04.00S,2024-01-05T03:07:50.3Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],202691,64.20827858081472,49.50980392156863,1610612744,2,2,2024-01-05T03:12:12Z,170000,False,-2.0,284.0,1,right,MISS K. Thompson 28' 3PT,[202691],1610612744.0,GSW,,,,Thompson,K. Thompson,,,,,Above the Break 3,24+ Center,28.39,Missed,,,,,,,,,,,,,,,,,,
18,PT10M02.00S,2024-01-05T03:07:52.3Z,1,REGULAR,rebound,offensive,[],1630228,,,1610612744,2,2,2024-01-05T03:07:54Z,180000,False,,,0,,J. Kuminga REBOUND (Off:1 Def:0),[1630228],1610612744.0,GSW,,,,Kuminga,J. Kuminga,,,,,Above the Break 3,24+ Center,,,,,,,17.0,1.0,0.0,1.0,,,,,,,,,,
19,PT09M55.00S,2024-01-05T03:08:01.3Z,1,REGULAR,2pt,Jump Shot,"['pointsinthepaint', '2ndchance', 'fromturnover']",202691,84.44480946123521,50.73529411764706,1610612744,4,2,2024-01-05T03:12:12Z,190000,False,4.0,94.0,1,right,K. Thompson 9' driving floating bank Jump Shot (2 PTS) (J. Kuminga 1 AST),"[202691, 1630228]",1610612744.0,GSW,driving floating bank,,,Thompson,K. Thompson,,,,,In The Paint (Non-RA),8-16 Center,9.38,Made,2.0,J. Kuminga,1630228.0,1.0,,,,,,,,,,,,,,
21,PT09M55.00S,2024-01-05T03:08:04.2Z,1,REGULAR,foul,personal,['1freethrow'],1627750,,,1610612744,4,2,2024-01-05T03:08:12Z,210000,False,,,0,,J. Murray shooting personal FOUL (1 PF) (Thompson 1 FT),"[1627750, 202691]",1610612743.0,DEN,shooting,,,Murray,J. Murray,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,202037.0,1.0,0.0,Thompson,202691.0,,,,,
23,PT09M55.00S,2024-01-05T03:08:34.4Z,1,REGULAR,freethrow,1 of 1,"['2ndchance', 'fromturnover']",202691,,,1610612744,5,2,2024-01-05T03:12:12Z,230000,False,,,0,,K. Thompson Free Throw 1 of 1 (3 PTS),[202691],1610612744.0,GSW,,,,Thompson,K. Thompson,,,,,,,,Made,3.0,,,,,,,,,,,,,,,,,
24,PT09M44.00S,2024-01-05T03:08:47.4Z,1,REGULAR,2pt,Jump Shot,[],1627750,24.129434954007884,62.5,1610612743,5,2,2024-01-05T03:08:59Z,240000,False,-62.0,174.0,1,left,MISS J. Murray 18' pullup Shot,[1627750],1610612743.0,DEN,pullup,,,Murray,J. Murray,,,,,Mid-Range,16-24 Left Center,18.52,Missed,,,,,,,,,,,,,,,,,,
25,PT09M41.00S,2024-01-05T03:08:51.6Z,1,REGULAR,rebound,offensive,[],203999,,,1610612743,5,2,2024-01-05T03:08:51Z,250000,False,,,0,,N. Jokic REBOUND (Off:1 Def:0),[203999],1610612743.0,DEN,,,,Jokic,N. Jokic,,,,,Mid-Range,16-24 Left Center,,,,,,,24.0,1.0,0.0,1.0,,,,,,,,,,
26,PT09M41.00S,2024-01-05T03:08:51.6Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",203999,5.590000152587891,50.0,1610612743,5,4,2024-01-05T03:08:51Z,260000,False,0.0,0.0,1,left,N. Jokic putback Layup (2 PTS),[203999],1610612743.0,DEN,putback,,,Jokic,N. Jokic,,,,,Mid-Range,8-16 Left,0.0,Made,2.0,,,,,,,,,,,,,,,,,
27,PT09M34.00S,2024-01-05T03:08:59.6Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],201939,91.5407358738502,58.08823529411765,1610612744,7,4,2024-01-05T03:09:08Z,270000,False,40.0,27.0,1,right,S. Curry driving finger roll Layup (2 PTS) (C. Paul 1 AST),"[201939, 101108]",1610612744.0,GSW,driving finger roll,,,Curry,S. Curry,,,,,In The Paint (Non-RA),0-8 Center,4.86,Made,2.0,C. Paul,101108.0,1.0,,,,,,,,,,,,,,
29,PT09M34.00S,2024-01-05T03:09:01.6Z,1,REGULAR,foul,personal,['1freethrow'],203999,,,1610612744,7,4,2024-01-05T03:09:15Z,290000,False,,,0,,N. Jokic shooting personal FOUL (1 PF) (Curry 1 FT),"[203999, 201939]",1610612743.0,DEN,shooting,,,Jokic,N. Jokic,,,,,Restricted Area,0-8 Center,,,,,,,,,,,1628953.0,1.0,0.0,Curry,201939.0,,,,,
32,PT09M34.00S,2024-01-05T03:09:40.9Z,1,REGULAR,freethrow,1 of 1,[],201939,,,1610612744,8,4,2024-01-05T03:09:40Z,320000,False,,,0,,S. Curry Free Throw 1 of 1 (3 PTS),[201939],1610612744.0,GSW,,,,Curry,S. Curry,,,,,,,,Made,3.0,,,,,,,,,,,,,,,,,
33,PT09M18.00S,2024-01-05T03:09:56.3Z,1,REGULAR,3pt,Jump Shot,[],203932,10.200394218134035,3.1862745098039214,1610612743,8,7,2024-01-05T03:10:14Z,330000,False,234.0,43.0,1,left,A. Gordon 3PT  (3 PTS) (K. Caldwell-Pope 1 AST),"[203932, 203484]",1610612743.0,DEN,,,,Gordon,A. Gordon,,,,,Right Corner 3,24+ Right,23.81,Made,3.0,K. Caldwell-Pope,203484.0,1.0,,,,,,,,,,,,,,
35,PT09M05.00S,2024-01-05T03:10:08.5Z,1,REGULAR,3pt,Jump Shot,[],101108,68.54467805519053,69.11764705882352,1610612744,11,7,2024-01-05T03:10:17Z,350000,False,96.0,243.0,1,right,C. Paul 26' 3PT  (3 PTS) (K. Thompson 1 AST),"[101108, 202691]",1610612744.0,GSW,,,,Paul,C. Paul,,,,,Above the Break 3,24+ Right Center,26.13,Made,3.0,K. Thompson,202691.0,1.0,,,,,,,,,,,,,,
37,PT08M57.00S,2024-01-05T03:10:17.3Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],203999,8.360709592641262,42.15686274509804,1610612743,11,7,2024-01-05T03:10:21Z,370000,False,39.0,26.0,1,left,MISS N. Jokic Layup,[203999],1610612743.0,DEN,,,,Jokic,N. Jokic,,,,,In The Paint (Non-RA),0-8 Center,4.71,Missed,,,,,,,,,,,,,,,,,,
