actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,blockPlayerName,blockPersonId,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,turnoverTotal,stealPlayerName,stealPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId
2,PT12M00.00S,2024-02-23T03:15:56.2Z,1,REGULAR,period,start,[],0,,,0,0,0,2024-02-23T03:15:56Z,20000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,PT11M58.00S,2024-02-23T03:15:57.8Z,1,REGULAR,jumpball,recovered,[],1629060,,,1610612747,0,0,2024-02-23T03:15:57Z,40000,False,,,0,,Jump Ball A. Davis vs. D. Green: Tip to R. Hachimura,"[1629060, 203076, 203110]",1610612747.0,LAL,startperiod,R. Hachimura,1629060.0,Hachimura,R. Hachimura,Davis,203076.0,Green,203110.0,,,,,,,,,,,,,,,,,,,,,,
90,PT11M47.00S,2024-02-23T03:16:28.4Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],203076,7.7529566360052655,62.82552083333333,1610612747,0,0,2024-02-23T03:29:45Z,65000,False,-64.0,20.0,1,left,MISS A. Davis 6' cutting Layup - blocked,"[203076, 203110]",1610612747.0,LAL,cutting,,,Davis,A. Davis,,,,,In The Paint (Non-RA),0-8 Center,6.73,Missed,Green,203110.0,,,,,,,,,,,,,,,,
91,PT11M47.00S,2024-02-23T03:16:28.4Z,1,REGULAR,block,,[],203110,,,1610612747,0,0,2024-02-23T03:27:02Z,67500,False,,,0,,D. Green BLOCK (1 BLK),[203110],1610612744.0,GSW,,,,Green,D. Green,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
92,PT11M46.00S,2024-02-23T03:16:29.4Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612747,0,0,2024-02-23T03:29:45Z,68750,False,,,0,,TEAM offensive REBOUND,[],1610612747.0,LAL,,,,,,,,,,In The Paint (Non-RA),0-8 Center,,,,,90.0,,,,,,,,,,,,,,,
8,PT11M43.00S,2024-02-23T03:16:30.3Z,1,REGULAR,2pt,Jump Shot,['2ndchance'],1626156,3.4986859395532193,70.83333333333334,1610612747,0,0,2024-02-23T03:27:26Z,80000,False,-104.0,-20.0,1,left,MISS D. Russell 10' fadeaway Shot,[1626156],1610612747.0,LAL,fadeaway,,,Russell,D. Russell,,,,,Mid-Range,8-16 Left,10.6,Missed,,,,,,,,,,,,,,,,,,
9,PT11M40.00S,2024-02-23T03:16:33.3Z,1,REGULAR,rebound,offensive,[],203076,,,1610612747,0,0,2024-02-23T03:16:52Z,90000,False,,,0,,A. Davis REBOUND (Off:1 Def:0),[203076],1610612747.0,LAL,,,,Davis,A. Davis,,,,,Mid-Range,8-16 Left,,,,,8.0,1.0,0.0,1.0,,,,,,,,,,,,
12,PT11M37.00S,2024-02-23T03:16:36.2Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",203076,5.590000152587891,50.0,1610612747,0,2,2024-02-23T03:16:36Z,120000,False,0.0,0.0,1,left,A. Davis putback Layup (2 PTS),[203076],1610612747.0,LAL,putback,,,Davis,A. Davis,,,,,Mid-Range,8-16 Left,0.0,Made,,,,,,,2.0,,,,,,,,,,,
13,PT11M28.00S,2024-02-23T03:16:54.5Z,1,REGULAR,3pt,Jump Shot,[],201939,78.9257555847569,95.09803921568627,1610612744,3,2,2024-02-23T03:16:59Z,130000,False,225.0,146.0,1,right,S. Curry 26' 3PT  (3 PTS) (D. Green 1 AST),"[201939, 203110]",1610612744.0,GSW,,,,Curry,S. Curry,,,,,Above the Break 3,24+ Right Center,26.84,Made,,,,,,,3.0,D. Green,203110.0,1.0,,,,,,,,
15,PT11M18.00S,2024-02-23T03:17:35.1Z,1,REGULAR,jumpball,recovered,[],203110,,,1610612747,3,2,2024-02-23T03:18:59Z,150000,False,,,0,,Jump Ball A. Wiggins vs. D. Russell: Tip to D. Green,"[203110, 203952, 1626156]",1610612744.0,GSW,heldball,D. Green,203110.0,Green,D. Green,Wiggins,203952.0,Russell,1626156.0,,,,,,,,,,,,,,,,,,,,,,
18,PT11M18.00S,2024-02-23T03:17:35.1Z,1,REGULAR,turnover,lost ball,[],1626156,,,1610612747,3,2,2024-02-23T03:19:29Z,180000,False,,,0,,D. Russell lost ball TURNOVER (1 TO),"[1626156, 201939]",1610612747.0,LAL,,,,Russell,D. Russell,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,,1.0,Curry,201939.0,,,,,
19,PT11M18.00S,2024-02-23T03:17:35.1Z,1,REGULAR,steal,,[],201939,,,1610612744,3,2,2024-02-23T03:28:05Z,190000,False,,,0,,S. Curry STEAL (1 STL),[201939],1610612744.0,GSW,,,,Curry,S. Curry,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,,,,,,,,,
20,PT11M13.00S,2024-02-23T03:17:38.2Z,1,REGULAR,turnover,bad pass,[],203110,,,1610612744,3,2,2024-02-23T03:17:41Z,200000,False,,,0,,D. Green bad pass TURNOVER (1 TO),"[203110, 1626156]",1610612744.0,GSW,,,,Green,D. Green,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,,1.0,Russell,1626156.0,,,,,
21,PT11M13.00S,2024-02-23T03:17:38.2Z,1,REGULAR,steal,,[],1626156,,,1610612747,3,2,2024-02-23T03:17:39Z,210000,False,,,0,,D. Russell STEAL (1 STL),[1626156],1610612747.0,LAL,,,,Russell,D. Russell,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,,,,,,,,,
22,PT10M58.00S,2024-02-23T03:17:53.4Z,1,REGULAR,2pt,Jump Shot,['fromturnover'],203076,5.995400788436268,71.56862745098039,1610612747,3,2,2024-02-23T03:18:01Z,220000,False,-108.0,4.0,1,left,MISS A. Davis 10' turnaround fadeaway Shot,[203076],1610612747.0,LAL,turnaround fadeaway,,,Davis,A. Davis,,,,,Mid-Range,8-16 Left,10.79,Missed,,,,,,,,,,,,,,,,,,
23,PT10M56.00S,2024-02-23T03:17:55.4Z,1,REGULAR,rebound,defensive,[],1641764,,,1610612744,3,2,2024-02-23T03:18:01Z,230000,False,,,0,,B. Podziemski REBOUND (Off:0 Def:1),[1641764],1610612744.0,GSW,,,,Podziemski,B. Podziemski,,,,,Mid-Range,8-16 Left,,,,,22.0,1.0,1.0,0.0,,,,,,,,,,,,
24,PT10M48.00S,2024-02-23T03:18:03.7Z,1,REGULAR,3pt,Jump Shot,[],1630228,92.85479632063075,3.6764705882352944,1610612744,3,2,2024-02-23T03:18:07Z,240000,False,-232.0,15.0,1,right,MISS J. Kuminga 3PT,[1630228],1610612744.0,GSW,,,,Kuminga,J. Kuminga,,,,,Left Corner 3,24+ Left,23.21,Missed,,,,,,,,,,,,,,,,,,
25,PT10M45.00S,2024-02-23T03:18:06.7Z,1,REGULAR,rebound,defensive,[],203076,,,1610612747,3,2,2024-02-23T03:18:07Z,250000,False,,,0,,A. Davis REBOUND (Off:1 Def:1),[203076],1610612747.0,LAL,,,,Davis,A. Davis,,,,,Left Corner 3,24+ Left,,,,,24.0,2.0,1.0,1.0,,,,,,,,,,,,
26,PT10M40.00S,2024-02-23T03:18:11.0Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],1626156,34.247700394218136,47.05882352941176,1610612747,3,2,2024-02-23T03:20:56Z,260000,False,15.0,269.0,1,left,MISS D. Russell 26' running pullup 3PT,[1626156],1610612747.0,LAL,running pullup,,,Russell,D. Russell,,,,,Above the Break 3,24+ Center,26.98,Missed,,,,,,,,,,,,,,,,,,
27,PT10M38.00S,2024-02-23T03:18:13.0Z,1,REGULAR,rebound,defensive,[],203110,,,1610612744,3,2,2024-02-23T03:18:17Z,270000,False,,,0,,D. Green REBOUND (Off:0 Def:1),[203110],1610612744.0,GSW,,,,Green,D. Green,,,,,Above the Break 3,24+ Center,,,,,26.0,1.0,1.0,0.0,,,,,,,,,,,,
28,PT10M33.00S,2024-02-23T03:18:18.6Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],201939,68.01494743758212,42.62408088235294,1610612744,6,2,2024-02-23T03:22:27Z,280000,False,-37.0,248.0,1,right,S. Curry 25' 3PT step back (6 PTS),[201939],1610612744.0,GSW,step back,,,Curry,S. Curry,,,,,Above the Break 3,24+ Center,25.09,Made,,,,,,,6.0,,,,,,,,,,,
29,PT10M17.00S,2024-02-23T03:18:34.0Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],203076,9.149145860709593,40.68627450980392,1610612747,6,4,2024-02-23T03:18:39Z,290000,False,47.0,34.0,1,left,A. Davis cutting Layup (4 PTS) (A. Reaves 1 AST),"[203076, 1630559]",1610612747.0,LAL,cutting,,,Davis,A. Davis,,,,,In The Paint (Non-RA),0-8 Center,5.74,Made,,,,,,,4.0,A. Reaves,1630559.0,1.0,,,,,,,,
32,PT10M05.00S,2024-02-23T03:18:46.4Z,1,REGULAR,3pt,Jump Shot,[],203110,69.85873850197109,24.264705882352942,1610612744,9,4,2024-02-23T03:18:51Z,310000,False,-129.0,231.0,1,right,D. Green 26' 3PT  (3 PTS) (A. Wiggins 1 AST),"[203110, 203952]",1610612744.0,GSW,,,,Green,D. Green,,,,,Above the Break 3,24+ Left Center,26.43,Made,,,,,,,3.0,A. Wiggins,203952.0,1.0,,,,,,,,
34,PT09M46.00S,2024-02-23T03:19:05.1Z,1,REGULAR,2pt,Jump Shot,[],1630559,24.392247043363994,38.23529411764706,1610612747,9,4,2024-02-23T03:19:10Z,330000,False,59.0,177.0,1,left,MISS A. Reaves 18' pullup Shot,[1630559],1610612747.0,LAL,pullup,,,Reaves,A. Reaves,,,,,Mid-Range,16-24 Center,18.63,Missed,,,,,,,,,,,,,,,,,,
35,PT09M44.00S,2024-02-23T03:19:07.1Z,1,REGULAR,rebound,defensive,[],203110,,,1610612744,9,4,2024-02-23T03:19:10Z,340000,False,,,0,,D. Green REBOUND (Off:0 Def:2),[203110],1610612744.0,GSW,,,,Green,D. Green,,,,,Mid-Range,16-24 Center,,,,,34.0,2.0,2.0,0.0,,,,,,,,,,,,
36,PT09M40.00S,2024-02-23T03:19:11.8Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",203952,91.14651773981603,39.46078431372549,1610612744,9,4,2024-02-23T03:23:42Z,350000,False,-53.0,31.0,1,right,MISS A. Wiggins 6' running Layup,[203952],1610612744.0,GSW,running,,,Wiggins,A. Wiggins,,,,,In The Paint (Non-RA),0-8 Center,6.1,Missed,,,,,,,,,,,,,,,,,,
37,PT09M38.00S,2024-02-23T03:19:13.8Z,1,REGULAR,rebound,defensive,[],1630559,,,1610612747,9,4,2024-02-23T03:19:27Z,360000,False,,,0,,A. Reaves REBOUND (Off:0 Def:1),[1630559],1610612747.0,LAL,,,,Reaves,A. Reaves,,,,,In The Paint (Non-RA),0-8 Center,,,,,36.0,1.0,1.0,0.0,,,,,,,,,,,,
38,PT09M35.00S,2024-02-23T03:19:19.0Z,1,REGULAR,foul,personal,[],201939,,,1610612747,9,4,2024-02-23T03:19:33Z,370000,False,,,0,,S. Curry personal FOUL (1 PF),"[201939, 1627752]",1610612744.0,GSW,,,,Curry,S. Curry,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,,,2534.0,1.0,0.0,Prince,1627752.0
40,PT09M31.00S,2024-02-23T03:19:40.7Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629060,14.4053876478318,47.05882352941176,1610612747,9,4,2024-02-23T03:19:46Z,390000,False,15.0,83.0,1,left,MISS R. Hachimura 8' turnaround Shot,[1629060],1610612747.0,LAL,turnaround,,,Hachimura,R. Hachimura,,,,,In The Paint (Non-RA),8-16 Center,8.42,Missed,,,,,,,,,,,,,,,,,,
41,PT09M28.00S,2024-02-23T03:19:43.7Z,1,REGULAR,rebound,defensive,[],203110,,,1610612744,9,4,2024-02-23T03:19:46Z,400000,False,,,0,,D. Green REBOUND (Off:0 Def:3),[203110],1610612744.0,GSW,,,,Green,D. Green,,,,,In The Paint (Non-RA),8-16 Center,,,,,40.0,3.0,3.0,0.0,,,,,,,,,,,,
