actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,turnoverTotal,blockPlayerName,blockPersonId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,stealPlayerName,stealPersonId
18,PT10M44.00S,2023-11-13T01:42:46.8Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', '2ndchance']",203110,90.62089356110381,42.40196078431372,1610612744,0,2,2023-11-13T01:42:56Z,180000,False,-38.0,36.0,1,right,MISS D. Green driving Layup - blocked,"[203110, 203497]",1610612744.0,GSW,driving,,,Green,D. Green,,,,,In The Paint (Non-RA),0-8 Center,5.21,Missed,,,,,,,,,,,Gobert,203497.0,,,,,,
19,PT10M44.00S,2023-11-13T01:42:46.8Z,1,REGULAR,block,,[],203497,,,1610612744,0,2,2023-11-13T01:42:50Z,190000,False,,,0,,R. Gobert BLOCK (1 BLK),[203497],1610612750.0,MIN,,,,Gobert,R. Gobert,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
20,PT10M43.00S,2023-11-13T01:42:47.8Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612744,0,2,2023-11-13T01:42:56Z,200000,False,,,0,,TEAM offensive REBOUND,[],1610612744.0,GSW,,,,,,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,18.0,,,,,,,,,,,,,
22,PT10M41.00S,2023-11-13T01:43:01.7Z,1,REGULAR,3pt,Jump Shot,"['fromturnover', '2ndchance']",203110,93.38042049934296,95.83333333333334,1610612744,3,2,2023-11-13T01:43:04Z,220000,False,229.0,10.0,1,right,D. Green 3PT  (3 PTS) (S. Curry 1 AST),"[203110, 201939]",1610612744.0,GSW,,,,Green,D. Green,,,,,Right Corner 3,24+ Right,22.94,Made,3.0,S. Curry,201939.0,1.0,,,,,,,,,,,,,,
24,PT10M29.00S,2023-11-13T01:43:13.4Z,1,REGULAR,3pt,Jump Shot,[],201144,29.517082785808146,71.56862745098039,1610612750,3,5,2023-11-13T01:44:20Z,240000,False,-108.0,225.0,1,left,M. Conley 24' 3PT step back (3 PTS) (R. Gobert 1 AST),"[201144, 203497]",1610612750.0,MIN,step back,,,Conley,M. Conley,,,,,Above the Break 3,24+ Left Center,24.95,Made,3.0,R. Gobert,203497.0,1.0,,,,,,,,,,,,,,
27,PT10M06.00S,2023-11-13T01:43:56.1Z,1,REGULAR,3pt,Jump Shot,[],203110,70.90998685939553,77.94117647058823,1610612744,3,5,2023-11-13T01:43:59Z,270000,False,140.0,221.0,1,right,MISS D. Green 26' 3PT,[203110],1610612744.0,GSW,,,,Green,D. Green,,,,,Above the Break 3,24+ Right Center,26.14,Missed,,,,,,,,,,,,,,,,,,
28,PT10M04.00S,2023-11-13T01:43:58.1Z,1,REGULAR,rebound,defensive,[],1626157,,,1610612750,3,5,2023-11-13T01:44:26Z,280000,False,,,0,,K. Towns REBOUND (Off:0 Def:2),[1626157],1610612750.0,MIN,,,,Towns,K. Towns,,,,,Above the Break 3,24+ Right Center,,,,,,,27.0,2.0,2.0,0.0,,,,,,,,,,
29,PT09M50.00S,2023-11-13T01:44:15.2Z,1,REGULAR,foul,personal,[],1626172,,,1610612750,3,5,2023-11-13T01:44:17Z,290000,False,,,0,,K. Looney personal FOUL (1 PF),"[1626172, 1626157]",1610612744.0,GSW,,,,Looney,K. Looney,,,,,Mid-Range,8-16 Right,,,,,,,,,,,1626300.0,,,,1.0,0.0,Towns,1626157.0,,
31,PT09M44.00S,2023-11-13T01:44:40.1Z,1,REGULAR,turnover,lost ball,[],1630162,,,1610612750,3,5,2023-11-13T01:44:42Z,310000,False,,,0,,A. Edwards lost ball TURNOVER (2 TO),"[1630162, 203110]",1610612750.0,MIN,,,,Edwards,A. Edwards,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,2.0,,,,,,,Green,203110.0
32,PT09M44.00S,2023-11-13T01:44:40.1Z,1,REGULAR,steal,,[],203110,,,1610612744,3,5,2023-11-13T01:44:42Z,320000,False,,,0,,D. Green STEAL (1 STL),[203110],1610612744.0,GSW,,,,Green,D. Green,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,,,,,,,,,
33,PT09M41.00S,2023-11-13T01:44:47.1Z,1,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint', 'fromturnover']",202691,90.62089356110381,40.44117647058824,1610612744,3,5,2023-11-13T01:45:44Z,330000,False,-48.0,36.0,1,right,MISS K. Thompson running Layup - blocked,"[202691, 1626157]",1610612744.0,GSW,running,,,Thompson,K. Thompson,,,,,In The Paint (Non-RA),0-8 Center,5.97,Missed,,,,,,,,,,,Towns,1626157.0,,,,,,
34,PT09M41.00S,2023-11-13T01:44:47.1Z,1,REGULAR,block,,[],1626157,,,1610612744,3,5,2023-11-13T01:44:52Z,340000,False,,,0,,K. Towns BLOCK (1 BLK),[1626157],1610612750.0,MIN,,,,Towns,K. Towns,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
35,PT09M40.00S,2023-11-13T01:44:48.1Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612744,3,5,2023-11-13T01:45:44Z,350000,False,,,0,,TEAM offensive REBOUND,[],1610612744.0,GSW,,,,,,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,33.0,,,,,,,,,,,,,
36,PT09M40.00S,2023-11-13T01:45:21.5Z,1,REGULAR,jumpball,recovered,[],203110,,,1610612744,3,5,2023-11-13T01:47:11Z,360000,False,,,0,,Jump Ball K. Looney vs. K. Towns: Tip to D. Green,"[203110, 1626172, 1626157]",1610612744.0,GSW,heldball,D. Green,203110.0,Green,D. Green,Looney,1626172.0,Towns,1626157.0,,,,,,,,,,,,,,,,,,,,,,
39,PT09M22.00S,2023-11-13T01:45:35.7Z,1,REGULAR,2pt,Jump Shot,"['fromturnover', '2ndchance']",201939,73.9323258869908,56.86274509803921,1610612744,5,5,2023-11-13T01:45:38Z,390000,False,34.0,193.0,1,right,S. Curry 19' step back Jump Shot (2 PTS),[201939],1610612744.0,GSW,step back,,,Curry,S. Curry,,,,,Mid-Range,16-24 Center,19.55,Made,2.0,,,,,,,,,,,,,,,,,
40,PT09M08.00S,2023-11-13T01:45:48.6Z,1,REGULAR,3pt,Jump Shot,[],1630162,28.203022339027594,20.34313725490196,1610612750,5,5,2023-11-13T01:45:51Z,400000,False,148.0,213.0,1,left,MISS A. Edwards 25' pullup 3PT,[1630162],1610612750.0,MIN,pullup,,,Edwards,A. Edwards,,,,,Above the Break 3,24+ Right Center,25.92,Missed,,,,,,,,,,,,,,,,,,
41,PT09M05.00S,2023-11-13T01:45:52.2Z,1,REGULAR,rebound,defensive,[],202691,,,1610612744,5,5,2023-11-13T01:45:52Z,410000,False,,,0,,K. Thompson REBOUND (Off:0 Def:1),[202691],1610612744.0,GSW,,,,Thompson,K. Thompson,,,,,Above the Break 3,24+ Right Center,,,,,,,40.0,1.0,1.0,0.0,,,,,,,,,,
42,PT08M55.00S,2023-11-13T01:46:02.5Z,1,REGULAR,3pt,Jump Shot,[],202691,71.04139290407359,75.73529411764706,1610612744,5,5,2023-11-13T01:46:05Z,420000,False,129.0,220.0,1,right,MISS K. Thompson 25' pullup 3PT,[202691],1610612744.0,GSW,pullup,,,Thompson,K. Thompson,,,,,Above the Break 3,24+ Right Center,25.46,Missed,,,,,,,,,,,,,,,,,,
43,PT08M53.00S,2023-11-13T01:46:04.5Z,1,REGULAR,rebound,offensive,[],1626172,,,1610612744,5,5,2023-11-13T01:46:27Z,430000,False,,,0,,K. Looney REBOUND (Off:2 Def:0),[1626172],1610612744.0,GSW,,,,Looney,K. Looney,,,,,Above the Break 3,24+ Right Center,,,,,,,42.0,2.0,0.0,2.0,,,,,,,,,,
44,PT08M48.00S,2023-11-13T01:46:08.4Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],203952,70.38436268068331,16.911764705882355,1610612744,5,5,2023-11-13T01:46:11Z,440000,False,-165.0,226.0,1,right,MISS A. Wiggins 28' 3PT,[203952],1610612744.0,GSW,,,,Wiggins,A. Wiggins,,,,,Above the Break 3,24+ Left Center,28.0,Missed,,,,,,,,,,,,,,,,,,
45,PT08M46.00S,2023-11-13T01:46:11.9Z,1,REGULAR,rebound,offensive,[],201939,,,1610612744,5,5,2023-11-13T01:46:11Z,450000,False,,,0,,S. Curry REBOUND (Off:1 Def:0),[201939],1610612744.0,GSW,,,,Curry,S. Curry,,,,,Above the Break 3,24+ Left Center,,,,,,,44.0,1.0,0.0,1.0,,,,,,,,,,
46,PT08M46.00S,2023-11-13T01:46:13.8Z,1,REGULAR,foul,personal,['2freethrow'],1630183,,,1610612744,5,5,2023-11-13T01:46:20Z,460000,False,,,0,,J. McDaniels shooting personal FOUL (1 PF) (Curry 2 FT),"[1630183, 201939]",1610612750.0,MIN,shooting,,,McDaniels,J. McDaniels,,,,,Mid-Range,8-16 Right,,,,,,,,,,,1626300.0,,,,1.0,0.0,Curry,201939.0,,
48,PT08M46.00S,2023-11-13T01:46:41.5Z,1,REGULAR,freethrow,1 of 2,['2ndchance'],201939,,,1610612744,6,5,2023-11-13T01:46:41Z,480000,False,,,0,,S. Curry Free Throw 1 of 2 (3 PTS),[201939],1610612744.0,GSW,,,,Curry,S. Curry,,,,,,,,Made,3.0,,,,,,,,,,,,,,,,,
49,PT08M46.00S,2023-11-13T01:46:58.8Z,1,REGULAR,freethrow,2 of 2,['2ndchance'],201939,,,1610612744,7,5,2023-11-13T01:46:58Z,490000,False,,,0,,S. Curry Free Throw 2 of 2 (4 PTS),[201939],1610612744.0,GSW,,,,Curry,S. Curry,,,,,,,,Made,4.0,,,,,,,,,,,,,,,,,
51,PT08M30.00S,2023-11-13T01:47:19.9Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1626157,12.697109067017081,40.19607843137255,1610612750,7,7,2023-11-13T01:47:23Z,500000,False,49.0,67.0,1,left,K. Towns 8' driving floating Jump Shot (2 PTS) (R. Gobert 2 AST),"[1626157, 203497]",1610612750.0,MIN,driving floating,,,Towns,K. Towns,,,,,In The Paint (Non-RA),8-16 Right,8.29,Made,2.0,R. Gobert,203497.0,2.0,,,,,,,,,,,,,,
53,PT08M10.00S,2023-11-13T01:47:42.0Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1626172,89.04402102496715,40.931372549019606,1610612744,7,7,2023-11-13T01:49:29Z,520000,False,-45.0,50.0,1,right,MISS K. Looney 6' driving Layup - blocked,"[1626172, 203497]",1610612744.0,GSW,driving,,,Looney,K. Looney,,,,,In The Paint (Non-RA),0-8 Center,6.78,Missed,,,,,,,,,,,Gobert,203497.0,,,,,,
54,PT08M10.00S,2023-11-13T01:47:42.0Z,1,REGULAR,block,,[],203497,,,1610612744,7,7,2023-11-13T01:47:44Z,530000,False,,,0,,R. Gobert BLOCK (2 BLK),[203497],1610612750.0,MIN,,,,Gobert,R. Gobert,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
55,PT08M09.00S,2023-11-13T01:47:43.0Z,1,REGULAR,rebound,defensive,[],1626157,,,1610612750,7,7,2023-11-13T01:49:29Z,540000,False,,,0,,K. Towns REBOUND (Off:0 Def:3),[1626157],1610612750.0,MIN,,,,Towns,K. Towns,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,53.0,3.0,3.0,0.0,,,,,,,,,,
56,PT08M04.00S,2023-11-13T01:47:47.9Z,1,REGULAR,foul,personal,['2freethrow'],203952,,,1610612750,7,7,2023-11-13T01:48:02Z,550000,False,,,0,,A. Wiggins shooting personal FOUL (1 PF) (Edwards 2 FT),"[203952, 1630162]",1610612744.0,GSW,shooting,,,Wiggins,A. Wiggins,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,203054.0,,,,1.0,0.0,Edwards,1630162.0,,
58,PT08M04.00S,2023-11-13T01:48:17.8Z,1,REGULAR,freethrow,1 of 2,['fastbreak'],1630162,,,1610612750,7,8,2023-11-13T01:48:17Z,570000,False,,,0,,A. Edwards Free Throw 1 of 2 (1 PTS),[1630162],1610612750.0,MIN,,,,Edwards,A. Edwards,,,,,,,,Made,1.0,,,,,,,,,,,,,,,,,
59,PT08M04.00S,2023-11-13T01:48:30.1Z,1,REGULAR,freethrow,2 of 2,['fastbreak'],1630162,,,1610612750,7,9,2023-11-13T01:48:30Z,580000,False,,,0,,A. Edwards Free Throw 2 of 2 (2 PTS),[1630162],1610612750.0,MIN,,,,Edwards,A. Edwards,,,,,,,,Made,2.0,,,,,,,,,,,,,,,,,
60,PT07M51.00S,2023-11-13T01:48:45.5Z,1,REGULAR,3pt,Jump Shot,[],202691,65.78515111695138,44.36274509803921,1610612744,7,9,2023-11-13T01:48:48Z,590000,False,-28.0,269.0,1,right,MISS K. Thompson 27' 3PT,[202691],1610612744.0,GSW,,,,Thompson,K. Thompson,,,,,Above the Break 3,24+ Center,27.06,Missed,,,,,,,,,,,,,,,,,,
61,PT07M49.00S,2023-11-13T01:48:47.5Z,1,REGULAR,rebound,defensive,[],1626157,,,1610612750,7,9,2023-11-13T01:49:04Z,600000,False,,,0,,K. Towns REBOUND (Off:0 Def:4),[1626157],1610612750.0,MIN,,,,Towns,K. Towns,,,,,Above the Break 3,24+ Center,,,,,,,60.0,4.0,4.0,0.0,,,,,,,,,,
62,PT07M45.00S,2023-11-13T01:48:50.3Z,1,REGULAR,turnover,bad pass,[],1626157,,,1610612750,7,9,2023-11-13T01:48:52Z,610000,False,,,0,,K. Towns bad pass TURNOVER (1 TO),"[1626157, 203952]",1610612750.0,MIN,,,,Towns,K. Towns,,,,,In The Paint (Non-RA),8-16 Left,,,,,,,,,,,,1.0,,,,,,,Wiggins,203952.0
63,PT07M45.00S,2023-11-13T01:48:50.3Z,1,REGULAR,steal,,[],203952,,,1610612744,7,9,2023-11-13T01:48:53Z,620000,False,,,0,,A. Wiggins STEAL (1 STL),[203952],1610612744.0,GSW,,,,Wiggins,A. Wiggins,,,,,In The Paint (Non-RA),8-16 Left,,,,,,,,,,,,,,,,,,,,
64,PT07M43.00S,2023-11-13T01:48:57.1Z,1,REGULAR,turnover,out-of-bounds,[],203110,,,1610612744,7,9,2023-11-13T01:48:58Z,630000,False,,,0,,D. Green bad pass out-of-bounds TURNOVER (1 TO),[203110],1610612744.0,GSW,bad pass,,,Green,D. Green,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,1626300.0,1.0,,,,,,,,
65,PT07M29.00S,2023-11-13T01:49:18.1Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],201144,30.56833114323259,22.54901960784314,1610612750,7,9,2023-11-13T01:49:20Z,640000,False,137.0,235.0,1,left,MISS M. Conley 27' 3PT,[201144],1610612750.0,MIN,,,,Conley,M. Conley,,,,,Above the Break 3,24+ Right Center,27.2,Missed,,,,,,,,,,,,,,,,,,
66,PT07M27.00S,2023-11-13T01:49:24.0Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612750,7,9,2023-11-13T01:49:24Z,650000,False,,,0,,TEAM offensive REBOUND,[],1610612750.0,MIN,,,,,,,,,,Above the Break 3,24+ Right Center,,,,,,,65.0,,,,,,,,,,,,,
67,PT07M27.00S,2023-11-13T01:49:25.1Z,1,REGULAR,foul,personal,[],1626172,,,1610612750,7,9,2023-11-13T01:49:46Z,660000,False,,,0,,K. Looney loose ball personal FOUL (2 PF),"[1626172, 203497]",1610612744.0,GSW,loose ball,,,Looney,K. Looney,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,1626300.0,,,,2.0,0.0,Gobert,203497.0,,
69,PT07M27.00S,2023-11-13T01:49:47.7Z,1,REGULAR,substitution,out,[],1626172,,,1610612750,7,9,2023-11-13T01:49:50Z,680000,False,,,0,,SUB out: K. Looney,[1626172],1610612744.0,GSW,,,,Looney,K. Looney,,,,,,,,,,,,,,,,,,,,,,,,,,
70,PT07M27.00S,2023-11-13T01:49:47.7Z,1,REGULAR,substitution,in,[],203967,,,1610612750,7,9,2023-11-13T01:49:50Z,690000,False,,,0,,SUB in: D. Saric,[203967],1610612744.0,GSW,,,,Saric,D. Saric,,,,,,,,,,,,,,,,,,,,,,,,,,
71,PT07M18.00S,2023-11-13T01:50:04.9Z,1,REGULAR,2pt,Jump Shot,"['fromturnover', '2ndchance']",1626157,26.757555847568987,49.26470588235294,1610612750,7,9,2023-11-13T01:50:07Z,700000,False,4.0,199.0,1,left,MISS K. Towns 19' Jump Shot,[1626157],1610612750.0,MIN,,,,Towns,K. Towns,,,,,Mid-Range,16-24 Center,19.9,Missed,,,,,,,,,,,,,,,,,,
72,PT07M16.00S,2023-11-13T01:50:06.9Z,1,REGULAR,rebound,defensive,[],203952,,,1610612744,7,9,2023-11-13T01:50:26Z,710000,False,,,0,,A. Wiggins REBOUND (Off:1 Def:1),[203952],1610612744.0,GSW,,,,Wiggins,A. Wiggins,,,,,Mid-Range,16-24 Center,,,,,,,71.0,2.0,1.0,1.0,,,,,,,,,,
73,PT07M03.00S,2023-11-13T01:50:19.8Z,1,REGULAR,2pt,Jump Shot,[],203952,93.64323258869908,69.6078431372549,1610612744,7,9,2023-11-13T01:50:21Z,720000,False,98.0,7.0,1,right,MISS A. Wiggins 9' pullup Shot,[203952],1610612744.0,GSW,pullup,,,Wiggins,A. Wiggins,,,,,Mid-Range,8-16 Right,9.83,Missed,,,,,,,,,,,,,,,,,,
74,PT07M00.00S,2023-11-13T01:50:22.9Z,1,REGULAR,rebound,defensive,[],1626157,,,1610612750,7,9,2023-11-13T01:50:22Z,730000,False,,,0,,K. Towns REBOUND (Off:0 Def:5),[1626157],1610612750.0,MIN,,,,Towns,K. Towns,,,,,Mid-Range,8-16 Right,,,,,,,73.0,5.0,5.0,0.0,,,,,,,,,,
75,PT06M50.00S,2023-11-13T01:50:32.8Z,1,REGULAR,3pt,Jump Shot,[],1626157,27.283180026281208,82.35294117647058,1610612750,7,12,2023-11-13T01:50:35Z,740000,False,-162.0,204.0,1,left,K. Towns 26' 3PT  (5 PTS) (A. Edwards 1 AST),"[1626157, 1630162]",1610612750.0,MIN,,,,Towns,K. Towns,,,,,Above the Break 3,24+ Left Center,26.04,Made,5.0,A. Edwards,1630162.0,1.0,,,,,,,,,,,,,,
77,PT06M36.00S,2023-11-13T01:50:46.6Z,1,REGULAR,3pt,Jump Shot,[],201939,85.49605781865965,96.32352941176471,1610612744,10,12,2023-11-13T01:50:48Z,760000,False,232.0,84.0,1,right,S. Curry 24' 3PT  (7 PTS) (D. Green 1 AST),"[201939, 203110]",1610612744.0,GSW,,,,Curry,S. Curry,,,,,Right Corner 3,24+ Right,24.63,Made,7.0,D. Green,203110.0,1.0,,,,,,,,,,,,,,
79,PT06M17.00S,2023-11-13T01:51:06.4Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630162,10.068988173455978,39.21568627450981,1610612750,10,14,2023-11-13T01:51:08Z,780000,False,54.0,42.0,1,left,A. Edwards 6' driving Layup (4 PTS),[1630162],1610612750.0,MIN,driving,,,Edwards,A. Edwards,,,,,In The Paint (Non-RA),0-8 Center,6.84,Made,4.0,,,,,,,,,,,,,,,,,
80,PT06M03.00S,2023-11-13T01:51:22.9Z,1,REGULAR,2pt,Jump Shot,[],201939,81.8166885676741,29.65686274509804,1610612744,12,14,2023-11-13T01:51:25Z,790000,False,-102.0,118.0,1,right,S. Curry 15' driving floating Jump Shot (9 PTS) (D. Green 2 AST),"[201939, 203110]",1610612744.0,GSW,driving floating,,,Curry,S. Curry,,,,,Mid-Range,8-16 Left,15.61,Made,9.0,D. Green,203110.0,2.0,,,,,,,,,,,,,,
81,PT06M03.00S,2023-11-13T01:51:27.6Z,1,REGULAR,foul,personal,['1freethrow'],1630183,,,1610612744,12,14,2023-11-13T01:51:44Z,800000,False,,,0,,J. McDaniels shooting personal FOUL (2 PF) (Curry 1 FT),"[1630183, 201939]",1610612750.0,MIN,shooting,,,McDaniels,J. McDaniels,,,,,Mid-Range,8-16 Left,,,,,,,,,,,203054.0,,,,2.0,0.0,Curry,201939.0,,
83,PT06M03.00S,2023-11-13T01:51:43.1Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612744,12,14,2023-11-13T01:55:00Z,820000,False,,,0,,GSW Timeout,[],1610612744.0,GSW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85,PT06M03.00S,2023-11-13T01:53:22.9Z,1,REGULAR,substitution,out,[],203110,,,1610612744,12,14,2023-11-13T01:55:00Z,830000,False,,,0,,SUB out: D. Green,[203110],1610612744.0,GSW,,,,Green,D. Green,,,,,,,,,,,,,,,,,,,,,,,,,,
86,PT06M03.00S,2023-11-13T01:53:22.9Z,1,REGULAR,substitution,out,[],201144,,,1610612744,12,14,2023-11-13T01:55:00Z,840000,False,,,0,,SUB out: M. Conley,[201144],1610612750.0,MIN,,,,Conley,M. Conley,,,,,,,,,,,,,,,,,,,,,,,,,,
87,PT06M03.00S,2023-11-13T01:53:22.9Z,1,REGULAR,substitution,in,[],1630228,,,1610612744,12,14,2023-11-13T01:55:00Z,850000,False,,,0,,SUB in: J. Kuminga,[1630228],1610612744.0,GSW,,,,Kuminga,J. Kuminga,,,,,,,,,,,,,,,,,,,,,,,,,,
88,PT06M03.00S,2023-11-13T01:53:22.9Z,1,REGULAR,substitution,in,[],1629638,,,1610612744,12,14,2023-11-13T01:55:00Z,860000,False,,,0,,SUB in: N. Alexander-Walker,[1629638],1610612750.0,MIN,,,,Alexander-Walker,N. Alexander-Walker,,,,,,,,,,,,,,,,,,,,,,,,,,
89,PT06M03.00S,2023-11-13T01:54:58.7Z,1,REGULAR,freethrow,1 of 1,[],201939,,,1610612744,12,14,2023-11-13T01:54:58Z,870000,False,,,0,,MISS S. Curry Free Throw 1 of 1,[201939],1610612744.0,GSW,,,,Curry,S. Curry,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
90,PT06M01.00S,2023-11-13T01:55:00.1Z,1,REGULAR,rebound,defensive,[],1629638,,,1610612750,12,14,2023-11-13T01:55:00Z,880000,False,,,0,,N. Alexander-Walker REBOUND (Off:0 Def:1),[1629638],1610612750.0,MIN,,,,Alexander-Walker,N. Alexander-Walker,,,,,,,,,,,,,89.0,1.0,1.0,0.0,,,,,,,,,,
