actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,blockPlayerName,blockPersonId,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,turnoverTotal,stealPlayerName,stealPersonId
2,PT12M00.00S,2024-02-11T01:41:12.5Z,1,REGULAR,period,start,[],0,,,0,0,0,2024-02-11T01:41:12Z,20000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,PT11M55.00S,2024-02-11T01:41:16.5Z,1,REGULAR,jumpball,recovered,[],203078,,,1610612756,0,0,2024-02-11T01:41:16Z,40000,False,,,0,,Jump Ball J. Nurkic vs. D. Green: Tip to B. Beal,"[203078, 203994, 203110]",1610612756.0,PHX,startperiod,B. Beal,203078.0,Beal,B. Beal,Nurkic,203994.0,Green,203110.0,,,,,,,,,,,,,,,,,,,,,,
294,PT11M37.00S,2024-02-11T01:41:25.4Z,1,REGULAR,2pt,Jump Shot,[],201142,93.29829172141919,79.38878676470588,1610612756,0,0,2024-02-11T02:51:54Z,82500,False,147.0,10.0,1,right,MISS K. Durant 14' pullup Shot - blocked,"[201142, 202691]",1610612756.0,PHX,pullup,,,Durant,K. Durant,,,,,Mid-Range,8-16 Right,14.73,Missed,Thompson,202691.0,,,,,,,,,,,,,,,,
295,PT11M37.00S,2024-02-11T01:41:25.4Z,1,REGULAR,block,,[],202691,,,1610612756,0,0,2024-02-11T02:29:01Z,83750,False,,,0,,K. Thompson BLOCK (1 BLK),[202691],1610612744.0,GSW,,,,Thompson,K. Thompson,,,,,Mid-Range,8-16 Right,,,,,,,,,,,,,,,,,,,,
296,PT11M37.00S,2024-02-11T01:41:25.4Z,1,REGULAR,rebound,defensive,[],202691,,,1610612744,0,0,2024-02-11T02:46:32Z,84375,False,,,0,,K. Thompson REBOUND (Off:0 Def:1),[202691],1610612744.0,GSW,,,,Thompson,K. Thompson,,,,,Mid-Range,8-16 Right,,,,,294.0,1.0,1.0,0.0,,,,,,,,,,,,
9,PT11M29.00S,2024-02-11T01:41:42.6Z,1,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint']",203952,12.532851511169525,59.068627450980394,1610612744,2,0,2024-02-11T02:52:18Z,90000,False,-45.0,65.0,1,left,A. Wiggins 7' running Layup (2 PTS) (D. Green 1 AST),"[203952, 203110]",1610612744.0,GSW,running,,,Wiggins,A. Wiggins,,,,,In The Paint (Non-RA),0-8 Center,7.95,Made,,,,,,,2.0,D. Green,203110.0,1.0,,,,,,,,
10,PT11M14.00S,2024-02-11T01:41:57.3Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],201142,93.87319316688567,53.92156862745098,1610612756,2,2,2024-02-11T01:43:50Z,100000,False,20.0,5.0,1,right,K. Durant cutting DUNK (2 PTS) (J. Nurkic 1 AST),"[201142, 203994]",1610612756.0,PHX,cutting,,,Durant,K. Durant,,,,,Restricted Area,0-8 Center,2.03,Made,,,,,,,2.0,J. Nurkic,203994.0,1.0,,,,,,,,
12,PT11M00.00S,2024-02-11T01:42:11.7Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],203952,8.327858081471746,46.32352941176471,1610612744,2,2,2024-02-11T01:44:43Z,120000,False,18.0,26.0,1,left,MISS A. Wiggins driving Layup,[203952],1610612744.0,GSW,driving,,,Wiggins,A. Wiggins,,,,,Restricted Area,0-8 Center,3.17,Missed,,,,,,,,,,,,,,,,,,
13,PT10M58.00S,2024-02-11T01:42:14.8Z,1,REGULAR,rebound,defensive,[],1628960,,,1610612756,2,2,2024-02-11T01:42:14Z,130000,False,,,0,,G. Allen REBOUND (Off:0 Def:1),[1628960],1610612756.0,PHX,,,,Allen,G. Allen,,,,,Restricted Area,0-8 Center,,,,,12.0,1.0,1.0,0.0,,,,,,,,,,,,
14,PT10M45.00S,2024-02-11T01:42:27.2Z,1,REGULAR,3pt,Jump Shot,[],203078,95.71287779237845,99.26470588235294,1610612756,2,2,2024-02-11T01:42:35Z,140000,False,246.0,-12.0,1,right,MISS B. Beal 24' 3PT,[203078],1610612756.0,PHX,,,,Beal,B. Beal,,,,,Right Corner 3,24+ Right,24.66,Missed,,,,,,,,,,,,,,,,,,
