actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,turnoverTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId
92,PT05M16.00S,2023-11-25T03:36:33.2Z,1,REGULAR,freethrow,1 of 2,['2ndchance'],1628380,,,1610612759,20,24,2023-11-25T03:36:33Z,920000,False,,,0,,Z. Collins Free Throw 1 of 2 (1 PTS),[1628380],1610612759.0,SAS,,,,Collins,Z. Collins,,,,,,,,Made,1.0,,,,,,,,,,,,,,,,,
93,PT05M16.00S,2023-11-25T03:36:47.2Z,1,REGULAR,freethrow,2 of 2,['2ndchance'],1628380,,,1610612759,20,25,2023-11-25T03:36:47Z,930000,False,,,0,,Z. Collins Free Throw 2 of 2 (2 PTS),[1628380],1610612759.0,SAS,,,,Collins,Z. Collins,,,,,,,,Made,2.0,,,,,,,,,,,,,,,,,
94,PT05M02.00S,2023-11-25T03:37:03.2Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],203967,91.93495400788436,59.31372549019608,1610612744,22,25,2023-11-25T03:37:07Z,940000,False,47.0,23.0,1,right,D. Saric cutting Layup (2 PTS) (K. Thompson 4 AST),"[203967, 202691]",1610612744.0,GSW,cutting,,,Saric,D. Saric,,,,,In The Paint (Non-RA),0-8 Center,5.21,Made,2.0,K. Thompson,202691.0,4.0,,,,,,,,,,,,,,
96,PT04M52.00S,2023-11-25T03:37:12.9Z,1,REGULAR,3pt,Jump Shot,[],1628380,32.40801576872536,62.254901960784316,1610612759,22,25,2023-11-25T03:37:16Z,960000,False,-61.0,252.0,1,left,MISS Z. Collins 25' 3PT,[1628380],1610612759.0,SAS,,,,Collins,Z. Collins,,,,,Above the Break 3,24+ Center,25.94,Missed,,,,,,,,,,,,,,,,,,
97,PT04M48.00S,2023-11-25T03:37:17.3Z,1,REGULAR,rebound,offensive,[],1626224,,,1610612759,22,25,2023-11-25T03:37:17Z,970000,False,,,0,,C. Osman REBOUND (Off:1 Def:0),[1626224],1610612759.0,SAS,,,,Osman,C. Osman,,,,,Above the Break 3,24+ Center,,,,,,,96.0,1.0,0.0,1.0,,,,,,,,,,
98,PT04M47.00S,2023-11-25T03:37:17.9Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1626224,5.206964520367937,53.431372549019606,1610612759,22,27,2023-11-25T03:42:53Z,980000,False,-17.0,-4.0,1,left,C. Osman putback Layup (2 PTS),[1626224],1610612759.0,SAS,putback,,,Osman,C. Osman,,,,,Restricted Area,0-8 Center,1.76,Made,2.0,,,,,,,,,,,,,,,,,
99,PT04M25.00S,2023-11-25T03:37:42.7Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630228,88.78120893561103,48.77450980392157,1610612744,22,27,2023-11-25T03:37:53Z,990000,False,-6.0,53.0,1,right,MISS J. Kuminga pullup Shot,[1630228],1610612744.0,GSW,pullup,,,Kuminga,J. Kuminga,,,,,In The Paint (Non-RA),0-8 Center,5.33,Missed,,,,,,,,,,,,,,,,,,
100,PT04M21.00S,2023-11-25T03:37:46.7Z,1,REGULAR,rebound,defensive,[],1630170,,,1610612759,22,27,2023-11-25T03:37:53Z,1000000,False,,,0,,D. Vassell REBOUND (Off:0 Def:1),[1630170],1610612759.0,SAS,,,,Vassell,D. Vassell,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,99.0,1.0,1.0,0.0,,,,,,,,,,
101,PT04M10.00S,2023-11-25T03:37:54.6Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],1628380,12.828515111695138,47.794117647058826,1610612759,22,29,2023-11-25T03:38:04Z,1010000,False,11.0,68.0,1,left,Z. Collins 6' turnaround Hook (4 PTS) (D. Vassell 1 AST),"[1628380, 1630170]",1610612759.0,SAS,turnaround,,,Collins,Z. Collins,,,,,In The Paint (Non-RA),0-8 Center,6.9,Made,4.0,D. Vassell,1630170.0,1.0,,,,,,,,,,,,,,
103,PT04M00.00S,2023-11-25T03:38:05.9Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],201939,93.51182654402102,51.470588235294116,1610612744,24,29,2023-11-25T03:38:09Z,1030000,False,7.0,8.0,1,right,S. Curry cutting Layup (8 PTS) (D. Saric 1 AST),"[201939, 203967]",1610612744.0,GSW,cutting,,,Curry,S. Curry,,,,,Restricted Area,0-8 Center,1.13,Made,8.0,D. Saric,203967.0,1.0,,,,,,,,,,,,,,
105,PT03M46.00S,2023-11-25T03:38:21.3Z,1,REGULAR,turnover,out-of-bounds,[],1628380,,,1610612759,24,29,2023-11-25T03:38:24Z,1050000,False,,,0,,Z. Collins bad pass out-of-bounds TURNOVER (1 TO),[1628380],1610612759.0,SAS,bad pass,,,Collins,Z. Collins,,,,,Mid-Range,16-24 Right Center,,,,,,,,,,,1.0,1201.0,,,,,,,,
106,PT03M46.00S,2023-11-25T03:38:26.0Z,1,REGULAR,substitution,out,[],202691,,,1610612744,24,29,2023-11-25T03:38:35Z,1060000,False,,,0,,SUB out: K. Thompson,[202691],1610612744.0,GSW,,,,Thompson,K. Thompson,,,,,,,,,,,,,,,,,,,,,,,,,,
107,PT03M46.00S,2023-11-25T03:38:26.0Z,1,REGULAR,substitution,out,[],201939,,,1610612744,24,29,2023-11-25T03:38:35Z,1070000,False,,,0,,SUB out: S. Curry,[201939],1610612744.0,GSW,,,,Curry,S. Curry,,,,,,,,,,,,,,,,,,,,,,,,,,
108,PT03M46.00S,2023-11-25T03:38:26.0Z,1,REGULAR,substitution,out,[],1631110,,,1610612744,24,29,2023-11-25T03:38:35Z,1080000,False,,,0,,SUB out: J. Sochan,[1631110],1610612759.0,SAS,,,,Sochan,J. Sochan,,,,,,,,,,,,,,,,,,,,,,,,,,
109,PT03M46.00S,2023-11-25T03:38:26.0Z,1,REGULAR,substitution,in,[],1627780,,,1610612744,24,29,2023-11-25T03:38:35Z,1090000,False,,,0,,SUB in: G. Payton II,[1627780],1610612744.0,GSW,,,,Payton II,G. Payton II,,,,,,,,,,,,,,,,,,,,,,,,,,
110,PT03M46.00S,2023-11-25T03:38:26.0Z,1,REGULAR,substitution,in,[],1641764,,,1610612744,24,29,2023-11-25T03:38:35Z,1100000,False,,,0,,SUB in: B. Podziemski,[1641764],1610612744.0,GSW,,,,Podziemski,B. Podziemski,,,,,,,,,,,,,,,,,,,,,,,,,,
111,PT03M46.00S,2023-11-25T03:38:26.0Z,1,REGULAR,substitution,in,[],1630200,,,1610612744,24,29,2023-11-25T03:38:35Z,1110000,False,,,0,,SUB in: T. Jones,[1630200],1610612759.0,SAS,,,,Jones,T. Jones,,,,,,,,,,,,,,,,,,,,,,,,,,
112,PT03M32.00S,2023-11-25T03:38:54.7Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],1627780,69.46452036793693,22.794117647058822,1610612744,24,29,2023-11-25T03:38:57Z,1120000,False,-136.0,235.0,1,right,MISS G. Payton II 27' 3PT,[1627780],1610612744.0,GSW,,,,Payton II,G. Payton II,,,,,Above the Break 3,24+ Left Center,27.11,Missed,,,,,,,,,,,,,,,,,,
113,PT03M30.00S,2023-11-25T03:38:59.8Z,1,REGULAR,rebound,defensive,['team'],0,,,1610612759,24,29,2023-11-25T03:38:59Z,1130000,False,,,0,,TEAM defensive REBOUND,[],1610612759.0,SAS,,,,,,,,,,Above the Break 3,24+ Left Center,,,,,,,112.0,,,,,,,,,,,,,
114,PT03M30.00S,2023-11-25T03:39:02.6Z,1,REGULAR,substitution,out,[],1628380,,,1610612759,24,29,2023-11-25T03:39:16Z,1140000,False,,,0,,SUB out: Z. Collins,[1628380],1610612759.0,SAS,,,,Collins,Z. Collins,,,,,,,,,,,,,,,,,,,,,,,,,,
115,PT03M30.00S,2023-11-25T03:39:02.6Z,1,REGULAR,substitution,in,[],1629646,,,1610612759,24,29,2023-11-25T03:39:16Z,1150000,False,,,0,,SUB in: C. Bassey,[1629646],1610612759.0,SAS,,,,Bassey,C. Bassey,,,,,,,,,,,,,,,,,,,,,,,,,,
116,PT03M16.00S,2023-11-25T03:39:30.2Z,1,REGULAR,3pt,Jump Shot,[],1630170,33.590670170827856,28.186274509803923,1610612759,24,29,2023-11-25T03:39:33Z,1160000,False,109.0,263.0,1,left,MISS D. Vassell 28' 3PT,[1630170],1610612759.0,SAS,,,,Vassell,D. Vassell,,,,,Above the Break 3,24+ Right Center,28.5,Missed,,,,,,,,,,,,,,,,,,
117,PT03M12.00S,2023-11-25T03:39:34.2Z,1,REGULAR,rebound,defensive,[],1641764,,,1610612744,24,29,2023-11-25T03:39:34Z,1170000,False,,,0,,B. Podziemski REBOUND (Off:0 Def:1),[1641764],1610612744.0,GSW,,,,Podziemski,B. Podziemski,,,,,Above the Break 3,24+ Right Center,,,,,,,116.0,1.0,1.0,0.0,,,,,,,,,,
118,PT03M06.00S,2023-11-25T03:39:39.5Z,1,REGULAR,3pt,Jump Shot,[],203967,68.54467805519053,74.01960784313727,1610612744,27,29,2023-11-25T03:39:43Z,1180000,False,120.0,243.0,1,right,D. Saric 27' 3PT  (5 PTS) (J. Kuminga 1 AST),"[203967, 1630228]",1610612744.0,GSW,,,,Saric,D. Saric,,,,,Above the Break 3,24+ Right Center,27.12,Made,5.0,J. Kuminga,1630228.0,1.0,,,,,,,,,,,,,,
120,PT02M43.00S,2023-11-25T03:40:03.0Z,1,REGULAR,3pt,Jump Shot,[],1626224,28.86005256241787,77.69607843137256,1610612759,27,29,2023-11-25T03:40:08Z,1200000,False,-138.0,219.0,1,left,MISS C. Osman 25' 3PT,[1626224],1610612759.0,SAS,,,,Osman,C. Osman,,,,,Above the Break 3,24+ Left Center,25.9,Missed,,,,,,,,,,,,,,,,,,
121,PT02M40.00S,2023-11-25T03:40:06.0Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612759,27,29,2023-11-25T03:40:17Z,1210000,False,,,0,,TEAM offensive REBOUND,[],1610612759.0,SAS,,,,,,,,,,Above the Break 3,24+ Left Center,,,,,,,120.0,,,,,,,,,,,,,
123,PT02M32.00S,2023-11-25T03:40:39.6Z,1,REGULAR,2pt,Jump Shot,['2ndchance'],1630170,16.113666228646515,21.813725490196077,1610612759,27,31,2023-11-25T03:40:43Z,1230000,False,141.0,99.0,1,left,D. Vassell 17' pullup Jump Shot (2 PTS),[1630170],1610612759.0,SAS,pullup,,,Vassell,D. Vassell,,,,,Mid-Range,16-24 Right,17.22,Made,2.0,,,,,,,,,,,,,,,,,
124,PT02M26.00S,2023-11-25T03:40:48.4Z,1,REGULAR,foul,personal,['2freethrow'],1626224,,,1610612744,27,31,2023-11-25T03:40:54Z,1240000,False,,,0,,C. Osman shooting personal FOUL (1 PF) (Kuminga 2 FT),"[1626224, 1630228]",1610612759.0,SAS,shooting,,,Osman,C. Osman,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,1146.0,1.0,0.0,Kuminga,1630228.0,,,,
126,PT02M26.00S,2023-11-25T03:41:14.0Z,1,REGULAR,freethrow,1 of 2,['fastbreak'],1630228,,,1610612744,28,31,2023-11-25T03:44:50Z,1260000,False,,,0,,J. Kuminga Free Throw 1 of 2 (1 PTS),[1630228],1610612744.0,GSW,,,,Kuminga,J. Kuminga,,,,,,,,Made,1.0,,,,,,,,,,,,,,,,,
128,PT02M26.00S,2023-11-25T03:41:14.0Z,1,REGULAR,freethrow,2 of 2,['fastbreak'],1630228,,,1610612744,28,31,2023-11-25T03:44:50Z,1280000,False,,,0,,MISS J. Kuminga Free Throw 2 of 2,[1630228],1610612744.0,GSW,,,,Kuminga,J. Kuminga,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
129,PT02M25.00S,2023-11-25T03:41:15.0Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612744,28,31,2023-11-25T03:44:50Z,1290000,False,,,0,,TEAM offensive REBOUND,[],1610612744.0,GSW,,,,,,,,,,,,,,,,,,128.0,,,,,,,,,,,,,
130,PT02M15.00S,2023-11-25T03:41:55.4Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1641764,90.3580814717477,39.950980392156865,1610612744,28,31,2023-11-25T03:42:00Z,1300000,False,-50.0,38.0,1,right,MISS B. Podziemski 6' driving Layup,[1641764],1610612744.0,GSW,driving,,,Podziemski,B. Podziemski,,,,,In The Paint (Non-RA),0-8 Center,6.3,Missed,,,,,,,,,,,,,,,,,,
131,PT02M12.00S,2023-11-25T03:41:58.4Z,1,REGULAR,rebound,defensive,[],1629640,,,1610612759,28,31,2023-11-25T03:44:58Z,1310000,False,,,0,,K. Johnson REBOUND (Off:1 Def:4),[1629640],1610612759.0,SAS,,,,Johnson,K. Johnson,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,130.0,5.0,4.0,1.0,,,,,,,,,,
132,PT02M07.00S,2023-11-25T03:42:04.0Z,1,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint']",1626224,6.783837056504599,40.19607843137255,1610612759,28,31,2023-11-25T03:42:16Z,1320000,False,49.0,11.0,1,left,MISS C. Osman Layup,[1626224],1610612759.0,SAS,,,,Osman,C. Osman,,,,,In The Paint (Non-RA),0-8 Center,5.03,Missed,,,,,,,,,,,,,,,,,,
133,PT02M04.00S,2023-11-25T03:42:07.0Z,1,REGULAR,rebound,defensive,[],203967,,,1610612744,28,31,2023-11-25T03:58:03Z,1330000,False,,,0,,D. Saric REBOUND (Off:0 Def:1),[203967],1610612744.0,GSW,,,,Saric,D. Saric,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,132.0,1.0,1.0,0.0,,,,,,,,,,
134,PT01M53.00S,2023-11-25T03:42:17.9Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],203967,92.06636005256242,53.67647058823529,1610612744,28,31,2023-11-25T03:42:20Z,1340000,False,18.0,22.0,1,right,MISS D. Saric driving Layup,[203967],1610612744.0,GSW,driving,,,Saric,D. Saric,,,,,Restricted Area,0-8 Center,2.88,Missed,,,,,,,,,,,,,,,,,,
135,PT01M49.00S,2023-11-25T03:42:21.8Z,1,REGULAR,rebound,offensive,[],203967,,,1610612744,28,31,2023-11-25T03:42:21Z,1350000,False,,,0,,D. Saric REBOUND (Off:1 Def:1),[203967],1610612744.0,GSW,,,,Saric,D. Saric,,,,,Restricted Area,0-8 Center,,,,,,,134.0,2.0,1.0,1.0,,,,,,,,,,
136,PT01M48.00S,2023-11-25T03:42:22.6Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",203967,93.77463863337714,51.71568627450981,1610612744,30,31,2023-11-25T03:42:25Z,1360000,False,9.0,6.0,1,right,D. Saric putback Layup (7 PTS),[203967],1610612744.0,GSW,putback,,,Saric,D. Saric,,,,,Restricted Area,0-8 Center,1.05,Made,7.0,,,,,,,,,,,,,,,,,
137,PT01M29.00S,2023-11-25T03:42:41.6Z,1,REGULAR,3pt,Jump Shot,[],1629640,32.013797634691194,67.40196078431373,1610612759,30,31,2023-11-25T04:18:25Z,1370000,False,-87.0,248.0,1,left,MISS K. Johnson 26' pullup 3PT,[1629640],1610612759.0,SAS,pullup,,,Johnson,K. Johnson,,,,,Above the Break 3,24+ Left Center,26.32,Missed,,,,,,,,,,,,,,,,,,
138,PT01M27.00S,2023-11-25T03:42:43.6Z,1,REGULAR,rebound,defensive,[],1641764,,,1610612744,30,31,2023-11-25T04:18:25Z,1380000,False,,,0,,B. Podziemski REBOUND (Off:0 Def:2),[1641764],1610612744.0,GSW,,,,Podziemski,B. Podziemski,,,,,Above the Break 3,24+ Left Center,,,,,,,137.0,2.0,2.0,0.0,,,,,,,,,,
139,PT01M15.00S,2023-11-25T03:42:55.1Z,1,REGULAR,turnover,bad pass,[],1641764,,,1610612744,30,31,2023-11-25T03:42:56Z,1390000,False,,,0,,B. Podziemski bad pass TURNOVER (1 TO),"[1641764, 1630200]",1610612744.0,GSW,,,,Podziemski,B. Podziemski,,,,,In The Paint (Non-RA),8-16 Right,,,,,,,,,,,1.0,,,,,,Jones,1630200.0,,
140,PT01M15.00S,2023-11-25T03:42:55.1Z,1,REGULAR,steal,,[],1630200,,,1610612759,30,31,2023-11-25T03:42:57Z,1400000,False,,,0,,T. Jones STEAL (1 STL),[1630200],1610612759.0,SAS,,,,Jones,T. Jones,,,,,In The Paint (Non-RA),8-16 Right,,,,,,,,,,,,,,,,,,,,
141,PT01M11.00S,2023-11-25T03:42:59.5Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1630170,4.944152431011826,53.67647058823529,1610612759,30,33,2023-11-25T03:43:04Z,1410000,False,-18.0,-6.0,1,left,D. Vassell Layup (4 PTS) (T. Jones 1 AST),"[1630170, 1630200]",1610612759.0,SAS,,,,Vassell,D. Vassell,,,,,Restricted Area,0-8 Center,1.94,Made,4.0,T. Jones,1630200.0,1.0,,,,,,,,,,,,,,
143,PT00M55.20S,2023-11-25T03:43:15.6Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],203967,93.24901445466492,58.08823529411765,1610612744,32,33,2023-11-25T03:43:19Z,1430000,False,40.0,11.0,1,right,D. Saric Layup (9 PTS) (C. Paul 2 AST),"[203967, 101108]",1610612744.0,GSW,,,,Saric,D. Saric,,,,,Restricted Area,0-8 Center,4.19,Made,9.0,C. Paul,101108.0,2.0,,,,,,,,,,,,,,
145,PT00M47.60S,2023-11-25T03:43:26.0Z,1,REGULAR,2pt,Jump Shot,[],1630200,17.69053876478318,31.372549019607842,1610612759,32,35,2023-11-25T03:43:32Z,1450000,False,93.0,114.0,1,left,T. Jones 14' driving floating Jump Shot (2 PTS),[1630200],1610612759.0,SAS,driving floating,,,Jones,T. Jones,,,,,Mid-Range,8-16 Right,14.7,Made,2.0,,,,,,,,,,,,,,,,,
146,PT00M40.10S,2023-11-25T03:43:35.8Z,1,REGULAR,3pt,Jump Shot,[],1641764,92.06636005256242,2.696078431372549,1610612744,32,35,2023-11-25T03:43:38Z,1460000,False,-237.0,22.0,1,right,MISS B. Podziemski 3PT,[1641764],1610612744.0,GSW,,,,Podziemski,B. Podziemski,,,,,Left Corner 3,24+ Left,23.75,Missed,,,,,,,,,,,,,,,,,,
147,PT00M37.80S,2023-11-25T03:43:38.1Z,1,REGULAR,rebound,defensive,[],1629640,,,1610612759,32,35,2023-11-25T03:47:45Z,1470000,False,,,0,,K. Johnson REBOUND (Off:1 Def:5),[1629640],1610612759.0,SAS,,,,Johnson,K. Johnson,,,,,Left Corner 3,24+ Left,,,,,,,146.0,6.0,5.0,1.0,,,,,,,,,,
148,PT00M32.10S,2023-11-25T03:43:43.9Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],1630170,30.831143232588698,20.34313725490196,1610612759,32,35,2023-11-25T03:43:48Z,1480000,False,148.0,237.0,1,left,MISS D. Vassell 27' 3PT,[1630170],1610612759.0,SAS,,,,Vassell,D. Vassell,,,,,Above the Break 3,24+ Right Center,27.98,Missed,,,,,,,,,,,,,,,,,,
149,PT00M30.40S,2023-11-25T03:43:45.6Z,1,REGULAR,rebound,defensive,[],1630228,,,1610612744,32,35,2023-11-25T03:47:50Z,1490000,False,,,0,,J. Kuminga REBOUND (Off:0 Def:1),[1630228],1610612744.0,GSW,,,,Kuminga,J. Kuminga,,,,,Above the Break 3,24+ Right Center,,,,,,,148.0,1.0,1.0,0.0,,,,,,,,,,
150,PT00M07.80S,2023-11-25T03:44:08.1Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],1641764,89.30683311432325,40.19607843137255,1610612744,32,35,2023-11-25T03:44:11Z,1500000,False,-49.0,48.0,1,right,MISS B. Podziemski 6' driving Hook,[1641764],1610612744.0,GSW,driving,,,Podziemski,B. Podziemski,,,,,In The Paint (Non-RA),0-8 Center,6.86,Missed,,,,,,,,,,,,,,,,,,
151,PT00M05.90S,2023-11-25T03:44:10.0Z,1,REGULAR,rebound,defensive,[],1630200,,,1610612759,32,35,2023-11-25T03:47:37Z,1510000,False,,,0,,T. Jones REBOUND (Off:0 Def:1),[1630200],1610612759.0,SAS,,,,Jones,T. Jones,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,150.0,1.0,1.0,0.0,,,,,,,,,,
152,PT00M01.20S,2023-11-25T03:44:14.7Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],1630170,7.30946123521682,4.166666666666666,1610612759,32,35,2023-11-25T03:45:19Z,1520000,False,229.0,16.0,1,left,MISS D. Vassell 3PT,[1630170],1610612759.0,SAS,,,,Vassell,D. Vassell,,,,,Right Corner 3,24+ Right,22.98,Missed,,,,,,,,,,,,,,,,,,
153,PT00M00.10S,2023-11-25T03:44:15.8Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612759,32,35,2023-11-25T04:18:32Z,1530000,False,,,0,,TEAM offensive REBOUND,[],1610612759.0,SAS,,,,,,,,,,Right Corner 3,24+ Right,,,,,,,152.0,,,,,,,,,,,,,
154,PT00M00.00S,2023-11-25T03:45:02.0Z,1,REGULAR,period,end,[],0,,,1610612759,32,35,2023-11-25T04:18:32Z,1540000,False,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
155,PT12M00.00S,2023-11-25T03:46:13.6Z,2,REGULAR,substitution,out,['startperiod'],1627780,,,1610612759,32,35,2023-11-25T04:18:32Z,1550000,False,,,0,,SUB out: G. Payton II,[1627780],1610612744.0,GSW,,,,Payton II,G. Payton II,,,,,,,,,,,,,,,,,,,,,,,,,,
156,PT12M00.00S,2023-11-25T03:46:13.6Z,2,REGULAR,substitution,out,['startperiod'],1641764,,,1610612759,32,35,2023-11-25T04:18:32Z,1560000,False,,,0,,SUB out: B. Podziemski,[1641764],1610612744.0,GSW,,,,Podziemski,B. Podziemski,,,,,,,,,,,,,,,,,,,,,,,,,,
157,PT12M00.00S,2023-11-25T03:46:13.6Z,2,REGULAR,substitution,out,['startperiod'],1629640,,,1610612759,32,35,2023-11-25T04:18:32Z,1570000,False,,,0,,SUB out: K. Johnson,[1629640],1610612759.0,SAS,,,,Johnson,K. Johnson,,,,,,,,,,,,,,,,,,,,,,,,,,
158,PT12M00.00S,2023-11-25T03:46:13.6Z,2,REGULAR,substitution,out,['startperiod'],1626224,,,1610612759,32,35,2023-11-25T04:18:32Z,1580000,False,,,0,,SUB out: C. Osman,[1626224],1610612759.0,SAS,,,,Osman,C. Osman,,,,,,,,,,,,,,,,,,,,,,,,,,
159,PT12M00.00S,2023-11-25T03:46:13.6Z,2,REGULAR,substitution,in,['startperiod'],1631218,,,1610612759,32,35,2023-11-25T04:18:32Z,1590000,False,,,0,,SUB in: T. Jackson-Davis,[1631218],1610612744.0,GSW,,,,Jackson-Davis,T. Jackson-Davis,,,,,,,,,,,,,,,,,,,,,,,,,,
160,PT12M00.00S,2023-11-25T03:46:13.6Z,2,REGULAR,substitution,in,['startperiod'],202691,,,1610612759,32,35,2023-11-25T04:18:32Z,1600000,False,,,0,,SUB in: K. Thompson,[202691],1610612744.0,GSW,,,,Thompson,K. Thompson,,,,,,,,,,,,,,,,,,,,,,,,,,
161,PT12M00.00S,2023-11-25T03:46:13.6Z,2,REGULAR,substitution,in,['startperiod'],203926,,,1610612759,32,35,2023-11-25T04:18:32Z,1610000,False,,,0,,SUB in: D. McDermott,[203926],1610612759.0,SAS,,,,McDermott,D. McDermott,,,,,,,,,,,,,,,,,,,,,,,,,,
162,PT12M00.00S,2023-11-25T03:46:13.6Z,2,REGULAR,substitution,in,['startperiod'],1641705,,,1610612759,32,35,2023-11-25T04:18:32Z,1620000,False,,,0,,SUB in: V. Wembanyama,[1641705],1610612759.0,SAS,,,,Wembanyama,V. Wembanyama,,,,,,,,,,,,,,,,,,,,,,,,,,
163,PT12M00.00S,2023-11-25T03:47:55.1Z,2,REGULAR,period,start,[],0,,,1610612759,32,35,2023-11-25T03:47:55Z,1630000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
195,PT11M49.00S,2023-11-25T03:48:02.2Z,2,REGULAR,turnover,3-second-violation,[],1630170,,,1610612759,32,35,2023-11-25T03:53:13Z,1645000,False,,,0,,D. Vassell 3-second-violation TURNOVER (1 TO),[1630170],1610612759.0,SAS,,,,Vassell,D. Vassell,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,1.0,1146.0,,,,,,,,
167,PT11M30.00S,2023-11-25T03:48:43.0Z,2,REGULAR,3pt,Jump Shot,['fromturnover'],203967,66.96780551905388,33.82352941176471,1610612744,32,35,2023-11-25T03:51:58Z,1670000,False,-81.0,258.0,1,right,MISS D. Saric 27' 3PT,[203967],1610612744.0,GSW,,,,Saric,D. Saric,,,,,Above the Break 3,24+ Center,27.04,Missed,,,,,,,,,,,,,,,,,,
168,PT11M25.00S,2023-11-25T03:48:48.4Z,2,REGULAR,rebound,defensive,[],1630200,,,1610612759,32,35,2023-11-25T03:48:48Z,1680000,False,,,0,,T. Jones REBOUND (Off:0 Def:2),[1630200],1610612759.0,SAS,,,,Jones,T. Jones,,,,,Above the Break 3,24+ Center,,,,,,,167.0,2.0,2.0,0.0,,,,,,,,,,
169,PT11M18.00S,2023-11-25T03:48:55.3Z,2,REGULAR,3pt,Jump Shot,[],1630200,30.56833114323259,65.93137254901961,1610612759,32,38,2023-11-25T03:48:58Z,1690000,False,-80.0,235.0,1,left,T. Jones 24' 3PT  (5 PTS) (C. Bassey 1 AST),"[1630200, 1629646]",1610612759.0,SAS,,,,Jones,T. Jones,,,,,Above the Break 3,24+ Left Center,24.8,Made,5.0,C. Bassey,1629646.0,1.0,,,,,,,,,,,,,,
171,PT10M59.00S,2023-11-25T03:49:13.8Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],101108,81.8166885676741,46.07843137254902,1610612744,34,38,2023-11-25T03:49:16Z,1710000,False,-20.0,118.0,1,right,C. Paul 12' pullup Jump Shot (2 PTS) (D. Saric 2 AST),"[101108, 203967]",1610612744.0,GSW,pullup,,,Paul,C. Paul,,,,,In The Paint (Non-RA),8-16 Center,12.0,Made,2.0,D. Saric,203967.0,2.0,,,,,,,,,,,,,,
173,PT10M52.00S,2023-11-25T03:49:21.3Z,2,REGULAR,3pt,Jump Shot,[],1630170,5.995400788436268,96.81372549019608,1610612759,34,41,2023-11-25T03:49:24Z,1730000,False,-234.0,4.0,1,left,D. Vassell 3PT  (7 PTS) (D. McDermott 1 AST),"[1630170, 203926]",1610612759.0,SAS,,,,Vassell,D. Vassell,,,,,Left Corner 3,24+ Left,23.41,Made,7.0,D. McDermott,203926.0,1.0,,,,,,,,,,,,,,
176,PT10M44.00S,2023-11-25T03:49:34.4Z,2,REGULAR,foul,offensive,[],1631218,,,1610612744,34,41,2023-11-25T03:50:42Z,1760000,False,,,0,,T. Jackson-Davis offensive FOUL (1 PF),"[1631218, 1630200]",1610612744.0,GSW,,,,Jackson-Davis,T. Jackson-Davis,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,1146.0,1.0,0.0,Jones,1630200.0,,,,
