actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,turnoverTotal,stealPlayerName,stealPersonId,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId
86,PT04M33.00S,2024-01-08T01:56:38.3Z,1,REGULAR,3pt,Jump Shot,[],201939,23.603810775295663,87.25490196078431,1610612744,17,31,2024-01-08T01:59:43Z,860000,False,-186.0,169.0,1,left,MISS S. Curry 25' step back 3PT,[201939],1610612744.0,GSW,step back,,,Curry,S. Curry,,,,,Above the Break 3,24+ Left Center,25.18,Missed,,,,,,,,,,,,,,,,,,
87,PT04M30.00S,2024-01-08T01:56:41.9Z,1,REGULAR,rebound,offensive,[],1626172,,,1610612744,17,31,2024-01-08T01:56:41Z,870000,False,,,0,,K. Looney REBOUND (Off:2 Def:0),[1626172],1610612744.0,GSW,,,,Looney,K. Looney,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,86.0,2.0,0.0,2.0,,,,,,
88,PT04M22.00S,2024-01-08T01:56:49.3Z,1,REGULAR,2pt,Hook,"['pointsinthepaint', '2ndchance']",1641764,12.828515111695138,48.529411764705884,1610612744,17,31,2024-01-08T01:56:54Z,880000,False,7.0,68.0,1,left,MISS B. Podziemski 6' driving Hook,[1641764],1610612744.0,GSW,driving,,,Podziemski,B. Podziemski,,,,,In The Paint (Non-RA),0-8 Center,6.85,Missed,,,,,,,,,,,,,,,,,,
89,PT04M20.00S,2024-01-08T01:56:51.3Z,1,REGULAR,rebound,offensive,[],1626172,,,1610612744,17,31,2024-01-08T01:56:54Z,890000,False,,,0,,K. Looney REBOUND (Off:3 Def:0),[1626172],1610612744.0,GSW,,,,Looney,K. Looney,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,88.0,3.0,0.0,3.0,,,,,,
90,PT04M19.00S,2024-01-08T01:56:52.6Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1626172,8.229303547963205,41.911764705882355,1610612744,19,31,2024-01-08T02:00:11Z,900000,False,40.0,25.0,1,left,K. Looney putback Layup (4 PTS),[1626172],1610612744.0,GSW,putback,,,Looney,K. Looney,,,,,In The Paint (Non-RA),0-8 Center,4.75,Made,4.0,,,,,,,,,,,,,,,,,
91,PT04M08.00S,2024-01-08T01:57:06.7Z,1,REGULAR,turnover,traveling,[],1627751,,,1610612761,19,31,2024-01-08T01:57:11Z,910000,False,,,0,,J. Poeltl traveling TURNOVER (1 TO),[1627751],1610612761.0,TOR,,,,Poeltl,J. Poeltl,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,2534.0,1.0,,,,,,,,,,,,
92,PT03M57.00S,2024-01-08T01:57:36.9Z,1,REGULAR,turnover,bad pass,[],1626172,,,1610612744,19,31,2024-01-08T01:57:44Z,920000,False,,,0,,K. Looney bad pass TURNOVER (1 TO),"[1626172, 1629018]",1610612744.0,GSW,,,,Looney,K. Looney,,,,,Above the Break 3,24+ Right Center,,,,,,,,1.0,Trent Jr.,1629018.0,,,,,,,,,,
93,PT03M57.00S,2024-01-08T01:57:36.9Z,1,REGULAR,steal,,[],1629018,,,1610612761,19,31,2024-01-08T01:57:38Z,930000,False,,,0,,G. Trent Jr. STEAL (1 STL),[1629018],1610612761.0,TOR,,,,Trent Jr.,G. Trent Jr.,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,,,,,,,,,
94,PT03M53.00S,2024-01-08T01:57:40.9Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1629018,91.67214191852825,44.6078431372549,1610612761,19,33,2024-01-08T01:57:48Z,940000,False,-27.0,26.0,1,right,G. Trent Jr. running Layup (2 PTS),[1629018],1610612761.0,TOR,running,,,Trent Jr.,G. Trent Jr.,,,,,Restricted Area,0-8 Center,3.73,Made,2.0,,,,,,,,,,,,,,,,,
95,PT03M37.00S,2024-01-08T01:57:56.1Z,1,REGULAR,3pt,Jump Shot,[],202691,24.655059132720105,11.76470588235294,1610612744,19,33,2024-01-08T01:58:00Z,950000,False,191.0,179.0,1,left,MISS K. Thompson 26' 3PT,[202691],1610612744.0,GSW,,,,Thompson,K. Thompson,,,,,Above the Break 3,24+ Right Center,26.21,Missed,,,,,,,,,,,,,,,,,,
96,PT03M35.00S,2024-01-08T01:57:58.1Z,1,REGULAR,rebound,defensive,[],1627783,,,1610612761,19,33,2024-01-08T01:58:00Z,960000,False,,,0,,P. Siakam REBOUND (Off:0 Def:1),[1627783],1610612761.0,TOR,,,,Siakam,P. Siakam,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,95.0,1.0,1.0,0.0,,,,,,
97,PT03M31.00S,2024-01-08T01:58:02.6Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],1630193,72.7496714848883,17.15686274509804,1610612761,19,33,2024-01-08T02:01:47Z,970000,False,-164.0,204.0,1,right,MISS I. Quickley 26' running 3PT,[1630193],1610612761.0,TOR,running,,,Quickley,I. Quickley,,,,,Above the Break 3,24+ Left Center,26.16,Missed,,,,,,,,,,,,,,,,,,
98,PT03M28.00S,2024-01-08T01:58:05.6Z,1,REGULAR,rebound,defensive,[],1641764,,,1610612744,19,33,2024-01-08T01:58:08Z,980000,False,,,0,,B. Podziemski REBOUND (Off:1 Def:1),[1641764],1610612744.0,GSW,,,,Podziemski,B. Podziemski,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,97.0,2.0,1.0,1.0,,,,,,
99,PT03M23.00S,2024-01-08T01:58:10.4Z,1,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint']",1641764,8.360709592641262,56.61764705882353,1610612744,21,33,2024-01-08T02:02:10Z,990000,False,-33.0,26.0,1,left,B. Podziemski running finger roll Layup (2 PTS),[1641764],1610612744.0,GSW,running finger roll,,,Podziemski,B. Podziemski,,,,,Restricted Area,0-8 Center,4.22,Made,2.0,,,,,,,,,,,,,,,,,
100,PT03M15.00S,2024-01-08T01:58:24.4Z,1,REGULAR,timeout,full,['team'],0,,,1610612761,21,33,2024-01-08T01:58:24Z,1000000,False,,,0,,TOR Timeout,[],1610612761.0,TOR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
101,PT03M15.00S,2024-01-08T01:59:36.6Z,1,REGULAR,substitution,out,[],202691,,,1610612761,21,33,2024-01-08T01:59:57Z,1010000,False,,,0,,SUB out: K. Thompson,[202691],1610612744.0,GSW,,,,Thompson,K. Thompson,,,,,,,,,,,,,,,,,,,,,,,,,,
102,PT03M15.00S,2024-01-08T01:59:36.6Z,1,REGULAR,substitution,out,[],201939,,,1610612761,21,33,2024-01-08T01:59:57Z,1020000,False,,,0,,SUB out: S. Curry,[201939],1610612744.0,GSW,,,,Curry,S. Curry,,,,,,,,,,,,,,,,,,,,,,,,,,
103,PT03M15.00S,2024-01-08T01:59:36.6Z,1,REGULAR,substitution,out,[],1630193,,,1610612761,21,33,2024-01-08T01:59:57Z,1030000,False,,,0,,SUB out: I. Quickley,[1630193],1610612761.0,TOR,,,,Quickley,I. Quickley,,,,,,,,,,,,,,,,,,,,,,,,,,
104,PT03M15.00S,2024-01-08T01:59:36.6Z,1,REGULAR,substitution,out,[],1627751,,,1610612761,21,33,2024-01-08T01:59:57Z,1040000,False,,,0,,SUB out: J. Poeltl,[1627751],1610612761.0,TOR,,,,Poeltl,J. Poeltl,,,,,,,,,,,,,,,,,,,,,,,,,,
105,PT03M15.00S,2024-01-08T01:59:36.6Z,1,REGULAR,substitution,in,[],202709,,,1610612761,21,33,2024-01-08T01:59:57Z,1050000,False,,,0,,SUB in: C. Joseph,[202709],1610612744.0,GSW,,,,Joseph,C. Joseph,,,,,,,,,,,,,,,,,,,,,,,,,,
106,PT03M15.00S,2024-01-08T01:59:36.6Z,1,REGULAR,substitution,in,[],203967,,,1610612761,21,33,2024-01-08T01:59:57Z,1060000,False,,,0,,SUB in: D. Saric,[203967],1610612744.0,GSW,,,,Saric,D. Saric,,,,,,,,,,,,,,,,,,,,,,,,,,
107,PT03M15.00S,2024-01-08T01:59:36.6Z,1,REGULAR,substitution,in,[],1630567,,,1610612761,21,33,2024-01-08T01:59:57Z,1070000,False,,,0,,SUB in: S. Barnes,[1630567],1610612761.0,TOR,,,,Barnes,S. Barnes,,,,,,,,,,,,,,,,,,,,,,,,,,
108,PT03M15.00S,2024-01-08T01:59:36.6Z,1,REGULAR,substitution,in,[],1629007,,,1610612761,21,33,2024-01-08T01:59:57Z,1080000,False,,,0,,SUB in: J. Porter,[1629007],1610612761.0,TOR,,,,Porter,J. Porter,,,,,,,,,,,,,,,,,,,,,,,,,,
109,PT03M06.00S,2024-01-08T02:00:12.1Z,1,REGULAR,3pt,Jump Shot,[],1629007,66.96780551905388,30.88235294117647,1610612761,21,33,2024-01-08T02:00:17Z,1090000,False,-96.0,258.0,1,right,MISS J. Porter 27' 3PT,[1629007],1610612761.0,TOR,,,,Porter,J. Porter,,,,,Above the Break 3,24+ Left Center,27.51,Missed,,,,,,,,,,,,,,,,,,
110,PT03M04.00S,2024-01-08T02:00:14.1Z,1,REGULAR,rebound,defensive,['team'],0,,,1610612744,21,33,2024-01-08T02:00:17Z,1100000,False,,,0,,TEAM defensive REBOUND,[],1610612744.0,GSW,,,,,,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,109.0,,,,,,,,,
112,PT02M42.00S,2024-01-08T02:00:45.5Z,1,REGULAR,3pt,Jump Shot,[],202709,8.623521681997373,95.58823529411765,1610612744,21,33,2024-01-08T02:00:56Z,1120000,False,-228.0,29.0,1,left,MISS C. Joseph 3PT,[202709],1610612744.0,GSW,,,,Joseph,C. Joseph,,,,,Left Corner 3,24+ Left,22.97,Missed,,,,,,,,,,,,,,,,,,
113,PT02M40.00S,2024-01-08T02:00:47.5Z,1,REGULAR,rebound,offensive,[],1626172,,,1610612744,21,33,2024-01-08T02:00:56Z,1130000,False,,,0,,K. Looney REBOUND (Off:4 Def:0),[1626172],1610612744.0,GSW,,,,Looney,K. Looney,,,,,Left Corner 3,24+ Left,,,,,,,,,,,112.0,4.0,0.0,4.0,,,,,,
114,PT02M36.00S,2024-01-08T02:00:51.4Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],1641764,21.632720105124836,5.637254901960785,1610612744,21,33,2024-01-08T02:00:59Z,1140000,False,222.0,151.0,1,left,MISS B. Podziemski 26' 3PT,[1641764],1610612744.0,GSW,,,,Podziemski,B. Podziemski,,,,,Above the Break 3,24+ Right Center,26.82,Missed,,,,,,,,,,,,,,,,,,
115,PT02M32.00S,2024-01-08T02:00:55.4Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612744,21,33,2024-01-08T02:03:43Z,1150000,False,,,0,,TEAM offensive REBOUND,[],1610612744.0,GSW,,,,,,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,114.0,,,,,,,,,
117,PT02M21.00S,2024-01-08T02:01:27.5Z,1,REGULAR,2pt,Jump Shot,"['pointsinthepaint', '2ndchance']",203967,9.937582128777924,41.66666666666667,1610612744,21,33,2024-01-08T02:04:11Z,1170000,False,42.0,41.0,1,left,MISS D. Saric driving floating Shot,[203967],1610612744.0,GSW,driving floating,,,Saric,D. Saric,,,,,In The Paint (Non-RA),0-8 Center,5.84,Missed,,,,,,,,,,,,,,,,,,
118,PT02M17.00S,2024-01-08T02:01:31.5Z,1,REGULAR,rebound,offensive,[],1626172,,,1610612744,21,33,2024-01-08T02:01:32Z,1180000,False,,,0,,K. Looney REBOUND (Off:5 Def:0),[1626172],1610612744.0,GSW,,,,Looney,K. Looney,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,117.0,5.0,0.0,5.0,,,,,,
119,PT02M17.00S,2024-01-08T02:01:30.6Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1626172,5.590000152587891,50.0,1610612744,23,33,2024-01-08T02:01:30Z,1190000,False,0.0,0.0,1,left,K. Looney putback Layup (6 PTS),[1626172],1610612744.0,GSW,putback,,,Looney,K. Looney,,,,,Mid-Range,8-16 Left,0.0,Made,6.0,,,,,,,,,,,,,,,,,
120,PT01M55.00S,2024-01-08T02:01:53.3Z,1,REGULAR,3pt,Jump Shot,[],1629018,69.85873850197109,16.911764705882355,1610612761,23,36,2024-01-08T02:10:28Z,1200000,False,-165.0,231.0,1,right,G. Trent Jr. 28' 3PT  (5 PTS) (D. Schroder 1 AST),"[1629018, 203471]",1610612761.0,TOR,,,,Trent Jr.,G. Trent Jr.,,,,,Above the Break 3,24+ Left Center,28.39,Made,5.0,D. Schroder,203471.0,1.0,,,,,,,,,,,,,,
122,PT01M35.00S,2024-01-08T02:02:13.0Z,1,REGULAR,2pt,Jump Shot,[],202709,10.463206307490145,31.372549019607842,1610612744,23,36,2024-01-08T02:02:21Z,1220000,False,93.0,46.0,1,left,MISS C. Joseph 10' driving floating bank Shot,[202709],1610612744.0,GSW,driving floating bank,,,Joseph,C. Joseph,,,,,Mid-Range,8-16 Right,10.38,Missed,,,,,,,,,,,,,,,,,,
123,PT01M33.00S,2024-01-08T02:02:15.0Z,1,REGULAR,rebound,offensive,[],1626172,,,1610612744,23,36,2024-01-08T02:02:21Z,1230000,False,,,0,,K. Looney REBOUND (Off:6 Def:0),[1626172],1610612744.0,GSW,,,,Looney,K. Looney,,,,,Mid-Range,8-16 Right,,,,,,,,,,,122.0,6.0,0.0,6.0,,,,,,
124,PT01M31.00S,2024-01-08T02:02:17.4Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1626172,8.492115637319317,35.294117647058826,1610612744,23,36,2024-01-08T02:02:24Z,1240000,False,74.0,27.0,1,left,MISS K. Looney 7' Layup - blocked,"[1626172, 1629007]",1610612744.0,GSW,,,,Looney,K. Looney,,,,,In The Paint (Non-RA),0-8 Center,7.84,Missed,,,,,,,,,,,,,,,,,Porter,1629007.0
125,PT01M31.00S,2024-01-08T02:02:17.4Z,1,REGULAR,block,,[],1629007,,,1610612744,23,36,2024-01-08T02:02:19Z,1250000,False,,,0,,J. Porter BLOCK (1 BLK),[1629007],1610612761.0,TOR,,,,Porter,J. Porter,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
126,PT01M28.00S,2024-01-08T02:02:20.4Z,1,REGULAR,rebound,offensive,[],1641764,,,1610612744,23,36,2024-01-08T02:02:24Z,1260000,False,,,0,,B. Podziemski REBOUND (Off:2 Def:1),[1641764],1610612744.0,GSW,,,,Podziemski,B. Podziemski,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,124.0,3.0,1.0,2.0,,,,,,
127,PT01M27.00S,2024-01-08T02:02:21.4Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],203967,29.122864651773984,18.38235294117647,1610612744,23,36,2024-01-08T02:02:26Z,1270000,False,158.0,221.0,1,left,MISS D. Saric 27' 3PT,[203967],1610612744.0,GSW,,,,Saric,D. Saric,,,,,Above the Break 3,24+ Right Center,27.2,Missed,,,,,,,,,,,,,,,,,,
128,PT01M24.00S,2024-01-08T02:02:24.4Z,1,REGULAR,rebound,defensive,[],1629018,,,1610612761,23,36,2024-01-08T02:02:28Z,1280000,False,,,0,,G. Trent Jr. REBOUND (Off:0 Def:1),[1629018],1610612761.0,TOR,,,,Trent Jr.,G. Trent Jr.,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,127.0,1.0,1.0,0.0,,,,,,
129,PT01M09.00S,2024-01-08T02:02:39.2Z,1,REGULAR,3pt,Jump Shot,[],203471,67.88764783180025,64.95098039215686,1610612761,23,36,2024-01-08T02:05:53Z,1290000,False,75.0,249.0,1,right,MISS D. Schroder 26' step back 3PT,[203471],1610612761.0,TOR,step back,,,Schroder,D. Schroder,,,,,Above the Break 3,24+ Center,26.04,Missed,,,,,,,,,,,,,,,,,,
130,PT01M06.00S,2024-01-08T02:02:42.2Z,1,REGULAR,rebound,offensive,[],1627783,,,1610612761,23,36,2024-01-08T02:02:47Z,1300000,False,,,0,,P. Siakam REBOUND (Off:1 Def:1),[1627783],1610612761.0,TOR,,,,Siakam,P. Siakam,,,,,Above the Break 3,24+ Center,,,,,,,,,,,129.0,2.0,1.0,1.0,,,,,,
131,PT01M02.00S,2024-01-08T02:02:46.3Z,1,REGULAR,turnover,lost ball,[],1627783,,,1610612761,23,36,2024-01-08T02:02:51Z,1310000,False,,,0,,P. Siakam lost ball TURNOVER (1 TO),"[1627783, 203967]",1610612761.0,TOR,,,,Siakam,P. Siakam,,,,,Mid-Range,8-16 Left,,,,,,,,1.0,Saric,203967.0,,,,,,,,,,
132,PT01M02.00S,2024-01-08T02:02:46.3Z,1,REGULAR,steal,,[],203967,,,1610612744,23,36,2024-01-08T02:02:47Z,1320000,False,,,0,,D. Saric STEAL (1 STL),[203967],1610612744.0,GSW,,,,Saric,D. Saric,,,,,Mid-Range,8-16 Left,,,,,,,,,,,,,,,,,,,,
133,PT00M46.90S,2024-01-08T02:03:02.2Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],1630541,30.962549277266753,72.30392156862744,1610612744,26,36,2024-01-08T02:03:08Z,1330000,False,-112.0,239.0,1,left,M. Moody 26' 3PT  (3 PTS) (C. Joseph 1 AST),"[1630541, 202709]",1610612744.0,GSW,,,,Moody,M. Moody,,,,,Above the Break 3,24+ Left Center,26.33,Made,3.0,C. Joseph,202709.0,1.0,,,,,,,,,,,,,,
135,PT00M26.90S,2024-01-08T02:03:25.5Z,1,REGULAR,2pt,Jump Shot,[],1627783,75.18478975032852,72.08180147058823,1610612761,26,36,2024-01-08T02:06:48Z,1350000,False,110.0,181.0,1,right,MISS P. Siakam 21' Jump Shot,[1627783],1610612761.0,TOR,,,,Siakam,P. Siakam,,,,,Mid-Range,16-24 Right Center,21.18,Missed,,,,,,,,,,,,,,,,,,
136,PT00M23.90S,2024-01-08T02:03:28.5Z,1,REGULAR,rebound,defensive,[],203967,,,1610612744,26,36,2024-01-08T02:03:32Z,1360000,False,,,0,,D. Saric REBOUND (Off:0 Def:1),[203967],1610612744.0,GSW,,,,Saric,D. Saric,,,,,Mid-Range,16-24 Right Center,,,,,,,,,,,135.0,1.0,1.0,0.0,,,,,,
137,PT00M06.30S,2024-01-08T02:03:48.2Z,1,REGULAR,foul,personal,['2freethrow'],1629018,,,1610612744,26,36,2024-01-08T02:03:59Z,1370000,False,,,0,,G. Trent Jr. shooting personal FOUL (1 PF) (Moody 2 FT),"[1629018, 1630541]",1610612761.0,TOR,shooting,,,Trent Jr.,G. Trent Jr.,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,1151.0,,,,,,,,1.0,0.0,Moody,1630541.0,,
139,PT00M06.30S,2024-01-08T02:04:11.9Z,1,REGULAR,freethrow,1 of 2,[],1630541,,,1610612744,27,36,2024-01-08T02:04:11Z,1390000,False,,,0,,M. Moody Free Throw 1 of 2 (4 PTS),[1630541],1610612744.0,GSW,,,,Moody,M. Moody,,,,,,,,Made,4.0,,,,,,,,,,,,,,,,,
140,PT00M06.30S,2024-01-08T02:04:12.4Z,1,REGULAR,substitution,out,[],203967,,,1610612744,27,36,2024-01-08T02:04:27Z,1400000,False,,,0,,SUB out: D. Saric,[203967],1610612744.0,GSW,,,,Saric,D. Saric,,,,,,,,,,,,,,,,,,,,,,,,,,
141,PT00M06.30S,2024-01-08T02:04:12.4Z,1,REGULAR,substitution,out,[],1629007,,,1610612744,27,36,2024-01-08T02:04:27Z,1410000,False,,,0,,SUB out: J. Porter,[1629007],1610612761.0,TOR,,,,Porter,J. Porter,,,,,,,,,,,,,,,,,,,,,,,,,,
142,PT00M06.30S,2024-01-08T02:04:12.4Z,1,REGULAR,substitution,in,[],203952,,,1610612744,27,36,2024-01-08T02:04:27Z,1420000,False,,,0,,SUB in: A. Wiggins,[203952],1610612744.0,GSW,,,,Wiggins,A. Wiggins,,,,,,,,,,,,,,,,,,,,,,,,,,
143,PT00M06.30S,2024-01-08T02:04:12.4Z,1,REGULAR,substitution,in,[],1630193,,,1610612744,27,36,2024-01-08T02:04:27Z,1430000,False,,,0,,SUB in: I. Quickley,[1630193],1610612761.0,TOR,,,,Quickley,I. Quickley,,,,,,,,,,,,,,,,,,,,,,,,,,
144,PT00M06.30S,2024-01-08T02:04:39.8Z,1,REGULAR,freethrow,2 of 2,[],1630541,,,1610612744,28,36,2024-01-08T02:04:39Z,1440000,False,,,0,,M. Moody Free Throw 2 of 2 (5 PTS),[1630541],1610612744.0,GSW,,,,Moody,M. Moody,,,,,,,,Made,5.0,,,,,,,,,,,,,,,,,
145,PT00M03.30S,2024-01-08T02:04:48.8Z,1,REGULAR,foul,personal,[],1641764,,,1610612761,28,36,2024-01-08T02:04:54Z,1450000,False,,,0,,B. Podziemski take personal FOUL (1 PF),"[1641764, 1630567]",1610612744.0,GSW,take,,,Podziemski,B. Podziemski,,,,,Above the Break 3,24+ Center,,,,,,,2005.0,,,,,,,,1.0,0.0,Barnes,1630567.0,,
147,PT00M00.90S,2024-01-08T02:05:08.7Z,1,REGULAR,3pt,Jump Shot,[],1629018,63.15703022339028,50.0,1610612761,28,36,2024-01-08T02:07:58Z,1470000,False,0.0,294.0,1,right,MISS G. Trent Jr. 29' pullup bank 3PT,[1629018],1610612761.0,TOR,pullup bank,,,Trent Jr.,G. Trent Jr.,,,,,Above the Break 3,24+ Center,29.38,Missed,,,,,,,,,,,,,,,,,,
148,PT00M00.10S,2024-01-08T02:05:09.5Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612761,28,36,2024-01-08T02:05:50Z,1480000,False,,,0,,TEAM offensive REBOUND,[],1610612761.0,TOR,,,,,,,,,,Above the Break 3,24+ Center,,,,,,,,,,,147.0,,,,,,,,,
149,PT00M00.00S,2024-01-08T02:05:11.7Z,1,REGULAR,period,end,[],0,,,1610612761,28,36,2024-01-08T02:05:11Z,1490000,False,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
150,PT12M00.00S,2024-01-08T02:07:15.0Z,2,REGULAR,substitution,out,['startperiod'],1626172,,,1610612761,28,36,2024-01-08T02:07:52Z,1500000,False,,,0,,SUB out: K. Looney,[1626172],1610612744.0,GSW,,,,Looney,K. Looney,,,,,,,,,,,,,,,,,,,,,,,,,,
151,PT12M00.00S,2024-01-08T02:07:15.0Z,2,REGULAR,substitution,out,['startperiod'],203952,,,1610612761,28,36,2024-01-08T02:07:52Z,1510000,False,,,0,,SUB out: A. Wiggins,[203952],1610612744.0,GSW,,,,Wiggins,A. Wiggins,,,,,,,,,,,,,,,,,,,,,,,,,,
152,PT12M00.00S,2024-01-08T02:07:15.0Z,2,REGULAR,substitution,out,['startperiod'],1627783,,,1610612761,28,36,2024-01-08T02:07:52Z,1520000,False,,,0,,SUB out: P. Siakam,[1627783],1610612761.0,TOR,,,,Siakam,P. Siakam,,,,,,,,,,,,,,,,,,,,,,,,,,
153,PT12M00.00S,2024-01-08T02:07:15.0Z,2,REGULAR,substitution,out,['startperiod'],1630193,,,1610612761,28,36,2024-01-08T02:07:52Z,1530000,False,,,0,,SUB out: I. Quickley,[1630193],1610612761.0,TOR,,,,Quickley,I. Quickley,,,,,,,,,,,,,,,,,,,,,,,,,,
154,PT12M00.00S,2024-01-08T02:07:15.0Z,2,REGULAR,substitution,in,['startperiod'],203967,,,1610612761,28,36,2024-01-08T02:07:52Z,1540000,False,,,0,,SUB in: D. Saric,[203967],1610612744.0,GSW,,,,Saric,D. Saric,,,,,,,,,,,,,,,,,,,,,,,,,,
155,PT12M00.00S,2024-01-08T02:07:15.0Z,2,REGULAR,substitution,in,['startperiod'],1631218,,,1610612761,28,36,2024-01-08T02:07:52Z,1550000,False,,,0,,SUB in: T. Jackson-Davis,[1631218],1610612744.0,GSW,,,,Jackson-Davis,T. Jackson-Davis,,,,,,,,,,,,,,,,,,,,,,,,,,
156,PT12M00.00S,2024-01-08T02:07:15.0Z,2,REGULAR,substitution,in,['startperiod'],1628449,,,1610612761,28,36,2024-01-08T02:07:52Z,1560000,False,,,0,,SUB in: C. Boucher,[1628449],1610612761.0,TOR,,,,Boucher,C. Boucher,,,,,,,,,,,,,,,,,,,,,,,,,,
157,PT12M00.00S,2024-01-08T02:07:15.0Z,2,REGULAR,substitution,in,['startperiod'],1629628,,,1610612761,28,36,2024-01-08T02:07:52Z,1570000,False,,,0,,SUB in: R. Barrett,[1629628],1610612761.0,TOR,,,,Barrett,R. Barrett,,,,,,,,,,,,,,,,,,,,,,,,,,
158,PT12M00.00S,2024-01-08T02:07:50.9Z,2,REGULAR,period,start,[],0,,,1610612744,28,36,2024-01-08T02:07:53Z,1580000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
159,PT11M46.00S,2024-01-08T02:08:04.4Z,2,REGULAR,3pt,Jump Shot,[],1641764,24.26084099868594,7.598039215686274,1610612744,28,36,2024-01-08T02:08:10Z,1590000,False,212.0,176.0,1,left,MISS B. Podziemski 27' 3PT,[1641764],1610612744.0,GSW,,,,Podziemski,B. Podziemski,,,,,Above the Break 3,24+ Right Center,27.53,Missed,,,,,,,,,,,,,,,,,,
160,PT11M42.00S,2024-01-08T02:08:08.4Z,2,REGULAR,rebound,defensive,[],1628449,,,1610612761,28,36,2024-01-08T02:08:10Z,1600000,False,,,0,,C. Boucher REBOUND (Off:0 Def:1),[1628449],1610612761.0,TOR,,,,Boucher,C. Boucher,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,159.0,1.0,1.0,0.0,,,,,,
161,PT11M25.00S,2024-01-08T02:08:25.5Z,2,REGULAR,2pt,Jump Shot,[],1630567,86.94152431011827,29.411764705882355,1610612761,28,36,2024-01-08T02:08:44Z,1610000,False,-103.0,70.0,1,right,MISS S. Barnes 12' turnaround fadeaway Shot,[1630567],1610612761.0,TOR,turnaround fadeaway,,,Barnes,S. Barnes,,,,,Mid-Range,8-16 Left,12.46,Missed,,,,,,,,,,,,,,,,,,
162,PT11M23.00S,2024-01-08T02:08:27.5Z,2,REGULAR,rebound,defensive,[],1641764,,,1610612744,28,36,2024-01-08T02:33:00Z,1620000,False,,,0,,B. Podziemski REBOUND (Off:2 Def:2),[1641764],1610612744.0,GSW,,,,Podziemski,B. Podziemski,,,,,Mid-Range,8-16 Left,,,,,,,,,,,161.0,4.0,2.0,2.0,,,,,,
163,PT11M15.00S,2024-01-08T02:08:35.7Z,2,REGULAR,3pt,Jump Shot,[],203967,32.670827858081466,41.66666666666667,1610612744,31,36,2024-01-08T02:08:41Z,1630000,False,42.0,255.0,1,left,D. Saric 25' 3PT  (3 PTS) (B. Podziemski 1 AST),"[203967, 1641764]",1610612744.0,GSW,,,,Saric,D. Saric,,,,,Above the Break 3,24+ Center,25.8,Made,3.0,B. Podziemski,1641764.0,1.0,,,,,,,,,,,,,,
165,PT11M12.00S,2024-01-08T02:08:42.9Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612761,31,36,2024-01-08T02:08:42Z,1650000,False,,,0,,TOR Timeout,[],1610612761.0,TOR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
