actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,turnoverTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId
85,PT06M27.00S,2023-11-15T03:26:50.7Z,1,REGULAR,turnover,out-of-bounds,[],203952,,,1610612744,8,5,2023-11-15T03:28:35Z,820000,False,,,0,,A. Wiggins lost ball out-of-bounds TURNOVER (1 TO),[203952],1610612744.0,GSW,lost ball,,,Wiggins,A. Wiggins,,,,,Mid-Range,8-16 Left,,,,,,,,1.0,,,,,,,,,,,,
86,PT06M27.00S,2023-11-15T03:27:09.3Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612750,8,5,2023-11-15T03:27:09Z,830000,False,,,0,,GSW Timeout,[],1610612744.0,GSW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
87,PT06M27.00S,2023-11-15T03:29:24.6Z,1,REGULAR,substitution,out,[],201144,,,1610612750,8,5,2023-11-15T03:29:45Z,840000,False,,,0,,SUB out: M. Conley,[201144],1610612750.0,MIN,,,,Conley,M. Conley,,,,,,,,,,,,,,,,,,,,,,,,,,
88,PT06M27.00S,2023-11-15T03:29:24.6Z,1,REGULAR,substitution,out,[],203497,,,1610612750,8,5,2023-11-15T03:29:45Z,850000,False,,,0,,SUB out: R. Gobert,[203497],1610612750.0,MIN,,,,Gobert,R. Gobert,,,,,,,,,,,,,,,,,,,,,,,,,,
89,PT06M27.00S,2023-11-15T03:29:24.6Z,1,REGULAR,substitution,in,[],203937,,,1610612750,8,5,2023-11-15T03:29:45Z,860000,False,,,0,,SUB in: K. Anderson,[203937],1610612750.0,MIN,,,,Anderson,K. Anderson,,,,,,,,,,,,,,,,,,,,,,,,,,
90,PT06M27.00S,2023-11-15T03:29:24.6Z,1,REGULAR,substitution,in,[],1629675,,,1610612750,8,5,2023-11-15T03:29:45Z,870000,False,,,0,,SUB in: N. Reid,[1629675],1610612750.0,MIN,,,,Reid,N. Reid,,,,,,,,,,,,,,,,,,,,,,,,,,
91,PT06M12.00S,2023-11-15T03:30:11.7Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1629675,9.543363994743759,40.19607843137255,1610612750,8,7,2023-11-15T03:30:19Z,880000,False,49.0,37.0,1,left,N. Reid 6' driving Layup (2 PTS),[1629675],1610612750.0,MIN,driving,,,Reid,N. Reid,,,,,In The Paint (Non-RA),0-8 Center,6.15,Made,,,,,,,,,,,2.0,,,,,,,
92,PT05M57.00S,2023-11-15T03:30:29.5Z,1,REGULAR,foul,personal,[],1629675,,,1610612744,8,7,2023-11-15T03:37:31Z,890000,False,,,0,,N. Reid personal FOUL (1 PF),"[1629675, 1641764]",1610612750.0,MIN,,,,Reid,N. Reid,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,1626302.0,,1.0,0.0,Podziemski,1641764.0,,,,,,,,
94,PT05M57.00S,2023-11-15T03:30:43.6Z,1,REGULAR,substitution,out,[],203967,,,1610612744,8,7,2023-11-15T03:30:52Z,910000,False,,,0,,SUB out: D. Saric,[203967],1610612744.0,GSW,,,,Saric,D. Saric,,,,,,,,,,,,,,,,,,,,,,,,,,
95,PT05M57.00S,2023-11-15T03:30:43.6Z,1,REGULAR,substitution,in,[],1630228,,,1610612744,8,7,2023-11-15T03:30:52Z,920000,False,,,0,,SUB in: J. Kuminga,[1630228],1610612744.0,GSW,,,,Kuminga,J. Kuminga,,,,,,,,,,,,,,,,,,,,,,,,,,
96,PT05M50.00S,2023-11-15T03:31:02.2Z,1,REGULAR,2pt,Jump Shot,[],203952,77.08607095926413,62.5,1610612744,10,7,2023-11-15T03:31:06Z,930000,False,62.0,163.0,1,right,A. Wiggins 17' Jump Shot (2 PTS) (J. Kuminga 1 AST),"[203952, 1630228]",1610612744.0,GSW,,,,Wiggins,A. Wiggins,,,,,Mid-Range,16-24 Right Center,17.45,Made,,,,,,,,,,,2.0,J. Kuminga,1630228.0,1.0,,,,
99,PT05M33.00S,2023-11-15T03:31:17.9Z,1,REGULAR,3pt,Jump Shot,[],1626157,5.863994743758213,95.83333333333334,1610612750,10,7,2023-11-15T03:31:22Z,960000,False,-229.0,3.0,1,left,MISS K. Towns 3PT,[1626157],1610612750.0,MIN,,,,Towns,K. Towns,,,,,Left Corner 3,24+ Left,22.92,Missed,,,,,,,,,,,,,,,,,,
100,PT05M30.00S,2023-11-15T03:31:20.9Z,1,REGULAR,rebound,defensive,[],203952,,,1610612744,10,7,2023-11-15T03:31:22Z,970000,False,,,0,,A. Wiggins REBOUND (Off:1 Def:1),[203952],1610612744.0,GSW,,,,Wiggins,A. Wiggins,,,,,Left Corner 3,24+ Left,,,99.0,2.0,1.0,1.0,,,,,,,,,,,,,,
101,PT05M24.00S,2023-11-15T03:31:26.8Z,1,REGULAR,2pt,Jump Shot,[],101108,80.6340341655716,73.0392156862745,1610612744,10,7,2023-11-15T03:31:32Z,980000,False,115.0,130.0,1,right,MISS C. Paul 17' pullup Shot,[101108],1610612744.0,GSW,pullup,,,Paul,C. Paul,,,,,Mid-Range,16-24 Right Center,17.33,Missed,,,,,,,,,,,,,,,,,,
102,PT05M20.00S,2023-11-15T03:31:30.8Z,1,REGULAR,rebound,defensive,[],203937,,,1610612750,10,7,2023-11-15T03:31:32Z,990000,False,,,0,,K. Anderson REBOUND (Off:0 Def:1),[203937],1610612750.0,MIN,,,,Anderson,K. Anderson,,,,,Mid-Range,16-24 Right Center,,,101.0,1.0,1.0,0.0,,,,,,,,,,,,,,
103,PT05M15.00S,2023-11-15T03:31:35.6Z,1,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint']",1626157,5.469776609724048,49.754901960784316,1610612750,10,9,2023-11-15T03:39:28Z,1000000,False,1.0,-1.0,1,left,K. Towns running reverse Layup (2 PTS) (K. Anderson 1 AST),"[1626157, 203937]",1610612750.0,MIN,running reverse,,,Towns,K. Towns,,,,,Restricted Area,0-8 Center,0.16,Made,,,,,,,,,,,2.0,K. Anderson,203937.0,1.0,,,,
106,PT04M58.00S,2023-11-15T03:31:52.9Z,1,REGULAR,3pt,Jump Shot,[],1641764,69.59592641261499,23.52941176470588,1610612744,13,9,2023-11-15T03:32:03Z,1020000,False,-132.0,233.0,1,right,B. Podziemski 26' 3PT pullup (5 PTS),[1641764],1610612744.0,GSW,pullup,,,Podziemski,B. Podziemski,,,,,Above the Break 3,24+ Left Center,26.83,Made,,,,,,,,,,,5.0,,,,,,,
107,PT04M43.00S,2023-11-15T03:32:08.2Z,1,REGULAR,3pt,Jump Shot,[],1626157,32.013797634691194,63.970588235294116,1610612750,13,9,2023-11-15T03:32:13Z,1030000,False,-70.0,248.0,1,left,MISS K. Towns 25' 3PT,[1626157],1610612750.0,MIN,,,,Towns,K. Towns,,,,,Above the Break 3,24+ Center,25.8,Missed,,,,,,,,,,,,,,,,,,
108,PT04M39.00S,2023-11-15T03:32:12.2Z,1,REGULAR,rebound,defensive,[],1630228,,,1610612744,13,9,2023-11-15T03:32:13Z,1040000,False,,,0,,J. Kuminga REBOUND (Off:0 Def:1),[1630228],1610612744.0,GSW,,,,Kuminga,J. Kuminga,,,,,Above the Break 3,24+ Center,,,107.0,1.0,1.0,0.0,,,,,,,,,,,,,,
109,PT04M34.00S,2023-11-15T03:32:17.4Z,1,REGULAR,3pt,Jump Shot,[],203952,82.9993429697766,94.11764705882352,1610612744,13,9,2023-11-15T03:32:26Z,1050000,False,221.0,107.0,1,right,MISS A. Wiggins 24' 3PT,[203952],1610612744.0,GSW,,,,Wiggins,A. Wiggins,,,,,Above the Break 3,24+ Right Center,24.53,Missed,,,,,,,,,,,,,,,,,,
110,PT04M30.00S,2023-11-15T03:32:21.4Z,1,REGULAR,rebound,defensive,[],1626157,,,1610612750,13,9,2023-11-15T03:32:26Z,1060000,False,,,0,,K. Towns REBOUND (Off:0 Def:1),[1626157],1610612750.0,MIN,,,,Towns,K. Towns,,,,,Above the Break 3,24+ Right Center,,,109.0,1.0,1.0,0.0,,,,,,,,,,,,,,
111,PT04M22.00S,2023-11-15T03:32:29.6Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1626157,6.783837056504599,42.64705882352941,1610612750,13,11,2023-11-15T03:32:41Z,1070000,False,37.0,11.0,1,left,K. Towns driving Layup (4 PTS) (A. Edwards 1 AST),"[1626157, 1630162]",1610612750.0,MIN,driving,,,Towns,K. Towns,,,,,Restricted Area,0-8 Center,3.85,Made,,,,,,,,,,,4.0,A. Edwards,1630162.0,1.0,,,,
113,PT04M22.00S,2023-11-15T03:32:39.0Z,1,REGULAR,foul,personal,['1freethrow'],1626172,,,1610612750,13,11,2023-11-15T03:33:09Z,1090000,False,,,0,,K. Looney personal FOUL (2 PF) (Towns 1 FT),"[1626172, 1626157]",1610612744.0,GSW,,,,Looney,K. Looney,,,,,Restricted Area,0-8 Center,,,,,,,204059.0,,2.0,0.0,Towns,1626157.0,,,,,,,,
115,PT04M22.00S,2023-11-15T03:32:59.5Z,1,REGULAR,substitution,out,[],101108,,,1610612750,13,11,2023-11-15T03:33:08Z,1110000,False,,,0,,SUB out: C. Paul,[101108],1610612744.0,GSW,,,,Paul,C. Paul,,,,,,,,,,,,,,,,,,,,,,,,,,
116,PT04M22.00S,2023-11-15T03:32:59.5Z,1,REGULAR,substitution,out,[],203952,,,1610612750,13,11,2023-11-15T03:33:08Z,1120000,False,,,0,,SUB out: A. Wiggins,[203952],1610612744.0,GSW,,,,Wiggins,A. Wiggins,,,,,,,,,,,,,,,,,,,,,,,,,,
117,PT04M22.00S,2023-11-15T03:32:59.5Z,1,REGULAR,substitution,in,[],202709,,,1610612750,13,11,2023-11-15T03:33:08Z,1130000,False,,,0,,SUB in: C. Joseph,[202709],1610612744.0,GSW,,,,Joseph,C. Joseph,,,,,,,,,,,,,,,,,,,,,,,,,,
118,PT04M22.00S,2023-11-15T03:32:59.5Z,1,REGULAR,substitution,in,[],1627780,,,1610612750,13,11,2023-11-15T03:33:08Z,1140000,False,,,0,,SUB in: G. Payton II,[1627780],1610612744.0,GSW,,,,Payton II,G. Payton II,,,,,,,,,,,,,,,,,,,,,,,,,,
119,PT04M22.00S,2023-11-15T03:33:10.9Z,1,REGULAR,freethrow,1 of 1,[],1626157,,,1610612750,13,12,2023-11-15T03:33:10Z,1150000,False,,,0,,K. Towns Free Throw 1 of 1 (5 PTS),[1626157],1610612750.0,MIN,,,,Towns,K. Towns,,,,,,,,Made,,,,,,,,,,,5.0,,,,,,,
120,PT04M14.00S,2023-11-15T03:33:18.9Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],1627780,87.86136662286465,53.18627450980392,1610612744,15,12,2023-11-15T03:33:31Z,1160000,False,16.0,62.0,1,right,G. Payton II 6' cutting DUNK (2 PTS) (B. Podziemski 1 AST),"[1627780, 1641764]",1610612744.0,GSW,cutting,,,Payton II,G. Payton II,,,,,In The Paint (Non-RA),0-8 Center,6.36,Made,,,,,,,,,,,2.0,B. Podziemski,1641764.0,1.0,,,,
122,PT03M58.00S,2023-11-15T03:33:34.5Z,1,REGULAR,3pt,Jump Shot,[],1629675,27.94021024967148,14.705882352941178,1610612750,15,15,2023-11-15T03:33:38Z,1180000,False,176.0,210.0,1,left,N. Reid 27' 3PT  (5 PTS) (A. Edwards 2 AST),"[1629675, 1630162]",1610612750.0,MIN,,,,Reid,N. Reid,,,,,Above the Break 3,24+ Right Center,27.44,Made,,,,,,,,,,,5.0,A. Edwards,1630162.0,2.0,,,,
124,PT03M37.00S,2023-11-15T03:33:55.3Z,1,REGULAR,2pt,Jump Shot,[],1626172,95.74572930354796,79.65686274509804,1610612744,17,15,2023-11-15T03:33:59Z,1200000,False,148.0,-13.0,1,right,K. Looney 14' Jump Shot (2 PTS) (B. Podziemski 2 AST),"[1626172, 1641764]",1610612744.0,GSW,,,,Looney,K. Looney,,,,,Mid-Range,8-16 Right,14.88,Made,,,,,,,,,,,2.0,B. Podziemski,1641764.0,2.0,,,,
126,PT03M28.00S,2023-11-15T03:34:06.5Z,1,REGULAR,turnover,out-of-bounds,[],1629638,,,1610612750,17,15,2023-11-15T03:34:13Z,1220000,False,,,0,,N. Alexander-Walker step out-of-bounds TURNOVER (1 TO),[1629638],1610612750.0,MIN,step,,,Alexander-Walker,N. Alexander-Walker,,,,,Above the Break 3,24+ Right Center,,,,,,,1626302.0,1.0,,,,,,,,,,,,
127,PT03M28.00S,2023-11-15T03:34:12.7Z,1,REGULAR,substitution,out,[],1626157,,,1610612744,17,15,2023-11-15T03:34:25Z,1230000,False,,,0,,SUB out: K. Towns,[1626157],1610612750.0,MIN,,,,Towns,K. Towns,,,,,,,,,,,,,,,,,,,,,,,,,,
128,PT03M28.00S,2023-11-15T03:34:12.7Z,1,REGULAR,substitution,in,[],1629003,,,1610612744,17,15,2023-11-15T03:34:25Z,1240000,False,,,0,,SUB in: S. Milton,[1629003],1610612750.0,MIN,,,,Milton,S. Milton,,,,,,,,,,,,,,,,,,,,,,,,,,
129,PT03M08.00S,2023-11-15T03:34:39.5Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],202709,85.49605781865965,96.81372549019608,1610612744,20,15,2023-11-15T03:34:56Z,1250000,False,234.0,84.0,1,right,C. Joseph 24' 3PT bank (3 PTS) (G. Payton II 1 AST),"[202709, 1627780]",1610612744.0,GSW,bank,,,Joseph,C. Joseph,,,,,Right Corner 3,24+ Right,24.86,Made,,,,,,,,,,,3.0,G. Payton II,1627780.0,1.0,,,,
130,PT02M53.00S,2023-11-15T03:34:58.9Z,1,REGULAR,foul,personal,[],202709,,,1610612750,20,15,2023-11-15T03:35:14Z,1260000,False,,,0,,C. Joseph personal FOUL (1 PF),"[202709, 1629638]",1610612744.0,GSW,,,,Joseph,C. Joseph,,,,,Restricted Area,0-8 Center,,,,,,,1628159.0,,1.0,0.0,Alexander-Walker,1629638.0,,,,,,,,
132,PT02M53.00S,2023-11-15T03:35:17.0Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612750,20,15,2023-11-15T03:35:17Z,1280000,False,,,0,,MIN Timeout,[],1610612750.0,MIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
134,PT02M53.00S,2023-11-15T03:37:36.6Z,1,REGULAR,substitution,out,[],1626172,,,1610612750,20,15,2023-11-15T03:37:49Z,1290000,False,,,0,,SUB out: K. Looney,[1626172],1610612744.0,GSW,,,,Looney,K. Looney,,,,,,,,,,,,,,,,,,,,,,,,,,
135,PT02M53.00S,2023-11-15T03:37:36.6Z,1,REGULAR,substitution,out,[],1629638,,,1610612750,20,15,2023-11-15T03:37:49Z,1300000,False,,,0,,SUB out: N. Alexander-Walker,[1629638],1610612750.0,MIN,,,,Alexander-Walker,N. Alexander-Walker,,,,,,,,,,,,,,,,,,,,,,,,,,
136,PT02M53.00S,2023-11-15T03:37:36.6Z,1,REGULAR,substitution,in,[],1631218,,,1610612750,20,15,2023-11-15T03:37:49Z,1310000,False,,,0,,SUB in: T. Jackson-Davis,[1631218],1610612744.0,GSW,,,,Jackson-Davis,T. Jackson-Davis,,,,,,,,,,,,,,,,,,,,,,,,,,
137,PT02M53.00S,2023-11-15T03:37:36.6Z,1,REGULAR,substitution,in,[],203497,,,1610612750,20,15,2023-11-15T03:37:49Z,1320000,False,,,0,,SUB in: R. Gobert,[203497],1610612750.0,MIN,,,,Gobert,R. Gobert,,,,,,,,,,,,,,,,,,,,,,,,,,
138,PT02M38.00S,2023-11-15T03:38:15.4Z,1,REGULAR,3pt,Jump Shot,[],203937,32.14520367936925,66.91176470588235,1610612750,20,15,2023-11-15T03:38:25Z,1330000,False,-85.0,250.0,1,left,MISS K. Anderson 26' 3PT,[203937],1610612750.0,MIN,,,,Anderson,K. Anderson,,,,,Above the Break 3,24+ Left Center,26.36,Missed,,,,,,,,,,,,,,,,,,
139,PT02M34.00S,2023-11-15T03:38:18.8Z,1,REGULAR,rebound,defensive,[],1627780,,,1610612744,20,15,2023-11-15T03:38:18Z,1340000,False,,,0,,G. Payton II REBOUND (Off:0 Def:1),[1627780],1610612744.0,GSW,,,,Payton II,G. Payton II,,,,,Above the Break 3,24+ Left Center,,,138.0,1.0,1.0,0.0,,,,,,,,,,,,,,
140,PT02M33.00S,2023-11-15T03:38:21.7Z,1,REGULAR,foul,personal,[],203937,,,1610612744,20,15,2023-11-15T03:38:31Z,1350000,False,,,0,,K. Anderson personal FOUL (1 PF),"[203937, 1627780]",1610612750.0,MIN,,,,Anderson,K. Anderson,,,,,Above the Break 3,24+ Right Center,,,,,,,204059.0,,1.0,0.0,Payton II,1627780.0,,,,,,,,
142,PT02M25.00S,2023-11-15T03:38:55.5Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],202709,88.38699080157687,52.69607843137255,1610612744,20,15,2023-11-15T03:38:59Z,1370000,False,13.0,57.0,1,right,MISS C. Joseph pullup Shot - blocked,"[202709, 203937]",1610612744.0,GSW,pullup,,,Joseph,C. Joseph,,,,,In The Paint (Non-RA),0-8 Center,5.83,Missed,,,,,,,,,,,,,,,,,Anderson,203937.0
143,PT02M25.00S,2023-11-15T03:38:55.5Z,1,REGULAR,block,,[],203937,,,1610612744,20,15,2023-11-15T03:38:59Z,1380000,False,,,0,,K. Anderson BLOCK (1 BLK),[203937],1610612750.0,MIN,,,,Anderson,K. Anderson,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
144,PT02M22.00S,2023-11-15T03:38:58.5Z,1,REGULAR,rebound,defensive,[],1629003,,,1610612750,20,15,2023-11-15T03:38:59Z,1390000,False,,,0,,S. Milton REBOUND (Off:0 Def:1),[1629003],1610612750.0,MIN,,,,Milton,S. Milton,,,,,In The Paint (Non-RA),0-8 Center,,,142.0,1.0,1.0,0.0,,,,,,,,,,,,,,
146,PT02M02.00S,2023-11-15T03:39:37.5Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1629675,7.703679369250986,58.333333333333336,1610612750,20,17,2023-11-15T03:45:51Z,1410000,False,-42.0,20.0,1,left,N. Reid driving Layup (7 PTS),[1629675],1610612750.0,MIN,driving,,,Reid,N. Reid,,,,,In The Paint (Non-RA),0-8 Center,4.62,Made,,,,,,,,,,,7.0,,,,,,,
147,PT01M48.00S,2023-11-15T03:39:52.0Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1641764,79.97700394218134,46.568627450980394,1610612744,22,17,2023-11-15T03:46:15Z,1420000,False,-17.0,136.0,1,right,B. Podziemski 13' driving floating Jump Shot (7 PTS) (T. Jackson-Davis 1 AST),"[1641764, 1631218]",1610612744.0,GSW,driving floating,,,Podziemski,B. Podziemski,,,,,In The Paint (Non-RA),8-16 Center,13.68,Made,,,,,,,,,,,7.0,T. Jackson-Davis,1631218.0,1.0,,,,
148,PT01M33.00S,2023-11-15T03:40:06.5Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],203937,5.863994743758213,45.09803921568628,1610612750,22,17,2023-11-15T03:46:45Z,1430000,False,25.0,3.0,1,left,MISS K. Anderson driving bank Hook,[203937],1610612750.0,MIN,driving bank,,,Anderson,K. Anderson,,,,,Restricted Area,0-8 Center,2.46,Missed,,,,,,,,,,,,,,,,,,
149,PT01M29.00S,2023-11-15T03:40:10.5Z,1,REGULAR,rebound,defensive,[],1631218,,,1610612744,22,17,2023-11-15T03:40:18Z,1440000,False,,,0,,T. Jackson-Davis REBOUND (Off:0 Def:1),[1631218],1610612744.0,GSW,,,,Jackson-Davis,T. Jackson-Davis,,,,,Restricted Area,0-8 Center,,,148.0,1.0,1.0,0.0,,,,,,,,,,,,,,
150,PT01M24.00S,2023-11-15T03:40:19.0Z,1,REGULAR,foul,personal,[],1629003,,,1610612744,22,17,2023-11-15T03:40:28Z,1450000,False,,,0,,S. Milton personal FOUL (1 PF),"[1629003, 1627780]",1610612750.0,MIN,,,,Milton,S. Milton,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,1626302.0,,1.0,0.0,Payton II,1627780.0,,,,,,,,
152,PT01M11.00S,2023-11-15T03:40:51.7Z,1,REGULAR,3pt,Jump Shot,[],1627780,84.44480946123521,2.2058823529411766,1610612744,25,17,2023-11-15T03:40:56Z,1470000,False,-239.0,94.0,1,right,G. Payton II 25' 3PT  (5 PTS) (B. Podziemski 3 AST),"[1627780, 1641764]",1610612744.0,GSW,,,,Payton II,G. Payton II,,,,,Above the Break 3,24+ Left,25.67,Made,,,,,,,,,,,5.0,B. Podziemski,1641764.0,3.0,,,,
154,PT00M59.10S,2023-11-15T03:41:04.0Z,1,REGULAR,2pt,Jump Shot,[],1630162,22.946780551905388,38.72549019607843,1610612750,25,19,2023-11-15T03:41:08Z,1490000,False,56.0,163.0,1,left,A. Edwards 17' pullup Jump Shot (4 PTS),[1630162],1610612750.0,MIN,pullup,,,Edwards,A. Edwards,,,,,Mid-Range,16-24 Right Center,17.27,Made,,,,,,,,,,,4.0,,,,,,,
155,PT00M50.00S,2023-11-15T03:41:16.3Z,1,REGULAR,3pt,Jump Shot,[],202709,70.38436268068331,21.07843137254902,1610612744,28,19,2023-11-15T03:41:31Z,1500000,False,-145.0,226.0,1,right,C. Joseph 26' 3PT  (6 PTS) (T. Jackson-Davis 2 AST),"[202709, 1631218]",1610612744.0,GSW,,,,Joseph,C. Joseph,,,,,Above the Break 3,24+ Left Center,26.82,Made,,,,,,,,,,,6.0,T. Jackson-Davis,1631218.0,2.0,,,,
157,PT00M42.60S,2023-11-15T03:41:28.2Z,1,REGULAR,3pt,Jump Shot,[],1629003,22.026938239159,6.61764705882353,1610612750,28,19,2023-11-15T03:41:33Z,1520000,False,217.0,155.0,1,left,MISS S. Milton 26' pullup 3PT,[1629003],1610612750.0,MIN,pullup,,,Milton,S. Milton,,,,,Above the Break 3,24+ Right Center,26.64,Missed,,,,,,,,,,,,,,,,,,
158,PT00M42.60S,2023-11-15T03:41:28.2Z,1,REGULAR,rebound,defensive,[],1641764,,,1610612744,28,19,2023-11-15T03:41:33Z,1530000,False,,,0,,B. Podziemski REBOUND (Off:1 Def:1),[1641764],1610612744.0,GSW,,,,Podziemski,B. Podziemski,,,,,Above the Break 3,24+ Right Center,,,157.0,2.0,1.0,1.0,,,,,,,,,,,,,,
159,PT00M34.70S,2023-11-15T03:41:36.2Z,1,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint']",1641764,92.06636005256242,45.588235294117645,1610612744,30,19,2023-11-15T03:48:14Z,1540000,False,-22.0,22.0,1,right,B. Podziemski running Layup (9 PTS),[1641764],1610612744.0,GSW,running,,,Podziemski,B. Podziemski,,,,,Restricted Area,0-8 Center,3.13,Made,,,,,,,,,,,9.0,,,,,,,
160,PT00M17.20S,2023-11-15T03:41:58.4Z,1,REGULAR,3pt,Jump Shot,[],1630162,29.122864651773984,19.11764705882353,1610612750,30,22,2023-11-15T03:48:59Z,1550000,False,154.0,221.0,1,left,A. Edwards 26' 3PT pullup (7 PTS) (R. Gobert 1 AST),"[1630162, 203497]",1610612750.0,MIN,pullup,,,Edwards,A. Edwards,,,,,Above the Break 3,24+ Right Center,26.98,Made,,,,,,,,,,,7.0,R. Gobert,203497.0,1.0,,,,
162,PT00M02.70S,2023-11-15T03:42:17.8Z,1,REGULAR,3pt,Jump Shot,[],1630228,67.49342969776609,75.98039215686273,1610612744,30,22,2023-11-15T03:42:25Z,1570000,False,130.0,253.0,1,right,MISS J. Kuminga 28' 3PT,[1630228],1610612744.0,GSW,,,,Kuminga,J. Kuminga,,,,,Above the Break 3,24+ Right Center,28.45,Missed,,,,,,,,,,,,,,,,,,
163,PT00M02.70S,2023-11-15T03:42:17.8Z,1,REGULAR,rebound,defensive,[],1630162,,,1610612750,30,22,2023-11-15T03:42:25Z,1580000,False,,,0,,A. Edwards REBOUND (Off:0 Def:1),[1630162],1610612750.0,MIN,,,,Edwards,A. Edwards,,,,,Above the Break 3,24+ Right Center,,,162.0,1.0,1.0,0.0,,,,,,,,,,,,,,
164,PT00M00.00S,2023-11-15T03:42:31.1Z,1,REGULAR,period,end,[],0,,,1610612750,30,22,2023-11-15T03:42:31Z,1590000,False,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
165,PT12M00.00S,2023-11-15T03:44:34.8Z,2,REGULAR,substitution,out,['startperiod'],202709,,,1610612750,30,22,2023-11-15T03:44:55Z,1600000,False,,,0,,SUB out: C. Joseph,[202709],1610612744.0,GSW,,,,Joseph,C. Joseph,,,,,,,,,,,,,,,,,,,,,,,,,,
166,PT12M00.00S,2023-11-15T03:44:34.8Z,2,REGULAR,substitution,out,['startperiod'],1641764,,,1610612750,30,22,2023-11-15T03:44:55Z,1610000,False,,,0,,SUB out: B. Podziemski,[1641764],1610612744.0,GSW,,,,Podziemski,B. Podziemski,,,,,,,,,,,,,,,,,,,,,,,,,,
167,PT12M00.00S,2023-11-15T03:44:34.8Z,2,REGULAR,substitution,out,['startperiod'],1630162,,,1610612750,30,22,2023-11-15T03:44:55Z,1620000,False,,,0,,SUB out: A. Edwards,[1630162],1610612750.0,MIN,,,,Edwards,A. Edwards,,,,,,,,,,,,,,,,,,,,,,,,,,
168,PT12M00.00S,2023-11-15T03:44:34.8Z,2,REGULAR,substitution,in,['startperiod'],1630541,,,1610612750,30,22,2023-11-15T03:44:55Z,1630000,False,,,0,,SUB in: M. Moody,[1630541],1610612744.0,GSW,,,,Moody,M. Moody,,,,,,,,,,,,,,,,,,,,,,,,,,
169,PT12M00.00S,2023-11-15T03:44:34.8Z,2,REGULAR,substitution,in,['startperiod'],101108,,,1610612750,30,22,2023-11-15T03:44:55Z,1640000,False,,,0,,SUB in: C. Paul,[101108],1610612744.0,GSW,,,,Paul,C. Paul,,,,,,,,,,,,,,,,,,,,,,,,,,
170,PT12M00.00S,2023-11-15T03:44:34.8Z,2,REGULAR,substitution,in,['startperiod'],201144,,,1610612750,30,22,2023-11-15T03:44:55Z,1650000,False,,,0,,SUB in: M. Conley,[201144],1610612750.0,MIN,,,,Conley,M. Conley,,,,,,,,,,,,,,,,,,,,,,,,,,
171,PT12M00.00S,2023-11-15T03:45:07.9Z,2,REGULAR,period,start,[],0,,,1610612750,30,22,2023-11-15T03:45:07Z,1660000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
176,PT11M35.00S,2023-11-15T03:45:51.3Z,2,REGULAR,2pt,Jump Shot,[],203497,3.3672798948751645,17.15686274509804,1610612750,30,22,2023-11-15T04:15:26Z,1710000,False,164.0,-21.0,1,left,MISS R. Gobert 16' fadeaway Shot,[203497],1610612750.0,MIN,fadeaway,,,Gobert,R. Gobert,,,,,Mid-Range,16-24 Right,16.55,Missed,,,,,,,,,,,,,,,,,,
177,PT11M35.00S,2023-11-15T03:45:51.3Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612750,30,22,2023-11-15T03:45:57Z,1720000,False,,,0,,TEAM offensive REBOUND,[],1610612750.0,MIN,,,,,,,,,,Mid-Range,16-24 Right,,,176.0,,,,,,,,,,,,,,,,,
