actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,blockPlayerName,blockPersonId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,turnoverTotal,stealPlayerName,stealPersonId
85,PT04M23.00S,2024-03-23T02:24:17.3Z,1,REGULAR,freethrow,1 of 2,[],1629614,,,1610612754,24,21,2024-03-23T02:24:17Z,840000,False,,,0,,A. Nembhard Free Throw 1 of 2 (3 PTS),[1629614],1610612754.0,IND,,,,Nembhard,A. Nembhard,,,,,,,,Made,3.0,,,,,,,,,,,,,,,,,
86,PT04M23.00S,2024-03-23T02:24:17.8Z,1,REGULAR,substitution,out,[],203952,,,1610612754,24,21,2024-03-23T02:24:27Z,850000,False,,,0,,SUB out: A. Wiggins,[203952],1610612744.0,GSW,,,,Wiggins,A. Wiggins,,,,,,,,,,,,,,,,,,,,,,,,,,
87,PT04M23.00S,2024-03-23T02:24:17.8Z,1,REGULAR,substitution,out,[],203110,,,1610612754,24,21,2024-03-23T02:24:27Z,860000,False,,,0,,SUB out: D. Green,[203110],1610612744.0,GSW,,,,Green,D. Green,,,,,,,,,,,,,,,,,,,,,,,,,,
88,PT04M23.00S,2024-03-23T02:24:17.8Z,1,REGULAR,substitution,out,[],1630174,,,1610612754,24,21,2024-03-23T02:24:27Z,870000,False,,,0,,SUB out: A. Nesmith,[1630174],1610612754.0,IND,,,,Nesmith,A. Nesmith,,,,,,,,,,,,,,,,,,,,,,,,,,
89,PT04M23.00S,2024-03-23T02:24:17.8Z,1,REGULAR,substitution,out,[],1626167,,,1610612754,24,21,2024-03-23T02:24:27Z,880000,False,,,0,,SUB out: M. Turner,[1626167],1610612754.0,IND,,,,Turner,M. Turner,,,,,,,,,,,,,,,,,,,,,,,,,,
90,PT04M23.00S,2024-03-23T02:24:17.8Z,1,REGULAR,substitution,in,[],1631218,,,1610612754,24,21,2024-03-23T02:24:27Z,890000,False,,,0,,SUB in: T. Jackson-Davis,[1631218],1610612744.0,GSW,,,,Jackson-Davis,T. Jackson-Davis,,,,,,,,,,,,,,,,,,,,,,,,,,
91,PT04M23.00S,2024-03-23T02:24:17.8Z,1,REGULAR,substitution,in,[],1627780,,,1610612754,24,21,2024-03-23T02:24:27Z,900000,False,,,0,,SUB in: G. Payton II,[1627780],1610612744.0,GSW,,,,Payton II,G. Payton II,,,,,,,,,,,,,,,,,,,,,,,,,,
92,PT04M23.00S,2024-03-23T02:24:17.8Z,1,REGULAR,substitution,in,[],1630188,,,1610612754,24,21,2024-03-23T02:24:27Z,910000,False,,,0,,SUB in: J. Smith,[1630188],1610612754.0,IND,,,,Smith,J. Smith,,,,,,,,,,,,,,,,,,,,,,,,,,
93,PT04M23.00S,2024-03-23T02:24:17.8Z,1,REGULAR,substitution,in,[],1641767,,,1610612754,24,21,2024-03-23T02:24:27Z,920000,False,,,0,,SUB in: B. Sheppard,[1641767],1610612754.0,IND,,,,Sheppard,B. Sheppard,,,,,,,,,,,,,,,,,,,,,,,,,,
94,PT04M23.00S,2024-03-23T02:24:32.9Z,1,REGULAR,freethrow,2 of 2,[],1629614,,,1610612754,24,22,2024-03-23T02:24:32Z,930000,False,,,0,,A. Nembhard Free Throw 2 of 2 (4 PTS),[1629614],1610612754.0,IND,,,,Nembhard,A. Nembhard,,,,,,,,Made,4.0,,,,,,,,,,,,,,,,,
95,PT04M05.00S,2024-03-23T02:25:01.0Z,1,REGULAR,turnover,bad pass,[],1630228,,,1610612744,24,22,2024-03-23T02:25:11Z,940000,False,,,0,,J. Kuminga bad pass TURNOVER (1 TO),"[1630228, 1630188]",1610612744.0,GSW,,,,Kuminga,J. Kuminga,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,1.0,Smith,1630188.0
96,PT04M05.00S,2024-03-23T02:25:01.0Z,1,REGULAR,steal,,[],1630188,,,1610612754,24,22,2024-03-23T02:25:04Z,950000,False,,,0,,J. Smith STEAL (1 STL),[1630188],1610612754.0,IND,,,,Smith,J. Smith,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
97,PT04M00.00S,2024-03-23T02:25:06.0Z,1,REGULAR,3pt,Jump Shot,"['fastbreak', 'fromturnover']",1641767,94.03745072273325,96.56862745098039,1610612754,24,22,2024-03-23T02:28:54Z,960000,False,233.0,4.0,1,right,MISS B. Sheppard running 3PT,[1641767],1610612754.0,IND,running,,,Sheppard,B. Sheppard,,,,,Right Corner 3,24+ Right,23.28,Missed,,,,,,,,,,,,,,,,,,
98,PT03M59.00S,2024-03-23T02:25:07.0Z,1,REGULAR,rebound,defensive,[],201939,,,1610612744,24,22,2024-03-23T02:28:54Z,970000,False,,,0,,S. Curry REBOUND (Off:1 Def:1),[201939],1610612744.0,GSW,,,,Curry,S. Curry,,,,,Right Corner 3,24+ Right,,,,,,,97.0,2.0,1.0,1.0,,,,,,,,,,
99,PT03M54.00S,2024-03-23T02:25:13.5Z,1,REGULAR,foul,personal,['2freethrow'],1629614,,,1610612744,24,22,2024-03-23T02:25:22Z,980000,False,,,0,,A. Nembhard shooting personal FOUL (1 PF) (Payton II 2 FT),"[1629614, 1627780]",1610612754.0,IND,shooting,,,Nembhard,A. Nembhard,,,,,Restricted Area,0-8 Center,,,,,,,,,,,202007.0,,,1.0,0.0,Payton II,1627780.0,,,
101,PT03M54.00S,2024-03-23T02:25:38.6Z,1,REGULAR,freethrow,1 of 2,['fastbreak'],1627780,,,1610612744,24,22,2024-03-23T02:25:38Z,1000000,False,,,0,,MISS G. Payton II Free Throw 1 of 2,[1627780],1610612744.0,GSW,,,,Payton II,G. Payton II,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
102,PT03M54.00S,2024-03-23T02:25:38.6Z,1,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612744,24,22,2024-03-23T02:25:38Z,1010000,False,,,0,,TEAM offensive REBOUND,[],1610612744.0,GSW,,,,,,,,,,,,,,,,,,101.0,,,,,,,,,,,,,
103,PT03M54.00S,2024-03-23T02:25:39.2Z,1,REGULAR,substitution,out,[],1630228,,,1610612744,24,22,2024-03-23T02:25:56Z,1020000,False,,,0,,SUB out: J. Kuminga,[1630228],1610612744.0,GSW,,,,Kuminga,J. Kuminga,,,,,,,,,,,,,,,,,,,,,,,,,,
104,PT03M54.00S,2024-03-23T02:25:39.2Z,1,REGULAR,substitution,out,[],201939,,,1610612744,24,22,2024-03-23T02:25:56Z,1030000,False,,,0,,SUB out: S. Curry,[201939],1610612744.0,GSW,,,,Curry,S. Curry,,,,,,,,,,,,,,,,,,,,,,,,,,
105,PT03M54.00S,2024-03-23T02:25:39.2Z,1,REGULAR,substitution,out,[],1629614,,,1610612744,24,22,2024-03-23T02:25:56Z,1040000,False,,,0,,SUB out: A. Nembhard,[1629614],1610612754.0,IND,,,,Nembhard,A. Nembhard,,,,,,,,,,,,,,,,,,,,,,,,,,
106,PT03M54.00S,2024-03-23T02:25:39.2Z,1,REGULAR,substitution,out,[],1627783,,,1610612744,24,22,2024-03-23T02:25:56Z,1050000,False,,,0,,SUB out: P. Siakam,[1627783],1610612754.0,IND,,,,Siakam,P. Siakam,,,,,,,,,,,,,,,,,,,,,,,,,,
107,PT03M54.00S,2024-03-23T02:25:39.2Z,1,REGULAR,substitution,in,[],1641764,,,1610612744,24,22,2024-03-23T02:25:56Z,1060000,False,,,0,,SUB in: B. Podziemski,[1641764],1610612744.0,GSW,,,,Podziemski,B. Podziemski,,,,,,,,,,,,,,,,,,,,,,,,,,
108,PT03M54.00S,2024-03-23T02:25:39.2Z,1,REGULAR,substitution,in,[],101108,,,1610612744,24,22,2024-03-23T02:25:56Z,1070000,False,,,0,,SUB in: C. Paul,[101108],1610612744.0,GSW,,,,Paul,C. Paul,,,,,,,,,,,,,,,,,,,,,,,,,,
109,PT03M54.00S,2024-03-23T02:25:39.2Z,1,REGULAR,substitution,in,[],1630167,,,1610612744,24,22,2024-03-23T02:25:56Z,1080000,False,,,0,,SUB in: O. Toppin,[1630167],1610612754.0,IND,,,,Toppin,O. Toppin,,,,,,,,,,,,,,,,,,,,,,,,,,
110,PT03M54.00S,2024-03-23T02:25:39.2Z,1,REGULAR,substitution,in,[],204456,,,1610612744,24,22,2024-03-23T02:25:56Z,1090000,False,,,0,,SUB in: T. McConnell,[204456],1610612754.0,IND,,,,McConnell,T. McConnell,,,,,,,,,,,,,,,,,,,,,,,,,,
111,PT03M54.00S,2024-03-23T02:26:05.2Z,1,REGULAR,freethrow,2 of 2,['fastbreak'],1627780,,,1610612744,25,22,2024-03-23T02:26:05Z,1100000,False,,,0,,G. Payton II Free Throw 2 of 2 (1 PTS),[1627780],1610612744.0,GSW,,,,Payton II,G. Payton II,,,,,,,,Made,1.0,,,,,,,,,,,,,,,,,
112,PT03M45.00S,2024-03-23T02:26:15.9Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1641767,91.14651773981603,40.931372549019606,1610612754,25,22,2024-03-23T02:31:41Z,1110000,False,-45.0,31.0,1,right,MISS B. Sheppard cutting Layup - blocked,"[1641767, 1631218]",1610612754.0,IND,cutting,,,Sheppard,B. Sheppard,,,,,In The Paint (Non-RA),0-8 Center,5.47,Missed,,,,,,,,,,Jackson-Davis,1631218.0,,,,,,,
113,PT03M45.00S,2024-03-23T02:26:15.9Z,1,REGULAR,block,,[],1631218,,,1610612754,25,22,2024-03-23T02:26:18Z,1120000,False,,,0,,T. Jackson-Davis BLOCK (1 BLK),[1631218],1610612744.0,GSW,,,,Jackson-Davis,T. Jackson-Davis,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
114,PT03M43.00S,2024-03-23T02:26:17.9Z,1,REGULAR,rebound,defensive,[],202691,,,1610612744,25,22,2024-03-23T02:31:41Z,1130000,False,,,0,,K. Thompson REBOUND (Off:0 Def:1),[202691],1610612744.0,GSW,,,,Thompson,K. Thompson,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,112.0,1.0,1.0,0.0,,,,,,,,,,
115,PT03M38.00S,2024-03-23T02:26:22.1Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],1641764,6.389618922470433,95.58823529411765,1610612744,28,22,2024-03-23T02:26:43Z,1140000,False,-228.0,8.0,1,left,B. Podziemski 3PT  (8 PTS) (C. Paul 1 AST),"[1641764, 101108]",1610612744.0,GSW,,,,Podziemski,B. Podziemski,,,,,Left Corner 3,24+ Left,22.8,Made,8.0,C. Paul,101108.0,1.0,,,,,,,,,,,,,,
117,PT03M35.00S,2024-03-23T02:26:29.2Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612754,28,22,2024-03-23T02:26:29Z,1160000,False,,,0,,IND Timeout,[],1610612754.0,IND,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
118,PT03M25.00S,2024-03-23T02:29:35.4Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],204456,91.14651773981603,58.333333333333336,1610612754,28,24,2024-03-23T02:29:40Z,1170000,False,42.0,31.0,1,right,T. McConnell driving Layup (2 PTS),[204456],1610612754.0,IND,driving,,,McConnell,T. McConnell,,,,,In The Paint (Non-RA),0-8 Center,5.18,Made,2.0,,,,,,,,,,,,,,,,,
119,PT03M13.00S,2024-03-23T02:29:49.9Z,1,REGULAR,foul,personal,[],1641767,,,1610612744,28,24,2024-03-23T02:29:56Z,1180000,False,,,0,,B. Sheppard personal FOUL (1 PF),"[1641767, 1631218]",1610612754.0,IND,,,,Sheppard,B. Sheppard,,,,,Restricted Area,0-8 Center,,,,,,,,,,,1204.0,,,1.0,0.0,Jackson-Davis,1631218.0,,,
121,PT03M04.00S,2024-03-23T02:30:17.9Z,1,REGULAR,2pt,Jump Shot,[],202691,26.49474375821288,48.77450980392157,1610612744,30,24,2024-03-23T02:30:21Z,1200000,False,6.0,197.0,1,left,K. Thompson 19' pullup Jump Shot (2 PTS) (T. Jackson-Davis 1 AST),"[202691, 1631218]",1610612744.0,GSW,pullup,,,Thompson,K. Thompson,,,,,Mid-Range,16-24 Center,19.67,Made,2.0,T. Jackson-Davis,1631218.0,1.0,,,,,,,,,,,,,,
123,PT02M53.00S,2024-03-23T02:30:27.5Z,1,REGULAR,3pt,Jump Shot,[],1630167,72.61826544021025,81.37254901960785,1610612754,30,24,2024-03-23T02:30:33Z,1220000,False,157.0,205.0,1,right,MISS O. Toppin 25' 3PT,[1630167],1610612754.0,IND,,,,Toppin,O. Toppin,,,,,Above the Break 3,24+ Right Center,25.81,Missed,,,,,,,,,,,,,,,,,,
124,PT02M51.00S,2024-03-23T02:30:30.7Z,1,REGULAR,rebound,offensive,[],1630188,,,1610612754,30,24,2024-03-23T02:30:30Z,1230000,False,,,0,,J. Smith REBOUND (Off:1 Def:0),[1630188],1610612754.0,IND,,,,Smith,J. Smith,,,,,Above the Break 3,24+ Right Center,,,,,,,123.0,1.0,0.0,1.0,,,,,,,,,,
125,PT02M44.00S,2024-03-23T02:30:37.4Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],1630169,78.40013140604468,5.637254901960785,1610612754,30,24,2024-03-23T02:30:42Z,1240000,False,-222.0,151.0,1,right,MISS T. Haliburton 26' 3PT,[1630169],1610612754.0,IND,,,,Haliburton,T. Haliburton,,,,,Above the Break 3,24+ Left Center,26.8,Missed,,,,,,,,,,,,,,,,,,
126,PT02M40.00S,2024-03-23T02:30:41.4Z,1,REGULAR,rebound,offensive,[],1641767,,,1610612754,30,24,2024-03-23T02:30:42Z,1250000,False,,,0,,B. Sheppard REBOUND (Off:1 Def:0),[1641767],1610612754.0,IND,,,,Sheppard,B. Sheppard,,,,,Above the Break 3,24+ Left Center,,,,,,,125.0,1.0,0.0,1.0,,,,,,,,,,
127,PT02M34.00S,2024-03-23T02:30:52.8Z,1,REGULAR,foul,offensive,[],1630167,,,1610612754,30,24,2024-03-23T02:31:11Z,1260000,False,,,0,,O. Toppin offensive FOUL (1 PF),"[1630167, 101108]",1610612754.0,IND,,,,Toppin,O. Toppin,,,,,Mid-Range,8-16 Left,,,,,,,,,,,1204.0,,,1.0,0.0,Paul,101108.0,,,
129,PT02M34.00S,2024-03-23T02:30:52.8Z,1,REGULAR,turnover,offensive foul,[],1630167,,,1610612754,30,24,2024-03-23T02:30:52Z,1280000,False,,,0,,O. Toppin offensive foul TURNOVER (1 TO),[1630167],1610612754.0,IND,,,,Toppin,O. Toppin,,,,,Mid-Range,8-16 Left,,,,,,,,,,,1204.0,,,,,,,1.0,,
131,PT02M34.00S,2024-03-23T02:31:09.8Z,1,REGULAR,substitution,in,[],203952,,,1610612744,30,24,2024-03-23T02:31:16Z,1300000,False,,,0,,SUB in: A. Wiggins,[203952],1610612744.0,GSW,,,,Wiggins,A. Wiggins,,,,,,,,,,,,,,,,,,,,,,,,,,
132,PT02M34.00S,2024-03-23T02:31:09.8Z,1,REGULAR,substitution,out,[],1641764,,,1610612744,30,24,2024-03-23T02:31:22Z,1310000,False,,,0,,SUB out: B. Podziemski,[1641764],1610612744.0,GSW,,,,Podziemski,B. Podziemski,,,,,,,,,,,,,,,,,,,,,,,,,,
133,PT02M21.00S,2024-03-23T02:31:40.9Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],203952,26.49474375821288,14.215686274509803,1610612744,30,24,2024-03-23T02:31:44Z,1320000,False,179.0,197.0,1,left,MISS A. Wiggins 26' 3PT,[203952],1610612744.0,GSW,,,,Wiggins,A. Wiggins,,,,,Above the Break 3,24+ Right Center,26.58,Missed,,,,,,,,,,,,,,,,,,
134,PT02M17.00S,2024-03-23T02:31:44.9Z,1,REGULAR,rebound,defensive,[],1630167,,,1610612754,30,24,2024-03-23T02:31:44Z,1330000,False,,,0,,O. Toppin REBOUND (Off:0 Def:1),[1630167],1610612754.0,IND,,,,Toppin,O. Toppin,,,,,Above the Break 3,24+ Right Center,,,,,,,133.0,1.0,1.0,0.0,,,,,,,,,,
135,PT02M08.00S,2024-03-23T02:31:52.6Z,1,REGULAR,3pt,Jump Shot,[],1630169,71.69842312746385,82.35294117647058,1610612754,30,27,2024-03-23T02:31:59Z,1340000,False,162.0,214.0,1,right,T. Haliburton 26' 3PT step back (5 PTS),[1630169],1610612754.0,IND,step back,,,Haliburton,T. Haliburton,,,,,Above the Break 3,24+ Right Center,26.79,Made,5.0,,,,,,,,,,,,,,,,,
136,PT01M54.00S,2024-03-23T02:32:06.6Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],202691,8.09789750328515,39.46078431372549,1610612744,30,27,2024-03-23T02:32:11Z,1350000,False,53.0,24.0,1,left,MISS K. Thompson driving Layup,[202691],1610612744.0,GSW,driving,,,Thompson,K. Thompson,,,,,In The Paint (Non-RA),0-8 Center,5.77,Missed,,,,,,,,,,,,,,,,,,
137,PT01M51.00S,2024-03-23T02:32:09.6Z,1,REGULAR,rebound,defensive,[],1630188,,,1610612754,30,27,2024-03-23T02:32:11Z,1360000,False,,,0,,J. Smith REBOUND (Off:1 Def:1),[1630188],1610612754.0,IND,,,,Smith,J. Smith,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,136.0,2.0,1.0,1.0,,,,,,,,,,
138,PT01M50.00S,2024-03-23T02:32:10.9Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],1630169,72.35545335085413,15.931372549019606,1610612754,30,30,2024-03-23T02:32:30Z,1370000,False,-170.0,207.0,1,right,T. Haliburton 26' 3PT running pullup (8 PTS),[1630169],1610612754.0,IND,running pullup,,,Haliburton,T. Haliburton,,,,,Above the Break 3,24+ Left Center,26.84,Made,8.0,,,,,,,,,,,,,,,,,
139,PT01M33.00S,2024-03-23T02:32:27.7Z,1,REGULAR,2pt,Jump Shot,[],203952,25.04927726675427,40.19607843137255,1610612744,32,30,2024-03-23T02:32:32Z,1380000,False,49.0,183.0,1,left,A. Wiggins 18' pullup Jump Shot (4 PTS),[203952],1610612744.0,GSW,pullup,,,Wiggins,A. Wiggins,,,,,Mid-Range,16-24 Center,18.94,Made,4.0,,,,,,,,,,,,,,,,,
140,PT01M22.00S,2024-03-23T02:32:38.6Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630188,91.27792378449409,44.85294117647059,1610612754,32,32,2024-03-23T02:32:45Z,1390000,False,-26.0,29.0,1,right,J. Smith cutting finger roll Layup (2 PTS) (T. Haliburton 2 AST),"[1630188, 1630169]",1610612754.0,IND,cutting finger roll,,,Smith,J. Smith,,,,,Restricted Area,0-8 Center,3.91,Made,2.0,T. Haliburton,1630169.0,2.0,,,,,,,,,,,,,,
142,PT01M04.00S,2024-03-23T02:32:56.7Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1631218,10.463206307490145,51.225490196078425,1610612744,32,32,2024-03-23T02:33:05Z,1410000,False,-6.0,46.0,1,left,MISS T. Jackson-Davis cutting Layup - blocked,"[1631218, 1630188]",1610612744.0,GSW,cutting,,,Jackson-Davis,T. Jackson-Davis,,,,,In The Paint (Non-RA),0-8 Center,4.63,Missed,,,,,,,,,,Smith,1630188.0,,,,,,,
154,PT01M04.00S,2024-03-23T02:32:56.7Z,1,REGULAR,block,,[],1630188,,,1610612744,32,32,2024-03-23T02:33:48Z,1415000,False,,,0,,J. Smith BLOCK (1 BLK),[1630188],1610612754.0,IND,,,,Smith,J. Smith,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
143,PT01M02.00S,2024-03-23T02:32:58.7Z,1,REGULAR,rebound,offensive,[],1631218,,,1610612744,32,32,2024-03-23T02:33:05Z,1420000,False,,,0,,T. Jackson-Davis REBOUND (Off:1 Def:0),[1631218],1610612744.0,GSW,,,,Jackson-Davis,T. Jackson-Davis,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,142.0,1.0,0.0,1.0,,,,,,,,,,
144,PT01M02.00S,2024-03-23T02:32:58.7Z,1,REGULAR,2pt,Layup,"['2ndchance', 'pointsinthepaint']",1631218,5.590000152587891,50.0,1610612744,34,32,2024-03-23T02:33:20Z,1430000,False,0.0,0.0,1,left,T. Jackson-Davis putback Layup (2 PTS),[1631218],1610612744.0,GSW,putback,,,Jackson-Davis,T. Jackson-Davis,,,,,Restricted Area,0-8 Center,0.0,Made,2.0,,,,,,,,,,,,,,,,,
145,PT00M58.30S,2024-03-23T02:33:02.8Z,1,REGULAR,3pt,Jump Shot,[],1641767,94.30026281208936,94.6078431372549,1610612754,34,35,2024-03-23T02:33:10Z,1440000,False,223.0,1.0,1,right,B. Sheppard 3PT  (3 PTS) (T. Haliburton 3 AST),"[1641767, 1630169]",1610612754.0,IND,,,,Sheppard,B. Sheppard,,,,,Right Corner 3,24+ Right,22.3,Made,3.0,T. Haliburton,1630169.0,3.0,,,,,,,,,,,,,,
147,PT00M44.50S,2024-03-23T02:33:29.5Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],203952,9.937582128777924,49.01960784313725,1610612744,34,35,2024-03-23T02:38:23Z,1460000,False,5.0,41.0,1,left,MISS A. Wiggins driving finger roll Layup,[203952],1610612744.0,GSW,driving finger roll,,,Wiggins,A. Wiggins,,,,,Restricted Area,0-8 Center,4.12,Missed,,,,,,,,,,,,,,,,,,
149,PT00M43.00S,2024-03-23T02:33:31.0Z,1,REGULAR,rebound,offensive,[],203952,,,1610612744,34,35,2024-03-23T02:38:23Z,1480000,False,,,0,,A. Wiggins REBOUND (Off:1 Def:1),[203952],1610612744.0,GSW,,,,Wiggins,A. Wiggins,,,,,Restricted Area,0-8 Center,,,,,,,147.0,2.0,1.0,1.0,,,,,,,,,,
150,PT00M41.90S,2024-03-23T02:33:33.2Z,1,REGULAR,2pt,Layup,"['2ndchance', 'pointsinthepaint']",203952,5.590000152587891,50.0,1610612744,34,35,2024-03-23T02:38:41Z,1490000,False,0.0,0.0,1,left,MISS A. Wiggins tip Layup,[203952],1610612744.0,GSW,tip,,,Wiggins,A. Wiggins,,,,,Restricted Area,0-8 Center,0.0,Missed,,,,,,,,,,,,,,,,,,
151,PT00M40.10S,2024-03-23T02:33:35.0Z,1,REGULAR,rebound,offensive,[],1631218,,,1610612744,34,35,2024-03-23T02:38:41Z,1500000,False,,,0,,T. Jackson-Davis REBOUND (Off:2 Def:0),[1631218],1610612744.0,GSW,,,,Jackson-Davis,T. Jackson-Davis,,,,,Restricted Area,0-8 Center,,,,,,,150.0,2.0,0.0,2.0,,,,,,,,,,
152,PT00M40.10S,2024-03-23T02:33:34.9Z,1,REGULAR,foul,personal,['2freethrow'],1630188,,,1610612744,34,35,2024-03-23T02:33:43Z,1510000,False,,,0,,J. Smith shooting personal FOUL (1 PF) (Jackson-Davis 2 FT),"[1630188, 1631218]",1610612754.0,IND,shooting,,,Smith,J. Smith,,,,,Restricted Area,0-8 Center,,,,,,,,,,,1146.0,,,1.0,0.0,Jackson-Davis,1631218.0,,,
155,PT00M40.10S,2024-03-23T02:33:56.0Z,1,REGULAR,freethrow,1 of 2,['2ndchance'],1631218,,,1610612744,35,35,2024-03-23T02:33:56Z,1530000,False,,,0,,T. Jackson-Davis Free Throw 1 of 2 (3 PTS),[1631218],1610612744.0,GSW,,,,Jackson-Davis,T. Jackson-Davis,,,,,,,,Made,3.0,,,,,,,,,,,,,,,,,
156,PT00M40.10S,2024-03-23T02:33:56.0Z,1,REGULAR,freethrow,2 of 2,['2ndchance'],1631218,,,1610612744,35,35,2024-03-23T02:34:13Z,1540000,False,,,0,,MISS T. Jackson-Davis Free Throw 2 of 2,[1631218],1610612744.0,GSW,,,,Jackson-Davis,T. Jackson-Davis,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
157,PT00M38.20S,2024-03-23T02:33:57.9Z,1,REGULAR,rebound,defensive,[],1630188,,,1610612754,35,35,2024-03-23T02:34:13Z,1550000,False,,,0,,J. Smith REBOUND (Off:1 Def:2),[1630188],1610612754.0,IND,,,,Smith,J. Smith,,,,,,,,,,,,,156.0,3.0,2.0,1.0,,,,,,,,,,
158,PT00M34.40S,2024-03-23T02:34:18.0Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],204456,91.93495400788436,42.8921568627451,1610612754,35,35,2024-03-23T02:40:23Z,1560000,False,-36.0,23.0,1,right,MISS T. McConnell driving reverse Layup,[204456],1610612754.0,IND,driving reverse,,,McConnell,T. McConnell,,,,,Restricted Area,0-8 Center,4.25,Missed,,,,,,,,,,,,,,,,,,
159,PT00M32.70S,2024-03-23T02:34:19.7Z,1,REGULAR,rebound,defensive,[],1631218,,,1610612744,35,35,2024-03-23T02:42:52Z,1570000,False,,,0,,T. Jackson-Davis REBOUND (Off:2 Def:1),[1631218],1610612744.0,GSW,,,,Jackson-Davis,T. Jackson-Davis,,,,,Restricted Area,0-8 Center,,,,,,,158.0,3.0,1.0,2.0,,,,,,,,,,
160,PT00M22.80S,2024-03-23T02:34:26.9Z,1,REGULAR,3pt,Jump Shot,[],202691,5.863994743758213,3.9215686274509802,1610612744,38,35,2024-03-23T02:34:32Z,1580000,False,230.0,3.0,1,left,K. Thompson 3PT  (5 PTS) (C. Paul 2 AST),"[202691, 101108]",1610612744.0,GSW,,,,Thompson,K. Thompson,,,,,Right Corner 3,24+ Right,23.04,Made,5.0,C. Paul,101108.0,2.0,,,,,,,,,,,,,,
162,PT00M05.40S,2024-03-23T02:34:48.3Z,1,REGULAR,3pt,Jump Shot,[],1630188,95.6143232588699,96.56862745098039,1610612754,38,38,2024-03-23T02:34:52Z,1600000,False,233.0,-11.0,1,right,J. Smith 3PT  (5 PTS) (T. McConnell 1 AST),"[1630188, 204456]",1610612754.0,IND,,,,Smith,J. Smith,,,,,Right Corner 3,24+ Right,23.31,Made,5.0,T. McConnell,204456.0,1.0,,,,,,,,,,,,,,
164,PT00M00.70S,2024-03-23T02:34:58.1Z,1,REGULAR,3pt,Jump Shot,[],101108,66.44218134034165,8.333333333333332,1610612744,38,38,2024-03-23T02:35:49Z,1620000,False,208.0,572.0,1,left,MISS C. Paul 60' pullup 3PT,[101108],1610612744.0,GSW,pullup,,,Paul,C. Paul,,,,,Above the Break 3,24+ Left Center,60.88,Missed,,,,,,,,,,,,,,,,,,
165,PT00M00.10S,2024-03-23T02:34:58.7Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612744,38,38,2024-03-23T02:35:49Z,1630000,False,,,0,,TEAM offensive REBOUND,[],1610612744.0,GSW,,,,,,,,,,Above the Break 3,24+ Left Center,,,,,,,164.0,,,,,,,,,,,,,
166,PT00M00.00S,2024-03-23T02:35:02.2Z,1,REGULAR,period,end,[],0,,,1610612744,38,38,2024-03-23T02:35:02Z,1640000,False,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
167,PT12M00.00S,2024-03-23T02:37:19.4Z,2,REGULAR,substitution,out,['startperiod'],1627780,,,1610612744,38,38,2024-03-23T02:37:54Z,1650000,False,,,0,,SUB out: G. Payton II,[1627780],1610612744.0,GSW,,,,Payton II,G. Payton II,,,,,,,,,,,,,,,,,,,,,,,,,,
