actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,turnoverTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,stealPlayerName,stealPersonId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId
2,PT12M00.00S,2024-03-19T02:13:51.6Z,1,REGULAR,period,start,[],0,,,0,0,0,2024-03-19T02:13:51Z,20000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,PT11M58.00S,2024-03-19T02:13:53.8Z,1,REGULAR,jumpball,recovered,[],1628404,,,1610612752,0,0,2024-03-19T02:13:53Z,40000,False,,,0,,Jump Ball I. Hartenstein vs. D. Green: Tip to J. Hart,"[1628404, 1628392, 203110]",1610612752.0,NYK,startperiod,J. Hart,1628404.0,Hart,J. Hart,Hartenstein,1628392.0,Green,203110.0,,,,,,,,,,,,,,,,,,,,,,
7,PT11M41.00S,2024-03-19T02:14:10.9Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628978,14.273981603153747,39.21568627450981,1610612752,0,2,2024-03-19T02:14:17Z,70000,False,54.0,82.0,1,left,D. DiVincenzo 9' driving floating Jump Shot (2 PTS) (J. Hart 1 AST),"[1628978, 1628404]",1610612752.0,NYK,driving floating,,,DiVincenzo,D. DiVincenzo,,,,,In The Paint (Non-RA),8-16 Right,9.79,Made,2.0,J. Hart,1628404.0,1.0,,,,,,,,,,,,,,
8,PT11M12.00S,2024-03-19T02:14:42.5Z,1,REGULAR,turnover,out-of-bounds,[],201939,,,1610612744,0,2,2024-03-19T02:14:50Z,80000,False,,,0,,S. Curry step out-of-bounds TURNOVER (1 TO),[201939],1610612744.0,GSW,step,,,Curry,S. Curry,,,,,Above the Break 3,24+ Right Center,,,,,,,1627534.0,1.0,,,,,,,,,,,,
9,PT10M54.00S,2024-03-19T02:15:05.5Z,1,REGULAR,2pt,Jump Shot,['fromturnover'],1628973,6.783837056504599,26.715686274509803,1610612752,0,4,2024-03-19T02:15:10Z,90000,False,116.0,11.0,1,left,J. Brunson 11' fadeaway Jump Shot (2 PTS),[1628973],1610612752.0,NYK,fadeaway,,,Brunson,J. Brunson,,,,,Mid-Range,8-16 Right,11.69,Made,2.0,,,,,,,,,,,,,,,,,
10,PT10M47.00S,2024-03-19T02:15:14.2Z,1,REGULAR,turnover,out-of-bounds,[],1630228,,,1610612744,0,4,2024-03-19T02:16:45Z,100000,False,,,0,,J. Kuminga bad pass out-of-bounds TURNOVER (1 TO),[1630228],1610612744.0,GSW,bad pass,,,Kuminga,J. Kuminga,,,,,Mid-Range,16-24 Right Center,,,,,,,2534.0,1.0,,,,,,,,,,,,
11,PT10M25.00S,2024-03-19T02:15:40.0Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1628404,10.726018396846255,37.5,1610612752,0,4,2024-03-19T02:15:44Z,110000,False,62.0,48.0,1,left,MISS J. Hart 7' driving Layup,[1628404],1610612752.0,NYK,driving,,,Hart,J. Hart,,,,,In The Paint (Non-RA),0-8 Center,7.9,Missed,,,,,,,,,,,,,,,,,,
12,PT10M22.00S,2024-03-19T02:15:43.0Z,1,REGULAR,rebound,defensive,[],203110,,,1610612744,0,4,2024-03-19T02:15:44Z,120000,False,,,0,,D. Green REBOUND (Off:0 Def:1),[203110],1610612744.0,GSW,,,,Green,D. Green,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,11.0,1.0,1.0,0.0,,,,,,,,
14,PT10M12.00S,2024-03-19T02:15:53.2Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],203952,92.46057818659659,58.57843137254902,1610612744,0,4,2024-03-19T02:17:32Z,140000,False,43.0,18.0,1,right,MISS A. Wiggins turnaround bank Hook,[203952],1610612744.0,GSW,turnaround bank,,,Wiggins,A. Wiggins,,,,,In The Paint (Non-RA),0-8 Center,4.67,Missed,,,,,,,,,,,,,,,,,,
15,PT10M09.00S,2024-03-19T02:15:56.2Z,1,REGULAR,rebound,defensive,[],1628973,,,1610612752,0,4,2024-03-19T02:17:32Z,150000,False,,,0,,J. Brunson REBOUND (Off:0 Def:1),[1628973],1610612752.0,NYK,,,,Brunson,J. Brunson,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,14.0,1.0,1.0,0.0,,,,,,,,
