actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,turnoverTotal,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId
2,PT12M00.00S,2023-12-01T03:10:25.4Z,1,REGULAR,period,start,[],0,,,0,0,0,2023-12-01T03:10:25Z,20000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,PT11M57.00S,2023-12-01T03:10:27.6Z,1,REGULAR,jumpball,recovered,[],203110,,,1610612744,0,0,2023-12-01T03:10:27Z,40000,False,,,0,,Jump Ball K. Looney vs. I. Zubac: Tip to D. Green,"[203110, 1626172, 1627826]",1610612744.0,GSW,startperiod,D. Green,203110.0,Green,D. Green,Looney,1626172.0,Zubac,1627826.0,,,,,,,,,,,,,,,,,,,,,,
7,PT11M41.00S,2023-12-01T03:10:43.0Z,1,REGULAR,3pt,Jump Shot,[],203110,33.722076215505915,40.19607843137255,1610612744,3,0,2023-12-01T03:10:51Z,70000,False,49.0,264.0,1,left,D. Green 26' 3PT  (3 PTS) (K. Looney 1 AST),"[203110, 1626172]",1610612744.0,GSW,,,,Green,D. Green,,,,,Above the Break 3,24+ Center,26.9,Made,3.0,K. Looney,1626172.0,1.0,,,,,,,,,,,,,,
9,PT11M19.00S,2023-12-01T03:11:05.9Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1627826,81.94809461235218,49.50980392156863,1610612746,3,2,2023-12-01T03:11:22Z,90000,False,-2.0,117.0,1,right,I. Zubac 11' driving floating Jump Shot (2 PTS) (P. George 1 AST),"[1627826, 202331]",1610612746.0,LAC,driving floating,,,Zubac,I. Zubac,,,,,In The Paint (Non-RA),8-16 Center,11.72,Made,2.0,P. George,202331.0,1.0,,,,,,,,,,,,,,
11,PT11M06.00S,2023-12-01T03:11:18.1Z,1,REGULAR,2pt,Jump Shot,[],202691,26.363337713534822,35.53921568627451,1610612744,3,2,2023-12-01T03:11:34Z,110000,False,72.0,195.0,1,left,MISS K. Thompson 20' pullup Shot,[202691],1610612744.0,GSW,pullup,,,Thompson,K. Thompson,,,,,Mid-Range,16-24 Right Center,20.83,Missed,,,,,,,,,,,,,,,,,,
12,PT11M02.00S,2023-12-01T03:11:22.1Z,1,REGULAR,rebound,defensive,[],202695,,,1610612746,3,2,2023-12-01T03:11:26Z,120000,False,,,0,,K. Leonard REBOUND (Off:0 Def:1),[202695],1610612746.0,LAC,,,,Leonard,K. Leonard,,,,,Mid-Range,16-24 Right Center,,,,,,,11.0,1.0,1.0,0.0,,,,,,,,,,
13,PT10M54.00S,2023-12-01T03:11:30.6Z,1,REGULAR,3pt,Jump Shot,[],1629611,92.59198423127464,2.941176470588235,1610612746,3,2,2023-12-01T03:11:38Z,130000,False,-235.0,17.0,1,right,MISS T. Mann 3PT,[1629611],1610612746.0,LAC,,,,Mann,T. Mann,,,,,Left Corner 3,24+ Left,23.59,Missed,,,,,,,,,,,,,,,,,,
14,PT10M50.00S,2023-12-01T03:11:34.6Z,1,REGULAR,rebound,defensive,[],1626172,,,1610612744,3,2,2023-12-01T03:11:38Z,140000,False,,,0,,K. Looney REBOUND (Off:0 Def:1),[1626172],1610612744.0,GSW,,,,Looney,K. Looney,,,,,Left Corner 3,24+ Left,,,,,,,13.0,1.0,1.0,0.0,,,,,,,,,,
55,PT10M34.00S,2023-12-01T03:11:42.2Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],202691,8.327858081471746,35.78431372549019,1610612744,3,2,2023-12-01T03:18:47Z,145000,False,71.0,26.0,1,left,MISS K. Thompson 7' driving floating Shot,[202691],1610612744.0,GSW,driving floating,,,Thompson,K. Thompson,,,,,In The Paint (Non-RA),0-8 Center,7.56,Missed,,,,,,,,,,,,,,,,,,
56,PT10M33.00S,2023-12-01T03:11:43.2Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612744,3,2,2023-12-01T03:18:47Z,147500,False,,,0,,TEAM offensive REBOUND,[],1610612744.0,GSW,,,,,,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,55.0,,,,,,,,,,,,,
