actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,officialId,foulPersonalTotal,foulTechnicalTotal,playerName,playerNameI,foulDrawnPlayerName,foulDrawnPersonId,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,blockPlayerName,blockPersonId,turnoverTotal,stealPlayerName,stealPersonId,jumpBallRecoverdPersonId
81,PT05M50.00S,2024-01-31T03:21:47.3Z,1,REGULAR,rebound,defensive,[],201939,,,1610612744,17,11,2024-01-31T03:21:49Z,810000,False,,,0,,S. Curry REBOUND (Off:0 Def:2),[201939],1610612744.0,GSW,,,,,,,Right Corner 3,24+ Right,,,,Curry,S. Curry,,,,,80.0,2.0,2.0,0.0,,,,,,,,,,
82,PT05M48.00S,2024-01-31T03:21:50.0Z,1,REGULAR,turnover,bad pass,[],201939,,,1610612744,17,11,2024-01-31T03:21:53Z,820000,False,,,0,,S. Curry bad pass TURNOVER (2 TO),"[201939, 203954]",1610612744.0,GSW,,,,,,,Restricted Area,0-8 Center,,,,Curry,S. Curry,,,,,,,,,,,,,,,2.0,Embiid,203954.0,
83,PT05M48.00S,2024-01-31T03:21:50.0Z,1,REGULAR,steal,,[],203954,,,1610612755,17,11,2024-01-31T03:21:51Z,830000,False,,,0,,J. Embiid STEAL (1 STL),[203954],1610612755.0,PHI,,,,,,,Restricted Area,0-8 Center,,,,Embiid,J. Embiid,,,,,,,,,,,,,,,,,,
84,PT05M45.00S,2024-01-31T03:21:53.7Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],203954,35.03613666228647,42.64705882352941,1610612755,17,14,2024-01-31T03:25:51Z,840000,False,37.0,277.0,1,left,J. Embiid 27' 3PT pullup (4 PTS),[203954],1610612755.0,PHI,pullup,,,,,,Above the Break 3,24+ Center,,,,Embiid,J. Embiid,,,27.92,Made,,,,,4.0,,,,,,,,,
85,PT05M37.00S,2024-01-31T03:22:04.3Z,1,REGULAR,foul,personal,[],1627863,,,1610612744,17,14,2024-01-31T03:22:08Z,850000,False,,,0,,D. House Jr. personal FOUL (1 PF),"[1627863, 201939]",1610612755.0,PHI,,,,,,,Above the Break 3,24+ Center,1146.0,1.0,0.0,House Jr.,D. House Jr.,Curry,201939.0,,,,,,,,,,,,,,,,
87,PT05M37.00S,2024-01-31T03:22:12.3Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612744,17,14,2024-01-31T03:22:12Z,870000,False,,,0,,GSW Timeout,[],1610612744.0,GSW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
88,PT05M37.00S,2024-01-31T03:25:17.1Z,1,REGULAR,substitution,out,[],1630228,,,1610612744,17,14,2024-01-31T03:25:43Z,880000,False,,,0,,SUB out: J. Kuminga,[1630228],1610612744.0,GSW,,,,,,,,,,,,Kuminga,J. Kuminga,,,,,,,,,,,,,,,,,,
89,PT05M37.00S,2024-01-31T03:25:17.1Z,1,REGULAR,substitution,out,[],1626162,,,1610612744,17,14,2024-01-31T03:25:43Z,890000,False,,,0,,SUB out: K. Oubre Jr.,[1626162],1610612755.0,PHI,,,,,,,,,,,,Oubre Jr.,K. Oubre Jr.,,,,,,,,,,,,,,,,,,
90,PT05M37.00S,2024-01-31T03:25:17.1Z,1,REGULAR,substitution,in,[],203967,,,1610612744,17,14,2024-01-31T03:25:43Z,900000,False,,,0,,SUB in: D. Saric,[203967],1610612744.0,GSW,,,,,,,,,,,,Saric,D. Saric,,,,,,,,,,,,,,,,,,
91,PT05M37.00S,2024-01-31T03:25:17.1Z,1,REGULAR,substitution,in,[],1630531,,,1610612744,17,14,2024-01-31T03:25:43Z,910000,False,,,0,,SUB in: J. Springer,[1630531],1610612755.0,PHI,,,,,,,,,,,,Springer,J. Springer,,,,,,,,,,,,,,,,,,
92,PT05M30.00S,2024-01-31T03:25:56.2Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],203952,91.67214191852825,57.59803921568627,1610612744,19,14,2024-01-31T03:26:02Z,920000,False,38.0,26.0,1,right,A. Wiggins cutting DUNK (8 PTS) (D. Saric 1 AST),"[203952, 203967]",1610612744.0,GSW,cutting,,,,,,In The Paint (Non-RA),0-8 Center,,,,Wiggins,A. Wiggins,,,4.59,Made,,,,,8.0,D. Saric,203967.0,1.0,,,,,,
94,PT05M12.00S,2024-01-31T03:26:14.0Z,1,REGULAR,3pt,Jump Shot,[],201976,31.225361366622867,69.6078431372549,1610612755,19,14,2024-01-31T03:26:19Z,940000,False,-98.0,241.0,1,left,MISS P. Beverley 26' 3PT,[201976],1610612755.0,PHI,,,,,,,Above the Break 3,24+ Left Center,,,,Beverley,P. Beverley,,,26.02,Missed,,,,,,,,,,,,,,
95,PT05M10.00S,2024-01-31T03:26:16.0Z,1,REGULAR,rebound,defensive,[],203967,,,1610612744,19,14,2024-01-31T03:26:19Z,950000,False,,,0,,D. Saric REBOUND (Off:0 Def:1),[203967],1610612744.0,GSW,,,,,,,Above the Break 3,24+ Left Center,,,,Saric,D. Saric,,,,,94.0,1.0,1.0,0.0,,,,,,,,,,
96,PT04M51.00S,2024-01-31T03:26:35.3Z,1,REGULAR,turnover,lost ball,[],1641764,,,1610612744,19,14,2024-01-31T03:26:38Z,960000,False,,,0,,B. Podziemski lost ball TURNOVER (1 TO),"[1641764, 1630531]",1610612744.0,GSW,,,,,,,Mid-Range,8-16 Left,,,,Podziemski,B. Podziemski,,,,,,,,,,,,,,,1.0,Springer,1630531.0,
97,PT04M51.00S,2024-01-31T03:26:35.3Z,1,REGULAR,steal,,[],1630531,,,1610612755,19,14,2024-01-31T03:26:36Z,970000,False,,,0,,J. Springer STEAL (1 STL),[1630531],1610612755.0,PHI,,,,,,,Mid-Range,8-16 Left,,,,Springer,J. Springer,,,,,,,,,,,,,,,,,,
98,PT04M44.00S,2024-01-31T03:26:42.2Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1630531,12.697109067017081,41.66666666666667,1610612755,19,16,2024-01-31T03:27:14Z,980000,False,42.0,67.0,1,left,J. Springer 7' running Layup (2 PTS),[1630531],1610612755.0,PHI,running,,,,,,In The Paint (Non-RA),0-8 Center,,,,Springer,J. Springer,,,7.88,Made,,,,,2.0,,,,,,,,,
99,PT04M40.00S,2024-01-31T03:26:46.4Z,1,REGULAR,turnover,bad pass,[],201939,,,1610612744,19,16,2024-01-31T03:26:50Z,990000,False,,,0,,S. Curry bad pass TURNOVER (3 TO),"[201939, 1627863]",1610612744.0,GSW,,,,,,,Mid-Range,8-16 Left,,,,Curry,S. Curry,,,,,,,,,,,,,,,3.0,House Jr.,1627863.0,
100,PT04M40.00S,2024-01-31T03:26:46.4Z,1,REGULAR,steal,,[],1627863,,,1610612755,19,16,2024-01-31T03:26:47Z,1000000,False,,,0,,D. House Jr. STEAL (1 STL),[1627863],1610612755.0,PHI,,,,,,,Mid-Range,8-16 Left,,,,House Jr.,D. House Jr.,,,,,,,,,,,,,,,,,,
101,PT04M35.00S,2024-01-31T03:26:51.2Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],1630531,24.52365308804205,10.53921568627451,1610612755,19,16,2024-01-31T03:26:55Z,1010000,False,197.0,178.0,1,left,MISS J. Springer 26' 3PT,[1630531],1610612755.0,PHI,,,,,,,Above the Break 3,24+ Right Center,,,,Springer,J. Springer,,,26.57,Missed,,,,,,,,,,,,,,
102,PT04M33.00S,2024-01-31T03:26:53.2Z,1,REGULAR,rebound,defensive,[],1626172,,,1610612744,19,16,2024-01-31T03:26:55Z,1020000,False,,,0,,K. Looney REBOUND (Off:0 Def:3),[1626172],1610612744.0,GSW,,,,,,,Above the Break 3,24+ Right Center,,,,Looney,K. Looney,,,,,101.0,3.0,3.0,0.0,,,,,,,,,,
103,PT04M19.00S,2024-01-31T03:27:06.9Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],203952,90.88370565045992,58.333333333333336,1610612744,21,16,2024-01-31T03:28:23Z,1030000,False,42.0,33.0,1,right,A. Wiggins driving finger roll Layup (10 PTS) (K. Looney 1 AST),"[203952, 1626172]",1610612744.0,GSW,driving finger roll,,,,,,In The Paint (Non-RA),0-8 Center,,,,Wiggins,A. Wiggins,,,5.33,Made,,,,,10.0,K. Looney,1626172.0,1.0,,,,,,
104,PT04M02.00S,2024-01-31T03:27:25.1Z,1,REGULAR,3pt,Jump Shot,[],1627863,10.200394218134035,4.901960784313726,1610612755,21,19,2024-01-31T03:27:31Z,1040000,False,225.0,43.0,1,left,D. House Jr. 3PT  (3 PTS) (J. Embiid 1 AST),"[1627863, 203954]",1610612755.0,PHI,,,,,,,Right Corner 3,24+ Right,,,,House Jr.,D. House Jr.,,,22.96,Made,,,,,3.0,J. Embiid,203954.0,1.0,,,,,,
107,PT03M39.00S,2024-01-31T03:27:47.2Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],1626172,89.83245729303549,46.07843137254902,1610612744,21,19,2024-01-31T03:27:51Z,1060000,False,-20.0,43.0,1,right,MISS K. Looney turnaround Hook,[1626172],1610612744.0,GSW,turnaround,,,,,,In The Paint (Non-RA),0-8 Center,,,,Looney,K. Looney,,,4.73,Missed,,,,,,,,,,,,,,
108,PT03M38.00S,2024-01-31T03:27:48.2Z,1,REGULAR,rebound,defensive,[],1630531,,,1610612755,21,19,2024-01-31T03:27:51Z,1070000,False,,,0,,J. Springer REBOUND (Off:0 Def:1),[1630531],1610612755.0,PHI,,,,,,,In The Paint (Non-RA),0-8 Center,,,,Springer,J. Springer,,,,,107.0,1.0,1.0,0.0,,,,,,,,,,
109,PT03M33.00S,2024-01-31T03:27:53.8Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1630531,8.492115637319317,42.40196078431372,1610612755,21,21,2024-01-31T03:27:59Z,1080000,False,38.0,27.0,1,left,J. Springer running Layup (4 PTS),[1630531],1610612755.0,PHI,running,,,,,,In The Paint (Non-RA),0-8 Center,,,,Springer,J. Springer,,,4.68,Made,,,,,4.0,,,,,,,,,
111,PT03M13.00S,2024-01-31T03:28:13.4Z,1,REGULAR,3pt,Jump Shot,[],201939,69.20170827858082,12.745098039215685,1610612744,21,21,2024-01-31T03:29:12Z,1100000,False,-186.0,237.0,1,right,MISS S. Curry 30' step back 3PT,[201939],1610612744.0,GSW,step back,,,,,,Above the Break 3,24+ Left Center,,,,Curry,S. Curry,,,30.15,Missed,,,,,,,,,,,,,,
112,PT03M10.00S,2024-01-31T03:28:16.4Z,1,REGULAR,rebound,defensive,[],203954,,,1610612755,21,21,2024-01-31T03:28:17Z,1110000,False,,,0,,J. Embiid REBOUND (Off:1 Def:1),[203954],1610612755.0,PHI,,,,,,,Above the Break 3,24+ Left Center,,,,Embiid,J. Embiid,,,,,111.0,2.0,1.0,1.0,,,,,,,,,,
113,PT02M49.00S,2024-01-31T03:28:37.5Z,1,REGULAR,2pt,Jump Shot,[],203954,21.50131406044678,71.81372549019608,1610612755,21,21,2024-01-31T03:28:40Z,1120000,False,-109.0,150.0,1,left,MISS J. Embiid 18' Jump Shot,[203954],1610612755.0,PHI,,,,,,,Mid-Range,16-24 Left Center,,,,Embiid,J. Embiid,,,18.52,Missed,,,,,,,,,,,,,,
114,PT02M47.00S,2024-01-31T03:28:39.1Z,1,REGULAR,rebound,offensive,[],1627863,,,1610612755,21,21,2024-01-31T03:28:39Z,1130000,False,,,0,,D. House Jr. REBOUND (Off:1 Def:0),[1627863],1610612755.0,PHI,,,,,,,Mid-Range,16-24 Left Center,,,,House Jr.,D. House Jr.,,,,,113.0,1.0,0.0,1.0,,,,,,,,,,
115,PT02M43.00S,2024-01-31T03:28:43.8Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],201976,3.892904073587385,96.56862745098039,1610612755,21,24,2024-01-31T03:28:48Z,1140000,False,-233.0,-16.0,1,left,P. Beverley 3PT  (7 PTS),[201976],1610612755.0,PHI,,,,,,,Left Corner 3,24+ Left,,,,Beverley,P. Beverley,,,23.33,Made,,,,,7.0,,,,,,,,,
116,PT02M20.00S,2024-01-31T03:29:06.1Z,1,REGULAR,turnover,bad pass,[],203967,,,1610612744,21,24,2024-01-31T03:29:09Z,1150000,False,,,0,,D. Saric bad pass TURNOVER (1 TO),"[203967, 203954]",1610612744.0,GSW,,,,,,,In The Paint (Non-RA),8-16 Center,,,,Saric,D. Saric,,,,,,,,,,,,,,,1.0,Embiid,203954.0,
117,PT02M20.00S,2024-01-31T03:29:06.1Z,1,REGULAR,steal,,[],203954,,,1610612755,21,24,2024-01-31T03:29:07Z,1160000,False,,,0,,J. Embiid STEAL (2 STL),[203954],1610612755.0,PHI,,,,,,,In The Paint (Non-RA),8-16 Center,,,,Embiid,J. Embiid,,,,,,,,,,,,,,,,,,
118,PT02M16.00S,2024-01-31T03:29:11.1Z,1,REGULAR,turnover,out-of-bounds,[],203954,,,1610612755,21,24,2024-01-31T03:29:18Z,1170000,False,,,0,,J. Embiid bad pass out-of-bounds TURNOVER (1 TO),[203954],1610612755.0,PHI,bad pass,,,,,,In The Paint (Non-RA),8-16 Center,203593.0,,,Embiid,J. Embiid,,,,,,,,,,,,,,,1.0,,,
119,PT02M16.00S,2024-01-31T03:29:15.3Z,1,REGULAR,substitution,out,[],1641764,,,1610612744,21,24,2024-01-31T03:29:40Z,1180000,False,,,0,,SUB out: B. Podziemski,[1641764],1610612744.0,GSW,,,,,,,,,,,,Podziemski,B. Podziemski,,,,,,,,,,,,,,,,,,
120,PT02M16.00S,2024-01-31T03:29:15.3Z,1,REGULAR,substitution,out,[],1626172,,,1610612744,21,24,2024-01-31T03:29:40Z,1190000,False,,,0,,SUB out: K. Looney,[1626172],1610612744.0,GSW,,,,,,,,,,,,Looney,K. Looney,,,,,,,,,,,,,,,,,,
121,PT02M16.00S,2024-01-31T03:29:15.3Z,1,REGULAR,substitution,out,[],203952,,,1610612744,21,24,2024-01-31T03:29:40Z,1200000,False,,,0,,SUB out: A. Wiggins,[203952],1610612744.0,GSW,,,,,,,,,,,,Wiggins,A. Wiggins,,,,,,,,,,,,,,,,,,
122,PT02M16.00S,2024-01-31T03:29:15.3Z,1,REGULAR,substitution,out,[],201939,,,1610612744,21,24,2024-01-31T03:29:40Z,1210000,False,,,0,,SUB out: S. Curry,[201939],1610612744.0,GSW,,,,,,,,,,,,Curry,S. Curry,,,,,,,,,,,,,,,,,,
123,PT02M16.00S,2024-01-31T03:29:15.3Z,1,REGULAR,substitution,out,[],203954,,,1610612744,21,24,2024-01-31T03:29:40Z,1220000,False,,,0,,SUB out: J. Embiid,[203954],1610612755.0,PHI,,,,,,,,,,,,Embiid,J. Embiid,,,,,,,,,,,,,,,,,,
124,PT02M16.00S,2024-01-31T03:29:15.3Z,1,REGULAR,substitution,out,[],201976,,,1610612744,21,24,2024-01-31T03:29:40Z,1230000,False,,,0,,SUB out: P. Beverley,[201976],1610612755.0,PHI,,,,,,,,,,,,Beverley,P. Beverley,,,,,,,,,,,,,,,,,,
125,PT02M16.00S,2024-01-31T03:29:15.3Z,1,REGULAR,substitution,out,[],1627863,,,1610612744,21,24,2024-01-31T03:29:40Z,1240000,False,,,0,,SUB out: D. House Jr.,[1627863],1610612755.0,PHI,,,,,,,,,,,,House Jr.,D. House Jr.,,,,,,,,,,,,,,,,,,
126,PT02M16.00S,2024-01-31T03:29:15.3Z,1,REGULAR,substitution,in,[],202709,,,1610612744,21,24,2024-01-31T03:29:40Z,1250000,False,,,0,,SUB in: C. Joseph,[202709],1610612744.0,GSW,,,,,,,,,,,,Joseph,C. Joseph,,,,,,,,,,,,,,,,,,
127,PT02M16.00S,2024-01-31T03:29:15.3Z,1,REGULAR,substitution,in,[],1630228,,,1610612744,21,24,2024-01-31T03:29:40Z,1260000,False,,,0,,SUB in: J. Kuminga,[1630228],1610612744.0,GSW,,,,,,,,,,,,Kuminga,J. Kuminga,,,,,,,,,,,,,,,,,,
128,PT02M16.00S,2024-01-31T03:29:15.3Z,1,REGULAR,substitution,in,[],1631218,,,1610612744,21,24,2024-01-31T03:29:40Z,1270000,False,,,0,,SUB in: T. Jackson-Davis,[1631218],1610612744.0,GSW,,,,,,,,,,,,Jackson-Davis,T. Jackson-Davis,,,,,,,,,,,,,,,,,,
129,PT02M16.00S,2024-01-31T03:29:15.3Z,1,REGULAR,substitution,in,[],1631311,,,1610612744,21,24,2024-01-31T03:29:40Z,1280000,False,,,0,,SUB in: L. Quinones,[1631311],1610612744.0,GSW,,,,,,,,,,,,Quinones,L. Quinones,,,,,,,,,,,,,,,,,,
130,PT02M16.00S,2024-01-31T03:29:15.3Z,1,REGULAR,substitution,in,[],1630194,,,1610612744,21,24,2024-01-31T03:29:40Z,1290000,False,,,0,,SUB in: P. Reed,[1630194],1610612755.0,PHI,,,,,,,,,,,,Reed,P. Reed,,,,,,,,,,,,,,,,,,
131,PT02M16.00S,2024-01-31T03:29:15.3Z,1,REGULAR,substitution,in,[],202699,,,1610612744,21,24,2024-01-31T03:29:40Z,1300000,False,,,0,,SUB in: T. Harris,[202699],1610612755.0,PHI,,,,,,,,,,,,Harris,T. Harris,,,,,,,,,,,,,,,,,,
132,PT02M16.00S,2024-01-31T03:29:15.3Z,1,REGULAR,substitution,in,[],1627788,,,1610612744,21,24,2024-01-31T03:29:40Z,1310000,False,,,0,,SUB in: F. Korkmaz,[1627788],1610612755.0,PHI,,,,,,,,,,,,Korkmaz,F. Korkmaz,,,,,,,,,,,,,,,,,,
133,PT01M57.00S,2024-01-31T03:29:54.3Z,1,REGULAR,turnover,lost ball,[],1630228,,,1610612744,21,24,2024-01-31T03:29:57Z,1320000,False,,,0,,J. Kuminga lost ball TURNOVER (1 TO),"[1630228, 1630531]",1610612744.0,GSW,,,,,,,Mid-Range,8-16 Left,,,,Kuminga,J. Kuminga,,,,,,,,,,,,,,,1.0,Springer,1630531.0,
134,PT01M57.00S,2024-01-31T03:29:54.3Z,1,REGULAR,steal,,[],1630531,,,1610612755,21,24,2024-01-31T03:29:55Z,1330000,False,,,0,,J. Springer STEAL (2 STL),[1630531],1610612755.0,PHI,,,,,,,Mid-Range,8-16 Left,,,,Springer,J. Springer,,,,,,,,,,,,,,,,,,
135,PT01M49.00S,2024-01-31T03:30:02.9Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",202699,7.703679369250986,42.8921568627451,1610612755,21,26,2024-01-31T03:31:02Z,1340000,False,36.0,20.0,1,left,T. Harris driving Layup (6 PTS),[202699],1610612755.0,PHI,driving,,,,,,Restricted Area,0-8 Center,,,,Harris,T. Harris,,,4.07,Made,,,,,6.0,,,,,,,,,
136,PT01M34.00S,2024-01-31T03:30:17.0Z,1,REGULAR,3pt,Jump Shot,[],203967,73.53810775295663,14.950980392156863,1610612744,21,26,2024-01-31T03:30:21Z,1350000,False,-175.0,196.0,1,right,MISS D. Saric 26' 3PT,[203967],1610612744.0,GSW,,,,,,,Above the Break 3,24+ Left Center,,,,Saric,D. Saric,,,26.3,Missed,,,,,,,,,,,,,,
137,PT01M31.00S,2024-01-31T03:30:20.0Z,1,REGULAR,rebound,defensive,[],1630531,,,1610612755,21,26,2024-01-31T03:30:21Z,1360000,False,,,0,,J. Springer REBOUND (Off:0 Def:2),[1630531],1610612755.0,PHI,,,,,,,Above the Break 3,24+ Left Center,,,,Springer,J. Springer,,,,,136.0,2.0,2.0,0.0,,,,,,,,,,
138,PT01M28.00S,2024-01-31T03:30:24.3Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],202699,28.597240473061763,81.86274509803921,1610612755,21,26,2024-01-31T03:31:24Z,1370000,False,-159.0,216.0,1,left,MISS T. Harris 26' running 3PT,[202699],1610612755.0,PHI,running,,,,,,Above the Break 3,24+ Left Center,,,,Harris,T. Harris,,,26.86,Missed,,,,,,,,,,,,,,
139,PT01M24.00S,2024-01-31T03:30:28.3Z,1,REGULAR,rebound,defensive,[],1631218,,,1610612744,21,26,2024-01-31T03:30:29Z,1380000,False,,,0,,T. Jackson-Davis REBOUND (Off:0 Def:1),[1631218],1610612744.0,GSW,,,,,,,Above the Break 3,24+ Left Center,,,,Jackson-Davis,T. Jackson-Davis,,,,,138.0,1.0,1.0,0.0,,,,,,,,,,
140,PT01M18.00S,2024-01-31T03:30:33.5Z,1,REGULAR,2pt,Jump Shot,[],203967,86.81011826544021,76.7156862745098,1610612744,21,26,2024-01-31T03:30:38Z,1390000,False,134.0,71.0,1,right,MISS D. Saric 15' Jump Shot,[203967],1610612744.0,GSW,,,,,,,Mid-Range,8-16 Right,,,,Saric,D. Saric,,,15.15,Missed,,,,,,,,,,,,,,
141,PT01M14.00S,2024-01-31T03:30:37.5Z,1,REGULAR,rebound,defensive,[],1630531,,,1610612755,21,26,2024-01-31T03:30:38Z,1400000,False,,,0,,J. Springer REBOUND (Off:0 Def:3),[1630531],1610612755.0,PHI,,,,,,,Mid-Range,8-16 Right,,,,Springer,J. Springer,,,,,140.0,3.0,3.0,0.0,,,,,,,,,,
142,PT01M01.00S,2024-01-31T03:30:51.8Z,1,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1631311,,,1610612755,21,26,2024-01-31T03:30:59Z,1410000,False,,,0,,L. Quinones shooting personal FOUL (1 PF) (Harris 2 FT),"[1631311, 202699]",1610612744.0,GSW,shooting,,,,,,In The Paint (Non-RA),0-8 Center,203593.0,1.0,0.0,Quinones,L. Quinones,Harris,202699.0,,,,,,,,,,,,,,,,
144,PT01M01.00S,2024-01-31T03:31:24.7Z,1,REGULAR,freethrow,1 of 2,[],202699,,,1610612755,21,27,2024-01-31T03:37:28Z,1430000,False,,,0,,T. Harris Free Throw 1 of 2 (7 PTS),[202699],1610612755.0,PHI,,,,,,,,,,,,Harris,T. Harris,,,,Made,,,,,7.0,,,,,,,,,
145,PT01M01.00S,2024-01-31T03:31:24.7Z,1,REGULAR,freethrow,2 of 2,[],202699,,,1610612755,21,28,2024-01-31T03:37:28Z,1440000,False,,,0,,T. Harris Free Throw 2 of 2 (8 PTS),[202699],1610612755.0,PHI,,,,,,,,,,,,Harris,T. Harris,,,,Made,,,,,8.0,,,,,,,,,
146,PT00M41.20S,2024-01-31T03:32:07.3Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630228,80.3712220762155,59.80392156862745,1610612744,23,28,2024-01-31T03:32:49Z,1450000,False,49.0,132.0,1,right,J. Kuminga 14' pullup Jump Shot (6 PTS) (D. Saric 2 AST),"[1630228, 203967]",1610612744.0,GSW,pullup,,,,,,In The Paint (Non-RA),8-16 Center,,,,Kuminga,J. Kuminga,,,14.08,Made,,,,,6.0,D. Saric,203967.0,2.0,,,,,,
148,PT00M23.20S,2024-01-31T03:32:29.7Z,1,REGULAR,turnover,traveling,[],1630531,,,1610612755,23,28,2024-01-31T03:32:36Z,1470000,False,,,0,,J. Springer traveling TURNOVER (1 TO),[1630531],1610612755.0,PHI,,,,,,,Restricted Area,0-8 Center,1146.0,,,Springer,J. Springer,,,,,,,,,,,,,,,1.0,,,
149,PT00M03.20S,2024-01-31T03:33:04.6Z,1,REGULAR,foul,personal,[],1627788,,,1610612744,23,28,2024-01-31T03:33:20Z,1480000,False,,,0,,F. Korkmaz take personal FOUL (1 PF),"[1627788, 1630228]",1610612755.0,PHI,take,,,,,,Above the Break 3,24+ Left Center,202035.0,1.0,0.0,Korkmaz,F. Korkmaz,Kuminga,1630228.0,,,,,,,,,,,,,,,,
151,PT00M03.20S,2024-01-31T03:33:15.5Z,1,REGULAR,substitution,out,[],1631218,,,1610612744,23,28,2024-01-31T03:33:27Z,1500000,False,,,0,,SUB out: T. Jackson-Davis,[1631218],1610612744.0,GSW,,,,,,,,,,,,Jackson-Davis,T. Jackson-Davis,,,,,,,,,,,,,,,,,,
153,PT00M03.20S,2024-01-31T03:33:15.5Z,1,REGULAR,substitution,in,[],201939,,,1610612744,23,28,2024-01-31T03:33:27Z,1520000,False,,,0,,SUB in: S. Curry,[201939],1610612744.0,GSW,,,,,,,,,,,,Curry,S. Curry,,,,,,,,,,,,,,,,,,
154,PT00M03.20S,2024-01-31T03:33:15.5Z,1,REGULAR,substitution,in,[],1627863,,,1610612744,23,28,2024-01-31T03:33:27Z,1530000,False,,,0,,SUB in: D. House Jr.,[1627863],1610612755.0,PHI,,,,,,,,,,,,House Jr.,D. House Jr.,,,,,,,,,,,,,,,,,,
155,PT00M03.20S,2024-01-31T03:33:15.5Z,1,REGULAR,substitution,out,[],1627788,,,1610612744,23,28,2024-01-31T03:33:33Z,1540000,False,,,0,,SUB out: F. Korkmaz,[1627788],1610612755.0,PHI,,,,,,,,,,,,Korkmaz,F. Korkmaz,,,,,,,,,,,,,,,,,,
158,PT00M00.00S,2024-01-31T03:33:49.5Z,1,REGULAR,period,end,[],0,,,1610612744,23,28,2024-01-31T03:33:49Z,1570000,False,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
159,PT12M00.00S,2024-01-31T03:36:52.9Z,2,REGULAR,substitution,out,['startperiod'],203967,,,1610612744,23,28,2024-01-31T03:37:30Z,1580000,False,,,0,,SUB out: D. Saric,[203967],1610612744.0,GSW,,,,,,,,,,,,Saric,D. Saric,,,,,,,,,,,,,,,,,,
160,PT12M00.00S,2024-01-31T03:36:52.9Z,2,REGULAR,substitution,out,['startperiod'],201939,,,1610612744,23,28,2024-01-31T03:37:30Z,1590000,False,,,0,,SUB out: S. Curry,[201939],1610612744.0,GSW,,,,,,,,,,,,Curry,S. Curry,,,,,,,,,,,,,,,,,,
161,PT12M00.00S,2024-01-31T03:36:52.9Z,2,REGULAR,substitution,out,['startperiod'],1627863,,,1610612744,23,28,2024-01-31T03:37:30Z,1600000,False,,,0,,SUB out: D. House Jr.,[1627863],1610612755.0,PHI,,,,,,,,,,,,House Jr.,D. House Jr.,,,,,,,,,,,,,,,,,,
162,PT12M00.00S,2024-01-31T03:36:52.9Z,2,REGULAR,substitution,in,['startperiod'],203110,,,1610612744,23,28,2024-01-31T03:37:30Z,1610000,False,,,0,,SUB in: D. Green,[203110],1610612744.0,GSW,,,,,,,,,,,,Green,D. Green,,,,,,,,,,,,,,,,,,
163,PT12M00.00S,2024-01-31T03:36:52.9Z,2,REGULAR,substitution,in,['startperiod'],1631218,,,1610612744,23,28,2024-01-31T03:37:30Z,1620000,False,,,0,,SUB in: T. Jackson-Davis,[1631218],1610612744.0,GSW,,,,,,,,,,,,Jackson-Davis,T. Jackson-Davis,,,,,,,,,,,,,,,,,,
164,PT12M00.00S,2024-01-31T03:36:52.9Z,2,REGULAR,substitution,in,['startperiod'],1627788,,,1610612744,23,28,2024-01-31T03:37:30Z,1630000,False,,,0,,SUB in: F. Korkmaz,[1627788],1610612755.0,PHI,,,,,,,,,,,,Korkmaz,F. Korkmaz,,,,,,,,,,,,,,,,,,
165,PT12M00.00S,2024-01-31T03:37:26.4Z,2,REGULAR,period,start,[],0,,,1610612744,23,28,2024-01-31T03:37:31Z,1640000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
