actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,turnoverTotal,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId
2,PT12M00.00S,2024-03-20T23:10:25.6Z,1,REGULAR,period,start,[],0,,,0,0,0,2024-03-20T23:10:25Z,20000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,PT11M56.00S,2024-03-20T23:10:28.6Z,1,REGULAR,jumpball,recovered,[],1629636,,,1610612739,0,0,2024-03-20T23:10:28Z,40000,False,,,0,,Jump Ball J. Allen vs. T. Bryant: Tip to D. Garland,"[1629636, 1628386, 1628418]",1610612739.0,CLE,startperiod,D. Garland,1629636.0,Garland,D. Garland,Allen,1628386.0,Bryant,1628418.0,,,,,,,,,,,,,,,,,,,,,,
7,PT11M41.00S,2024-03-20T23:10:43.7Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],1628386,93.38042049934296,50.245098039215684,1610612739,2,0,2024-03-20T23:10:50Z,70000,False,1.0,10.0,1,right,J. Allen alley-oop DUNK (2 PTS) (C. LeVert 1 AST),"[1628386, 1627747]",1610612739.0,CLE,alley-oop,,,Allen,J. Allen,,,,,Restricted Area,0-8 Center,0.98,Made,2.0,C. LeVert,1627747.0,1.0,,,,,,,,,,,,,,
9,PT11M21.00S,2024-03-20T23:11:02.8Z,1,REGULAR,3pt,Jump Shot,[],1631107,7.703679369250986,5.147058823529411,1610612748,2,3,2024-03-20T23:11:07Z,90000,False,224.0,20.0,1,left,N. Jovic 3PT  (3 PTS) (J. Butler 1 AST),"[1631107, 202710]",1610612748.0,MIA,,,,Jovic,N. Jovic,,,,,Right Corner 3,24+ Right,22.52,Made,3.0,J. Butler,202710.0,1.0,,,,,,,,,,,,,,
11,PT11M05.00S,2024-03-20T23:11:21.9Z,1,REGULAR,foul,personal,[],1631107,,,1610612739,2,3,2024-03-20T23:11:30Z,110000,False,,,0,,N. Jovic personal FOUL (1 PF),"[1631107, 1628386]",1610612748.0,MIA,,,,Jovic,N. Jovic,,,,,Restricted Area,0-8 Center,,,,,,,1626301.0,1.0,0.0,Allen,1628386.0,,,,,,,,,
13,PT10M52.00S,2024-03-20T23:11:50.2Z,1,REGULAR,3pt,Jump Shot,[],1630171,69.85873850197109,73.2843137254902,1610612739,2,3,2024-03-20T23:11:55Z,130000,False,116.0,231.0,1,right,MISS I. Okoro 25' 3PT,[1630171],1610612739.0,CLE,,,,Okoro,I. Okoro,,,,,Above the Break 3,24+ Right Center,25.85,Missed,,,,,,,,,,,,,,,,,,
14,PT10M49.00S,2024-03-20T23:11:53.2Z,1,REGULAR,rebound,defensive,[],1628418,,,1610612748,2,3,2024-03-20T23:11:55Z,140000,False,,,0,,T. Bryant REBOUND (Off:0 Def:1),[1628418],1610612748.0,MIA,,,,Bryant,T. Bryant,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,13.0,1.0,1.0,0.0,,,,,
15,PT10M42.00S,2024-03-20T23:12:00.6Z,1,REGULAR,turnover,lost ball,[],1626179,,,1610612748,2,3,2024-03-20T23:12:04Z,150000,False,,,0,,T. Rozier lost ball TURNOVER (1 TO),"[1626179, 1627777]",1610612748.0,MIA,,,,Rozier,T. Rozier,,,,,Mid-Range,8-16 Right,,,,,,,,,,,,,,,,1.0,Niang,1627777.0,,
16,PT10M42.00S,2024-03-20T23:12:00.6Z,1,REGULAR,steal,,[],1627777,,,1610612739,2,3,2024-03-20T23:12:02Z,160000,False,,,0,,G. Niang STEAL (1 STL),[1627777],1610612739.0,CLE,,,,Niang,G. Niang,,,,,Mid-Range,8-16 Right,,,,,,,,,,,,,,,,,,,,
17,PT10M37.00S,2024-03-20T23:12:05.4Z,1,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint', 'fromturnover']",1630171,94.82588699080158,50.0,1610612739,4,3,2024-03-20T23:12:33Z,170000,False,0.0,-4.0,1,right,I. Okoro running alley-oop Layup (2 PTS) (D. Garland 1 AST),"[1630171, 1629636]",1610612739.0,CLE,running alley-oop,,,Okoro,I. Okoro,,,,,Restricted Area,0-8 Center,0.39,Made,2.0,D. Garland,1629636.0,1.0,,,,,,,,,,,,,,
19,PT10M26.00S,2024-03-20T23:12:16.9Z,1,REGULAR,3pt,Jump Shot,[],1631107,34.11629434954008,48.03921568627451,1610612748,4,3,2024-03-20T23:12:21Z,190000,False,10.0,268.0,1,left,MISS N. Jovic 26' 3PT,[1631107],1610612748.0,MIA,,,,Jovic,N. Jovic,,,,,Above the Break 3,24+ Center,26.84,Missed,,,,,,,,,,,,,,,,,,
20,PT10M23.00S,2024-03-20T23:12:19.9Z,1,REGULAR,rebound,defensive,[],1628386,,,1610612739,4,3,2024-03-20T23:12:21Z,200000,False,,,0,,J. Allen REBOUND (Off:0 Def:1),[1628386],1610612739.0,CLE,,,,Allen,J. Allen,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,19.0,1.0,1.0,0.0,,,,,
21,PT10M10.00S,2024-03-20T23:12:32.2Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],1628386,89.17542706964521,53.18627450980392,1610612739,4,3,2024-03-20T23:12:40Z,210000,False,16.0,49.0,1,right,MISS J. Allen Hook,[1628386],1610612739.0,CLE,,,,Allen,J. Allen,,,,,In The Paint (Non-RA),0-8 Center,5.18,Missed,,,,,,,,,,,,,,,,,,
22,PT10M08.00S,2024-03-20T23:12:34.2Z,1,REGULAR,rebound,defensive,[],1628418,,,1610612748,4,3,2024-03-20T23:12:40Z,220000,False,,,0,,T. Bryant REBOUND (Off:0 Def:2),[1628418],1610612748.0,MIA,,,,Bryant,T. Bryant,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,21.0,2.0,2.0,0.0,,,,,
23,PT10M02.00S,2024-03-20T23:12:41.1Z,1,REGULAR,turnover,bad pass,[],202710,,,1610612748,4,3,2024-03-20T23:12:45Z,230000,False,,,0,,J. Butler bad pass TURNOVER (1 TO),"[202710, 1627747]",1610612748.0,MIA,,,,Butler,J. Butler,,,,,Mid-Range,8-16 Right,,,,,,,,,,,,,,,,1.0,LeVert,1627747.0,,
24,PT10M02.00S,2024-03-20T23:12:41.1Z,1,REGULAR,steal,,[],1627747,,,1610612739,4,3,2024-03-20T23:12:43Z,240000,False,,,0,,C. LeVert STEAL (1 STL),[1627747],1610612739.0,CLE,,,,LeVert,C. LeVert,,,,,Mid-Range,8-16 Right,,,,,,,,,,,,,,,,,,,,
25,PT09M55.00S,2024-03-20T23:12:47.0Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1630171,95.3515111695138,50.98039215686274,1610612739,4,3,2024-03-20T23:13:17Z,250000,False,5.0,-9.0,1,right,MISS I. Okoro running Layup,[1630171],1610612739.0,CLE,running,,,Okoro,I. Okoro,,,,,Restricted Area,0-8 Center,1.01,Missed,,,,,,,,,,,,,,,,,,
26,PT09M54.00S,2024-03-20T23:12:48.0Z,1,REGULAR,rebound,offensive,[],1628386,,,1610612739,4,3,2024-03-20T23:12:51Z,260000,False,,,0,,J. Allen REBOUND (Off:1 Def:1),[1628386],1610612739.0,CLE,,,,Allen,J. Allen,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,25.0,2.0,1.0,1.0,,,,,
27,PT09M52.00S,2024-03-20T23:12:49.8Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', '2ndchance']",1628386,93.9060446780552,51.470588235294116,1610612739,6,3,2024-03-20T23:12:55Z,270000,False,7.0,5.0,1,right,J. Allen putback Layup (4 PTS),[1628386],1610612739.0,CLE,putback,,,Allen,J. Allen,,,,,Restricted Area,0-8 Center,0.88,Made,4.0,,,,,,,,,,,,,,,,,
28,PT09M31.00S,2024-03-20T23:13:11.1Z,1,REGULAR,3pt,Jump Shot,[],202710,22.815374507227332,10.049019607843137,1610612748,6,6,2024-03-20T23:13:15Z,280000,False,200.0,162.0,1,left,J. Butler 25' 3PT  (3 PTS) (P. Mills 1 AST),"[202710, 201988]",1610612748.0,MIA,,,,Butler,J. Butler,,,,,Above the Break 3,24+ Right Center,25.72,Made,3.0,P. Mills,201988.0,1.0,,,,,,,,,,,,,,
30,PT09M12.00S,2024-03-20T23:13:30.3Z,1,REGULAR,3pt,Jump Shot,[],1630171,94.43166885676742,97.54901960784314,1610612739,6,6,2024-03-20T23:13:33Z,300000,False,238.0,0.0,1,right,MISS I. Okoro 3PT,[1630171],1610612739.0,CLE,,,,Okoro,I. Okoro,,,,,Right Corner 3,24+ Right,23.77,Missed,,,,,,,,,,,,,,,,,,
31,PT09M10.00S,2024-03-20T23:13:32.3Z,1,REGULAR,rebound,defensive,[],202710,,,1610612748,6,6,2024-03-20T23:13:33Z,310000,False,,,0,,J. Butler REBOUND (Off:0 Def:1),[202710],1610612748.0,MIA,,,,Butler,J. Butler,,,,,Right Corner 3,24+ Right,,,,,,,,,,,,30.0,1.0,1.0,0.0,,,,,
32,PT08M57.00S,2024-03-20T23:13:45.5Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],202710,6.258212877792378,50.98039215686274,1610612748,6,8,2024-03-20T23:13:51Z,320000,False,-5.0,6.0,1,left,J. Butler driving reverse Layup (5 PTS),[202710],1610612748.0,MIA,driving reverse,,,Butler,J. Butler,,,,,Restricted Area,0-8 Center,0.8,Made,5.0,,,,,,,,,,,,,,,,,
33,PT08M47.00S,2024-03-20T23:13:55.7Z,1,REGULAR,turnover,bad pass,[],1627747,,,1610612739,6,8,2024-03-20T23:13:59Z,330000,False,,,0,,C. LeVert bad pass TURNOVER (1 TO),"[1627747, 201988]",1610612739.0,CLE,,,,LeVert,C. LeVert,,,,,Mid-Range,16-24 Left Center,,,,,,,,,,,,,,,,1.0,Mills,201988.0,,
34,PT08M47.00S,2024-03-20T23:13:55.7Z,1,REGULAR,steal,,[],201988,,,1610612748,6,8,2024-03-20T23:13:57Z,340000,False,,,0,,P. Mills STEAL (1 STL),[201988],1610612748.0,MIA,,,,Mills,P. Mills,,,,,Mid-Range,16-24 Left Center,,,,,,,,,,,,,,,,,,,,
35,PT08M38.00S,2024-03-20T23:14:05.6Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],201988,30.56833114323259,64.4607843137255,1610612748,6,8,2024-03-20T23:14:13Z,350000,False,-72.0,235.0,1,left,MISS P. Mills 24' step back 3PT,[201988],1610612748.0,MIA,step back,,,Mills,P. Mills,,,,,Above the Break 3,24+ Center,24.57,Missed,,,,,,,,,,,,,,,,,,
36,PT08M38.00S,2024-03-20T23:14:10.8Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612748,6,8,2024-03-20T23:14:10Z,360000,False,,,0,,TEAM offensive REBOUND,[],1610612748.0,MIA,,,,,,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,35.0,,,,,,,,
37,PT08M38.00S,2024-03-20T23:14:12.9Z,1,REGULAR,foul,personal,[],1629636,,,1610612748,6,8,2024-03-20T23:15:38Z,370000,False,,,0,,D. Garland loose ball personal FOUL (1 PF),"[1629636, 1631107]",1610612739.0,CLE,loose ball,,,Garland,D. Garland,,,,,Restricted Area,0-8 Center,,,,,,,1628951.0,1.0,0.0,Jovic,1631107.0,,,,,,,,,
