actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,officialId,area,areaDetail,shotDistance,shotResult,shotActionNumber,turnoverTotal,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,stealPlayerName,stealPersonId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId
86,PT04M27.00S,2024-01-16T00:23:57.0Z,1,REGULAR,3pt,Jump Shot,[],203897,79.45137976346912,6.372549019607843,1610612741,21,16,2024-01-16T00:31:23Z,860000,False,-218.0,141.0,1,right,Z. LaVine 25' 3PT step back (7 PTS),[203897],1610612741.0,CHI,step back,,,LaVine,Z. LaVine,,,,,,Above the Break 3,24+ Left Center,25.95,Made,,,,,,7.0,,,,,,,,,,,
87,PT04M17.00S,2024-01-16T00:24:07.2Z,1,REGULAR,3pt,Jump Shot,[],1627747,25.18068331143233,13.725490196078432,1610612739,24,16,2024-01-16T00:34:06Z,870000,False,181.0,184.0,1,left,C. LeVert 25' 3PT pullup (3 PTS) (J. Allen 1 AST),"[1627747, 1628386]",1610612739.0,CLE,pullup,,,LeVert,C. LeVert,,,,,,Above the Break 3,24+ Right Center,25.85,Made,,,,,,3.0,J. Allen,1628386.0,1.0,,,,,,,,
89,PT03M59.00S,2024-01-16T00:24:24.9Z,1,REGULAR,2pt,Jump Shot,[],201942,81.94809461235218,33.57843137254902,1610612741,24,18,2024-01-16T00:34:23Z,890000,False,-82.0,117.0,1,right,D. DeRozan 14' step back Jump Shot (2 PTS),[201942],1610612741.0,CHI,step back,,,DeRozan,D. DeRozan,,,,,,Mid-Range,8-16 Left,14.31,Made,,,,,,2.0,,,,,,,,,,,
90,PT03M45.00S,2024-01-16T00:24:39.1Z,1,REGULAR,3pt,Jump Shot,[],1630171,3.7614980289093296,99.50980392156863,1610612739,24,18,2024-01-16T00:24:44Z,900000,False,-248.0,-17.0,1,left,MISS I. Okoro 24' 3PT,[1630171],1610612739.0,CLE,,,,Okoro,I. Okoro,,,,,,Left Corner 3,24+ Left,24.81,Missed,,,,,,,,,,,,,,,,,
91,PT03M42.00S,2024-01-16T00:24:42.4Z,1,REGULAR,rebound,offensive,[],1628386,,,1610612739,24,18,2024-01-16T00:24:42Z,910000,False,,,0,,J. Allen REBOUND (Off:2 Def:3),[1628386],1610612739.0,CLE,,,,Allen,J. Allen,,,,,,Left Corner 3,24+ Left,,,90.0,,5.0,3.0,2.0,,,,,,,,,,,,
92,PT03M40.00S,2024-01-16T00:24:44.8Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],1627777,20.45006570302234,6.862745098039216,1610612739,27,18,2024-01-16T00:24:49Z,920000,False,216.0,140.0,1,left,G. Niang 25' 3PT  (3 PTS) (J. Allen 2 AST),"[1627777, 1628386]",1610612739.0,CLE,,,,Niang,G. Niang,,,,,,Above the Break 3,24+ Right Center,25.7,Made,,,,,,3.0,J. Allen,1628386.0,2.0,,,,,,,,
94,PT03M40.00S,2024-01-16T00:24:51.0Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612741,27,18,2024-01-16T00:24:51Z,940000,False,,,0,,CHI Timeout,[],1610612741.0,CHI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
95,PT03M40.00S,2024-01-16T00:24:54.0Z,1,REGULAR,substitution,out,[],1630171,,,1610612741,27,18,2024-01-16T00:27:19Z,950000,False,,,0,,SUB out: I. Okoro,[1630171],1610612739.0,CLE,,,,Okoro,I. Okoro,,,,,,,,,,,,,,,,,,,,,,,,,,
96,PT03M40.00S,2024-01-16T00:24:54.0Z,1,REGULAR,substitution,out,[],1628378,,,1610612741,27,18,2024-01-16T00:27:19Z,960000,False,,,0,,SUB out: D. Mitchell,[1628378],1610612739.0,CLE,,,,Mitchell,D. Mitchell,,,,,,,,,,,,,,,,,,,,,,,,,,
97,PT03M40.00S,2024-01-16T00:24:54.0Z,1,REGULAR,substitution,out,[],1629632,,,1610612741,27,18,2024-01-16T00:27:19Z,970000,False,,,0,,SUB out: C. White,[1629632],1610612741.0,CHI,,,,White,C. White,,,,,,,,,,,,,,,,,,,,,,,,,,
98,PT03M40.00S,2024-01-16T00:24:54.0Z,1,REGULAR,substitution,out,[],201942,,,1610612741,27,18,2024-01-16T00:27:19Z,980000,False,,,0,,SUB out: D. DeRozan,[201942],1610612741.0,CHI,,,,DeRozan,D. DeRozan,,,,,,,,,,,,,,,,,,,,,,,,,,
99,PT03M40.00S,2024-01-16T00:24:54.0Z,1,REGULAR,substitution,in,[],1629622,,,1610612741,27,18,2024-01-16T00:27:19Z,990000,False,,,0,,SUB in: M. Strus,[1629622],1610612739.0,CLE,,,,Strus,M. Strus,,,,,,,,,,,,,,,,,,,,,,,,,,
100,PT03M40.00S,2024-01-16T00:24:54.0Z,1,REGULAR,substitution,in,[],1630241,,,1610612741,27,18,2024-01-16T00:27:19Z,1000000,False,,,0,,SUB in: S. Merrill,[1630241],1610612739.0,CLE,,,,Merrill,S. Merrill,,,,,,,,,,,,,,,,,,,,,,,,,,
101,PT03M40.00S,2024-01-16T00:24:54.0Z,1,REGULAR,substitution,in,[],1631207,,,1610612741,27,18,2024-01-16T00:27:19Z,1010000,False,,,0,,SUB in: D. Terry,[1631207],1610612741.0,CHI,,,,Terry,D. Terry,,,,,,,,,,,,,,,,,,,,,,,,,,
102,PT03M40.00S,2024-01-16T00:24:54.0Z,1,REGULAR,substitution,in,[],1628975,,,1610612741,27,18,2024-01-16T00:27:19Z,1020000,False,,,0,,SUB in: J. Carter,[1628975],1610612741.0,CHI,,,,Carter,J. Carter,,,,,,,,,,,,,,,,,,,,,,,,,,
103,PT03M16.00S,2024-01-16T00:28:04.7Z,1,REGULAR,3pt,Jump Shot,[],1631207,92.46057818659659,2.696078431372549,1610612741,27,18,2024-01-16T00:28:13Z,1030000,False,-237.0,18.0,1,right,MISS D. Terry 3PT,[1631207],1610612741.0,CHI,,,,Terry,D. Terry,,,,,,Left Corner 3,24+ Left,23.72,Missed,,,,,,,,,,,,,,,,,
104,PT03M13.00S,2024-01-16T00:28:07.7Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612741,27,18,2024-01-16T00:28:13Z,1040000,False,,,0,,TEAM offensive REBOUND,[],1610612741.0,CHI,,,,,,,,,,,Left Corner 3,24+ Left,,,103.0,,,,,,,,,,,,,,,,
106,PT03M04.00S,2024-01-16T00:28:29.7Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],202696,71.82982917214193,19.607843137254903,1610612741,27,18,2024-01-16T00:28:34Z,1060000,False,-152.0,212.0,1,right,MISS N. Vucevic 26' 3PT,[202696],1610612741.0,CHI,,,,Vucevic,N. Vucevic,,,,,,Above the Break 3,24+ Left Center,26.11,Missed,,,,,,,,,,,,,,,,,
107,PT03M02.00S,2024-01-16T00:28:31.7Z,1,REGULAR,rebound,defensive,[],1627777,,,1610612739,27,18,2024-01-16T00:28:34Z,1070000,False,,,0,,G. Niang REBOUND (Off:0 Def:1),[1627777],1610612739.0,CLE,,,,Niang,G. Niang,,,,,,Above the Break 3,24+ Left Center,,,106.0,,1.0,1.0,0.0,,,,,,,,,,,,
108,PT02M53.00S,2024-01-16T00:28:41.6Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1627747,7.046649145860711,63.970588235294116,1610612739,29,18,2024-01-16T00:28:46Z,1080000,False,-70.0,14.0,1,left,C. LeVert 7' driving floating bank Jump Shot (5 PTS),[1627747],1610612739.0,CLE,driving floating bank,,,LeVert,C. LeVert,,,,,,In The Paint (Non-RA),0-8 Center,7.12,Made,,,,,,5.0,,,,,,,,,,,
109,PT02M42.00S,2024-01-16T00:28:53.5Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],203897,94.30026281208936,51.71568627450981,1610612741,29,18,2024-01-16T00:38:41Z,1090000,False,9.0,1.0,1,right,MISS Z. LaVine driving Layup,[203897],1610612741.0,CHI,driving,,,LaVine,Z. LaVine,,,,,,Restricted Area,0-8 Center,0.87,Missed,,,,,,,,,,,,,,,,,
110,PT02M42.00S,2024-01-16T00:28:53.5Z,1,REGULAR,rebound,defensive,['team'],0,,,1610612739,29,18,2024-01-16T00:28:57Z,1100000,False,,,0,,TEAM defensive REBOUND,[],1610612739.0,CLE,,,,,,,,,,,Restricted Area,0-8 Center,,,109.0,,,,,,,,,,,,,,,,
112,PT02M42.00S,2024-01-16T00:28:59.9Z,1,REGULAR,substitution,out,[],203897,,,1610612739,29,18,2024-01-16T00:29:20Z,1120000,False,,,0,,SUB out: Z. LaVine,[203897],1610612741.0,CHI,,,,LaVine,Z. LaVine,,,,,,,,,,,,,,,,,,,,,,,,,,
113,PT02M42.00S,2024-01-16T00:28:59.9Z,1,REGULAR,substitution,in,[],201942,,,1610612739,29,18,2024-01-16T00:29:20Z,1130000,False,,,0,,SUB in: D. DeRozan,[201942],1610612741.0,CHI,,,,DeRozan,D. DeRozan,,,,,,,,,,,,,,,,,,,,,,,,,,
114,PT02M27.00S,2024-01-16T00:29:39.1Z,1,REGULAR,foul,personal,[],1630245,,,1610612739,29,18,2024-01-16T00:39:21Z,1140000,False,,,0,,A. Dosunmu personal FOUL (1 PF),"[1630245, 1628386]",1610612741.0,CHI,,,,Dosunmu,A. Dosunmu,,,,,2530.0,Mid-Range,16-24 Right Center,,,,,,,,,,,,,,1.0,0.0,Allen,1628386.0,,
116,PT02M27.00S,2024-01-16T00:29:47.0Z,1,REGULAR,substitution,out,[],1628386,,,1610612739,29,18,2024-01-16T00:29:55Z,1160000,False,,,0,,SUB out: J. Allen,[1628386],1610612739.0,CLE,,,,Allen,J. Allen,,,,,,,,,,,,,,,,,,,,,,,,,,
117,PT02M27.00S,2024-01-16T00:29:47.0Z,1,REGULAR,substitution,out,[],202696,,,1610612739,29,18,2024-01-16T00:29:55Z,1170000,False,,,0,,SUB out: N. Vucevic,[202696],1610612741.0,CHI,,,,Vucevic,N. Vucevic,,,,,,,,,,,,,,,,,,,,,,,,,,
118,PT02M27.00S,2024-01-16T00:29:47.0Z,1,REGULAR,substitution,in,[],202684,,,1610612739,29,18,2024-01-16T00:29:55Z,1180000,False,,,0,,SUB in: T. Thompson,[202684],1610612739.0,CLE,,,,Thompson,T. Thompson,,,,,,,,,,,,,,,,,,,,,,,,,,
119,PT02M27.00S,2024-01-16T00:29:47.0Z,1,REGULAR,substitution,in,[],203083,,,1610612739,29,18,2024-01-16T00:29:55Z,1190000,False,,,0,,SUB in: A. Drummond,[203083],1610612741.0,CHI,,,,Drummond,A. Drummond,,,,,,,,,,,,,,,,,,,,,,,,,,
120,PT02M14.00S,2024-01-16T00:30:07.5Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1627747,16.245072273324574,38.72549019607843,1610612739,29,18,2024-01-16T00:39:51Z,1200000,False,56.0,100.0,1,left,MISS C. LeVert 11' pullup Shot,[1627747],1610612739.0,CLE,pullup,,,LeVert,C. LeVert,,,,,,In The Paint (Non-RA),8-16 Center,11.5,Missed,,,,,,,,,,,,,,,,,
121,PT02M12.00S,2024-01-16T00:30:09.5Z,1,REGULAR,rebound,defensive,[],203083,,,1610612741,29,18,2024-01-16T00:30:12Z,1210000,False,,,0,,A. Drummond REBOUND (Off:0 Def:1),[203083],1610612741.0,CHI,,,,Drummond,A. Drummond,,,,,,In The Paint (Non-RA),8-16 Center,,,120.0,,1.0,1.0,0.0,,,,,,,,,,,,
122,PT02M04.00S,2024-01-16T00:30:22.6Z,1,REGULAR,foul,personal,[],1627747,,,1610612741,29,18,2024-01-16T00:30:31Z,1220000,False,,,0,,C. LeVert personal FOUL (1 PF),"[1627747, 201942]",1610612739.0,CLE,,,,LeVert,C. LeVert,,,,,2530.0,Mid-Range,8-16 Right,,,,,,,,,,,,,,1.0,0.0,DeRozan,201942.0,,
124,PT01M58.00S,2024-01-16T00:30:46.0Z,1,REGULAR,3pt,Jump Shot,[],1628975,93.9060446780552,96.07843137254902,1610612741,29,18,2024-01-16T00:30:50Z,1240000,False,230.0,5.0,1,right,MISS J. Carter 3PT,[1628975],1610612741.0,CHI,,,,Carter,J. Carter,,,,,,Right Corner 3,24+ Right,23.04,Missed,,,,,,,,,,,,,,,,,
125,PT01M54.00S,2024-01-16T00:30:50.0Z,1,REGULAR,rebound,defensive,[],1630241,,,1610612739,29,18,2024-01-16T00:30:50Z,1250000,False,,,0,,S. Merrill REBOUND (Off:0 Def:1),[1630241],1610612739.0,CLE,,,,Merrill,S. Merrill,,,,,,Right Corner 3,24+ Right,,,124.0,,1.0,1.0,0.0,,,,,,,,,,,,
126,PT01M50.00S,2024-01-16T00:30:54.8Z,1,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint']",202684,7.30946123521682,51.71568627450981,1610612739,29,18,2024-01-16T00:41:07Z,1260000,False,-9.0,16.0,1,left,MISS T. Thompson running Layup - blocked,"[202684, 203083]",1610612739.0,CLE,running,,,Thompson,T. Thompson,,,,,,Restricted Area,0-8 Center,1.83,Missed,,,,,,,,,,,,,,,,Drummond,203083.0
127,PT01M50.00S,2024-01-16T00:30:54.8Z,1,REGULAR,block,,[],203083,,,1610612739,29,18,2024-01-16T00:30:59Z,1270000,False,,,0,,A. Drummond BLOCK (1 BLK),[203083],1610612741.0,CHI,,,,Drummond,A. Drummond,,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,
128,PT01M50.00S,2024-01-16T00:30:54.8Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612739,29,18,2024-01-16T00:31:05Z,1280000,False,,,0,,TEAM offensive REBOUND,[],1610612739.0,CLE,,,,,,,,,,,Restricted Area,0-8 Center,,,126.0,,,,,,,,,,,,,,,,
130,PT01M46.00S,2024-01-16T00:31:12.6Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],1627777,7.30946123521682,98.2843137254902,1610612739,32,18,2024-01-16T00:31:16Z,1300000,False,-241.0,16.0,1,left,G. Niang 24' 3PT  (6 PTS) (C. LeVert 2 AST),"[1627777, 1627747]",1610612739.0,CLE,,,,Niang,G. Niang,,,,,,Left Corner 3,24+ Left,24.19,Made,,,,,,6.0,C. LeVert,1627747.0,2.0,,,,,,,,
132,PT01M36.00S,2024-01-16T00:31:21.9Z,1,REGULAR,3pt,Jump Shot,[],1631207,78.26872536136662,8.333333333333332,1610612741,32,18,2024-01-16T00:31:27Z,1320000,False,-208.0,152.0,1,right,MISS D. Terry 25' step back 3PT,[1631207],1610612741.0,CHI,step back,,,Terry,D. Terry,,,,,,Above the Break 3,24+ Left Center,25.77,Missed,,,,,,,,,,,,,,,,,
133,PT01M32.00S,2024-01-16T00:31:25.9Z,1,REGULAR,rebound,defensive,[],1627747,,,1610612739,32,18,2024-01-16T00:31:27Z,1330000,False,,,0,,C. LeVert REBOUND (Off:0 Def:1),[1627747],1610612739.0,CLE,,,,LeVert,C. LeVert,,,,,,Above the Break 3,24+ Left Center,,,132.0,,1.0,1.0,0.0,,,,,,,,,,,,
134,PT01M21.00S,2024-01-16T00:31:38.0Z,1,REGULAR,3pt,Jump Shot,[],1630241,4.812746386333772,97.79411764705883,1610612739,35,18,2024-01-16T00:31:41Z,1340000,False,-239.0,-7.0,1,left,S. Merrill 3PT  (3 PTS) (T. Thompson 1 AST),"[1630241, 202684]",1610612739.0,CLE,,,,Merrill,S. Merrill,,,,,,Left Corner 3,24+ Left,23.91,Made,,,,,,3.0,T. Thompson,202684.0,1.0,,,,,,,,
136,PT01M20.00S,2024-01-16T00:31:45.3Z,1,REGULAR,timeout,full,['team'],0,,,1610612741,35,18,2024-01-16T00:31:45Z,1360000,False,,,0,,CHI Timeout,[],1610612741.0,CHI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
137,PT01M20.00S,2024-01-16T00:32:08.1Z,1,REGULAR,substitution,out,[],1631207,,,1610612741,35,18,2024-01-16T00:33:06Z,1370000,False,,,0,,SUB out: D. Terry,[1631207],1610612741.0,CHI,,,,Terry,D. Terry,,,,,,,,,,,,,,,,,,,,,,,,,,
138,PT01M20.00S,2024-01-16T00:32:08.1Z,1,REGULAR,substitution,in,[],1627936,,,1610612741,35,18,2024-01-16T00:33:06Z,1380000,False,,,0,,SUB in: A. Caruso,[1627936],1610612741.0,CHI,,,,Caruso,A. Caruso,,,,,,,,,,,,,,,,,,,,,,,,,,
141,PT01M07.00S,2024-01-16T00:33:33.6Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1627936,92.72339027595268,53.18627450980392,1610612741,35,18,2024-01-16T00:33:41Z,1390000,False,16.0,16.0,1,right,MISS A. Caruso driving Layup - blocked,"[1627936, 1627777]",1610612741.0,CHI,driving,,,Caruso,A. Caruso,,,,,,Restricted Area,0-8 Center,2.25,Missed,,,,,,,,,,,,,,,,Niang,1627777.0
157,PT01M07.00S,2024-01-16T00:33:33.6Z,1,REGULAR,block,,[],1627777,,,1610612741,35,18,2024-01-16T00:35:19Z,1395000,False,,,0,,G. Niang BLOCK (1 BLK),[1627777],1610612739.0,CLE,,,,Niang,G. Niang,,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,
142,PT01M05.00S,2024-01-16T00:33:35.6Z,1,REGULAR,rebound,defensive,[],202684,,,1610612739,35,18,2024-01-16T00:33:41Z,1400000,False,,,0,,T. Thompson REBOUND (Off:0 Def:1),[202684],1610612739.0,CLE,,,,Thompson,T. Thompson,,,,,,Restricted Area,0-8 Center,,,141.0,,1.0,1.0,0.0,,,,,,,,,,,,
143,PT00M59.10S,2024-01-16T00:33:43.5Z,1,REGULAR,3pt,Jump Shot,[],1627777,30.305519053876477,69.36274509803921,1610612739,38,18,2024-01-16T00:33:49Z,1410000,False,-97.0,232.0,1,left,G. Niang 25' 3PT  (9 PTS) (C. LeVert 3 AST),"[1627777, 1627747]",1610612739.0,CLE,,,,Niang,G. Niang,,,,,,Above the Break 3,24+ Left Center,25.18,Made,,,,,,9.0,C. LeVert,1627747.0,3.0,,,,,,,,
145,PT00M49.20S,2024-01-16T00:33:55.5Z,1,REGULAR,3pt,Jump Shot,[],1628975,70.38436268068331,74.26470588235294,1610612741,38,21,2024-01-16T00:33:59Z,1430000,False,121.0,226.0,1,right,J. Carter 25' 3PT  (3 PTS) (A. Dosunmu 2 AST),"[1628975, 1630245]",1610612741.0,CHI,,,,Carter,J. Carter,,,,,,Above the Break 3,24+ Right Center,25.64,Made,,,,,,3.0,A. Dosunmu,1630245.0,2.0,,,,,,,,
147,PT00M29.30S,2024-01-16T00:34:17.0Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],202684,11.908672798948752,54.41176470588235,1610612739,38,21,2024-01-16T00:34:21Z,1450000,False,-22.0,59.0,1,left,MISS T. Thompson 6' Hook,[202684],1610612739.0,CLE,,,,Thompson,T. Thompson,,,,,,In The Paint (Non-RA),0-8 Center,6.34,Missed,,,,,,,,,,,,,,,,,
148,PT00M26.90S,2024-01-16T00:34:19.4Z,1,REGULAR,rebound,defensive,[],203083,,,1610612741,38,21,2024-01-16T00:34:21Z,1460000,False,,,0,,A. Drummond REBOUND (Off:0 Def:2),[203083],1610612741.0,CHI,,,,Drummond,A. Drummond,,,,,,In The Paint (Non-RA),0-8 Center,,,147.0,,2.0,2.0,0.0,,,,,,,,,,,,
149,PT00M16.50S,2024-01-16T00:34:29.7Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630245,93.77463863337714,52.69607843137255,1610612741,38,21,2024-01-16T00:34:33Z,1470000,False,13.0,6.0,1,right,MISS A. Dosunmu driving Layup,[1630245],1610612741.0,CHI,driving,,,Dosunmu,A. Dosunmu,,,,,,Restricted Area,0-8 Center,1.48,Missed,,,,,,,,,,,,,,,,,
150,PT00M14.10S,2024-01-16T00:34:32.2Z,1,REGULAR,rebound,defensive,[],1627747,,,1610612739,38,21,2024-01-16T00:34:32Z,1480000,False,,,0,,C. LeVert REBOUND (Off:0 Def:2),[1627747],1610612739.0,CLE,,,,LeVert,C. LeVert,,,,,,Restricted Area,0-8 Center,,,149.0,,2.0,2.0,0.0,,,,,,,,,,,,
151,PT00M10.30S,2024-01-16T00:34:36.8Z,1,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint']",1627747,6.258212877792378,50.98039215686274,1610612739,40,21,2024-01-16T00:43:35Z,1490000,False,-5.0,6.0,1,left,C. LeVert running Layup (7 PTS),[1627747],1610612739.0,CLE,running,,,LeVert,C. LeVert,,,,,,Restricted Area,0-8 Center,0.8,Made,,,,,,7.0,,,,,,,,,,,
152,PT00M05.50S,2024-01-16T00:34:48.7Z,1,REGULAR,foul,offensive,[],203083,,,1610612741,40,21,2024-01-16T00:35:10Z,1500000,False,,,0,,A. Drummond offensive FOUL (1 PF),"[203083, 1629622]",1610612741.0,CHI,,,,Drummond,A. Drummond,,,,,2530.0,Above the Break 3,24+ Left Center,,,,,,,,,,,,,,1.0,0.0,Strus,1629622.0,,
154,PT00M05.50S,2024-01-16T00:34:48.7Z,1,REGULAR,turnover,offensive foul,[],203083,,,1610612741,40,21,2024-01-16T00:34:48Z,1520000,False,,,0,,A. Drummond offensive foul TURNOVER (1 TO),[203083],1610612741.0,CHI,,,,Drummond,A. Drummond,,,,,2530.0,Above the Break 3,24+ Left Center,,,,1.0,,,,,,,,,,,,,,,
155,PT00M05.50S,2024-01-16T00:34:57.0Z,1,REGULAR,substitution,out,[],202684,,,1610612739,40,21,2024-01-16T00:35:09Z,1530000,False,,,0,,SUB out: T. Thompson,[202684],1610612739.0,CLE,,,,Thompson,T. Thompson,,,,,,,,,,,,,,,,,,,,,,,,,,
156,PT00M05.50S,2024-01-16T00:34:57.0Z,1,REGULAR,substitution,in,[],1628378,,,1610612739,40,21,2024-01-16T00:35:09Z,1540000,False,,,0,,SUB in: D. Mitchell,[1628378],1610612739.0,CLE,,,,Mitchell,D. Mitchell,,,,,,,,,,,,,,,,,,,,,,,,,,
160,PT00M00.00S,2024-01-16T00:35:23.8Z,1,REGULAR,period,end,[],0,,,1610612739,40,21,2024-01-16T00:35:23Z,1570000,False,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
161,PT12M00.00S,2024-01-16T00:35:35.6Z,2,REGULAR,substitution,out,['startperiod'],1628378,,,1610612739,40,21,2024-01-16T00:37:43Z,1580000,False,,,0,,SUB out: D. Mitchell,[1628378],1610612739.0,CLE,,,,Mitchell,D. Mitchell,,,,,,,,,,,,,,,,,,,,,,,,,,
162,PT12M00.00S,2024-01-16T00:35:35.6Z,2,REGULAR,substitution,out,['startperiod'],1628975,,,1610612739,40,21,2024-01-16T00:37:43Z,1590000,False,,,0,,SUB out: J. Carter,[1628975],1610612741.0,CHI,,,,Carter,J. Carter,,,,,,,,,,,,,,,,,,,,,,,,,,
163,PT12M00.00S,2024-01-16T00:35:35.6Z,2,REGULAR,substitution,in,['startperiod'],202684,,,1610612739,40,21,2024-01-16T00:37:43Z,1600000,False,,,0,,SUB in: T. Thompson,[202684],1610612739.0,CLE,,,,Thompson,T. Thompson,,,,,,,,,,,,,,,,,,,,,,,,,,
164,PT12M00.00S,2024-01-16T00:35:35.6Z,2,REGULAR,substitution,in,['startperiod'],1629632,,,1610612739,40,21,2024-01-16T00:37:43Z,1610000,False,,,0,,SUB in: C. White,[1629632],1610612741.0,CHI,,,,White,C. White,,,,,,,,,,,,,,,,,,,,,,,,,,
165,PT12M00.00S,2024-01-16T00:37:58.7Z,2,REGULAR,period,start,[],0,,,1610612741,40,21,2024-01-16T00:37:58Z,1620000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
167,PT11M44.00S,2024-01-16T00:38:13.7Z,2,REGULAR,2pt,Jump Shot,[],201942,89.17542706964521,23.03921568627451,1610612741,40,23,2024-01-16T00:45:56Z,1630000,False,-135.0,49.0,1,right,D. DeRozan 14' pullup Jump Shot (4 PTS),[201942],1610612741.0,CHI,pullup,,,DeRozan,D. DeRozan,,,,,,Mid-Range,8-16 Left,14.35,Made,,,,,,4.0,,,,,,,,,,,
168,PT11M20.00S,2024-01-16T00:38:38.0Z,2,REGULAR,3pt,Jump Shot,[],1629622,7.440867279894875,3.431372549019608,1610612739,40,23,2024-01-16T00:38:42Z,1640000,False,233.0,17.0,1,left,MISS M. Strus 3PT,[1629622],1610612739.0,CLE,,,,Strus,M. Strus,,,,,,Right Corner 3,24+ Right,23.34,Missed,,,,,,,,,,,,,,,,,
169,PT11M16.00S,2024-01-16T00:38:42.0Z,2,REGULAR,rebound,defensive,[],201942,,,1610612741,40,23,2024-01-16T00:38:42Z,1650000,False,,,0,,D. DeRozan REBOUND (Off:0 Def:2),[201942],1610612741.0,CHI,,,,DeRozan,D. DeRozan,,,,,,Right Corner 3,24+ Right,,,168.0,,2.0,2.0,0.0,,,,,,,,,,,,
170,PT11M12.00S,2024-01-16T00:38:48.4Z,2,REGULAR,foul,personal,[],1629622,,,1610612741,40,23,2024-01-16T00:39:02Z,1660000,False,,,0,,M. Strus personal FOUL (1 PF),"[1629622, 201942]",1610612739.0,CLE,,,,Strus,M. Strus,,,,,2530.0,Mid-Range,8-16 Left,,,,,,,,,,,,,,1.0,0.0,DeRozan,201942.0,,
173,PT11M06.00S,2024-01-16T00:39:11.4Z,2,REGULAR,2pt,Jump Shot,[],201942,74.19513797634691,59.31372549019608,1610612741,40,23,2024-01-16T00:46:39Z,1680000,False,47.0,190.0,1,right,MISS D. DeRozan 19' pullup Shot,[201942],1610612741.0,CHI,pullup,,,DeRozan,D. DeRozan,,,,,,Mid-Range,16-24 Center,19.57,Missed,,,,,,,,,,,,,,,,,
174,PT11M02.00S,2024-01-16T00:39:15.4Z,2,REGULAR,rebound,offensive,[],1630245,,,1610612741,40,23,2024-01-16T00:39:16Z,1690000,False,,,0,,A. Dosunmu REBOUND (Off:1 Def:0),[1630245],1610612741.0,CHI,,,,Dosunmu,A. Dosunmu,,,,,,Mid-Range,16-24 Center,,,173.0,,1.0,0.0,1.0,,,,,,,,,,,,
175,PT10M48.00S,2024-01-16T00:39:28.6Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1627936,94.1688567674113,50.245098039215684,1610612741,40,25,2024-01-16T00:39:33Z,1700000,False,1.0,2.0,1,right,A. Caruso driving Layup (2 PTS) (A. Drummond 1 AST),"[1627936, 203083]",1610612741.0,CHI,driving,,,Caruso,A. Caruso,,,,,,Restricted Area,0-8 Center,0.26,Made,,,,,,2.0,A. Drummond,203083.0,1.0,,,,,,,,
177,PT10M33.00S,2024-01-16T00:39:43.8Z,2,REGULAR,3pt,Jump Shot,[],1627777,31.09395532194481,67.15686274509804,1610612739,40,25,2024-01-16T00:48:28Z,1720000,False,-86.0,240.0,1,left,MISS G. Niang 25' pullup 3PT,[1627777],1610612739.0,CLE,pullup,,,Niang,G. Niang,,,,,,Above the Break 3,24+ Left Center,25.47,Missed,,,,,,,,,,,,,,,,,
178,PT10M30.00S,2024-01-16T00:39:46.8Z,2,REGULAR,rebound,offensive,[],202684,,,1610612739,40,25,2024-01-16T00:40:01Z,1730000,False,,,0,,T. Thompson REBOUND (Off:1 Def:1),[202684],1610612739.0,CLE,,,,Thompson,T. Thompson,,,,,,Above the Break 3,24+ Left Center,,,177.0,,2.0,1.0,1.0,,,,,,,,,,,,
