actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,turnoverTotal,stealPlayerName,stealPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,assistPlayerNameInitial,assistPersonId,assistTotal,blockPlayerName,blockPersonId
79,PT04M26.00S,2023-10-31T23:48:30.5Z,1,REGULAR,3pt,Jump Shot,[],1627777,70.90998685939553,75.0,1610612739,17,18,2023-10-31T23:48:34Z,790000,False,125.0,221.0,1,right,G. Niang 25' 3PT  (6 PTS) (D. Mitchell 1 AST),"[1627777, 1628378]",1610612739.0,CLE,,,,Niang,G. Niang,,,,,Above the Break 3,24+ Right Center,25.38,Made,6.0,,,,,,,,,,,,,D. Mitchell,1628378.0,1.0,,
82,PT04M12.00S,2023-10-31T23:48:56.3Z,1,REGULAR,violation,kicked ball,[],1630596,,,1610612752,17,18,2023-10-31T23:49:06Z,820000,False,,,0,,E. Mobley kicked ball VIOLATION,[1630596],1610612739.0,CLE,,,,Mobley,E. Mobley,,,,,,,,,,,,,,,,,1626302.0,,,,,,,,,
83,PT04M12.00S,2023-10-31T23:49:02.4Z,1,REGULAR,substitution,out,[],1630596,,,1610612752,17,18,2023-10-31T23:49:20Z,830000,False,,,0,,SUB out: E. Mobley,[1630596],1610612739.0,CLE,,,,Mobley,E. Mobley,,,,,,,,,,,,,,,,,,,,,,,,,,
84,PT04M12.00S,2023-10-31T23:49:02.4Z,1,REGULAR,substitution,out,[],1629656,,,1610612752,17,18,2023-10-31T23:49:20Z,840000,False,,,0,,SUB out: Q. Grimes,[1629656],1610612752.0,NYK,,,,Grimes,Q. Grimes,,,,,,,,,,,,,,,,,,,,,,,,,,
85,PT04M12.00S,2023-10-31T23:49:02.4Z,1,REGULAR,substitution,in,[],202684,,,1610612752,17,18,2023-10-31T23:49:20Z,850000,False,,,0,,SUB in: T. Thompson,[202684],1610612739.0,CLE,,,,Thompson,T. Thompson,,,,,,,,,,,,,,,,,,,,,,,,,,
86,PT04M12.00S,2023-10-31T23:49:02.4Z,1,REGULAR,substitution,in,[],1630193,,,1610612752,17,18,2023-10-31T23:49:20Z,860000,False,,,0,,SUB in: I. Quickley,[1630193],1610612752.0,NYK,,,,Quickley,I. Quickley,,,,,,,,,,,,,,,,,,,,,,,,,,
87,PT03M59.00S,2023-10-31T23:49:34.5Z,1,REGULAR,foul,personal,['2freethrow'],1627777,,,1610612752,17,18,2023-10-31T23:49:43Z,870000,False,,,0,,G. Niang shooting personal FOUL (1 PF) (Randle 2 FT),"[1627777, 203944]",1610612739.0,CLE,shooting,,,Niang,G. Niang,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,202037.0,1.0,0.0,Randle,203944.0,,,,,
89,PT03M59.00S,2023-10-31T23:50:10.1Z,1,REGULAR,freethrow,1 of 2,[],203944,,,1610612752,17,18,2023-10-31T23:50:10Z,890000,False,,,0,,MISS J. Randle Free Throw 1 of 2,[203944],1610612752.0,NYK,,,,Randle,J. Randle,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
90,PT03M59.00S,2023-10-31T23:50:10.1Z,1,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612752,17,18,2023-10-31T23:50:10Z,900000,False,,,0,,TEAM offensive REBOUND,[],1610612752.0,NYK,,,,,,,,,,,,,,,89.0,,,,,,,,,,,,,,,,
91,PT03M59.00S,2023-10-31T23:50:31.6Z,1,REGULAR,freethrow,2 of 2,[],203944,,,1610612752,17,19,2023-10-31T23:50:31Z,910000,False,,,0,,J. Randle Free Throw 2 of 2 (1 PTS),[203944],1610612752.0,NYK,,,,Randle,J. Randle,,,,,,,,Made,1.0,,,,,,,,,,,,,,,,,
92,PT03M42.00S,2023-10-31T23:50:48.8Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628378,92.85479632063075,63.23529411764706,1610612739,19,19,2023-10-31T23:51:43Z,920000,False,66.0,15.0,1,right,D. Mitchell 6' driving floating Jump Shot (4 PTS),[1628378],1610612739.0,CLE,driving floating,,,Mitchell,D. Mitchell,,,,,In The Paint (Non-RA),0-8 Center,6.78,Made,4.0,,,,,,,,,,,,,,,,,
93,PT03M33.00S,2023-10-31T23:51:00.8Z,1,REGULAR,turnover,out-of-bounds,[],1628973,,,1610612752,19,19,2023-10-31T23:51:34Z,930000,False,,,0,,J. Brunson lost ball out-of-bounds TURNOVER (2 TO),[1628973],1610612752.0,NYK,lost ball,,,Brunson,J. Brunson,,,,,Mid-Range,8-16 Right,,,,,,,,2.0,,,1626302.0,,,,,,,,,
94,PT03M33.00S,2023-10-31T23:51:04.6Z,1,REGULAR,substitution,out,[],1629011,,,1610612739,19,19,2023-10-31T23:51:15Z,940000,False,,,0,,SUB out: M. Robinson,[1629011],1610612752.0,NYK,,,,Robinson,M. Robinson,,,,,,,,,,,,,,,,,,,,,,,,,,
95,PT03M33.00S,2023-10-31T23:51:04.6Z,1,REGULAR,substitution,in,[],1628392,,,1610612739,19,19,2023-10-31T23:51:15Z,950000,False,,,0,,SUB in: I. Hartenstein,[1628392],1610612752.0,NYK,,,,Hartenstein,I. Hartenstein,,,,,,,,,,,,,,,,,,,,,,,,,,
96,PT03M23.00S,2023-10-31T23:51:22.6Z,1,REGULAR,2pt,Jump Shot,['fromturnover'],1628378,75.1149802890933,64.2156862745098,1610612739,21,19,2023-10-31T23:52:22Z,960000,False,71.0,181.0,1,right,D. Mitchell 19' step back Jump Shot (6 PTS),[1628378],1610612739.0,CLE,step back,,,Mitchell,D. Mitchell,,,,,Mid-Range,16-24 Right Center,19.48,Made,6.0,,,,,,,,,,,,,,,,,
97,PT03M00.00S,2023-10-31T23:51:43.8Z,1,REGULAR,3pt,Jump Shot,[],1630193,28.203022339027594,76.7156862745098,1610612752,21,22,2023-10-31T23:51:49Z,970000,False,-134.0,213.0,1,left,I. Quickley 25' 3PT pullup (3 PTS) (I. Hartenstein 1 AST),"[1630193, 1628392]",1610612752.0,NYK,pullup,,,Quickley,I. Quickley,,,,,Above the Break 3,24+ Left Center,25.11,Made,3.0,,,,,,,,,,,,,I. Hartenstein,1628392.0,1.0,,
99,PT02M43.00S,2023-10-31T23:52:01.5Z,1,REGULAR,3pt,Jump Shot,[],1627777,70.38436268068331,22.54901960784314,1610612739,21,22,2023-10-31T23:52:05Z,990000,False,-137.0,226.0,1,right,MISS G. Niang 26' 3PT,[1627777],1610612739.0,CLE,,,,Niang,G. Niang,,,,,Above the Break 3,24+ Left Center,26.44,Missed,,,,,,,,,,,,,,,,,,
100,PT02M40.00S,2023-10-31T23:52:04.5Z,1,REGULAR,rebound,defensive,[],203944,,,1610612752,21,22,2023-10-31T23:52:05Z,1000000,False,,,0,,J. Randle REBOUND (Off:1 Def:3),[203944],1610612752.0,NYK,,,,Randle,J. Randle,,,,,Above the Break 3,24+ Left Center,,,,99.0,4.0,3.0,1.0,,,,,,,,,,,,,
101,PT02M33.00S,2023-10-31T23:52:15.2Z,1,REGULAR,foul,personal,['2freethrow'],1641734,,,1610612752,21,22,2023-10-31T23:52:29Z,1010000,False,,,0,,E. Bates shooting personal FOUL (1 PF) (Randle 2 FT),"[1641734, 203944]",1610612739.0,CLE,shooting,,,Bates,E. Bates,,,,,In The Paint (Non-RA),8-16 Left,,,,,,,,,,,1626302.0,1.0,0.0,Randle,203944.0,,,,,
103,PT02M33.00S,2023-10-31T23:52:26.6Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612752,21,22,2023-10-31T23:52:26Z,1030000,False,,,0,,CLE Timeout,[],1610612739.0,CLE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
105,PT02M33.00S,2023-10-31T23:53:27.0Z,1,REGULAR,substitution,out,[],1630171,,,1610612752,21,22,2023-10-31T23:55:29Z,1040000,False,,,0,,SUB out: I. Okoro,[1630171],1610612739.0,CLE,,,,Okoro,I. Okoro,,,,,,,,,,,,,,,,,,,,,,,,,,
106,PT02M33.00S,2023-10-31T23:53:27.0Z,1,REGULAR,substitution,out,[],1628378,,,1610612752,21,22,2023-10-31T23:55:29Z,1050000,False,,,0,,SUB out: D. Mitchell,[1628378],1610612739.0,CLE,,,,Mitchell,D. Mitchell,,,,,,,,,,,,,,,,,,,,,,,,,,
107,PT02M33.00S,2023-10-31T23:53:27.0Z,1,REGULAR,substitution,out,[],1628973,,,1610612752,21,22,2023-10-31T23:55:29Z,1060000,False,,,0,,SUB out: J. Brunson,[1628973],1610612752.0,NYK,,,,Brunson,J. Brunson,,,,,,,,,,,,,,,,,,,,,,,,,,
108,PT02M33.00S,2023-10-31T23:53:27.0Z,1,REGULAR,substitution,in,[],1629622,,,1610612752,21,22,2023-10-31T23:55:29Z,1070000,False,,,0,,SUB in: M. Strus,[1629622],1610612739.0,CLE,,,,Strus,M. Strus,,,,,,,,,,,,,,,,,,,,,,,,,,
109,PT02M33.00S,2023-10-31T23:53:27.0Z,1,REGULAR,substitution,in,[],1641854,,,1610612752,21,22,2023-10-31T23:55:29Z,1080000,False,,,0,,SUB in: C. Porter,[1641854],1610612739.0,CLE,,,,Porter,C. Porter,,,,,,,,,,,,,,,,,,,,,,,,,,
110,PT02M33.00S,2023-10-31T23:53:27.0Z,1,REGULAR,substitution,in,[],1628978,,,1610612752,21,22,2023-10-31T23:55:29Z,1090000,False,,,0,,SUB in: D. DiVincenzo,[1628978],1610612752.0,NYK,,,,DiVincenzo,D. DiVincenzo,,,,,,,,,,,,,,,,,,,,,,,,,,
111,PT02M33.00S,2023-10-31T23:55:53.2Z,1,REGULAR,freethrow,1 of 2,[],203944,,,1610612752,21,23,2023-10-31T23:55:53Z,1100000,False,,,0,,J. Randle Free Throw 1 of 2 (2 PTS),[203944],1610612752.0,NYK,,,,Randle,J. Randle,,,,,,,,Made,2.0,,,,,,,,,,,,,,,,,
112,PT02M33.00S,2023-10-31T23:56:10.5Z,1,REGULAR,freethrow,2 of 2,[],203944,,,1610612752,21,24,2023-10-31T23:56:10Z,1110000,False,,,0,,J. Randle Free Throw 2 of 2 (3 PTS),[203944],1610612752.0,NYK,,,,Randle,J. Randle,,,,,,,,Made,3.0,,,,,,,,,,,,,,,,,
113,PT02M21.00S,2023-10-31T23:56:23.1Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1641854,92.06636005256242,59.31372549019608,1610612739,21,24,2023-10-31T23:56:32Z,1120000,False,47.0,22.0,1,right,MISS C. Porter driving floating Shot,[1641854],1610612739.0,CLE,driving floating,,,Porter,C. Porter,,,,,In The Paint (Non-RA),0-8 Center,5.16,Missed,,,,,,,,,,,,,,,,,,
114,PT02M18.00S,2023-10-31T23:56:26.2Z,1,REGULAR,rebound,offensive,[],1641734,,,1610612739,21,24,2023-10-31T23:56:26Z,1130000,False,,,0,,E. Bates REBOUND (Off:1 Def:0),[1641734],1610612739.0,CLE,,,,Bates,E. Bates,,,,,In The Paint (Non-RA),0-8 Center,,,,113.0,1.0,0.0,1.0,,,,,,,,,,,,,
115,PT02M18.00S,2023-10-31T23:56:26.2Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1641734,94.40999984741211,50.0,1610612739,21,24,2023-10-31T23:56:26Z,1140000,False,0.0,0.0,1,right,MISS E. Bates tip Layup,[1641734],1610612739.0,CLE,tip,,,Bates,E. Bates,,,,,Mid-Range,8-16 Left,0.0,Missed,,,,,,,,,,,,,,,,,,
116,PT02M17.00S,2023-10-31T23:56:27.0Z,1,REGULAR,rebound,offensive,[],1641854,,,1610612739,21,24,2023-10-31T23:56:27Z,1150000,False,,,0,,C. Porter REBOUND (Off:1 Def:0),[1641854],1610612739.0,CLE,,,,Porter,C. Porter,,,,,Mid-Range,8-16 Left,,,,115.0,1.0,0.0,1.0,,,,,,,,,,,,,
117,PT02M14.00S,2023-10-31T23:56:30.7Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],1629622,75.1149802890933,85.29411764705883,1610612739,21,24,2023-10-31T23:56:34Z,1160000,False,176.0,181.0,1,right,MISS M. Strus 25' 3PT,[1629622],1610612739.0,CLE,,,,Strus,M. Strus,,,,,Above the Break 3,24+ Right Center,25.31,Missed,,,,,,,,,,,,,,,,,,
118,PT02M14.00S,2023-10-31T23:56:30.7Z,1,REGULAR,rebound,defensive,[],1628404,,,1610612752,21,24,2023-10-31T23:56:34Z,1170000,False,,,0,,J. Hart REBOUND (Off:0 Def:1),[1628404],1610612752.0,NYK,,,,Hart,J. Hart,,,,,Above the Break 3,24+ Right Center,,,,117.0,1.0,1.0,0.0,,,,,,,,,,,,,
220,PT02M09.00S,2023-10-31T23:56:39.2Z,1,REGULAR,turnover,bad pass,[],1628978,,,1610612752,21,24,2023-11-01T00:14:54Z,1190000,False,,,0,,D. DiVincenzo bad pass TURNOVER (1 TO),"[1628978, 1641854]",1610612752.0,NYK,,,,DiVincenzo,D. DiVincenzo,,,,,Restricted Area,0-8 Center,,,,,,,,1.0,Porter,1641854.0,,,,,,,,,,
221,PT02M09.00S,2023-10-31T23:56:39.2Z,1,REGULAR,steal,,[],1641854,,,1610612739,21,24,2023-11-01T00:14:43Z,1200000,False,,,0,,C. Porter STEAL (1 STL),[1641854],1610612739.0,CLE,,,,Porter,C. Porter,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
122,PT01M57.00S,2023-10-31T23:56:47.7Z,1,REGULAR,turnover,lost ball,[],1641854,,,1610612739,21,24,2023-10-31T23:57:01Z,1210000,False,,,0,,C. Porter lost ball TURNOVER (1 TO),"[1641854, 1628392]",1610612739.0,CLE,,,,Porter,C. Porter,,,,,Mid-Range,16-24 Left Center,,,,,,,,1.0,Hartenstein,1628392.0,,,,,,,,,,
123,PT01M57.00S,2023-10-31T23:56:47.7Z,1,REGULAR,steal,,[],1628392,,,1610612752,21,24,2023-10-31T23:57:31Z,1220000,False,,,0,,I. Hartenstein STEAL (1 STL),[1628392],1610612752.0,NYK,,,,Hartenstein,I. Hartenstein,,,,,Mid-Range,16-24 Left Center,,,,,,,,,,,,,,,,,,,,
124,PT01M47.00S,2023-10-31T23:56:57.3Z,1,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",203944,8.229303547963205,60.78431372549019,1610612752,21,26,2023-10-31T23:57:07Z,1230000,False,-54.0,25.0,1,left,J. Randle driving floating bank Jump Shot (5 PTS) (J. Hart 1 AST),"[203944, 1628404]",1610612752.0,NYK,driving floating bank,,,Randle,J. Randle,,,,,In The Paint (Non-RA),0-8 Center,5.94,Made,5.0,,,,,,,,,,,,,J. Hart,1628404.0,1.0,,
125,PT01M36.00S,2023-10-31T23:57:10.0Z,1,REGULAR,3pt,Jump Shot,[],1641734,71.96123521681997,78.92156862745098,1610612739,21,26,2023-10-31T23:57:15Z,1240000,False,145.0,211.0,1,right,MISS E. Bates 25' 3PT,[1641734],1610612739.0,CLE,,,,Bates,E. Bates,,,,,Above the Break 3,24+ Right Center,25.59,Missed,,,,,,,,,,,,,,,,,,
126,PT01M36.00S,2023-10-31T23:57:10.0Z,1,REGULAR,rebound,defensive,['team'],0,,,1610612752,21,26,2023-10-31T23:57:15Z,1250000,False,,,0,,TEAM defensive REBOUND,[],1610612752.0,NYK,,,,,,,,,,Above the Break 3,24+ Right Center,,,,125.0,,,,,,,,,,,,,,,,
129,PT01M16.00S,2023-10-31T23:57:38.4Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203944,13.87976346911958,60.78431372549019,1610612752,21,26,2023-10-31T23:57:42Z,1270000,False,-54.0,78.0,1,left,MISS J. Randle 9' turnaround fadeaway Shot,[203944],1610612752.0,NYK,turnaround fadeaway,,,Randle,J. Randle,,,,,In The Paint (Non-RA),8-16 Left,9.48,Missed,,,,,,,,,,,,,,,,,,
130,PT01M14.00S,2023-10-31T23:57:40.4Z,1,REGULAR,rebound,defensive,[],1641734,,,1610612739,21,26,2023-10-31T23:57:42Z,1280000,False,,,0,,E. Bates REBOUND (Off:1 Def:1),[1641734],1610612739.0,CLE,,,,Bates,E. Bates,,,,,In The Paint (Non-RA),8-16 Left,,,,129.0,2.0,1.0,1.0,,,,,,,,,,,,,
131,PT00M59.20S,2023-10-31T23:57:56.1Z,1,REGULAR,3pt,Jump Shot,[],1641734,94.1688567674113,2.450980392156863,1610612739,24,26,2023-10-31T23:58:04Z,1290000,False,-238.0,2.0,1,right,E. Bates 3PT step back (3 PTS) (C. Porter 1 AST),"[1641734, 1641854]",1610612739.0,CLE,step back,,,Bates,E. Bates,,,,,Left Corner 3,24+ Left,23.77,Made,3.0,,,,,,,,,,,,,C. Porter,1641854.0,1.0,,
132,PT00M35.30S,2023-10-31T23:58:22.5Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628392,15.325229960578188,50.73529411764706,1610612752,24,26,2023-10-31T23:58:32Z,1300000,False,-4.0,92.0,1,left,MISS I. Hartenstein 9' floating Shot,[1628392],1610612752.0,NYK,floating,,,Hartenstein,I. Hartenstein,,,,,In The Paint (Non-RA),8-16 Center,9.17,Missed,,,,,,,,,,,,,,,,,,
133,PT00M30.80S,2023-10-31T23:58:26.9Z,1,REGULAR,rebound,defensive,[],1641854,,,1610612739,24,26,2023-10-31T23:58:27Z,1310000,False,,,0,,C. Porter REBOUND (Off:1 Def:1),[1641854],1610612739.0,CLE,,,,Porter,C. Porter,,,,,In The Paint (Non-RA),8-16 Center,,,,132.0,2.0,1.0,1.0,,,,,,,,,,,,,
134,PT00M28.20S,2023-10-31T23:58:29.4Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],1627777,94.43166885676742,3.6764705882352944,1610612739,24,26,2023-10-31T23:59:53Z,1320000,False,-232.0,0.0,1,right,MISS G. Niang running 3PT,[1627777],1610612739.0,CLE,running,,,Niang,G. Niang,,,,,Left Corner 3,24+ Left,23.16,Missed,,,,,,,,,,,,,,,,,,
135,PT00M28.20S,2023-10-31T23:58:29.4Z,1,REGULAR,rebound,defensive,[],1628392,,,1610612752,24,26,2023-10-31T23:58:36Z,1330000,False,,,0,,I. Hartenstein REBOUND (Off:0 Def:1),[1628392],1610612752.0,NYK,,,,Hartenstein,I. Hartenstein,,,,,Left Corner 3,24+ Left,,,,134.0,1.0,1.0,0.0,,,,,,,,,,,,,
136,PT00M20.30S,2023-10-31T23:58:38.2Z,1,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint']",1628404,6.258212877792378,51.225490196078425,1610612752,24,28,2023-11-01T00:00:24Z,1340000,False,-6.0,6.0,1,left,J. Hart running Layup (2 PTS) (D. DiVincenzo 1 AST),"[1628404, 1628978]",1610612752.0,NYK,running,,,Hart,J. Hart,,,,,Restricted Area,0-8 Center,0.88,Made,2.0,,,,,,,,,,,,,D. DiVincenzo,1628978.0,1.0,,
138,PT00M02.60S,2023-10-31T23:58:57.8Z,1,REGULAR,3pt,Jump Shot,[],1629622,79.84559789750328,94.11764705882352,1610612739,24,28,2023-10-31T23:59:06Z,1360000,False,221.0,137.0,1,right,MISS M. Strus 25' pullup 3PT,[1629622],1610612739.0,CLE,pullup,,,Strus,M. Strus,,,,,Above the Break 3,24+ Right Center,25.97,Missed,,,,,,,,,,,,,,,,,,
139,PT00M01.50S,2023-10-31T23:59:00.0Z,1,REGULAR,rebound,defensive,[],1630193,,,1610612752,24,28,2023-10-31T23:59:00Z,1370000,False,,,0,,I. Quickley REBOUND (Off:0 Def:1),[1630193],1610612752.0,NYK,,,,Quickley,I. Quickley,,,,,Above the Break 3,24+ Right Center,,,,138.0,1.0,1.0,0.0,,,,,,,,,,,,,
140,PT00M01.50S,2023-10-31T23:59:05.5Z,1,REGULAR,turnover,traveling,[],1630193,,,1610612752,24,28,2023-10-31T23:59:14Z,1380000,False,,,0,,I. Quickley traveling TURNOVER (1 TO),[1630193],1610612752.0,NYK,,,,Quickley,I. Quickley,,,,,Above the Break 3,24+ Center,,,,,,,,1.0,,,1626302.0,,,,,,,,,
141,PT00M01.50S,2023-10-31T23:59:09.8Z,1,REGULAR,substitution,out,[],1641854,,,1610612739,24,28,2023-10-31T23:59:20Z,1390000,False,,,0,,SUB out: C. Porter,[1641854],1610612739.0,CLE,,,,Porter,C. Porter,,,,,,,,,,,,,,,,,,,,,,,,,,
142,PT00M01.50S,2023-10-31T23:59:09.8Z,1,REGULAR,substitution,out,[],203944,,,1610612739,24,28,2023-10-31T23:59:20Z,1400000,False,,,0,,SUB out: J. Randle,[203944],1610612752.0,NYK,,,,Randle,J. Randle,,,,,,,,,,,,,,,,,,,,,,,,,,
143,PT00M01.50S,2023-10-31T23:59:09.8Z,1,REGULAR,substitution,in,[],1628378,,,1610612739,24,28,2023-10-31T23:59:20Z,1410000,False,,,0,,SUB in: D. Mitchell,[1628378],1610612739.0,CLE,,,,Mitchell,D. Mitchell,,,,,,,,,,,,,,,,,,,,,,,,,,
144,PT00M01.50S,2023-10-31T23:59:09.8Z,1,REGULAR,substitution,in,[],1629628,,,1610612739,24,28,2023-10-31T23:59:20Z,1420000,False,,,0,,SUB in: R. Barrett,[1629628],1610612752.0,NYK,,,,Barrett,R. Barrett,,,,,,,,,,,,,,,,,,,,,,,,,,
145,PT00M00.00S,2023-10-31T23:59:40.6Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],1627777,72.7496714848883,82.35294117647058,1610612739,24,28,2023-10-31T23:59:44Z,1430000,False,162.0,204.0,1,right,MISS G. Niang 26' 3PT,[1627777],1610612739.0,CLE,,,,Niang,G. Niang,,,,,Above the Break 3,24+ Right Center,26.01,Missed,,,,,,,,,,,,,,,,,,
146,PT00M00.00S,2023-10-31T23:59:40.6Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612739,24,28,2023-10-31T23:59:44Z,1440000,False,,,0,,TEAM offensive REBOUND,[],1610612739.0,CLE,,,,,,,,,,Above the Break 3,24+ Right Center,,,,145.0,,,,,,,,,,,,,,,,
147,PT00M00.00S,2023-10-31T23:59:43.3Z,1,REGULAR,period,end,[],0,,,1610612739,24,28,2023-10-31T23:59:43Z,1450000,False,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
149,PT12M00.00S,2023-10-31T23:59:55.8Z,2,REGULAR,substitution,out,['startperiod'],202684,,,1610612739,24,28,2023-11-01T00:03:00Z,1460000,False,,,0,,SUB out: T. Thompson,[202684],1610612739.0,CLE,,,,Thompson,T. Thompson,,,,,,,,,,,,,,,,,,,,,,,,,,
150,PT12M00.00S,2023-10-31T23:59:55.8Z,2,REGULAR,substitution,out,['startperiod'],1628378,,,1610612739,24,28,2023-11-01T00:03:00Z,1470000,False,,,0,,SUB out: D. Mitchell,[1628378],1610612739.0,CLE,,,,Mitchell,D. Mitchell,,,,,,,,,,,,,,,,,,,,,,,,,,
151,PT12M00.00S,2023-10-31T23:59:55.8Z,2,REGULAR,substitution,in,['startperiod'],1630596,,,1610612739,24,28,2023-11-01T00:03:00Z,1480000,False,,,0,,SUB in: E. Mobley,[1630596],1610612739.0,CLE,,,,Mobley,E. Mobley,,,,,,,,,,,,,,,,,,,,,,,,,,
152,PT12M00.00S,2023-10-31T23:59:55.8Z,2,REGULAR,substitution,in,['startperiod'],1641854,,,1610612739,24,28,2023-11-01T00:03:00Z,1490000,False,,,0,,SUB in: C. Porter,[1641854],1610612739.0,CLE,,,,Porter,C. Porter,,,,,,,,,,,,,,,,,,,,,,,,,,
153,PT12M00.00S,2023-11-01T00:03:21.8Z,2,REGULAR,period,start,[],0,,,1610612739,24,28,2023-11-01T00:03:21Z,1500000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
155,PT11M45.00S,2023-11-01T00:03:55.3Z,2,REGULAR,turnover,out-of-bounds,[],1627777,,,1610612739,24,28,2023-11-01T00:04:03Z,1520000,False,,,0,,G. Niang bad pass out-of-bounds TURNOVER (1 TO),[1627777],1610612739.0,CLE,bad pass,,,Niang,G. Niang,,,,,Mid-Range,16-24 Left Center,,,,,,,,1.0,,,1662.0,,,,,,,,,
156,PT11M28.00S,2023-11-01T00:04:17.3Z,2,REGULAR,2pt,Jump Shot,['fromturnover'],1630193,22.552562417871222,60.049019607843135,1610612752,24,28,2023-11-01T00:04:30Z,1530000,False,-50.0,159.0,1,left,MISS I. Quickley 16' step back Shot,[1630193],1610612752.0,NYK,step back,,,Quickley,I. Quickley,,,,,Mid-Range,16-24 Center,16.72,Missed,,,,,,,,,,,,,,,,,,
157,PT11M25.00S,2023-11-01T00:04:20.3Z,2,REGULAR,rebound,offensive,[],1628392,,,1610612752,24,28,2023-11-01T00:04:30Z,1540000,False,,,0,,I. Hartenstein REBOUND (Off:1 Def:1),[1628392],1610612752.0,NYK,,,,Hartenstein,I. Hartenstein,,,,,Mid-Range,16-24 Center,,,,156.0,2.0,1.0,1.0,,,,,,,,,,,,,
158,PT11M25.00S,2023-11-01T00:04:23.0Z,2,REGULAR,2pt,Hook,"['pointsinthepaint', 'fromturnover', '2ndchance']",1628392,9.461235216819974,45.592064950980394,1610612752,24,30,2023-11-01T00:05:04Z,1550000,False,22.0,36.0,1,left,I. Hartenstein turnaround Hook (2 PTS),[1628392],1610612752.0,NYK,turnaround,,,Hartenstein,I. Hartenstein,,,,,Restricted Area,0-8 Center,4.25,Made,2.0,,,,,,,,,,,,,,,,,
159,PT11M25.00S,2023-11-01T00:04:26.9Z,2,REGULAR,foul,personal,['1freethrow'],1627777,,,1610612752,24,30,2023-11-01T00:04:34Z,1560000,False,,,0,,G. Niang shooting personal FOUL (2 PF) (Hartenstein 1 FT),"[1627777, 1628392]",1610612739.0,CLE,shooting,,,Niang,G. Niang,,,,,Restricted Area,0-8 Center,,,,,,,,,,,202037.0,2.0,0.0,Hartenstein,1628392.0,,,,,
161,PT11M25.00S,2023-11-01T00:04:47.2Z,2,REGULAR,freethrow,1 of 1,"['fromturnover', '2ndchance']",1628392,,,1610612752,24,31,2023-11-01T00:04:47Z,1580000,False,,,0,,I. Hartenstein Free Throw 1 of 1 (3 PTS),[1628392],1610612752.0,NYK,,,,Hartenstein,I. Hartenstein,,,,,,,,Made,3.0,,,,,,,,,,,,,,,,,
162,PT11M05.00S,2023-11-01T00:05:08.7Z,2,REGULAR,2pt,Jump Shot,[],1641854,84.44480946123521,65.93137254901961,1610612739,26,31,2023-11-01T00:05:20Z,1590000,False,80.0,94.0,1,right,C. Porter 12' driving floating Jump Shot (2 PTS) (G. Niang 1 AST),"[1641854, 1627777]",1610612739.0,CLE,driving floating,,,Porter,C. Porter,,,,,Mid-Range,8-16 Right,12.3,Made,2.0,,,,,,,,,,,,,G. Niang,1627777.0,1.0,,
164,PT10M56.00S,2023-11-01T00:05:19.4Z,2,REGULAR,turnover,bad pass,[],1628392,,,1610612752,26,31,2023-11-01T00:05:24Z,1610000,False,,,0,,I. Hartenstein bad pass TURNOVER (1 TO),[1628392],1610612752.0,NYK,,,,Hartenstein,I. Hartenstein,,,,,Mid-Range,16-24 Right Center,,,,,,,,1.0,,,,,,,,,,,,
