actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,playerName,playerNameI,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,turnoverTotal,stealPlayerName,stealPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId
173,PT12M00.00S,2023-11-29T01:07:30.7Z,2,REGULAR,substitution,out,['startperiod'],1630596,,,1610612739,29,33,2023-11-29T01:09:31Z,1730000,False,,,0,,SUB out: E. Mobley,[1630596],1610612739.0,CLE,,,,,,,,,,,Mobley,E. Mobley,,,,,,,,,,,,,,,,,,
174,PT12M00.00S,2023-11-29T01:07:30.7Z,2,REGULAR,substitution,out,['startperiod'],1628378,,,1610612739,29,33,2023-11-29T01:09:31Z,1740000,False,,,0,,SUB out: D. Mitchell,[1628378],1610612739.0,CLE,,,,,,,,,,,Mitchell,D. Mitchell,,,,,,,,,,,,,,,,,,
175,PT12M00.00S,2023-11-29T01:07:30.7Z,2,REGULAR,substitution,out,['startperiod'],1629622,,,1610612739,29,33,2023-11-29T01:09:31Z,1750000,False,,,0,,SUB out: M. Strus,[1629622],1610612739.0,CLE,,,,,,,,,,,Strus,M. Strus,,,,,,,,,,,,,,,,,,
176,PT12M00.00S,2023-11-29T01:07:30.7Z,2,REGULAR,substitution,in,['startperiod'],1627777,,,1610612739,29,33,2023-11-29T01:09:31Z,1760000,False,,,0,,SUB in: G. Niang,[1627777],1610612739.0,CLE,,,,,,,,,,,Niang,G. Niang,,,,,,,,,,,,,,,,,,
177,PT12M00.00S,2023-11-29T01:07:30.7Z,2,REGULAR,substitution,in,['startperiod'],1628386,,,1610612739,29,33,2023-11-29T01:09:31Z,1770000,False,,,0,,SUB in: J. Allen,[1628386],1610612739.0,CLE,,,,,,,,,,,Allen,J. Allen,,,,,,,,,,,,,,,,,,
178,PT12M00.00S,2023-11-29T01:07:30.7Z,2,REGULAR,substitution,in,['startperiod'],1630171,,,1610612739,29,33,2023-11-29T01:09:31Z,1780000,False,,,0,,SUB in: I. Okoro,[1630171],1610612739.0,CLE,,,,,,,,,,,Okoro,I. Okoro,,,,,,,,,,,,,,,,,,
179,PT12M00.00S,2023-11-29T01:07:30.7Z,2,REGULAR,substitution,in,['startperiod'],1641854,,,1610612739,29,33,2023-11-29T01:09:31Z,1790000,False,,,0,,SUB in: C. Porter Jr.,[1641854],1610612739.0,CLE,,,,,,,,,,,Porter Jr.,C. Porter Jr.,,,,,,,,,,,,,,,,,,
180,PT12M00.00S,2023-11-29T01:09:49.6Z,2,REGULAR,period,start,[],0,,,1610612739,29,33,2023-11-29T01:09:49Z,1800000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
181,PT11M45.00S,2023-11-29T01:10:03.0Z,2,REGULAR,2pt,DUNK,['pointsinthepaint'],1628386,92.9862023653088,50.49019607843137,1610612739,31,33,2023-11-29T01:10:08Z,1810000,False,2.0,13.0,1,right,J. Allen cutting DUNK (6 PTS) (D. Garland 4 AST),"[1628386, 1629636]",1610612739.0,CLE,cutting,,,,,,Restricted Area,0-8 Center,1.36,Made,Allen,J. Allen,,,,,6.0,D. Garland,1629636.0,4.0,,,,,,,,,,
183,PT11M33.00S,2023-11-29T01:10:16.1Z,2,REGULAR,3pt,Jump Shot,[],1630168,18.610381077529567,5.637254901960785,1610612737,31,36,2023-11-29T01:10:21Z,1830000,False,222.0,122.0,1,left,O. Okongwu 25' 3PT  (5 PTS) (W. Matthews 2 AST),"[1630168, 202083]",1610612737.0,ATL,,,,,,,Above the Break 3,24+ Right Center,25.33,Made,Okongwu,O. Okongwu,,,,,5.0,W. Matthews,202083.0,2.0,,,,,,,,,,
185,PT11M16.00S,2023-11-29T01:10:34.7Z,2,REGULAR,turnover,out-of-bounds,[],1641854,,,1610612739,31,36,2023-11-29T01:10:41Z,1850000,False,,,0,,C. Porter Jr. lost ball out-of-bounds TURNOVER (1 TO),[1641854],1610612739.0,CLE,lost ball,,,,,,Mid-Range,8-16 Left,,,Porter Jr.,C. Porter Jr.,,,,,,,,,1.0,,,1627534.0,,,,,,
186,PT11M07.00S,2023-11-29T01:10:48.1Z,2,REGULAR,3pt,Jump Shot,['fromturnover'],202083,6.783837056504599,4.166666666666666,1610612737,31,36,2023-11-29T01:10:52Z,1860000,False,229.0,11.0,1,left,MISS W. Matthews 3PT,[202083],1610612737.0,ATL,,,,,,,Right Corner 3,24+ Right,22.95,Missed,Matthews,W. Matthews,,,,,,,,,,,,,,,,,,
187,PT11M04.00S,2023-11-29T01:10:51.1Z,2,REGULAR,rebound,defensive,[],1627777,,,1610612739,31,36,2023-11-29T01:10:52Z,1870000,False,,,0,,G. Niang REBOUND (Off:0 Def:2),[1627777],1610612739.0,CLE,,,,,,,Right Corner 3,24+ Right,,,Niang,G. Niang,186.0,2.0,2.0,0.0,,,,,,,,,,,,,,
188,PT10M58.00S,2023-11-29T01:10:56.9Z,2,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint']",1641854,93.11760840998686,51.470588235294116,1610612739,31,36,2023-11-29T01:16:06Z,1880000,False,7.0,12.0,1,right,MISS C. Porter Jr. running Layup,[1641854],1610612739.0,CLE,running,,,,,,Restricted Area,0-8 Center,1.43,Missed,Porter Jr.,C. Porter Jr.,,,,,,,,,,,,,,,,,,
190,PT10M54.00S,2023-11-29T01:11:00.9Z,2,REGULAR,rebound,defensive,[],202083,,,1610612737,31,36,2023-11-29T01:11:03Z,1900000,False,,,0,,W. Matthews REBOUND (Off:0 Def:1),[202083],1610612737.0,ATL,,,,,,,Restricted Area,0-8 Center,,,Matthews,W. Matthews,188.0,1.0,1.0,0.0,,,,,,,,,,,,,,
191,PT10M41.00S,2023-11-29T01:11:18.0Z,2,REGULAR,foul,personal,['2freethrow'],1628386,,,1610612737,31,36,2023-11-29T01:11:28Z,1910000,False,,,0,,J. Allen shooting personal FOUL (2 PF) (Young 2 FT),"[1628386, 1629027]",1610612739.0,CLE,shooting,,,,,,In The Paint (Non-RA),0-8 Center,,,Allen,J. Allen,,,,,,,,,,,,1627963.0,2.0,0.0,Young,1629027.0,,
193,PT10M41.00S,2023-11-29T01:11:40.6Z,2,REGULAR,freethrow,1 of 2,[],1629027,,,1610612737,31,37,2023-11-29T01:11:40Z,1930000,False,,,0,,T. Young Free Throw 1 of 2 (7 PTS),[1629027],1610612737.0,ATL,,,,,,,,,,Made,Young,T. Young,,,,,7.0,,,,,,,,,,,,,
194,PT10M41.00S,2023-11-29T01:11:57.4Z,2,REGULAR,freethrow,2 of 2,[],1629027,,,1610612737,31,38,2023-11-29T01:11:57Z,1940000,False,,,0,,T. Young Free Throw 2 of 2 (8 PTS),[1629027],1610612737.0,ATL,,,,,,,,,,Made,Young,T. Young,,,,,8.0,,,,,,,,,,,,,
195,PT10M29.00S,2023-11-29T01:12:09.5Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629636,90.67017082785809,60.79580269607843,1610612739,31,38,2023-11-29T01:16:40Z,1950000,False,54.0,35.0,1,right,MISS D. Garland 6' driving floating bank Shot,[1629636],1610612739.0,CLE,driving floating bank,,,,,,In The Paint (Non-RA),0-8 Center,6.45,Missed,Garland,D. Garland,,,,,,,,,,,,,,,,,,
196,PT10M27.00S,2023-11-29T01:12:11.5Z,2,REGULAR,rebound,defensive,[],1630168,,,1610612737,31,38,2023-11-29T01:12:14Z,1960000,False,,,0,,O. Okongwu REBOUND (Off:1 Def:2),[1630168],1610612737.0,ATL,,,,,,,Restricted Area,0-8 Center,,,Okongwu,O. Okongwu,195.0,3.0,2.0,1.0,,,,,,,,,,,,,,
197,PT10M19.00S,2023-11-29T01:12:19.7Z,2,REGULAR,3pt,Jump Shot,[],1629027,37.13863337713535,71.32352941176471,1610612737,31,38,2023-11-29T01:12:24Z,1970000,False,-107.0,297.0,1,left,MISS T. Young 31' 3PT,[1629027],1610612737.0,ATL,,,,,,,Above the Break 3,24+ Left Center,31.52,Missed,Young,T. Young,,,,,,,,,,,,,,,,,,
198,PT10M17.00S,2023-11-29T01:12:21.7Z,2,REGULAR,rebound,defensive,[],1627777,,,1610612739,31,38,2023-11-29T01:12:24Z,1980000,False,,,0,,G. Niang REBOUND (Off:0 Def:3),[1627777],1610612739.0,CLE,,,,,,,Above the Break 3,24+ Left Center,,,Niang,G. Niang,197.0,3.0,3.0,0.0,,,,,,,,,,,,,,
199,PT10M07.00S,2023-11-29T01:12:32.5Z,2,REGULAR,3pt,Jump Shot,[],1627777,68.41327201051249,28.186274509803923,1610612739,31,38,2023-11-29T01:17:13Z,1990000,False,-109.0,244.0,1,right,MISS G. Niang 26' step back 3PT,[1627777],1610612739.0,CLE,step back,,,,,,Above the Break 3,24+ Left Center,26.76,Missed,Niang,G. Niang,,,,,,,,,,,,,,,,,,
200,PT10M05.00S,2023-11-29T01:12:34.5Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612739,31,38,2023-11-29T01:12:56Z,2000000,False,,,0,,TEAM offensive REBOUND,[],1610612739.0,CLE,,,,,,,Above the Break 3,24+ Left Center,,,,,199.0,,,,,,,,,,,,,,,,,
201,PT10M05.00S,2023-11-29T01:12:47.1Z,2,REGULAR,foul,personal,[],203992,,,1610612739,31,38,2023-11-29T01:12:53Z,2010000,False,,,0,,B. Bogdanovic loose ball personal FOUL (1 PF),"[203992, 1628386]",1610612737.0,ATL,loose ball,,,,,,Restricted Area,0-8 Center,,,Bogdanovic,B. Bogdanovic,,,,,,,,,,,,1627534.0,1.0,0.0,Allen,1628386.0,,
203,PT09M55.00S,2023-11-29T01:13:07.0Z,2,REGULAR,3pt,Jump Shot,['2ndchance'],1629636,70.77858081471747,13.725490196078432,1610612739,31,38,2023-11-29T01:13:13Z,2030000,False,-181.0,222.0,1,right,MISS D. Garland 28' step back 3PT,[1629636],1610612739.0,CLE,step back,,,,,,Above the Break 3,24+ Left Center,28.68,Missed,Garland,D. Garland,,,,,,,,,,,,,,,,,,
204,PT09M52.00S,2023-11-29T01:13:10.0Z,2,REGULAR,rebound,defensive,[],1629027,,,1610612737,31,38,2023-11-29T01:13:13Z,2040000,False,,,0,,T. Young REBOUND (Off:0 Def:1),[1629027],1610612737.0,ATL,,,,,,,Above the Break 3,24+ Left Center,,,Young,T. Young,203.0,1.0,1.0,0.0,,,,,,,,,,,,,,
205,PT09M44.00S,2023-11-29T01:13:17.5Z,2,REGULAR,3pt,Jump Shot,[],1630180,26.49474375821288,16.666666666666664,1610612737,31,41,2023-11-29T01:13:23Z,2050000,False,167.0,197.0,1,left,S. Bey 25' 3PT  (3 PTS) (T. Young 3 AST),"[1630180, 1629027]",1610612737.0,ATL,,,,,,,Above the Break 3,24+ Right Center,25.78,Made,Bey,S. Bey,,,,,3.0,T. Young,1629027.0,3.0,,,,,,,,,,
207,PT09M21.00S,2023-11-29T01:13:41.1Z,2,REGULAR,2pt,Jump Shot,[],1641854,83.39356110381078,29.411764705882355,1610612739,33,41,2023-11-29T01:13:49Z,2070000,False,-103.0,104.0,1,right,C. Porter Jr. 14' step back Jump Shot (2 PTS) (I. Okoro 1 AST),"[1641854, 1630171]",1610612739.0,CLE,step back,,,,,,Mid-Range,8-16 Left,14.6,Made,Porter Jr.,C. Porter Jr.,,,,,2.0,I. Okoro,1630171.0,1.0,,,,,,,,,,
209,PT09M07.00S,2023-11-29T01:13:55.2Z,2,REGULAR,2pt,Jump Shot,[],203992,10.5946123521682,27.941176470588236,1610612737,33,43,2023-11-29T01:14:00Z,2090000,False,110.0,47.0,1,left,B. Bogdanovic 11' pullup Jump Shot (7 PTS) (O. Okongwu 1 AST),"[203992, 1630168]",1610612737.0,ATL,pullup,,,,,,Mid-Range,8-16 Right,11.99,Made,Bogdanovic,B. Bogdanovic,,,,,7.0,O. Okongwu,1630168.0,1.0,,,,,,,,,,
211,PT08M53.00S,2023-11-29T01:14:08.5Z,2,REGULAR,turnover,bad pass,[],1641854,,,1610612739,33,43,2023-11-29T01:14:12Z,2110000,False,,,0,,C. Porter Jr. bad pass TURNOVER (2 TO),"[1641854, 1630180]",1610612739.0,CLE,,,,,,,Mid-Range,8-16 Left,,,Porter Jr.,C. Porter Jr.,,,,,,,,,2.0,Bey,1630180.0,,,,,,,
212,PT08M53.00S,2023-11-29T01:14:08.5Z,2,REGULAR,steal,,[],1630180,,,1610612737,33,43,2023-11-29T01:14:10Z,2120000,False,,,0,,S. Bey STEAL (2 STL),[1630180],1610612737.0,ATL,,,,,,,Mid-Range,8-16 Left,,,Bey,S. Bey,,,,,,,,,,,,,,,,,,
213,PT08M50.00S,2023-11-29T01:14:12.9Z,2,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint', 'fromturnover']",1630180,6.258212877792378,49.754901960784316,1610612737,33,45,2023-11-29T01:19:08Z,2130000,False,1.0,6.0,1,left,S. Bey running Layup (5 PTS),[1630180],1610612737.0,ATL,running,,,,,,Restricted Area,0-8 Center,0.64,Made,Bey,S. Bey,,,,,5.0,,,,,,,,,,,,,
214,PT08M50.00S,2023-11-29T01:14:19.5Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612739,33,45,2023-11-29T01:14:19Z,2140000,False,,,0,,CLE Timeout,[],1610612739.0,CLE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
215,PT08M50.00S,2023-11-29T01:14:22.8Z,2,REGULAR,substitution,out,[],1628386,,,1610612739,33,45,2023-11-29T01:17:05Z,2150000,False,,,0,,SUB out: J. Allen,[1628386],1610612739.0,CLE,,,,,,,,,,,Allen,J. Allen,,,,,,,,,,,,,,,,,,
216,PT08M50.00S,2023-11-29T01:14:22.8Z,2,REGULAR,substitution,out,[],1630171,,,1610612739,33,45,2023-11-29T01:17:05Z,2160000,False,,,0,,SUB out: I. Okoro,[1630171],1610612739.0,CLE,,,,,,,,,,,Okoro,I. Okoro,,,,,,,,,,,,,,,,,,
217,PT08M50.00S,2023-11-29T01:14:22.8Z,2,REGULAR,substitution,out,[],1641854,,,1610612739,33,45,2023-11-29T01:17:05Z,2170000,False,,,0,,SUB out: C. Porter Jr.,[1641854],1610612739.0,CLE,,,,,,,,,,,Porter Jr.,C. Porter Jr.,,,,,,,,,,,,,,,,,,
218,PT08M50.00S,2023-11-29T01:14:22.8Z,2,REGULAR,substitution,out,[],202083,,,1610612739,33,45,2023-11-29T01:17:05Z,2180000,False,,,0,,SUB out: W. Matthews,[202083],1610612737.0,ATL,,,,,,,,,,,Matthews,W. Matthews,,,,,,,,,,,,,,,,,,
219,PT08M50.00S,2023-11-29T01:14:22.8Z,2,REGULAR,substitution,out,[],1630180,,,1610612739,33,45,2023-11-29T01:17:05Z,2190000,False,,,0,,SUB out: S. Bey,[1630180],1610612737.0,ATL,,,,,,,,,,,Bey,S. Bey,,,,,,,,,,,,,,,,,,
220,PT08M50.00S,2023-11-29T01:14:22.8Z,2,REGULAR,substitution,in,[],1629622,,,1610612739,33,45,2023-11-29T01:17:05Z,2200000,False,,,0,,SUB in: M. Strus,[1629622],1610612739.0,CLE,,,,,,,,,,,Strus,M. Strus,,,,,,,,,,,,,,,,,,
221,PT08M50.00S,2023-11-29T01:14:22.8Z,2,REGULAR,substitution,in,[],1627747,,,1610612739,33,45,2023-11-29T01:17:05Z,2210000,False,,,0,,SUB in: C. LeVert,[1627747],1610612739.0,CLE,,,,,,,,,,,LeVert,C. LeVert,,,,,,,,,,,,,,,,,,
222,PT08M50.00S,2023-11-29T01:14:22.8Z,2,REGULAR,substitution,in,[],1630596,,,1610612739,33,45,2023-11-29T01:17:05Z,2220000,False,,,0,,SUB in: E. Mobley,[1630596],1610612739.0,CLE,,,,,,,,,,,Mobley,E. Mobley,,,,,,,,,,,,,,,,,,
223,PT08M50.00S,2023-11-29T01:14:22.8Z,2,REGULAR,substitution,in,[],1629631,,,1610612739,33,45,2023-11-29T01:17:05Z,2230000,False,,,0,,SUB in: D. Hunter,[1629631],1610612737.0,ATL,,,,,,,,,,,Hunter,D. Hunter,,,,,,,,,,,,,,,,,,
224,PT08M50.00S,2023-11-29T01:14:22.8Z,2,REGULAR,substitution,in,[],1631100,,,1610612739,33,45,2023-11-29T01:17:05Z,2240000,False,,,0,,SUB in: A. Griffin,[1631100],1610612737.0,ATL,,,,,,,,,,,Griffin,A. Griffin,,,,,,,,,,,,,,,,,,
225,PT08M36.00S,2023-11-29T01:17:27.8Z,2,REGULAR,3pt,Jump Shot,[],1627777,92.9862023653088,96.32352941176471,1610612739,36,45,2023-11-29T01:17:33Z,2250000,False,232.0,13.0,1,right,G. Niang 3PT  (5 PTS) (M. Strus 1 AST),"[1627777, 1629622]",1610612739.0,CLE,,,,,,,Right Corner 3,24+ Right,23.2,Made,Niang,G. Niang,,,,,5.0,M. Strus,1629622.0,1.0,,,,,,,,,,
227,PT08M12.00S,2023-11-29T01:17:52.0Z,2,REGULAR,2pt,Jump Shot,[],1629027,16.507884362680684,27.941176470588236,1610612737,36,45,2023-11-29T01:17:58Z,2270000,False,110.0,103.0,1,left,MISS T. Young 15' driving floating Shot,[1629027],1610612737.0,ATL,driving floating,,,,,,Mid-Range,8-16 Right,15.07,Missed,Young,T. Young,,,,,,,,,,,,,,,,,,
228,PT08M09.00S,2023-11-29T01:17:54.4Z,2,REGULAR,rebound,defensive,[],1630596,,,1610612739,36,45,2023-11-29T01:17:54Z,2280000,False,,,0,,E. Mobley REBOUND (Off:2 Def:4),[1630596],1610612739.0,CLE,,,,,,,Mid-Range,8-16 Right,,,Mobley,E. Mobley,227.0,6.0,4.0,2.0,,,,,,,,,,,,,,
229,PT08M04.00S,2023-11-29T01:18:00.1Z,2,REGULAR,2pt,Jump Shot,['fastbreak'],1627777,82.07950065703022,32.35294117647059,1610612739,38,45,2023-11-29T01:20:44Z,2290000,False,-88.0,116.0,1,right,G. Niang 14' running pullup Jump Shot (7 PTS) (E. Mobley 1 AST),"[1627777, 1630596]",1610612739.0,CLE,running pullup,,,,,,Mid-Range,8-16 Left,14.57,Made,Niang,G. Niang,,,,,7.0,E. Mobley,1630596.0,1.0,,,,,,,,,,
231,PT07M35.00S,2023-11-29T01:18:28.3Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1630168,7.046649145860711,54.65686274509803,1610612737,38,45,2023-11-29T01:18:34Z,2310000,False,-23.0,14.0,1,left,MISS O. Okongwu reverse Layup,[1630168],1610612737.0,ATL,reverse,,,,,,Restricted Area,0-8 Center,2.7,Missed,Okongwu,O. Okongwu,,,,,,,,,,,,,,,,,,
232,PT07M33.00S,2023-11-29T01:18:30.3Z,2,REGULAR,rebound,defensive,[],1627777,,,1610612739,38,45,2023-11-29T01:22:03Z,2320000,False,,,0,,G. Niang REBOUND (Off:0 Def:4),[1627777],1610612739.0,CLE,,,,,,,Restricted Area,0-8 Center,,,Niang,G. Niang,231.0,4.0,4.0,0.0,,,,,,,,,,,,,,
233,PT07M26.00S,2023-11-29T01:18:38.0Z,2,REGULAR,3pt,Jump Shot,[],1629622,68.54467805519053,10.784313725490197,1610612739,41,45,2023-11-29T01:18:44Z,2330000,False,-196.0,243.0,1,right,M. Strus 31' 3PT  (6 PTS) (G. Niang 1 AST),"[1629622, 1627777]",1610612739.0,CLE,,,,,,,Above the Break 3,24+ Left Center,31.24,Made,Strus,M. Strus,,,,,6.0,G. Niang,1627777.0,1.0,,,,,,,,,,
235,PT07M25.00S,2023-11-29T01:18:46.8Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612737,41,45,2023-11-29T01:18:46Z,2350000,False,,,0,,ATL Timeout,[],1610612737.0,ATL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
236,PT07M25.00S,2023-11-29T01:19:03.9Z,2,REGULAR,substitution,out,[],1629027,,,1610612737,41,45,2023-11-29T01:21:14Z,2360000,False,,,0,,SUB out: T. Young,[1629027],1610612737.0,ATL,,,,,,,,,,,Young,T. Young,,,,,,,,,,,,,,,,,,
237,PT07M25.00S,2023-11-29T01:19:03.9Z,2,REGULAR,substitution,in,[],1627749,,,1610612737,41,45,2023-11-29T01:21:14Z,2370000,False,,,0,,SUB in: D. Murray,[1627749],1610612737.0,ATL,,,,,,,,,,,Murray,D. Murray,,,,,,,,,,,,,,,,,,
238,PT07M05.00S,2023-11-29T01:21:55.5Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629631,12.697109067017081,51.470588235294116,1610612737,41,47,2023-11-29T01:22:02Z,2380000,False,-7.0,67.0,1,left,D. Hunter 6' driving floating bank Jump Shot (6 PTS) (O. Okongwu 2 AST),"[1629631, 1630168]",1610612737.0,ATL,driving floating bank,,,,,,In The Paint (Non-RA),0-8 Center,6.73,Made,Hunter,D. Hunter,,,,,6.0,O. Okongwu,1630168.0,2.0,,,,,,,,,,
240,PT06M56.00S,2023-11-29T01:22:03.1Z,2,REGULAR,turnover,lost ball,[],1627747,,,1610612739,41,47,2023-11-29T01:26:05Z,2400000,False,,,0,,C. LeVert lost ball TURNOVER (2 TO),"[1627747, 203992]",1610612739.0,CLE,,,,,,,Mid-Range,16-24 Left,,,LeVert,C. LeVert,,,,,,,,,2.0,Bogdanovic,203992.0,,,,,,,
241,PT06M56.00S,2023-11-29T01:22:03.1Z,2,REGULAR,steal,,[],203992,,,1610612737,41,47,2023-11-29T01:22:05Z,2410000,False,,,0,,B. Bogdanovic STEAL (2 STL),[203992],1610612737.0,ATL,,,,,,,Mid-Range,16-24 Left,,,Bogdanovic,B. Bogdanovic,,,,,,,,,,,,,,,,,,
242,PT06M53.00S,2023-11-29T01:22:15.7Z,2,REGULAR,foul,personal,['2freethrow'],1630596,,,1610612737,41,47,2023-11-29T01:24:43Z,2420000,False,,,0,,E. Mobley shooting personal FOUL (2 PF) (Hunter 2 FT),"[1630596, 1629631]",1610612739.0,CLE,shooting,,,,,,Restricted Area,0-8 Center,,,Mobley,E. Mobley,,,,,,,,,,,,1627963.0,2.0,0.0,Hunter,1629631.0,,
244,PT06M53.00S,2023-11-29T01:22:46.0Z,2,REGULAR,freethrow,1 of 2,['fromturnover'],1629631,,,1610612737,41,48,2023-11-29T01:22:46Z,2440000,False,,,0,,D. Hunter Free Throw 1 of 2 (7 PTS),[1629631],1610612737.0,ATL,,,,,,,,,,Made,Hunter,D. Hunter,,,,,7.0,,,,,,,,,,,,,
245,PT06M53.00S,2023-11-29T01:22:46.9Z,2,REGULAR,substitution,out,[],1629636,,,1610612737,41,48,2023-11-29T01:22:52Z,2450000,False,,,0,,SUB out: D. Garland,[1629636],1610612739.0,CLE,,,,,,,,,,,Garland,D. Garland,,,,,,,,,,,,,,,,,,
246,PT06M53.00S,2023-11-29T01:22:46.9Z,2,REGULAR,substitution,in,[],1628378,,,1610612737,41,48,2023-11-29T01:22:52Z,2460000,False,,,0,,SUB in: D. Mitchell,[1628378],1610612739.0,CLE,,,,,,,,,,,Mitchell,D. Mitchell,,,,,,,,,,,,,,,,,,
247,PT06M53.00S,2023-11-29T01:23:09.9Z,2,REGULAR,freethrow,2 of 2,['fromturnover'],1629631,,,1610612737,41,49,2023-11-29T01:23:09Z,2470000,False,,,0,,D. Hunter Free Throw 2 of 2 (8 PTS),[1629631],1610612737.0,ATL,,,,,,,,,,Made,Hunter,D. Hunter,,,,,8.0,,,,,,,,,,,,,
248,PT06M37.00S,2023-11-29T01:23:27.3Z,2,REGULAR,3pt,Jump Shot,[],1629622,71.56701708278581,21.568627450980394,1610612739,41,49,2023-11-29T01:23:36Z,2480000,False,-142.0,215.0,1,right,MISS M. Strus 25' 3PT,[1629622],1610612739.0,CLE,,,,,,,Above the Break 3,24+ Left Center,25.76,Missed,Strus,M. Strus,,,,,,,,,,,,,,,,,,
249,PT06M33.00S,2023-11-29T01:23:31.3Z,2,REGULAR,rebound,defensive,[],1629631,,,1610612737,41,49,2023-11-29T01:23:36Z,2490000,False,,,0,,D. Hunter REBOUND (Off:0 Def:2),[1629631],1610612737.0,ATL,,,,,,,Above the Break 3,24+ Left Center,,,Hunter,D. Hunter,248.0,2.0,2.0,0.0,,,,,,,,,,,,,,
250,PT06M25.00S,2023-11-29T01:23:39.0Z,2,REGULAR,2pt,Jump Shot,[],1629631,16.376478318002626,66.17647058823529,1610612737,41,51,2023-11-29T01:27:00Z,2500000,False,-81.0,101.0,1,left,D. Hunter 12' step back Jump Shot (10 PTS),[1629631],1610612737.0,ATL,step back,,,,,,Mid-Range,8-16 Left,12.97,Made,Hunter,D. Hunter,,,,,10.0,,,,,,,,,,,,,
251,PT06M03.00S,2023-11-29T01:24:04.3Z,2,REGULAR,foul,personal,['2freethrow'],1629631,,,1610612739,41,51,2023-11-29T01:24:16Z,2510000,False,,,0,,D. Hunter shooting personal FOUL (3 PF) (Niang 2 FT),"[1629631, 1627777]",1610612737.0,ATL,shooting,,,,,,In The Paint (Non-RA),0-8 Center,,,Hunter,D. Hunter,,,,,,,,,,,,1627963.0,3.0,0.0,Niang,1627777.0,,
253,PT06M03.00S,2023-11-29T01:24:39.2Z,2,REGULAR,freethrow,1 of 2,[],1627777,,,1610612739,42,51,2023-11-29T01:24:39Z,2530000,False,,,0,,G. Niang Free Throw 1 of 2 (8 PTS),[1627777],1610612739.0,CLE,,,,,,,,,,Made,Niang,G. Niang,,,,,8.0,,,,,,,,,,,,,
254,PT06M03.00S,2023-11-29T01:24:42.0Z,2,REGULAR,substitution,out,[],1629631,,,1610612739,42,51,2023-11-29T01:24:45Z,2540000,False,,,0,,SUB out: D. Hunter,[1629631],1610612737.0,ATL,,,,,,,,,,,Hunter,D. Hunter,,,,,,,,,,,,,,,,,,
255,PT06M03.00S,2023-11-29T01:24:42.0Z,2,REGULAR,substitution,in,[],1630180,,,1610612739,42,51,2023-11-29T01:24:45Z,2550000,False,,,0,,SUB in: S. Bey,[1630180],1610612737.0,ATL,,,,,,,,,,,Bey,S. Bey,,,,,,,,,,,,,,,,,,
256,PT06M03.00S,2023-11-29T01:25:03.3Z,2,REGULAR,freethrow,2 of 2,[],1627777,,,1610612739,43,51,2023-11-29T01:25:03Z,2560000,False,,,0,,G. Niang Free Throw 2 of 2 (9 PTS),[1627777],1610612739.0,CLE,,,,,,,,,,Made,Niang,G. Niang,,,,,9.0,,,,,,,,,,,,,
257,PT05M53.00S,2023-11-29T01:25:16.8Z,2,REGULAR,3pt,Jump Shot,[],1631100,24.26084099868594,87.74509803921569,1610612737,43,51,2023-11-29T01:25:25Z,2570000,False,-189.0,176.0,1,left,MISS A. Griffin 25' 3PT,[1631100],1610612737.0,ATL,,,,,,,Above the Break 3,24+ Left Center,25.78,Missed,Griffin,A. Griffin,,,,,,,,,,,,,,,,,,
258,PT05M46.00S,2023-11-29T01:25:23.8Z,2,REGULAR,rebound,defensive,[],1628378,,,1610612739,43,51,2023-11-29T01:25:25Z,2580000,False,,,0,,D. Mitchell REBOUND (Off:0 Def:5),[1628378],1610612739.0,CLE,,,,,,,Above the Break 3,24+ Left Center,,,Mitchell,D. Mitchell,257.0,5.0,5.0,0.0,,,,,,,,,,,,,,
