actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,blockPlayerName,blockPersonId,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,officialId,turnoverTotal,assistPlayerNameInitial,assistPersonId,assistTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,stealPlayerName,stealPersonId
210,PT10M30.00S,2024-03-25T23:40:08.6Z,2,REGULAR,block,,[],1627747,,,1610612766,20,20,2024-03-25T23:47:41Z,1737500,False,,,0,,C. LeVert BLOCK (1 BLK),[1627747],1610612739.0,CLE,,,,LeVert,C. LeVert,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
211,PT10M30.00S,2024-03-25T23:40:08.6Z,2,REGULAR,rebound,defensive,[],1627747,,,1610612739,20,20,2024-03-25T23:47:41Z,1738750,False,,,0,,C. LeVert REBOUND (Off:0 Def:2),[1627747],1610612739.0,CLE,,,,LeVert,C. LeVert,,,,,Restricted Area,0-8 Center,,,,,209.0,2.0,2.0,0.0,,,,,,,,,,,,
176,PT10M20.00S,2024-03-25T23:40:13.6Z,2,REGULAR,3pt,Jump Shot,[],1630241,11.908672798948752,97.30392156862744,1610612739,20,20,2024-03-25T23:47:41Z,1740000,False,-237.0,59.0,1,left,MISS S. Merrill 24' 3PT,[1630241],1610612739.0,CLE,,,,Merrill,S. Merrill,,,,,Left Corner 3,24+ Left,24.38,Missed,,,,,,,,,,,,,,,,,,
177,PT10M16.00S,2024-03-25T23:40:17.6Z,2,REGULAR,rebound,defensive,[],1630544,,,1610612766,20,20,2024-03-25T23:40:18Z,1750000,False,,,0,,T. Mann REBOUND (Off:0 Def:4),[1630544],1610612766.0,CHA,,,,Mann,T. Mann,,,,,Left Corner 3,24+ Left,,,,,176.0,4.0,4.0,0.0,,,,,,,,,,,,
178,PT10M07.00S,2024-03-25T23:40:26.0Z,2,REGULAR,3pt,Jump Shot,[],1641706,80.1084099868594,4.166666666666666,1610612766,20,23,2024-03-25T23:40:30Z,1760000,False,-229.0,134.0,1,right,B. Miller 26' 3PT  (8 PTS) (T. Mann 3 AST),"[1641706, 1630544]",1610612766.0,CHA,,,,Miller,B. Miller,,,,,Above the Break 3,24+ Left Center,26.57,Made,,,,,,,8.0,,,T. Mann,1630544.0,3.0,,,,,,
180,PT09M38.00S,2024-03-25T23:41:00.7Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1641854,4.812746386333772,36.76470588235294,1610612739,20,23,2024-03-25T23:41:33Z,1780000,False,66.0,-7.0,1,left,MISS C. Porter Jr. 6' turnaround Shot - blocked,"[1641854, 1629684]",1610612739.0,CLE,turnaround,,,Porter Jr.,C. Porter Jr.,,,,,In The Paint (Non-RA),0-8 Center,6.66,Missed,Williams,1629684.0,,,,,,,,,,,,,,,,
181,PT09M38.00S,2024-03-25T23:41:00.7Z,2,REGULAR,block,,[],1629684,,,1610612739,20,23,2024-03-25T23:41:04Z,1790000,False,,,0,,G. Williams BLOCK (1 BLK),[1629684],1610612766.0,CHA,,,,Williams,G. Williams,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
182,PT09M38.00S,2024-03-25T23:41:00.7Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612739,20,23,2024-03-25T23:41:33Z,1800000,False,,,0,,TEAM offensive REBOUND,[],1610612739.0,CLE,,,,,,,,,,In The Paint (Non-RA),0-8 Center,,,,,180.0,,,,,,,,,,,,,,,
183,PT09M38.00S,2024-03-25T23:41:07.2Z,2,REGULAR,turnover,shot clock,['team'],0,,,1610612739,20,23,2024-03-25T23:41:41Z,1810000,False,,,0,,CLE shot clock Team TURNOVER,[],1610612739.0,CLE,,,,,,,,,,Restricted Area,0-8 Center,,,,,,,,,,202058.0,,,,,,,,,,
185,PT09M13.00S,2024-03-25T23:41:54.6Z,2,REGULAR,3pt,Jump Shot,['fromturnover'],1629684,82.21090670170827,94.11764705882352,1610612766,20,23,2024-03-25T23:43:22Z,1830000,False,221.0,115.0,1,right,MISS G. Williams 24' pullup 3PT,[1629684],1610612766.0,CHA,pullup,,,Williams,G. Williams,,,,,Above the Break 3,24+ Right Center,24.86,Missed,,,,,,,,,,,,,,,,,,
186,PT09M13.00S,2024-03-25T23:41:57.2Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612766,20,23,2024-03-25T23:41:57Z,1840000,False,,,0,,TEAM offensive REBOUND,[],1610612766.0,CHA,,,,,,,,,,Above the Break 3,24+ Right Center,,,,,185.0,,,,,,,,,,,,,,,
187,PT09M13.00S,2024-03-25T23:41:58.4Z,2,REGULAR,turnover,shot clock,['team'],0,,,1610612766,20,23,2024-03-25T23:42:07Z,1850000,False,,,0,,CHA shot clock Team TURNOVER,[],1610612766.0,CHA,,,,,,,,,,Mid-Range,8-16 Left,,,,,,,,,,1626300.0,,,,,,,,,,
188,PT08M54.00S,2024-03-25T23:42:27.0Z,2,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",1627747,13.61695137976347,60.78431372549019,1610612739,22,23,2024-03-25T23:42:36Z,1860000,False,-54.0,75.0,1,left,C. LeVert 9' floating Jump Shot (5 PTS) (T. Thompson 1 AST),"[1627747, 202684]",1610612739.0,CLE,floating,,,LeVert,C. LeVert,,,,,In The Paint (Non-RA),8-16 Left,9.28,Made,,,,,,,5.0,,,T. Thompson,202684.0,1.0,,,,,,
190,PT08M36.00S,2024-03-25T23:42:45.8Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630544,84.83902759526939,41.17647058823529,1610612766,22,23,2024-03-25T23:42:52Z,1880000,False,-44.0,90.0,1,right,MISS T. Mann 10' driving floating bank Shot,[1630544],1610612766.0,CHA,driving floating bank,,,Mann,T. Mann,,,,,In The Paint (Non-RA),8-16 Center,10.02,Missed,,,,,,,,,,,,,,,,,,
191,PT08M32.00S,2024-03-25T23:42:49.8Z,2,REGULAR,rebound,defensive,[],1641854,,,1610612739,22,23,2024-03-25T23:42:52Z,1890000,False,,,0,,C. Porter Jr. REBOUND (Off:0 Def:1),[1641854],1610612739.0,CLE,,,,Porter Jr.,C. Porter Jr.,,,,,In The Paint (Non-RA),8-16 Center,,,,,190.0,1.0,1.0,0.0,,,,,,,,,,,,
192,PT08M22.00S,2024-03-25T23:43:01.8Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1641854,6.783837056504599,50.73529411764706,1610612739,24,23,2024-03-25T23:43:10Z,1900000,False,-4.0,11.0,1,left,C. Porter Jr. driving Layup (2 PTS) (S. Merrill 1 AST),"[1641854, 1630241]",1610612739.0,CLE,driving,,,Porter Jr.,C. Porter Jr.,,,,,Restricted Area,0-8 Center,1.19,Made,,,,,,,2.0,,,S. Merrill,1630241.0,1.0,,,,,,
193,PT08M22.00S,2024-03-25T23:43:06.9Z,2,REGULAR,foul,personal,['1freethrow'],1629684,,,1610612739,24,23,2024-03-25T23:43:15Z,1910000,False,,,0,,G. Williams shooting personal FOUL (2 PF) (Porter Jr. 1 FT),"[1629684, 1641854]",1610612766.0,CHA,shooting,,,Williams,G. Williams,,,,,Restricted Area,0-8 Center,,,,,,,,,,202058.0,,,,,2.0,0.0,Porter Jr.,1641854.0,,
196,PT08M22.00S,2024-03-25T23:43:20.1Z,2,REGULAR,substitution,out,[],202684,,,1610612739,24,23,2024-03-25T23:43:42Z,1930000,False,,,0,,SUB out: T. Thompson,[202684],1610612739.0,CLE,,,,Thompson,T. Thompson,,,,,,,,,,,,,,,,,,,,,,,,,,
197,PT08M22.00S,2024-03-25T23:43:20.1Z,2,REGULAR,substitution,out,[],1629684,,,1610612739,24,23,2024-03-25T23:43:42Z,1940000,False,,,0,,SUB out: G. Williams,[1629684],1610612766.0,CHA,,,,Williams,G. Williams,,,,,,,,,,,,,,,,,,,,,,,,,,
198,PT08M22.00S,2024-03-25T23:43:20.1Z,2,REGULAR,substitution,in,[],1628386,,,1610612739,24,23,2024-03-25T23:43:42Z,1950000,False,,,0,,SUB in: J. Allen,[1628386],1610612739.0,CLE,,,,Allen,J. Allen,,,,,,,,,,,,,,,,,,,,,,,,,,
199,PT08M22.00S,2024-03-25T23:43:20.1Z,2,REGULAR,substitution,in,[],1628970,,,1610612739,24,23,2024-03-25T23:43:42Z,1960000,False,,,0,,SUB in: M. Bridges,[1628970],1610612766.0,CHA,,,,Bridges,M. Bridges,,,,,,,,,,,,,,,,,,,,,,,,,,
200,PT08M22.00S,2024-03-25T23:43:41.4Z,2,REGULAR,freethrow,1 of 1,[],1641854,,,1610612739,24,23,2024-03-25T23:43:44Z,1970000,False,,,0,,MISS C. Porter Jr. Free Throw 1 of 1,[1641854],1610612739.0,CLE,,,,Porter Jr.,C. Porter Jr.,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
201,PT08M20.00S,2024-03-25T23:43:43.4Z,2,REGULAR,rebound,defensive,[],1630208,,,1610612766,24,23,2024-03-25T23:43:44Z,1980000,False,,,0,,N. Richards REBOUND (Off:1 Def:1),[1630208],1610612766.0,CHA,,,,Richards,N. Richards,,,,,,,,,,,200.0,2.0,1.0,1.0,,,,,,,,,,,,
202,PT08M02.00S,2024-03-25T23:43:59.9Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1630208,91.40932982917214,54.166666666666664,1610612766,24,23,2024-03-25T23:44:07Z,1990000,False,21.0,28.0,1,right,MISS N. Richards cutting Layup,[1630208],1610612766.0,CHA,cutting,,,Richards,N. Richards,,,,,Restricted Area,0-8 Center,3.51,Missed,,,,,,,,,,,,,,,,,,
203,PT08M00.00S,2024-03-25T23:44:01.9Z,2,REGULAR,rebound,defensive,[],1628386,,,1610612739,24,23,2024-03-25T23:44:07Z,2000000,False,,,0,,J. Allen REBOUND (Off:1 Def:3),[1628386],1610612739.0,CLE,,,,Allen,J. Allen,,,,,Restricted Area,0-8 Center,,,,,202.0,4.0,3.0,1.0,,,,,,,,,,,,
204,PT07M50.00S,2024-03-25T23:44:22.7Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612739,24,23,2024-03-25T23:44:22Z,2010000,False,,,0,,CLE Timeout,[],1610612739.0,CLE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
205,PT07M43.00S,2024-03-25T23:47:19.8Z,2,REGULAR,3pt,Jump Shot,[],1627747,11.251642575558476,96.56862745098039,1610612739,24,23,2024-03-25T23:47:55Z,2020000,False,-233.0,53.0,1,left,MISS C. LeVert 3PT,[1627747],1610612739.0,CLE,,,,LeVert,C. LeVert,,,,,Left Corner 3,24+ Left,23.88,Missed,,,,,,,,,,,,,,,,,,
206,PT07M40.00S,2024-03-25T23:47:22.8Z,2,REGULAR,rebound,defensive,[],1628970,,,1610612766,24,23,2024-03-25T23:47:22Z,2030000,False,,,0,,M. Bridges REBOUND (Off:0 Def:3),[1628970],1610612766.0,CHA,,,,Bridges,M. Bridges,,,,,Left Corner 3,24+ Left,,,,,205.0,3.0,3.0,0.0,,,,,,,,,,,,
207,PT07M34.00S,2024-03-25T23:47:28.3Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1628970,93.24901445466492,48.03921568627451,1610612766,24,23,2024-03-25T23:48:51Z,2040000,False,-10.0,11.0,1,right,MISS M. Bridges driving Layup,[1628970],1610612766.0,CHA,driving,,,Bridges,M. Bridges,,,,,Restricted Area,0-8 Center,1.47,Missed,,,,,,,,,,,,,,,,,,
208,PT07M30.00S,2024-03-25T23:47:32.3Z,2,REGULAR,rebound,defensive,[],1627747,,,1610612739,24,23,2024-03-25T23:47:58Z,2050000,False,,,0,,C. LeVert REBOUND (Off:0 Def:3),[1627747],1610612739.0,CLE,,,,LeVert,C. LeVert,,,,,Restricted Area,0-8 Center,,,,,207.0,3.0,3.0,0.0,,,,,,,,,,,,
212,PT07M22.00S,2024-03-25T23:47:40.7Z,2,REGULAR,2pt,Jump Shot,[],202694,19.92444152431012,26.715686274509803,1610612739,24,23,2024-03-25T23:49:10Z,2060000,False,116.0,135.0,1,left,MISS M. Morris Sr. 17' pullup Shot,[202694],1610612739.0,CLE,pullup,,,Morris Sr.,M. Morris Sr.,,,,,Mid-Range,16-24 Right Center,17.81,Missed,,,,,,,,,,,,,,,,,,
213,PT07M20.00S,2024-03-25T23:47:42.7Z,2,REGULAR,rebound,defensive,[],1630208,,,1610612766,24,23,2024-03-25T23:48:02Z,2070000,False,,,0,,N. Richards REBOUND (Off:1 Def:2),[1630208],1610612766.0,CHA,,,,Richards,N. Richards,,,,,Mid-Range,16-24 Right Center,,,,,212.0,3.0,2.0,1.0,,,,,,,,,,,,
214,PT07M11.00S,2024-03-25T23:47:52.1Z,2,REGULAR,2pt,DUNK,['pointsinthepaint'],1630208,93.64323258869908,47.794117647058826,1610612766,24,25,2024-03-25T23:48:05Z,2080000,False,-11.0,7.0,1,right,N. Richards DUNK (6 PTS) (B. Miller 2 AST),"[1630208, 1641706]",1610612766.0,CHA,,,,Richards,N. Richards,,,,,Restricted Area,0-8 Center,1.32,Made,,,,,,,6.0,,,B. Miller,1641706.0,2.0,,,,,,
215,PT06M49.00S,2024-03-25T23:48:12.7Z,2,REGULAR,3pt,Jump Shot,[],202694,16.770696452036795,3.9215686274509802,1610612739,27,25,2024-03-25T23:48:17Z,2090000,False,230.0,105.0,1,left,M. Morris Sr. 25' 3PT  (3 PTS) (C. Porter Jr. 1 AST),"[202694, 1641854]",1610612739.0,CLE,,,,Morris Sr.,M. Morris Sr.,,,,,Above the Break 3,24+ Right Center,25.32,Made,,,,,,,3.0,,,C. Porter Jr.,1641854.0,1.0,,,,,,
218,PT06M34.00S,2024-03-25T23:49:11.5Z,2,REGULAR,foul,personal,['2freethrow'],202694,,,1610612766,27,25,2024-03-25T23:52:53Z,2120000,False,,,0,,M. Morris Sr. flagrant-type-2 personal FOUL (1 PF) (Richards 2 FT),"[202694, 1630208]",1610612739.0,CLE,flagrant-type-2,,,Morris Sr.,M. Morris Sr.,,,,,Restricted Area,0-8 Center,,,,,,,,,,202058.0,,,,,1.0,0.0,Richards,1630208.0,,
224,PT06M34.00S,2024-03-25T23:52:10.2Z,2,REGULAR,substitution,out,[],1627747,,,1610612766,27,25,2024-03-25T23:52:24Z,2170000,False,,,0,,SUB out: C. LeVert,[1627747],1610612739.0,CLE,,,,LeVert,C. LeVert,,,,,,,,,,,,,,,,,,,,,,,,,,
225,PT06M34.00S,2024-03-25T23:52:10.2Z,2,REGULAR,substitution,out,[],1641854,,,1610612766,27,25,2024-03-25T23:52:24Z,2180000,False,,,0,,SUB out: C. Porter Jr.,[1641854],1610612739.0,CLE,,,,Porter Jr.,C. Porter Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
226,PT06M34.00S,2024-03-25T23:52:10.2Z,2,REGULAR,substitution,out,[],202694,,,1610612766,27,25,2024-03-25T23:52:24Z,2190000,False,,,0,,SUB out: M. Morris Sr.,[202694],1610612739.0,CLE,,,,Morris Sr.,M. Morris Sr.,,,,,,,,,,,,,,,,,,,,,,,,,,
227,PT06M34.00S,2024-03-25T23:52:10.2Z,2,REGULAR,substitution,out,[],1630544,,,1610612766,27,25,2024-03-25T23:52:24Z,2200000,False,,,0,,SUB out: T. Mann,[1630544],1610612766.0,CHA,,,,Mann,T. Mann,,,,,,,,,,,,,,,,,,,,,,,,,,
228,PT06M34.00S,2024-03-25T23:52:10.2Z,2,REGULAR,substitution,out,[],1641706,,,1610612766,27,25,2024-03-25T23:52:24Z,2210000,False,,,0,,SUB out: B. Miller,[1641706],1610612766.0,CHA,,,,Miller,B. Miller,,,,,,,,,,,,,,,,,,,,,,,,,,
229,PT06M34.00S,2024-03-25T23:52:10.2Z,2,REGULAR,substitution,in,[],1630596,,,1610612766,27,25,2024-03-25T23:52:24Z,2220000,False,,,0,,SUB in: E. Mobley,[1630596],1610612739.0,CLE,,,,Mobley,E. Mobley,,,,,,,,,,,,,,,,,,,,,,,,,,
230,PT06M34.00S,2024-03-25T23:52:10.2Z,2,REGULAR,substitution,in,[],1629636,,,1610612766,27,25,2024-03-25T23:52:24Z,2230000,False,,,0,,SUB in: D. Garland,[1629636],1610612739.0,CLE,,,,Garland,D. Garland,,,,,,,,,,,,,,,,,,,,,,,,,,
231,PT06M34.00S,2024-03-25T23:52:10.2Z,2,REGULAR,substitution,in,[],1627777,,,1610612766,27,25,2024-03-25T23:52:24Z,2240000,False,,,0,,SUB in: G. Niang,[1627777],1610612739.0,CLE,,,,Niang,G. Niang,,,,,,,,,,,,,,,,,,,,,,,,,,
232,PT06M34.00S,2024-03-25T23:52:10.2Z,2,REGULAR,substitution,in,[],203995,,,1610612766,27,25,2024-03-25T23:52:24Z,2250000,False,,,0,,SUB in: V. Micic,[203995],1610612766.0,CHA,,,,Micic,V. Micic,,,,,,,,,,,,,,,,,,,,,,,,,,
233,PT06M34.00S,2024-03-25T23:52:10.2Z,2,REGULAR,substitution,in,[],1630197,,,1610612766,27,25,2024-03-25T23:52:24Z,2260000,False,,,0,,SUB in: A. Pokusevski,[1630197],1610612766.0,CHA,,,,Pokusevski,A. Pokusevski,,,,,,,,,,,,,,,,,,,,,,,,,,
234,PT06M34.00S,2024-03-25T23:52:54.1Z,2,REGULAR,freethrow,1 of 2,[],1630208,,,1610612766,27,26,2024-03-25T23:52:54Z,2270000,False,,,0,,N. Richards flagrant Free Throw 1 of 2 (7 PTS),[1630208],1610612766.0,CHA,flagrant,,,Richards,N. Richards,,,,,,,,Made,,,,,,,7.0,,,,,,,,,,,
235,PT06M34.00S,2024-03-25T23:52:56.0Z,2,REGULAR,freethrow,2 of 2,[],1630208,,,1610612766,27,27,2024-03-25T23:52:56Z,2280000,False,,,0,,N. Richards flagrant Free Throw 2 of 2 (8 PTS),[1630208],1610612766.0,CHA,flagrant,,,Richards,N. Richards,,,,,,,,Made,,,,,,,8.0,,,,,,,,,,,
236,PT06M34.00S,2024-03-25T23:53:05.6Z,2,REGULAR,ejection,other,[],202694,,,1610612739,27,27,2024-03-25T23:53:20Z,2290000,False,,,0,,Ejection M. Morris Sr.,[202694],1610612739.0,CLE,,,,Morris Sr.,M. Morris Sr.,,,,,,,,,,,,,,,,202058.0,,,,,,,,,,
237,PT06M14.00S,2024-03-25T23:53:32.3Z,2,REGULAR,turnover,bad pass,[],203995,,,1610612766,27,27,2024-03-25T23:53:39Z,2300000,False,,,0,,V. Micic bad pass TURNOVER (1 TO),"[203995, 1630596]",1610612766.0,CHA,,,,Micic,V. Micic,,,,,Mid-Range,8-16 Left,,,,,,,,,,,1.0,,,,,,,,Mobley,1630596.0
238,PT06M14.00S,2024-03-25T23:53:32.3Z,2,REGULAR,steal,,[],1630596,,,1610612739,27,27,2024-03-25T23:53:35Z,2310000,False,,,0,,E. Mobley STEAL (1 STL),[1630596],1610612739.0,CLE,,,,Mobley,E. Mobley,,,,,Mid-Range,8-16 Left,,,,,,,,,,,,,,,,,,,,
239,PT06M07.00S,2024-03-25T23:53:39.5Z,2,REGULAR,3pt,Jump Shot,"['fromturnover', 'fastbreak']",1627777,23.209592641261498,11.76470588235294,1610612739,30,27,2024-03-25T23:58:23Z,2320000,False,191.0,166.0,1,left,G. Niang 25' 3PT running (3 PTS) (E. Mobley 2 AST),"[1627777, 1630596]",1610612739.0,CLE,running,,,Niang,G. Niang,,,,,Above the Break 3,24+ Right Center,25.3,Made,,,,,,,3.0,,,E. Mobley,1630596.0,2.0,,,,,,
241,PT05M50.00S,2024-03-25T23:53:56.5Z,2,REGULAR,3pt,Jump Shot,[],1628970,70.64717477003943,74.75490196078431,1610612766,30,27,2024-03-25T23:54:33Z,2340000,False,124.0,223.0,1,right,MISS M. Bridges 25' pullup 3PT,[1628970],1610612766.0,CHA,pullup,,,Bridges,M. Bridges,,,,,Above the Break 3,24+ Right Center,25.54,Missed,,,,,,,,,,,,,,,,,,
242,PT05M48.00S,2024-03-25T23:53:58.5Z,2,REGULAR,rebound,defensive,[],1629636,,,1610612739,30,27,2024-03-25T23:54:02Z,2350000,False,,,0,,D. Garland REBOUND (Off:0 Def:3),[1629636],1610612739.0,CLE,,,,Garland,D. Garland,,,,,Above the Break 3,24+ Right Center,,,,,241.0,3.0,3.0,0.0,,,,,,,,,,,,
243,PT05M39.00S,2024-03-25T23:54:08.8Z,2,REGULAR,2pt,Hook,['pointsinthepaint'],1628386,7.046649145860711,47.30392156862745,1610612739,30,27,2024-03-25T23:55:47Z,2360000,False,13.0,14.0,1,left,MISS J. Allen Hook,[1628386],1610612739.0,CLE,,,,Allen,J. Allen,,,,,Restricted Area,0-8 Center,1.92,Missed,,,,,,,,,,,,,,,,,,
244,PT05M39.00S,2024-03-25T23:54:08.8Z,2,REGULAR,rebound,offensive,[],1628386,,,1610612739,30,27,2024-03-25T23:55:33Z,2370000,False,,,0,,J. Allen REBOUND (Off:2 Def:3),[1628386],1610612739.0,CLE,,,,Allen,J. Allen,,,,,Restricted Area,0-8 Center,,,,,243.0,5.0,3.0,2.0,,,,,,,,,,,,
245,PT05M39.00S,2024-03-25T23:54:12.9Z,2,REGULAR,foul,personal,[],1628970,,,1610612739,30,27,2024-03-25T23:55:29Z,2380000,False,,,0,,M. Bridges personal FOUL (1 PF),"[1628970, 1628386]",1610612766.0,CHA,,,,Bridges,M. Bridges,,,,,Restricted Area,0-8 Center,,,,,,,,,,1199.0,,,,,1.0,0.0,Allen,1628386.0,,
247,PT05M39.00S,2024-03-25T23:54:36.5Z,2,REGULAR,substitution,out,[],1630241,,,1610612739,30,27,2024-03-25T23:54:40Z,2400000,False,,,0,,SUB out: S. Merrill,[1630241],1610612739.0,CLE,,,,Merrill,S. Merrill,,,,,,,,,,,,,,,,,,,,,,,,,,
248,PT05M39.00S,2024-03-25T23:54:36.5Z,2,REGULAR,substitution,in,[],1630171,,,1610612739,30,27,2024-03-25T23:54:40Z,2410000,False,,,0,,SUB in: I. Okoro,[1630171],1610612739.0,CLE,,,,Okoro,I. Okoro,,,,,,,,,,,,,,,,,,,,,,,,,,
249,PT05M32.00S,2024-03-25T23:54:43.5Z,2,REGULAR,3pt,Jump Shot,['2ndchance'],1627777,25.706307490144546,83.82352941176471,1610612739,33,27,2024-03-25T23:54:48Z,2420000,False,-169.0,189.0,1,left,G. Niang 25' 3PT  (6 PTS) (D. Garland 4 AST),"[1627777, 1629636]",1610612739.0,CLE,,,,Niang,G. Niang,,,,,Above the Break 3,24+ Left Center,25.37,Made,,,,,,,6.0,,,D. Garland,1629636.0,4.0,,,,,,
251,PT05M30.00S,2024-03-25T23:54:53.2Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612766,33,27,2024-03-25T23:54:53Z,2440000,False,,,0,,CHA Timeout,[],1610612766.0,CHA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
253,PT05M11.00S,2024-03-25T23:57:59.3Z,2,REGULAR,2pt,Jump Shot,[],202722,76.95466491458606,24.754901960784316,1610612766,33,27,2024-03-25T23:58:04Z,2450000,False,-126.0,164.0,1,right,MISS D. Bertans 20' Jump Shot,[202722],1610612766.0,CHA,,,,Bertans,D. Bertans,,,,,Mid-Range,16-24 Left Center,20.7,Missed,,,,,,,,,,,,,,,,,,
254,PT05M08.00S,2024-03-25T23:58:02.3Z,2,REGULAR,rebound,offensive,[],1630197,,,1610612766,33,27,2024-03-25T23:58:04Z,2460000,False,,,0,,A. Pokusevski REBOUND (Off:1 Def:2),[1630197],1610612766.0,CHA,,,,Pokusevski,A. Pokusevski,,,,,Mid-Range,16-24 Left Center,,,,,253.0,3.0,2.0,1.0,,,,,,,,,,,,
255,PT05M06.00S,2024-03-25T23:58:04.5Z,2,REGULAR,2pt,Jump Shot,"['pointsinthepaint', '2ndchance']",1630197,82.9993429697766,65.68627450980392,1610612766,33,29,2024-03-25T23:58:09Z,2470000,False,78.0,107.0,1,right,A. Pokusevski 13' Jump Shot (4 PTS),[1630197],1610612766.0,CHA,,,,Pokusevski,A. Pokusevski,,,,,In The Paint (Non-RA),8-16 Right,13.29,Made,,,,,,,4.0,,,,,,,,,,,
256,PT04M48.00S,2024-03-25T23:58:25.3Z,2,REGULAR,foul,personal,[],1630197,,,1610612739,33,29,2024-03-25T23:58:37Z,2480000,False,,,0,,A. Pokusevski personal FOUL (1 PF),"[1630197, 1629636]",1610612766.0,CHA,,,,Pokusevski,A. Pokusevski,,,,,Mid-Range,16-24 Center,,,,,,,,,,1199.0,,,,,1.0,0.0,Garland,1629636.0,,
258,PT04M48.00S,2024-03-25T23:58:35.3Z,2,REGULAR,substitution,out,[],1630208,,,1610612739,33,29,2024-03-25T23:58:39Z,2500000,False,,,0,,SUB out: N. Richards,[1630208],1610612766.0,CHA,,,,Richards,N. Richards,,,,,,,,,,,,,,,,,,,,,,,,,,
259,PT04M48.00S,2024-03-25T23:58:35.3Z,2,REGULAR,substitution,in,[],1629684,,,1610612739,33,29,2024-03-25T23:58:39Z,2510000,False,,,0,,SUB in: G. Williams,[1629684],1610612766.0,CHA,,,,Williams,G. Williams,,,,,,,,,,,,,,,,,,,,,,,,,,
260,PT04M39.00S,2024-03-25T23:58:53.2Z,2,REGULAR,3pt,Jump Shot,[],1630171,6.1268068331143235,4.411764705882353,1610612739,36,29,2024-03-25T23:58:57Z,2520000,False,228.0,5.0,1,left,I. Okoro 3PT  (5 PTS) (E. Mobley 3 AST),"[1630171, 1630596]",1610612739.0,CLE,,,,Okoro,I. Okoro,,,,,Right Corner 3,24+ Right,22.8,Made,,,,,,,5.0,,,E. Mobley,1630596.0,3.0,,,,,,
262,PT04M27.00S,2024-03-25T23:59:04.8Z,2,REGULAR,3pt,Jump Shot,[],202722,72.48685939553219,12.254901960784313,1610612766,36,32,2024-03-25T23:59:09Z,2540000,False,-189.0,206.0,1,right,D. Bertans 27' 3PT  (3 PTS) (A. Pokusevski 1 AST),"[202722, 1630197]",1610612766.0,CHA,,,,Bertans,D. Bertans,,,,,Above the Break 3,24+ Left Center,27.94,Made,,,,,,,3.0,,,A. Pokusevski,1630197.0,1.0,,,,,,
264,PT04M12.00S,2024-03-25T23:59:19.8Z,2,REGULAR,3pt,Jump Shot,[],1629636,27.54599211563732,75.73529411764706,1610612739,39,32,2024-03-25T23:59:24Z,2560000,False,-129.0,206.0,1,left,D. Garland 24' 3PT pullup (5 PTS) (I. Okoro 2 AST),"[1629636, 1630171]",1610612739.0,CLE,pullup,,,Garland,D. Garland,,,,,Above the Break 3,24+ Left Center,24.32,Made,,,,,,,5.0,,,I. Okoro,1630171.0,2.0,,,,,,
266,PT03M54.00S,2024-03-25T23:59:38.1Z,2,REGULAR,3pt,Jump Shot,[],203995,72.35545335085413,78.67647058823529,1610612766,39,32,2024-03-26T00:00:01Z,2580000,False,143.0,207.0,1,right,MISS V. Micic 25' pullup 3PT,[203995],1610612766.0,CHA,pullup,,,Micic,V. Micic,,,,,Above the Break 3,24+ Right Center,25.21,Missed,,,,,,,,,,,,,,,,,,
267,PT03M51.00S,2024-03-25T23:59:41.1Z,2,REGULAR,rebound,defensive,[],1628386,,,1610612739,39,32,2024-03-25T23:59:43Z,2590000,False,,,0,,J. Allen REBOUND (Off:2 Def:4),[1628386],1610612739.0,CLE,,,,Allen,J. Allen,,,,,Above the Break 3,24+ Right Center,,,,,266.0,6.0,4.0,2.0,,,,,,,,,,,,
