actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,blockPlayerName,blockPersonId,turnoverTotal,stealPlayerName,stealPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId
2,PT12M00.00S,2024-02-06T00:11:56.6Z,1,REGULAR,period,start,[],0,,,0,0,0,2024-02-06T00:11:56Z,20000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,PT11M56.00S,2024-02-06T00:12:00.2Z,1,REGULAR,jumpball,recovered,[],1629622,,,1610612739,0,0,2024-02-06T00:12:00Z,40000,False,,,0,,Jump Ball J. Allen vs. D. Sabonis: Tip to M. Strus,"[1629622, 1628386, 1627734]",1610612739.0,CLE,startperiod,M. Strus,1629622.0,Strus,M. Strus,Allen,1628386.0,Sabonis,1627734.0,,,,,,,,,,,,,,,,,,,,,,
7,PT11M44.00S,2024-02-06T00:12:11.6Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1628378,93.9060446780552,49.26470588235294,1610612739,0,0,2024-02-06T00:12:17Z,70000,False,-4.0,5.0,1,right,MISS D. Mitchell driving Layup,[1628378],1610612739.0,CLE,driving,,,Mitchell,D. Mitchell,,,,,Restricted Area,0-8 Center,0.61,Missed,,,,,,,,,,,,,,,,,,
8,PT11M42.00S,2024-02-06T00:12:13.6Z,1,REGULAR,rebound,defensive,[],1627734,,,1610612758,0,0,2024-02-06T00:12:17Z,80000,False,,,0,,D. Sabonis REBOUND (Off:0 Def:1),[1627734],1610612758.0,SAC,,,,Sabonis,D. Sabonis,,,,,Restricted Area,0-8 Center,,,7.0,1.0,1.0,0.0,,,,,,,,,,,,,,
9,PT11M19.00S,2024-02-06T00:12:35.8Z,1,REGULAR,3pt,Jump Shot,[],1628989,32.14520367936925,88.97058823529412,1610612758,0,0,2024-02-06T00:12:40Z,90000,False,-195.0,250.0,1,left,MISS K. Huerter 31' 3PT,[1628989],1610612758.0,SAC,,,,Huerter,K. Huerter,,,,,Above the Break 3,24+ Left Center,31.68,Missed,,,,,,,,,,,,,,,,,,
10,PT11M17.00S,2024-02-06T00:12:39.2Z,1,REGULAR,rebound,defensive,[],1628386,,,1610612739,0,0,2024-02-06T00:12:39Z,100000,False,,,0,,J. Allen REBOUND (Off:0 Def:1),[1628386],1610612739.0,CLE,,,,Allen,J. Allen,,,,,Above the Break 3,24+ Left Center,,,9.0,1.0,1.0,0.0,,,,,,,,,,,,,,
11,PT11M09.00S,2024-02-06T00:12:46.7Z,1,REGULAR,3pt,Jump Shot,[],1629622,95.48291721419186,97.30392156862744,1610612739,0,0,2024-02-06T00:12:51Z,110000,False,237.0,-10.0,1,right,MISS M. Strus 3PT,[1629622],1610612739.0,CLE,,,,Strus,M. Strus,,,,,Right Corner 3,24+ Right,23.67,Missed,,,,,,,,,,,,,,,,,,
12,PT11M06.00S,2024-02-06T00:12:50.0Z,1,REGULAR,rebound,offensive,[],1629636,,,1610612739,0,0,2024-02-06T00:12:50Z,120000,False,,,0,,D. Garland REBOUND (Off:1 Def:0),[1629636],1610612739.0,CLE,,,,Garland,D. Garland,,,,,Right Corner 3,24+ Right,,,11.0,1.0,0.0,1.0,,,,,,,,,,,,,,
13,PT10M56.00S,2024-02-06T00:12:59.4Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],1629622,82.07950065703022,95.83333333333334,1610612739,3,0,2024-02-06T00:13:04Z,130000,False,229.0,116.0,1,right,M. Strus 25' 3PT  (3 PTS) (J. Allen 1 AST),"[1629622, 1628386]",1610612739.0,CLE,,,,Strus,M. Strus,,,,,Above the Break 3,24+ Right Center,25.69,Made,,,,,3.0,J. Allen,1628386.0,1.0,,,,,,,,,,
15,PT10M43.00S,2024-02-06T00:13:13.0Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1627734,9.543363994743759,49.50980392156863,1610612758,3,0,2024-02-06T00:13:55Z,150000,False,2.0,37.0,1,left,MISS D. Sabonis driving Layup - blocked,"[1627734, 1628386]",1610612758.0,SAC,driving,,,Sabonis,D. Sabonis,,,,,Restricted Area,0-8 Center,3.73,Missed,,,,,,,,,Allen,1628386.0,,,,,,,,
18,PT10M43.00S,2024-02-06T00:13:13.0Z,1,REGULAR,block,,[],1628386,,,1610612758,3,0,2024-02-06T00:13:35Z,155000,False,,,0,,J. Allen BLOCK (1 BLK),[1628386],1610612739.0,CLE,,,,Allen,J. Allen,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
16,PT10M41.00S,2024-02-06T00:13:15.0Z,1,REGULAR,rebound,offensive,[],1627734,,,1610612758,3,0,2024-02-06T00:13:17Z,160000,False,,,0,,D. Sabonis REBOUND (Off:1 Def:1),[1627734],1610612758.0,SAC,,,,Sabonis,D. Sabonis,,,,,Restricted Area,0-8 Center,,,15.0,2.0,1.0,1.0,,,,,,,,,,,,,,
17,PT10M40.00S,2024-02-06T00:13:15.7Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1627734,7.046649145860711,50.98039215686274,1610612758,3,2,2024-02-06T00:13:22Z,170000,False,-5.0,14.0,1,left,D. Sabonis putback Layup (2 PTS),[1627734],1610612758.0,SAC,putback,,,Sabonis,D. Sabonis,,,,,Restricted Area,0-8 Center,1.45,Made,,,,,2.0,,,,,,,,,,,,,
