actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,turnoverTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId
2,PT12M00.00S,2023-11-18T00:42:00.3Z,1,REGULAR,period,start,[],0,,,0,0,0,2023-11-18T00:42:00Z,20000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,PT11M56.00S,2023-11-18T00:42:04.6Z,1,REGULAR,jumpball,recovered,[],1629636,,,1610612739,0,0,2023-11-18T00:42:04Z,40000,False,,,0,,Jump Ball J. Allen vs. I. Stewart: Tip to D. Garland,"[1629636, 1628386, 1630191]",1610612739.0,CLE,startperiod,D. Garland,1629636.0,Garland,D. Garland,Allen,1628386.0,Stewart,1630191.0,,,,,,,,,,,,,,,,,,,,,,
8,PT11M44.00S,2023-11-18T00:42:31.8Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1628386,6.521024967148489,51.470588235294116,1610612739,2,0,2023-11-18T00:42:37Z,80000,False,-7.0,9.0,1,left,J. Allen cutting Layup (2 PTS) (E. Mobley 1 AST),"[1628386, 1630596]",1610612739.0,CLE,cutting,,,Allen,J. Allen,,,,,Restricted Area,0-8 Center,1.15,Made,2.0,E. Mobley,1630596.0,1.0,,,,,,,,,,,,,,
10,PT11M44.00S,2023-11-18T00:42:36.4Z,1,REGULAR,foul,personal,['1freethrow'],1630595,,,1610612739,2,0,2023-11-18T00:42:50Z,100000,False,,,0,,C. Cunningham shooting personal FOUL (1 PF) (Allen 1 FT),"[1630595, 1628386]",1610612765.0,DET,shooting,,,Cunningham,C. Cunningham,,,,,Restricted Area,0-8 Center,,,,,,,1628954.0,1.0,0.0,Allen,1628386.0,,,,,,,,,
12,PT11M44.00S,2023-11-18T00:42:54.3Z,1,REGULAR,freethrow,1 of 1,[],1628386,,,1610612739,3,0,2023-11-18T00:42:54Z,120000,False,,,0,,J. Allen Free Throw 1 of 1 (3 PTS),[1628386],1610612739.0,CLE,,,,Allen,J. Allen,,,,,,,,Made,3.0,,,,,,,,,,,,,,,,,
13,PT11M30.00S,2023-11-18T00:43:11.8Z,1,REGULAR,turnover,out-of-bounds,[],1630595,,,1610612765,3,0,2023-11-18T00:43:18Z,130000,False,,,0,,C. Cunningham bad pass out-of-bounds TURNOVER (1 TO),[1630595],1610612765.0,DET,bad pass,,,Cunningham,C. Cunningham,,,,,Mid-Range,8-16 Left,,,,,,,1151.0,,,,,1.0,,,,,,,,
14,PT11M19.00S,2023-11-18T00:43:29.2Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],1629622,27.020367936925098,79.16666666666666,1610612739,6,0,2023-11-18T00:43:33Z,140000,False,-146.0,201.0,1,left,M. Strus 24' 3PT  (3 PTS) (E. Mobley 2 AST),"[1629622, 1630596]",1610612739.0,CLE,,,,Strus,M. Strus,,,,,Above the Break 3,24+ Left Center,24.87,Made,3.0,E. Mobley,1630596.0,2.0,,,,,,,,,,,,,,
16,PT10M59.00S,2023-11-18T00:43:48.1Z,1,REGULAR,3pt,Jump Shot,[],1630595,83.919185282523,3.6764705882352944,1610612765,6,0,2023-11-18T00:43:54Z,160000,False,-232.0,99.0,1,right,MISS C. Cunningham 25' 3PT,[1630595],1610612765.0,DET,,,,Cunningham,C. Cunningham,,,,,Above the Break 3,24+ Left Center,25.18,Missed,,,,,,,,,,,,,,,,,,
17,PT10M53.00S,2023-11-18T00:43:54.1Z,1,REGULAR,rebound,offensive,[],1630191,,,1610612765,6,0,2023-11-18T00:43:54Z,170000,False,,,0,,I. Stewart REBOUND (Off:1 Def:0),[1630191],1610612765.0,DET,,,,Stewart,I. Stewart,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,,16.0,1.0,0.0,1.0,,,,
18,PT10M53.00S,2023-11-18T00:43:53.7Z,1,REGULAR,2pt,Layup,"['2ndchance', 'pointsinthepaint']",1630191,94.40999984741211,50.0,1610612765,6,0,2023-11-18T00:43:56Z,180000,False,0.0,0.0,1,right,MISS I. Stewart tip Layup,[1630191],1610612765.0,DET,tip,,,Stewart,I. Stewart,,,,,Restricted Area,0-8 Center,0.0,Missed,,,,,,,,,,,,,,,,,,
19,PT10M53.00S,2023-11-18T00:43:53.7Z,1,REGULAR,rebound,offensive,[],1630191,,,1610612765,6,0,2023-11-18T00:43:56Z,190000,False,,,0,,I. Stewart REBOUND (Off:2 Def:0),[1630191],1610612765.0,DET,,,,Stewart,I. Stewart,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,18.0,2.0,0.0,2.0,,,,
20,PT10M51.00S,2023-11-18T00:43:55.7Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1630191,94.40999984741211,50.0,1610612765,6,2,2023-11-18T00:43:55Z,200000,False,0.0,0.0,1,right,I. Stewart tip Layup (2 PTS),[1630191],1610612765.0,DET,tip,,,Stewart,I. Stewart,,,,,Mid-Range,8-16 Left,0.0,Made,2.0,,,,,,,,,,,,,,,,,
21,PT10M42.00S,2023-11-18T00:44:05.3Z,1,REGULAR,3pt,Jump Shot,[],1629622,19.136005256241788,6.61764705882353,1610612739,6,2,2023-11-18T00:44:08Z,210000,False,217.0,127.0,1,left,MISS M. Strus 25' 3PT,[1629622],1610612739.0,CLE,,,,Strus,M. Strus,,,,,Above the Break 3,24+ Right Center,25.15,Missed,,,,,,,,,,,,,,,,,,
22,PT10M39.00S,2023-11-18T00:44:08.3Z,1,REGULAR,rebound,defensive,[],1628995,,,1610612765,6,2,2023-11-18T00:44:08Z,220000,False,,,0,,K. Knox II REBOUND (Off:0 Def:1),[1628995],1610612765.0,DET,,,,Knox II,K. Knox II,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,,21.0,1.0,1.0,0.0,,,,
23,PT10M28.00S,2023-11-18T00:44:19.5Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],1630191,92.9862023653088,48.77450980392157,1610612765,6,4,2023-11-18T00:44:23Z,230000,False,-6.0,13.0,1,right,I. Stewart cutting DUNK (4 PTS) (C. Cunningham 1 AST),"[1630191, 1630595]",1610612765.0,DET,cutting,,,Stewart,I. Stewart,,,,,Restricted Area,0-8 Center,1.47,Made,4.0,C. Cunningham,1630595.0,1.0,,,,,,,,,,,,,,
25,PT10M16.00S,2023-11-18T00:44:31.5Z,1,REGULAR,turnover,bad pass,[],1629636,,,1610612739,6,4,2023-11-18T00:44:36Z,250000,False,,,0,,D. Garland bad pass TURNOVER (1 TO),"[1629636, 1630191]",1610612739.0,CLE,,,,Garland,D. Garland,,,,,Mid-Range,8-16 Right,,,,,,,,,,,,1.0,,,,,Stewart,1630191.0,,
26,PT10M16.00S,2023-11-18T00:44:31.5Z,1,REGULAR,steal,,[],1630191,,,1610612765,6,4,2023-11-18T00:44:33Z,260000,False,,,0,,I. Stewart STEAL (1 STL),[1630191],1610612765.0,DET,,,,Stewart,I. Stewart,,,,,Mid-Range,8-16 Right,,,,,,,,,,,,,,,,,,,,
27,PT10M09.00S,2023-11-18T00:44:37.7Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1628995,94.03745072273325,50.98039215686274,1610612765,6,6,2023-11-18T00:44:43Z,270000,False,5.0,4.0,1,right,K. Knox II running Layup (2 PTS),[1628995],1610612765.0,DET,running,,,Knox II,K. Knox II,,,,,Restricted Area,0-8 Center,0.6,Made,2.0,,,,,,,,,,,,,,,,,
28,PT09M51.00S,2023-11-18T00:44:59.4Z,1,REGULAR,foul,personal,['2freethrow'],1628995,,,1610612739,6,6,2023-11-18T00:45:08Z,280000,False,,,0,,K. Knox II shooting personal FOUL (1 PF) (Mobley 2 FT),"[1628995, 1630596]",1610612765.0,DET,shooting,,,Knox II,K. Knox II,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,2530.0,1.0,0.0,Mobley,1630596.0,,,,,,,,,
30,PT09M51.00S,2023-11-18T00:45:22.7Z,1,REGULAR,freethrow,1 of 2,[],1630596,,,1610612739,7,6,2023-11-18T00:45:40Z,300000,False,,,0,,E. Mobley Free Throw 1 of 2 (1 PTS),[1630596],1610612739.0,CLE,,,,Mobley,E. Mobley,,,,,,,,Made,1.0,,,,,,,,,,,,,,,,,
31,PT09M51.00S,2023-11-18T00:45:22.7Z,1,REGULAR,freethrow,2 of 2,[],1630596,,,1610612739,7,6,2023-11-18T00:45:40Z,310000,False,,,0,,MISS E. Mobley Free Throw 2 of 2,[1630596],1610612739.0,CLE,,,,Mobley,E. Mobley,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
32,PT09M50.00S,2023-11-18T00:45:23.7Z,1,REGULAR,rebound,defensive,[],1628995,,,1610612765,7,6,2023-11-18T00:45:40Z,320000,False,,,0,,K. Knox II REBOUND (Off:0 Def:2),[1628995],1610612765.0,DET,,,,Knox II,K. Knox II,,,,,,,,,,,,,,,,,,,31.0,2.0,2.0,0.0,,,,
33,PT09M33.00S,2023-11-18T00:45:55.9Z,1,REGULAR,3pt,Jump Shot,[],1628995,95.6143232588699,96.07843137254902,1610612765,7,6,2023-11-18T00:45:59Z,330000,False,230.0,-11.0,1,right,MISS K. Knox II 3PT,[1628995],1610612765.0,DET,,,,Knox II,K. Knox II,,,,,Right Corner 3,24+ Right,23.07,Missed,,,,,,,,,,,,,,,,,,
34,PT09M30.00S,2023-11-18T00:45:58.9Z,1,REGULAR,rebound,defensive,[],1629636,,,1610612739,7,6,2023-11-18T00:45:59Z,340000,False,,,0,,D. Garland REBOUND (Off:0 Def:1),[1629636],1610612739.0,CLE,,,,Garland,D. Garland,,,,,Right Corner 3,24+ Right,,,,,,,,,,,,,33.0,1.0,1.0,0.0,,,,
35,PT09M24.00S,2023-11-18T00:46:05.8Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629636,18.610381077529567,63.23529411764706,1610612739,9,6,2023-11-18T00:46:10Z,350000,False,-66.0,122.0,1,left,D. Garland 13' pullup Jump Shot (2 PTS),[1629636],1610612739.0,CLE,pullup,,,Garland,D. Garland,,,,,In The Paint (Non-RA),8-16 Center,13.92,Made,2.0,,,,,,,,,,,,,,,,,
36,PT08M58.00S,2023-11-18T00:46:30.7Z,1,REGULAR,2pt,Jump Shot,[],1641709,89.30683311432325,69.36274509803921,1610612765,9,8,2023-11-18T00:46:34Z,360000,False,97.0,48.0,1,right,A. Thompson 10' fadeaway Jump Shot (2 PTS),[1641709],1610612765.0,DET,fadeaway,,,Thompson,A. Thompson,,,,,Mid-Range,8-16 Right,10.8,Made,2.0,,,,,,,,,,,,,,,,,
37,PT08M50.00S,2023-11-18T00:46:39.0Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1629622,6.521024967148489,50.73529411764706,1610612739,9,8,2023-11-18T00:46:45Z,370000,False,-4.0,9.0,1,left,MISS M. Strus driving Layup,[1629622],1610612739.0,CLE,driving,,,Strus,M. Strus,,,,,Restricted Area,0-8 Center,0.95,Missed,,,,,,,,,,,,,,,,,,
38,PT08M47.00S,2023-11-18T00:46:41.9Z,1,REGULAR,rebound,defensive,[],1641709,,,1610612765,9,8,2023-11-18T00:46:41Z,380000,False,,,0,,A. Thompson REBOUND (Off:0 Def:1),[1641709],1610612765.0,DET,,,,Thompson,A. Thompson,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,37.0,1.0,1.0,0.0,,,,
39,PT08M36.00S,2023-11-18T00:46:52.8Z,1,REGULAR,3pt,Jump Shot,[],1628995,86.15308804204993,3.431372549019608,1610612765,9,8,2023-11-18T00:47:03Z,390000,False,-233.0,78.0,1,right,MISS K. Knox II 24' 3PT,[1628995],1610612765.0,DET,,,,Knox II,K. Knox II,,,,,Left Corner 3,24+ Left,24.54,Missed,,,,,,,,,,,,,,,,,,
40,PT08M36.00S,2023-11-18T00:46:52.8Z,1,REGULAR,rebound,defensive,['team'],0,,,1610612739,9,8,2023-11-18T00:47:03Z,400000,False,,,0,,TEAM defensive REBOUND,[],1610612739.0,CLE,,,,,,,,,,Left Corner 3,24+ Left,,,,,,,,,,,,,39.0,,,,,,,
41,PT08M36.00S,2023-11-18T00:46:59.3Z,1,REGULAR,foul,personal,[],1641709,,,1610612739,9,8,2023-11-18T00:47:07Z,410000,False,,,0,,A. Thompson loose ball personal FOUL (1 PF),"[1641709, 1629731]",1610612765.0,DET,loose ball,,,Thompson,A. Thompson,,,,,Mid-Range,8-16 Left,,,,,,,2530.0,1.0,0.0,Wade,1629731.0,,,,,,,,,
43,PT08M22.00S,2023-11-18T00:47:25.3Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],1630596,7.5722733245729295,47.549019607843135,1610612739,11,8,2023-11-18T00:47:28Z,430000,False,12.0,19.0,1,left,E. Mobley alley-oop DUNK (3 PTS) (M. Strus 1 AST),"[1630596, 1629622]",1610612739.0,CLE,alley-oop,,,Mobley,E. Mobley,,,,,Restricted Area,0-8 Center,2.24,Made,3.0,M. Strus,1629622.0,1.0,,,,,,,,,,,,,,
45,PT08M10.00S,2023-11-18T00:47:36.9Z,1,REGULAR,2pt,Jump Shot,[],1630165,84.44480946123521,30.637254901960787,1610612765,11,10,2023-11-18T00:48:47Z,450000,False,-97.0,94.0,1,right,K. Hayes 13' pullup Jump Shot (2 PTS),[1630165],1610612765.0,DET,pullup,,,Hayes,K. Hayes,,,,,Mid-Range,8-16 Left,13.47,Made,2.0,,,,,,,,,,,,,,,,,
46,PT07M45.00S,2023-11-18T00:48:01.2Z,1,REGULAR,3pt,Jump Shot,[],1629636,6.652431011826544,3.1862745098039214,1610612739,11,10,2023-11-18T00:48:05Z,460000,False,234.0,10.0,1,left,MISS D. Garland 3PT,[1629636],1610612739.0,CLE,,,,Garland,D. Garland,,,,,Right Corner 3,24+ Right,23.43,Missed,,,,,,,,,,,,,,,,,,
47,PT07M43.00S,2023-11-18T00:48:03.2Z,1,REGULAR,rebound,defensive,[],1630595,,,1610612765,11,10,2023-11-18T00:48:05Z,470000,False,,,0,,C. Cunningham REBOUND (Off:0 Def:1),[1630595],1610612765.0,DET,,,,Cunningham,C. Cunningham,,,,,Right Corner 3,24+ Right,,,,,,,,,,,,,46.0,1.0,1.0,0.0,,,,
48,PT07M39.00S,2023-11-18T00:48:10.6Z,1,REGULAR,foul,personal,['2freethrow'],1628386,,,1610612765,11,10,2023-11-18T00:48:16Z,480000,False,,,0,,J. Allen shooting personal FOUL (1 PF) (Thompson 2 FT),"[1628386, 1641709]",1610612739.0,CLE,shooting,,,Allen,J. Allen,,,,,Restricted Area,0-8 Center,,,,,,,2530.0,1.0,0.0,Thompson,1641709.0,,,,,,,,,
50,PT07M39.00S,2023-11-18T00:48:39.6Z,1,REGULAR,freethrow,1 of 2,[],1641709,,,1610612765,11,10,2023-11-18T00:48:39Z,500000,False,,,0,,MISS A. Thompson Free Throw 1 of 2,[1641709],1610612765.0,DET,,,,Thompson,A. Thompson,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
51,PT07M39.00S,2023-11-18T00:48:39.6Z,1,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612765,11,10,2023-11-18T00:48:39Z,510000,False,,,0,,TEAM offensive REBOUND,[],1610612765.0,DET,,,,,,,,,,,,,,,,,,,,,,,,50.0,,,,,,,
52,PT07M39.00S,2023-11-18T00:48:55.8Z,1,REGULAR,freethrow,2 of 2,[],1641709,,,1610612765,11,11,2023-11-18T00:48:55Z,520000,False,,,0,,A. Thompson Free Throw 2 of 2 (3 PTS),[1641709],1610612765.0,DET,,,,Thompson,A. Thompson,,,,,,,,Made,3.0,,,,,,,,,,,,,,,,,
53,PT07M28.00S,2023-11-18T00:49:16.4Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1629636,6.258212877792378,52.20588235294118,1610612739,13,11,2023-11-18T00:49:21Z,530000,False,-11.0,6.0,1,left,D. Garland driving reverse Layup (4 PTS),[1629636],1610612739.0,CLE,driving reverse,,,Garland,D. Garland,,,,,Restricted Area,0-8 Center,1.27,Made,4.0,,,,,,,,,,,,,,,,,
54,PT07M18.00S,2023-11-18T00:49:26.9Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630191,92.9862023653088,50.0,1610612765,13,11,2023-11-18T00:49:34Z,540000,False,0.0,13.0,1,right,MISS I. Stewart driving Layup,[1630191],1610612765.0,DET,driving,,,Stewart,I. Stewart,,,,,Restricted Area,0-8 Center,1.34,Missed,,,,,,,,,,,,,,,,,,
55,PT07M15.00S,2023-11-18T00:49:29.9Z,1,REGULAR,rebound,offensive,[],1641709,,,1610612765,13,11,2023-11-18T00:49:34Z,550000,False,,,0,,A. Thompson REBOUND (Off:1 Def:1),[1641709],1610612765.0,DET,,,,Thompson,A. Thompson,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,54.0,2.0,1.0,1.0,,,,
56,PT07M13.00S,2023-11-18T00:49:31.6Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],1630595,74.58935611038108,11.029411764705882,1610612765,13,11,2023-11-18T00:49:37Z,560000,False,-195.0,186.0,1,right,MISS C. Cunningham 26' 3PT,[1630595],1610612765.0,DET,,,,Cunningham,C. Cunningham,,,,,Above the Break 3,24+ Left Center,26.97,Missed,,,,,,,,,,,,,,,,,,
57,PT07M11.00S,2023-11-18T00:49:33.9Z,1,REGULAR,rebound,offensive,[],1628995,,,1610612765,13,11,2023-11-18T00:49:33Z,570000,False,,,0,,K. Knox II REBOUND (Off:1 Def:2),[1628995],1610612765.0,DET,,,,Knox II,K. Knox II,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,,56.0,3.0,2.0,1.0,,,,
58,PT06M57.00S,2023-11-18T00:49:47.9Z,1,REGULAR,2pt,Jump Shot,['2ndchance'],1630165,92.06636005256242,65.93137254901961,1610612765,13,13,2023-11-18T00:49:52Z,580000,False,80.0,22.0,1,right,K. Hayes 8' driving floating Jump Shot (4 PTS) (C. Cunningham 2 AST),"[1630165, 1630595]",1610612765.0,DET,driving floating,,,Hayes,K. Hayes,,,,,Mid-Range,8-16 Right,8.27,Made,4.0,C. Cunningham,1630595.0,2.0,,,,,,,,,,,,,,
60,PT06M35.00S,2023-11-18T00:50:10.1Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1629636,7.178055190538765,52.94117647058824,1610612739,13,13,2023-11-18T00:50:14Z,600000,False,-15.0,15.0,1,left,MISS D. Garland driving reverse Layup,[1629636],1610612739.0,CLE,driving reverse,,,Garland,D. Garland,,,,,Restricted Area,0-8 Center,2.1,Missed,,,,,,,,,,,,,,,,,,
61,PT06M33.00S,2023-11-18T00:50:12.1Z,1,REGULAR,rebound,defensive,[],1630191,,,1610612765,13,13,2023-11-18T00:50:14Z,610000,False,,,0,,I. Stewart REBOUND (Off:2 Def:1),[1630191],1610612765.0,DET,,,,Stewart,I. Stewart,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,60.0,3.0,1.0,2.0,,,,
62,PT06M21.00S,2023-11-18T00:50:26.1Z,1,REGULAR,turnover,out-of-bounds,[],1641709,,,1610612765,13,13,2023-11-18T00:50:32Z,620000,False,,,0,,A. Thompson bad pass out-of-bounds TURNOVER (1 TO),[1641709],1610612765.0,DET,bad pass,,,Thompson,A. Thompson,,,,,Mid-Range,8-16 Left,,,,,,,1628954.0,,,,,1.0,,,,,,,,
