actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,officialId,turnoverTotal,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId,stealPlayerName,stealPersonId
2,PT12M00.00S,2023-10-27T23:43:52.9Z,1,REGULAR,period,start,[],0,,,0,0,0,2023-10-27T23:43:52Z,20000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,PT11M53.00S,2023-10-27T23:43:58.2Z,1,REGULAR,jumpball,recovered,[],1629622,,,1610612739,0,0,2023-10-27T23:43:58Z,40000,False,,,0,,Jump Ball E. Mobley vs. C. Holmgren: Tip to M. Strus,"[1629622, 1630596, 1631096]",1610612739.0,CLE,startperiod,M. Strus,1629622.0,Strus,M. Strus,Mobley,1630596.0,Holmgren,1631096.0,,,,,,,,,,,,,,,,,,,,,,
7,PT11M45.00S,2023-10-27T23:44:08.7Z,1,REGULAR,turnover,out-of-bounds,[],1630596,,,1610612739,0,0,2023-10-27T23:44:18Z,70000,False,,,0,,E. Mobley lost ball out-of-bounds TURNOVER (1 TO),[1630596],1610612739.0,CLE,lost ball,,,Mobley,E. Mobley,,,,,Mid-Range,16-24 Left Center,1627541.0,1.0,,,,,,,,,,,,,,,,,,
8,PT11M29.00S,2023-10-27T23:44:32.6Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],1629652,15.062417871222076,97.30392156862744,1610612760,0,3,2023-10-27T23:44:40Z,80000,False,-237.0,89.0,1,left,L. Dort 25' 3PT  (3 PTS) (J. Giddey 1 AST),"[1629652, 1630581]",1610612760.0,OKC,,,,Dort,L. Dort,,,,,Left Corner 3,24+ Left,,,25.27,Made,3.0,J. Giddey,1630581.0,1.0,,,,,,,,,,,,
10,PT11M10.00S,2023-10-27T23:44:50.8Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630171,89.83245729303549,58.82352941176471,1610612739,0,3,2023-10-27T23:44:57Z,100000,False,44.0,43.0,1,right,MISS I. Okoro 6' driving floating Shot,[1630171],1610612739.0,CLE,driving floating,,,Okoro,I. Okoro,,,,,In The Paint (Non-RA),0-8 Center,,,6.17,Missed,,,,,,,,,,,,,,,,
11,PT11M09.00S,2023-10-27T23:44:53.2Z,1,REGULAR,rebound,offensive,[],1630171,,,1610612739,0,3,2023-10-27T23:44:53Z,110000,False,,,0,,I. Okoro REBOUND (Off:1 Def:0),[1630171],1610612739.0,CLE,,,,Okoro,I. Okoro,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,10.0,1.0,0.0,1.0,,,,,,,,
12,PT10M59.00S,2023-10-27T23:45:02.5Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],1628378,60.397503285151124,17.401960784313726,1610612739,0,3,2023-10-27T23:45:56Z,120000,False,-163.0,320.0,1,right,MISS D. Mitchell 35' pullup 3PT,[1628378],1610612739.0,CLE,pullup,,,Mitchell,D. Mitchell,,,,,Above the Break 3,24+ Left Center,,,35.89,Missed,,,,,,,,,,,,,,,,
13,PT10M55.00S,2023-10-27T23:45:06.5Z,1,REGULAR,rebound,defensive,[],1631096,,,1610612760,0,3,2023-10-27T23:45:09Z,130000,False,,,0,,C. Holmgren REBOUND (Off:0 Def:1),[1631096],1610612760.0,OKC,,,,Holmgren,C. Holmgren,,,,,Above the Break 3,24+ Left Center,,,,,,,,,12.0,1.0,1.0,0.0,,,,,,,,
14,PT10M37.00S,2023-10-27T23:45:24.7Z,1,REGULAR,2pt,Jump Shot,[],1629652,23.209592641261498,47.794117647058826,1610612760,0,3,2023-10-27T23:45:30Z,140000,False,11.0,166.0,1,left,MISS L. Dort 16' turnaround Shot,[1629652],1610612760.0,OKC,turnaround,,,Dort,L. Dort,,,,,Mid-Range,16-24 Center,,,16.61,Missed,,,,,,,,,,,,,,,,
15,PT10M33.00S,2023-10-27T23:45:28.7Z,1,REGULAR,rebound,defensive,[],1629731,,,1610612739,0,3,2023-10-27T23:45:30Z,150000,False,,,0,,D. Wade REBOUND (Off:0 Def:1),[1629731],1610612739.0,CLE,,,,Wade,D. Wade,,,,,Mid-Range,16-24 Center,,,,,,,,,14.0,1.0,1.0,0.0,,,,,,,,
16,PT10M26.00S,2023-10-27T23:45:35.6Z,1,REGULAR,3pt,Jump Shot,[],1629731,74.85216819973719,83.33333333333334,1610612739,0,3,2023-10-27T23:45:40Z,160000,False,167.0,184.0,1,right,MISS D. Wade 24' 3PT,[1629731],1610612739.0,CLE,,,,Wade,D. Wade,,,,,Above the Break 3,24+ Right Center,,,24.82,Missed,,,,,,,,,,,,,,,,
17,PT10M23.00S,2023-10-27T23:45:38.6Z,1,REGULAR,rebound,defensive,[],1631114,,,1610612760,0,3,2023-10-27T23:45:40Z,170000,False,,,0,,J. Williams REBOUND (Off:0 Def:1),[1631114],1610612760.0,OKC,,,,Williams,J. Williams,,,,,Above the Break 3,24+ Right Center,,,,,,,,,16.0,1.0,1.0,0.0,,,,,,,,
18,PT10M21.00S,2023-10-27T23:45:44.0Z,1,REGULAR,foul,personal,['2freethrow'],1628378,,,1610612760,0,3,2023-10-27T23:45:53Z,180000,False,,,0,,D. Mitchell shooting personal FOUL (1 PF) (Williams 2 FT),"[1628378, 1631114]",1610612739.0,CLE,shooting,,,Mitchell,D. Mitchell,,,,,In The Paint (Non-RA),0-8 Center,2003.0,,,,,,,,,,,,1.0,0.0,Williams,1631114.0,,,,
20,PT10M21.00S,2023-10-27T23:46:10.1Z,1,REGULAR,freethrow,1 of 2,['fastbreak'],1631114,,,1610612760,0,4,2023-10-27T23:46:10Z,200000,False,,,0,,J. Williams Free Throw 1 of 2 (1 PTS),[1631114],1610612760.0,OKC,,,,Williams,J. Williams,,,,,,,,,,Made,1.0,,,,,,,,,,,,,,,
21,PT10M21.00S,2023-10-27T23:46:23.9Z,1,REGULAR,freethrow,2 of 2,['fastbreak'],1631114,,,1610612760,0,5,2023-10-27T23:46:23Z,210000,False,,,0,,J. Williams Free Throw 2 of 2 (2 PTS),[1631114],1610612760.0,OKC,,,,Williams,J. Williams,,,,,,,,,,Made,2.0,,,,,,,,,,,,,,,
22,PT10M03.00S,2023-10-27T23:46:43.8Z,1,REGULAR,3pt,Jump Shot,[],1628378,72.48685939553219,82.35294117647058,1610612739,0,5,2023-10-27T23:46:49Z,220000,False,162.0,206.0,1,right,MISS D. Mitchell 26' step back 3PT,[1628378],1610612739.0,CLE,step back,,,Mitchell,D. Mitchell,,,,,Above the Break 3,24+ Right Center,,,26.2,Missed,,,,,,,,,,,,,,,,
23,PT10M01.00S,2023-10-27T23:46:45.8Z,1,REGULAR,rebound,defensive,[],1630581,,,1610612760,0,5,2023-10-27T23:46:49Z,230000,False,,,0,,J. Giddey REBOUND (Off:0 Def:1),[1630581],1610612760.0,OKC,,,,Giddey,J. Giddey,,,,,Above the Break 3,24+ Right Center,,,,,,,,,22.0,1.0,1.0,0.0,,,,,,,,
24,PT09M54.00S,2023-10-27T23:46:53.5Z,1,REGULAR,2pt,Jump Shot,[],1630581,11.514454664914586,31.862745098039213,1610612760,0,5,2023-10-27T23:46:58Z,240000,False,91.0,56.0,1,left,MISS J. Giddey 10' driving floating bank Shot,[1630581],1610612760.0,OKC,driving floating bank,,,Giddey,J. Giddey,,,,,Mid-Range,8-16 Right,,,10.64,Missed,,,,,,,,,,,,,,,,
25,PT09M52.00S,2023-10-27T23:46:55.5Z,1,REGULAR,rebound,defensive,[],1630596,,,1610612739,0,5,2023-10-27T23:46:58Z,250000,False,,,0,,E. Mobley REBOUND (Off:0 Def:1),[1630596],1610612739.0,CLE,,,,Mobley,E. Mobley,,,,,Mid-Range,8-16 Right,,,,,,,,,24.0,1.0,1.0,0.0,,,,,,,,
26,PT09M45.00S,2023-10-27T23:47:02.2Z,1,REGULAR,2pt,Jump Shot,"['fastbreak', 'pointsinthepaint']",1630596,92.06636005256242,59.31372549019608,1610612739,0,5,2023-10-28T00:51:19Z,260000,False,47.0,22.0,1,right,MISS E. Mobley running Shot - blocked,"[1630596, 1631096]",1610612739.0,CLE,running,,,Mobley,E. Mobley,,,,,In The Paint (Non-RA),0-8 Center,,,5.16,Missed,,,,,,,,,,,,,Holmgren,1631096.0,,
27,PT09M45.00S,2023-10-27T23:47:02.2Z,1,REGULAR,block,,[],1631096,,,1610612739,0,5,2023-10-27T23:47:04Z,270000,False,,,0,,C. Holmgren BLOCK (1 BLK),[1631096],1610612760.0,OKC,,,,Holmgren,C. Holmgren,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
28,PT09M42.00S,2023-10-27T23:47:05.2Z,1,REGULAR,rebound,defensive,[],1631114,,,1610612760,0,5,2023-10-27T23:47:08Z,280000,False,,,0,,J. Williams REBOUND (Off:0 Def:2),[1631114],1610612760.0,OKC,,,,Williams,J. Williams,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,26.0,2.0,2.0,0.0,,,,,,,,
29,PT09M34.00S,2023-10-27T23:47:13.5Z,1,REGULAR,turnover,bad pass,[],1631114,,,1610612760,0,5,2023-10-27T23:47:19Z,290000,False,,,0,,J. Williams bad pass TURNOVER (1 TO),"[1631114, 1629731]",1610612760.0,OKC,,,,Williams,J. Williams,,,,,In The Paint (Non-RA),0-8 Center,,1.0,,,,,,,,,,,,,,,,,Wade,1629731.0
30,PT09M34.00S,2023-10-27T23:47:13.5Z,1,REGULAR,steal,,[],1629731,,,1610612739,0,5,2023-10-27T23:47:16Z,300000,False,,,0,,D. Wade STEAL (1 STL),[1629731],1610612739.0,CLE,,,,Wade,D. Wade,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
32,PT09M10.00S,2023-10-27T23:47:53.9Z,1,REGULAR,2pt,Jump Shot,['fromturnover'],1630596,94.56307490144546,16.42156862745098,1610612739,0,5,2023-10-27T23:47:59Z,320000,False,-168.0,-1.0,1,right,MISS E. Mobley 16' turnaround Shot,[1630596],1610612739.0,CLE,turnaround,,,Mobley,E. Mobley,,,,,Mid-Range,16-24 Left,,,16.79,Missed,,,,,,,,,,,,,,,,
33,PT09M07.00S,2023-10-27T23:47:56.3Z,1,REGULAR,rebound,defensive,[],1630581,,,1610612760,0,5,2023-10-27T23:47:56Z,330000,False,,,0,,J. Giddey REBOUND (Off:0 Def:2),[1630581],1610612760.0,OKC,,,,Giddey,J. Giddey,,,,,Mid-Range,16-24 Left,,,,,,,,,32.0,2.0,2.0,0.0,,,,,,,,
34,PT09M00.00S,2023-10-27T23:48:04.2Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628983,18.873193166885677,60.29411764705882,1610612760,0,7,2023-10-27T23:48:10Z,340000,False,-51.0,125.0,1,left,S. Gilgeous-Alexander 13' pullup Jump Shot (2 PTS),[1628983],1610612760.0,OKC,pullup,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,In The Paint (Non-RA),8-16 Center,,,13.51,Made,2.0,,,,,,,,,,,,,,,
35,PT08M36.00S,2023-10-27T23:48:27.6Z,1,REGULAR,3pt,Jump Shot,[],1629622,77.21747700394218,10.049019607843137,1610612739,0,7,2023-10-27T23:48:37Z,350000,False,-200.0,162.0,1,right,MISS M. Strus 25' 3PT,[1629622],1610612739.0,CLE,,,,Strus,M. Strus,,,,,Above the Break 3,24+ Left Center,,,25.7,Missed,,,,,,,,,,,,,,,,
36,PT08M33.00S,2023-10-27T23:48:30.6Z,1,REGULAR,rebound,defensive,[],1631096,,,1610612760,0,7,2023-10-27T23:48:37Z,360000,False,,,0,,C. Holmgren REBOUND (Off:0 Def:2),[1631096],1610612760.0,OKC,,,,Holmgren,C. Holmgren,,,,,Above the Break 3,24+ Left Center,,,,,,,,,35.0,2.0,2.0,0.0,,,,,,,,
37,PT08M25.00S,2023-10-27T23:48:38.5Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],1631096,7.703679369250986,49.01960784313725,1610612760,0,7,2023-10-27T23:49:51Z,370000,False,5.0,20.0,1,left,MISS C. Holmgren alley-oop DUNK,[1631096],1610612760.0,OKC,alley-oop,,,Holmgren,C. Holmgren,,,,,Restricted Area,0-8 Center,,,2.05,Missed,,,,,,,,,,,,,,,,
38,PT08M23.00S,2023-10-27T23:48:40.5Z,1,REGULAR,rebound,defensive,[],1630596,,,1610612739,0,7,2023-10-27T23:48:43Z,380000,False,,,0,,E. Mobley REBOUND (Off:0 Def:2),[1630596],1610612739.0,CLE,,,,Mobley,E. Mobley,,,,,Restricted Area,0-8 Center,,,,,,,,,37.0,2.0,2.0,0.0,,,,,,,,
39,PT08M17.00S,2023-10-27T23:48:46.6Z,1,REGULAR,3pt,Jump Shot,[],1630171,91.5407358738502,97.79411764705883,1610612739,3,7,2023-10-27T23:48:51Z,390000,False,239.0,27.0,1,right,I. Okoro 24' 3PT  (3 PTS) (E. Mobley 1 AST),"[1630171, 1630596]",1610612739.0,CLE,,,,Okoro,I. Okoro,,,,,Right Corner 3,24+ Right,,,24.05,Made,3.0,E. Mobley,1630596.0,1.0,,,,,,,,,,,,
41,PT08M06.00S,2023-10-27T23:48:58.0Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1631114,9.806176084099869,46.568627450980394,1610612760,3,7,2023-10-27T23:49:04Z,410000,False,17.0,40.0,1,left,MISS J. Williams driving Layup - blocked,"[1631114, 1629622]",1610612760.0,OKC,driving,,,Williams,J. Williams,,,,,Restricted Area,0-8 Center,,,4.33,Missed,,,,,,,,,,,,,Strus,1629622.0,,
42,PT08M06.00S,2023-10-27T23:48:58.0Z,1,REGULAR,block,,[],1629622,,,1610612760,3,7,2023-10-27T23:49:00Z,420000,False,,,0,,M. Strus BLOCK (1 BLK),[1629622],1610612739.0,CLE,,,,Strus,M. Strus,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
43,PT08M03.00S,2023-10-27T23:49:01.0Z,1,REGULAR,rebound,defensive,[],1629731,,,1610612739,3,7,2023-10-27T23:49:04Z,430000,False,,,0,,D. Wade REBOUND (Off:0 Def:2),[1629731],1610612739.0,CLE,,,,Wade,D. Wade,,,,,Restricted Area,0-8 Center,,,,,,,,,41.0,2.0,2.0,0.0,,,,,,,,
44,PT07M54.00S,2023-10-27T23:49:10.2Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630596,85.49605781865965,64.95098039215686,1610612739,3,7,2023-10-27T23:49:14Z,440000,False,75.0,84.0,1,right,MISS E. Mobley 11' Jump Shot,[1630596],1610612739.0,CLE,,,,Mobley,E. Mobley,,,,,In The Paint (Non-RA),8-16 Right,,,11.23,Missed,,,,,,,,,,,,,,,,
45,PT07M52.00S,2023-10-27T23:49:12.2Z,1,REGULAR,rebound,defensive,[],1631096,,,1610612760,3,7,2023-10-27T23:49:14Z,450000,False,,,0,,C. Holmgren REBOUND (Off:0 Def:3),[1631096],1610612760.0,OKC,,,,Holmgren,C. Holmgren,,,,,In The Paint (Non-RA),8-16 Right,,,,,,,,,44.0,3.0,3.0,0.0,,,,,,,,
46,PT07M43.00S,2023-10-27T23:49:20.9Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1628983,8.623521681997373,47.549019607843135,1610612760,3,7,2023-10-27T23:49:25Z,460000,False,12.0,29.0,1,left,MISS S. Gilgeous-Alexander driving Layup,[1628983],1610612760.0,OKC,driving,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,Restricted Area,0-8 Center,,,3.11,Missed,,,,,,,,,,,,,,,,
47,PT07M41.00S,2023-10-27T23:49:22.9Z,1,REGULAR,rebound,defensive,[],1629731,,,1610612739,3,7,2023-10-27T23:49:25Z,470000,False,,,0,,D. Wade REBOUND (Off:0 Def:3),[1629731],1610612739.0,CLE,,,,Wade,D. Wade,,,,,Restricted Area,0-8 Center,,,,,,,,,46.0,3.0,3.0,0.0,,,,,,,,
48,PT07M40.00S,2023-10-27T23:49:27.4Z,1,REGULAR,foul,personal,['2freethrow'],1631096,,,1610612739,3,7,2023-10-27T23:49:38Z,480000,False,,,0,,C. Holmgren shooting personal FOUL (1 PF) (Okoro 2 FT),"[1631096, 1630171]",1610612760.0,OKC,shooting,,,Holmgren,C. Holmgren,,,,,Restricted Area,0-8 Center,1630886.0,,,,,,,,,,,,1.0,0.0,Okoro,1630171.0,,,,
50,PT07M40.00S,2023-10-27T23:49:57.1Z,1,REGULAR,freethrow,1 of 2,['fastbreak'],1630171,,,1610612739,4,7,2023-10-27T23:49:57Z,500000,False,,,0,,I. Okoro Free Throw 1 of 2 (4 PTS),[1630171],1610612739.0,CLE,,,,Okoro,I. Okoro,,,,,,,,,,Made,4.0,,,,,,,,,,,,,,,
51,PT07M40.00S,2023-10-27T23:50:01.9Z,1,REGULAR,substitution,out,[],1629731,,,1610612739,4,7,2023-10-27T23:50:07Z,510000,False,,,0,,SUB out: D. Wade,[1629731],1610612739.0,CLE,,,,Wade,D. Wade,,,,,,,,,,,,,,,,,,,,,,,,,,
52,PT07M40.00S,2023-10-27T23:50:01.9Z,1,REGULAR,substitution,in,[],1627747,,,1610612739,4,7,2023-10-27T23:50:07Z,520000,False,,,0,,SUB in: C. LeVert,[1627747],1610612739.0,CLE,,,,LeVert,C. LeVert,,,,,,,,,,,,,,,,,,,,,,,,,,
