actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,officialId,turnoverTotal,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId,stealPlayerName,stealPersonId
53,PT07M40.00S,2023-10-27T23:50:19.9Z,1,REGULAR,freethrow,2 of 2,['fastbreak'],1630171,,,1610612739,5,7,2023-10-27T23:50:20Z,530000,False,,,0,,I. Okoro Free Throw 2 of 2 (5 PTS),[1630171],1610612739.0,CLE,,,,Okoro,I. Okoro,,,,,,,,,,Made,5.0,,,,,,,,,,,,,,,
54,PT07M21.00S,2023-10-27T23:50:39.4Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630581,9.411957950065702,60.5392156862745,1610612760,5,7,2023-10-27T23:50:44Z,540000,False,-53.0,36.0,1,left,MISS J. Giddey 6' driving floating bank Shot,[1630581],1610612760.0,OKC,driving floating bank,,,Giddey,J. Giddey,,,,,In The Paint (Non-RA),0-8 Center,,,6.38,Missed,,,,,,,,,,,,,,,,
55,PT07M19.00S,2023-10-27T23:50:41.4Z,1,REGULAR,rebound,defensive,[],1630596,,,1610612739,5,7,2023-10-27T23:50:44Z,550000,False,,,0,,E. Mobley REBOUND (Off:0 Def:3),[1630596],1610612739.0,CLE,,,,Mobley,E. Mobley,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,54.0,3.0,3.0,0.0,,,,,,,,
56,PT07M15.00S,2023-10-27T23:50:45.2Z,1,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint']",1630171,94.43166885676742,49.754901960784316,1610612739,7,7,2023-10-27T23:51:04Z,560000,False,-1.0,0.0,1,right,I. Okoro running finger roll Layup (7 PTS),[1630171],1610612739.0,CLE,running finger roll,,,Okoro,I. Okoro,,,,,Restricted Area,0-8 Center,,,0.12,Made,7.0,,,,,,,,,,,,,,,
57,PT06M54.00S,2023-10-27T23:51:06.5Z,1,REGULAR,2pt,Jump Shot,[],1628983,8.886333771353483,32.84313725490196,1610612760,7,9,2023-10-27T23:51:12Z,570000,False,86.0,31.0,1,left,S. Gilgeous-Alexander 9' floating Jump Shot (4 PTS),[1628983],1610612760.0,OKC,floating,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,Mid-Range,8-16 Right,,,9.12,Made,4.0,,,,,,,,,,,,,,,
58,PT06M38.00S,2023-10-27T23:51:22.0Z,1,REGULAR,3pt,Jump Shot,[],1627747,75.24638633377135,86.27450980392157,1610612739,7,9,2023-10-27T23:51:26Z,580000,False,181.0,180.0,1,right,MISS C. LeVert 25' 3PT,[1627747],1610612739.0,CLE,,,,LeVert,C. LeVert,,,,,Above the Break 3,24+ Right Center,,,25.57,Missed,,,,,,,,,,,,,,,,
59,PT06M36.00S,2023-10-27T23:51:24.3Z,1,REGULAR,rebound,defensive,[],1631096,,,1610612760,7,9,2023-10-27T23:51:24Z,590000,False,,,0,,C. Holmgren REBOUND (Off:0 Def:4),[1631096],1610612760.0,OKC,,,,Holmgren,C. Holmgren,,,,,Above the Break 3,24+ Right Center,,,,,,,,,58.0,4.0,4.0,0.0,,,,,,,,
60,PT06M27.00S,2023-10-27T23:51:33.4Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1631096,6.521024967148489,50.245098039215684,1610612760,7,11,2023-10-27T23:51:38Z,600000,False,-1.0,9.0,1,left,C. Holmgren driving Layup (2 PTS),[1631096],1610612760.0,OKC,driving,,,Holmgren,C. Holmgren,,,,,Restricted Area,0-8 Center,,,0.89,Made,2.0,,,,,,,,,,,,,,,
61,PT06M09.00S,2023-10-27T23:51:51.9Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630171,93.64323258869908,50.49019607843137,1610612739,9,11,2023-10-28T00:55:05Z,610000,False,2.0,7.0,1,right,I. Okoro driving Layup (9 PTS) (D. Mitchell 1 AST),"[1630171, 1628378]",1610612739.0,CLE,driving,,,Okoro,I. Okoro,,,,,Restricted Area,0-8 Center,,,0.77,Made,9.0,D. Mitchell,1628378.0,1.0,,,,,,,,,,,,
62,PT05M58.00S,2023-10-27T23:52:02.2Z,1,REGULAR,3pt,Jump Shot,[],1631096,26.49474375821288,17.401960784313726,1610612760,9,14,2023-10-27T23:52:08Z,620000,False,163.0,197.0,1,left,C. Holmgren 25' 3PT  (5 PTS) (S. Gilgeous-Alexander 1 AST),"[1631096, 1628983]",1610612760.0,OKC,,,,Holmgren,C. Holmgren,,,,,Above the Break 3,24+ Right Center,,,25.54,Made,5.0,S. Gilgeous-Alexander,1628983.0,1.0,,,,,,,,,,,,
64,PT05M57.00S,2023-10-27T23:52:10.8Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612739,9,14,2023-10-27T23:52:10Z,640000,False,,,0,,CLE Timeout,[],1610612739.0,CLE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
66,PT05M57.00S,2023-10-27T23:53:49.4Z,1,REGULAR,substitution,out,[],1630596,,,1610612739,9,14,2023-10-27T23:55:07Z,650000,False,,,0,,SUB out: E. Mobley,[1630596],1610612739.0,CLE,,,,Mobley,E. Mobley,,,,,,,,,,,,,,,,,,,,,,,,,,
67,PT05M57.00S,2023-10-27T23:53:49.4Z,1,REGULAR,substitution,in,[],1627745,,,1610612739,9,14,2023-10-27T23:55:07Z,660000,False,,,0,,SUB in: D. Jones,[1627745],1610612739.0,CLE,,,,Jones,D. Jones,,,,,,,,,,,,,,,,,,,,,,,,,,
68,PT05M41.00S,2023-10-27T23:55:23.0Z,1,REGULAR,2pt,Jump Shot,[],1628378,74.72076215505913,61.274509803921575,1610612739,9,14,2023-10-27T23:55:33Z,670000,False,56.0,185.0,1,right,MISS D. Mitchell 19' pullup Shot,[1628378],1610612739.0,CLE,pullup,,,Mitchell,D. Mitchell,,,,,Mid-Range,16-24 Center,,,19.35,Missed,,,,,,,,,,,,,,,,
69,PT05M40.00S,2023-10-27T23:55:24.0Z,1,REGULAR,rebound,defensive,['team'],0,,,1610612760,9,14,2023-10-27T23:55:33Z,680000,False,,,0,,TEAM defensive REBOUND,[],1610612760.0,OKC,,,,,,,,,,Mid-Range,16-24 Center,,,,,,,,,68.0,,,,,,,,,,,
70,PT05M28.00S,2023-10-27T23:55:47.8Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1631114,6.915243101182654,51.470588235294116,1610612760,9,14,2023-10-27T23:55:56Z,690000,False,-7.0,13.0,1,left,MISS J. Williams cutting Layup - blocked,"[1631114, 1628378]",1610612760.0,OKC,cutting,,,Williams,J. Williams,,,,,Restricted Area,0-8 Center,,,1.45,Missed,,,,,,,,,,,,,Mitchell,1628378.0,,
71,PT05M28.00S,2023-10-27T23:55:47.8Z,1,REGULAR,block,,[],1628378,,,1610612760,9,14,2023-10-27T23:55:51Z,700000,False,,,0,,D. Mitchell BLOCK (1 BLK),[1628378],1610612739.0,CLE,,,,Mitchell,D. Mitchell,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
72,PT05M28.00S,2023-10-27T23:55:47.8Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612760,9,14,2023-10-27T23:55:56Z,710000,False,,,0,,TEAM offensive REBOUND,[],1610612760.0,OKC,,,,,,,,,,Restricted Area,0-8 Center,,,,,,,,,70.0,,,,,,,,,,,
74,PT05M23.00S,2023-10-27T23:56:06.1Z,1,REGULAR,turnover,bad pass,[],1629652,,,1610612760,9,14,2023-10-27T23:56:10Z,730000,False,,,0,,L. Dort bad pass TURNOVER (1 TO),"[1629652, 1627747]",1610612760.0,OKC,,,,Dort,L. Dort,,,,,In The Paint (Non-RA),8-16 Left,,1.0,,,,,,,,,,,,,,,,,LeVert,1627747.0
75,PT05M23.00S,2023-10-27T23:56:06.1Z,1,REGULAR,steal,,[],1627747,,,1610612739,9,14,2023-10-27T23:56:08Z,740000,False,,,0,,C. LeVert STEAL (1 STL),[1627747],1610612739.0,CLE,,,,LeVert,C. LeVert,,,,,In The Paint (Non-RA),8-16 Left,,,,,,,,,,,,,,,,,,,,
76,PT05M18.00S,2023-10-27T23:56:10.4Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1629622,94.82588699080158,49.50980392156863,1610612739,11,14,2023-10-27T23:56:16Z,750000,False,-2.0,-4.0,1,right,M. Strus running Layup (2 PTS) (C. LeVert 1 AST),"[1629622, 1627747]",1610612739.0,CLE,running,,,Strus,M. Strus,,,,,Restricted Area,0-8 Center,,,0.46,Made,2.0,C. LeVert,1627747.0,1.0,,,,,,,,,,,,
78,PT05M08.00S,2023-10-27T23:56:21.1Z,1,REGULAR,turnover,bad pass,[],1628983,,,1610612760,11,14,2023-10-27T23:56:25Z,770000,False,,,0,,S. Gilgeous-Alexander bad pass TURNOVER (1 TO),"[1628983, 1629622]",1610612760.0,OKC,,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,In The Paint (Non-RA),0-8 Center,,1.0,,,,,,,,,,,,,,,,,Strus,1629622.0
79,PT05M08.00S,2023-10-27T23:56:21.1Z,1,REGULAR,steal,,[],1629622,,,1610612739,11,14,2023-10-27T23:56:23Z,780000,False,,,0,,M. Strus STEAL (1 STL),[1629622],1610612739.0,CLE,,,,Strus,M. Strus,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
