actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,blockPlayerName,blockPersonId,turnoverTotal,stealPlayerName,stealPersonId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId
2,PT12M00.00S,2023-12-30T00:41:17.7Z,1,REGULAR,period,start,[],0,,,0,0,0,2023-12-30T00:41:17Z,20000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,PT11M56.00S,2023-12-30T00:41:20.7Z,1,REGULAR,jumpball,recovered,[],1628378,,,1610612739,0,0,2023-12-30T00:41:20Z,40000,False,,,0,,Jump Ball J. Allen vs. B. Lopez: Tip to D. Mitchell,"[1628378, 1628386, 201572]",1610612739.0,CLE,startperiod,D. Mitchell,1628378.0,Mitchell,D. Mitchell,Allen,1628386.0,Lopez,201572.0,,,,,,,,,,,,,,,,,,,,,,
7,PT11M37.00S,2023-12-30T00:41:39.0Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1628386,7.966491458607096,50.245098039215684,1610612739,2,0,2023-12-30T00:41:44Z,70000,False,-1.0,22.0,1,left,J. Allen driving Layup (2 PTS),[1628386],1610612739.0,CLE,driving,,,Allen,J. Allen,,,,,Restricted Area,0-8 Center,2.24,Made,2.0,,,,,,,,,,,,,,,,,
8,PT11M21.00S,2023-12-30T00:41:57.8Z,1,REGULAR,2pt,Jump Shot,[],203114,81.2910643889619,19.852941176470587,1610612749,2,2,2023-12-30T00:42:04Z,80000,False,-151.0,123.0,1,right,K. Middleton 19' fadeaway Jump Shot (2 PTS),[203114],1610612749.0,MIL,fadeaway,,,Middleton,K. Middleton,,,,,Mid-Range,16-24 Left Center,19.48,Made,2.0,,,,,,,,,,,,,,,,,
9,PT11M04.00S,2023-12-30T00:42:15.7Z,1,REGULAR,2pt,Jump Shot,[],1628378,7.5722733245729295,22.30392156862745,1610612739,4,2,2023-12-30T00:42:20Z,90000,False,138.0,19.0,1,left,D. Mitchell 13' step back Jump Shot (2 PTS) (J. Allen 1 AST),"[1628378, 1628386]",1610612739.0,CLE,step back,,,Mitchell,D. Mitchell,,,,,Mid-Range,8-16 Right,13.98,Made,2.0,J. Allen,1628386.0,1.0,,,,,,,,,,,,,,
11,PT10M42.00S,2023-12-30T00:42:36.0Z,1,REGULAR,3pt,Jump Shot,[],1627736,78.66294349540078,91.91176470588235,1610612749,4,2,2023-12-30T00:42:52Z,110000,False,210.0,148.0,1,right,MISS M. Beasley 25' step back 3PT,[1627736],1610612749.0,MIL,step back,,,Beasley,M. Beasley,,,,,Above the Break 3,24+ Right Center,25.66,Missed,,,,,,,,,,,,,,,,,,
12,PT10M40.00S,2023-12-30T00:42:38.7Z,1,REGULAR,rebound,defensive,[],1629731,,,1610612739,4,2,2023-12-30T00:42:38Z,120000,False,,,0,,D. Wade REBOUND (Off:0 Def:1),[1629731],1610612739.0,CLE,,,,Wade,D. Wade,,,,,Above the Break 3,24+ Right Center,,,,,,,11.0,1.0,1.0,0.0,,,,,,,,,,
13,PT10M34.00S,2023-12-30T00:42:47.2Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'defensivegoaltending']",1629622,8.492115637319317,50.73529411764706,1610612739,6,2,2023-12-30T00:43:11Z,130000,False,-4.0,27.0,1,left,M. Strus reverse Layup (2 PTS) (J. Allen 2 AST),"[1629622, 1628386]",1610612739.0,CLE,reverse,,,Strus,M. Strus,,,,,Restricted Area,0-8 Center,2.75,Made,2.0,J. Allen,1628386.0,2.0,,,,,,,,,,,,,,
15,PT10M34.00S,2023-12-30T00:42:53.9Z,1,REGULAR,violation,defensive goaltending,[],203114,,,1610612739,6,2,2023-12-30T00:43:58Z,150000,False,,,0,,K. Middleton defensive goaltending VIOLATION,[203114],1610612749.0,MIL,,,,Middleton,K. Middleton,,,,,,,,,,,,,,,,,1627534.0,,,,,,,,,
16,PT10M22.00S,2023-12-30T00:43:07.8Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],203081,94.30026281208936,50.98039215686274,1610612749,6,2,2023-12-30T00:45:07Z,160000,False,5.0,1.0,1,right,MISS D. Lillard driving Layup - blocked,"[203081, 1628386]",1610612749.0,MIL,driving,,,Lillard,D. Lillard,,,,,Restricted Area,0-8 Center,0.5,Missed,,,,,,,,,,Allen,1628386.0,,,,,,,
17,PT10M22.00S,2023-12-30T00:43:07.8Z,1,REGULAR,block,,[],1628386,,,1610612749,6,2,2023-12-30T00:43:11Z,170000,False,,,0,,J. Allen BLOCK (1 BLK),[1628386],1610612739.0,CLE,,,,Allen,J. Allen,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
18,PT10M18.00S,2023-12-30T00:43:11.8Z,1,REGULAR,rebound,defensive,[],1629731,,,1610612739,6,2,2023-12-30T00:43:16Z,180000,False,,,0,,D. Wade REBOUND (Off:0 Def:2),[1629731],1610612739.0,CLE,,,,Wade,D. Wade,,,,,Restricted Area,0-8 Center,,,,,,,16.0,2.0,2.0,0.0,,,,,,,,,,
19,PT10M14.00S,2023-12-30T00:43:15.6Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],1628386,8.754927726675426,50.73529411764706,1610612739,8,2,2023-12-30T00:45:42Z,190000,False,-4.0,30.0,1,left,J. Allen Hook (4 PTS) (I. Okoro 1 AST),"[1628386, 1630171]",1610612739.0,CLE,,,,Allen,J. Allen,,,,,Restricted Area,0-8 Center,3.0,Made,4.0,I. Okoro,1630171.0,1.0,,,,,,,,,,,,,,
21,PT09M53.00S,2023-12-30T00:43:37.7Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],203507,94.1688567674113,49.50980392156863,1610612749,8,4,2023-12-30T00:46:03Z,210000,False,-2.0,2.0,1,right,G. Antetokounmpo cutting finger roll Layup (2 PTS) (K. Middleton 1 AST),"[203507, 203114]",1610612749.0,MIL,cutting finger roll,,,Antetokounmpo,G. Antetokounmpo,,,,,Restricted Area,0-8 Center,0.34,Made,2.0,K. Middleton,203114.0,1.0,,,,,,,,,,,,,,
23,PT09M40.00S,2023-12-30T00:43:49.1Z,1,REGULAR,3pt,Jump Shot,[],1628378,32.802233902759525,53.67647058823529,1610612739,8,4,2023-12-30T00:43:53Z,230000,False,-18.0,256.0,1,left,MISS D. Mitchell 25' pullup 3PT,[1628378],1610612739.0,CLE,pullup,,,Mitchell,D. Mitchell,,,,,Above the Break 3,24+ Center,25.65,Missed,,,,,,,,,,,,,,,,,,
24,PT09M38.00S,2023-12-30T00:43:51.1Z,1,REGULAR,rebound,defensive,[],203507,,,1610612749,8,4,2023-12-30T00:43:53Z,240000,False,,,0,,G. Antetokounmpo REBOUND (Off:0 Def:1),[203507],1610612749.0,MIL,,,,Antetokounmpo,G. Antetokounmpo,,,,,Above the Break 3,24+ Center,,,,,,,23.0,1.0,1.0,0.0,,,,,,,,,,
25,PT09M30.00S,2023-12-30T00:43:59.0Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203507,92.9862023653088,51.9607843137255,1610612749,8,4,2023-12-30T00:44:03Z,250000,False,10.0,13.0,1,right,MISS G. Antetokounmpo driving floating bank Shot,[203507],1610612749.0,MIL,driving floating bank,,,Antetokounmpo,G. Antetokounmpo,,,,,Restricted Area,0-8 Center,1.66,Missed,,,,,,,,,,,,,,,,,,
26,PT09M28.00S,2023-12-30T00:44:01.0Z,1,REGULAR,rebound,defensive,[],1628386,,,1610612739,8,4,2023-12-30T00:44:03Z,260000,False,,,0,,J. Allen REBOUND (Off:0 Def:1),[1628386],1610612739.0,CLE,,,,Allen,J. Allen,,,,,Restricted Area,0-8 Center,,,,,,,25.0,1.0,1.0,0.0,,,,,,,,,,
27,PT09M17.00S,2023-12-30T00:44:13.5Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],1628386,10.33180026281209,50.0,1610612739,10,4,2023-12-30T00:44:20Z,270000,False,0.0,45.0,1,left,J. Allen driving Hook (6 PTS) (D. Mitchell 1 AST),"[1628386, 1628378]",1610612739.0,CLE,driving,,,Allen,J. Allen,,,,,In The Paint (Non-RA),0-8 Center,4.46,Made,6.0,D. Mitchell,1628378.0,1.0,,,,,,,,,,,,,,
29,PT08M55.00S,2023-12-30T00:44:34.9Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],201572,93.11760840998686,51.225490196078425,1610612749,10,6,2023-12-30T00:44:40Z,290000,False,6.0,12.0,1,right,B. Lopez cutting Layup (2 PTS) (K. Middleton 2 AST),"[201572, 203114]",1610612749.0,MIL,cutting,,,Lopez,B. Lopez,,,,,Restricted Area,0-8 Center,1.36,Made,2.0,K. Middleton,203114.0,2.0,,,,,,,,,,,,,,
32,PT08M38.00S,2023-12-30T00:45:06.0Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1629622,8.623521681997373,42.8921568627451,1610612739,10,6,2023-12-30T00:45:11Z,320000,False,36.0,29.0,1,left,MISS M. Strus cutting Layup - blocked,"[1629622, 201572]",1610612739.0,CLE,cutting,,,Strus,M. Strus,,,,,In The Paint (Non-RA),0-8 Center,4.56,Missed,,,,,,,,,,Lopez,201572.0,,,,,,,
33,PT08M38.00S,2023-12-30T00:45:06.0Z,1,REGULAR,block,,[],201572,,,1610612739,10,6,2023-12-30T00:45:09Z,330000,False,,,0,,B. Lopez BLOCK (1 BLK),[201572],1610612749.0,MIL,,,,Lopez,B. Lopez,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
34,PT08M34.00S,2023-12-30T00:45:10.0Z,1,REGULAR,rebound,defensive,[],1627736,,,1610612749,10,6,2023-12-30T00:45:11Z,340000,False,,,0,,M. Beasley REBOUND (Off:0 Def:1),[1627736],1610612749.0,MIL,,,,Beasley,M. Beasley,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,32.0,1.0,1.0,0.0,,,,,,,,,,
35,PT08M33.00S,2023-12-30T00:45:10.9Z,1,REGULAR,turnover,lost ball,[],1627736,,,1610612749,10,6,2023-12-30T00:45:15Z,350000,False,,,0,,M. Beasley lost ball TURNOVER (1 TO),"[1627736, 1629622]",1610612749.0,MIL,,,,Beasley,M. Beasley,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,,,1.0,Strus,1629622.0,,,,
36,PT08M33.00S,2023-12-30T00:45:10.9Z,1,REGULAR,steal,,[],1629622,,,1610612739,10,6,2023-12-30T00:45:13Z,360000,False,,,0,,M. Strus STEAL (1 STL),[1629622],1610612739.0,CLE,,,,Strus,M. Strus,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,,,,,,,,,
37,PT08M30.00S,2023-12-30T00:45:14.4Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],1629622,23.078186596583443,9.803921568627452,1610612739,10,6,2023-12-30T00:47:28Z,370000,False,201.0,164.0,1,left,MISS M. Strus 25' turnaround 3PT,[1629622],1610612739.0,CLE,turnaround,,,Strus,M. Strus,,,,,Above the Break 3,24+ Right Center,25.97,Missed,,,,,,,,,,,,,,,,,,
38,PT08M28.00S,2023-12-30T00:45:16.4Z,1,REGULAR,rebound,offensive,[],1629622,,,1610612739,10,6,2023-12-30T00:45:17Z,380000,False,,,0,,M. Strus REBOUND (Off:1 Def:0),[1629622],1610612739.0,CLE,,,,Strus,M. Strus,,,,,Above the Break 3,24+ Right Center,,,,,,,37.0,1.0,0.0,1.0,,,,,,,,,,
39,PT08M27.00S,2023-12-30T00:45:17.6Z,1,REGULAR,3pt,Jump Shot,"['fromturnover', '2ndchance']",1628378,24.26084099868594,7.352941176470589,1610612739,10,6,2023-12-30T00:45:21Z,390000,False,213.0,176.0,1,left,MISS D. Mitchell 27' 3PT,[1628378],1610612739.0,CLE,,,,Mitchell,D. Mitchell,,,,,Above the Break 3,24+ Right Center,27.62,Missed,,,,,,,,,,,,,,,,,,
40,PT08M25.00S,2023-12-30T00:45:19.6Z,1,REGULAR,rebound,defensive,[],203507,,,1610612749,10,6,2023-12-30T00:45:21Z,400000,False,,,0,,G. Antetokounmpo REBOUND (Off:0 Def:2),[203507],1610612749.0,MIL,,,,Antetokounmpo,G. Antetokounmpo,,,,,Above the Break 3,24+ Right Center,,,,,,,39.0,2.0,2.0,0.0,,,,,,,,,,
41,PT08M20.00S,2023-12-30T00:45:24.6Z,1,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fastbreak']",203507,94.56307490144546,52.94117647058824,1610612749,10,6,2023-12-30T00:45:30Z,410000,False,15.0,-1.0,1,right,MISS G. Antetokounmpo running DUNK,[203507],1610612749.0,MIL,running,,,Antetokounmpo,G. Antetokounmpo,,,,,Restricted Area,0-8 Center,1.48,Missed,,,,,,,,,,,,,,,,,,
42,PT08M17.00S,2023-12-30T00:45:27.6Z,1,REGULAR,rebound,defensive,[],1630171,,,1610612739,10,6,2023-12-30T00:45:30Z,420000,False,,,0,,I. Okoro REBOUND (Off:0 Def:1),[1630171],1610612739.0,CLE,,,,Okoro,I. Okoro,,,,,Restricted Area,0-8 Center,,,,,,,41.0,1.0,1.0,0.0,,,,,,,,,,
