actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,blockPlayerName,blockPersonId,turnoverTotal,stealPlayerName,stealPersonId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId
43,PT08M17.00S,2023-12-30T00:45:31.5Z,1,REGULAR,foul,personal,['2freethrow'],201572,,,1610612739,10,6,2023-12-30T00:45:42Z,430000,False,,,0,,B. Lopez shooting personal FOUL (1 PF) (Okoro 2 FT),"[201572, 1630171]",1610612749.0,MIL,shooting,,,Lopez,B. Lopez,,,,,Restricted Area,0-8 Center,,,,,,,,,,,1628171.0,,,,,,1.0,0.0,Okoro,1630171.0
45,PT08M17.00S,2023-12-30T00:45:52.1Z,1,REGULAR,freethrow,1 of 2,['fastbreak'],1630171,,,1610612739,11,6,2023-12-30T00:45:52Z,450000,False,,,0,,I. Okoro Free Throw 1 of 2 (1 PTS),[1630171],1610612739.0,CLE,,,,Okoro,I. Okoro,,,,,,,,Made,1.0,,,,,,,,,,,,,,,,,
46,PT08M17.00S,2023-12-30T00:46:04.5Z,1,REGULAR,freethrow,2 of 2,['fastbreak'],1630171,,,1610612739,12,6,2023-12-30T00:46:04Z,460000,False,,,0,,I. Okoro Free Throw 2 of 2 (2 PTS),[1630171],1610612739.0,CLE,,,,Okoro,I. Okoro,,,,,,,,Made,2.0,,,,,,,,,,,,,,,,,
47,PT08M06.00S,2023-12-30T00:46:19.8Z,1,REGULAR,turnover,lost ball,[],203081,,,1610612749,12,6,2023-12-30T00:46:24Z,470000,False,,,0,,D. Lillard lost ball TURNOVER (1 TO),"[203081, 1629731]",1610612749.0,MIL,,,,Lillard,D. Lillard,,,,,Mid-Range,16-24 Left Center,,,,,,,,,,,,,,1.0,Wade,1629731.0,,,,
48,PT08M06.00S,2023-12-30T00:46:19.8Z,1,REGULAR,steal,,[],1629731,,,1610612739,12,6,2023-12-30T00:46:22Z,480000,False,,,0,,D. Wade STEAL (1 STL),[1629731],1610612739.0,CLE,,,,Wade,D. Wade,,,,,Mid-Range,16-24 Left Center,,,,,,,,,,,,,,,,,,,,
49,PT07M59.00S,2023-12-30T00:46:26.1Z,1,REGULAR,3pt,Jump Shot,"['fastbreak', 'fromturnover']",1629622,20.97568988173456,9.068627450980392,1610612739,12,6,2023-12-30T00:49:29Z,490000,False,205.0,145.0,1,left,MISS M. Strus 25' running 3PT,[1629622],1610612739.0,CLE,running,,,Strus,M. Strus,,,,,Above the Break 3,24+ Right Center,25.07,Missed,,,,,,,,,,,,,,,,,,
50,PT07M57.00S,2023-12-30T00:46:28.1Z,1,REGULAR,rebound,offensive,[],1628386,,,1610612739,12,6,2023-12-30T00:46:39Z,500000,False,,,0,,J. Allen REBOUND (Off:1 Def:1),[1628386],1610612739.0,CLE,,,,Allen,J. Allen,,,,,Above the Break 3,24+ Right Center,,,,,,,49.0,2.0,1.0,1.0,,,,,,,,,,
51,PT07M57.00S,2023-12-30T00:46:29.7Z,1,REGULAR,3pt,Jump Shot,"['fromturnover', '2ndchance']",1629622,18.74178712220762,6.61764705882353,1610612739,12,6,2023-12-30T00:46:33Z,510000,False,217.0,124.0,1,left,MISS M. Strus 24' 3PT,[1629622],1610612739.0,CLE,,,,Strus,M. Strus,,,,,Above the Break 3,24+ Right Center,24.97,Missed,,,,,,,,,,,,,,,,,,
52,PT07M57.00S,2023-12-30T00:46:29.7Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612739,12,6,2023-12-30T00:46:33Z,520000,False,,,0,,TEAM offensive REBOUND,[],1610612739.0,CLE,,,,,,,,,,Above the Break 3,24+ Right Center,,,,,,,51.0,,,,,,,,,,,,,
54,PT07M45.00S,2023-12-30T00:46:57.5Z,1,REGULAR,2pt,Jump Shot,"['fromturnover', '2ndchance']",1628378,21.76412614980289,49.754901960784316,1610612739,14,6,2023-12-30T00:47:02Z,540000,False,1.0,152.0,1,left,D. Mitchell 15' pullup Jump Shot (4 PTS),[1628378],1610612739.0,CLE,pullup,,,Mitchell,D. Mitchell,,,,,Mid-Range,8-16 Center,15.21,Made,4.0,,,,,,,,,,,,,,,,,
55,PT07M45.00S,2023-12-30T00:47:03.9Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612749,14,6,2023-12-30T00:47:03Z,550000,False,,,0,,MIL Timeout,[],1610612749.0,MIL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
56,PT07M23.00S,2023-12-30T00:50:19.0Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],203507,92.59198423127464,52.20588235294118,1610612749,14,6,2023-12-30T00:50:32Z,560000,False,11.0,17.0,1,right,MISS G. Antetokounmpo driving DUNK - blocked,"[203507, 1628386]",1610612749.0,MIL,driving,,,Antetokounmpo,G. Antetokounmpo,,,,,Restricted Area,0-8 Center,2.03,Missed,,,,,,,,,,Allen,1628386.0,,,,,,,
57,PT07M23.00S,2023-12-30T00:50:19.0Z,1,REGULAR,block,,[],1628386,,,1610612749,14,6,2023-12-30T00:50:23Z,570000,False,,,0,,J. Allen BLOCK (2 BLK),[1628386],1610612739.0,CLE,,,,Allen,J. Allen,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
58,PT07M23.00S,2023-12-30T00:50:19.0Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612749,14,6,2023-12-30T00:50:32Z,580000,False,,,0,,TEAM offensive REBOUND,[],1610612749.0,MIL,,,,,,,,,,Restricted Area,0-8 Center,,,,,,,56.0,,,,,,,,,,,,,
59,PT07M19.00S,2023-12-30T00:51:30.5Z,1,REGULAR,jumpball,recovered,[],203114,,,1610612749,14,6,2023-12-30T00:51:30Z,590000,False,,,0,,Jump Ball G. Antetokounmpo vs. J. Allen: Tip to K. Middleton,"[203114, 203507, 1628386]",1610612749.0,MIL,heldball,K. Middleton,203114.0,Middleton,K. Middleton,Antetokounmpo,203507.0,Allen,1628386.0,,,,,,,,,,,,,,,,,,,,,,
62,PT07M14.00S,2023-12-30T00:51:35.9Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],1627736,87.46714848883047,1.9607843137254901,1610612749,14,9,2023-12-30T00:51:40Z,620000,False,-240.0,65.0,1,right,M. Beasley 24' 3PT step back (3 PTS) (K. Middleton 3 AST),"[1627736, 203114]",1610612749.0,MIL,step back,,,Beasley,M. Beasley,,,,,Left Corner 3,24+ Left,24.89,Made,3.0,K. Middleton,203114.0,3.0,,,,,,,,,,,,,,
64,PT06M58.00S,2023-12-30T00:51:52.5Z,1,REGULAR,2pt,Jump Shot,[],1628386,11.251642575558476,22.058823529411764,1610612739,16,9,2023-12-30T00:51:59Z,640000,False,140.0,53.0,1,left,J. Allen 14' Jump Shot (8 PTS) (D. Wade 1 AST),"[1628386, 1629731]",1610612739.0,CLE,,,,Allen,J. Allen,,,,,Mid-Range,8-16 Right,14.95,Made,8.0,D. Wade,1629731.0,1.0,,,,,,,,,,,,,,
66,PT06M44.00S,2023-12-30T00:52:06.3Z,1,REGULAR,3pt,Jump Shot,[],1627736,68.80749014454665,25.49019607843137,1610612749,16,12,2023-12-30T00:53:30Z,660000,False,-123.0,241.0,1,right,M. Beasley 27' 3PT pullup (6 PTS) (G. Antetokounmpo 1 AST),"[1627736, 203507]",1610612749.0,MIL,pullup,,,Beasley,M. Beasley,,,,,Above the Break 3,24+ Left Center,27.01,Made,6.0,G. Antetokounmpo,203507.0,1.0,,,,,,,,,,,,,,
68,PT06M30.00S,2023-12-30T00:52:20.3Z,1,REGULAR,2pt,Jump Shot,[],1628386,14.536793692509855,26.715686274509803,1610612739,18,12,2023-12-30T00:52:25Z,680000,False,116.0,84.0,1,left,J. Allen 14' Jump Shot (10 PTS) (D. Mitchell 2 AST),"[1628386, 1628378]",1610612739.0,CLE,,,,Allen,J. Allen,,,,,Mid-Range,8-16 Right,14.36,Made,10.0,D. Mitchell,1628378.0,2.0,,,,,,,,,,,,,,
70,PT06M20.00S,2023-12-30T00:52:33.0Z,1,REGULAR,foul,offensive,[],203507,,,1610612749,18,12,2023-12-30T00:52:42Z,700000,False,,,0,,G. Antetokounmpo offensive FOUL (1 PF),"[203507, 1628378]",1610612749.0,MIL,,,,Antetokounmpo,G. Antetokounmpo,,,,,Mid-Range,16-24 Left,,,,,,,,,,,202049.0,,,,,,1.0,0.0,Mitchell,1628378.0
72,PT06M20.00S,2023-12-30T00:52:33.0Z,1,REGULAR,turnover,offensive foul,[],203507,,,1610612749,18,12,2023-12-30T00:52:33Z,720000,False,,,0,,G. Antetokounmpo offensive foul TURNOVER (1 TO),[203507],1610612749.0,MIL,,,,Antetokounmpo,G. Antetokounmpo,,,,,Mid-Range,16-24 Left,,,,,,,,,,,202049.0,,,1.0,,,,,,
73,PT06M20.00S,2023-12-30T00:52:41.0Z,1,REGULAR,substitution,out,[],1628378,,,1610612739,18,12,2023-12-30T00:52:55Z,730000,False,,,0,,SUB out: D. Mitchell,[1628378],1610612739.0,CLE,,,,Mitchell,D. Mitchell,,,,,,,,,,,,,,,,,,,,,,,,,,
74,PT06M20.00S,2023-12-30T00:52:41.0Z,1,REGULAR,substitution,out,[],203507,,,1610612739,18,12,2023-12-30T00:52:55Z,740000,False,,,0,,SUB out: G. Antetokounmpo,[203507],1610612749.0,MIL,,,,Antetokounmpo,G. Antetokounmpo,,,,,,,,,,,,,,,,,,,,,,,,,,
75,PT06M20.00S,2023-12-30T00:52:41.0Z,1,REGULAR,substitution,out,[],203114,,,1610612739,18,12,2023-12-30T00:52:55Z,750000,False,,,0,,SUB out: K. Middleton,[203114],1610612749.0,MIL,,,,Middleton,K. Middleton,,,,,,,,,,,,,,,,,,,,,,,,,,
76,PT06M20.00S,2023-12-30T00:52:41.0Z,1,REGULAR,substitution,in,[],1627747,,,1610612739,18,12,2023-12-30T00:52:55Z,760000,False,,,0,,SUB in: C. LeVert,[1627747],1610612739.0,CLE,,,,LeVert,C. LeVert,,,,,,,,,,,,,,,,,,,,,,,,,,
77,PT06M20.00S,2023-12-30T00:52:41.0Z,1,REGULAR,substitution,in,[],1626171,,,1610612739,18,12,2023-12-30T00:52:55Z,770000,False,,,0,,SUB in: B. Portis,[1626171],1610612749.0,MIL,,,,Portis,B. Portis,,,,,,,,,,,,,,,,,,,,,,,,,,
78,PT06M20.00S,2023-12-30T00:52:41.0Z,1,REGULAR,substitution,in,[],1626192,,,1610612739,18,12,2023-12-30T00:52:55Z,780000,False,,,0,,SUB in: P. Connaughton,[1626192],1610612749.0,MIL,,,,Connaughton,P. Connaughton,,,,,,,,,,,,,,,,,,,,,,,,,,
79,PT06M09.00S,2023-12-30T00:53:05.7Z,1,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover']",1629731,7.046649145860711,50.49019607843137,1610612739,18,12,2023-12-30T00:53:10Z,790000,False,-2.0,14.0,1,left,MISS D. Wade cutting DUNK - blocked,"[1629731, 201572]",1610612739.0,CLE,cutting,,,Wade,D. Wade,,,,,Restricted Area,0-8 Center,1.39,Missed,,,,,,,,,,Lopez,201572.0,,,,,,,
80,PT06M09.00S,2023-12-30T00:53:05.7Z,1,REGULAR,block,,[],201572,,,1610612739,18,12,2023-12-30T00:53:08Z,800000,False,,,0,,B. Lopez BLOCK (2 BLK),[201572],1610612749.0,MIL,,,,Lopez,B. Lopez,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
81,PT06M06.00S,2023-12-30T00:53:08.7Z,1,REGULAR,rebound,defensive,[],201572,,,1610612749,18,12,2023-12-30T00:53:10Z,810000,False,,,0,,B. Lopez REBOUND (Off:0 Def:1),[201572],1610612749.0,MIL,,,,Lopez,B. Lopez,,,,,Restricted Area,0-8 Center,,,,,,,79.0,1.0,1.0,0.0,,,,,,,,,,
82,PT05M54.00S,2023-12-30T00:53:20.4Z,1,REGULAR,3pt,Jump Shot,[],203081,92.59198423127464,3.1862745098039214,1610612749,18,12,2023-12-30T00:53:26Z,820000,False,-234.0,17.0,1,right,MISS D. Lillard 3PT,[203081],1610612749.0,MIL,,,,Lillard,D. Lillard,,,,,Left Corner 3,24+ Left,23.47,Missed,,,,,,,,,,,,,,,,,,
83,PT05M51.00S,2023-12-30T00:53:23.4Z,1,REGULAR,rebound,defensive,[],1629731,,,1610612739,18,12,2023-12-30T00:53:26Z,830000,False,,,0,,D. Wade REBOUND (Off:0 Def:3),[1629731],1610612739.0,CLE,,,,Wade,D. Wade,,,,,Left Corner 3,24+ Left,,,,,,,82.0,3.0,3.0,0.0,,,,,,,,,,
84,PT05M39.00S,2023-12-30T00:53:35.3Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],1628386,6.389618922470433,49.754901960784316,1610612739,20,12,2023-12-30T00:53:39Z,840000,False,1.0,8.0,1,left,J. Allen alley-oop DUNK (12 PTS) (C. LeVert 1 AST),"[1628386, 1627747]",1610612739.0,CLE,alley-oop,,,Allen,J. Allen,,,,,Restricted Area,0-8 Center,0.77,Made,12.0,C. LeVert,1627747.0,1.0,,,,,,,,,,,,,,
86,PT05M25.00S,2023-12-30T00:53:48.7Z,1,REGULAR,3pt,Jump Shot,[],1626192,92.32917214191852,95.09803921568627,1610612749,20,15,2023-12-30T00:53:53Z,860000,False,225.0,20.0,1,right,P. Connaughton 3PT  (3 PTS) (D. Lillard 1 AST),"[1626192, 203081]",1610612749.0,MIL,,,,Connaughton,P. Connaughton,,,,,Right Corner 3,24+ Right,22.64,Made,3.0,D. Lillard,203081.0,1.0,,,,,,,,,,,,,,
