actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,turnoverTotal,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId
2,PT12M00.00S,2024-03-09T00:44:49.2Z,1,REGULAR,period,start,[],0,,,0,0,0,2024-03-09T00:44:49Z,20000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,PT11M55.00S,2024-03-09T00:44:52.9Z,1,REGULAR,jumpball,recovered,[],1630162,,,1610612750,0,0,2024-03-09T00:44:52Z,40000,False,,,0,,Jump Ball R. Gobert vs. J. Allen: Tip to A. Edwards,"[1630162, 203497, 1628386]",1610612750.0,MIN,startperiod,A. Edwards,1630162.0,Edwards,A. Edwards,Gobert,203497.0,Allen,1628386.0,,,,,,,,,,,,,,,,,,,,,,
7,PT11M36.00S,2024-03-09T00:45:12.3Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],1630183,93.77463863337714,52.20588235294118,1610612750,0,2,2024-03-09T00:45:18Z,70000,False,11.0,6.0,1,right,J. McDaniels driving DUNK (2 PTS) (M. Conley 1 AST),"[1630183, 201144]",1610612750.0,MIN,driving,,,McDaniels,J. McDaniels,,,,,Restricted Area,0-8 Center,1.25,Made,2.0,M. Conley,201144.0,1.0,,,,,,,,,,,,,,
9,PT11M15.00S,2024-03-09T00:45:34.0Z,1,REGULAR,2pt,Jump Shot,[],1628386,23.47240473061761,55.392156862745104,1610612739,2,2,2024-03-09T00:45:39Z,90000,False,-27.0,168.0,1,left,J. Allen 17' Jump Shot (2 PTS) (I. Okoro 1 AST),"[1628386, 1630171]",1610612739.0,CLE,,,,Allen,J. Allen,,,,,Mid-Range,16-24 Center,17.03,Made,2.0,I. Okoro,1630171.0,1.0,,,,,,,,,,,,,,
11,PT11M02.00S,2024-03-09T00:45:49.7Z,1,REGULAR,2pt,Jump Shot,[],1630162,76.16622864651774,69.11764705882352,1610612750,2,2,2024-03-09T00:46:40Z,110000,False,96.0,172.0,1,right,MISS A. Edwards 19' pullup Shot,[1630162],1610612750.0,MIN,pullup,,,Edwards,A. Edwards,,,,,Mid-Range,16-24 Right Center,19.63,Missed,,,,,,,,,,,,,,,,,,
12,PT11M00.00S,2024-03-09T00:45:51.7Z,1,REGULAR,rebound,defensive,[],1629636,,,1610612739,2,2,2024-03-09T00:46:40Z,120000,False,,,0,,D. Garland REBOUND (Off:0 Def:1),[1629636],1610612739.0,CLE,,,,Garland,D. Garland,,,,,Mid-Range,16-24 Right Center,,,,,,,11.0,1.0,1.0,0.0,,,,,,,,,,
13,PT10M49.00S,2024-03-09T00:45:58.8Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1629636,6.652431011826544,49.754901960784316,1610612739,2,2,2024-03-09T00:46:04Z,130000,False,1.0,10.0,1,left,MISS D. Garland driving finger roll Layup,[1629636],1610612739.0,CLE,driving finger roll,,,Garland,D. Garland,,,,,Restricted Area,0-8 Center,1.01,Missed,,,,,,,,,,,,,,,,,,
14,PT10M48.00S,2024-03-09T00:45:59.8Z,1,REGULAR,rebound,defensive,[],203497,,,1610612750,2,2,2024-03-09T00:51:54Z,140000,False,,,0,,R. Gobert REBOUND (Off:0 Def:1),[203497],1610612750.0,MIN,,,,Gobert,R. Gobert,,,,,Restricted Area,0-8 Center,,,,,,,13.0,1.0,1.0,0.0,,,,,,,,,,
18,PT10M26.00S,2024-03-09T00:46:36.7Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630162,93.9060446780552,53.18627450980392,1610612750,2,2,2024-03-09T00:49:27Z,180000,False,16.0,5.0,1,right,MISS A. Edwards reverse Layup,[1630162],1610612750.0,MIN,reverse,,,Edwards,A. Edwards,,,,,Restricted Area,0-8 Center,1.66,Missed,,,,,,,,,,,,,,,,,,
19,PT10M24.00S,2024-03-09T00:46:38.7Z,1,REGULAR,rebound,defensive,[],1628386,,,1610612739,2,2,2024-03-09T00:46:43Z,190000,False,,,0,,J. Allen REBOUND (Off:0 Def:1),[1628386],1610612739.0,CLE,,,,Allen,J. Allen,,,,,Restricted Area,0-8 Center,,,,,,,18.0,1.0,1.0,0.0,,,,,,,,,,
20,PT10M24.00S,2024-03-09T00:46:42.6Z,1,REGULAR,foul,personal,[],203497,,,1610612739,2,2,2024-03-09T00:46:52Z,200000,False,,,0,,R. Gobert personal FOUL (1 PF),"[203497, 1628386]",1610612750.0,MIN,,,,Gobert,R. Gobert,,,,,Restricted Area,0-8 Center,,,,,,,,,,,1627541.0,1.0,0.0,Allen,1628386.0,,,,,
22,PT10M13.00S,2024-03-09T00:47:11.4Z,1,REGULAR,turnover,traveling,[],1628386,,,1610612739,2,2,2024-03-09T00:47:18Z,220000,False,,,0,,J. Allen traveling TURNOVER (1 TO),[1628386],1610612739.0,CLE,,,,Allen,J. Allen,,,,,Restricted Area,0-8 Center,,,,,,,,,,,1162.0,,,,,1.0,,,,
23,PT09M52.00S,2024-03-09T00:47:44.0Z,1,REGULAR,2pt,Jump Shot,['fromturnover'],1630162,76.16622864651774,26.47058823529412,1610612750,2,2,2024-03-09T00:47:48Z,230000,False,-118.0,172.0,1,right,MISS A. Edwards 20' Jump Shot,[1630162],1610612750.0,MIN,,,,Edwards,A. Edwards,,,,,Mid-Range,16-24 Left Center,20.79,Missed,,,,,,,,,,,,,,,,,,
24,PT09M49.00S,2024-03-09T00:47:47.0Z,1,REGULAR,rebound,defensive,[],1627777,,,1610612739,2,2,2024-03-09T00:47:48Z,240000,False,,,0,,G. Niang REBOUND (Off:0 Def:1),[1627777],1610612739.0,CLE,,,,Niang,G. Niang,,,,,Mid-Range,16-24 Left Center,,,,,,,23.0,1.0,1.0,0.0,,,,,,,,,,
25,PT09M39.00S,2024-03-09T00:47:57.6Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],1628386,7.835085413929041,49.01960784313725,1610612739,4,2,2024-03-09T00:48:04Z,250000,False,5.0,21.0,1,left,J. Allen cutting DUNK (4 PTS) (D. Garland 1 AST),"[1628386, 1629636]",1610612739.0,CLE,cutting,,,Allen,J. Allen,,,,,Restricted Area,0-8 Center,2.17,Made,4.0,D. Garland,1629636.0,1.0,,,,,,,,,,,,,,
27,PT09M24.00S,2024-03-09T00:48:12.6Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203937,82.47371879106439,52.69607843137255,1610612750,4,2,2024-03-09T00:48:17Z,270000,False,13.0,112.0,1,right,MISS K. Anderson 11' turnaround Shot,[203937],1610612750.0,MIN,turnaround,,,Anderson,K. Anderson,,,,,In The Paint (Non-RA),8-16 Center,11.3,Missed,,,,,,,,,,,,,,,,,,
