actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,turnoverTotal,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId
2,PT12M00.00S,2024-03-06T00:36:24.9Z,1,REGULAR,period,start,[],0,,,0,0,0,2024-03-06T00:36:24Z,20000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,PT11M57.00S,2024-03-06T00:36:27.5Z,1,REGULAR,jumpball,recovered,[],1628401,,,1610612738,0,0,2024-03-06T00:36:27Z,40000,False,,,0,,Jump Ball K. Porzingis vs. J. Allen: Tip to D. White,"[1628401, 204001, 1628386]",1610612738.0,BOS,startperiod,D. White,1628401.0,White,D. White,Porzingis,204001.0,Allen,1628386.0,,,,,,,,,,,,,,,,,,,,,,
7,PT11M42.00S,2024-03-06T00:36:41.8Z,1,REGULAR,3pt,Jump Shot,[],1627759,4.812746386333772,98.0392156862745,1610612738,0,0,2024-03-06T00:36:53Z,70000,False,-240.0,-7.0,1,left,MISS J. Brown 24' 3PT,[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,Left Corner 3,24+ Left,24.03,Missed,,,,,,,,,,,,,,,,,,
8,PT11M40.00S,2024-03-06T00:36:43.8Z,1,REGULAR,rebound,offensive,[],1628401,,,1610612738,0,0,2024-03-06T00:36:53Z,80000,False,,,0,,D. White REBOUND (Off:1 Def:0),[1628401],1610612738.0,BOS,,,,White,D. White,,,,,Left Corner 3,24+ Left,,,7.0,1.0,0.0,1.0,,,,,,,,,,,,,,
9,PT11M37.00S,2024-03-06T00:36:46.9Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],201950,29.25427069645204,74.75490196078431,1610612738,0,0,2024-03-06T00:36:55Z,90000,False,-124.0,222.0,1,left,MISS J. Holiday 25' 3PT,[201950],1610612738.0,BOS,,,,Holiday,J. Holiday,,,,,Above the Break 3,24+ Left Center,25.46,Missed,,,,,,,,,,,,,,,,,,
10,PT11M34.00S,2024-03-06T00:36:49.9Z,1,REGULAR,rebound,defensive,[],1630171,,,1610612739,0,0,2024-03-06T00:36:55Z,100000,False,,,0,,I. Okoro REBOUND (Off:0 Def:1),[1630171],1610612739.0,CLE,,,,Okoro,I. Okoro,,,,,Above the Break 3,24+ Left Center,,,9.0,1.0,1.0,0.0,,,,,,,,,,,,,,
11,PT11M20.00S,2024-03-06T00:37:03.6Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1629636,94.1688567674113,49.50980392156863,1610612739,0,0,2024-03-06T00:37:11Z,110000,False,-2.0,2.0,1,right,MISS D. Garland driving finger roll Layup,[1629636],1610612739.0,CLE,driving finger roll,,,Garland,D. Garland,,,,,Restricted Area,0-8 Center,0.34,Missed,,,,,,,,,,,,,,,,,,
12,PT11M15.00S,2024-03-06T00:37:08.6Z,1,REGULAR,rebound,offensive,[],1628386,,,1610612739,0,0,2024-03-06T00:37:11Z,120000,False,,,0,,J. Allen REBOUND (Off:1 Def:0),[1628386],1610612739.0,CLE,,,,Allen,J. Allen,,,,,Restricted Area,0-8 Center,,,11.0,1.0,0.0,1.0,,,,,,,,,,,,,,
13,PT11M15.00S,2024-03-06T00:37:09.5Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1628386,94.40999984741211,50.0,1610612739,2,0,2024-03-06T00:37:09Z,130000,False,0.0,0.0,1,right,J. Allen putback Layup (2 PTS),[1628386],1610612739.0,CLE,putback,,,Allen,J. Allen,,,,,Mid-Range,8-16 Left,0.0,Made,,,,,2.0,,,,,,,,,,,,,
14,PT11M02.00S,2024-03-06T00:37:21.9Z,1,REGULAR,3pt,Jump Shot,[],1628401,21.23850197109067,93.87254901960785,1610612738,2,0,2024-03-06T00:37:27Z,140000,False,-219.0,147.0,1,left,MISS D. White 26' 3PT,[1628401],1610612738.0,BOS,,,,White,D. White,,,,,Above the Break 3,24+ Left Center,26.41,Missed,,,,,,,,,,,,,,,,,,
15,PT10M59.00S,2024-03-06T00:37:24.9Z,1,REGULAR,rebound,defensive,[],1630596,,,1610612739,2,0,2024-03-06T00:37:27Z,150000,False,,,0,,E. Mobley REBOUND (Off:0 Def:1),[1630596],1610612739.0,CLE,,,,Mobley,E. Mobley,,,,,Above the Break 3,24+ Left Center,,,14.0,1.0,1.0,0.0,,,,,,,,,,,,,,
