actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,officialId,pointsTotal,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,turnoverTotal,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,assistPlayerNameInitial,assistPersonId,assistTotal
88,PT04M36.00S,2024-02-13T00:24:25.3Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1627741,5.995400788436268,52.94117647058824,1610612755,22,20,2024-02-13T00:24:31Z,880000,False,-15.0,4.0,1,left,B. Hield running Layup (4 PTS) (T. Maxey 4 AST),"[1627741, 1630178]",1610612755.0,PHI,running,,,Hield,B. Hield,,,,,Restricted Area,0-8 Center,1.52,Made,,,4.0,,,,,,,,,,,,,T. Maxey,1630178.0,4.0
90,PT04M24.00S,2024-02-13T00:24:44.6Z,1,REGULAR,foul,personal,[],1626166,,,1610612739,22,20,2024-02-13T00:26:16Z,900000,False,,,0,,C. Payne personal FOUL (1 PF),"[1626166, 1628386]",1610612755.0,PHI,,,,Payne,C. Payne,,,,,Mid-Range,8-16 Right,,,,201245.0,,,,,,,,,,1.0,0.0,Allen,1628386.0,,,
92,PT04M24.00S,2024-02-13T00:24:51.4Z,1,REGULAR,substitution,out,[],1629622,,,1610612739,22,20,2024-02-13T00:25:07Z,920000,False,,,0,,SUB out: M. Strus,[1629622],1610612739.0,CLE,,,,Strus,M. Strus,,,,,,,,,,,,,,,,,,,,,,,,,,
93,PT04M24.00S,2024-02-13T00:24:51.4Z,1,REGULAR,substitution,out,[],1626162,,,1610612739,22,20,2024-02-13T00:25:07Z,930000,False,,,0,,SUB out: K. Oubre Jr.,[1626162],1610612755.0,PHI,,,,Oubre Jr.,K. Oubre Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
94,PT04M24.00S,2024-02-13T00:24:51.4Z,1,REGULAR,substitution,out,[],1630194,,,1610612739,22,20,2024-02-13T00:25:07Z,940000,False,,,0,,SUB out: P. Reed,[1630194],1610612755.0,PHI,,,,Reed,P. Reed,,,,,,,,,,,,,,,,,,,,,,,,,,
95,PT04M24.00S,2024-02-13T00:24:51.4Z,1,REGULAR,substitution,in,[],1627777,,,1610612739,22,20,2024-02-13T00:25:07Z,950000,False,,,0,,SUB in: G. Niang,[1627777],1610612739.0,CLE,,,,Niang,G. Niang,,,,,,,,,,,,,,,,,,,,,,,,,,
96,PT04M24.00S,2024-02-13T00:24:51.4Z,1,REGULAR,substitution,in,[],1628964,,,1610612739,22,20,2024-02-13T00:25:07Z,960000,False,,,0,,SUB in: M. Bamba,[1628964],1610612755.0,PHI,,,,Bamba,M. Bamba,,,,,,,,,,,,,,,,,,,,,,,,,,
97,PT04M24.00S,2024-02-13T00:24:51.4Z,1,REGULAR,substitution,in,[],1641741,,,1610612739,22,20,2024-02-13T00:25:07Z,970000,False,,,0,,SUB in: R. Council IV,[1641741],1610612755.0,PHI,,,,Council IV,R. Council IV,,,,,,,,,,,,,,,,,,,,,,,,,,
98,PT04M09.00S,2024-02-13T00:25:23.7Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1628386,94.43166885676742,50.73529411764706,1610612739,24,20,2024-02-13T00:26:57Z,980000,False,4.0,0.0,1,right,J. Allen Layup (6 PTS) (C. LeVert 3 AST),"[1628386, 1627747]",1610612739.0,CLE,,,,Allen,J. Allen,,,,,Restricted Area,0-8 Center,0.37,Made,,,6.0,,,,,,,,,,,,,C. LeVert,1627747.0,3.0
100,PT03M55.00S,2024-02-13T00:25:37.0Z,1,REGULAR,3pt,Jump Shot,[],1628964,29.911300919842315,72.30392156862744,1610612755,24,20,2024-02-13T00:25:41Z,1000000,False,-112.0,229.0,1,left,MISS M. Bamba 25' 3PT,[1628964],1610612755.0,PHI,,,,Bamba,M. Bamba,,,,,Above the Break 3,24+ Left Center,25.44,Missed,,,,,,,,,,,,,,,,,,
101,PT03M53.00S,2024-02-13T00:25:39.0Z,1,REGULAR,rebound,defensive,[],1628386,,,1610612739,24,20,2024-02-13T00:25:41Z,1010000,False,,,0,,J. Allen REBOUND (Off:0 Def:2),[1628386],1610612739.0,CLE,,,,Allen,J. Allen,,,,,Above the Break 3,24+ Left Center,,,100.0,,,2.0,2.0,0.0,,,,,,,,,,,,
102,PT03M48.00S,2024-02-13T00:25:48.5Z,1,REGULAR,foul,personal,[],1627741,,,1610612739,24,20,2024-02-13T00:25:56Z,1020000,False,,,0,,B. Hield personal FOUL (1 PF),"[1627741, 1628378]",1610612755.0,PHI,,,,Hield,B. Hield,,,,,Mid-Range,8-16 Right,,,,202007.0,,,,,,,,,,1.0,0.0,Mitchell,1628378.0,,,
104,PT03M46.00S,2024-02-13T00:26:14.1Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1627747,84.70762155059133,59.068627450980394,1610612739,24,20,2024-02-13T00:26:19Z,1040000,False,45.0,91.0,1,right,MISS C. LeVert 10' driving floating Shot,[1627747],1610612739.0,CLE,driving floating,,,LeVert,C. LeVert,,,,,In The Paint (Non-RA),8-16 Center,10.18,Missed,,,,,,,,,,,,,,,,,,
105,PT03M43.00S,2024-02-13T00:26:16.3Z,1,REGULAR,rebound,offensive,[],1627747,,,1610612739,24,20,2024-02-13T00:26:16Z,1050000,False,,,0,,C. LeVert REBOUND (Off:1 Def:1),[1627747],1610612739.0,CLE,,,,LeVert,C. LeVert,,,,,In The Paint (Non-RA),8-16 Center,,,104.0,,,2.0,1.0,1.0,,,,,,,,,,,,
106,PT03M36.00S,2024-02-13T00:26:24.1Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1628386,93.77463863337714,52.94117647058824,1610612739,24,20,2024-02-13T00:26:30Z,1060000,False,15.0,6.0,1,right,MISS J. Allen Layup - blocked,"[1628386, 1628964]",1610612739.0,CLE,,,,Allen,J. Allen,,,,,Restricted Area,0-8 Center,1.59,Missed,,,,,,,,,,Bamba,1628964.0,,,,,,,
107,PT03M36.00S,2024-02-13T00:26:24.1Z,1,REGULAR,block,,[],1628964,,,1610612739,24,20,2024-02-13T00:26:27Z,1070000,False,,,0,,M. Bamba BLOCK (1 BLK),[1628964],1610612755.0,PHI,,,,Bamba,M. Bamba,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
108,PT03M32.00S,2024-02-13T00:26:28.1Z,1,REGULAR,rebound,defensive,[],1628964,,,1610612755,24,20,2024-02-13T00:26:30Z,1080000,False,,,0,,M. Bamba REBOUND (Off:0 Def:1),[1628964],1610612755.0,PHI,,,,Bamba,M. Bamba,,,,,Restricted Area,0-8 Center,,,106.0,,,1.0,1.0,0.0,,,,,,,,,,,,
109,PT03M21.00S,2024-02-13T00:26:38.9Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1626166,6.915243101182654,51.470588235294116,1610612755,24,22,2024-02-13T00:26:47Z,1090000,False,-7.0,13.0,1,left,C. Payne driving Layup (2 PTS) (T. Maxey 5 AST),"[1626166, 1630178]",1610612755.0,PHI,driving,,,Payne,C. Payne,,,,,Restricted Area,0-8 Center,1.45,Made,,,2.0,,,,,,,,,,,,,T. Maxey,1630178.0,5.0
111,PT03M04.00S,2024-02-13T00:26:55.9Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628378,84.31340341655716,60.29411764705882,1610612739,26,22,2024-02-13T00:27:01Z,1110000,False,51.0,95.0,1,right,D. Mitchell 10' driving floating Jump Shot (9 PTS),[1628378],1610612739.0,CLE,driving floating,,,Mitchell,D. Mitchell,,,,,In The Paint (Non-RA),8-16 Center,10.81,Made,,,9.0,,,,,,,,,,,,,,,
112,PT02M59.00S,2024-02-13T00:27:06.6Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612755,26,22,2024-02-13T00:27:06Z,1120000,False,,,0,,PHI Timeout,[],1610612755.0,PHI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114,PT02M59.00S,2024-02-13T00:27:09.4Z,1,REGULAR,substitution,out,[],1628386,,,1610612755,26,22,2024-02-13T00:29:49Z,1130000,False,,,0,,SUB out: J. Allen,[1628386],1610612739.0,CLE,,,,Allen,J. Allen,,,,,,,,,,,,,,,,,,,,,,,,,,
115,PT02M59.00S,2024-02-13T00:27:09.4Z,1,REGULAR,substitution,out,[],1628378,,,1610612755,26,22,2024-02-13T00:29:49Z,1140000,False,,,0,,SUB out: D. Mitchell,[1628378],1610612739.0,CLE,,,,Mitchell,D. Mitchell,,,,,,,,,,,,,,,,,,,,,,,,,,
116,PT02M59.00S,2024-02-13T00:27:09.4Z,1,REGULAR,substitution,out,[],1630178,,,1610612755,26,22,2024-02-13T00:29:49Z,1150000,False,,,0,,SUB out: T. Maxey,[1630178],1610612755.0,PHI,,,,Maxey,T. Maxey,,,,,,,,,,,,,,,,,,,,,,,,,,
117,PT02M59.00S,2024-02-13T00:27:09.4Z,1,REGULAR,substitution,in,[],1630596,,,1610612755,26,22,2024-02-13T00:29:49Z,1160000,False,,,0,,SUB in: E. Mobley,[1630596],1610612739.0,CLE,,,,Mobley,E. Mobley,,,,,,,,,,,,,,,,,,,,,,,,,,
118,PT02M59.00S,2024-02-13T00:27:09.4Z,1,REGULAR,substitution,in,[],1629636,,,1610612755,26,22,2024-02-13T00:29:49Z,1170000,False,,,0,,SUB in: D. Garland,[1629636],1610612739.0,CLE,,,,Garland,D. Garland,,,,,,,,,,,,,,,,,,,,,,,,,,
119,PT02M59.00S,2024-02-13T00:27:09.4Z,1,REGULAR,substitution,in,[],1626162,,,1610612755,26,22,2024-02-13T00:29:49Z,1180000,False,,,0,,SUB in: K. Oubre Jr.,[1626162],1610612755.0,PHI,,,,Oubre Jr.,K. Oubre Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
120,PT02M45.00S,2024-02-13T00:30:11.6Z,1,REGULAR,3pt,Jump Shot,[],1626166,30.17411300919842,68.62745098039215,1610612755,26,25,2024-02-13T00:30:17Z,1190000,False,-93.0,231.0,1,left,C. Payne 24' 3PT  (5 PTS) (B. Hield 2 AST),"[1626166, 1627741]",1610612755.0,PHI,,,,Payne,C. Payne,,,,,Above the Break 3,24+ Left Center,24.91,Made,,,5.0,,,,,,,,,,,,,B. Hield,1627741.0,2.0
122,PT02M21.00S,2024-02-13T00:30:35.7Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],1630596,92.9862023653088,49.754901960784316,1610612739,28,25,2024-02-13T00:30:40Z,1210000,False,-1.0,13.0,1,right,E. Mobley DUNK (6 PTS) (C. LeVert 4 AST),"[1630596, 1627747]",1610612739.0,CLE,,,,Mobley,E. Mobley,,,,,Restricted Area,0-8 Center,1.35,Made,,,6.0,,,,,,,,,,,,,C. LeVert,1627747.0,4.0
124,PT02M02.00S,2024-02-13T00:30:53.7Z,1,REGULAR,3pt,Jump Shot,[],1627741,31.09395532194481,40.68627450980392,1610612755,28,28,2024-02-13T00:31:00Z,1230000,False,47.0,240.0,1,left,B. Hield 24' 3PT  (7 PTS) (C. Payne 1 AST),"[1627741, 1626166]",1610612755.0,PHI,,,,Hield,B. Hield,,,,,Above the Break 3,24+ Center,24.43,Made,,,7.0,,,,,,,,,,,,,C. Payne,1626166.0,1.0
126,PT01M50.00S,2024-02-13T00:31:08.7Z,1,REGULAR,turnover,out-of-bounds,[],1627777,,,1610612739,28,28,2024-02-13T00:31:16Z,1250000,False,,,0,,G. Niang lost ball out-of-bounds TURNOVER (1 TO),[1627777],1610612739.0,CLE,lost ball,,,Niang,G. Niang,,,,,Mid-Range,8-16 Left,,,,201245.0,,,,,1.0,,,,,,,,,,,
127,PT01M41.00S,2024-02-13T00:31:21.2Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],1641741,8.886333771353483,96.81372549019608,1610612755,28,28,2024-02-13T00:31:25Z,1260000,False,-234.0,31.0,1,left,MISS R. Council IV 3PT,[1641741],1610612755.0,PHI,,,,Council IV,R. Council IV,,,,,Left Corner 3,24+ Left,23.61,Missed,,,,,,,,,,,,,,,,,,
128,PT01M38.00S,2024-02-13T00:31:23.8Z,1,REGULAR,rebound,offensive,[],1628964,,,1610612755,28,28,2024-02-13T00:31:23Z,1270000,False,,,0,,M. Bamba REBOUND (Off:1 Def:1),[1628964],1610612755.0,PHI,,,,Bamba,M. Bamba,,,,,Left Corner 3,24+ Left,,,127.0,,,2.0,1.0,1.0,,,,,,,,,,,,
129,PT01M36.00S,2024-02-13T00:31:25.8Z,1,REGULAR,3pt,Jump Shot,"['fromturnover', '2ndchance']",1627741,9.017739816031538,4.166666666666666,1610612755,28,31,2024-02-13T00:31:30Z,1280000,False,229.0,32.0,1,left,B. Hield 3PT  (10 PTS) (M. Bamba 1 AST),"[1627741, 1628964]",1610612755.0,PHI,,,,Hield,B. Hield,,,,,Right Corner 3,24+ Right,23.15,Made,,,10.0,,,,,,,,,,,,,M. Bamba,1628964.0,1.0
131,PT01M23.00S,2024-02-13T00:31:39.6Z,1,REGULAR,3pt,Jump Shot,[],1627747,72.22404730617609,20.34313725490196,1610612739,28,31,2024-02-13T00:31:44Z,1300000,False,-148.0,209.0,1,right,MISS C. LeVert 25' 3PT,[1627747],1610612739.0,CLE,,,,LeVert,C. LeVert,,,,,Above the Break 3,24+ Left Center,25.59,Missed,,,,,,,,,,,,,,,,,,
132,PT01M20.00S,2024-02-13T00:31:42.6Z,1,REGULAR,rebound,defensive,[],1641741,,,1610612755,28,31,2024-02-13T00:31:44Z,1310000,False,,,0,,R. Council IV REBOUND (Off:0 Def:1),[1641741],1610612755.0,PHI,,,,Council IV,R. Council IV,,,,,Above the Break 3,24+ Left Center,,,131.0,,,1.0,1.0,0.0,,,,,,,,,,,,
133,PT01M11.00S,2024-02-13T00:31:51.2Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],1628964,6.652431011826544,49.01960784313725,1610612755,28,33,2024-02-13T00:31:56Z,1320000,False,5.0,10.0,1,left,M. Bamba alley-oop DUNK (2 PTS) (C. Payne 2 AST),"[1628964, 1626166]",1610612755.0,PHI,alley-oop,,,Bamba,M. Bamba,,,,,Restricted Area,0-8 Center,1.11,Made,,,2.0,,,,,,,,,,,,,C. Payne,1626166.0,2.0
135,PT00M58.00S,2024-02-13T00:32:05.8Z,1,REGULAR,3pt,Jump Shot,[],1630171,92.46057818659659,98.2843137254902,1610612739,31,33,2024-02-13T00:32:10Z,1340000,False,241.0,18.0,1,right,I. Okoro 24' 3PT  (3 PTS) (E. Mobley 1 AST),"[1630171, 1630596]",1610612739.0,CLE,,,,Okoro,I. Okoro,,,,,Right Corner 3,24+ Right,24.21,Made,,,3.0,,,,,,,,,,,,,E. Mobley,1630596.0,1.0
137,PT00M42.10S,2024-02-13T00:32:23.2Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1626162,8.360709592641262,50.0,1610612755,31,33,2024-02-13T00:32:28Z,1360000,False,0.0,26.0,1,left,MISS K. Oubre Jr. driving floating Shot,[1626162],1610612755.0,PHI,driving floating,,,Oubre Jr.,K. Oubre Jr.,,,,,Restricted Area,0-8 Center,2.61,Missed,,,,,,,,,,,,,,,,,,
138,PT00M39.70S,2024-02-13T00:32:25.6Z,1,REGULAR,rebound,defensive,[],1630596,,,1610612739,31,33,2024-02-13T00:32:28Z,1370000,False,,,0,,E. Mobley REBOUND (Off:1 Def:1),[1630596],1610612739.0,CLE,,,,Mobley,E. Mobley,,,,,Restricted Area,0-8 Center,,,137.0,,,2.0,1.0,1.0,,,,,,,,,,,,
139,PT00M37.30S,2024-02-13T00:32:28.7Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1629636,93.77463863337714,51.9607843137255,1610612739,33,33,2024-02-13T00:32:34Z,1380000,False,10.0,6.0,1,right,D. Garland running Layup (4 PTS) (C. LeVert 5 AST),"[1629636, 1627747]",1610612739.0,CLE,running,,,Garland,D. Garland,,,,,Restricted Area,0-8 Center,1.15,Made,,,4.0,,,,,,,,,,,,,C. LeVert,1627747.0,5.0
141,PT00M22.90S,2024-02-13T00:32:48.2Z,1,REGULAR,foul,personal,['2freethrow'],1627747,,,1610612755,33,33,2024-02-13T00:32:55Z,1400000,False,,,0,,C. LeVert shooting personal FOUL (1 PF) (Council IV 2 FT),"[1627747, 1641741]",1610612739.0,CLE,shooting,,,LeVert,C. LeVert,,,,,In The Paint (Non-RA),8-16 Left,,,,1628954.0,,,,,,,,,,1.0,0.0,Council IV,1641741.0,,,
143,PT00M22.90S,2024-02-13T00:33:18.8Z,1,REGULAR,freethrow,1 of 2,[],1641741,,,1610612755,33,33,2024-02-13T00:33:18Z,1420000,False,,,0,,MISS R. Council IV Free Throw 1 of 2,[1641741],1610612755.0,PHI,,,,Council IV,R. Council IV,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
144,PT00M22.90S,2024-02-13T00:33:18.8Z,1,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612755,33,33,2024-02-13T00:33:18Z,1430000,False,,,0,,TEAM offensive REBOUND,[],1610612755.0,PHI,,,,,,,,,,,,,,143.0,,,,,,,,,,,,,,,,,
145,PT00M22.90S,2024-02-13T00:33:19.6Z,1,REGULAR,substitution,out,[],1630171,,,1610612755,33,33,2024-02-13T00:33:32Z,1440000,False,,,0,,SUB out: I. Okoro,[1630171],1610612739.0,CLE,,,,Okoro,I. Okoro,,,,,,,,,,,,,,,,,,,,,,,,,,
146,PT00M22.90S,2024-02-13T00:33:19.6Z,1,REGULAR,substitution,out,[],1627741,,,1610612755,33,33,2024-02-13T00:33:32Z,1450000,False,,,0,,SUB out: B. Hield,[1627741],1610612755.0,PHI,,,,Hield,B. Hield,,,,,,,,,,,,,,,,,,,,,,,,,,
147,PT00M22.90S,2024-02-13T00:33:19.6Z,1,REGULAR,substitution,in,[],1628378,,,1610612755,33,33,2024-02-13T00:33:32Z,1460000,False,,,0,,SUB in: D. Mitchell,[1628378],1610612739.0,CLE,,,,Mitchell,D. Mitchell,,,,,,,,,,,,,,,,,,,,,,,,,,
148,PT00M22.90S,2024-02-13T00:33:19.6Z,1,REGULAR,substitution,in,[],1630231,,,1610612755,33,33,2024-02-13T00:33:32Z,1470000,False,,,0,,SUB in: K. Martin,[1630231],1610612755.0,PHI,,,,Martin,K. Martin,,,,,,,,,,,,,,,,,,,,,,,,,,
149,PT00M22.90S,2024-02-13T00:33:36.4Z,1,REGULAR,freethrow,2 of 2,[],1641741,,,1610612755,33,34,2024-02-13T00:33:36Z,1480000,False,,,0,,R. Council IV Free Throw 2 of 2 (1 PTS),[1641741],1610612755.0,PHI,,,,Council IV,R. Council IV,,,,,,,,Made,,,1.0,,,,,,,,,,,,,,,
150,PT00M03.00S,2024-02-13T00:34:04.1Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1627747,93.38042049934296,52.20588235294118,1610612739,33,34,2024-02-13T00:36:24Z,1490000,False,11.0,10.0,1,right,MISS C. LeVert driving Layup,[1627747],1610612739.0,CLE,driving,,,LeVert,C. LeVert,,,,,Restricted Area,0-8 Center,1.47,Missed,,,,,,,,,,,,,,,,,,
151,PT00M01.00S,2024-02-13T00:34:06.1Z,1,REGULAR,rebound,offensive,[],1630596,,,1610612739,33,34,2024-02-13T00:34:46Z,1500000,False,,,0,,E. Mobley REBOUND (Off:2 Def:1),[1630596],1610612739.0,CLE,,,,Mobley,E. Mobley,,,,,Restricted Area,0-8 Center,,,150.0,,,3.0,1.0,2.0,,,,,,,,,,,,
152,PT00M00.00S,2024-02-13T00:34:20.6Z,1,REGULAR,period,end,[],0,,,1610612739,33,34,2024-02-13T00:34:20Z,1510000,False,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
154,PT12M00.00S,2024-02-13T00:35:01.0Z,2,REGULAR,substitution,out,['startperiod'],1628378,,,1610612739,33,34,2024-02-13T00:37:01Z,1530000,False,,,0,,SUB out: D. Mitchell,[1628378],1610612739.0,CLE,,,,Mitchell,D. Mitchell,,,,,,,,,,,,,,,,,,,,,,,,,,
155,PT12M00.00S,2024-02-13T00:35:01.0Z,2,REGULAR,substitution,out,['startperiod'],1628964,,,1610612739,33,34,2024-02-13T00:37:01Z,1540000,False,,,0,,SUB out: M. Bamba,[1628964],1610612755.0,PHI,,,,Bamba,M. Bamba,,,,,,,,,,,,,,,,,,,,,,,,,,
156,PT12M00.00S,2024-02-13T00:35:01.0Z,2,REGULAR,substitution,out,['startperiod'],1630231,,,1610612739,33,34,2024-02-13T00:37:01Z,1550000,False,,,0,,SUB out: K. Martin,[1630231],1610612755.0,PHI,,,,Martin,K. Martin,,,,,,,,,,,,,,,,,,,,,,,,,,
157,PT12M00.00S,2024-02-13T00:35:01.0Z,2,REGULAR,substitution,in,['startperiod'],1630241,,,1610612739,33,34,2024-02-13T00:37:01Z,1560000,False,,,0,,SUB in: S. Merrill,[1630241],1610612739.0,CLE,,,,Merrill,S. Merrill,,,,,,,,,,,,,,,,,,,,,,,,,,
158,PT12M00.00S,2024-02-13T00:35:01.0Z,2,REGULAR,substitution,in,['startperiod'],1630178,,,1610612739,33,34,2024-02-13T00:37:01Z,1570000,False,,,0,,SUB in: T. Maxey,[1630178],1610612755.0,PHI,,,,Maxey,T. Maxey,,,,,,,,,,,,,,,,,,,,,,,,,,
159,PT12M00.00S,2024-02-13T00:35:01.0Z,2,REGULAR,substitution,in,['startperiod'],1630194,,,1610612739,33,34,2024-02-13T00:37:01Z,1580000,False,,,0,,SUB in: P. Reed,[1630194],1610612755.0,PHI,,,,Reed,P. Reed,,,,,,,,,,,,,,,,,,,,,,,,,,
160,PT12M00.00S,2024-02-13T00:36:57.5Z,2,REGULAR,period,start,[],0,,,1610612755,33,34,2024-02-13T00:37:02Z,1590000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
161,PT11M48.00S,2024-02-13T00:37:08.8Z,2,REGULAR,3pt,Jump Shot,[],1630178,29.6484888304862,26.96078431372549,1610612755,33,37,2024-02-13T00:37:13Z,1600000,False,115.0,226.0,1,left,T. Maxey 25' 3PT  (3 PTS) (K. Oubre Jr. 1 AST),"[1630178, 1626162]",1610612755.0,PHI,,,,Maxey,T. Maxey,,,,,Above the Break 3,24+ Right Center,25.38,Made,,,3.0,,,,,,,,,,,,,K. Oubre Jr.,1626162.0,1.0
163,PT11M30.00S,2024-02-13T00:37:26.6Z,2,REGULAR,3pt,Jump Shot,[],1630241,78.79434954007884,90.44117647058823,1610612739,33,37,2024-02-13T00:37:47Z,1620000,False,202.0,147.0,1,right,MISS S. Merrill 24' pullup 3PT,[1630241],1610612739.0,CLE,pullup,,,Merrill,S. Merrill,,,,,Above the Break 3,24+ Right Center,24.99,Missed,,,,,,,,,,,,,,,,,,
164,PT11M28.00S,2024-02-13T00:37:28.6Z,2,REGULAR,rebound,defensive,[],1641741,,,1610612755,33,37,2024-02-13T00:37:30Z,1630000,False,,,0,,R. Council IV REBOUND (Off:0 Def:2),[1641741],1610612755.0,PHI,,,,Council IV,R. Council IV,,,,,Above the Break 3,24+ Right Center,,,163.0,,,2.0,2.0,0.0,,,,,,,,,,,,
165,PT11M15.00S,2024-02-13T00:37:41.9Z,2,REGULAR,3pt,Jump Shot,[],1630178,27.283180026281208,7.8431372549019605,1610612755,33,37,2024-02-13T00:38:24Z,1640000,False,211.0,204.0,1,left,MISS T. Maxey 29' pullup 3PT,[1630178],1610612755.0,PHI,pullup,,,Maxey,T. Maxey,,,,,Above the Break 3,24+ Right Center,29.33,Missed,,,,,,,,,,,,,,,,,,
166,PT11M12.00S,2024-02-13T00:37:44.9Z,2,REGULAR,rebound,defensive,[],1630596,,,1610612739,33,37,2024-02-13T00:37:46Z,1650000,False,,,0,,E. Mobley REBOUND (Off:2 Def:2),[1630596],1610612739.0,CLE,,,,Mobley,E. Mobley,,,,,Above the Break 3,24+ Right Center,,,165.0,,,4.0,2.0,2.0,,,,,,,,,,,,
167,PT11M02.00S,2024-02-13T00:37:54.7Z,2,REGULAR,2pt,Hook,['pointsinthepaint'],1627777,93.9060446780552,50.245098039215684,1610612739,33,37,2024-02-13T00:38:01Z,1660000,False,1.0,5.0,1,right,MISS G. Niang driving Hook - blocked,"[1627777, 1630194]",1610612739.0,CLE,driving,,,Niang,G. Niang,,,,,Restricted Area,0-8 Center,0.49,Missed,,,,,,,,,,Reed,1630194.0,,,,,,,
168,PT11M02.00S,2024-02-13T00:37:54.7Z,2,REGULAR,block,,[],1630194,,,1610612739,33,37,2024-02-13T00:37:57Z,1670000,False,,,0,,P. Reed BLOCK (1 BLK),[1630194],1610612755.0,PHI,,,,Reed,P. Reed,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
169,PT10M57.00S,2024-02-13T00:37:59.7Z,2,REGULAR,rebound,offensive,[],1627777,,,1610612739,33,37,2024-02-13T00:38:01Z,1680000,False,,,0,,G. Niang REBOUND (Off:1 Def:0),[1627777],1610612739.0,CLE,,,,Niang,G. Niang,,,,,Restricted Area,0-8 Center,,,167.0,,,1.0,0.0,1.0,,,,,,,,,,,,
170,PT10M56.00S,2024-02-13T00:38:00.3Z,2,REGULAR,3pt,Jump Shot,['2ndchance'],1627777,83.13074901445466,3.6764705882352944,1610612739,33,37,2024-02-13T01:10:02Z,1690000,False,-232.0,106.0,1,right,MISS G. Niang 25' pullup 3PT,[1627777],1610612739.0,CLE,pullup,,,Niang,G. Niang,,,,,Above the Break 3,24+ Left Center,25.47,Missed,,,,,,,,,,,,,,,,,,
171,PT10M56.00S,2024-02-13T00:38:00.3Z,2,REGULAR,rebound,defensive,[],1630194,,,1610612755,33,37,2024-02-13T00:38:06Z,1700000,False,,,0,,P. Reed REBOUND (Off:0 Def:1),[1630194],1610612755.0,PHI,,,,Reed,P. Reed,,,,,Above the Break 3,24+ Left Center,,,170.0,,,1.0,1.0,0.0,,,,,,,,,,,,
172,PT10M47.00S,2024-02-13T00:38:09.7Z,2,REGULAR,3pt,Jump Shot,[],1630178,23.99802890932983,11.27450980392157,1610612755,33,40,2024-02-13T00:38:14Z,1710000,False,194.0,173.0,1,left,T. Maxey 25' 3PT  (6 PTS) (C. Payne 3 AST),"[1630178, 1626166]",1610612755.0,PHI,,,,Maxey,T. Maxey,,,,,Above the Break 3,24+ Right Center,25.97,Made,,,6.0,,,,,,,,,,,,,C. Payne,1626166.0,3.0
174,PT10M21.00S,2024-02-13T00:38:35.2Z,2,REGULAR,3pt,Jump Shot,[],1627777,84.44480946123521,3.1862745098039214,1610612739,33,40,2024-02-13T00:38:39Z,1730000,False,-234.0,94.0,1,right,MISS G. Niang 25' 3PT,[1627777],1610612739.0,CLE,,,,Niang,G. Niang,,,,,Above the Break 3,24+ Left,25.22,Missed,,,,,,,,,,,,,,,,,,
175,PT10M18.00S,2024-02-13T00:38:38.2Z,2,REGULAR,rebound,defensive,[],1630194,,,1610612755,33,40,2024-02-13T00:38:39Z,1740000,False,,,0,,P. Reed REBOUND (Off:0 Def:2),[1630194],1610612755.0,PHI,,,,Reed,P. Reed,,,,,Above the Break 3,24+ Left,,,174.0,,,2.0,2.0,0.0,,,,,,,,,,,,
