actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,blockPlayerName,blockPersonId,turnoverTotal,stealPlayerName,stealPersonId
81,PT05M52.00S,2023-10-28T23:52:34.9Z,1,REGULAR,3pt,Jump Shot,[],1627747,29.517082785808146,71.07843137254902,1610612739,20,10,2023-10-28T23:52:39Z,810000,False,-105.0,225.0,1,left,C. LeVert 24' 3PT  (14 PTS) (M. Strus 1 AST),"[1627747, 1629622]",1610612739.0,CLE,,,,LeVert,C. LeVert,,,,,Above the Break 3,24+ Left Center,,,,,,24.85,Made,,,,,14.0,M. Strus,1629622.0,1.0,,,,,
83,PT05M42.00S,2023-10-28T23:52:45.2Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630174,93.77463863337714,50.0,1610612754,20,12,2023-10-28T23:52:56Z,830000,False,0.0,6.0,1,right,A. Nesmith driving reverse Layup (2 PTS) (B. Hield 1 AST),"[1630174, 1627741]",1610612754.0,IND,driving reverse,,,Nesmith,A. Nesmith,,,,,Restricted Area,0-8 Center,,,,,,0.6,Made,,,,,2.0,B. Hield,1627741.0,1.0,,,,,
85,PT05M28.00S,2023-10-28T23:52:59.3Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1627747,17.69053876478318,65.19607843137256,1610612739,22,12,2023-10-28T23:53:03Z,850000,False,-76.0,114.0,1,left,C. LeVert 13' pullup Jump Shot (16 PTS) (M. Strus 2 AST),"[1627747, 1629622]",1610612739.0,CLE,pullup,,,LeVert,C. LeVert,,,,,In The Paint (Non-RA),8-16 Left,,,,,,13.68,Made,,,,,16.0,M. Strus,1629622.0,2.0,,,,,
87,PT05M17.00S,2023-10-28T23:53:09.6Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],1626167,86.28449408672799,55.14705882352941,1610612754,22,12,2023-10-28T23:53:15Z,870000,False,26.0,76.0,1,right,MISS M. Turner 8' Hook,[1626167],1610612754.0,IND,,,,Turner,M. Turner,,,,,In The Paint (Non-RA),8-16 Center,,,,,,8.06,Missed,,,,,,,,,,,,,
88,PT05M14.00S,2023-10-28T23:53:12.6Z,1,REGULAR,rebound,defensive,[],1630596,,,1610612739,22,12,2023-10-28T23:53:15Z,880000,False,,,0,,E. Mobley REBOUND (Off:2 Def:3),[1630596],1610612739.0,CLE,,,,Mobley,E. Mobley,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,87.0,5.0,3.0,2.0,,,,,,,,,
89,PT05M10.00S,2023-10-28T23:53:19.2Z,1,REGULAR,3pt,Jump Shot,[],1627747,33.327858081471746,43.627450980392155,1610612739,25,12,2023-10-28T23:53:26Z,890000,False,32.0,261.0,1,left,C. LeVert 26' 3PT  (19 PTS),[1627747],1610612739.0,CLE,,,,LeVert,C. LeVert,,,,,Above the Break 3,24+ Center,,,,,,26.27,Made,,,,,19.0,,,,,,,,
90,PT05M10.00S,2023-10-28T23:53:23.5Z,1,REGULAR,foul,personal,['1freethrow'],1629614,,,1610612739,25,12,2023-10-28T23:53:36Z,900000,False,,,0,,A. Nembhard shooting personal FOUL (1 PF) (LeVert 1 FT),"[1629614, 1627747]",1610612754.0,IND,shooting,,,Nembhard,A. Nembhard,,,,,Above the Break 3,24+ Center,203591.0,1.0,0.0,LeVert,1627747.0,,,,,,,,,,,,,,,
92,PT05M10.00S,2023-10-28T23:53:37.2Z,1,REGULAR,substitution,out,[],1630596,,,1610612739,25,12,2023-10-28T23:53:59Z,920000,False,,,0,,SUB out: E. Mobley,[1630596],1610612739.0,CLE,,,,Mobley,E. Mobley,,,,,,,,,,,,,,,,,,,,,,,,,,
93,PT05M10.00S,2023-10-28T23:53:37.2Z,1,REGULAR,substitution,out,[],1629731,,,1610612739,25,12,2023-10-28T23:53:59Z,930000,False,,,0,,SUB out: D. Wade,[1629731],1610612739.0,CLE,,,,Wade,D. Wade,,,,,,,,,,,,,,,,,,,,,,,,,,
94,PT05M10.00S,2023-10-28T23:53:37.2Z,1,REGULAR,substitution,out,[],1626167,,,1610612739,25,12,2023-10-28T23:53:59Z,940000,False,,,0,,SUB out: M. Turner,[1626167],1610612754.0,IND,,,,Turner,M. Turner,,,,,,,,,,,,,,,,,,,,,,,,,,
95,PT05M10.00S,2023-10-28T23:53:37.2Z,1,REGULAR,substitution,in,[],1627777,,,1610612739,25,12,2023-10-28T23:53:59Z,950000,False,,,0,,SUB in: G. Niang,[1627777],1610612739.0,CLE,,,,Niang,G. Niang,,,,,,,,,,,,,,,,,,,,,,,,,,
96,PT05M10.00S,2023-10-28T23:53:37.2Z,1,REGULAR,substitution,in,[],1627745,,,1610612739,25,12,2023-10-28T23:53:59Z,960000,False,,,0,,SUB in: D. Jones,[1627745],1610612739.0,CLE,,,,Jones,D. Jones,,,,,,,,,,,,,,,,,,,,,,,,,,
97,PT05M10.00S,2023-10-28T23:53:37.2Z,1,REGULAR,substitution,in,[],1630188,,,1610612739,25,12,2023-10-28T23:53:59Z,970000,False,,,0,,SUB in: J. Smith,[1630188],1610612754.0,IND,,,,Smith,J. Smith,,,,,,,,,,,,,,,,,,,,,,,,,,
98,PT05M10.00S,2023-10-28T23:54:00.6Z,1,REGULAR,freethrow,1 of 1,[],1627747,,,1610612739,25,12,2023-10-28T23:54:03Z,980000,False,,,0,,MISS C. LeVert Free Throw 1 of 1,[1627747],1610612739.0,CLE,,,,LeVert,C. LeVert,,,,,,,,,,,,,Missed,,,,,,,,,,,,,
99,PT05M07.00S,2023-10-28T23:54:03.6Z,1,REGULAR,rebound,offensive,[],1627745,,,1610612739,25,12,2023-10-28T23:54:03Z,990000,False,,,0,,D. Jones REBOUND (Off:1 Def:0),[1627745],1610612739.0,CLE,,,,Jones,D. Jones,,,,,,,,,,,,,,98.0,1.0,0.0,1.0,,,,,,,,,
100,PT05M03.00S,2023-10-28T23:54:06.7Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1630171,5.863994743758213,50.49019607843137,1610612739,27,12,2023-10-28T23:54:10Z,1000000,False,-2.0,3.0,1,left,I. Okoro cutting Layup (4 PTS) (C. LeVert 2 AST),"[1630171, 1627747]",1610612739.0,CLE,cutting,,,Okoro,I. Okoro,,,,,Restricted Area,0-8 Center,,,,,,0.36,Made,,,,,4.0,C. LeVert,1627747.0,2.0,,,,,
102,PT05M03.00S,2023-10-28T23:54:13.0Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612754,27,12,2023-10-28T23:54:13Z,1020000,False,,,0,,IND Timeout,[],1610612754.0,IND,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
103,PT04M46.00S,2023-10-28T23:57:55.1Z,1,REGULAR,3pt,Jump Shot,[],1630188,68.15045992115637,32.1078431372549,1610612754,27,12,2023-10-28T23:57:58Z,1030000,False,-89.0,247.0,1,right,MISS J. Smith 26' 3PT,[1630188],1610612754.0,IND,,,,Smith,J. Smith,,,,,Above the Break 3,24+ Left Center,,,,,,26.26,Missed,,,,,,,,,,,,,
104,PT04M43.00S,2023-10-28T23:57:58.1Z,1,REGULAR,rebound,defensive,[],1627777,,,1610612739,27,12,2023-10-28T23:57:58Z,1040000,False,,,0,,G. Niang REBOUND (Off:0 Def:1),[1627777],1610612739.0,CLE,,,,Niang,G. Niang,,,,,Above the Break 3,24+ Left Center,,,,,,,,103.0,1.0,1.0,0.0,,,,,,,,,
105,PT04M21.00S,2023-10-28T23:58:24.1Z,1,REGULAR,turnover,shot clock,['team'],0,,,1610612739,27,12,2023-10-28T23:58:28Z,1050000,False,,,0,,CLE shot clock Team TURNOVER,[],1610612739.0,CLE,,,,,,,,,,Mid-Range,8-16 Right,1628953.0,,,,,,,,,,,,,,,,,,,
106,PT04M10.00S,2023-10-28T23:58:46.5Z,1,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover']",1630188,94.03745072273325,50.245098039215684,1610612754,27,14,2023-10-28T23:58:51Z,1060000,False,1.0,4.0,1,right,J. Smith cutting DUNK (2 PTS) (T. Haliburton 3 AST),"[1630188, 1630169]",1610612754.0,IND,cutting,,,Smith,J. Smith,,,,,Restricted Area,0-8 Center,,,,,,0.37,Made,,,,,2.0,T. Haliburton,1630169.0,3.0,,,,,
108,PT03M45.00S,2023-10-28T23:59:11.6Z,1,REGULAR,3pt,Jump Shot,[],1627777,28.33442838370565,21.813725490196077,1610612739,27,14,2023-10-28T23:59:15Z,1080000,False,141.0,214.0,1,left,MISS G. Niang 25' 3PT,[1627777],1610612739.0,CLE,,,,Niang,G. Niang,,,,,Above the Break 3,24+ Right Center,,,,,,25.61,Missed,,,,,,,,,,,,,
109,PT03M42.00S,2023-10-28T23:59:14.6Z,1,REGULAR,rebound,defensive,[],1630188,,,1610612754,27,14,2023-10-28T23:59:15Z,1090000,False,,,0,,J. Smith REBOUND (Off:0 Def:1),[1630188],1610612754.0,IND,,,,Smith,J. Smith,,,,,Above the Break 3,24+ Right Center,,,,,,,,108.0,1.0,1.0,0.0,,,,,,,,,
110,PT03M31.00S,2023-10-28T23:59:25.0Z,1,REGULAR,3pt,Jump Shot,[],1630169,84.44480946123521,95.83333333333334,1610612754,27,14,2023-10-29T00:01:57Z,1100000,False,229.0,94.0,1,right,MISS T. Haliburton 24' step back 3PT,[1630169],1610612754.0,IND,step back,,,Haliburton,T. Haliburton,,,,,Above the Break 3,24+ Right,,,,,,24.76,Missed,,,,,,,,,,,,,
111,PT03M28.00S,2023-10-28T23:59:28.3Z,1,REGULAR,rebound,offensive,[],1630174,,,1610612754,27,14,2023-10-28T23:59:28Z,1110000,False,,,0,,A. Nesmith REBOUND (Off:1 Def:0),[1630174],1610612754.0,IND,,,,Nesmith,A. Nesmith,,,,,Above the Break 3,24+ Right,,,,,,,,110.0,1.0,0.0,1.0,,,,,,,,,
112,PT03M26.00S,2023-10-28T23:59:30.3Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],1627741,81.8166885676741,98.2843137254902,1610612754,27,14,2023-10-28T23:59:39Z,1120000,False,241.0,118.0,1,right,MISS B. Hield 26' 3PT,[1627741],1610612754.0,IND,,,,Hield,B. Hield,,,,,Above the Break 3,24+ Right Center,,,,,,26.89,Missed,,,,,,,,,,,,,
113,PT03M26.00S,2023-10-28T23:59:30.3Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612754,27,14,2023-10-28T23:59:39Z,1130000,False,,,0,,TEAM offensive REBOUND,[],1610612754.0,IND,,,,,,,,,,Above the Break 3,24+ Right Center,,,,,,,,112.0,,,,,,,,,,,,
114,PT03M26.00S,2023-10-28T23:59:36.3Z,1,REGULAR,foul,personal,[],1627777,,,1610612754,27,14,2023-10-28T23:59:44Z,1140000,False,,,0,,G. Niang loose ball personal FOUL (1 PF),"[1627777, 1630188]",1610612739.0,CLE,loose ball,,,Niang,G. Niang,,,,,In The Paint (Non-RA),0-8 Center,203591.0,1.0,0.0,Smith,1630188.0,,,,,,,,,,,,,,,
116,PT03M26.00S,2023-10-28T23:59:44.4Z,1,REGULAR,substitution,out,[],1629622,,,1610612754,27,14,2023-10-28T23:59:51Z,1160000,False,,,0,,SUB out: M. Strus,[1629622],1610612739.0,CLE,,,,Strus,M. Strus,,,,,,,,,,,,,,,,,,,,,,,,,,
117,PT03M26.00S,2023-10-28T23:59:44.4Z,1,REGULAR,substitution,in,[],1641734,,,1610612754,27,14,2023-10-28T23:59:51Z,1170000,False,,,0,,SUB in: E. Bates,[1641734],1610612739.0,CLE,,,,Bates,E. Bates,,,,,,,,,,,,,,,,,,,,,,,,,,
118,PT03M19.00S,2023-10-29T00:00:02.9Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1630169,94.43166885676742,50.245098039215684,1610612754,27,16,2023-10-29T00:00:10Z,1180000,False,1.0,0.0,1,right,T. Haliburton driving finger roll Layup (2 PTS) (J. Smith 1 AST),"[1630169, 1630188]",1610612754.0,IND,driving finger roll,,,Haliburton,T. Haliburton,,,,,Restricted Area,0-8 Center,,,,,,0.12,Made,,,,,2.0,J. Smith,1630188.0,1.0,,,,,
119,PT03M03.00S,2023-10-29T00:00:21.6Z,1,REGULAR,foul,personal,['2freethrow'],1630169,,,1610612739,27,16,2023-10-29T00:00:27Z,1190000,False,,,0,,T. Haliburton shooting personal FOUL (1 PF) (Okoro 2 FT),"[1630169, 1630171]",1610612754.0,IND,shooting,,,Haliburton,T. Haliburton,,,,,In The Paint (Non-RA),0-8 Center,203591.0,1.0,0.0,Okoro,1630171.0,,,,,,,,,,,,,,,
121,PT03M03.00S,2023-10-29T00:00:52.8Z,1,REGULAR,freethrow,1 of 2,[],1630171,,,1610612739,27,16,2023-10-29T00:00:52Z,1210000,False,,,0,,MISS I. Okoro Free Throw 1 of 2,[1630171],1610612739.0,CLE,,,,Okoro,I. Okoro,,,,,,,,,,,,,Missed,,,,,,,,,,,,,
122,PT03M03.00S,2023-10-29T00:00:52.8Z,1,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612739,27,16,2023-10-29T00:00:52Z,1220000,False,,,0,,TEAM offensive REBOUND,[],1610612739.0,CLE,,,,,,,,,,,,,,,,,,,121.0,,,,,,,,,,,,
123,PT03M03.00S,2023-10-29T00:01:06.7Z,1,REGULAR,freethrow,2 of 2,[],1630171,,,1610612739,28,16,2023-10-29T00:01:06Z,1230000,False,,,0,,I. Okoro Free Throw 2 of 2 (5 PTS),[1630171],1610612739.0,CLE,,,,Okoro,I. Okoro,,,,,,,,,,,,,Made,,,,,5.0,,,,,,,,
124,PT02M52.00S,2023-10-29T00:01:18.3Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],1630188,92.06636005256242,52.20588235294118,1610612754,28,18,2023-10-29T00:01:22Z,1240000,False,11.0,22.0,1,right,J. Smith cutting DUNK (4 PTS) (T. Haliburton 4 AST),"[1630188, 1630169]",1610612754.0,IND,cutting,,,Smith,J. Smith,,,,,Restricted Area,0-8 Center,,,,,,2.47,Made,,,,,4.0,T. Haliburton,1630169.0,4.0,,,,,
127,PT02M40.00S,2023-10-29T00:01:36.6Z,1,REGULAR,substitution,out,[],1627745,,,1610612739,28,18,2023-10-29T00:01:42Z,1270000,False,,,0,,SUB out: D. Jones,[1627745],1610612739.0,CLE,,,,Jones,D. Jones,,,,,,,,,,,,,,,,,,,,,,,,,,
128,PT02M40.00S,2023-10-29T00:01:36.6Z,1,REGULAR,substitution,in,[],1630596,,,1610612739,28,18,2023-10-29T00:01:42Z,1280000,False,,,0,,SUB in: E. Mobley,[1630596],1610612739.0,CLE,,,,Mobley,E. Mobley,,,,,,,,,,,,,,,,,,,,,,,,,,
129,PT02M40.00S,2023-10-29T00:01:48.9Z,1,REGULAR,substitution,out,[],1630171,,,1610612739,28,18,2023-10-29T00:02:06Z,1290000,False,,,0,,SUB out: I. Okoro,[1630171],1610612739.0,CLE,,,,Okoro,I. Okoro,,,,,,,,,,,,,,,,,,,,,,,,,,
130,PT02M40.00S,2023-10-29T00:01:48.9Z,1,REGULAR,substitution,out,[],1630169,,,1610612739,28,18,2023-10-29T00:02:06Z,1300000,False,,,0,,SUB out: T. Haliburton,[1630169],1610612754.0,IND,,,,Haliburton,T. Haliburton,,,,,,,,,,,,,,,,,,,,,,,,,,
131,PT02M40.00S,2023-10-29T00:01:48.9Z,1,REGULAR,substitution,in,[],1629731,,,1610612739,28,18,2023-10-29T00:02:06Z,1310000,False,,,0,,SUB in: D. Wade,[1629731],1610612739.0,CLE,,,,Wade,D. Wade,,,,,,,,,,,,,,,,,,,,,,,,,,
132,PT02M40.00S,2023-10-29T00:01:48.9Z,1,REGULAR,substitution,in,[],204456,,,1610612739,28,18,2023-10-29T00:02:06Z,1320000,False,,,0,,SUB in: T. McConnell,[204456],1610612754.0,IND,,,,McConnell,T. McConnell,,,,,,,,,,,,,,,,,,,,,,,,,,
133,PT02M37.00S,2023-10-29T00:02:16.2Z,1,REGULAR,turnover,bad pass,[],1627747,,,1610612739,28,18,2023-10-29T00:02:23Z,1330000,False,,,0,,C. LeVert bad pass TURNOVER (1 TO),"[1627747, 1629614]",1610612739.0,CLE,,,,LeVert,C. LeVert,,,,,Mid-Range,16-24 Right Center,,,,,,,,,,,,,,,,,,1.0,Nembhard,1629614.0
134,PT02M37.00S,2023-10-29T00:02:16.2Z,1,REGULAR,steal,,[],1629614,,,1610612754,28,18,2023-10-29T00:02:21Z,1340000,False,,,0,,A. Nembhard STEAL (1 STL),[1629614],1610612754.0,IND,,,,Nembhard,A. Nembhard,,,,,Mid-Range,16-24 Right Center,,,,,,,,,,,,,,,,,,,,
135,PT02M34.00S,2023-10-29T00:02:22.7Z,1,REGULAR,3pt,Jump Shot,"['fastbreak', 'fromturnover']",1627741,71.30420499342969,15.196078431372548,1610612754,28,21,2023-10-29T00:08:23Z,1350000,False,-174.0,217.0,1,right,B. Hield 27' 3PT running (3 PTS) (A. Nembhard 1 AST),"[1627741, 1629614]",1610612754.0,IND,running,,,Hield,B. Hield,,,,,Above the Break 3,24+ Left Center,,,,,,27.83,Made,,,,,3.0,A. Nembhard,1629614.0,1.0,,,,,
137,PT02M14.00S,2023-10-29T00:02:39.1Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1627777,10.068988173455978,41.66666666666667,1610612739,28,21,2023-10-29T00:02:47Z,1370000,False,42.0,42.0,1,left,MISS G. Niang driving Layup,[1627777],1610612739.0,CLE,driving,,,Niang,G. Niang,,,,,In The Paint (Non-RA),0-8 Center,,,,,,5.93,Missed,,,,,,,,,,,,,
138,PT02M10.00S,2023-10-29T00:02:43.1Z,1,REGULAR,rebound,offensive,[],1627777,,,1610612739,28,21,2023-10-29T00:21:48Z,1380000,False,,,0,,G. Niang REBOUND (Off:1 Def:1),[1627777],1610612739.0,CLE,,,,Niang,G. Niang,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,137.0,2.0,1.0,1.0,,,,,,,,,
238,PT02M09.00S,2023-10-29T00:02:44.9Z,1,REGULAR,turnover,bad pass,[],1627777,,,1610612739,28,21,2023-10-29T00:21:58Z,1385000,False,,,0,,G. Niang bad pass TURNOVER (1 TO),"[1627777, 1629614]",1610612739.0,CLE,,,,Niang,G. Niang,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,1.0,Nembhard,1629614.0
239,PT02M09.00S,2023-10-29T00:02:44.9Z,1,REGULAR,steal,,[],1629614,,,1610612754,28,21,2023-10-29T00:21:18Z,1387500,False,,,0,,A. Nembhard STEAL (2 STL),[1629614],1610612754.0,IND,,,,Nembhard,A. Nembhard,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
139,PT02M03.00S,2023-10-29T00:02:50.7Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1630174,94.30026281208936,49.26470588235294,1610612754,28,23,2023-10-29T00:21:18Z,1390000,False,-4.0,1.0,1,right,A. Nesmith driving Layup (4 PTS) (T. McConnell 1 AST),"[1630174, 204456]",1610612754.0,IND,driving,,,Nesmith,A. Nesmith,,,,,Restricted Area,0-8 Center,,,,,,0.39,Made,,,,,4.0,T. McConnell,204456.0,1.0,,,,,
141,PT02M02.00S,2023-10-29T00:03:00.2Z,1,REGULAR,timeout,full,['team'],0,,,1610612739,28,23,2023-10-29T00:03:00Z,1410000,False,,,0,,CLE Timeout,[],1610612739.0,CLE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
143,PT01M43.00S,2023-10-29T00:04:44.9Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630596,12.302890932982917,42.64705882352941,1610612739,30,23,2023-10-29T00:04:52Z,1420000,False,37.0,63.0,1,left,E. Mobley 7' turnaround Jump Shot (6 PTS),[1630596],1610612739.0,CLE,turnaround,,,Mobley,E. Mobley,,,,,In The Paint (Non-RA),0-8 Center,,,,,,7.3,Made,,,,,6.0,,,,,,,,
144,PT01M35.00S,2023-10-29T00:04:54.1Z,1,REGULAR,3pt,Jump Shot,[],1630174,93.38042049934296,3.431372549019608,1610612754,30,26,2023-10-29T00:04:59Z,1430000,False,-233.0,10.0,1,right,A. Nesmith 3PT  (7 PTS) (T. McConnell 2 AST),"[1630174, 204456]",1610612754.0,IND,,,,Nesmith,A. Nesmith,,,,,Left Corner 3,24+ Left,,,,,,23.3,Made,,,,,7.0,T. McConnell,204456.0,2.0,,,,,
146,PT01M14.00S,2023-10-29T00:05:14.8Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1627777,6.783837056504599,50.245098039215684,1610612739,32,26,2023-10-29T00:13:04Z,1450000,False,-1.0,11.0,1,left,G. Niang cutting Layup (2 PTS) (D. Wade 1 AST),"[1627777, 1629731]",1610612739.0,CLE,cutting,,,Niang,G. Niang,,,,,Restricted Area,0-8 Center,,,,,,1.14,Made,,,,,2.0,D. Wade,1629731.0,1.0,,,,,
148,PT01M02.00S,2023-10-29T00:05:27.1Z,1,REGULAR,3pt,Jump Shot,[],1627741,90.09526938239159,3.9215686274509802,1610612754,32,26,2023-10-29T00:05:30Z,1470000,False,-230.0,41.0,1,right,MISS B. Hield 3PT,[1627741],1610612754.0,IND,,,,Hield,B. Hield,,,,,Left Corner 3,24+ Left,,,,,,23.39,Missed,,,,,,,,,,,,,
149,PT00M59.70S,2023-10-29T00:05:29.4Z,1,REGULAR,rebound,defensive,[],1627747,,,1610612739,32,26,2023-10-29T00:05:30Z,1480000,False,,,0,,C. LeVert REBOUND (Off:1 Def:2),[1627747],1610612739.0,CLE,,,,LeVert,C. LeVert,,,,,Left Corner 3,24+ Left,,,,,,,,148.0,3.0,2.0,1.0,,,,,,,,,
150,PT00M52.80S,2023-10-29T00:05:37.8Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],1630596,6.783837056504599,51.470588235294116,1610612739,34,26,2023-10-29T00:05:41Z,1490000,False,-7.0,11.0,1,left,E. Mobley DUNK (8 PTS) (C. LeVert 3 AST),"[1630596, 1627747]",1610612739.0,CLE,,,,Mobley,E. Mobley,,,,,Restricted Area,0-8 Center,,,,,,1.35,Made,,,,,8.0,C. LeVert,1627747.0,3.0,,,,,
152,PT00M44.60S,2023-10-29T00:05:49.8Z,1,REGULAR,3pt,Jump Shot,[],1630174,68.28186596583443,67.40196078431373,1610612754,34,29,2023-10-29T00:05:53Z,1510000,False,87.0,246.0,1,right,A. Nesmith 26' 3PT  (10 PTS) (T. McConnell 3 AST),"[1630174, 204456]",1610612754.0,IND,,,,Nesmith,A. Nesmith,,,,,Above the Break 3,24+ Right Center,,,,,,26.06,Made,,,,,10.0,T. McConnell,204456.0,3.0,,,,,
154,PT00M32.20S,2023-10-29T00:06:06.1Z,1,REGULAR,3pt,Jump Shot,[],1627747,31.750985545335087,34.068627450980394,1610612739,37,29,2023-10-29T00:06:09Z,1530000,False,80.0,246.0,1,left,C. LeVert 25' 3PT  (22 PTS) (E. Mobley 2 AST),"[1627747, 1630596]",1610612739.0,CLE,,,,LeVert,C. LeVert,,,,,Above the Break 3,24+ Center,,,,,,25.86,Made,,,,,22.0,E. Mobley,1630596.0,2.0,,,,,
156,PT00M18.90S,2023-10-29T00:06:21.3Z,1,REGULAR,3pt,Jump Shot,[],1630174,78.40013140604468,91.42156862745098,1610612754,37,29,2023-10-29T00:06:27Z,1550000,False,207.0,151.0,1,right,MISS A. Nesmith 25' 3PT,[1630174],1610612754.0,IND,,,,Nesmith,A. Nesmith,,,,,Above the Break 3,24+ Right Center,,,,,,25.6,Missed,,,,,,,,,,,,,
157,PT00M15.80S,2023-10-29T00:06:24.4Z,1,REGULAR,rebound,offensive,[],1630188,,,1610612754,37,29,2023-10-29T00:06:27Z,1560000,False,,,0,,J. Smith REBOUND (Off:1 Def:1),[1630188],1610612754.0,IND,,,,Smith,J. Smith,,,,,Above the Break 3,24+ Right Center,,,,,,,,156.0,2.0,1.0,1.0,,,,,,,,,
158,PT00M15.80S,2023-10-29T00:06:26.5Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1630188,91.93495400788436,49.50980392156863,1610612754,37,31,2023-10-29T00:06:33Z,1570000,False,-2.0,23.0,1,right,J. Smith putback Layup (6 PTS),[1630188],1610612754.0,IND,putback,,,Smith,J. Smith,,,,,Restricted Area,0-8 Center,,,,,,2.34,Made,,,,,6.0,,,,,,,,
159,PT00M00.00S,2023-10-29T00:06:45.7Z,1,REGULAR,3pt,Jump Shot,[],1627747,29.911300919842315,29.166666666666668,1610612739,37,31,2023-10-29T00:06:49Z,1580000,False,104.0,229.0,1,left,MISS C. LeVert 25' 3PT,[1627747],1610612739.0,CLE,,,,LeVert,C. LeVert,,,,,Above the Break 3,24+ Right Center,,,,,,25.13,Missed,,,,,,,,,,,,,
160,PT00M00.00S,2023-10-29T00:06:45.7Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612739,37,31,2023-10-29T00:06:49Z,1590000,False,,,0,,TEAM offensive REBOUND,[],1610612739.0,CLE,,,,,,,,,,Above the Break 3,24+ Right Center,,,,,,,,159.0,,,,,,,,,,,,
161,PT00M00.00S,2023-10-29T00:06:48.9Z,1,REGULAR,period,end,[],0,,,1610612739,37,31,2023-10-29T00:06:48Z,1600000,False,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
162,PT12M00.00S,2023-10-29T00:07:10.2Z,2,REGULAR,substitution,out,['startperiod'],1627747,,,1610612739,37,31,2023-10-29T00:09:27Z,1610000,False,,,0,,SUB out: C. LeVert,[1627747],1610612739.0,CLE,,,,LeVert,C. LeVert,,,,,,,,,,,,,,,,,,,,,,,,,,
163,PT12M00.00S,2023-10-29T00:07:10.2Z,2,REGULAR,substitution,out,['startperiod'],1629731,,,1610612739,37,31,2023-10-29T00:09:27Z,1620000,False,,,0,,SUB out: D. Wade,[1629731],1610612739.0,CLE,,,,Wade,D. Wade,,,,,,,,,,,,,,,,,,,,,,,,,,
164,PT12M00.00S,2023-10-29T00:07:10.2Z,2,REGULAR,substitution,in,['startperiod'],1629622,,,1610612739,37,31,2023-10-29T00:09:27Z,1630000,False,,,0,,SUB in: M. Strus,[1629622],1610612739.0,CLE,,,,Strus,M. Strus,,,,,,,,,,,,,,,,,,,,,,,,,,
165,PT12M00.00S,2023-10-29T00:07:10.2Z,2,REGULAR,substitution,in,['startperiod'],1641854,,,1610612739,37,31,2023-10-29T00:09:27Z,1640000,False,,,0,,SUB in: C. Porter,[1641854],1610612739.0,CLE,,,,Porter,C. Porter,,,,,,,,,,,,,,,,,,,,,,,,,,
166,PT12M00.00S,2023-10-29T00:09:24.2Z,2,REGULAR,period,start,[],0,,,1610612754,37,31,2023-10-29T00:09:27Z,1650000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
167,PT11M46.00S,2023-10-29T00:09:37.4Z,2,REGULAR,3pt,Jump Shot,[],1627741,67.7562417871222,56.127450980392155,1610612754,37,31,2023-10-29T00:09:45Z,1660000,False,31.0,251.0,1,right,MISS B. Hield 25' 3PT,[1627741],1610612754.0,IND,,,,Hield,B. Hield,,,,,Above the Break 3,24+ Center,,,,,,25.25,Missed,,,,,,,,,,,,,
