actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,blockPlayerName,blockPersonId,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,turnoverTotal,stealPlayerName,stealPersonId
2,PT12M00.00S,2023-11-19T23:11:00.0Z,1,REGULAR,period,start,[],0,,,0,0,0,2023-11-19T23:11:00Z,20000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,PT11M53.00S,2023-11-19T23:11:05.9Z,1,REGULAR,jumpball,recovered,[],203932,,,1610612743,0,0,2023-11-19T23:11:05Z,40000,False,,,0,,Jump Ball N. Jokic vs. J. Allen: Tip to A. Gordon,"[203932, 203999, 1628386]",1610612743.0,DEN,startperiod,A. Gordon,203932.0,Gordon,A. Gordon,Jokic,203999.0,Allen,1628386.0,,,,,,,,,,,,,,,,,,,,,,
7,PT11M40.00S,2023-11-19T23:11:19.2Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],203999,8.229303547963205,40.68627450980392,1610612743,0,2,2023-11-19T23:11:24Z,70000,False,47.0,25.0,1,left,N. Jokic driving Hook (2 PTS),[203999],1610612743.0,DEN,driving,,,Jokic,N. Jokic,,,,,In The Paint (Non-RA),0-8 Center,5.28,Made,2.0,,,,,,,,,,,,,,,,,
8,PT11M23.00S,2023-11-19T23:11:38.1Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1628386,93.38042049934296,50.98039215686274,1610612739,0,2,2023-11-19T23:36:08Z,80000,False,5.0,10.0,1,right,MISS J. Allen cutting Layup - blocked,"[1628386, 203999]",1610612739.0,CLE,cutting,,,Allen,J. Allen,,,,,Restricted Area,0-8 Center,1.09,Missed,,Jokic,203999.0,,,,,,,,,,,,,,,
9,PT11M23.00S,2023-11-19T23:11:38.1Z,1,REGULAR,block,,[],203999,,,1610612739,0,2,2023-11-19T23:11:44Z,90000,False,,,0,,N. Jokic BLOCK (1 BLK),[203999],1610612743.0,DEN,,,,Jokic,N. Jokic,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
10,PT11M20.00S,2023-11-19T23:11:41.1Z,1,REGULAR,rebound,offensive,[],1630596,,,1610612739,0,2,2023-11-19T23:36:08Z,100000,False,,,0,,E. Mobley REBOUND (Off:1 Def:0),[1630596],1610612739.0,CLE,,,,Mobley,E. Mobley,,,,,Restricted Area,0-8 Center,,,,,,8.0,1.0,0.0,1.0,,,,,,,,,,,
11,PT11M20.00S,2023-11-19T23:11:47.7Z,1,REGULAR,2pt,Layup,"['2ndchance', 'pointsinthepaint']",1630596,94.40999984741211,50.0,1610612739,2,2,2023-11-19T23:36:18Z,110000,False,0.0,0.0,1,right,E. Mobley putback Layup (2 PTS),[1630596],1610612739.0,CLE,putback,,,Mobley,E. Mobley,,,,,Restricted Area,0-8 Center,0.0,Made,2.0,,,,,,,,,,,,,,,,,
13,PT10M58.00S,2023-11-19T23:12:14.4Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203999,16.507884362680684,50.0,1610612743,2,4,2023-11-19T23:12:37Z,130000,False,0.0,103.0,1,left,N. Jokic 10' floating Jump Shot (4 PTS) (R. Jackson 1 AST),"[203999, 202704]",1610612743.0,DEN,floating,,,Jokic,N. Jokic,,,,,In The Paint (Non-RA),8-16 Center,10.27,Made,4.0,,,,,,,R. Jackson,202704.0,1.0,,,,,,,,
15,PT10M46.00S,2023-11-19T23:12:26.5Z,1,REGULAR,2pt,Jump Shot,[],1630596,79.58278580814718,49.754901960784316,1610612739,4,4,2023-11-19T23:12:31Z,150000,False,-1.0,139.0,1,right,E. Mobley 13' Jump Shot (4 PTS) (M. Strus 1 AST),"[1630596, 1629622]",1610612739.0,CLE,,,,Mobley,E. Mobley,,,,,Mid-Range,8-16 Center,13.94,Made,4.0,,,,,,,M. Strus,1629622.0,1.0,,,,,,,,
17,PT10M32.00S,2023-11-19T23:12:40.0Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],202704,9.280551905387648,65.68627450980392,1610612743,4,4,2023-11-19T23:12:44Z,170000,False,-78.0,35.0,1,left,MISS R. Jackson 8' driving floating Shot,[202704],1610612743.0,DEN,driving floating,,,Jackson,R. Jackson,,,,,In The Paint (Non-RA),8-16 Left,8.57,Missed,,,,,,,,,,,,,,,,,,
