actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,turnoverTotal,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId
2,PT12M00.00S,2024-02-23T00:11:20.9Z,1,REGULAR,period,start,[],0,,,0,0,0,2024-02-23T00:11:20Z,20000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,PT11M56.00S,2024-02-23T00:11:23.5Z,1,REGULAR,jumpball,recovered,[],1629636,,,1610612739,0,0,2024-02-23T00:11:23Z,40000,False,,,0,,Jump Ball J. Allen vs. W. Carter Jr.: Tip to D. Garland,"[1629636, 1628386, 1628976]",1610612739.0,CLE,startperiod,D. Garland,1629636.0,Garland,D. Garland,Allen,1628386.0,Carter Jr.,1628976.0,,,,,,,,,,,,,,,,,,,,,,
7,PT11M42.00S,2024-02-23T00:11:38.4Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1629622,93.24901445466492,52.450980392156865,1610612739,2,0,2024-02-23T00:11:43Z,70000,False,12.0,11.0,1,right,M. Strus Layup (2 PTS) (E. Mobley 1 AST),"[1629622, 1630596]",1610612739.0,CLE,,,,Strus,M. Strus,,,,,Restricted Area,0-8 Center,1.65,Made,2.0,E. Mobley,1630596.0,1.0,,,,,,,,,,,,,,
9,PT11M17.00S,2024-02-23T00:12:02.1Z,1,REGULAR,3pt,Jump Shot,[],203914,6.389618922470433,3.1862745098039214,1610612753,2,3,2024-02-23T00:12:07Z,90000,False,234.0,8.0,1,left,G. Harris 3PT  (3 PTS) (P. Banchero 1 AST),"[203914, 1631094]",1610612753.0,ORL,,,,Harris,G. Harris,,,,,Right Corner 3,24+ Right,23.42,Made,3.0,P. Banchero,1631094.0,1.0,,,,,,,,,,,,,,
11,PT11M05.00S,2024-02-23T00:12:14.5Z,1,REGULAR,3pt,Jump Shot,[],1629636,67.62483574244416,27.696078431372552,1610612739,2,3,2024-02-23T00:12:40Z,110000,False,-112.0,252.0,1,right,MISS D. Garland 27' pullup 3PT,[1629636],1610612739.0,CLE,pullup,,,Garland,D. Garland,,,,,Above the Break 3,24+ Left Center,27.54,Missed,,,,,,,,,,,,,,,,,,
12,PT11M02.00S,2024-02-23T00:12:17.5Z,1,REGULAR,rebound,defensive,[],1631094,,,1610612753,2,3,2024-02-23T00:12:19Z,120000,False,,,0,,P. Banchero REBOUND (Off:0 Def:1),[1631094],1610612753.0,ORL,,,,Banchero,P. Banchero,,,,,Above the Break 3,24+ Left Center,,,,,,,11.0,1.0,1.0,0.0,,,,,,,,,,
13,PT10M55.00S,2024-02-23T00:12:25.1Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1631094,8.754927726675426,48.529411764705884,1610612753,2,3,2024-02-23T00:12:30Z,130000,False,7.0,30.0,1,left,MISS P. Banchero driving Layup,[1631094],1610612753.0,ORL,driving,,,Banchero,P. Banchero,,,,,Restricted Area,0-8 Center,3.07,Missed,,,,,,,,,,,,,,,,,,
14,PT10M52.00S,2024-02-23T00:12:28.1Z,1,REGULAR,rebound,offensive,[],1631094,,,1610612753,2,3,2024-02-23T00:12:30Z,140000,False,,,0,,P. Banchero REBOUND (Off:1 Def:1),[1631094],1610612753.0,ORL,,,,Banchero,P. Banchero,,,,,Restricted Area,0-8 Center,,,,,,,13.0,2.0,1.0,1.0,,,,,,,,,,
15,PT10M52.00S,2024-02-23T00:12:28.3Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1631094,5.590000152587891,50.0,1610612753,2,3,2024-02-23T00:12:28Z,150000,False,0.0,0.0,1,left,MISS P. Banchero tip Layup,[1631094],1610612753.0,ORL,tip,,,Banchero,P. Banchero,,,,,Mid-Range,8-16 Left,0.0,Missed,,,,,,,,,,,,,,,,,,
16,PT10M51.00S,2024-02-23T00:12:29.2Z,1,REGULAR,rebound,defensive,[],1630596,,,1610612739,2,3,2024-02-23T00:12:29Z,160000,False,,,0,,E. Mobley REBOUND (Off:0 Def:1),[1630596],1610612739.0,CLE,,,,Mobley,E. Mobley,,,,,Mid-Range,8-16 Left,,,,,,,15.0,1.0,1.0,0.0,,,,,,,,,,
