actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,turnoverTotal,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId
18,PT10M40.00S,2024-01-04T00:12:47.7Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1628378,7.5722733245729295,49.26470588235294,1610612739,4,2,2024-01-04T00:12:54Z,180000,False,4.0,19.0,1,left,MISS D. Mitchell cutting Layup,[1628378],1610612739.0,CLE,cutting,,,Mitchell,D. Mitchell,,,,,Restricted Area,0-8 Center,,,,,,1.91,Missed,,,,,,,,,,,,,
19,PT10M38.00S,2024-01-04T00:12:49.7Z,1,REGULAR,rebound,defensive,[],1630166,,,1610612764,4,2,2024-01-04T00:12:54Z,190000,False,,,0,,D. Avdija REBOUND (Off:0 Def:1),[1630166],1610612764.0,WAS,,,,Avdija,D. Avdija,,,,,Restricted Area,0-8 Center,,,,,,,,18.0,1.0,1.0,0.0,,,,,,,,,
20,PT10M35.00S,2024-01-04T00:12:53.1Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],1629673,93.77463863337714,96.07843137254902,1610612764,4,5,2024-01-04T00:13:39Z,200000,False,230.0,6.0,1,right,J. Poole 3PT running (3 PTS) (T. Jones 1 AST),"[1629673, 1626145]",1610612764.0,WAS,running,,,Poole,J. Poole,,,,,Right Corner 3,24+ Right,,,,,,23.05,Made,,,,,3.0,T. Jones,1626145.0,1.0,,,,,
22,PT10M20.00S,2024-01-04T00:13:08.6Z,1,REGULAR,3pt,Jump Shot,[],1629622,26.888961892247043,17.401960784313726,1610612739,7,5,2024-01-04T00:13:12Z,220000,False,163.0,200.0,1,left,M. Strus 25' 3PT  (3 PTS) (D. Mitchell 1 AST),"[1629622, 1628378]",1610612739.0,CLE,,,,Strus,M. Strus,,,,,Above the Break 3,24+ Right Center,,,,,,25.82,Made,,,,,3.0,D. Mitchell,1628378.0,1.0,,,,,
24,PT10M05.00S,2024-01-04T00:13:24.0Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630166,92.46057818659659,51.470588235294116,1610612764,7,7,2024-01-04T00:13:29Z,240000,False,7.0,18.0,1,right,D. Avdija driving Layup (2 PTS),[1630166],1610612764.0,WAS,driving,,,Avdija,D. Avdija,,,,,Restricted Area,0-8 Center,,,,,,1.98,Made,,,,,2.0,,,,,,,,
26,PT09M52.00S,2024-01-04T00:13:36.4Z,1,REGULAR,turnover,bad pass,[],1629622,,,1610612739,7,7,2024-01-04T00:13:51Z,260000,False,,,0,,M. Strus bad pass TURNOVER (1 TO),"[1629622, 1630166]",1610612739.0,CLE,,,,Strus,M. Strus,,,,,Mid-Range,8-16 Right,,,,,,,,,,,,,,,,1.0,Avdija,1630166.0,,
27,PT09M52.00S,2024-01-04T00:13:36.4Z,1,REGULAR,steal,,[],1630166,,,1610612764,7,7,2024-01-04T00:13:43Z,270000,False,,,0,,D. Avdija STEAL (1 STL),[1630166],1610612764.0,WAS,,,,Avdija,D. Avdija,,,,,Mid-Range,8-16 Right,,,,,,,,,,,,,,,,,,,,
28,PT09M49.00S,2024-01-04T00:13:50.7Z,1,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint', 'fromturnover']",1629673,91.85282522996057,46.83670343137255,1610612764,7,9,2024-01-04T00:15:47Z,280000,False,-16.0,24.0,1,right,J. Poole running finger roll Layup (5 PTS) (K. Kuzma 1 AST),"[1629673, 1628398]",1610612764.0,WAS,running finger roll,,,Poole,J. Poole,,,,,Restricted Area,0-8 Center,,,,,,2.88,Made,,,,,5.0,K. Kuzma,1628398.0,1.0,,,,,
29,PT09M30.00S,2024-01-04T00:13:58.6Z,1,REGULAR,2pt,Jump Shot,[],1628386,23.603810775295663,42.8921568627451,1610612739,7,9,2024-01-04T00:16:09Z,290000,False,36.0,169.0,1,left,MISS J. Allen 17' turnaround Shot,[1628386],1610612739.0,CLE,turnaround,,,Allen,J. Allen,,,,,Mid-Range,16-24 Center,,,,,,17.31,Missed,,,,,,,,,,,,,
30,PT09M30.00S,2024-01-04T00:13:58.6Z,1,REGULAR,rebound,defensive,[],1626145,,,1610612764,7,9,2024-01-04T00:14:03Z,300000,False,,,0,,T. Jones REBOUND (Off:0 Def:1),[1626145],1610612764.0,WAS,,,,Jones,T. Jones,,,,,Mid-Range,16-24 Center,,,,,,,,29.0,1.0,1.0,0.0,,,,,,,,,
31,PT09M18.00S,2024-01-04T00:14:09.9Z,1,REGULAR,2pt,Jump Shot,[],1626145,79.188567674113,63.725490196078425,1610612764,7,9,2024-01-04T00:16:55Z,310000,False,69.0,143.0,1,right,MISS T. Jones 15' driving floating Shot,[1626145],1610612764.0,WAS,driving floating,,,Jones,T. Jones,,,,,Mid-Range,8-16 Center,,,,,,15.87,Missed,,,,,,,,,,,,,
32,PT09M16.00S,2024-01-04T00:14:11.9Z,1,REGULAR,rebound,defensive,[],1628386,,,1610612739,7,9,2024-01-04T00:16:55Z,320000,False,,,0,,J. Allen REBOUND (Off:1 Def:1),[1628386],1610612739.0,CLE,,,,Allen,J. Allen,,,,,Mid-Range,8-16 Center,,,,,,,,31.0,2.0,1.0,1.0,,,,,,,,,
33,PT09M08.00S,2024-01-04T00:14:20.5Z,1,REGULAR,3pt,Jump Shot,[],1628378,18.610381077529567,94.6078431372549,1610612739,10,9,2024-01-04T00:14:25Z,330000,False,-223.0,122.0,1,left,D. Mitchell 25' 3PT step back (3 PTS) (D. Wade 1 AST),"[1628378, 1629731]",1610612739.0,CLE,step back,,,Mitchell,D. Mitchell,,,,,Above the Break 3,24+ Left Center,,,,,,25.44,Made,,,,,3.0,D. Wade,1629731.0,1.0,,,,,
35,PT08M54.00S,2024-01-04T00:14:34.3Z,1,REGULAR,3pt,Jump Shot,[],1629673,91.5407358738502,2.450980392156863,1610612764,10,9,2024-01-04T00:14:39Z,350000,False,-238.0,27.0,1,right,MISS J. Poole 3PT,[1629673],1610612764.0,WAS,,,,Poole,J. Poole,,,,,Left Corner 3,24+ Left,,,,,,23.92,Missed,,,,,,,,,,,,,
36,PT08M50.00S,2024-01-04T00:14:38.3Z,1,REGULAR,rebound,offensive,[],1629673,,,1610612764,10,9,2024-01-04T00:14:38Z,360000,False,,,0,,J. Poole REBOUND (Off:1 Def:0),[1629673],1610612764.0,WAS,,,,Poole,J. Poole,,,,,Left Corner 3,24+ Left,,,,,,,,35.0,1.0,0.0,1.0,,,,,,,,,
37,PT08M39.00S,2024-01-04T00:14:49.3Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],1629673,71.04139290407359,77.45098039215686,1610612764,10,12,2024-01-04T00:17:34Z,370000,False,137.0,220.0,1,right,J. Poole 25' 3PT step back (8 PTS),[1629673],1610612764.0,WAS,step back,,,Poole,J. Poole,,,,,Above the Break 3,24+ Right Center,,,,,,25.91,Made,,,,,8.0,,,,,,,,
39,PT08M17.00S,2024-01-04T00:15:12.1Z,1,REGULAR,3pt,Jump Shot,[],1628378,22.683968462549277,90.44117647058823,1610612739,13,12,2024-01-04T00:15:15Z,380000,False,-202.0,161.0,1,left,D. Mitchell 25' 3PT  (6 PTS) (J. Allen 1 AST),"[1628378, 1628386]",1610612739.0,CLE,,,,Mitchell,D. Mitchell,,,,,Above the Break 3,24+ Left Center,,,,,,25.83,Made,,,,,6.0,J. Allen,1628386.0,1.0,,,,,
41,PT08M02.00S,2024-01-04T00:15:27.4Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1629655,93.38042049934296,50.0,1610612764,13,14,2024-01-04T00:18:44Z,400000,False,0.0,10.0,1,right,D. Gafford cutting Layup (2 PTS),[1629655],1610612764.0,WAS,cutting,,,Gafford,D. Gafford,,,,,Restricted Area,0-8 Center,,,,,,0.97,Made,,,,,2.0,,,,,,,,
42,PT07M49.00S,2024-01-04T00:15:39.0Z,1,REGULAR,3pt,Jump Shot,[],1629622,31.750985545335087,32.59803921568628,1610612739,16,14,2024-01-04T00:15:43Z,410000,False,87.0,246.0,1,left,M. Strus 26' 3PT  (6 PTS) (D. Mitchell 2 AST),"[1629622, 1628378]",1610612739.0,CLE,,,,Strus,M. Strus,,,,,Above the Break 3,24+ Right Center,,,,,,26.09,Made,,,,,6.0,D. Mitchell,1628378.0,2.0,,,,,
44,PT07M35.00S,2024-01-04T00:15:53.7Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],1629655,94.03745072273325,50.73529411764706,1610612764,16,16,2024-01-04T00:16:00Z,430000,False,4.0,4.0,1,right,D. Gafford alley-oop DUNK (4 PTS) (J. Poole 1 AST),"[1629655, 1629673]",1610612764.0,WAS,alley-oop,,,Gafford,D. Gafford,,,,,Restricted Area,0-8 Center,,,,,,0.51,Made,,,,,4.0,J. Poole,1629673.0,1.0,,,,,
46,PT07M35.00S,2024-01-04T00:15:59.2Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612739,16,16,2024-01-04T00:15:59Z,450000,False,,,0,,CLE Timeout,[],1610612739.0,CLE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
48,PT07M21.00S,2024-01-04T00:19:07.7Z,1,REGULAR,3pt,Jump Shot,[],1628378,29.38567674113009,26.225490196078432,1610612739,16,16,2024-01-04T00:19:28Z,460000,False,119.0,224.0,1,left,MISS D. Mitchell 25' turnaround 3PT,[1628378],1610612739.0,CLE,turnaround,,,Mitchell,D. Mitchell,,,,,Above the Break 3,24+ Right Center,,,,,,25.33,Missed,,,,,,,,,,,,,
49,PT07M19.00S,2024-01-04T00:19:09.7Z,1,REGULAR,rebound,defensive,[],1628398,,,1610612764,16,16,2024-01-04T00:19:28Z,470000,False,,,0,,K. Kuzma REBOUND (Off:0 Def:1),[1628398],1610612764.0,WAS,,,,Kuzma,K. Kuzma,,,,,Above the Break 3,24+ Right Center,,,,,,,,48.0,1.0,1.0,0.0,,,,,,,,,
50,PT07M07.00S,2024-01-04T00:19:21.5Z,1,REGULAR,2pt,Jump Shot,[],1629673,95.0886990801577,74.50980392156863,1610612764,16,16,2024-01-04T00:19:37Z,480000,False,123.0,-6.0,1,right,MISS J. Poole 12' fadeaway Shot,[1629673],1610612764.0,WAS,fadeaway,,,Poole,J. Poole,,,,,Mid-Range,8-16 Right,,,,,,12.27,Missed,,,,,,,,,,,,,
51,PT07M05.00S,2024-01-04T00:19:23.5Z,1,REGULAR,rebound,defensive,[],1628378,,,1610612739,16,16,2024-01-04T00:19:37Z,490000,False,,,0,,D. Mitchell REBOUND (Off:0 Def:1),[1628378],1610612739.0,CLE,,,,Mitchell,D. Mitchell,,,,,Mid-Range,8-16 Right,,,,,,,,50.0,1.0,1.0,0.0,,,,,,,,,
52,PT07M00.00S,2024-01-04T00:19:29.0Z,1,REGULAR,2pt,Jump Shot,"['fastbreak', 'pointsinthepaint']",1628378,17.0335085413929,49.01960784313725,1610612739,16,16,2024-01-04T00:21:12Z,500000,False,5.0,108.0,1,left,MISS D. Mitchell 10' running pullup Shot,[1628378],1610612739.0,CLE,running pullup,,,Mitchell,D. Mitchell,,,,,In The Paint (Non-RA),8-16 Center,,,,,,10.77,Missed,,,,,,,,,,,,,
53,PT06M55.00S,2024-01-04T00:19:34.0Z,1,REGULAR,rebound,defensive,[],1630166,,,1610612764,16,16,2024-01-04T00:19:34Z,510000,False,,,0,,D. Avdija REBOUND (Off:0 Def:2),[1630166],1610612764.0,WAS,,,,Avdija,D. Avdija,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,52.0,2.0,2.0,0.0,,,,,,,,,
54,PT06M49.00S,2024-01-04T00:19:40.1Z,1,REGULAR,3pt,Jump Shot,[],1628398,71.04139290407359,23.774509803921568,1610612764,16,19,2024-01-04T00:19:45Z,520000,False,-131.0,220.0,1,right,K. Kuzma 25' 3PT  (5 PTS) (D. Avdija 2 AST),"[1628398, 1630166]",1610612764.0,WAS,,,,Kuzma,K. Kuzma,,,,,Above the Break 3,24+ Left Center,,,,,,25.58,Made,,,,,5.0,D. Avdija,1630166.0,2.0,,,,,
56,PT06M30.00S,2024-01-04T00:19:58.9Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],1628386,11.777266754270697,44.6078431372549,1610612739,16,19,2024-01-04T00:20:05Z,540000,False,27.0,58.0,1,left,MISS J. Allen 6' driving Hook,[1628386],1610612739.0,CLE,driving,,,Allen,J. Allen,,,,,In The Paint (Non-RA),0-8 Center,,,,,,6.42,Missed,,,,,,,,,,,,,
57,PT06M27.00S,2024-01-04T00:20:01.8Z,1,REGULAR,rebound,defensive,[],1630166,,,1610612764,16,19,2024-01-04T00:20:01Z,550000,False,,,0,,D. Avdija REBOUND (Off:0 Def:3),[1630166],1610612764.0,WAS,,,,Avdija,D. Avdija,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,56.0,3.0,3.0,0.0,,,,,,,,,
58,PT06M17.00S,2024-01-04T00:20:11.2Z,1,REGULAR,2pt,Jump Shot,[],1628398,87.99277266754271,73.2843137254902,1610612764,16,21,2024-01-04T00:20:18Z,560000,False,116.0,60.0,1,right,K. Kuzma 13' turnaround fadeaway Jump Shot (7 PTS),[1628398],1610612764.0,WAS,turnaround fadeaway,,,Kuzma,K. Kuzma,,,,,Mid-Range,8-16 Right,,,,,,13.11,Made,,,,,7.0,,,,,,,,
59,PT06M02.00S,2024-01-04T00:20:26.0Z,1,REGULAR,3pt,Jump Shot,[],1629622,31.225361366622867,30.637254901960787,1610612739,19,21,2024-01-04T00:20:30Z,570000,False,97.0,241.0,1,left,M. Strus 25' 3PT  (9 PTS) (D. Mitchell 3 AST),"[1629622, 1628378]",1610612739.0,CLE,,,,Strus,M. Strus,,,,,Above the Break 3,24+ Right Center,,,,,,25.97,Made,,,,,9.0,D. Mitchell,1628378.0,3.0,,,,,
61,PT05M37.00S,2024-01-04T00:20:51.8Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629673,89.30683311432325,40.68627450980392,1610612764,19,21,2024-01-04T00:20:56Z,590000,False,-47.0,48.0,1,right,MISS J. Poole 6' driving floating bank Shot,[1629673],1610612764.0,WAS,driving floating bank,,,Poole,J. Poole,,,,,In The Paint (Non-RA),0-8 Center,,,,,,6.69,Missed,,,,,,,,,,,,,
62,PT05M35.00S,2024-01-04T00:20:53.8Z,1,REGULAR,rebound,defensive,[],1628386,,,1610612739,19,21,2024-01-04T00:20:56Z,600000,False,,,0,,J. Allen REBOUND (Off:1 Def:2),[1628386],1610612739.0,CLE,,,,Allen,J. Allen,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,61.0,3.0,2.0,1.0,,,,,,,,,
63,PT05M20.00S,2024-01-04T00:21:09.8Z,1,REGULAR,3pt,Jump Shot,[],1630171,6.258212877792378,97.05882352941177,1610612739,22,21,2024-01-04T00:21:14Z,610000,False,-235.0,6.0,1,left,I. Okoro 3PT  (3 PTS) (J. Allen 2 AST),"[1630171, 1628386]",1610612739.0,CLE,,,,Okoro,I. Okoro,,,,,Left Corner 3,24+ Left,,,,,,23.54,Made,,,,,3.0,J. Allen,1628386.0,2.0,,,,,
65,PT05M05.00S,2024-01-04T00:21:23.5Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630166,85.62746386333771,38.72549019607843,1610612764,22,23,2024-01-04T00:21:33Z,630000,False,-56.0,83.0,1,right,D. Avdija 10' driving floating Jump Shot (4 PTS),[1630166],1610612764.0,WAS,driving floating,,,Avdija,D. Avdija,,,,,In The Paint (Non-RA),8-16 Left,,,,,,10.0,Made,,,,,4.0,,,,,,,,
66,PT04M47.00S,2024-01-04T00:21:41.3Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1629622,6.915243101182654,49.754901960784316,1610612739,24,23,2024-01-04T00:21:45Z,640000,False,1.0,13.0,1,left,M. Strus driving Layup (11 PTS),[1629622],1610612739.0,CLE,driving,,,Strus,M. Strus,,,,,Restricted Area,0-8 Center,,,,,,1.26,Made,,,,,11.0,,,,,,,,
67,PT04M32.00S,2024-01-04T00:21:56.7Z,1,REGULAR,3pt,Jump Shot,[],1630166,74.32654402102497,83.82352941176471,1610612764,24,23,2024-01-04T00:22:01Z,650000,False,169.0,189.0,1,right,MISS D. Avdija 25' 3PT,[1630166],1610612764.0,WAS,,,,Avdija,D. Avdija,,,,,Above the Break 3,24+ Right Center,,,,,,25.35,Missed,,,,,,,,,,,,,
68,PT04M29.00S,2024-01-04T00:21:59.7Z,1,REGULAR,rebound,defensive,[],1628386,,,1610612739,24,23,2024-01-04T00:22:01Z,660000,False,,,0,,J. Allen REBOUND (Off:1 Def:3),[1628386],1610612739.0,CLE,,,,Allen,J. Allen,,,,,Above the Break 3,24+ Right Center,,,,,,,,67.0,4.0,3.0,1.0,,,,,,,,,
69,PT04M25.00S,2024-01-04T00:22:05.5Z,1,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint']",1630171,6.389618922470433,49.26470588235294,1610612739,26,23,2024-01-04T00:24:59Z,670000,False,4.0,8.0,1,left,I. Okoro running Layup (5 PTS) (J. Allen 3 AST),"[1630171, 1628386]",1610612739.0,CLE,running,,,Okoro,I. Okoro,,,,,Restricted Area,0-8 Center,,,,,,0.85,Made,,,,,5.0,J. Allen,1628386.0,3.0,,,,,
71,PT04M25.00S,2024-01-04T00:22:12.3Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612764,26,23,2024-01-04T00:22:12Z,690000,False,,,0,,WAS Timeout,[],1610612764.0,WAS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
72,PT04M25.00S,2024-01-04T00:22:51.2Z,1,REGULAR,substitution,out,[],1629731,,,1610612764,26,23,2024-01-04T00:24:50Z,700000,False,,,0,,SUB out: D. Wade,[1629731],1610612739.0,CLE,,,,Wade,D. Wade,,,,,,,,,,,,,,,,,,,,,,,,,,
73,PT04M25.00S,2024-01-04T00:22:51.2Z,1,REGULAR,substitution,out,[],1630171,,,1610612764,26,23,2024-01-04T00:24:50Z,710000,False,,,0,,SUB out: I. Okoro,[1630171],1610612739.0,CLE,,,,Okoro,I. Okoro,,,,,,,,,,,,,,,,,,,,,,,,,,
74,PT04M25.00S,2024-01-04T00:22:51.2Z,1,REGULAR,substitution,out,[],1629622,,,1610612764,26,23,2024-01-04T00:24:50Z,720000,False,,,0,,SUB out: M. Strus,[1629622],1610612739.0,CLE,,,,Strus,M. Strus,,,,,,,,,,,,,,,,,,,,,,,,,,
75,PT04M25.00S,2024-01-04T00:22:51.2Z,1,REGULAR,substitution,out,[],1630166,,,1610612764,26,23,2024-01-04T00:24:50Z,730000,False,,,0,,SUB out: D. Avdija,[1630166],1610612764.0,WAS,,,,Avdija,D. Avdija,,,,,,,,,,,,,,,,,,,,,,,,,,
76,PT04M25.00S,2024-01-04T00:22:51.2Z,1,REGULAR,substitution,in,[],1630241,,,1610612764,26,23,2024-01-04T00:24:50Z,740000,False,,,0,,SUB in: S. Merrill,[1630241],1610612739.0,CLE,,,,Merrill,S. Merrill,,,,,,,,,,,,,,,,,,,,,,,,,,
77,PT04M25.00S,2024-01-04T00:22:51.2Z,1,REGULAR,substitution,in,[],1627777,,,1610612764,26,23,2024-01-04T00:24:50Z,750000,False,,,0,,SUB in: G. Niang,[1627777],1610612739.0,CLE,,,,Niang,G. Niang,,,,,,,,,,,,,,,,,,,,,,,,,,
78,PT04M25.00S,2024-01-04T00:22:51.2Z,1,REGULAR,substitution,in,[],1627747,,,1610612764,26,23,2024-01-04T00:24:50Z,760000,False,,,0,,SUB in: C. LeVert,[1627747],1610612739.0,CLE,,,,LeVert,C. LeVert,,,,,,,,,,,,,,,,,,,,,,,,,,
79,PT04M25.00S,2024-01-04T00:22:51.2Z,1,REGULAR,substitution,in,[],1641731,,,1610612764,26,23,2024-01-04T00:24:50Z,770000,False,,,0,,SUB in: B. Coulibaly,[1641731],1610612764.0,WAS,,,,Coulibaly,B. Coulibaly,,,,,,,,,,,,,,,,,,,,,,,,,,
80,PT04M09.00S,2024-01-04T00:25:20.7Z,1,REGULAR,3pt,Jump Shot,[],1628398,67.09921156373193,15.196078431372548,1610612764,26,26,2024-01-04T00:25:26Z,780000,False,-174.0,257.0,1,right,K. Kuzma 31' 3PT  (10 PTS) (T. Jones 2 AST),"[1628398, 1626145]",1610612764.0,WAS,,,,Kuzma,K. Kuzma,,,,,Above the Break 3,24+ Left Center,,,,,,31.02,Made,,,,,10.0,T. Jones,1626145.0,2.0,,,,,
83,PT03M42.00S,2024-01-04T00:26:03.0Z,1,REGULAR,foul,personal,[],1641731,,,1610612739,26,26,2024-01-04T00:26:30Z,810000,False,,,0,,B. Coulibaly personal FOUL (1 PF),"[1641731, 1628378]",1610612764.0,WAS,,,,Coulibaly,B. Coulibaly,,,,,Above the Break 3,24+ Right Center,202041.0,1.0,0.0,Mitchell,1628378.0,,,,,,,,,,,,,,,
85,PT03M42.00S,2024-01-04T00:26:21.0Z,1,REGULAR,substitution,out,[],1626145,,,1610612739,26,26,2024-01-04T00:26:25Z,830000,False,,,0,,SUB out: T. Jones,[1626145],1610612764.0,WAS,,,,Jones,T. Jones,,,,,,,,,,,,,,,,,,,,,,,,,,
86,PT03M42.00S,2024-01-04T00:26:21.0Z,1,REGULAR,substitution,in,[],1626153,,,1610612739,26,26,2024-01-04T00:26:25Z,840000,False,,,0,,SUB in: D. Wright,[1626153],1610612764.0,WAS,,,,Wright,D. Wright,,,,,,,,,,,,,,,,,,,,,,,,,,
87,PT03M36.00S,2024-01-04T00:26:37.5Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1627747,15.062417871222076,45.09803921568628,1610612739,26,26,2024-01-04T00:26:42Z,850000,False,25.0,89.0,1,left,MISS C. LeVert 9' driving floating Shot,[1627747],1610612739.0,CLE,driving floating,,,LeVert,C. LeVert,,,,,In The Paint (Non-RA),8-16 Center,,,,,,9.24,Missed,,,,,,,,,,,,,
88,PT03M34.00S,2024-01-04T00:26:39.5Z,1,REGULAR,rebound,defensive,[],1629655,,,1610612764,26,26,2024-01-04T00:26:42Z,860000,False,,,0,,D. Gafford REBOUND (Off:0 Def:1),[1629655],1610612764.0,WAS,,,,Gafford,D. Gafford,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,87.0,1.0,1.0,0.0,,,,,,,,,
